node_id,genome_id,degree_centrality,betweeness_centrality,eigenvector_centrality,degree,layer
97,20120800_E3X_27,0.0869565217391,0.0234889135482,0.0009048451462067721,16,7
96,20150700_S23_11,0.070652173913,0.0012746130708,1.3704153447644519e-17,13,7
238,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.311_71.88_3.42,,,,,7
239,Bog.None.R2.T0.trimmomatic.megahit_bin.247_70.69_0.00,,,,,7
234,20170700_S34_10,0.0597826086957,0.000385056654496,0.026108368447784754,11,7
235,20170700_S34_13,0.0489130434783,0.000487396307893,0.00020709312307539736,9,7
236,20100900_E1D_10,,,,,7
237,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.57_88.81_1.01,,,,,7
230,PMGM01,,,,,7
231,20110800_S3D_28,0.152173913043,0.00330307492483,0.18551689128892912,28,7
232,20140700_S33_15,,,,,7
233,20170700_S34_11,0.0760869565217,0.00242323724805,0.0003215093432310926,14,7
1,20170700_S25_23,0.0380434782609,0.00020733363702,0.040739278077881684,7,7
146,20110800_S3S_24,0.0054347826087,0.0,2.5086602404103254e-18,1,7
147,20110800_S3S_25,0.0271739130435,7.42456640532e-06,-3.241951436853692e-18,5,7
144,20110800_S3S_21,,,,,7
145,20110800_S3S_27,0.070652173913,0.00202185152708,1.3515066220742295e-17,13,7
142,20120700_S3D_8,,,,,7
143,20110800_S3S_23,,,,,7
140,Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10,0.119565217391,0.010053873015,1.976635035978503e-17,22,7
141,20110800_S3S_28,,,,,7
148,20120700_S1D_25,0.054347826087,0.000523229222829,0.06021718653283264,10,7
149,20120700_S1D_27,,,,,7
133,20140700_S21_12,0.0326086956522,0.000384204206183,-2.456684579104322e-17,6,7
132,20160700_P15_5,,,,,7
131,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.21_97.13_1.25,,,,,7
130,20140700_S21_18,0.0597826086957,0.00726558255359,-1.2915899471422754e-17,11,7
137,20120700_S3X_7,,,,,7
136,20140700_S21_14,0.0271739130435,0.000130914982991,6.914000249422527e-18,5,7
135,20160700_S33_6,0.0869565217391,0.0106393606722,-8.341045007838228e-18,16,7
134,20140700_S12_11,,,,,7
139,20110600_P3S_5,,,,,7
138,20110600_P3S_4,,,,,7
24,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_85.09_2.29,0.0054347826087,0.0,7.942045058532295e-18,1,7
25,20110800_S1D_14,0.135869565217,0.0281683351531,0.08943088045505587,25,7
26,20120700_S1D_13,0.173913043478,0.0127091089804,0.19409023710832662,32,7
27,PLNV01,0.190217391304,0.0106987957228,0.19797031249176292,35,7
20,20110800_S3S_33,,,,,7
21,20160700_E23_6,,,,,7
22,20120700_S1D_19,,,,,7
23,Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27,,,,,7
28,3300036876_9,,,,,7
29,20120800_S3X_7,0.0815217391304,0.00127201337896,0.07533092913450315,15,7
407,20150700_S23_3,0.0326086956522,0.00358951042538,0.01691826957500237,6,7
406,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86,0.0869565217391,0.0121746703453,0.048862449774167545,16,7
405,Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45,,,,,7
404,20140700_S15_2,0.0597826086957,0.0248617128467,0.01447279249869315,11,7
403,20120700_S3X_18,0.0489130434783,0.00147870419705,0.04508902800888422,9,7
402,20120700_S1X_12,,,,,7
401,20120700_S1X_15,0.054347826087,0.000412980186468,0.00030722855090173454,10,7
400,Bog.None.R2.T0.trimmomatic.megahit_bin.356_99.38_2.70,,,,,7
409,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.122_84.22_0.85,,,,,7
408,20150700_S23_2,0.0760869565217,0.00922266676586,-3.0978685717912934e-17,14,7
379,20170700_S33_29,,,,,7
378,20130700_S2M_1,,,,,7
371,20160700_S15_2,0.157608695652,0.0294257590847,0.11030703793782289,29,7
370,Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72,,,,,7
373,20120700_S1D_57,,,,,7
372,20120700_S1D_55,,,,,7
375,20120700_S1D_52,,,,,7
374,20120700_S1D_51,,,,,7
377,20120700_S1D_59,0.0597826086957,5.70519717833e-05,0.0741941723536565,11,7
376,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85,,,,,7
393,20170700_E11_1,,,,,7
392,20111000_S3S_9,,,,,7
88,3300037110_7,,,,,7
89,20150700_S21_10,0.0217391304348,0.000155765835402,1.8688535887992935e-17,4,7
397,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.5_81.58_0.43,0.0217391304348,0.000151890961501,-4.034804325404599e-18,4,7
396,20120600_S3D_1,0.0326086956522,3.41829212998e-05,-5.979385310720622e-18,6,7
395,20170700_E11_3,,,,,7
394,20120600_S3D_7,0.070652173913,0.000491108438014,2.7376834828718715e-17,13,7
82,Bog.None.R3.T0.JGI.BFC.metaspades_bin.34_94.27_1.08,,,,,7
181,Bog.None.R1.T0.trimmomatic.megahit_bin.149_91.22_4.05,,,,,7
80,20120700_S1D_69,,,,,7
81,20170700_S25_14,0.0326086956522,0.000169097821601,0.021470904369635037,6,7
86,20170700_S33_37,,,,,7
87,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.63_96.30_0.08,,,,,7
84,20170700_S33_33,,,,,7
85,20120700_S2X_13,0.0923913043478,0.00266858540913,0.08313275492890092,17,7
7,20160700_E21_3,,,,,7
245,20120700_S1S_6,,,,,7
244,20120700_S1S_3,,,,,7
247,20140700_S31_3,0.0597826086957,0.00303146582671,-1.438895906136587e-17,11,7
246,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.165_74.19_4.27,,,,,7
241,Bog.None.R2.T0.JGI.BFC.metaspades_bin.269_78.13_8.62,,,,,7
240,20120700_S1X_2,0.179347826087,0.0101560820238,0.17733717040818034,33,7
243,20120700_S1S_1,,,,,7
242,Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94,0.0163043478261,7.05333808506e-05,-1.0247458663375911e-17,3,7
249,Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86,,,,,7
248,Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59,,,,,7
179,20150700_E14_4,0.0217391304348,0.000109263509121,0.0045930290797737945,4,7
178,20150700_E14_5,,,,,7
177,20150700_E14_2,,,,,7
176,20120700_P3D_87,0.0489130434783,8.28727865429e-05,0.055819866774283654,9,7
175,20170700_S31_11,0.0869565217391,0.00618485819576,-1.5708468171701896e-17,16,7
174,Bog.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.66_77.13_3.14,0.0760869565217,0.00085392710581,4.533779037804361e-17,14,7
173,20120700_S1D_35,,,,,7
172,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.47_85.24_5.81,,,,,7
171,20160700_S34_5,0.0217391304348,0.00427655024947,-1.8638306303479308e-17,4,7
170,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.46_85.62_3.11,,,,,7
182,20120600_E2D_21,,,,,7
183,PLGY01,0.0978260869565,0.0496201151172,0.03133451560812384,18,7
180,Bog.None.R1.T0.trimmomatic.megahit_bin.316_95.55_4.21,,,,,7
2,20111000_S1D_6,,,,,7
186,20170700_S25_1,0.173913043478,0.014093010116,0.1624609509635415,32,7
187,20170700_S25_7,0.070652173913,0.000276782468929,0.07137805904382734,13,7
184,20120600_E2D_28,,,,,7
185,20170700_S25_3,0.135869565217,0.00447198700789,0.14995227670817454,25,7
188,Bog.None.R2.T0.trimmomatic.megahit_bin.344_99.28_6.76,,,,,7
189,20170700_S25_9,0.103260869565,0.00558806984601,0.05373886009309935,19,7
11,20111000_S3M_6,0.130434782609,0.0232641769798,-3.505330043686705e-18,24,7
10,PLTN01,0.0054347826087,0.0,0.004522941369881159,1,7
13,20130700_S3M_8,,,,,7
12,20110700_S2D_6,0.054347826087,0.00085999975517,0.00011911579415817946,10,7
15,20120700_P2D_11,,,,,7
14,3300037134_11,0.0108695652174,0.0,9.546231619305139e-18,2,7
17,Bog.None.R2.T0.trimmomatic.megahit_bin.66_95.61_5.83,,,,,7
16,20130700_S3M_3,,,,,7
19,20110800_S3S_31,,,,,7
18,20120700_S1D_29,,,,,7
322,20120700_S1D_98,,,,,7
323,PLTJ01,0.0217391304348,0.0,0.025038675842827006,4,7
320,20120700_S1D_96,0.0978260869565,0.0043505936514,2.7064105113762278e-17,18,7
321,20120700_S1D_97,,,,,7
326,20170700_S24_16,0.108695652174,0.0143833942103,0.09667751720155342,20,7
327,20110700_S3M_11,0.190217391304,0.0232245276446,0.2076425284898816,35,7
324,20170700_S24_10,0.130434782609,0.00354467084693,0.14911958651269933,24,7
325,20170700_S24_14,0.054347826087,0.00299611836483,0.02740962601199582,10,7
328,20170700_S24_18,0.0217391304348,0.00017288633201,0.0036651469212748023,4,7
329,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.83_91.54_6.45,,,,,7
201,20150700_P14_7,,,,,7
200,20140700_S21_6,0.141304347826,0.0144466891299,3.674073001561955e-17,26,7
203,20110800_S1S_1,,,,,7
202,20110800_S1S_6,0.108695652174,0.00782300916434,3.225700229535704e-17,20,7
205,20110800_S1S_9,,,,,7
204,20110800_S3D_19,0.0815217391304,0.00261461019606,0.00033229976256694295,15,7
207,20160700_E23_21,,,,,7
206,Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80,,,,,7
209,20120700_S1D_87,0.0054347826087,0.0,-2.832935757826826e-19,1,7
208,Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06,,,,,7
77,20110600_S1S_4,,,,,7
76,20120700_S1D_63,,,,,7
75,20120700_S1D_60,0.119565217391,0.00419935233908,0.14844734245290464,22,7
74,20120700_S1D_61,0.0271739130435,0.0,0.0002524349151239587,5,7
73,20110800_S3D_14,,,,,7
72,20111000_S3S_7,,,,,7
71,20111000_S3S_5,,,,,7
70,20111000_S3S_4,,,,,7
79,20120700_S1D_66,,,,,7
78,20120700_S1D_64,,,,,7
8,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.96_95.35_0.00,0.0054347826087,0.0,-6.060828586119374e-18,1,7
120,Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.68_86.32_3.16,0.0054347826087,0.0,-6.058687887970206e-18,1,7
121,20110700_S2D_21,0.0163043478261,0.0,0.020070288636938608,3,7
122,Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94,,,,,7
123,Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.151_70.18_0.00,,,,,7
124,20120500_P32_6,0.0108695652174,0.000249923290194,0.004114370172654356,2,7
125,20160700_S14_9,0.054347826087,0.000608674151293,0.026543328636480353,10,7
126,20120800_E1D_21,0.0380434782609,8.33940784226e-05,0.04443448953253428,7,7
127,Bog.None.R3.T0.trimmomatic.megahit_bin.399_80.28_6.52,0.054347826087,0.000142277121719,4.475957333935791e-18,10,7
128,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58,0.0760869565217,0.00880204327946,-1.7682006531263e-17,14,7
129,20140700_S21_3,0.0760869565217,0.00056261717523,2.446138349265593e-17,14,7
414,PLRX01,,,,,7
415,20130700_S2Y_13,,,,,7
416,3300037196_14,,,,,7
417,20170700_S34_2,0.0652173913043,0.00711654060787,0.0002977435417065655,12,7
410,20150700_S21_6,0.0054347826087,0.0,-9.191076252242473e-18,1,7
411,20150700_S21_2,0.157608695652,0.0097361664578,2.4875427463432048e-17,29,7
412,20170700_E15_6,0.0815217391304,0.00176375009703,0.07728695061759962,15,7
413,20150700_S21_9,,,,,7
418,20170700_S25_13,0.0597826086957,0.000650423488832,0.054970130426759,11,7
419,20110700_S3M_12,0.152173913043,0.00787635633763,0.17426675541958,28,7
319,20120700_S1D_95,,,,,7
318,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86,0.0597826086957,0.000431678689731,1.4667368776644516e-17,11,7
313,3300036888_6,,,,,7
312,20170700_S25_38,0.135869565217,0.00523074096827,0.13985969531475673,25,7
311,Bog.None.R3.T0.JGI.BFC.metaspades_bin.340_100.00_1.76,,,,,7
310,20130700_C2X_13,0.108695652174,0.0019177844204,0.1275434552875152,20,7
317,20120700_S1D_90,0.0271739130435,0.000557370889524,0.018826015568457314,5,7
316,20150700_S15_12,,,,,7
315,20150700_S15_15,0.0326086956522,0.00246356513972,0.008607842501452698,6,7
314,20120700_S1D_5,,,,,7
3,20170700_S25_26,0.0597826086957,0.00283455142638,0.017862974181530343,11,7
368,20140700_S11_7,,,,,7
369,20140700_S11_6,0.0271739130435,0.000441884892494,-1.8460553306669762e-17,5,7
366,20111000_S3S_10,,,,,7
367,20140700_S11_5,0.070652173913,0.000534129148016,1.4750177791693182e-17,13,7
364,20110800_S3M_18,0.0163043478261,0.0,2.8435349059718213e-18,3,7
365,PLXS01,0.0108695652174,0.0,0.0032122255746384982,2,7
362,Bog.None.R3.T0.JGI.BFC.metaspades_bin.275_96.71_5.17,,,,,7
363,3300037040_8,,,,,7
360,Bog.None.R2.T0.trimmomatic.megahit_bin.75_88.18_7.24,,,,,7
361,Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.103_98.32_1.01,,,,,7
380,20130700_S3M_11,0.0054347826087,0.0,-9.529737862331017e-18,1,7
381,20170700_S33_24,0.0054347826087,0.0,1.1589155013660159e-17,1,7
382,20110800_S3D_3,0.195652173913,0.0104705330912,0.20449912871929551,36,7
383,20170700_S33_23,,,,,7
384,20170700_S33_22,,,,,7
385,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33,0.0054347826087,0.0,5.717019786150406e-18,1,7
386,20150700_P15_3,,,,,7
387,Bog.None.R3.T0.JGI.BFC.metaspades_bin.148_73.61_7.22,,,,,7
388,PLTZ01,,,,,7
389,PMWT01,0.0054347826087,0.0,6.8425920836598485e-18,1,7
60,Bog.None.R2.T0.trimmomatic.megahit_bin.355_93.52_0.93,,,,,7
61,20130700_C1Y_13,,,,,7
258,20110800_S2M_9,,,,,7
259,20110800_S2M_3,0.179347826087,0.0101264148495,0.20454319669982463,33,7
64,20150700_E15_22,,,,,7
65,20111000_P2S_1,,,,,7
66,20170700_S35_2,,,,,7
67,Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.44_93.46_0.05,,,,,7
252,20120600_E1D_41,,,,,7
69,20120700_P3S_1,,,,,7
250,20140700_S31_6,0.163043478261,0.0248383390954,3.592746755886441e-17,30,7
251,Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.30_90.30_1.69,,,,,7
256,Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.8_92.23_3.04,,,,,7
257,20140700_S33_2,,,,,7
254,20140700_S31_9,0.0108695652174,0.0,-1.5041381915316796e-17,2,7
255,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86,,,,,7
168,20160700_S23_13,0.0923913043478,0.000721239492369,3.171045702328052e-17,17,7
169,20160700_E25_27,,,,,7
164,20150700_E14_10,0.0271739130435,0.000281919635893,0.009000408176630835,5,7
165,20110800_S1M_20,0.0163043478261,8.28484295339e-05,0.00014510337560507774,3,7
166,20160700_S23_17,,,,,7
167,20160700_S23_14,,,,,7
160,20120700_S1D_115,0.0489130434783,7.73071410492e-05,0.04624147310275664,9,7
161,20130700_S2S_12,,,,,7
162,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.298_98.43_2.66,,,,,7
163,20150700_E14_13,,,,,7
9,20140700_S32_12,0.0054347826087,0.0,8.17736821689679e-18,1,7
357,20130700_S2S_8,,,,,7
356,Bog.None.R2.T0.JGI.BFC.metaspades_bin.94_71.04_6.96,,,,,7
355,20120700_S1D_9,,,,,7
354,20111000_S1D_14,,,,,7
353,20120500_P26_8,0.0163043478261,6.59961458251e-06,0.008284916709031037,3,7
352,20111000_S1D_12,,,,,7
351,20120600_S2M_9,,,,,7
350,20110600_S1D_15,0.054347826087,0.000163333191317,0.05450419492677374,10,7
359,20120600_S1D_7,0.184782608696,0.00602078258864,0.19872001597353978,34,7
358,20110800_S1S_8,,,,,7
216,20110800_S3S_13,,,,,7
217,20110800_S3S_12,,,,,7
214,20150700_S15_1,,,,,7
215,20120600_P3M_9,,,,,7
212,20120700_S1D_84,,,,,7
213,20120700_S1D_89,0.108695652174,0.00955343299896,0.08306191336263728,20,7
210,20120700_S1D_86,,,,,7
211,20120700_S1D_85,0.054347826087,0.000171381557953,0.07438505737567505,10,7
218,20120800_E1D_14,0.179347826087,0.00779944566046,0.20167508359715894,33,7
219,20120700_S1D_79,,,,,7
289,PLGF01,0.103260869565,0.012786700817,0.06047787955715138,19,7
288,20120700_S1S_11,,,,,7
4,20111000_S1D_3,,,,,7
281,20120700_S1D_102,,,,,7
280,20120700_S1D_103,,,,,7
283,20110600_S3M_2,0.0108695652174,0.0,4.187202532149122e-05,2,7
282,20140700_S22_7,0.0815217391304,0.000685986960161,2.1324963211956804e-17,15,7
285,20130700_S2D_2,,,,,7
284,Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37,,,,,7
287,Bog.None.R3.T0.trimmomatic.megahit_bin.383_96.18_3.47,0.135869565217,0.0117791152704,2.818917772184322e-17,25,7
286,20120700_S1D_108,,,,,7
263,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.11_93.17_1.72,0.0380434782609,1.28242510637e-05,1.18359145113609e-17,7,7
262,20120700_S1D_45,,,,,7
261,PLCS01,,,,,7
260,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71,0.0108695652174,0.0,-2.7782228176716405e-18,2,7
267,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.4_95.88_2.80,0.0054347826087,0.0,-6.6313987271222195e-19,1,7
266,20120700_S1D_48,,,,,7
265,20120700_S1D_49,0.0054347826087,0.0,0.002003516726121279,1,7
264,20120700_S1D_41,,,,,7
269,20170700_S33_13,,,,,7
268,20130700_C2M_2,0.0652173913043,0.00981984541836,9.252830407556062e-18,12,7
59,Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00,0.141304347826,0.0172619603945,0.15574523972338752,26,7
58,20170700_E14_6,0.0434782608696,0.000658815661079,0.00014062390968935147,8,7
55,20120600_S1D_1,,,,,7
54,PLPO01,0.0217391304348,0.0,0.01722731345203068,4,7
57,Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42,0.0163043478261,1.18793062485e-05,6.449611531767056e-18,3,7
56,20120800_P1D_1,,,,,7
51,20111000_S2S_6,,,,,7
62,PLNE01,,,,,7
53,3300037138_9,,,,,7
52,Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87,,,,,7
63,20150700_E15_20,,,,,7
50,20111000_S2S_7,,,,,7
115,20140700_E14_11,0.16847826087,0.0126562853122,0.17027608456349316,31,7
68,20111000_S3S_8,,,,,7
117,Palsa.None.R2.T0.JGI.BFC.metaspades_bin.97_73.23_1.91,,,,,7
116,20120800_E1D_8,,,,,7
111,20170700_S34_26,0.0434782608696,4.25675140572e-05,0.0002890334451472717,8,7
110,20170700_S34_25,0.0271739130435,0.0,5.73063918356381e-05,5,7
113,20111000_P2D_13,,,,,7
253,20120700_S1D_43,,,,,7
119,Bog.None.R2.T0.JGI.BFC.metaspades_bin.335_92.02_1.58,,,,,7
118,20120800_E1D_7,0.0489130434783,0.00012478879727,0.042388786181657374,9,7
429,Bog.None.R1.T0.trimmomatic.megahit_bin.27_76.49_0.00,,,,,7
428,20160700_E21_11,,,,,7
421,20110700_S3M_18,,,,,7
420,20110700_S3M_15,0.103260869565,0.0138420453645,-8.418635725465202e-18,19,7
423,20170700_S34_32,0.0271739130435,7.71971735014e-05,0.00010734620796506831,5,7
422,Bog.None.R2.T0.JGI.BFC.metaspades_bin.302_84.77_4.31,,,,,7
425,20120600_S3M_3,0.152173913043,0.00798501671744,2.5789662658391836e-17,28,7
424,20170700_S34_36,0.0489130434783,0.000671646846088,0.00010533981028781559,9,7
427,20130700_S3Z_1,0.103260869565,0.000827374355159,0.1231207289043037,19,7
426,Bog.None.R1.T0.trimmomatic.megahit_bin.192_94.47_2.50,,,,,7
308,20170700_S25_36,0.130434782609,0.00811568002123,0.11951437512376738,24,7
309,20170700_S25_32,0.135869565217,0.00203136589266,0.14612102807772914,25,7
300,20170700_S34_41,0.054347826087,0.000569782438991,0.00011634409945293205,10,7
301,Fen.Labelled.R1.T3.F4.trimmomatic.metaspades_bin.40_93.84_3.50,0.0326086956522,0.000335568376211,6.281018145429229e-18,6,7
302,20130700_P1Y_8,,,,,7
303,20130700_P1Y_5,,,,,7
304,20120700_S1D_30,,,,,7
305,Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86,,,,,7
306,Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53,,,,,7
307,Bog.None.R2.T0.trimmomatic.megahit_bin.319_70.21_1.04,,,,,7
node_id,genome_id,,,,,7
229,20110800_S1M_17,0.0869565217391,0.0553968627479,0.0030909781915948067,16,7
228,20160700_S11_6,0.0217391304348,4.69970696947e-05,-1.7126445505503088e-17,4,7
227,20160700_S11_1,0.0271739130435,2.3758612497e-05,-5.630304133691185e-18,5,7
226,20110700_P2D_26,,,,,7
