,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
53,0.757,-0.801,-0.6652,-0.7432,-1,-0.9986,0.6002,-0.0298,-0.937,-0.7764,-0.8922,-1,0.7604,-0.5704,-0.5204,-0.6958,-0.9466,-0.6424,-0.3838,-1,-0.0616,-1,-1,-0.7554,-0.5008,-0.29,-0.9938,-0.8602,-0.516,-0.1018,-0.9374,-0.812,-0.6564,-0.8402,0.879,-0.8892,-0.7298,0.8708,0.113,-0.8316,-1,-1,-0.222,-0.6026,-1,-1,-0.0526,-1,-1,-0.7206,-0.681,0.8834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.9288,-0.647,-0.2162,-0.6802,-1,-0.9446,0.8028,0.2346,-0.8876,-1,-0.8504,-1,0.9418,-0.4234,-0.378,0.1572,-0.3098,-0.6376,-0.882,-1,0.1858,-1,-1,-1,0.892,0.0902000000000001,-0.8596,-0.8784,-0.5862,0.6176,-0.3786,-0.7344,-1,-0.6234,0.9966,0.3662,-0.9646,0.9984,0.9782,-0.1246,-1,-1,0.4818,-0.3178,-0.9584,-1,-0.1506,-1,-1,-0.6298,-0.3842,0.898,-0.5808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.5278,-0.84,-0.518,-0.3942,-0.6996,-0.976,0.3658,-0.171,-0.7834,-0.7734,-0.7392,-1,0.5194,-0.5766,-0.5388,-0.2582,-0.5582,-0.3172,-0.8778,-1,-0.0978,-0.7884,-0.8316,-0.7576,0.7276,-0.4432,-0.9408,-0.6534,-0.2198,0.1586,-0.4494,-0.4586,-0.9828,-0.795,0.8608,-0.615,-0.8458,0.971,0.8842,-0.1908,-0.7812,-1,0.00380000000000003,-0.3326,-0.7394,-0.8288,-0.6102,-0.7196,-1,-0.3762,-0.34,-1,-0.8166,-0.8468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,1,0.9392,0.986,0.9702,0.9952,-1,1,0.9952,0.97,0.9988,-1,1,0.997,0.9974,0.9998,0.9538,1,0.991,-1,0.9526,0.9662,0.7268,0.9632,1,1,1,0.9998,1,1,0.9974,0.9938,-1,0.9948,1,1,0.9786,1,1,1,0.9982,-1,0.9998,0.9996,0.9668,0.7404,0.9978,0.974,-1,1,1,1,0.993,1,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,-0.9996,-1,-1,-1,-1,0.9776,0.0902000000000001,-0.3944,-0.5488,-0.9876,-1,0.9994,0.4548,0.515,-0.6656,-1,-1,-1,-1,-0.386,-1,-1,-0.2358,0.6848,-0.9836,-0.9648,-1,-0.6384,-0.3112,-1,-1,-0.1118,-1,0.9958,-1,-0.9474,1,0.3078,-0.7906,-1,-1,0.4864,-1,-1,-1,0.4342,-1,-1,-0.7572,-0.6202,0.942,-1,-0.4048,-0.9474,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.9996,0.1768,-0.034,-0.6352,-1,-0.8594,0.8704,-0.0322,-0.5414,-0.3198,-0.1966,-1,0.9996,0.237,0.266,-0.0546,-0.5314,-0.5034,0.2364,-1,-0.5982,-1,-1,-0.2572,0.9992,0.7386,-0.6368,-0.8224,-0.5298,0.1602,-1,-0.7986,-0.055,0.0104,1,0.6454,-0.9186,1,0.6546,0.8084,-1,-1,0.8078,-0.0802,-1,-1,0.44,-1,-1,-0.1676,-0.1304,1,0.0558000000000001,0.0691999999999999,-0.1478,1,-0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.5767,0.2124,-0.858,-0.841,-0.9272,-0.724,0.2613,0.1452,-0.8972,-0.937,-0.619,-0.94,0.0975999999999999,-0.8372,-0.8396,0.3648,-0.8424,-0.7618,-0.7842,-0.9334,0.1289,-0.932,-0.9604,-0.9362,0.4122,-0.3198,-0.6454,-0.7296,-0.6152,0.3538,-0.8528,-0.8372,-0.9342,-0.9126,0.731,-0.5438,-0.796,0.636,0.5692,-0.1426,-0.895,-0.9666,0.2095,-0.8292,-0.9052,-0.9602,0.1826,-0.9396,-0.9608,-0.8118,-0.812,0.6694,-0.711,-0.6496,-0.8116,0.7998,-0.0504,-0.2618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.9972,-0.997,-1,-1,-1,-0.6548,0.8972,-0.2314,-0.555,-1,-0.9986,-1,0.9934,0.2532,0.285,-0.5536,-0.7546,-0.984,-0.989,-1,-0.9294,-1,-1,-0.5388,0.4228,-0.9638,-1,-0.9734,-0.6474,-0.6216,-1,-0.9746,-0.5142,-1,0.9846,-1,-1,1,0.2538,-0.7714,-1,-1,-0.971,-1,-1,-1,-1,-1,-1,-0.9846,-0.9574,0.96,-0.9802,-0.1944,-0.8908,1,-0.4566,0.2096,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.809,-0.9288,-0.421,-0.8608,-1,-0.4296,0.685,0.0788,-0.9206,-0.7312,-0.7358,-1,0.645,-0.5018,-0.4594,-0.607,-0.8482,-0.588,-1,-1,0.00819999999999999,-1,-1,-0.7228,0.5538,-0.764,-0.9932,-0.9788,-0.5552,0.0386,-0.9126,-1,-0.613,-0.8228,0.9378,-0.5346,-0.7464,0.9594,0.77,0.2498,-1,-1,0.2692,-0.5412,-1,-1,0.1886,-1,-1,-0.7262,-0.6246,0.6526,-0.7186,-0.7798,-0.7932,0.9974,-0.984,0.2446,-1,-0.9894,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.3044,-0.589,-0.8276,-0.7164,-0.8488,-0.879,-0.1316,-0.5604,-0.8956,-0.8732,-0.8012,-1,0.1138,-0.9282,-0.9256,-0.3848,-0.83,-0.6544,-0.9136,-1,-0.4924,-0.8802,-0.9154,-0.882,-1,-1,-0.7938,-0.8556,-0.65,-0.2586,-0.7156,-0.7218,-1,-0.8934,0.6072,-0.8218,-0.912,0.7992,-1,-1,-0.8936,-1,-0.5062,-0.6476,-0.9222,-0.9092,-0.5884,-0.8538,-1,-0.769,-0.6616,-1,-0.866,-1,-1,0.9416,-0.5044,-0.4368,-1,-0.7982,-0.8394,NA,NA,NA,NA,NA,NA,NA,NA
63,0.9998,0.4994,0.427,0.6232,0.6134,-0.0572,0.8636,0.642,0.6978,0.5954,0.1164,0.4908,0.9998,0.7792,0.8152,-1,-0.2362,0.737,0.6386,-0.146,-1,0.57,0.2052,0.5556,0.8918,0.794,0.1864,0.8776,0.9564,0.9542,0.4262,0.6964,0.4284,0.6494,1,0.1876,0.5862,1,1,0.9378,0.7678,-1,0.1016,0.6548,0.461,0.2228,0.2058,0.6312,-1,0.8228,0.774,0.9584,-0.1022,0.9484,0.5912,1,0.2498,0.9974,-1,0.6032,0.3602,0.2816,NA,NA,NA,NA,NA,NA,NA
64,0.8168,-0.1216,-0.473,-0.905,-1,-0.9942,0.5094,-0.1238,-1,-0.8092,-0.9634,-1,0.8694,-0.6762,-0.6376,-0.2884,-0.6104,-0.9538,-0.7828,-1,-0.159,-1,-1,-0.7966,0.3144,-0.0866,-0.6442,-0.9734,-0.9168,0.3174,-0.6738,-0.8466,-0.7108,-0.7008,0.9338,-0.0452,-0.9916,0.9684,0.7124,-0.7538,-1,-1,0.0808,-0.6268,-1,-1,-0.0306,-1,-1,-0.8332,-0.735,0.8878,-0.5658,-0.929,-0.5462,0.9996,-0.7002,-0.8378,-1,-0.846,-0.674,-0.8984,0.8722,NA,NA,NA,NA,NA,NA
65,0.8718,0.1024,-0.4052,-0.7548,-1,-0.6384,0.3898,-0.1818,-0.8318,-0.8262,-0.2612,-1,0.917,-0.525,-0.501,0.3534,-0.3616,-0.8534,-0.257,-1,-0.2112,-0.8658,-1,-0.804,0.7816,0.4626,-0.147,-0.7826,-0.8732,0.4982,-0.5344,-0.763,-0.735,-0.733,0.9786,0.263,-0.7886,0.9618,0.1422,0.5128,-0.9988,-1,0.358,-0.5192,-0.825,-1,0.2334,-0.9834,-1,-0.8514,-0.7236,0.9044,-0.138,-0.6334,-0.3366,1,0.6136,-0.9956,-1,0.4814,-0.0222,-0.7346,0.9292,-0.9048,NA,NA,NA,NA,NA
66,-0.0296,-0.6492,-0.8226,-0.778,-0.8998,-1,-0.374,-0.6872,-0.934,-0.917,-1,-1,-0.0292,-0.9542,-0.8976,-0.6544,-0.8738,-0.7192,-1,-1,-0.6478,-0.9338,-0.9406,-0.9038,-1,-1,-1,-1,-0.5928,-0.4434,-0.8064,-0.8034,-0.9208,-0.9106,0.2688,-1,-1,-1,-1,-1,-0.951,-1,-0.5816,-0.7542,-0.931,-0.9368,-0.634,-0.9022,-1,-0.8188,-0.7736,-1,-1,-1,-0.931,0.7548,-1,-1,-1,-1,-1,-0.9808,0.0682,-1,-0.7218,NA,NA,NA,NA
67,0.9008,-0.2146,-1,-1,-1,0.5094,0.913,-1,0.7288,-1,-0.7356,-1,0.9682,0.9622,0.9642,0.3994,-1,0.1058,-0.227,-1,-1,-1,-1,-1,0.9996,0.964,-1,0.397,0.91,-0.3732,-1,0.5054,-1,-1,1,-0.163,-1,1,1,0.9952,-1,-1,0.7638,-1,-1,-1,0.8086,-1,-1,-1,-1,1,0.2332,0.9918,0.6332,1,0.8552,1,-1,0.6318,0.1222,-1,0.997,0.6758,0.7528,-1,NA,NA,NA
68,0.8818,-0.882,-0.3184,-0.8326,-1,-0.991,0.6368,-0.3602,-0.8894,-0.693,-0.9746,-1,0.9112,-0.4392,-0.388,-0.67,-0.6318,-0.9286,-0.7604,-1,-0.7366,-1,-1,-0.668,-0.4826,-0.1572,-1,-0.9964,-0.95,0.0633999999999999,-1,-0.901,-0.548,-0.6684,0.9766,-0.13,-0.9952,0.9938,0.3286,-0.9984,-1,-1,0.1984,-0.6698,-1,-1,-0.3714,-1,-1,-0.787,-0.7716,0.9722,-0.6996,-0.9412,-0.8128,0.9998,-0.9534,-0.7352,-1,-0.984,-0.7922,-0.809,0.8558,-0.9806,-0.8244,-1,0.5996,NA,NA
69,0.8128,-0.1766,-0.6876,-0.7298,-0.8852,-0.563,-0.0252,-0.3452,-0.8734,-0.9218,-0.4226,-0.9662,0.6542,-0.7478,-0.7312,0.315,-0.6034,-0.6234,-0.674,-0.8606,-0.4752,-0.9278,-0.9372,-0.9308,-1,-1,-0.3708,-0.5522,-1,0.3726,-0.7638,-0.7392,-1,-0.9298,0.9352,-0.3092,-0.6864,0.961,0.0838000000000001,-0.0664,-0.8706,-1,-0.0198,-0.7142,-0.8442,-0.9368,-0.1636,-0.8866,-1,-0.6576,-0.6804,-1,-0.563,-0.589,-0.75,0.9942,0.23,0.1328,-1,0.0156000000000001,-0.5132,-0.8678,0.5194,-0.6462,-0.6696,-0.8948,-1,-0.4498,NA
