,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S2_10-14,715_S2_20-24,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14
713_S-2-D,-1.76547987291408,1.74648093912764,0.947330332580154,-1.2915168590482,0.278068772286965,-1.17874878548894,-1.56341695410052,-0.739846331193684,0.713688545184983,-0.410273158280445,-0.4637145328912,-1.07265954850367,-1.25996867589452,-2.92641166382889,-2.93098475397503,-1.07131606650897,-0.0979190168517928,-1.43883755488718,-1.35900163591929,-1.07265954850367,-2.59928621801824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,1.32888786127755,1.29538931603062,0.734175197931311,-0.24120804536871,0.960467600153526,1.16250758894345,1.11813024392044,1.39655481454412,-0.377338534918706,-0.831250299970187,0.490125849034564,NA,1.54394315449031,0.868146219126189,-0.214437148281486,1.01439516312752,0.14110384577126,1.54956903513846,0.971350587933491,NA,0.443519801722721,-1.62015824407656,-1.07265954850367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,1.74056805066534,-0.446719538027627,-1.93295153897552,-2.05127726387957,-0.162814605885562,-1.08780030674123,0.404843717902395,0.230061305001939,0.00719357117731194,-0.642483791316508,-0.799026884528623,0.951759077667092,2.84022870269094,-3.50246644315447,-2.49715184678412,1.94465449212456,0.140809639269454,-2.10180050839245,-0.690188630078994,0.951759077667092,1.12316951513919,-1.71214667000314,-1.71214667000314,0.951759077667092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,0.0646448241844283,1.37413335046331,-1.35146226250476,0.828489017444433,0.651300654873393,0.573432957613568,0.278897682851532,0.916126834181131,1.4915878232136,1.48683420928862,0.0112207437130211,0.52790064149641,0.402104294921933,-0.633795467865294,-0.171288132379745,-0.495192802428348,-0.0306850162771788,-0.771249636400093,0.676141140930306,0.52790064149641,-0.742962587428124,1.00660358422982,1.00660358422982,0.52790064149641,-0.476260542534443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,-0.954699491267789,1.57876365616878,-1.05683107500451,0.390991822467209,0.234026314606233,0.790874605011666,-1.06015058514756,-0.23798424020961,0.690842167174229,1.30377359259458,-0.812948861746446,0.838058060651496,-0.28291495864147,-1.42491654769205,-0.660027071801655,-0.990120820836488,-0.323214654619333,-1.04718987120884,0.680983667727836,0.838058060651496,-2.1846256024263,0.316316148013864,0.181067651886606,0.838058060651496,-0.968931234738789,-1.42907967333656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,-2.10707534101303,1.58632628180354,1.49423860805461,NA,0.333530527707443,-0.228498808684847,-1.9151787044917,-1.20607814001869,0.304166252442604,0.95284972981897,-1.20688627465407,0.270304789098693,-1.65539696975624,-2.69594212865844,-0.0534316838441806,-1.56795855599904,-0.434733292676284,-0.679307502852327,-0.976731573177634,0.270304789098693,-3.00162419444693,-1.2915168590482,-1.2915168590482,0.270304789098693,-2.05127726387957,0.828489017444433,0.390991822467209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,-2.99119279726996,1.08321915882497,-1.244266094438,-2.55498730402133,0.449104022556674,0.503196299819122,-2.75661646745801,-2.62443867230662,-2.31214547570222,-0.599235979681697,-2.96110783288027,0.499216763925677,-2.99321317406305,NA,0.820995262736151,-3.21351146199647,-2.47299455528398,-0.181456490352929,-1.19654531728874,0.499216763925677,-4.35301975918151,-2.94762774665546,-2.92641166382889,0.499216763925677,-3.50246644315447,-0.633795467865294,-1.42491654769205,-2.69594212865844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,1.11530815581975,-0.811707353623317,-0.827705198449024,-0.981718852900604,-0.3511223845056,0.126384894263966,-0.000130042901453871,1.60040096012275,1.16408839461384,0.0922740487504917,-0.263221154476279,1.40024144838236,0.973819852448349,-2.59024498705443,-1.83246812136449,0.687725803860303,0.860577557178727,-0.963354834908949,0.554269973034066,1.40024144838236,2.57537539210086,-0.513198240320544,-0.513198240320544,1.40024144838236,0.829050115526301,1.49239526091341,0.22096259022618,-0.981718852900604,-2.59024498705443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_5-9,-1.22026218660672,1.94257931875663,1.65620837128547,0.185245457011946,-0.00900562140220602,-1.10777729936783,-1.44833377782837,-0.225984010323282,1.51502596493119,1.09480989721941,-0.0364287986440161,-0.994281947670217,-0.716105828065342,-2.55061547887035,-2.44429497040478,-0.488460629669339,1.22159789036268,-1.53320628189471,-1.01425747955115,-0.994281947670217,-1.43598772813114,0.607965724463667,0.607965724463666,-0.994281947670217,-1.40828026174328,1.43320102515601,1.50341543620687,0.185245457011946,-2.55061547887035,-0.131938193664803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,-0.958156860598184,0.848097962546159,-0.436643415348596,-0.192208190399402,0.423423488518999,0.506847706073152,-1.03654375472597,-0.437632450219987,1.21388167831345,0.553673801896284,-1.16929084731056,0.539582156852932,-0.519903296947062,-2.58768692458184,-2.42408190247501,-1.43094546193747,-0.48295319994076,-1.31538872752934,0.282796237187821,0.539582156852932,-2.03540738615433,-0.47748966956863,-0.629091310985738,0.539582156852932,-0.979106353114256,-0.636797656140986,0.338753721324084,-0.192208190399402,-2.58768692458184,-0.300701848830396,-0.366863467835266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,-1.97640570126004,1.01774750273596,0.36516995527392,-1.06884708643682,0.736425852737741,0.970172279889796,-1.60497285269983,-0.420853837852228,-0.879769169065475,-1.27408760986896,-0.784705910072931,1.27489258411707,-0.991777011762515,0.212241984480255,-0.616392616400484,-0.716114619497301,-0.387889952502454,1.03127164895516,0.982994785876648,1.27489258411707,-1.25815406125857,-1.79717522806102,-1.46511045919675,1.27489258411707,-1.38626649032131,-0.634610397987465,-0.328825005367834,-0.0534132150868444,0.0931305220057596,-0.666647464341064,-1.71258501662459,-0.525799534471778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,1.32888786127755,1.29538931603062,0.734175197931311,-0.24120804536871,0.960467600153526,1.16250758894345,1.11813024392044,1.39655481454412,-0.377338534918706,-0.831250299970187,0.490125849034564,NA,1.54394315449031,0.868146219126189,-0.214437148281486,1.01439516312752,0.14110384577126,1.54956903513846,0.971350587933491,NA,0.443519801722721,-1.62015824407656,-1.07265954850367,NA,0.951759077667092,0.52790064149641,0.838058060651496,0.270304789098693,0.499216763925677,1.40024144838236,-0.994281947670217,0.539582156852932,1.27489258411707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_1-5,1.80637663150927,-0.808027170065402,-1.58288183022041,-1.01705735896818,-0.117373043322979,-1.04346218965173,-0.258499674373187,2.05245142773004,-0.0890524477632404,0.311642411317784,0.755746355749423,1.36224171114236,1.88548610924997,-2.25008116979552,-1.13175343896587,1.73471777734748,-0.414116664218334,-2.17787923445318,-0.557810663282858,1.36224171114236,1.1487679469454,-0.588806421583454,-0.588806421583454,1.36224171114236,2.35464420517061,-0.607316215933516,-1.32888768232512,-1.01705735896818,-2.25008116979552,-0.81376106344845,0.0437396733776501,-1.32142805735171,0.035899780022524,1.36224171114236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_5-9,-1.33614388234979,0.913094685308503,0.965386752151193,1.6412300992818,-0.16443471026011,1.20782751248602,-1.4322293078114,-1.48103820371408,1.30569071877573,1.77809923107699,-1.92682002476543,1.29411705904707,-1.33845615233129,-0.831160148729161,-0.935368017767493,-1.80251303600024,0.544628684353799,-1.88349244342783,1.15680161775285,1.29411705904707,-1.49083333492785,1.82840441693585,1.82840441693585,1.29411705904707,-1.60441372677044,-0.274614128200153,0.564784145941203,1.6412300992818,-0.831160148729161,-1.9387761710043,2.15751292871711,-0.230272129957967,0.767413725152407,1.29411705904707,-1.65909382234864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_20-24,-2.13155434819121,0.242824081450119,-0.930866063414492,-0.608295766296701,-0.0913877757739369,1.40831487612595,-2.11748005110779,-1.63440094103571,-1.36622130508359,-0.040434737289618,-1.52743047643633,1.40507313092317,-1.96634372367936,-0.879977556237061,-0.789198474262817,-2.39060013641811,-1.13169979778005,-1.27344272523462,0.180707928929669,1.40507313092317,-3.35231642583803,-0.691435573310502,-0.739636974851404,1.40507313092317,-2.32803637268041,-1.82343707657104,-1.55121003606425,-0.403263654159056,-0.957810467030709,-1.68253169320632,-0.543256216798179,-1.14107734244331,0.895461024362541,1.40507313092317,-2.31920993942306,0.364380057200893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_1-5,0.593166887957521,2.71684850454094,-1.0999747126711,-1.87388160630543,0.0974312359737328,0.233292348527637,1.35080209644994,2.3403345886347,1.3245626194083,-1.100342315181,2.50672184219224,1.61115113451743,1.48972908664004,-2.69706721814425,-2.01237772533426,2.47480387905916,1.44185331660732,0.221489561588757,0.483916292001179,1.61115113451743,-0.882049331993037,-1.67447449286344,-1.67447449286344,1.61115113451743,2.43184597743773,1.62834955132278,0.605828612726782,-1.87388160630543,-2.69706721814425,2.41502191616979,-0.929253322182374,-0.0608526419200818,-2.20613126296435,1.61115113451743,1.87199192409359,0.152517073345924,-1.3836886982748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_5-9,1.49273051316004,0.416641549274333,-1.40714192991072,-1.51974625091539,0.542386643006234,-0.190692570054495,0.904348614337286,2.31222428188544,1.21774387907626,0.847056546654745,1.4022410682307,0.773537564252358,2.0856279240756,-3.1776519313789,-1.91870417104639,2.58703519923134,1.0016068728662,-0.966398379610095,0.0888672495332181,0.773537564252358,1.34480444408273,-1.23691249817142,-1.20486678325928,0.773537564252358,1.851630257465,-1.1782837761944,-0.894448143476106,-1.51974625091539,-3.1776519313789,2.59380319216187,-1.16457672080286,-0.943765131447371,-1.28194842256138,0.773537564252358,1.80811559481665,-0.157633565426794,-2.41491496812268,2.82644458222149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
