,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S2_10-14,715_S2_20-24,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14
714_S3_10-14,0.0387038183079855,2.01221847906831,-0.808400499499439,1.1275525891384,0.708992644392803,0.764304571641229,-0.175259830525824,0.906718416094222,1.92046792046692,1.62248338369711,0.599431714120441,0.584844573958788,0.759566066175024,-0.408286121276079,-0.0904975352357314,0.582989652601881,1.53129557899221,-0.786529090075602,0.83677332500961,0.584844573958788,-0.0232954546365388,1.34268894092094,1.34268894092094,0.584844573958788,-0.0260456054117836,-0.546529035994012,-1.03992012174557,1.1275525891384,-0.408286121276079,1.83208512434572,1.79513116175442,0.108921333703757,-0.37916938585077,0.584844573958788,0.287468116802661,-0.0200114492722478,-2.01717214535963,2.62185766033683,1.01972344384772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_20-24,-1.73843292525927,0.673773760137036,-2.23545409138563,-2.1571442892019,0.444251907166654,-2.73831349440942,-1.9586761681873,-2.08806319765058,-3.18622278016751,0.210715278735165,-2.23061634883256,1.28857610315121,-2.37657735697406,-0.910124581242718,0.349078762374677,-2.56518756964249,-3.22807393118485,1.1516372156236,-3.36143678565206,1.28857610315121,-3.82186817652993,-3.10528997950243,-3.08659812408451,1.28857610315121,-2.60223747008865,-0.482426962183904,-0.931099342594843,-2.10063924203086,-1.24496942722977,-1.46439363593147,-3.10302256519011,-1.6734401514777,0.752151277035946,1.28857610315121,-2.19847685918256,-1.31993759896455,-0.726597579784126,-0.821110525297732,-1.3769606843311,-0.447519763924018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_30-34,-0.295358029518911,0.64969524091203,-0.842246095345136,0.0423116531922001,NA,0.873788163365031,-0.214887778500294,-0.474182960730073,0.498789941894963,0.538917546327262,0.0726290081068148,0.960467600153526,-1.17411116951404,0.450475935444716,0.888192200317238,-0.230752790298363,0.468900650303721,0.722441152226023,-0.237375816871101,0.960467600153526,0.416561763993685,0.581008106345782,0.278068772286965,0.960467600153526,-0.162814605885562,0.651300654873393,0.234026314606233,0.333530527707443,0.449104022556674,-0.3511223845056,-0.00900562140220602,0.423423488518999,0.736425852737741,0.960467600153526,-0.117373043322979,-0.16443471026011,-0.0913877757739369,0.0974312359737328,0.542386643006234,0.708992644392803,0.444251907166654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_1-5,-0.180126831923036,-0.13954608975241,-0.613857719029587,-0.796278192700865,-0.410664148941709,-0.899176094921941,0.347842924574245,0.603956027599986,0.923412877792443,0.312425548522476,0.192075880870413,0.840597255747127,0.456899415263469,-2.64667080761752,-1.9675987815086,1.78949388195964,-0.416225480053063,-2.01388091957087,-0.366002285123219,0.840597255747127,1.42170451664053,-0.343773219126059,-0.343773219126059,0.840597255747127,0.459417998759365,0.949936301378328,0.136828038505097,-0.796278192700865,-2.64667080761752,0.953633940401813,0.211892347758456,-0.663458461025971,-0.672846081586076,0.840597255747127,0.616132569456999,-1.45737728031425,-1.29818310317397,0.563519190955795,2.09443183977963,1.37009569508087,-2.56272027906547,-0.410664148941709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_10-14,-0.789512238432599,1.49677517446641,1.56672508540043,1.01935010271126,-0.899592165038935,0.742068413063872,-0.58813117052005,-0.420737955978004,-0.635986557001151,0.614815054232557,-1.14512125931088,-0.10415656499446,-0.644924824701156,-0.191905577350684,-2.32969798027818,-0.811459685278999,-0.607832900621453,-0.232697824215557,0.375242518596356,-0.10415656499446,-0.669842212873872,0.690705834568434,0.386941114104161,-0.10415656499446,-0.878992728777643,0.998848642184523,1.47830063385743,1.02864775638919,-1.12288548877678,-0.181082914079881,-1.80908532275829,-1.03811576116529,-0.839626044864912,-0.10415656499446,0.317375474461263,1.43439275937558,0.0771610502965906,-0.707793835558221,-0.537448768785878,1.07803769546929,-0.342648322357271,-0.899592165038935,0.168613653611133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_20-24,-0.661972805258735,0.533571115843206,-1.88889411159959,-2.4747123191331,0.960467600153527,-0.146240948031438,-0.746925892147396,-1.73285869435541,-3.23539902916286,-3.43607895729251,-2.16754919648792,0.960467600153527,-1.79117844500907,0.142046533997141,-1.25472120781105,-1.93484694413647,-2.98052840129792,0.680441965955176,-2.99934224194385,0.960467600153527,-2.65460455408869,-3.41134073441914,-3.4856010651612,0.960467600153527,-1.80925031780876,-0.440962192237234,-0.818202297525155,-1.64831222229672,-0.789105055582967,-1.18133472827001,-3.27718051432392,-1.91687138809898,0.704904912558352,0.960467600153527,-1.43013226543416,-1.66075574657234,-0.742874361364677,-0.123340174088466,-0.865473155288405,-0.501675283752085,0.462085962238761,0.960467600153527,-2.1615328504729,-2.82886850177481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_10-14,-1.30806467377085,0.190098400559469,0.280260798846601,0.126394685266644,-0.190660284717045,0.700342737758856,-1.47853454419773,-0.299763859660748,-0.861847474582464,0.813639650465073,-0.295373266283982,0.603584963524171,-0.635949320769697,-1.28874100426603,-0.77828053699854,-1.22620151220883,-1.34688242438301,-0.133003893249785,0.829225438596055,0.603584963524171,-1.82441017175662,0.863699448985732,0.863699448985733,0.603584963524171,-1.73759329653421,-0.474638834727496,0.426647638588157,0.126394685266644,-1.28874100426603,-0.519012256064123,0.134018276393709,-0.623926637886609,-1.07725555945462,0.603584963524171,-1.36845788754754,1.07014809296539,-0.305179024094867,-0.696460263467592,-1.23979598681125,0.560852131035529,-0.478958790462234,-0.190660284717045,-0.493886019881297,-0.767229704624193,-0.531126343934414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_20-24,-0.544635469697625,0.184070790748606,-0.363668456543302,-1.93150061485747,0.263601085104461,-2.34998068694568,-0.623987637793164,-1.52800371639082,-2.52730887369164,-2.56225531171514,-1.98526007373961,-2.67770936371344,-0.634654627941009,-0.335058232241399,-1.39702681415431,-1.46108517601474,-2.23507803479397,-1.24804472140165,-1.20131011657366,-2.67770936371344,-2.3548755288792,-2.65480609852633,-2.52820910580969,-2.67770936371344,-1.44039047707197,-0.735763894367865,-0.527416694070007,-0.332831245703208,0.158703930441667,-0.91756415899514,-2.41444237369404,-1.87284566476753,-1.95695704236431,-2.67770936371344,-1.49730326127172,-1.93865276024374,-0.920600236941987,-1.0786617380427,-1.54789313887984,-1.36472316856961,-1.26766204369794,0.263601085104461,-1.49647725120629,-1.59971402105508,-1.5643179891526,0.226693894442795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_20-24,0.936739623370791,2.27354804670757,0.463676954229377,-2.29412262829991,0.251345399034797,-1.15032465303545,1.06454783076919,1.02357445078589,0.926572097591432,-0.0186087956253272,1.93759363010787,-1.52661522181935,1.15572007113396,-3.10989435690386,-2.76052224762739,1.63959728383204,1.75096204994073,-1.44255025275724,-0.83244105108853,-1.52661522181935,-0.826723474302539,-1.80985406001089,-1.80985406001089,-1.52661522181935,1.02360420545503,2.10215475081964,0.96568358869747,-2.29412262829991,-3.10989435690386,2.29787394121009,0.401640658112451,0.11503716203135,-2.75943875446947,-1.52661522181935,1.17285144990886,2.17606698874449,-1.52203980357432,-0.363870207301184,0.344515385716127,1.91037524630473,-2.65716724846462,0.251345399034797,1.89916133251749,0.716121994032943,-2.69977242037731,1.53837197736761,-2.10115588316248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_30-34,0.656183153409016,2.2403660029888,-0.485862465595713,-2.42535810693165,0.327481022962785,-1.25836722931168,2.10952873369309,1.31717368028932,0.678502580147151,0.297362131310757,1.29124789940161,-0.64829922939941,1.07387385219189,-3.55917092480895,-2.24117299765241,0.950353026927895,0.86956812927652,-1.34396480217079,-1.1110546527233,-0.64829922939941,-0.491845551469428,-2.0793511810327,-2.0793511810327,-0.64829922939941,1.05847415991035,2.11747534231521,0.016875713287824,-2.42535810693165,-3.55917092480895,2.38775397647127,-0.664732344982692,-0.877893206546432,-2.46238248210652,-0.64829922939941,1.02240809568344,1.12208340401468,-1.82653409201979,-0.682396780983513,0.282686653823784,1.59707774678559,-2.6714715273568,0.327481022962785,1.98255170993918,0.695678800334717,-1.99251693174178,0.256697669513582,-1.83315865080301,0.0182920593487967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_1-5,2.24728590988013,-1.42186432329086,-1.9881482773926,-2.01791597270848,0.136568384101424,-0.815084078393493,0.584737907218316,2.41260819077298,-0.247680745635215,-0.83935163454147,0.241817483669388,0.609839417187583,2.47478420602479,-3.35305169007255,-2.42470025782122,2.58698781519881,-0.545102054805156,-1.7570431717586,-0.393670350037919,0.609839417187583,0.00516570476217124,-1.71481440860933,-1.71481440860933,0.609839417187583,2.11445908332437,-1.17064816399207,-1.45058649132251,-2.01791597270848,-3.35305169007255,2.70930305059927,-1.05307414185345,-1.24010175839317,-2.39710694345867,0.609839417187583,1.77271711129797,-1.26721705575403,-2.37887564009743,0.463133971716322,0.120359628112614,0.37319027915855,-2.18001854702566,0.136568384101424,2.05260848698301,-0.844566124819779,-1.428334638561,-1.72118875112364,-1.55049391782005,-0.128598720206963,-0.240202826489842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_10-14,-0.143990075974014,1.42017843324829,1.89147292349425,1.69079068710321,-1.59113828789781,1.28101984051259,-0.105409181012699,0.68020356006159,1.43472495728179,1.60832519544085,1.17018127273808,1.38457322594732,-0.0566770422422423,-0.522236130236442,0.537315589007647,0.855355820413685,1.39283707722904,-0.273536311745332,0.969098771498192,1.38457322594732,1.01830111548073,1.58211441304996,1.66873396601504,1.38457322594732,0.689230104281815,1.49361597920876,1.62714790559518,1.55010265579712,-0.832088056967016,0.900157814516256,1.66430792760903,1.60019020979067,1.1846458266321,1.38457322594732,0.497482878319179,1.57263701482524,1.58245223640653,0.718036930826808,1.28558810466132,1.72114351504312,-0.865877973014083,-1.59113828789781,0.82536526568656,1.48049050733449,-0.171062893786984,0.797343468397959,0.642372185833587,1.61349567593197,1.02238986743895,0.919099566631107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_20-24,-0.583687154342207,1.24715202440881,0.84791002208027,0.100483525099422,0.0023939712675473,NA,-0.637764638519495,-0.447630356777057,-1.03409076423624,0.00343904854040561,-0.538922722933123,0.996953997371277,-0.652945389140025,0.161747355585835,0.807832627436713,-0.857522056639097,-1.10754268032069,0.321964820025765,-1.56673263522908,0.996953997371277,-2.04174214216134,-1.49057822662916,-1.17874878548894,0.996953997371277,-1.08780030674123,0.573432957613568,0.790874605011666,-0.228498808684847,0.107190414154084,0.126384894263966,-1.10777729936783,0.506847706073152,0.875793995508266,0.996953997371277,-1.04346218965173,1.20782751248602,1.24827270289521,0.233292348527637,-0.190692570054495,0.764304571641229,-2.79728094772363,0.0023939712675473,-0.899176094921941,0.681534079532073,-0.92504549718584,0.700342737758856,-0.023556051715381,-1.15032465303545,-1.25836722931168,-0.815084078393493,1.39078844367257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_30-34,-1.04822471411131,0.996514803335307,-1.38939993794297,-1.30347183183193,0.860255194399544,-2.0936614398067,-1.1565457813656,-1.37828308540416,-2.38909661779624,-1.20050155227427,-1.40855404815246,0.869955208852127,-1.63843008041522,0.810309066836801,1.04999203392404,-1.82682699396498,-2.40136250351546,0.49096312816767,-2.6425497583835,0.869955208852127,-3.04681281100134,-2.63255008484859,-2.43543360925245,0.869955208852127,-1.90133104532562,0.2144181831582,-0.0538776625173225,-1.37725572375992,0.810309066836801,-0.724079422419957,-2.34572075419711,-0.775497316351002,0.746215011777385,0.869955208852127,-1.56226057587752,-0.86317414527094,-0.708591997799713,-0.393037963454714,-0.815694184761674,0.256311395542684,-1.61160717250095,0.860255194399544,-1.83798273839915,-1.20245282511276,-0.614661449944245,0.214093721195404,-0.260073966979005,-1.93282755484907,-1.94139494779027,-1.53286702189211,-1.04744353995112,-2.0936614398067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_1-5,-1.03550040473755,-1.18645236697023,-1.29726852133251,-1.67081105644146,-0.921176335149906,-0.0671613233172642,-1.53618831055562,-1.30207739584417,0.610736522747791,-0.988737089687612,-1.31670192700163,1.93999004760532,-1.4287284988865,-2.28858240886938,-1.76923564698623,-1.66494289112896,0.100020610610019,-0.83157032848604,-0.266979159318624,1.93999004760532,0.629208343918989,-1.19814377759893,-1.30183658631917,1.93999004760532,-1.42634576278285,-0.442265028904156,-0.784696808049421,-1.40297440916248,-1.83504364347339,-1.36114420497559,-0.776921488656681,-0.726926854804375,-1.24126763998005,1.93999004760532,-1.42020497142266,-1.43460359345141,-1.35512001428395,1.80379528377616,-0.287263102707786,-0.224068311389215,-1.22085803364089,-0.921176335149906,-1.39021450889245,-0.897809289495069,-0.933527588170162,-1.07208436362135,-0.639913412935522,-0.0574331775208158,-0.104709785147277,0.396540109627415,-0.0142283725510205,-0.662724644018431,-0.947044521980465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_10-14,-1.37096273325278,-0.423561793686119,0.177760959166576,0.975578607929612,-0.3666132196368,-0.350189822429619,-1.29676400573281,-0.0541355352804753,0.545787088733381,1.46588876354104,-1.70006030931708,0.292090159841364,-1.13835261936193,-0.841592305968089,-0.504856725940543,-1.00734687536272,0.292578646329822,-2.38247493844914,-0.148983334157208,0.292090159841364,0.0130675087470082,1.41696467195177,1.41696467195177,0.292090159841364,-1.60495364728594,0.448806359159703,0.349086455177834,0.975578607929612,-0.841592305968089,-1.09907926965726,1.07844846686627,-0.502245387195591,-0.221339822291277,0.292090159841364,-1.27906454210694,-0.396358725101303,-0.948826782348103,0.330806482963949,-1.13561962971999,1.24695376988751,-1.85546489550862,-0.3666132196368,-0.333248853301862,0.986328600770217,-1.79478838332081,0.811767864358682,-0.403435121668493,2.22646838951021,1.94163967849547,-1.16542162558045,1.03461182452517,-0.350189822429619,-1.04247194936435,-1.57696854629696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_20-24,-1.7302444743424,0.543437722262792,-1.43926549332206,-1.14059095071857,0.229086852651587,-0.0340681330543838,-1.6455005632325,-0.956593343902581,-0.400990006662136,0.794984351548221,-1.69011254794364,1.45750299833422,-1.48419089070613,-1.33903472268988,0.882263218284297,-2.03385463291882,-1.33458143522463,-1.89133501394481,-0.436110576790547,1.45750299833422,-2.94440882255029,-1.22628002020078,-1.34343739222945,1.45750299833422,-2.03311566113971,-1.95772218359402,-2.11512313345886,-0.742280538162565,-1.33903472268988,-0.961765681520828,-0.55337512352253,-1.70716203636318,0.824976077409128,1.45750299833422,-2.27803544678449,-0.368902141647981,-0.590715072475399,-1.63388394096657,-2.06685237085987,-1.58737536340336,-1.76258003125298,0.229086852651587,-1.3279928508141,1.07846927394101,0.078600531725943,0.291866344439008,-0.231740163294502,-1.33906574374565,-1.8069896932689,-2.49397121287199,0.832312718303986,-0.0340681330543838,-1.01722910358821,-1.17256041918002,-0.678264075062175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_30-34,-0.295358029518911,0.64969524091203,-0.842246095345136,0.0423116531922001,NA,0.873788163365031,-0.214887778500294,-0.474182960730073,0.498789941894963,0.538917546327262,0.0726290081068148,0.960467600153526,-1.17411116951404,0.450475935444716,0.888192200317238,-0.230752790298363,0.468900650303721,0.722441152226023,-0.237375816871101,0.960467600153526,0.416561763993685,0.581008106345782,0.278068772286965,0.960467600153526,-0.162814605885562,0.651300654873393,0.234026314606233,0.333530527707443,0.449104022556674,-0.3511223845056,-0.00900562140220602,0.423423488518999,0.736425852737741,0.960467600153526,-0.117373043322979,-0.16443471026011,-0.0913877757739369,0.0974312359737328,0.542386643006234,0.708992644392803,0.444251907166654,NA,-0.410664148941709,-0.899592165038935,0.960467600153527,-0.190660284717045,0.263601085104461,0.251345399034797,0.327481022962785,0.136568384101424,-1.59113828789781,0.0023939712675473,0.860255194399544,-0.921176335149906,-0.3666132196368,0.229086852651587,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_10-14,0.135156962150657,-0.641674734362429,-0.731923285418699,-0.479273628680267,-1.00521994323918,-0.175866216016974,-0.898423315952536,0.73182679318318,-0.282396980396781,1.91395258574991,-0.251866201734263,0.668290080966909,0.391285288237953,-2.6984864221857,-2.13685811488683,-0.394680395170825,-0.522700498445864,-1.72832193497775,-0.0428507418379326,0.668290080966909,-1.11532968050332,-0.369085424271291,-0.430475912310022,0.668290080966909,-0.476819352693565,-0.638467502950137,-0.602632032344617,-0.479273628680267,-2.6984864221857,0.53274260662779,-0.133070649212192,-0.697697528678818,-0.47188503666833,0.668290080966909,-0.971537006342665,0.184159836694339,-2.0758249357096,1.89650942577096,-1.36880094595722,-0.686854307464026,-2.08764865578518,-1.00521994323918,0.344226131604812,0.129900433521665,-1.93903275982482,-0.848084496690206,-0.669585448348133,0.663513369694101,0.473262538907944,-1.02846238758793,1.08200641454582,-0.175866216016974,-1.54156028067794,-0.42297734127305,-0.70442737867843,-1.3400985867936,-1.00521994323918,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_20-24,-0.295358029518911,0.64969524091203,-0.842246095345136,0.0423116531922001,NA,0.873788163365031,-0.214887778500294,-0.474182960730073,0.498789941894963,0.538917546327262,0.0726290081068148,0.960467600153526,-1.17411116951404,0.450475935444716,0.888192200317238,-0.230752790298363,0.468900650303721,0.722441152226023,-0.237375816871101,0.960467600153526,0.416561763993685,0.581008106345782,0.278068772286965,0.960467600153526,-0.162814605885562,0.651300654873393,0.234026314606233,0.333530527707443,0.449104022556674,-0.3511223845056,-0.00900562140220602,0.423423488518999,0.736425852737741,0.960467600153526,-0.117373043322979,-0.16443471026011,-0.0913877757739369,0.0974312359737328,0.542386643006234,0.708992644392803,0.444251907166654,NA,-0.410664148941709,-0.899592165038935,0.960467600153527,-0.190660284717045,0.263601085104461,0.251345399034797,0.327481022962785,0.136568384101424,-1.59113828789781,0.0023939712675473,0.860255194399544,-0.921176335149906,-0.3666132196368,0.229086852651587,NA,-1.00521994323918,NA,NA,NA,NA,NA,NA,NA
717_S2_1-5,2.00982988637264,-0.466080075993341,-1.72482630033728,-1.84549104287109,-0.030322172336656,-0.0281518587306207,-0.318506692588424,-0.0289000333834274,0.218260505464584,-1.24698660091846,-0.118584321428301,1.54820578818884,0.497871549400451,-2.76907202841814,-2.28825559493131,2.66064407713565,-0.786476958794481,-0.707438148655296,0.363389648153641,1.54820578818884,0.0377379700904497,-1.53699738934615,-1.53699738934615,1.54820578818884,1.90276678219291,-0.214354909573137,-0.387596956812532,-1.84549104287109,-2.76907202841814,1.64730407797152,-1.09397240876247,-0.754896219306247,-1.96988957620314,1.54820578818884,1.47101274497468,-1.44363611638953,-2.09874089458429,0.62675471906535,2.04072504783083,0.89492598537123,-1.14268832656529,-0.030322172336656,0.700665999358448,-1.21940915364235,-0.730166591071132,-1.3523452375962,-1.33975449319747,1.5021619545398,1.24204766870475,3.04120940947764,0.806272803211698,-0.0281518587306207,-0.607098329669646,-0.776177065012177,-1.20927415398901,-1.83761095886292,-0.030322172336656,-0.210574334164822,-0.030322172336656,NA,NA,NA,NA,NA,NA
717_S2_10-14,-0.281502954826604,1.40663460730367,1.00331022147913,0.121284746602627,-3.4000787759546,-0.0634860195214723,-0.424761302959562,-0.136246210743053,-0.612412906491335,0.246641317567465,-0.179727782087403,1.08656680853057,-0.299264034815237,-1.77048502893285,-1.64644785996987,-0.53138343813527,-0.511244495072205,-1.81348809116927,-1.19758390542102,1.08656680853057,-1.63564065097792,-1.13507103826291,-0.907093788207048,1.08656680853057,-0.676293437551348,0.698047651793333,0.847853624844688,-0.0950826943340179,-1.77979604910754,0.346623299489526,-0.76895113504632,0.64232721009488,0.882425317501715,1.08656680853057,-0.639400112295672,1.41034287726026,1.28042739195702,0.345958385312247,-0.0960264093546136,0.81795364738023,-2.39887930902823,-3.4000787759546,-0.403891455870823,0.726235360041787,-2.71823814438128,0.715957525383952,0.0351811856930441,-0.901478379293304,-0.992928586932681,-0.489414904632237,1.12639084759036,-0.0634860195214723,-2.09639271864737,0.141563298629016,0.0678893921659668,0.277510982691982,-3.4000787759546,-0.0949638820337577,-3.4000787759546,0.185499525676365,NA,NA,NA,NA,NA
717_S2_20-24,-1.73843292525927,0.673773760137036,-2.23545409138563,-2.1571442892019,0.384434209703138,-2.73831349440942,-1.9586761681873,-2.08806319765058,-3.18622278016751,-0.608142392296811,-2.23061634883256,1.22591234624854,-2.37657735697406,-0.910124581242718,-0.0994832518728237,-2.56518756964249,-3.22807393118485,1.1516372156236,-3.36143678565206,1.22591234624854,-3.82186817652993,-3.10528997950243,-3.08659812408451,1.22591234624854,-2.60223747008865,-0.482426962183904,-0.931099342594843,-2.10063924203086,-1.24496942722977,-1.46439363593147,-3.10302256519011,-1.6734401514777,0.809790724041346,1.22591234624854,-2.19847685918256,-1.31993759896455,-0.726597579784126,-0.821110525297732,-1.3769606843311,-0.447519763924018,NA,0.384434209703138,-2.56272027906547,-1.19735536544733,0.462085962238761,-0.478958790462234,-1.02753754980165,-2.65716724846462,-2.6714715273568,-2.18001854702566,-1.820826541822,-2.79728094772363,-1.61160717250095,-1.13499755183817,-1.85546489550862,-1.76258003125298,0.384434209703138,-2.08764865578518,0.384434209703138,-1.14268832656529,-2.39887930902823,NA,NA,NA,NA
717_S2_30-34,0.462682131622152,0.742549818433198,-0.0402804333176521,-1.04988735376856,0.450445078472056,1.34952064460075,0.565526074785491,-0.0653542975751639,0.0124673273813648,-1.5792917978017,-1.08373177787626,1.32015610273808,0.117510548356033,0.611728140058647,-1.34927080332505,-0.483963718525711,-0.814354278143292,0.896127217713334,0.413266602513461,1.32015610273808,-0.785160538295349,-1.11401523122536,-1.25477414358754,1.32015610273808,-0.42292037486195,-1.0990603063975,-0.0406883251528271,-0.222024558065209,-0.249285084942024,0.167925373361692,-0.728890824163823,-0.942133769159659,0.59328756460107,1.32015610273808,-0.627835327426976,-0.544394185811428,0.605692556331949,1.30846520464435,-0.289046650251579,-0.522053667985431,0.938821774266205,0.450445078472056,-0.458741877251558,-0.970942229169429,-0.871058731965219,-0.208174503967161,-1.09841235274988,-1.09934148383554,-0.696737315677565,-0.472662252871633,1.50724000506271,1.27983264218327,0.227176229586633,-0.354093948584448,-0.538436145313535,0.907253363476555,0.450445078472056,-0.478554087377638,0.450445078472056,0.180395098435682,1.59926494501345,0.787708888066026,NA,NA,NA
717_S3_1-5,0.215485244189681,-0.187112063033949,-1.53391385730876,-1.73017013254318,-0.324391671471663,-0.29818574626137,-0.167372078308124,0.232706558498785,0.75583681373698,0.0723531387564783,-0.0130723789524538,1.45107466383082,-0.0695538011093486,-3.38704801274071,-2.13879889813814,0.724146972469826,-0.209631972131354,-1.25872046943037,0.0542438631390324,1.45107466383082,-0.0683582475910647,-1.38071698509684,-1.38071698509684,1.45107466383082,0.400780431000229,-0.800330990662263,-0.772606457412879,-1.73017013254318,-3.38704801274071,0.324694105370714,-0.831618048301828,-1.34499139534076,-0.895128832662154,1.45107466383082,0.392934264155687,-1.5875048055308,-1.89081890338877,0.874995175885893,1.34083197756665,0.939604809038012,-1.75698917734433,-0.324391671471663,0.701126449858497,-0.114981793878931,-1.12019742781223,-1.74321978275811,-1.0150141161004,0.436763700909597,0.88424130487038,-0.475380859955005,0.695090319539731,-0.29818574626137,-1.19568025898971,-1.27103396564488,-1.17054643962182,-2.04309540366313,-0.324391671471663,-0.898020973153048,-0.324391671471663,-0.465988943408379,-0.0349318924310022,-1.75698917734433,0.0809617539023749,NA,NA
717_S3_10-14,-2.19457049874538,1.33784120746893,0.122409823051638,0.908128382129529,0.184541962698691,1.47758251553586,-1.72539649664462,-0.158915980991153,1.18764943329538,1.42415344167932,0.817424436265619,1.51348913907471,-1.96907340782891,1.56529209064768,1.48025676075883,-0.0879047369305115,1.10716516591033,1.65068159667979,0.978506982635442,1.51348913907471,0.682368902400986,1.34759839786865,1.14860430947766,1.51348913907471,-0.625117376942524,1.30185887704581,0.56253068589771,1.24580396322345,1.19448166891654,-0.362009747705294,0.883665501552659,1.0385344449078,1.25740561057365,1.51348913907471,0.162068717714598,0.75978319370723,0.810574072204718,-1.47530242407449,0.577730648326612,1.50318875084922,1.34188121905353,0.184541962698691,-0.00826730529686594,0.584345654453095,1.12448044235801,-0.0677983627795643,0.756760313882445,0.823611151070254,0.190099510778252,-0.616914112308981,-1.41547201734788,1.08811427349389,1.4283008134047,-1.73058813670977,0.65335907378999,0.401473330091727,0.184541962698691,-0.97429239837223,0.184541962698691,-0.884804689485564,-1.77487169748659,1.05376224280805,1.25668632767355,-0.767881814618184,NA
