,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
714_S1_5-9,-0.916059862310146,-0.184429398464834,0.00274825987675531,-0.856550857150796,-1.11099633484237,-0.382960611004529,1.188345023969,-0.396655924052543,2.173453123132,-1.28811156811251,-1.01667241102051,-1.16415272183063,-1.26102288435669,-0.601735077469682,-0.706210150118729,-0.701178669139822,0.115553673522767,0.0592721086409279,-0.659449601120752,-0.969209239457391,0.815520343464981,2.15365562981884,-0.297558757288847,-1.25097182713627,-0.472479541959418,1.00955054530263,0.242198205726044,-0.138536994056256,-0.479715416040598,-0.34461982113656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,-1.6995143235322,0.217766924062865,0.318100269279153,-0.470757934871699,-0.274567726100905,-0.614223573741783,0.208672464394414,-0.0586984531550792,3.46459522107314,-0.583316344048233,0.237499616912349,-0.0416005194579787,-0.910347065019642,-0.0402029156286491,-0.0752536719283969,-0.950945543051795,1.61095399907731,0.481184377945718,-0.703330808462919,-0.103700555897908,0.799473863778201,1.77249247490505,0.876009790768271,0.0471399732579678,-1.30873000942394,-0.743198791014483,0.236414285237995,-0.164782635206993,-1.05411439320742,-0.186806714319217,0.145805269644339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,-2.19231378230534,-0.970670924333304,-0.784366291562666,0.315466142949176,3.01921716866783,-0.951565419446158,-0.692181133687055,-0.41834706366242,0.280586587060482,-0.680337804651714,-0.916007333121928,-0.524175337965243,-1.32508186699593,-0.928102127568453,-0.929219136794048,-1.12448629717584,-0.359441346993854,-0.707206443029212,2.76678023873753,-0.711200748197347,-0.709381382737608,0.288620473701971,0.345047179479558,0.280418042352299,-1.43597480134449,-1.4062055528074,-0.428503678500315,-0.517429697874269,-0.873191086870369,-0.891940327699904,-0.825463911184066,-0.840621348555088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,-1.31835370666858,-0.7523153445236,-0.619189294129161,2.59773532099015,-0.44811050737872,-0.354607250443788,-0.580084496948527,-0.533241112353216,2.94397246904266,0.468947633854375,-0.684971292264475,-0.51894146551714,-1.15953378397635,-0.94630492087813,-0.961439834331011,-1.07406514375413,-0.653549510811224,-0.114398358800228,-0.547849100350773,-0.616592809830215,-0.0576998508875246,0.993977715927653,2.17171671715331,0.210684716851741,-0.64048349168182,-0.776179201813015,-0.473385432589813,1.78339766163903,-0.835752242262774,-0.699606299359718,-1.13124873294228,-0.91431629253667,0.220046612398814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_1-5,0.0695518474600852,0.0878734803612118,0.641578595971593,0.0727803668602055,-0.290078397196405,0.931075325208596,0.09217701637465,-0.449244369059631,0.549372754213598,-0.76004642062543,-0.167550085380667,-0.968942511216767,0.941890577228858,-0.365094558969521,-0.423269805192797,-0.200866873756687,-0.0836687911784169,0.160831158742557,-0.317659282455696,-0.802013436618417,-0.417628647557135,0.173185814941461,-0.54780192261039,-1.18959422477858,1.44578351094143,0.825379494347226,0.41378898347977,0.193737664208084,0.0186998372139808,-0.930859622992139,0.381282930428672,0.282072231565332,-0.962994964469152,-0.755899599345451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_5-9,-1.59220640086137,1.3785596835454,0.1725010156525,-0.580531834107421,-0.522267398364867,-0.426706910656179,0.591464024319298,-0.214179541661806,1.47509421436041,-0.937365800823179,-1.21881720928843,-0.947258312767398,-0.791112928760058,-1.141570600281,-1.24810903082969,0.00195168137748,0.0154242525795494,-1.54010380659504,-0.68666484756024,-0.573100149055945,0.569604678973348,0.304207894079356,-0.876774788522152,-1.27273018237787,-0.356645346501756,1.39318483044559,0.881440533993379,-0.558095182997206,-0.721340537992745,-0.482479858370324,1.16957496817715,-0.481468087778234,-1.10484003008396,-0.460965131698615,-1.17184450977752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_20-24,-2.58541292731993,-0.73403866749291,-0.574061600180382,1.27989423592226,-0.483050198249468,-1.06761866506682,-1.05335727686986,-0.829291989220902,0.777430329045476,0.427951296874211,-0.247030040118901,1.39158414458551,-1.71297149353358,1.57359572908562,1.25533468256536,-1.33514559401781,0.266401141720061,-0.44983339198093,-0.632127588069286,1.08505009892724,-0.675206183951233,0.936591329888166,1.37458646677657,0.377020398578026,-1.91058427289673,-1.37012377701504,-0.550712534381842,-0.559209858905755,-0.769181181728232,-1.20683706962711,-0.906379672377708,-0.794058325721439,2.30594792104987,1.38979439717933,-0.529606112163836,-1.09734397293042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_1-5,-0.435010743027611,-0.346177912163564,-0.108115616639789,0.439986164116498,0.170099720106595,0.921345313082678,0.261441242022359,-0.662065129522411,1.35745403605629,-0.351295493426832,-0.182889156004865,-0.946792417604347,-1.21944581897122,-0.635359023323751,-0.711856630736898,0.541677657905834,-0.635065674132027,-0.875241515118159,1.17454191217038,-0.302984377040192,-0.276601582354203,0.794499362990019,-1.13834383341745,-0.734180406003018,1.43151076917513,1.10744235726179,-0.154947705810064,-0.50482715179957,0.0409097572212825,-1.00433681310674,0.525229300497501,0.735072102573107,-0.487413803143257,-0.170865853148401,0.953807422878928,-0.790000887597306,-0.77550481252009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_5-9,-1.81446991831053,-0.234769739884506,-0.225287939200086,-0.226817445772719,-1.01458856505757,0.277991893695859,-0.857096024069129,-1.37157996944982,1.19107505230376,-0.715907788932801,-0.0566274124283827,-0.958104636629337,-2.59594099609091,0.699646085842506,0.383404109406733,-1.52004129387711,-0.197984768362728,0.691501226363548,-0.111128900670628,-0.767073904854639,-0.961162534323983,1.2355685347455,-0.0825330162100601,-0.743743962449487,-1.66834727393516,-0.907687835786363,0.972609043952629,0.694342872101029,-0.638645660940646,-1.35673823869742,-0.599842718944564,0.574416766670678,-0.544095194586864,-0.856976668135949,-1.02377416278076,-0.577523913534079,-0.422967214307468,-0.827432385142748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_10-14,-1.93337627257687,1.54067462936197,1.81354302331336,-0.600040466164084,-1.23869115621084,-0.589706106242234,-0.168742895381031,-0.78341432101437,0.975202077862131,-0.845058134668548,-0.79058310412416,-0.925854305188468,-1.7091129875434,-0.657958932079341,-0.637695558266597,-0.995903510951368,0.983609848619054,0.388947930793356,-1.00797772282129,-0.961726963624023,0.188393632231922,0.215802432562548,-1.13289514673637,-0.895665573504337,-1.8334011992717,-0.591562749950829,1.14127017362955,-0.167872801544417,-1.4315073929483,-0.907176904624604,1.330173603471,-0.137450163651432,-1.27964859020286,-0.908513306047509,0.649500218486814,-0.121579229588503,-1.30102274768826,-0.288821366952716,0.497420304276059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_20-24,-2.14500549870895,2.46138594793435,3.24650954463339,-0.0449768169834361,-0.804045002262294,2.85045114107331,-0.73819766588798,-0.833018415117323,3.06906822021226,-0.546351614815385,0.899057116505987,-0.602796770776127,-1.09671060615249,0.335361608679359,0.355549093278386,0.392323817340645,0.941420746254362,2.78485442855428,0.245232392922686,-0.312769297614898,0.141678631051291,0.592537519088056,-0.290108008289375,-0.537591537286893,-1.32289364394044,-0.0091615024533204,0.272793894755566,2.10547917642178,0.495784900630527,-0.874356072406936,-0.0533616851763053,1.54946597068159,-0.606814139018513,-0.529929904295345,0.727687693348107,-0.00298074650958853,0.331699113710795,-0.638812947157016,1.9115579918382,-0.0660571412785815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_30-34,-2.51797737857215,0.477299852164662,0.896007602784291,2.70787902993774,-0.741176235946926,0.481066414343151,-0.873003665680976,-0.277000923125394,2.58959125195022,-0.110854410270379,-0.452392339433042,1.26318028480105,-1.95136265424114,-0.344490145409594,-0.354705196859739,-0.797314092478724,1.42446254848493,0.946861424987908,0.0552903562709906,1.05330537244214,0.0690940873421954,1.35247527173515,1.65951120164384,-0.205372995425085,-1.51251996033696,-0.838081569842664,0.421819408240178,1.53178921754865,-1.05571900004134,-0.325954403661425,0.674051122055759,0.0644089133001843,-0.553440223365139,0.866396997072133,-0.858364989620942,-0.718856458189589,3.1820930784971,-0.896368303867157,0.874089693497004,-1.10359600946473,0.474858878779379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_1-5,-1.63855251987857,-1.6816063540076,-1.35575222892813,-0.568242916215797,-0.782247588577499,-0.988565923930928,0.510446645001345,-0.761247155713266,-0.256341219442072,-0.960318437750651,-1.83479249777434,-1.31695975041935,-0.483644451745064,-1.25468505648512,-1.34661089630055,-1.32768373607837,-2.1118168394599,-1.89710312262659,-0.945100950338319,-0.926328418563471,-1.22760749084541,-0.496479564414027,-1.69450226101575,-1.45786267690047,-0.950577094969537,-0.886860305022319,-1.30898853986542,-1.55513447436886,-1.31723892329386,-1.32520067953145,-0.520415124736004,-0.762764948319077,-1.57019948818532,-0.761053468991285,-0.734587287873882,-1.02564832617239,-1.88480203628703,-0.386117184409018,-1.84763016627141,-1.35656995758489,-1.19581780210222,-1.69335485465196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_10-14,-1.34482648737223,0.2825320387221,1.07360102206294,-0.304820947017421,-0.989334235092147,-0.00399056338589233,-0.432699401712881,-0.344592818827981,0.967319568857393,-1.0494662799363,-0.269062630032627,-0.299918449499005,-0.635857275337743,-0.190741507667627,-0.114567185897762,-0.943181385117613,0.438508337471421,0.0249418073130554,-0.0233175308363002,0.0817218702336097,0.171859388874126,2.01908494955125,-0.625367586236559,-1.00510303498748,-0.290863031835859,-0.235916629587127,0.831974959027429,0.284417607409428,-0.309498199276273,0.00243126498317829,1.54809191623573,-0.52265843371059,-0.948272332291026,-0.56860945115989,0.103787861563174,-0.680413858690749,-0.38260372259478,0.898121104988346,0.879626687854922,0.47622090267838,-0.0115833522575621,-0.412037560237192,-0.323482982720194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_20-24,-2.02762392117403,-1.06638299660163,-0.891938442074192,0.0292111393187709,3.45230458695439,-0.815128488908152,0.0916434033201702,-0.124522904236529,0.304120621629472,0.524190220410669,-0.484196919442677,-0.421533776533518,-1.16137934561891,-0.474916040482619,-0.479000994861501,-0.511936821228368,-0.713390205018108,-0.72874844977362,1.07625674762449,0.0473942306695883,-0.247697309183278,0.525715951487398,0.466808885102409,1.92547485177503,-1.35950238013352,-1.3316422706614,-0.933764439974722,-0.627282430601909,-0.697976358379922,-0.548295166785979,-1.23130199485433,-0.0833134775132292,2.13957311094074,-0.253585444309898,-0.717195717844721,-1.08433074471923,1.57623503057229,-0.10910358393391,-0.505966364601644,-0.894547594356238,-0.315908340420398,-0.418829643435701,-1.41472461152568,-0.660934800230444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_30-34,-1.84762413552341,-0.614372745887567,-0.530214480228907,4.05098593808253,1.12743675828909,2.01569388323988,-1.10905754572081,-1.21683786506193,3.30156094797817,0.326663629513588,-0.349661648355704,-0.704351335090784,-1.55561509233839,-0.0904506454847024,-0.19513374754925,-1.11954959852594,0.542199151116635,0.657751992260412,-0.380553920042298,0.579919026651765,0.985169301054248,1.79469567335639,1.26036268156615,-0.459989149216324,-1.27584955212869,-0.807517901501896,-0.513971762456361,2.65715891619473,0.747848972913174,-1.0069676970528,-0.993191262012525,1.70447544603957,-0.634765551592296,-0.690062093143911,-1.24990576262938,-1.03517319549114,2.72216624484514,-0.811085403095067,-0.0517913042902524,-0.170477257054934,-0.58755514832085,0.297724847448743,-0.991599205058193,1.30398033404456,-0.791541565885613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_10-14,-2.08054795362676,-0.0431850221180937,-0.172610414215948,0.251249746518385,0.107727842167258,-0.461561699426551,0.159210504694293,-1.73020762141041,1.02981291498989,-0.542560252376023,-0.547692313974379,-0.721813735477087,-1.7431688968646,-0.664817673481205,-0.742694932994536,-1.62707821922204,-1.31143119415274,-0.640544047533468,0.0224085160583427,-0.27831691839763,-0.110454744203983,1.03409980084767,-0.129352308126528,-1.03800847209364,-0.549233405860135,0.471235416229261,0.0350645552573382,-0.434089848040093,-0.689209596359503,-0.785503516143296,0.145403416030938,0.280390191462136,-0.529279593974517,-0.16474680793652,-1.74159421438175,-1.3147733706622,-0.764395648523112,-0.726510050973885,-0.629990255757617,0.0333902673142736,-0.369856766194435,0.0695305520473867,-1.47426255689544,0.282433411501415,-0.512464835889707,-0.845341983785588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_20-24,-1.87132784089878,-0.563877098876528,-0.322419409774046,1.05827256862359,0.0161533481396381,-0.484771087577851,-0.549738807919572,-0.643605269034487,1.31175215951294,-0.24603789869661,0.746207467617793,-0.0488300829819697,-0.635175190839372,-0.406524683443858,-0.364230052126067,-1.29877949546341,-0.416684940731155,-0.310224569470265,0.712734391667503,0.617539057582908,-0.386926742927484,-1.03864378132307,1.01138296289107,0.892486922369697,-0.697452303042097,-0.697681861879138,-0.584873095200957,0.839723256394136,0.343122942822361,-0.409967796608297,-1.04461954393126,-0.912103294444042,0.478132733305429,1.25145566008244,-0.422152732029097,-0.984196638609923,1.49396568577357,-0.107873489653181,-0.357958380214318,-0.907938932930748,-0.863393720950171,1.34482474020239,-1.05316268712035,-0.611905507835712,0.0887685532023982,-0.34209034244382,0.0377377053710115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_30-34,-0.909708322088625,-0.6589293226004,-0.535332851898259,-0.48441145503917,1.94752312517359,-0.797392684652193,-0.467890180590625,-0.281600554156205,-0.546864864141765,-0.38190915782667,-0.750450289904539,-0.137576687401519,-0.76009762986295,-1.08455306689067,-1.08060716837233,-1.06671206852328,-0.880596509346403,-0.106561123154918,0.43498084116009,-0.424614830821614,-0.278707376415779,-0.212893251748441,0.923960767283234,0.983203287304557,-0.27757295413706,-0.519826366569176,-0.395925814328756,-0.377555053124985,-0.815373743281877,-0.638210452267891,-1.26593631686615,-1.18660092047293,-0.401126057814516,-0.238709461855001,-0.420267568238433,-0.122240256180777,0.0958132276308252,0.242239366946686,-0.878891570709569,-1.07038644865773,-0.6516609557144,-0.791396615505367,-0.391817225120292,-1.42527626642975,-0.665848555496973,-0.714533077624124,0.132104427051765,0.101653177919952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_20-24,-1.69758627796216,-0.753946055740749,-0.572885550518161,0.261389148082957,0.275105251050036,-0.997390424789683,-0.862385679459311,-0.57080283732435,-0.212715063273986,0.55527140947338,-0.880702423839369,-0.128176009922265,-1.33313551019022,-0.415810285520172,-0.411917245255166,-1.3032885319343,-0.637357793890075,-0.283662572108539,0.0730010164521595,1.25795849711134,-0.904404687282699,-0.217565979034931,0.338220318239999,0.281473129804788,-1.00151891029328,-0.993114170376053,-0.592601161382738,0.47790391931122,-1.09236453927684,-0.859271628142175,-1.19497108081143,-0.793844556976313,-0.540969398339999,2.22766875662479,-0.634450153948911,-0.805957531975803,3.07905411673494,-0.107522434978367,-0.606571738648462,-1.1688848913565,-0.566130977075078,-0.831397909585717,-1.01264545079855,-0.907560607741213,-0.0299007182997562,-0.31812422860068,-0.394443430835644,0.219503913424251,-0.245238258473369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_30-34,-2.03248740031345,-1.18188981801188,-1.03282722970325,0.313321879914982,0.75095009868695,-0.595176417434845,-1.03026105818256,-1.04074940987879,-0.244822544698277,0.385051361726969,-0.578343292772259,-0.119715283321141,-1.84476509538875,-0.566138521442344,-0.567100539407305,-1.36624339881839,-1.12644700602164,-0.636414115634397,0.978651556643488,-0.17524910634598,-1.212208123274,-0.493549482845278,0.490242916923,0.325272357693959,-1.48177341308425,-1.41335117051351,-1.02581710209565,0.550506747272539,-1.11583096508974,-1.02343821795519,-1.37287784341813,-0.77069636788194,-0.095312450521993,2.35977546344045,-1.38392735566472,-1.38785848437434,4.07812075331357,-0.998201025026897,-0.967948102469673,-1.21341900794172,-0.716146546781529,-0.619112852815006,-1.61285975610888,-1.24066561463901,0.984135714101521,-0.544530862265475,-1.16772811294632,0.162596423019568,0.415353351330501,1.6155093268922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_1-5,1.76357381580633,-0.175127777111834,-0.269813820277318,0.343415626899326,-0.0427180922332243,0.147122044205482,0.0715221912457402,-0.392773020464874,0.360551938003197,-0.519190208683936,-0.247223182543107,-0.985714527486726,1.78381844945624,-0.44309749077318,-0.437899822267357,-0.344627126932674,-0.0568395484216533,-0.928247318784132,-0.504306363434386,-0.623752799104847,-0.0279094848299256,0.721748693934285,0.211873214830987,-0.902726217822092,0.169399638243387,-0.191182544628322,-0.25925019269396,0.724510615173726,-0.890473774050144,-0.591647067826231,0.325007500266789,0.217782948146945,-0.42645000730902,-0.557994330786525,-0.346052906340505,-0.509064644439414,-0.535363940088774,2.39821827948229,-0.879572834279194,0.156263827468049,1.18079546589382,-0.908878920753681,1.95839093153434,0.485027193717362,-0.622464860311296,-0.429408318703631,-0.0310255832213533,0.170874532873524,-0.114781507380903,-0.407210383172676,-1.14257719785527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_10-14,-1.47095849876985,0.141403313601562,0.388735995038699,-0.597466609123087,-1.02510342652087,0.0634201019087509,-0.763390992674958,-0.737646977723874,-0.14856837545016,-0.660002864645213,-0.783218758140485,2.65102989557104,-1.31978481458002,2.29635807699732,2.05426685574434,0.0160555061304302,1.20155682475254,-1.17578997793183,-0.850722329004716,3.23280038689247,-0.152646366809703,0.0762472733972272,0.207243602532638,-0.492324557230782,-1.21019143746474,-0.335205794981337,0.358500527555308,-0.242579334989102,-0.238786079293479,-0.52493562947926,0.168489981983068,-0.773089549512515,-0.94271217027645,0.540221154459936,0.0482827383743371,0.391132930936792,-0.757785762917411,-0.0592082006178559,0.763318393834938,-0.477769593873485,3.39522047155737,0.747361640872777,-0.961410954029964,-0.847851571985051,-0.877802238607225,2.74727679500905,-0.807087416326466,-0.737804336515461,-0.57901081103597,-0.532145898913275,0.0376646076641513,-0.826729176998348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_20-24,-1.55324929806988,-1.1477678130105,-1.14285092407972,1.02936486733066,-0.602539388302062,-0.165551071525571,-0.0812888792098561,0.177792351166809,1.44488250692827,-0.812108677667098,-0.94140475443135,0.24047450880569,-1.7351488524954,-0.827798368719958,-0.874303968975807,0.131932381306115,0.123624872132051,-0.963305662599611,-0.630554664276467,-0.53447804883447,0.0620862559483106,1.9916450901788,1.26174846341124,-0.575160082838464,-1.4657415155547,-1.84552391108164,-0.437403530260049,1.37038790140854,2.03143264565562,-0.0721160200304327,-0.522679430322811,-0.237382358663278,-0.672374109557663,-0.70772460501289,0.603593762317627,-0.944512204517303,0.943864011285108,0.322086649690819,-0.0729479330025349,-0.895689827598631,1.29017451848802,-0.510325274200677,-1.06746092519022,0.37161945719625,-0.365144458224161,1.22334823009359,-0.713371359837185,0.981207861201415,-0.539264434478702,-0.462116548865734,-0.624936634059963,-0.29272465482016,2.96349243948428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_30-34,-2.17321779588846,-1.07541322239631,-0.915053446611409,1.02677615106577,-0.71876833431695,0.332947744938292,-0.555614996232166,-0.510531485418765,2.10527852695053,-0.646186858287693,-1.00060627138313,-0.107233312188416,-2.07382666338795,0.374963659074278,0.365272111573458,-0.496164514037254,-0.0183461400352932,-0.665856943068851,-0.836957292846192,1.71608502560671,0.021093599070527,1.47306417173044,0.939675698055939,-0.702376230086222,-1.77146818840273,-1.76193482360441,-0.876884459886737,3.46700649934908,-0.45471620448697,-0.464026527522082,-0.938582729306278,-0.470836392921663,-0.792267367619651,-0.563304795701307,-0.506200074472064,-1.26047693418943,4.32389650265626,-0.377591216973622,-0.477050860878861,-1.05980290392334,0.235999229869788,-0.283805007536592,-1.52067333359718,0.111098191861034,-0.36216875683845,-0.206902960383595,-1.15984258769359,0.759039254402748,-0.858248739487059,-0.469858772705185,-0.839779948890969,-0.900208120443746,2.12697273492546,1.74210528315207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_1-5,0.123630084375891,0.711695794723107,1.51564584520299,1.0872824456797,0.956654472993947,1.96602279962479,1.34987371081367,1.15083252096043,1.83290620055698,0.322266704031975,1.48891253932286,0.0338846632852947,-0.122953738040255,1.20395599680584,1.16341379944543,1.47768057551094,0.837354454839161,1.29886803789164,1.24969151216294,0.458431731004595,1.58340801071061,2.07296256000354,0.975077243938647,-0.119399199177986,1.83601809787451,1.60007633241514,1.12802642233342,0.885943284520734,1.34731471417497,1.51931184661486,2.03971876383901,1.59326555763263,0.802935177583654,0.390644015013723,-0.575847749955626,-0.00566778199884377,1.34240202209824,2.5800946724294,0.153843767181987,1.47749982511142,1.94572974780134,1.4611635950258,-0.212320502555583,1.83924753842125,0.294837889942486,-0.446019883326343,1.24709145393815,0.964899571965587,0.832155285588164,0.821569087264996,-0.274230704218256,-2.17473836973565,1.34594832815018,1.40877629513662,0.681035225673127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_10-14,-1.37350601740791,-0.51854008363191,-1.07876806182295,-0.194155625410878,-0.478427736069256,-0.180488525566155,1.23813200921167,-0.294199014013654,1.47512452965709,-0.935301734342731,-0.755611627341171,-0.755477726849819,-1.57214373733198,-0.175769110902345,-0.309814513257299,0.539757815864774,-0.585910436361669,-0.826194024445987,-0.418933909382225,-0.667071926504181,1.25364937442808,2.33422442254232,1.73408305597888,-0.737015769562538,-0.776846376849189,-1.09083271653678,-0.138079302637345,0.23915131074038,0.381030271131941,-0.442330932796935,-0.396931696740662,0.0138407775383401,-0.314346648582439,-0.597789551813283,-0.992504072200712,-0.23300585338088,-0.409720327363435,0.0208889271470312,-0.17203055045143,-0.569349748475948,1.54791944652059,1.24808527660092,-0.920064728363878,-0.1587075296731,-0.853609984488909,-0.583622976172853,-1.1875504426437,-0.516872355219114,-0.639278983945512,-0.689140135600575,-0.893861181762545,-1.70212212743667,0.595097424150142,-0.770773543707175,-0.52793458364215,-0.424406540481546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_20-24,-2.43371609286608,-1.2683709871693,-1.20167688004776,0.43701940260197,-0.609426789885588,0.288647275198408,-0.59189990402594,-0.989363396231828,1.15250182847085,-0.382102490129238,-0.81992278308285,0.988328306236018,-2.3269820168756,0.368900488103125,0.227955392255185,-1.09216058191762,-0.579598876989768,-0.878380178642641,-0.529493278220918,0.201840172930424,-0.506169357778424,0.938967550520149,0.142532160964434,-0.41258044287457,-2.07288678998969,-1.74376134558256,-1.09532487736219,0.376687112970428,0.686071832564788,-1.33186204130511,-1.1627299941977,-0.563758220776078,-0.530513540441827,0.554025020714497,-1.84381935106614,-1.15626413338508,0.014274521017837,-0.891349259050731,-0.963554261264889,-0.845939183106552,1.02772651500072,0.0125848702988579,-1.8687940498257,-0.504764258385413,-0.25143164809906,1.79511208109419,-1.47131323718048,0.397975253094584,-0.205232581443648,-0.225976546707356,-0.18417718941371,-2.16588657952272,0.356536040044991,-0.803779974918723,-0.166732637894729,-1.19459573184676,0.0919255218075728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
