,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-S,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-D,712_P-2-S,712_P-2-M,712_P-3-S,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P2_20-24,715_P3_1-5,715_P3_10-14,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_10-14,716_E3_30-34,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_20-24,717_P2_1-5,717_P2_20-24,717_P3_1-5,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-2-S,0.918786952963191,0.94561582680781,2.57489716307353,-0.23612005204946,1.72739427954099,1.73586974729118,1.75775977458042,1.20062134917859,0.850647636228805,1.28828883907712,-1.13518656300046,1.28828883907712,-1.05397433235637,0.749253298881556,1.28828883907712,0.253089277072933,1.81204883123933,0.289897698939517,0.0485188916078921,-0.296528479081583,-0.625012225260141,0.188255445384896,1.95208464526285,0.716861012574823,-1.64511736486276,-0.349630901884646,1.83718014692811,-1.230927242404,0.39391638583145,1.23357905934285,-1.77959606462918,1.28828883907712,1.28828883907712,1.28828883907712,1.6734861370432,-1.11956740404183,-0.757043633862309,0.803772022932626,0.411280718143203,0.98120503735951,-0.0976112001899315,0.924528682372295,0.652480329367215,1.47053488436413,1.26880516507594,-0.437008736354343,-1.24155654126365,0.495453750779292,0.641694691120852,0.551730230722195,-0.0381560652281804,-1.25875397564257,-0.0279121716437927,-1.11938683048464,0.271545050917118,-0.27481219353614,-0.508269410891105,-0.344965286557796,1.06840372214933,-1.11247926141653,1.15245325962795,-0.972059048491708,-0.862213946204097,-0.257775417654418,0.361262631724144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-M,1.1810119905949,0.594993120894934,2.1716008649553,0.565963967961449,1.19742092593308,1.99863660233842,0.993336167164394,1.30939206106763,1.1764809605578,0.784106608526909,0.153280147811987,0.784106608526909,-0.385551699266286,1.79186078051141,0.784106608526909,1.64129199128925,1.80682635705159,-0.17648978586276,0.523111766037378,1.42564096411486,-0.229338802893425,0.51432535380415,2.6643441059832,0.719782695632388,0.270525860206086,1.24766152346105,2.08496944290914,0.0121682775650153,1.42168006616751,1.70793273580307,-1.02642716849803,0.784106608526909,0.784106608526909,0.784106608526909,2.30051778002616,-1.14660508780822,-0.959630690862241,1.68843282682037,1.73496417957359,1.73918327393178,1.15729678302913,0.728276550103064,0.720205270986956,1.62241598123672,1.57148774052308,-0.0875342201871663,-0.050897085150389,1.41507733265857,0.535980287765047,1.1547122330506,0.559817895715071,-0.039239916103933,0.239298763423707,-0.797027318311504,0.737633140483252,0.347765713509384,0.351179389322374,0.0632733412860613,1.99315515884013,-0.240969818238934,0.537760115174687,-0.0480507759412097,0.670158246882488,-0.15677114305268,0.401651475502591,0.760914183339865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-D,1.2383708560476,0.798040073550316,1.89780668290026,0.693398179098202,0.409855936225275,1.77013812643178,0.884456250307144,1.39475344495738,1.21823131465505,0.968236961132482,0.202452674304957,0.968236961132482,-0.297334173904792,1.85554690713466,0.968236961132482,1.82903554110215,2.05340717886514,0.169083946474668,1.01025577482839,2.81294798116583,-0.190765744239352,0.64850082559906,2.47683641300702,0.309718569260426,-0.223536662587986,1.28720349169041,1.84121090504837,0.169218082425735,1.36504658208904,1.50442154008987,-1.2113033973358,0.968236961132482,0.968236961132482,0.968236961132482,1.24836877997212,-1.08895464452098,-1.03030712862501,1.3979639333181,1.51814764395467,1.71949259315626,0.426166159235198,0.78349656158466,0.787452333972631,1.46881056884373,1.40907431112994,-0.973817188395702,-0.380149375323645,1.31405685241066,0.625655403482785,1.27132446443737,0.697029928152055,0.185641180145131,-0.210753953911722,-0.791477814043788,0.790225502642574,-0.19477523506743,-0.190813821749357,0.0610720952023507,1.99494451422152,-0.101305446486193,0.637049972163561,0.198291856085914,1.31973303025799,0.0689592435414849,0.270371554907512,0.444441542708854,-0.734215294534974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,0.978100646382291,-1.51924395115516,1.77479776965889,0.391405527732096,-0.37496749857212,1.70144419738768,0.798495715743038,1.16538750728609,1.06834708735057,0.720533137798068,0.222952306564427,0.720533137798068,0.103725301594745,0.72155745475959,0.720533137798068,0.864233827410736,1.95087075228197,-0.512106305087568,0.178356394365815,-0.866402689023597,1.80533245254546,-0.0600666340678873,2.49936112464236,-0.0033674386260234,0.080703132676112,1.05985658330951,1.78281523974478,0.00318576050659232,0.973326108889195,1.4323455800983,-0.878168052755195,0.720533137798068,0.720533137798068,0.720533137798068,1.57217632345052,-0.479555434992903,-0.327475585490439,-0.526302763172226,0.685273530695582,-0.516064704341251,0.153143215290487,-0.0100347354101123,-0.0100347354101123,-0.809699097078776,-0.828996981656187,-0.317496832853974,-0.693028642875641,1.15719161363513,0.102179747689107,1.04444665349341,0.383661876680414,-0.183045913312745,-0.673629699125719,-1.36225246165693,0.694143190015581,-0.637191808179544,-0.647532709066207,-0.336088466231017,1.41733416592881,-1.19293127262173,0.251679481070217,-0.360718116810441,0.356992755170599,0.376109154425853,-0.0127449975487591,0.0104159818790471,0.935752879565098,0.88093829864203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,-0.047223581900117,-0.440733282890368,0.853308171653823,0.567867589331849,0.669451730734893,1.05395729242153,-0.0846251253813506,-0.0432709821670934,0.390865651068161,0.452052006261802,-0.677005441678179,0.452052006261802,0.131381812332221,2.35213050658721,0.452052006261802,2.02576370577806,1.21197173230372,-0.131172686904657,-1.04391810019335,-1.62807269699177,-1.554324611401,-0.610581679468947,0.549071083560049,0.0392936462689382,0.0803398978162657,0.0978308482917731,1.0647269710944,-0.149096748924556,-0.294145710426072,0.377664596801847,0.492439216595452,0.452052006261802,0.452052006261802,0.452052006261802,2.71451966399366,-1.38437821027735,-1.14647706363008,-2.40121534924585,-1.72346925824317,-0.66939448434856,-0.794910219857502,-0.132752265161052,-0.199710218975003,1.29512039633089,1.26073450464339,0.227300971980137,-0.0800955518279063,1.00455790033705,-0.489943501662154,-0.055228697083941,0.350329395603428,-0.373403133460356,0.247121583464984,-0.778159947242523,0.593369416813137,-0.0241748397456584,-0.117703380529772,-0.56995256482136,2.08566631592532,1.01461749877844,0.216180528313708,-2.24220419989316,-0.76949013487162,-0.350258654823611,-0.626062783468172,-1.33122082032267,-1.38571739021475,-2.30534532490561,-0.590498287030537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,-0.279734546316705,0.540579308450025,2.94311622473447,0.905139542847368,1.83581525546483,2.9056644455265,-0.431591109597521,0.45813525891586,1.40081619263912,1.10180517467804,-0.333642275536037,1.10180517467804,-0.473811950217538,1.79323905480068,1.10180517467804,0.949340046284534,2.13733124595549,-0.733484146304637,-1.152061060627,0.956584865204095,0.736601521844654,0.833381145803009,2.42119621477528,0.801852740387922,1.93942746216651,0.58069129960858,2.97226322072916,-0.227408812600395,0.0843305389478595,1.96640504635509,-0.209688111834894,1.10180517467804,1.10180517467804,1.10180517467804,2.3178556401058,0.931145720608089,1.02392149807896,0.487007494420959,0.386320416327239,0.760140824415703,0.834607770776563,1.41417549665117,1.28840008135759,1.80688701487222,1.91875385402217,1.78869855788099,-0.348519861395703,0.806808387001465,-0.206272679888257,-0.0352440537505485,0.92471050996806,-0.0356363060720129,-0.236679271801976,0.793510554019494,0.824660478827208,-0.494990630704365,-0.634154511715839,-0.829842085419001,0.829064579943605,-0.250613599287282,-0.278076604888647,-1.65207239123419,-0.523645054126948,0.309304607403547,1.01219258146156,1.50090529252779,0.479669037385339,0.918932007308306,0.715286394967369,-0.729882861115049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,0.921556341143121,-1.6700805276936,2.23779603129028,0.912465162331212,-0.212718087147327,2.19579892492644,0.428795404896265,1.29429070755282,1.60812184462442,0.588102023700923,0.752157981652527,0.588102023700923,-0.0734304469364336,1.55093241323701,0.588102023700923,1.57589865010899,2.70290869947634,0.557799493152093,1.062980059472,-0.984110738439334,-1.16969563158697,-1.67276736835514,2.4567041235066,0.360195879902113,-0.120017767234384,1.08805178740967,2.27482414222955,0.52426695750794,0.24046924411086,1.92408632930573,-1.23172975922773,0.588102023700923,0.588102023700923,0.588102023700923,1.89050808998626,-0.892568284950394,-0.733540025547285,-1.21473231891938,-1.15479508169255,-1.17658736252784,0.763080576696629,1.59250671331132,1.39817475306716,-0.44486315162218,-0.523894945188941,-0.527065470240799,-0.287849832570123,1.45380086069146,-0.385826183511457,0.884155913106913,0.924528272316078,0.680886870491206,-0.177562946861081,-0.661701365205163,1.03114436401133,-0.292338169822167,-0.297116196597573,-0.559188186652146,1.31736013915877,-1.38457251490206,-0.383088544338075,0.0280247437232428,-0.845362437968175,-1.3636610072915,2.33291870521312,0.392165537265646,-0.676031804213934,-0.184250021053832,-0.498055241188429,-0.469413055408402,-0.752437124370025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,2.15977036815222,1.66419804069633,2.53113381641444,1.28702242147411,1.13856660015405,2.25662019243821,2.45795456391029,2.04028494700898,1.86819811839328,0.437894232195326,1.16276515218231,0.437894232195326,1.08304977367803,1.69194331199594,0.437894232195326,1.75899514099437,1.99743235346507,-0.339961019576866,1.58477857059815,0.140192909373038,0.837710730462034,-0.120030338275811,2.58634285539518,0.454639068076062,0.0875604305719335,1.6113315459161,2.35035751706324,0.73019872868301,1.44433191873563,2.09113876641283,-0.735515448760283,0.437894232195326,0.437894232195326,0.437894232195326,2.57178900987798,0.0530585654231196,0.434275574639286,0.164629868231279,2.58863544875929,0.0188324175488811,1.68199984868911,2.44679731053659,2.44357521031142,1.27944316696089,0.791106924488124,-0.0676784246078427,0.0377061689829213,1.75926609938787,0.936228903823216,1.7442096062596,1.28835169331331,0.915698288044722,0.0941530539801705,-0.414801028871666,1.3070844356156,0.164016961455417,0.135122712718582,-0.192774510411,1.56895589262484,-1.54112786964207,0.999780424910765,0.388369791600783,-0.946892219760383,2.95838009100371,3.17311987045459,-0.583116271793917,0.597350657779494,1.66167385769795,1.11590910895655,0.136717152503873,0.591879708240079,-0.282285081173973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,0.983453887212341,-1.83145789895254,2.54947593600423,0.898302526097728,-0.0153179167761603,2.57258914971981,0.865547934345939,1.60126362822289,1.54126866940175,0.904381999713523,0.406901116949078,0.904381999713523,0.125741163814091,1.51824690711354,0.904381999713523,1.3740242872755,2.11765655297996,-1.44332836265264,-1.30504210942969,-1.26244677062423,-0.108795270143183,-1.12275969176967,3.257631194548,0.774139419925381,0.476321504853784,1.71494448821441,2.70290373398823,0.0498565350342315,1.68645219371463,2.06122014447824,-0.50441799039634,0.904381999713523,0.904381999713523,0.904381999713523,1.87303000037199,0.175048063881809,0.17107334923207,-1.46901229229284,-1.03543104750805,-1.25429559261634,-0.280883589443736,-1.16129782326218,-1.1643052404549,-0.303814290613995,-0.25732879766853,0.257208885816491,0.114053613602735,1.76688419218108,0.642543158200468,1.37629398050343,0.85016071007697,0.233130955927451,0.259125173514471,-0.689085944205623,0.840745755466782,0.363388427971717,0.302138700001369,-0.183241273464352,1.9277769350605,0.0288934516046089,0.151697545411725,-1.24742295810871,-1.74303842017058,-0.839348157107851,-0.749878855247861,-0.637967270687433,-0.169275923293698,-0.0772178211172052,-0.194350416262745,-0.183879776391352,-0.389269803018342,-1.41976314612048,1.71823718659674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_1-5,-1.77726149482126,0.61464753636859,-1.08973218460637,-0.0319785878154328,0.651776488832473,-0.757467607172883,-1.54324509230687,-1.5622842550705,-1.00239658303116,1.55923505369533,-1.49909123742879,1.55923505369533,-0.938830676408237,-0.98142705578076,1.55923505369533,-1.41083054449729,2.34308476308699,1.3238022632706,0.39386142308312,1.61106127995258,1.46834577992107,-0.0457689005598716,-2.50634963304986,-1.13373291191184,-0.155411528504696,-1.1067833951477,-0.806066270880601,-0.925560702118272,-0.936682763527295,-1.02213203139712,-0.818372058218215,1.55923505369533,1.55923505369533,1.55923505369533,-0.414569328963054,0.831659555814574,0.765648800630878,1.13136960460041,0.685254015419196,1.12498542898139,0.491632961278357,0.528828766733329,0.567620320591414,0.473602723244162,0.720858607162504,-0.239157713737806,-1.56066253581489,-0.865869489049374,-0.999598272587369,-1.40252306921461,0.0582041577364628,-1.38223879205973,-0.951747092234708,0.229436370454324,0.251442162970511,-0.678800028983671,0.461325576301593,-1.17235501922909,0.459695854753297,-0.587576511161036,1.63100033898205,1.12643839468556,0.540528661752304,0.313139300971866,-0.36083090839655,0.353477380190452,1.0324316234116,1.0732480991811,0.894476539640821,0.290100667650983,-0.0290169147515415,0.853105192420571,1.30510808936414,0.413697553863548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,-0.185804153003987,2.31016266304249,1.46521839993969,0.310141900632453,1.43833611607679,1.04353421168586,0.394893220740648,-0.684799168336972,0.342418306712691,1.95323314293987,-0.535459264519197,1.95323314293987,-0.76069339208111,0.262820109045604,1.95323314293987,-0.783121304245857,3.06245001438505,1.95176171521488,1.32545441527892,2.45671335566304,2.7816292015038,1.69238205442475,2.3734707104306,1.46494605778771,0.957414514284955,-0.662489127951928,1.21006029293457,-0.720069099518379,-0.652067907910168,0.988773740091404,-0.430401442136386,1.95323314293987,1.95323314293987,1.95323314293987,1.71558736590367,1.88244764464434,1.65319099880979,2.27717511625538,2.31898978726085,3.01334083053196,2.4031362443269,2.39695288995976,2.40457534344149,2.00377249182702,2.21471781103366,1.16467418242598,-1.13996783604319,0.105053639196503,-0.7543957039854,-0.99966668822284,0.680992580307221,-1.32960857365372,0.0276933600949489,1.17744052214865,1.21029559212539,-0.125585582131119,1.19643259440719,-0.544411906425376,1.14506039085031,0.0706396682704985,2.61650837577777,1.90843453333767,1.54237133479573,1.87072301379587,1.09942836309683,1.64044037157198,2.46247387019607,2.32606446958582,2.30768443019624,1.31163297199409,1.85478004423899,1.92757900858921,2.06646687322794,2.06505899491446,-0.235331193049369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,-1.8102871975832,0.827214268723204,-0.826961912000809,-1.62277631632932,1.93248469866238,0.440651284694276,-1.87771645066381,-1.92033327706065,-1.02100136131015,2.20691805694429,-1.33262913653456,2.20691805694429,-1.02820889049953,0.285211564784065,2.20691805694429,-0.393582666741963,3.51784269225461,2.36883915065697,2.20246322722446,2.53228594787588,2.84393688901348,2.48462244552376,-0.227738601082109,1.5379624853043,0.819979765325685,-0.56792875570736,0.708133104154244,-1.0017064961447,0.145055626295065,-0.091696263150698,-0.0651031267381224,2.20691805694429,2.20691805694429,2.20691805694429,1.75962373685947,2.01864849687267,1.79698056126741,2.38014705616332,2.66167136249806,3.60650906769793,2.82643995917595,3.22692909933341,3.21129305300123,1.93720898767208,2.6332988791003,0.216515156995681,-0.527206327891835,-0.385522823761555,-0.736643180339695,-1.42632591062656,-1.54035217800353,-1.85592116742559,0.132805065180454,-0.552383561607215,-0.281673960140503,0.167672922497177,1.16973025586022,-0.485197304062346,1.36780126876699,0.312018472165433,2.23690891269067,2.36952910449688,2.44858060190075,2.44692597228466,2.21140677052658,2.65578596742837,2.63762834768233,2.29516610461594,2.40357882996276,1.6916772629372,2.95854273049349,2.58060336730147,2.63594531202373,2.76918379997287,-1.84132046723743,1.36120212729969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,-0.838740778745514,1.21700999366804,-0.402565955324481,-0.766274146585611,1.27828469754457,0.294420530808752,-1.11241100061098,-0.816202505197336,-0.0687729911864675,1.78869190413227,-0.0517043936769904,1.78869190413227,-0.755754675849766,1.03184773692157,1.78869190413227,0.28893153817741,1.90449024978492,0.646667211528876,0.596113173255058,0.435563094629547,1.00190285377908,1.51786562425516,0.818344094692008,-0.832443103453633,0.930826752055611,0.0848102320594451,0.498210040717029,-0.214948886948375,-0.192023380266094,0.85205912181249,-0.307427285037538,1.78869190413227,1.78869190413227,1.78869190413227,1.47956632741491,0.615661018711731,0.652274649609288,0.888768624553759,0.0209413234925308,1.0088937490236,0.577776067509417,0.75726046345583,0.707710900043808,1.8568681415211,1.89302532633177,0.802650728780716,-1.50516583888852,-0.68480634911953,-1.10919341316009,-0.682126745465426,-0.806913975923033,-1.39151714850814,-0.673672801714335,-0.35471854686737,0.662560727958521,-0.772457224492615,-0.699395263602795,-0.937708892358827,2.02741241076736,0.35075742545636,1.06851259394011,0.817411777579273,1.0207014603601,1.43198076613063,1.46187622900056,0.8389653829625,1.11713597924274,0.317343420948358,0.0508285542838029,0.75931986809089,1.09273596780484,0.662968825475421,0.7904518566964,1.35444775531375,-1.09790576226639,1.09764899308189,1.74126664256011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,0.511012502209562,1.62575478761473,0.379968845693934,-1.30287553285828,-0.377011375216751,-0.38900592230541,1.00939586091722,0.786258329868235,0.0921966719523179,1.12550681003906,-1.64982258545743,1.12550681003906,-0.709156617157493,-0.645007827725802,1.12550681003906,-0.591910181518792,1.74990218729473,1.16814646337623,0.427083343343309,1.14260190591239,0.948300209559069,0.719599509286043,0.582862966554184,-0.444155052445856,-0.639149733202062,-2.38493802670537,-1.14107668439254,-0.621775736879269,-0.372843610563924,-0.270970334530258,-0.779963300895029,1.12550681003906,1.12550681003906,1.12550681003906,0.616107916520931,0.84261099298782,0.715753147013087,0.760663590794855,0.264683637025919,0.535244831886103,0.163057407253589,1.33242899831567,1.32964773950895,1.02959911043663,0.898200123846822,-0.243313945150742,-1.07038942265937,-0.357655035588274,-0.0241724347165538,0.426520550578668,NA,-1.90589104687143,-0.292400406773196,0.646552015820444,1.2455054202462,-0.210908028074211,0.264758580200467,0.0872888264236282,0.639841229649664,-0.21661388291873,2.04131274155671,1.12312221474305,0.631381432986763,0.356318490019088,-0.630580068756093,-0.0381560652281804,0.559817895715071,0.697029928152055,0.383661876680414,0.244465107733487,0.827370882195727,0.923321297043469,1.31322900628023,0.882276445029396,0.00255005362258119,0.565846666712994,-1.54035217800353,-0.806913975923033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
