,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
77,0.0227999999999999,0.0245,0.0266999999999999,-0.7634,0.7936,-0.2602,-0.8938,-0.8936,-0.8276,0.0253000000000001,0.0268999999999999,0.0446,0.0961000000000001,0.0250999999999999,0.1213,0.4892,0.9312,-0.083,-0.8858,-0.3338,0.0226999999999999,0.701,0.0484,0.0489999999999999,0.0683,0.0503,0.8978,0.0588,0.0468999999999999,-0.8924,0.0253000000000001,0.843,-0.8314,-0.8784,0.0248999999999999,0.718,-0.5006,-0.8782,-0.8774,0.0499000000000001,-0.9374,0.7782,-0.6908,-0.7602,0.0241,0.0228999999999999,0.794,-0.1802,-0.9216,0.2004,0.1916,-0.2924,0.0241,0.0246999999999999,0.0966,0.0503,0.026,0.0245,-0.9684,-0.9544,0.681,-0.9006,0.0258,-0.305,0.0248999999999999,-0.8188,-0.7974,0.0246,0.0474000000000001,0.0230999999999999,0.0722,0.0247999999999999,0.109,0.0467,0.0266999999999999,0.7528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.0760000000000001,0.0755999999999999,0.0744,-0.2948,-1,-1,-0.9972,-0.9974,-0.995,0.0755999999999999,0.071,0.1478,0.272,0.0701000000000001,0.3228,-1,-1,-1,-0.9996,-1,-1,-1,-0.9624,-0.9584,0.2093,0.1413,-1,-1,-0.9264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9958,-0.8824,-0.837,-1,-1,-1,-1,-1,-1,-1,-0.95,-1,-1,-1,-1,0.0714999999999999,0.2627,0.1449,0.0702,0.0747,-0.8338,-1,-1,-0.9982,-1,-0.2056,-0.893,-1,-1,0.0750999999999999,0.1445,0.0771999999999999,0.2063,0.0764,0.3236,0.1425,0.0720000000000001,-1,-0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0485,0.0495000000000001,0.0465,0.3443,-1,-1,-1,-1,-1,0.0463,0.0515000000000001,0.0964,0.1919,0.0451999999999999,0.2233,-1,-1,-1,-1,-1,-1,-1,-0.9902,-0.9752,0.1374,0.0942000000000001,-1,-1,-0.9292,-0.9902,-0.9204,-1,-1,-1,-0.9552,-1,-1,-1,-1,-0.9168,0.0951,-1,-1,-1,-0.9244,-1,-1,-1,-0.911,-1,-1,-1,-1,0.0459000000000001,0.1838,0.0963000000000001,0.0519000000000001,0.0502,0.0942000000000001,0.0470999999999999,-1,-1,-0.9236,-0.2004,-0.9186,-1,-1,0.0479000000000001,0.0941000000000001,0.0506,0.1392,0.0494000000000001,0.2306,0.0938000000000001,0.0495000000000001,-1,0.0508,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,-1,-1,-1,0.869,0.9988,0.8904,-0.413,-0.1398,-1,-1,-1,-1,0.6642,-1,-0.3262,0.8832,0.9904,0.9062,-0.0786,-0.072,-1,0.8926,-1,-1,-0.1994,-1,1,0.943,-1,-1,-1,0.9976,-0.2696,-0.1474,-1,0.9944,0.8254,-0.157,-0.1404,-1,-1,0.9966,0.4262,-0.2492,-1,-1,0.9998,0.6488,-1,0.7448,0.901,0.6632,-1,-1,-1,-1,-1,-1,-1,-1,0.9838,-0.3556,-1,0.9992,-1,0.5032,0.313,0.7011,0.1226,-1,-1,-1,0.3984,-1,-1,0.9958,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,-1,-0.2176,-1,0.7142,0.9994,0.3274,-1,-0.4288,0.2682,0.4162,-1,-1,0.4042,-1,0.5976,0.9998,0.9996,0.2128,-0.1104,0.5128,-1,1,-1,-1,0.3748,-0.0802,1,0.897,-1,-0.4,-1,0.998,-0.1816,-0.187,-1,0.9952,-0.0292,-0.729,-1,-1,-0.2398,0.998,-0.0694,0.1962,-1,-1,0.9994,0.2418,-0.1868,0.9744,0.7466,0.2822,-1,-1,0.0214000000000001,-0.2848,-1,-1,-1,-1,0.9998,-1,-1,-0.7972,-1,-0.504,-0.12,0.4163,-0.4156,-1,0.1244,0.4157,0.6718,-0.1064,-1,0.9978,-1,-1,-1,0.9806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,-0.929,0.1494,-0.9268,-0.0544,-1,-0.1558,-0.7872,-0.8458,-0.8456,0.1435,-1,-0.8002,0.4662,-0.9238,0.5524,-1,-1,-0.3626,-0.8662,-0.9244,-1,-1,-0.9398,-0.9338,0.3835,0.2724,-1,-0.4996,-1,-0.9588,-1,-1,-0.9516,-0.7792,-0.844,-1,-0.9994,-0.9254,-0.8038,-0.7624,-0.651,-1,-0.879,-0.7562,-1,-1,-1,-0.5646,-0.8766,-0.255,-1,-0.588,-1,-1,0.4729,0.2657,0.1427,-1,-0.6848,-1,-1,-0.8268,-1,-0.0868,-0.7762,-0.9472,-0.998,0.1425,-0.8674,-1,0.3816,0.1505,0.5575,0.2683,-0.8092,-1,-0.8106,-0.9978,-1,-0.8082,-0.5222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,-1,-0.231,-1,0.7226,0.997,0.0287999999999999,-1,-1,-1,0.4096,-1,-1,0.3454,-1,0.4662,0.9974,0.7634,0.1268,-1,0.2776,-1,0.7244,-1,-1,0.2868,-0.0706,1,0.2788,-1,-0.656,-1,-0.651,-0.9698,-0.9144,-1,0.7094,-0.4808,-0.9944,-0.9482,-1,-0.2216,-1,-0.9726,-0.9998,-1,-1,0.9944,-0.5956,-1,0.7696,0.5038,-0.1988,-1,-1,0.4524,-0.116,-1,-1,-1,-1,0.4716,-0.8822,-1,0.4278,-1,-0.9604,-0.922,0.4126,-0.3984,-1,-0.041,0.4103,0.6554,-0.1152,-1,0.3712,-1,-1,-1,0.7324,0.0933999999999999,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0734999999999999,0.0691999999999999,0.0730999999999999,-0.5072,-1,0.1562,-0.6698,-0.7134,-0.632,0.0759000000000001,0.0694999999999999,-0.8334,-0.6982,0.0757000000000001,-0.6534,0.6478,-1,-0.0286,-0.7634,0.1522,0.0725,-1,0.1417,0.1374,0.2066,0.1432,-1,0.116,0.1415,-0.725,0.0688,-1,-0.6368,-0.6542,0.0704,-1,-0.113,-0.6594,-0.6886,0.1351,-0.8822,-1,-0.3956,-0.4486,0.0773999999999999,0.0692999999999999,-1,-0.2178,-0.8356,0.693,-1,0.0975999999999999,0.0699000000000001,0.0758000000000001,0.2724,-0.86,-0.8972,0.0703,-0.8862,-1,-1,-0.6696,0.0720000000000001,-0.2646,0.0692999999999999,-0.4302,-0.378,0.0753999999999999,0.1416,0.0738000000000001,-0.7488,-1,0.329,-0.8608,0.0744,-1,-0.9368,-0.787,0.1425,-1,-0.3002,-0.6356,-0.3094,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,-0.9514,0.0255000000000001,-0.9566,0.1961,0.3662,-0.6782,-0.8512,-0.8452,-0.8528,0.0271999999999999,-0.9532,-0.927,0.0981000000000001,-0.9504,0.1259,-0.1476,0.6476,-0.4376,0.0968,-0.7408,0.0205,0.0236000000000001,0.0498000000000001,0.0517000000000001,0.0718000000000001,0.0464,0.4258,-0.342,-0.93,0.0967,0.0259,0.6092,-0.9132,-0.7986,0.0250999999999999,0.2078,-0.731,-0.9554,0.0932999999999999,0.0470999999999999,0.0471999999999999,0.3226,-0.867,-0.7528,0.0232000000000001,0.0246,0.3616,-0.4236,0.0669999999999999,-0.2816,-0.3326,-0.562,0.0227999999999999,-0.952,0.0976999999999999,0.0450999999999999,0.0234000000000001,-0.9506,0.0524,0.0242,0.0498000000000001,-0.8884,0.024,-0.573,0.0255000000000001,-0.8998,-0.9034,0.0261,-0.9788,-0.945,0.0723,0.0256000000000001,0.1229,0.0490999999999999,-0.9512,0.2722,0.0261,0.0713999999999999,0.0501,-0.2148,-0.6834,-0.95,-0.6654,0.0714999999999999,NA,NA,NA,NA,NA,NA,NA,NA
86,-0.9496,0.0225,-0.9458,0.1934,0.6388,-0.5206,-0.8738,-0.8538,-0.838,0.0277000000000001,-0.945,-0.9518,0.1016,-0.9482,0.1191,0.1188,0.7582,-0.281,0.0960000000000001,-0.574,0.0205,0.352,0.0490999999999999,0.0490999999999999,0.0794999999999999,0.05,0.7206,-0.172,-0.9484,0.0959000000000001,0.024,0.7018,-0.8788,-0.8126,0.0228999999999999,0.4856,-0.6222,-0.9312,0.0935999999999999,0.048,0.0483,0.5986,-0.8012,-0.7702,0.0248999999999999,0.026,0.625,-0.2778,0.0703,-0.0948,-0.1026,-0.4584,0.0233000000000001,-0.9476,0.097,0.046,0.0269999999999999,-0.9522,0.0484,0.0268999999999999,0.379,-0.9038,0.0228999999999999,-0.4638,0.0249999999999999,-0.896,-0.8828,0.0228999999999999,-0.9558,-0.9536,0.0723,0.0257000000000001,0.1172,0.0499000000000001,-0.952,0.5534,0.0273000000000001,0.0734999999999999,0.0471999999999999,0.0306,-0.5714,-0.938,-0.5816,0.0774999999999999,-0.949,NA,NA,NA,NA,NA,NA,NA
87,0.0261,0.0247999999999999,0.0226999999999999,0.1829,0.9306,0.6213,0.1432,0.12,0.0962000000000001,-0.9502,0.0237000000000001,0.0456000000000001,0.0943000000000001,0.0259,0.1241,0.9295,0.9705,0.5443,0.0949,0.6206,0.0228999999999999,0.867,0.0459000000000001,0.0483,0.0648,0.0478000000000001,0.9968,0.6068,0.0469999999999999,0.0958000000000001,0.0265,0.9302,0.1455,0.1483,0.0228999999999999,0.9569,0.3511,0.1402,0.0993999999999999,0.0490999999999999,0.0509999999999999,0.9232,0.2336,0.2084,0.0248999999999999,0.0255000000000001,0.91,0.4668,0.0769,0.329,0.354,0.4399,0.0266999999999999,0.0242,0.0932999999999999,0.0472999999999999,0.0227999999999999,0.0250999999999999,0.0523,0.0239,0.928,0.1461,0.0228999999999999,0.4435,0.0227999999999999,0.2383,0.2568,0.0246,-0.9176,0.0257000000000001,0.0746,0.0250999999999999,0.12,0.0465,0.0265,0.9398,0.0227999999999999,0.0721000000000001,0.0495000000000001,0.3528,0.4193,0.1489,0.415,0.0702,0.0222,0.0241,NA,NA,NA,NA,NA,NA
88,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0.9976,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.9988,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA
89,0.1417,0.1455,0.142,0.1298,0.9938,-0.2702,-0.8396,-0.7526,-0.48,0.1474,0.1416,0.2662,0.4761,0.146,0.5483,0.9508,-1,-0.1396,-0.7204,0.164,-1,0.5738,-0.9232,-0.9204,0.3848,0.2654,-1,-0.6138,-0.716,-0.9266,-1,-1,-0.4484,-0.6412,-1,0.8304,0.1758,-0.6532,-0.7228,-0.6932,-0.7422,-1,-0.4972,-0.4364,-1,-1,0.9866,-0.9592,-0.8396,0.5184,0.6146,0.0267999999999999,-1,0.139,0.4654,0.2685,0.1474,0.1438,-0.7998,-1,0.5626,-0.7988,-1,0.2138,-0.7304,-0.487,-0.3748,0.1435,0.27,0.1414,0.379,0.1381,-0.0218,0.2672,0.1386,0.6784,-1,-1,-1,-0.7104,0.0928,-0.6582,-0.985,-0.6262,0.1434,0.1446,0.1475,-1,NA,NA,NA,NA
90,0.0468999999999999,0.0483,0.0509999999999999,0.3421,-1,-1,-0.9718,-0.7892,-0.8014,0.0456000000000001,0.05,0.0966,0.1838,0.0484,0.2256,-1,-1,-1,-0.8308,-1,-0.9476,-1,-0.9124,-0.9232,0.144,0.0926,-1,-1,-0.9118,-0.8482,-0.9208,-1,-0.73,-0.74,-0.9526,-1,-0.2934,-0.7506,-0.848,-0.866,0.0965,-1,-0.5298,-0.5826,-0.9286,-0.9326,-1,-1,-0.8716,0.48,0.512,-1,-1,0.0488,0.187,0.0912999999999999,0.0468999999999999,0.0492999999999999,0.0974999999999999,0.0494000000000001,-1,-0.7706,-0.922,-0.6236,0.0447,-0.5596,-0.5432,0.0489999999999999,0.093,0.0519000000000001,0.1376,0.0462,-0.6854,0.0938000000000001,0.0504,-1,0.0448999999999999,-0.889,-0.913,-1,-1,-0.7666,-1,0.1348,0.0491999999999999,0.0496000000000001,0.0467,-1,-1,NA,NA,NA
91,0.0982000000000001,0.0974999999999999,0.095,-0.2948,-1,-0.3276,-0.7516,-0.8882,-0.9232,0.0944,0.0965,0.1801,0.3451,0.0994999999999999,0.4143,-1,-1,-0.466,-0.9456,-1,-1,-1,-0.8518,-0.839,0.2723,0.1866,-1,-0.323,-0.8554,-0.9328,-1,-1,-0.9108,-0.9214,-1,-1,-0.95,-0.8104,-0.7928,-0.7196,-0.745,-1,-0.8182,-0.9934,-1,-1,-1,-0.4122,-0.9344,-0.0238,-1,-0.6724,-1,0.0921000000000001,0.3295,0.1841,0.0976999999999999,0.0967,-0.7824,-1,-1,-0.7964,-1,0.3546,0.0983000000000001,-0.812,-0.968,0.0969,0.1866,0.0951,0.2665,0.0946,0.4102,0.1854,0.0914999999999999,-1,-0.854,-0.9324,-0.886,-0.4602,0.000399999999999956,-0.8682,-1,-0.7322,0.0926,0.0956999999999999,0.0984,-1,-0.6546,-0.8292,NA,NA
92,-1,-1,-1,0.8994,0.9998,0.9366,-1,-1,-1,0.8253,-1,0.6402,0.9168,-1,0.357,0.9962,0.987,0.664,-1,0.5912,-1,0.999,-1,-1,0.7038,-1,1,0.8272,-1,-1,-1,0.9796,-1,-1,-1,0.984,0.3552,-1,-1,-1,-1,0.981,-0.1608,-1,-1,-1,0.9968,0.4924,0.376,0.8816,0.7952,0.3108,-1,-1,-1,0.8688,0.8231,-1,-1,-1,0.9944,-1,-1,0.9928,-1,-1,-1,0.6428,0.509,-1,0.7372,-1,0.963,0.7836,-1,0.9888,-1,-1,-1,0.879,0.93,-1,-0.7716,0.6472,-1,-1,0.8265,1,-0.3852,-1,-1,NA
