,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
50,0.4716,-0.1364,0.8762,0.0656000000000001,-1,1,0.9136,-1,1,1,1,0.8936,0.904,0.97,-1,-1,0.991,0.9528,0.982,1,-1,0.8566,-1,-0.1052,0.4314,0.0806,-1,0.364,0.9872,0.523,-1,-1,0.7054,0.0344,1,0.9312,0.998,0.5544,1,0.9388,0.6242,0.992,0.9284,-1,-1,0.9226,0.9994,-1,0.3392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.2096,-0.4024,0.9954,-0.5634,-1,1,0.5854,-0.7244,0.9908,0.9882,1,0.4758,0.3708,0.9474,-1,-1,0.9906,0.6262,0.7912,0.9318,-1,-1,-1,-0.728,-0.2322,-0.5734,-1,-0.3688,0.7828,0.0309999999999999,-1,-1,-1,-0.2244,1,-1,0.972,-1,1,0.9338,-0.1608,0.9994,0.9814,-1,-1,0.7588,0.8046,-1,0.364,0.9256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.0632,-1,-1,-1,-1,-1,-1,-1,-0.564,-0.3084,-0.4666,-0.2076,-1,-1,-0.375,-1,-1,-1,-1,-1,-1,-1,-0.9998,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-1,0.8832,0.9184,0.7588,0.7748,1,0.7774,0.7226,1,1,1,0.9358,0.9466,0.2966,-0.1798,0.6724,0.7238,1,1,1,0.7698,0.9406,-1,-1,0.4292,-1,0.7448,0.9168,0.9998,0.5288,-1,-1,0.7204,0.9956,1,0.9636,0.9998,0.7942,1,1,0.486,0.706,0.6018,-1,0.792,0.9986,0.9986,0.88,0.9952,0.9896,0.8932,-1,NA,NA,NA,NA,NA,NA,NA,NA
54,0.4702,0.936,1,-1,0.659,1,0.071,0.689,0.9388,0.988,1,0.9088,0.8998,0.931,-1,-1,0.9594,0.975,0.9898,0.9966,-1,-1,-1,-1,-1,-1,-1,0.9288,0.9524,-1,-1,-1,-1,0.5514,1,-1,0.9982,0.6764,1,0.9948,0.5358,1,0.9802,-1,0.7626,0.9516,0.9848,-1,0.9432,0.99,0.991,-1,0.8992,NA,NA,NA,NA,NA,NA,NA
55,0.9916,0.902,0.7478,0.956,0.9846,-1,0.801,0.162,0.7606,0.6984,0.9964,1,0.872,0.3128,0.9998,-0.8266,0.7252,0.9992,0.9962,1,1,1,-0.6582,0.9982,0.946,0.5768,0.7098,0.5408,1,0.8866,0.5162,0.5256,0.3416,0.9324,0.784,0.9978,0.9836,0.9988,1,0.2406,0.5584,0.702,0.3762,-1,0.9992,-0.2488,0.1074,-0.5192,0.1224,0.8996,0.479,-1,0.9006,0.8472,NA,NA,NA,NA,NA,NA
56,0.7088,0.9922,-0.712,0.1548,-0.6778,0.9682,0.9274,0.6972,0.9926,0.9848,0.6882,0.9862,0.2862,0.7464,0.4582,-0.7688,0.7602,1,1,1,0.999,0.9938,-0.3774,0.8838,0.6348,-0.8164,-0.8498,0.9876,1,-0.3814,-0.3448,-1,-0.469,0.7748,0.701,0.165,0.7164,-0.0606,1,0.7302,0.784,0.1176,0.58,-1,0.4042,0.5216,-0.6272,-0.553,-0.124,-0.1296,-0.6518,-1,0.8002,0.7718,0.4452,NA,NA,NA,NA,NA
57,0.6574,0.9548,0.6594,0.4854,0.0551999999999999,1,0.6106,0.4904,1,0.987,0.9998,0.9832,0.79,0.7046,-0.1768,-0.3672,0.7228,1,1,1,0.951,0.8224,-0.00360000000000005,0.5668,0.3974,-0.5952,0.0593999999999999,0.981,1,0.3804,-1,0.497,0.4658,0.953,0.9998,0.7274,0.9808,0.6622,1,0.985,0.4492,0.9348,0.8234,-1,0.8956,0.9896,0.8822,0.2616,0.9988,0.9114,0.585,-1,0.987,0.7498,0.4586,-0.798,NA,NA,NA,NA
58,-1,-1,-1,-0.3564,-0.7508,-1,-1,-1,-1,-0.5068,-1,-1,-0.5616,-1,-1,-0.9488,-1,-1,-1,-1,-0.2584,0.1672,-0.9956,-1,-1,-0.5946,-0.2226,-1,-1,0.4344,0.0920000000000001,0.071,-0.0407999999999999,-0.00419999999999998,0.194,0.127,0.1534,-0.732,-1,-1,-0.6508,-1,-1,-1,-0.9466,-0.9506,-1,-0.8224,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA
59,0.6744,0.4088,0.6526,0.2536,0.3694,-1,0.991,0.818,0.553,0.8698,0.8696,0.9724,-0.71,-1,0.2592,-0.9792,-1,0.941,0.8106,0.9268,0.9968,0.9956,-1,0.4808,-0.5404,-0.8176,-0.3442,0.3886,0.946,0.1156,-0.1956,0.2358,-0.461,0.9356,0.8378,0.7838,0.5594,0.5796,-1,-0.0312,0.9312,-0.339,-0.786,-1,0.8402,0.1596,0.2956,-0.712,0.083,0.3732,-1,-1,0.4132,-1,0.8316,0.699,0.572,-1,NA,NA
60,0.476,-0.0649999999999999,0.9966,0.071,0.7246,1,0.4332,0.8254,0.9916,0.9952,1,0.8802,0.825,0.9926,-1,-1,0.9844,1,1,1,-1,0.8602,-1,-1,-1,0.0669999999999999,-1,0.5154,0.9406,0.5236,-1,-1,-1,0.9624,1,0.9306,0.9934,-1,1,0.9934,0.539,1,0.9998,-1,0.955,1,1,-1,0.9602,0.9936,0.9984,-1,0.9598,0.9934,0.8014,0.7832,0.7652,-1,-1,NA
