,711_E-1-M,711_E-2-S,711_E-2-M,711_E-2-D,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-D,712_E-2-S,712_E-2-D,712_E-3-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-X0,713_E-1-X1,713_E-2-X1,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E3_20-24,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_10-14,715_P2_20-24,715_P3_1-5,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_10-14,716_E3_10-14,716_P1_1-5,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-3-M,0.681096532532912,0.465053336646512,0.684100519098397,0.465053336646512,0.436813640291379,1.4172454258634,0.649339870967472,-0.36554603395072,2.35073817820548,0.17999681909937,-0.246279958584257,-0.630643583149343,2.16117024970017,-0.519704057758188,1.14037970535003,0.574988337562685,0.293802164420985,0.790537779997031,0.395741085029464,0.916390672441088,0.465053336646512,0.465053336646512,0.465053336646512,1.02505976655457,-0.428736531776341,1.66754910855018,1.02505976655457,-1.22580762140335,1.77345224159707,0.885992531248602,0.271043816877434,0.485536050293992,-1.43341541757224,-1.43341541757224,0.293802164420985,0.931986582090933,-1.11843653114669,-0.560296524719398,1.57746011524175,0.479017411713229,0.473371077876013,0.656236946782625,0.649091896297725,0.690765728515322,1.15006384776727,0.656469477751894,-0.602820599335338,-0.482932158991072,-0.741363942229652,1.86357299328622,-1.31907847977676,1.34079696274076,-0.888593029582126,-1.43341541757224,-0.233381467344383,-0.846986398976057,0.491345317345903,-1.43341541757224,0.293802164420985,0.293802164420985,1.05160262202681,1.24990548886969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,0.415162559360979,0.241266996044784,0.416609487767512,0.241266996044784,1.16600664481899,1.6157396214944,1.61113053457204,1.49611298970283,2.58101137392615,0.482815041972333,0.318831819017881,1.32839154333245,1.4579564383765,-0.474637424289774,1.10831380715822,0.725673544149566,0.217890238068183,1.63470377530754,1.29228298148186,0.518301390630119,0.241266996044784,0.241266996044784,0.241266996044784,0.684625126883937,1.4403971745181,1.25003296351362,0.684625126883937,0.825192002391353,1.17836728989011,1.2058068067621,2.01323258882866,1.37109558420346,-0.365164119656331,-0.365164119656331,0.217890238068183,1.56904718606306,1.23518442534694,1.09305949798336,0.885510388249612,0.76840783778779,0.766127183191166,0.403374965457409,0.399986141802709,0.738518784075259,0.709553007306776,1.10371978404011,1.02208347624968,1.02128612980277,1.04600974662968,1.36186965529253,0.544706037498387,1.26595763403198,0.657584768879543,-0.365164119656331,0.440161821926328,1.09097034669875,1.36176920449826,-0.365164119656331,0.217890238068183,0.217890238068183,1.63937875801872,1.45126498396381,1.19245879846857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,0.752821267920189,0.534744770310528,0.760537548303849,0.534744770310528,0.691358969877256,-0.796271970189686,-0.265592713104315,0.729174166266104,0.0421775520389226,0.127480082743148,-1.0223782535769,0.0926133114441092,-0.176112064968219,1.05182625178477,-1.20568135705691,-0.835871707111129,0.170835250778475,1.08680052284564,-0.193057317552373,0.448147476971543,0.534744770310528,0.534744770310528,0.534744770310528,1.12894562670217,-0.772755831294966,0.484039163781409,1.12894562670217,-0.726725253873134,0.267663757714842,1.14405927530861,0.216972618975152,0.756146123329353,0.422598904123648,0.422598904123648,0.170835250778475,1.13279896933274,0.000521303938706791,0.507050218828466,-0.757289275077781,1.04253724367648,1.03246433768819,0.693646854510649,0.677913713287059,1.16458767067175,1.30471140856592,1.36093070699882,0.55602263136002,0.641050111655732,0.469786140175971,-1.36001292191507,-0.949731982323313,-0.0826154417005843,0.243414336840101,0.422598904123648,-0.767281540166849,0.092235039993914,0.919119316066038,0.422598904123648,0.170835250778475,0.170835250778475,1.10054364294305,-0.658489460523819,0.780713232907447,0.951878797200234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,1.29673842841388,1.04447047987278,1.3007400130983,1.04447047987278,1.1011655285547,-0.878444882152924,0.00133954559960817,0.144208533042905,0.192361866454747,1.10682421791984,-1.48925786342264,0.328916318584942,0.434378811276167,-0.403847764933117,-1.00616052323484,-0.849758863088662,0.755442559734121,1.80828658700212,-0.8199878837203,0.933988530961358,1.04447047987278,1.04447047987278,1.04447047987278,1.43097139767736,-0.447622893904986,1.37818501460363,1.43097139767736,-1.03980406357199,0.86239906742265,1.54908003249732,0.379234702430825,0.398043117931429,-1.67043813482091,-1.67043813482091,0.755442559734121,1.87353294685766,-0.947108054063905,1.23233626811788,-1.07077959571734,1.15210296069231,1.16904979352895,1.26112915595985,1.25037566901673,1.81902261028802,2.03225927157805,2.19469745170975,1.46476261427726,1.56870462272897,1.46990705135014,-0.0334972233622825,-0.779032177191483,1.3151646624889,-0.78338014071865,-1.67043813482091,-0.513504863448249,-0.581106479888532,1.58289129426557,-1.67043813482091,0.755442559734121,0.755442559734121,1.79373582315134,-1.03276013174158,-0.703182385787196,-0.762602273689952,-0.47039145007239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.505659590249186,0.482948379779964,0.509093894084601,0.482948379779964,0.793477161902709,-1.43807848140789,-0.222330406520512,1.33860420785102,-1.12906916784378,0.659468179041736,-1.27966800526021,0.231917392210971,-1.62700909233648,0.751215598110328,-0.881137107378253,-2.47032121220423,0.0514995889486518,-1.4576159414355,-0.893209808195682,-2.43650849643668,0.482948379779964,0.482948379779964,0.482948379779964,0.575064849623313,-0.171581371676361,-0.759982962266319,0.575064849623313,-0.838291099337128,-0.603076938846508,0.895853047872454,-0.173736613297944,-0.0874391103756163,0.637219797549187,0.637219797549187,0.0514995889486518,-1.40663232643488,-0.551406061613559,-0.943201636884175,-0.708895955972151,-1.51798763891918,-1.47585259258986,0.477926064387721,0.470566828769581,0.219592997920424,0.212392438774631,0.471291632494299,0.446298236200024,0.429046038840802,0.501842684553803,-2.37726517192701,1.21912107106183,-1.03900581803043,0.845274571210038,0.637219797549187,-0.925778231432675,-1.00116145325347,-1.56209992139355,0.637219797549187,0.0514995889486518,0.0514995889486518,-1.51318546261895,-0.433533502280795,1.14376891475681,0.730574287322365,-0.461382174545735,-0.0211840019205913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,0.0304969632823416,NA,0.0304969632823415,NA,0.528128177342992,1.51979038967321,1.38839138806496,0.76124407255063,1.62542118166912,0.402026519671795,-0.106033904729535,1.06261922024426,0.598096375383414,-0.41796669987944,0.503351083258367,0.691156427066049,0.0304969632823413,0.953402050078956,0.812541239685934,0.286001968676129,NA,NA,NA,-0.045906586441154,1.09267820745558,0.731070158097537,-0.045906586441154,0.432926718440581,0.807682241951599,0.415805796494263,1.26038482004372,0.292577975094618,-0.44303996456231,-0.44303996456231,0.0304969632823413,1.05111606640606,0.726313860113235,0.750268374356168,0.217316385384595,0.265948305335263,0.256404820980449,0.0304969632823417,0.0304969632823414,0.481477137605503,0.459375303773768,0.747485657474035,0.704960556757421,0.692200654160103,0.733240217176465,0.70976505860221,0.45964981041664,0.676843841332605,0.0496962998135867,-0.44303996456231,0.597787630846507,0.920625567964938,0.894326828252538,-0.44303996456231,0.0304969632823413,0.0304969632823413,0.983308918094352,-0.148633149290186,0.465053336646512,0.241266996044784,0.534744770310528,1.04447047987278,0.482948379779964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,0.0304969632823416,NA,0.0304969632823415,NA,0.528128177342992,1.51979038967321,1.38839138806496,0.76124407255063,1.62542118166912,0.402026519671795,-0.106033904729535,1.06261922024426,0.598096375383414,-0.41796669987944,0.503351083258367,0.691156427066049,0.0304969632823413,0.953402050078956,0.812541239685934,0.286001968676129,NA,NA,NA,-0.045906586441154,1.09267820745558,0.731070158097537,-0.045906586441154,0.432926718440581,0.807682241951599,0.415805796494263,1.26038482004372,0.292577975094618,-0.44303996456231,-0.44303996456231,0.0304969632823413,1.05111606640606,0.726313860113235,0.750268374356168,0.217316385384595,0.265948305335263,0.256404820980449,0.0304969632823417,0.0304969632823414,0.481477137605503,0.459375303773768,0.747485657474035,0.704960556757421,0.692200654160103,0.733240217176465,0.70976505860221,0.45964981041664,0.676843841332605,0.0496962998135867,-0.44303996456231,0.597787630846507,0.920625567964938,0.894326828252538,-0.44303996456231,0.0304969632823413,0.0304969632823413,0.983308918094352,-0.148633149290186,0.465053336646512,0.241266996044784,0.534744770310528,1.04447047987278,0.482948379779964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,0.0304969632823416,NA,0.0304969632823415,NA,0.528128177342992,1.51979038967321,1.38839138806496,0.76124407255063,1.62542118166912,0.402026519671795,-0.106033904729535,1.06261922024426,0.598096375383414,-0.41796669987944,0.503351083258367,0.691156427066049,0.0304969632823413,0.953402050078956,0.812541239685934,0.286001968676129,NA,NA,NA,-0.045906586441154,1.09267820745558,0.731070158097537,-0.045906586441154,0.432926718440581,0.807682241951599,0.415805796494263,1.26038482004372,0.292577975094618,-0.44303996456231,-0.44303996456231,0.0304969632823413,1.05111606640606,0.726313860113235,0.750268374356168,0.217316385384595,0.265948305335263,0.256404820980449,0.0304969632823417,0.0304969632823414,0.481477137605503,0.459375303773768,0.747485657474035,0.704960556757421,0.692200654160103,0.733240217176465,0.70976505860221,0.45964981041664,0.676843841332605,0.0496962998135867,-0.44303996456231,0.597787630846507,0.920625567964938,0.894326828252538,-0.44303996456231,0.0304969632823413,0.0304969632823413,0.983308918094352,-0.148633149290186,0.465053336646512,0.241266996044784,0.534744770310528,1.04447047987278,0.482948379779964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P1_20-24,1.48538870183492,1.34651297809979,1.48686624880125,1.34651297809979,0.183747989263571,0.542229429347855,1.46701779259458,0.245524643113784,1.35673864926738,1.82987108867518,-0.594005134461491,0.410080287720848,-0.699856670589292,-0.150019126050786,0.24637133441344,0.233305216022961,0.26677092213495,0.875318216876531,0.301694320428838,0.0335157374298499,1.34651297809979,1.34651297809979,1.34651297809979,-0.33635101014289,1.61536909976972,1.11631548321672,-0.33635101014289,0.0519526083373608,-0.331344128500782,0.110615441348788,0.444026179391801,2.48881428597427,-0.824877728431344,-0.824877728431344,0.26677092213495,1.23025303618927,0.569180985180154,0.32023337713087,0.0206719590738328,0.421838804756505,0.462008005748901,1.46816366535045,1.46193987686105,1.5969411121458,1.95999150774206,1.82315753392994,0.819929972912719,1.00471838196994,0.325243533115904,-0.729575740612692,0.761601277575443,0.674747525067725,-0.783594654906469,-0.824877728431344,0.386443615204051,0.461221763665832,0.595734277967113,-0.824877728431344,0.26677092213495,0.26677092213495,1.05151501449735,0.692198746721219,0.352601024906601,0.557928691912277,-0.297246082801299,0.226837936000479,0.312475748519988,1.34651297809979,1.34651297809979,1.34651297809979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P1_30-34,0.406875691578955,0.343424549648934,0.396149437324729,0.343424549648934,0.189830911684756,-2.76942413260913,-0.357709059746027,0.243069249798193,-2.28349901002525,-1.53184034914944,-2.17112972245285,-1.55961692091166,-1.77916638802878,-0.624347969831872,-0.922483128558084,-1.51878629661294,0.329876398099079,-1.10046106582673,-0.873406680348138,-1.75912995357357,0.343424549648934,0.343424549648934,0.343424549648934,0.715704948161246,-1.36039924327331,-1.80654396663538,0.715704948161246,-1.42037426514551,-1.82126537140146,0.617695486405702,-1.33766734178643,-0.364157555843985,-1.18231949287135,-1.18231949287135,0.329876398099079,-1.39634033125853,-0.463926455303087,-1.54627369077812,-1.30498089636709,-1.4587662927875,-1.4416224709293,0.469132034422926,0.480991000593404,0.485114696515125,0.537246730977973,0.70995159359928,0.357562029706728,0.384461433535598,0.438060425183398,-2.55403810256658,0.183428150067036,-1.67637593819968,-0.791891630276664,-1.18231949287135,-0.465021185551531,-1.12651302804488,-1.51231946826075,-1.18231949287135,0.329876398099079,0.329876398099079,-1.28663063140505,-0.824207812939727,-0.128177143290994,0.330124616967313,-1.73346133394729,-1.31754029110575,-1.57938774346036,0.343424549648934,0.343424549648934,0.343424549648934,-0.178838526945408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P3_30-34,1.80656681075546,1.64751848179383,1.76063242919164,1.64751848179383,1.25244221802347,0.747956849717324,-1.138992486387,1.88313617657526,0.396104263547296,2.66358058953635,-2.15819767550199,-1.03777688403614,2.01450445725894,1.58313606171801,0.705122014530664,-0.895284017250904,1.67963701886502,-0.585609080540574,-0.410879478023364,-3.13487999617331,1.64751848179383,1.64751848179383,1.64751848179383,0.821592313038782,-0.786561768174459,2.3762686385315,0.821592313038782,-1.94779683206453,1.9218864829769,1.35765125229201,-0.787156162910888,0.482915955964416,0.326993863931229,0.326993863931229,1.67963701886502,-1.09140851805327,0.809246202382677,-2.24069981862607,0.238622544763372,-0.390556200277458,-0.323901612044195,2.06772079540646,2.1135861476469,1.86947452291648,2.20437028675521,2.25253829672952,0.840715003110448,1.06026830390197,0.615470370027615,3.08926963384507,1.55987227245009,2.51804086816484,0.716608912673173,0.326993863931229,0.573277239581769,-0.861288846440444,-1.5671882617363,0.326993863931229,1.67963701886502,1.67963701886502,-0.731771476335635,0.871138905066546,2.44112018516783,2.41384050956498,-0.421725221343828,-0.44843479142734,-2.69472617065665,1.64751848179383,1.64751848179383,1.64751848179383,0.0100852236269014,-2.4698687843674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,0.035080878806471,-0.236660683118742,0.0228443020566613,-0.236660683118742,1.02313891149318,1.19420851326678,-0.119362616873588,0.685356861226448,1.75148771669935,0.0731718107379548,-0.756938189107007,-0.555581090591056,1.3323739915651,-0.767360050008615,0.794426477999386,0.455501449946778,0.435806384824062,1.68365642675494,1.57119527171711,0.732082794120102,-0.236660683118742,-0.236660683118742,-0.236660683118742,0.351728861649933,-0.0524898795525859,1.05416041297226,0.351728861649933,-0.0837244993416568,1.16740073079037,0.945982679718984,1.01678935777006,-0.169279984280305,-2.20270450370781,-2.20270450370781,0.435806384824062,1.76743815870409,0.859965756843727,1.29519280709691,0.71369054528721,0.373249387697074,0.351947219444251,0.11398627122052,0.131132857035007,0.94435180023939,0.930029229798461,1.31080487751056,1.21654384215172,1.21647872026364,1.22473600623636,1.35981102573869,-0.882112905863814,1.18003829418059,-0.223302181589232,-2.20270450370781,0.207864180350398,0.764525846742945,1.56892197970132,-2.20270450370781,0.435806384824062,0.435806384824062,1.6980482533735,0.733850251374323,1.18363398285648,0.567516260050273,1.16939696709004,-1.22222960461382,0.930174452050706,-0.236660683118742,-0.236660683118742,-0.236660683118742,-0.19174073785768,-0.813517929409524,1.46435094279681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_5-9,0.0304969632823419,0.0304969632823413,0.0304969632823417,0.0304969632823413,0.463733434591674,-0.100525647108593,1.30741765884133,0.965907040078018,1.69631800268541,0.32102609198548,0.346382739725942,1.49237526719554,0.100747311331978,0.175748404119147,0.223686781390192,0.0809864617356694,NA,0.0504983775485797,-0.163700931567469,-0.133879941725656,0.0304969632823413,0.0304969632823413,0.0304969632823413,0.127442687050793,1.18044384109351,0.245206737546992,0.127442687050793,0.555209969653526,0.337883061050224,0.470951673660647,1.27917409570606,1.35139531966052,0.176879647490179,0.176879647490179,NA,0.571437227227347,0.30920724920441,0.321515408844979,0.201539046359026,-0.0571480998579665,-0.0525036803069778,0.0304969632823418,0.0304969632823413,0.0353507942684416,-0.00432700485040541,0.25805211698001,0.264275525770637,0.244112433342511,0.327578196023191,0.027075001212991,0.815270424420168,0.0914350630751438,0.487231111293121,0.176879647490179,-0.214893174672989,0.200125579765778,0.426082628426728,0.176879647490179,NA,NA,0.0898461832008992,0.229206669486449,0.293802164420985,0.217890238068183,0.170835250778475,0.755442559734121,0.0514995889486518,0.0304969632823413,0.0304969632823413,0.0304969632823413,0.26677092213495,0.329876398099079,1.67963701886502,0.435806384824062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,0.429984820880559,0.263874523062565,0.429899633452335,0.263874523062565,0.737193356084401,-2.390987163313,1.60495465402336,1.27843562548186,1.01891693263988,0.909144415761398,0.598797391934416,1.83003015397326,-1.00438218117969,0.642319480556191,0.754893520735603,-0.0562198791079131,0.0477180450615454,-1.24624032778164,-0.600356879042542,-1.09287150052983,0.263874523062565,0.263874523062565,0.263874523062565,0.368476304374012,1.4629600292535,-0.152020767219617,0.368476304374012,0.60397921609133,-0.116279232765003,0.750477081986893,1.34703885340348,1.5032833709217,0.410837471712463,0.410837471712463,0.0477180450615454,0.162868517247477,0.44892934107353,0.424043549072603,0.287528850663409,-1.56361771107967,-1.50250199805363,0.430667252346855,0.430860720147403,0.278287395060763,0.24101413366675,0.528368668313538,0.512125116234024,0.497503267046838,0.566650726120944,-1.7795778869348,1.12926825858846,-0.456973411201287,0.764474283811915,0.410837471712463,-1.29103962483302,-0.386811710432844,-0.0347741866656384,0.410837471712463,0.0477180450615454,0.0477180450615454,-1.20467344619291,0.569330759411825,0.845485747583814,0.785664028534948,0.289472249114443,0.909321004087355,-1.12642347027594,0.263874523062565,0.263874523062565,0.263874523062565,0.941890996858601,-0.326647496469744,0.848888983482176,0.711018656003223,0.0477180450615454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,0.997140505005086,0.905205216640081,0.996473974784771,0.905205216640081,-0.393962123110794,-1.76963453560358,1.40428026663382,0.384512843006001,-0.987321216111184,1.1036560502907,0.406948887372406,0.862839695834024,-0.0776418483204974,1.38272819056014,-1.04601485949642,-0.771482318075874,0.259357215341805,-1.51566045521739,0.411659414057286,0.314512570135101,0.905205216640081,0.905205216640081,0.905205216640081,1.02412706719052,-0.236580722291344,0.747290839961226,1.02412706719052,-1.5440323652973,0.811501542737475,0.0989953729100434,-0.24684612014443,0.665566554575695,1.09585517323432,1.09585517323432,0.259357215341805,-0.577844806593103,0.600372990527798,-0.568103772035639,0.79276460291523,0.361430947294568,0.451140246566597,0.997668474160225,0.996641607829267,0.552624221207854,0.723296866537611,0.701698262585801,0.231738088257194,0.326689010243575,0.0499317790170195,-1.09899205949677,0.982779227158118,-0.234751549523454,-0.00750018721320287,1.09585517323432,-0.0480466907611332,-1.14703017869288,-1.27819193613427,1.09585517323432,0.259357215341805,0.259357215341805,-1.34452500734872,-0.756098265700554,0.149091229873715,1.57910630882885,0.780882970297145,1.55546073809705,-1.04254646914678,0.905205216640081,0.905205216640081,0.905205216640081,1.15273983852023,-1.17130802650614,-0.961489652017782,1.5709867552485,0.259357215341805,-0.0674356901801572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
