,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
11,0.885,-1,-1,-1,-1,-0.967,-1,-1,-1,-0.9188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.9998,0.7952,-0.2052,-0.2196,-0.8046,-0.4098,0.9204,0.8552,0.9616,0.3002,-0.1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.9034,0.9312,-0.499,0.0271999999999999,0.0673999999999999,-0.8254,0.9056,0.7398,0.9004,0.2678,-1,-0.4598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,0.9078,-0.5956,-0.8172,-0.3798,-1,-0.4164,-0.3666,0.168,0.5284,-1,0.6916,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,1,0.9988,1,1,0.999,0.9996,0.979,1,0.9952,0.7848,0.9988,0.8928,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,1,0.962,1,1,-1,1,0.9982,1,0.997,-1,0.9998,-1,0.9992,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,0.9918,-0.5862,-0.2464,0.3758,-0.8398,-0.605,-0.2718,0.2344,0.4108,-1,0.5918,0.8522,-0.99,1,0.9914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.7748,-1,-0.8824,-1,-1,-0.999,-0.2904,-0.3828,-1,-0.9352,-0.9456,-0.2078,-0.7862,-0.5056,0.9986,0.977,-0.4362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.9094,0.2802,-0.9746,-0.4306,-0.9838,-0.9982,0.8088,0.4566,-0.8644,-1,-0.853,-0.4816,-0.2222,-0.1016,0.9994,0.9998,0.4104,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,-1,-1,-1,-0.8948,-1,-0.983,-0.0532,-0.3932,-1,-0.878,-0.9232,-0.7998,-0.8232,-1,0.962,-1,-0.4978,-0.9896,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.9996,0.8824,-0.841,-0.475,0.3042,-0.9848,-0.386,-0.2606,0.3744,0.0780000000000001,-1,0.2612,-0.701,-0.9606,0.8664,0.9964,-0.909,-0.9132,0.2574,-0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.7192,0.4194,-0.7776,-0.8304,-0.6986,-0.8362,-0.1678,-0.357,-1,-0.0964,-0.586,-0.4808,-0.7762,-0.6694,0.7732,0.9266,-0.6038,-0.8932,-0.766,-0.7658,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,1,0.9996,1,1,0.969,1,1,1,0.9962,0.7632,1,0.995,1,1,0.9956,1,0.9922,0.998,0.99,0.9958,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,1,0.8656,1,0.998,0.7312,0.9988,0.9896,1,0.8614,0.4626,0.9958,1,1,1,0.9956,1,0.8156,0.9582,0.6552,0.984,0.7564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.9972,0.7896,0.2284,0.5454,-0.2728,-0.0684,-0.396,0.0766,0.115,-0.3484,0.3582,0.9668,0.9894,0.6966,1,1,0.5548,0.0728,-0.522,-0.096,-0.0402,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.9824,0.9968,0.6712,0.8216,0.814,0.0342,-0.7812,-0.4366,0.0673999999999999,0.8366,0.204,0.7526,0.6172,0.4182,0.9376,-1,-0.3278,0.2948,0.657,-0.000399999999999956,-0.865,-0.6352,0.9978,1,0.8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.975,0.8576,-0.6408,-0.9486,-0.4684,-0.7802,0.0327999999999999,-0.1306,0.443,0.2414,-0.5106,-0.0402,-0.6194,-0.704,0.9664,0.9932,-0.4172,-0.7782,-0.622,-0.838,-0.9738,-0.9916,0.9992,0.9576,0.1234,-0.3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,0.9758,-0.371,0.766,-0.8308,-0.3654,0.9286,0.9844,0.2308,-1,-0.0562,-0.0901999999999999,0.933,0.814,1,1,0.9542,-0.6154,-0.994,-1,0.637,-0.3066,1,1,0.6952,0.9828,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.9096,0.3348,-0.6508,-0.2104,-0.9296,-0.5784,0.1942,-0.00619999999999998,-1,-0.3264,0.0833999999999999,0.7718,0.816,0.5216,1,1,0.3104,-0.0744,-0.988,-0.3388,-0.5856,-0.3338,1,0.9982,-0.2818,0.4844,-0.3462,-0.7666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.979,0.582,-0.949,-0.9184,-0.1534,-0.9812,-0.034,0.421,-0.00280000000000002,-0.3436,-1,-0.305,-0.8992,-0.9334,0.9234,0.9906,-0.771,-0.9632,-0.09,-0.938,-0.995,-1,0.9588,0.8414,-0.276,-0.4326,-0.9998,0.0738000000000001,-0.4326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.9752,0.7294,-0.6116,-0.9222,-0.0798,-0.8554,0.2152,0.54,0.3698,0.0304,-0.5966,-0.2826,-0.5916,-0.7866,0.94,0.9916,-0.6136,-0.8466,-0.2222,-0.8914,-0.9256,-0.9926,0.9864,0.9226,-0.125,-0.3526,-0.9994,0.2452,-0.3784,-0.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,-1,-1,-0.7056,-1,-0.7842,-0.8488,-1,-0.629,-1,-0.1374,-0.5812,-0.4998,-0.7434,-1,0.853,-1,-1,-0.9266,-0.8358,-0.779,-1,-1,0.946,0.7744,-1,-0.5602,-1,-1,-0.2366,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,-1,-1,-1,-0.1668,-1,-0.3556,-1,-0.2442,-1,-1,0.1539,0.2182,0.3964,0.3208,0.9168,-1,0.2282,-0.402,-1,-0.5022,0.5106,0.2213,0.925,0.6384,-1,0.7318,0.4576,-1,-0.4412,0.3483,0.3485,0.2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,-1,-1,0.0591999999999999,0.1732,-0.7624,-0.032,0.9268,0.8426,0.7614,-0.1534,0.2212,0.2578,0.1918,0.2476,0.9924,0.9904,0.8156,-0.2706,-0.8794,-0.4454,0.1364,0.3094,0.9998,0.9918,0.9314,0.5612,0.1814,0.4192,0.8068,0.4793,0.4863,0.3106,-0.6254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,-1,-1,-1,-1,-1,-0.5542,0.25,0.363,-1,-0.868,-0.7806,-0.4576,-0.5692,-1,0.8592,-1,-1,-0.8344,-1,-1,-0.2274,-0.6882,0.9906,0.7756,-1,0.1506,-0.3312,-1,0.2936,-0.509,-0.5152,-0.7046,-0.7886,-0.7992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.9146,0.8306,-0.4122,-0.021,-0.2852,-0.4994,0.521,0.161,0.6614,-0.6642,-0.8566,-0.3414,-0.1592,0.2786,0.497,0.9568,0.2828,-0.595,-0.4902,-0.749,-0.3968,-0.785,0.9312,0.7082,0.4718,-0.165,-0.5272,0.4356,-0.0422,-0.6122,-0.6314,-0.7756,0.0758000000000001,0.1177,-0.8926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,-1,-1,-1,-1,-1,-1,-1,0.2824,-1,-1,-0.8294,-1,-1,-1,0.848,-1,-1,-1,-1,-1,-0.321,-0.7522,-1,-1,-1,0.0508,-0.4034,-1,0.1704,-0.5654,-0.5686,-0.7342,-0.8242,-0.7512,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,-1,-1,-0.9076,-1,-1,-0.9916,0.1568,-0.283,-1,-0.7718,-0.8994,-0.8484,-1,-0.5826,0.9628,-1,-0.2108,-1,-1,-0.9968,-0.9584,-0.8366,0.9198,0.6998,0.2592,-0.442,-0.892,-0.1806,-0.3124,-0.9588,-0.934,-0.85,-0.4898,-0.5032,-0.867,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,0.924,-1,-0.9116,-0.885,-0.8648,0.8646,0.565,0.8858,-1,-1,-0.0876,0.7066,-0.3046,1,1,0.4776,-1,-0.7028,-1,0.3388,-0.6042,1,1,0.311,0.9328,-0.9056,0.6528,-0.5442,-0.4626,-0.2952,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,1,-0.3336,0.656,0.9264,-0.3818,0.304,0.4814,0.995,0.4774,-1,0.9384,0.9896,-0.0654,1,1,-0.28,0.5178,0.8518,0.2012,-0.7366,0.1192,1,1,0.9316,0.4076,-1,1,0.9702,-0.6818,-0.5134,-1,-1,0.9154,-1,-1,-1,-1,0.9658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,0.9964,-0.9828,-0.4944,-0.2794,-0.8524,0.9156,0.3104,0.9222,-0.476,-1,0.3466,0.705,-0.3948,1,1,0.11,-0.8352,-0.2792,-1,-0.0264,-0.6186,1,1,0.8076,0.8418,-0.7244,0.9294,0.1088,-0.4568,-0.1624,-1,-1,-1,-1,-1,-1,-1,-0.951,0.9796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,0.9992,-0.6356,-0.2492,0.3482,-0.8936,0.4282,0.4456,0.486,0.4584,-1,0.379,0.708,-0.8604,1,0.9996,-0.7918,-0.4324,0.2756,-0.6898,-0.8568,-1,1,1,0.776,0.177,-0.5656,0.97,0.3276,-0.9496,-0.6262,-1,0.097,-0.031,-1,-1,-1,-0.6914,0.4026,0.682,-0.5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,-1,-1,0.7134,0.2164,0.9757,0.7292,-0.2848,0.4718,-1,0.808,0.4634,-0.3088,-0.7438,0.6794,-1,-1,0.5968,0.8666,0.9064,0.7261,0.466,-0.2034,-1,0.6046,0.581,0.2406,0.316,-0.0427999999999999,0.3452,-0.0104,-0.0114,-0.1358,0.46,0.6152,0.4601,0.264,0.4626,0.7233,0.6886,-1,0.6668,0.6764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,0.9912,-0.3772,-0.7854,-0.545,-1,0.7346,0.1134,0.9666,0.3292,-1,-0.4128,0.0649999999999999,0.2202,1,1,0.5862,-0.6972,0.0922000000000001,-0.3524,-0.1008,-0.4468,1,1,0.9882,0.8412,-0.284,0.9888,0.9216,-0.3852,0.0434000000000001,-1,0.1694,0.6746,0.0449999999999999,-1,-1,-1,0.0218,0.9888,0.4848,0.71,0.6312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,0.5732,-0.9256,-0.962,-0.9824,-0.9982,0.3018,-0.7436,0.0884,-0.167,-1,-0.1396,0.0536000000000001,-0.9694,1,0.9976,-0.7372,-0.8646,-0.913,-1,-0.8786,-0.6226,1,0.9998,0.6528,0.673,-0.2214,0.5714,0.4186,-0.7782,-0.2162,-0.6716,-0.1242,-0.4868,-1,-1,-1,-1,-0.9256,0.3354,-0.8798,-0.894,0.8858,-0.9402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,0.9998,-0.8952,-0.0114,0.232,-0.9902,-0.1438,-0.8336,0.7708,-0.2078,-1,0.7152,0.7494,-0.5266,0.9996,0.969,-0.7546,-0.2322,-0.0526,-1,-0.9554,-0.0766,1,1,0.7892,-0.3878,0.052,0.9766,-0.1582,-0.3648,0.0431999999999999,-0.023,-1,-0.3668,-1,-1,-1,-0.5992,0.46,-0.00339999999999996,0.0426,-0.3462,0.7886,0.8338,-0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.9992,0.9986,0.596,0.893,0.7876,-0.3232,0.872,0.9844,0.9338,0.7096,0.0688,0.8864,-0.1068,0.9792,0.9974,0.996,0.942,-0.4458,0.3638,-1,-0.417,0.1626,1,1,0.9958,0.9708,0.6418,0.9892,0.926,-0.6472,-0.1708,0.223,0.5462,-1,-1,-1,-1,-1,0.9822,0.9956,0.9884,0.884,-0.034,1,0.9266,0.9698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,0.9504,-0.5896,-0.3414,-0.0236,-0.6286,0.8106,0.9426,0.6966,0.4712,-1,0.8148,0.917,0.0142,1,1,0.7914,-1,-0.1144,-1,-0.4162,-0.2848,1,1,0.7522,0.9694,-1,0.9444,-0.0914,-0.8804,-0.8798,-1,0.1462,-1,-1,-1,-1,-1,-0.2748,0.9552,0.5632,0.5826,-0.1794,0.9812,-0.3722,0.824,0.8572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,0.9286,-0.9506,-0.779,-0.3322,-1,0.6196,0.7442,0.0326,-0.1184,-1,0.7138,0.5746,-0.8972,1,1,-0.58,-1,-0.3724,-1,-0.6316,-1,1,1,-0.313,0.1646,-0.9662,0.5726,-0.991,-0.864,-0.7124,-1,-0.2264,-1,-1,-1,-1,-1,-0.796,0.5754,-0.7274,-0.9008,0.6678,0.4706,-0.9636,-0.7038,0.163,-0.9828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,0.9796,-0.5296,-0.4118,-0.4004,-0.7744,-0.1514,0.3436,0.2918,-0.1102,-0.052,0.4712,0.902,-0.3446,1,1,-0.3594,-0.6426,-0.4304,-1,-0.884,-0.509,1,1,0.3214,0.2534,-0.2486,0.8126,-0.3154,-0.9452,-0.5732,-1,-1,0.0680000000000001,-1,-1,-1,-0.3944,0.122,0.7942,0.3764,-0.884,0.7588,0.7558,-0.5806,-0.3266,0.8768,0.148,-0.9596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,1,1,1,1,0.9998,1,1,1,0.9986,0.9588,0.9996,0.9888,1,0.9934,1,1,0.9992,0.9998,0.9694,1,0.932,1,1,1,1,0.9998,1,1,0.9976,0.9976,0.9532,0.9186,0.7528,-1,-1,-1,0.9854,1,1,1,1,-1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,0.9998,-1,0.7818,0.2886,0.356,0.95,0.9898,0.9602,-1,-1,0.8834,0.9988,0.212,1,1,0.4024,0.091,0.178,-1,0.6814,0.2478,1,1,-0.3852,0.758,0.492,0.891,-0.2248,0.0134000000000001,0.4536,-1,-1,0.6092,-1,-1,-1,0.4452,0.6448,0.998,0.9172,0.5762,0.7404,0.9866,0.141,0.9012,0.998,0.8176,0.2434,-0.3648,1,NA,NA,NA,NA,NA,NA,NA,NA
53,1,1,-0.8296,0.4718,0.67,-0.8864,0.311,0.759,0.6846,0.1934,-1,0.9732,0.966,-0.479,1,1,-0.728,-0.6486,0.4264,-0.2324,-0.7234,-0.2824,1,1,0.49,-0.3734,-0.0904,0.9988,-0.1608,-0.7978,-0.1312,-1,-1,0.8346,-1,-1,-1,-0.257,0.8512,0.8828,0.6204,-0.7612,0.822,0.9472,-0.1832,-0.0218,0.9704,0.8822,-0.487,-0.5838,1,0.939,NA,NA,NA,NA,NA,NA,NA
54,1,0.9614,0.213,0.965,0.9248,-1,0.5806,0.5472,0.1128,-1,-1,0.9366,0.4872,0.3806,1,1,0.036,-1,-0.0242,-1,0.856,-1,1,0.9992,-0.3918,-0.3482,0.293,0.5232,-0.3892,0.9414,0.6736,-1,-1,-1,-1,-1,-1,-1,0.699,0.8532,0.1458,0.7048,-1,0.957,0.7526,-0.1376,0.8238,0.835,0.5028,0.657,1,0.5862,0.7554,NA,NA,NA,NA,NA,NA
55,1,0.9258,-0.5662,0.5284,-0.4864,-1,0.359,-0.5044,0.0762,-1,-1,0.7166,0.9786,-0.8084,1,1,-0.9824,-1,-1,-1,0.633,-0.0272,1,0.9966,-0.8404,-0.4756,0.2398,-0.6448,-0.986,0.8634,0.4004,-1,-1,-1,-1,-1,-1,-1,-0.5018,0.8562,-0.9008,-0.5098,0.8856,0.8174,-0.735,-0.9958,0.9862,0.7212,0.1944,-0.6368,1,0.623,-0.2362,0.7,NA,NA,NA,NA,NA
56,1,0.966,-0.5404,0.5398,0.1402,-1,0.4636,-0.3498,0.734,-1,-1,0.6134,0.9612,-0.7038,0.9996,1,-0.8682,-1,0.2902,-1,0.4714,0.1884,1,0.9986,-0.6752,-0.5814,0.4266,0.5556,-1,0.7614,0.4602,-0.0354,-1,-1,-1,-1,-1,-1,-0.2382,0.7836,-0.4572,-0.00600000000000001,0.8242,0.9034,-0.754,-1,0.9532,0.591,0.1168,-0.8562,1,0.6338,0.2824,-0.0436,-0.588,NA,NA,NA,NA
57,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,0.981,-1,0.9996,0.9938,1,1,1,1,1,1,-1,0.9904,0.9978,0.998,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
58,1,0.9996,0.414,0.9958,0.7076,0.5298,1,0.9994,0.9976,-1,-1,0.9154,0.9994,0.941,1,1,0.9226,0.3396,0.0955999999999999,-1,0.9964,0.6284,1,0.6422,0.2952,0.9238,0.9132,0.432,0.228,0.9532,0.9132,-1,-1,0.7586,-1,-1,-1,0.5794,0.9066,1,0.9746,0.9972,0.8918,0.9994,0.7262,0.9908,1,0.9992,0.9954,0.803,1,0.9936,0.9998,0.9994,0.9784,0.999,1,NA,NA
59,1,0.9954,-0.4,0.2692,0.7888,-0.7894,-0.7604,-0.853,0.6984,0.5744,-1,0.86,0.8456,-0.6458,0.9984,0.5936,-0.9764,0.2196,0.6712,-0.3092,-0.9784,0.0591999999999999,1,1,0.7012,-0.394,0.1776,0.9908,0.3116,-0.6482,-0.241,0.1378,0.5016,0.8798,0.4392,-1,0.335,-0.203,0.8272,-0.5722,0.6936,-0.1618,0.5766,0.8322,-0.0432,-0.9272,0.9806,0.935,-0.1474,0.0549999999999999,1,0.8444,-0.4694,-0.792,-0.9778,-0.9782,1,0.9752,NA
