,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-1-X2,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,713_S-3-X2,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S1_40-44,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S2_40-44,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,714_S3_40-44,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-3-X2,-1.66840837390399,-0.182393021150256,-0.777033469413647,-0.65109497518718,-0.904782119399841,-0.939465618270603,-1.24290522029255,-1.25196393196963,-0.35563939709813,-0.955797056195278,-0.546097082063501,-1.46363012695374,-1.18310261510969,-0.664957428869983,-0.683832029105036,-1.38846978899207,-1.2684942191096,-0.836113230966771,-0.887118803089577,-1.79541397434833,-1.41988814074033,-0.960936822446347,-0.40707268411505,-0.966171015526283,-1.04894378891394,-0.305512622227966,-0.737747221800282,-1.02927801438118,-0.967217366654548,-0.168163582474939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,-0.796180500699961,-1.03580671801078,-0.863502317950352,-0.137267419142091,0.323842037931074,-0.456809258813347,-0.543224128441749,2.05608889580749,0.0516551838935217,-0.497288824158039,0.0436151133378205,-1.391500529583,-1.24830863927545,-1.19264280444926,-1.19409274670175,1.27416995697776,-1.62396588889471,-0.576861062434391,-0.32957751374667,0.466137944896123,2.07053643069039,2.13649700145623,-0.354474490358197,0.369994642171633,-0.00969108426165494,0.232398637894004,0.725512275208273,-1.25877056966901,-1.32619172907157,-0.994605993140593,-1.06530520563764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_5-9,0.418889449829478,0.562351424031966,0.259902665246033,1.65723756015821,-0.716396599691338,0.3046523047263,-0.755032653311302,-1.24477575710259,1.33353501530308,-0.651169285036662,-0.819708834625941,-0.869028147616029,-0.637389274000886,-0.377296230048841,-0.368388169068459,-0.803043315346643,-0.66319665670689,-0.674703625784337,-1.20751128857288,0.209670947175324,-0.622584154693062,0.673285508718253,1.34833987214747,-0.923052150958597,-0.452487257683025,0.346706007096674,0.951618345539991,-0.058982083732173,-0.323396606705492,-0.744199635102044,-0.561431205819354,-1.09836756261415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,0.743814128415227,-0.428860080439016,-0.0289241037533616,-0.125823120491713,-0.523347341585326,-0.204983952675405,0.646983381662612,0.333647448825946,-0.638134201346899,0.402763650242023,0.572002359530055,-0.341416785641347,-0.409408822375097,-0.307351976115752,-0.298635377357379,-0.628855899017921,0.380881433144324,1.76720915844053,-0.786029356743187,0.670671383224715,-0.37801028853277,1.34386201878463,-1.07744093669914,-0.474562297868219,0.712654261211593,0.267007518737803,0.798137082170539,1.03252733132165,-0.563810266735949,-0.835683565465653,-0.503103999514596,0.20877307825796,-0.6024710255004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,-1.58330117250972,-1.50379257495582,-1.09701687377782,-0.600321074284991,0.619103591787976,-1.25525939776504,-1.55365017485525,-1.33168147813092,-0.551236901567107,-0.780600748172372,-0.912935435572217,-1.09924018743235,-1.72458402894642,-0.915165295718909,-0.912249835250316,-1.36433510181283,-1.36753402920153,-0.866743824998943,-1.0835578292225,-1.49922157565929,-1.02446983608483,-0.648780116510347,-0.593021368341774,-0.929042924313438,-1.00938650876716,-0.732106958187715,0.0623947468357756,-1.45484893613665,-1.45971307563715,-1.36926684298416,-0.98606976955261,-0.749618214950428,-1.1264980768664,-0.214668434789945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,-1.2783556509449,-0.138410782410895,-0.604682889527655,1.03814128638583,0.0745937841539858,0.37660998862907,0.491656953241193,-0.0755499741880475,0.780679001389266,2.47173991932883,1.73201078155641,0.160170704259137,-0.907674763192957,-0.606307041876398,-0.605882526249318,-0.790773274455742,-0.313175154916152,0.968799019597435,1.11756683900046,-0.868715891323027,-0.307376306339919,1.3317495808581,0.949917769985398,-0.591974874166915,1.30643118992553,1.10752061147897,2.51602875265568,0.936919905392632,-1.0894297032296,-0.617501760229733,-0.890992562625563,1.14599815488371,0.336583933475939,2.43601846071567,1.28285683418506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_40-44,-1.71158661583112,-2.36256864394862,-1.94174893645356,-0.324490866798986,-0.886339989020796,-0.899739736802805,-2.07412065894061,-1.83425476640148,-0.978723412284691,-1.43419246331213,0.366728394300379,-1.27659581766494,-1.89384823992625,-1.98208987665142,-1.97856724506784,-2.07033080399048,-1.95842842247842,-0.90082656120111,-0.478763710033654,-1.94517265786096,0.282136377910703,-1.90309411638009,-0.36726010701933,-1.27305463780618,-1.71618108724956,-0.897290958886085,-2.27193326470821,-2.86863052391113,-2.45272448215577,-1.70838118930667,-1.67172444906811,-0.82867091777185,-1.61336934664831,-0.853799928809302,-1.73622308934778,-0.465962424888924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_1-5,-0.635511282436708,-0.792437657052807,-1.23510565002248,0.219205098673246,-0.0251658159784622,-0.0277077287076378,1.07257967016186,1.54577695432999,0.725101779084588,0.800556432432856,1.36004202481547,0.985792364636956,-0.410493193886288,-0.241287310456964,-0.23855710073675,-0.294651472599101,-0.105042045336773,0.0194421255430756,0.0978771970074219,-0.0721020276399286,-1.07153826315231,0.796234155786812,0.594334573006917,0.305165399376298,-0.135227286659273,1.35732570424048,1.37350221328355,-0.245896157384339,-0.542323255977732,-0.243000235380616,-0.265050135140355,0.385003709714825,1.24851786896215,0.453189298170481,-0.128916469195136,-0.249486880123581,-0.91186393898087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_5-9,1.11278255320453,-0.634399661186017,-0.947920450027237,0.580143621778105,-0.168411632669016,-0.488632682111863,1.19748431552397,0.824563552151084,0.460380602981923,1.42175325946569,0.757239553863468,-0.212057678097785,-0.313903719225269,-1.05323904640541,-1.04306824830363,-0.722243433987027,-0.971439242543077,0.413458494748437,-0.327891944010457,0.572209597236848,-0.588759884969709,0.582031303659397,0.705940301550744,0.797458500938771,0.711219594471712,0.727844472761409,-0.327820909666757,-1.10415713441876,-0.960472177659412,-1.3883787002501,-0.929455065529092,0.0325785055181934,0.334570371601173,0.0162351272968841,0.876619358574413,1.66144370927357,-1.55355364319611,1.70765098729855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_20-24,-0.379846302519307,0.245168806831587,0.7136269745203,-0.138705692352533,-0.191677249382482,0.799332564646747,-1.14199838850764,-0.766875375943911,-0.0887924625978198,-0.950584584719712,-0.513526683964013,-1.17869546727424,-1.18608840513597,-0.351531776914958,-0.344313867536429,0.175656428254055,-0.927663249100408,1.2724057803609,-0.66050633501516,1.28242767818286,2.20068473955621,0.980682247930745,-0.340791715641501,-0.368164342442265,-0.0779292226305867,-0.859377779310942,0.428952012560769,0.620551781990237,-0.0959057132438925,-0.788814938192482,-0.596018010645633,-0.214932072683664,-0.533677363204008,0.399576964316712,-0.588584626378885,1.92288081869653,-0.85680960873101,-0.153853138706393,-0.332780406951125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_40-44,-1.16230305214718,-1.4102876274004,-0.770497657432924,-0.0554620639957804,0.0403247876240836,-1.51393685316058,-1.52052035570202,-1.07634979570414,0.305675462880858,-0.903227295779428,-0.281696015416434,-1.86696212712253,-1.58064143871821,-1.36866278052693,-1.38078793619291,-0.920673337541734,-1.62115703580854,0.306029805078611,-0.672299056706035,-1.51005556933768,-0.400805077413729,-0.423354196547644,-0.407006323208782,-0.941804291734594,-0.48136580989634,-0.978328319347983,-1.6289363998212,-2.28051374738055,-1.62891963503194,-1.30256365671911,-1.24551879242988,-0.0699981906373393,-0.82794824384065,-0.669672238121921,-1.02848482202316,-0.264183133760673,-1.37337197373742,-0.098218713782534,-0.294692779694516,1.18201959492004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_1-5,0.841885236131843,6.62795798827272e-05,0.0142247135749211,0.312021740299979,-0.361894396894109,0.0256476504205864,0.266832984523802,-0.215177609636618,0.130377661109103,0.594981007887081,-0.752600684459859,-1.10802008057832,-0.153213105672862,-1.47709746747027,-1.4843022030658,0.583159838171872,0.263511807254986,-0.844949270506656,-0.832930723626185,0.309894672597436,-0.815425953348868,-0.832676146798537,0.0368331828360114,-0.285286796174245,-1.01647687604579,0.569671774803237,-0.579317388889267,-0.719271168113678,0.237405153665558,-0.988352216613065,-1.1450928007991,-0.524947180278448,-0.480982626527834,-0.554498214207686,-1.65216732251685,1.17748059946929,-1.40827969379582,1.83106653550905,-0.352037074966297,-1.37172469528092,-0.399931956477002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_5-9,-0.10857669858226,1.16131717165607,1.25671086137845,1.9201134456147,0.113251492404119,1.77157174908135,0.615157652256379,0.825461539070086,1.56337359031359,0.936235825268623,2.48390744461575,-0.108456687337191,-1.07660534831036,0.346878633996006,0.34756522006565,1.91054937341727,0.323166352522946,2.6730444776689,-0.402578068928262,0.994328667766041,1.54489767933621,0.766307374387888,1.53201771451887,1.04882584102863,1.59938050882066,0.550077694303083,1.28954029512517,1.3474538709355,0.902856980032945,0.393566652675218,0.231320297528299,0.392158404883014,1.28333682122498,0.920346903562446,1.00100659708231,2.64204042633102,0.0516335495726417,2.20789213827009,0.863990554569307,0.924098661948777,0.96371354673664,-0.991885949358854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_10-14,0.388754401450853,0.820607910798271,0.64570017258567,0.533309535567322,-0.625490547588073,0.476583913425819,0.758467613931578,1.36604075153805,0.0695967472020222,1.00212742474425,0.649984976237052,0.112243990797818,-1.06674800801514,-0.264411089383977,-0.259961548997379,1.32461454938289,0.0369972113152748,1.17168910702955,-0.161362117090423,0.839305020670398,1.91528814481447,0.451688279217663,0.215522904646305,0.789282812975139,1.50698185134778,0.696021601281339,1.05074688056318,0.412338050272582,-0.0157234066510588,0.350686490743305,-0.337859502678574,1.11994002772651,0.188181167011201,0.308686377068623,1.33844977447712,2.61009741496997,-0.0965700518883031,1.2609380961696,-0.0738558390936817,1.05283795752903,1.1238990484855,-1.57110305646647,0.941043574276426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_20-24,0.0931081678578724,-0.339906045149737,-0.293330748369986,0.714301524401308,-0.865762048465722,-0.00645409805233206,-0.903400584017346,0.414884487904666,-0.750967035974595,-0.947654123037982,0.786876169046295,-1.87014349705054,-1.18143016366568,-0.0387078235047138,-0.0268161446879489,-1.00792645129764,-1.1603593585934,0.089252072388002,-0.0397293921129305,0.722690683701455,-0.424643124861615,-0.828874860800423,0.300045224237374,0.426288074242346,-0.888452234718374,-0.352321878499767,-0.609472384156205,-1.24016580031198,-0.110389242791019,-0.668352590744255,-0.00945495131705394,-0.737496772007855,0.455187395111227,0.686985570526656,-0.784297652580351,-0.935784113704572,-2.27151658682771,-0.717652588087515,-0.829506334233281,1.18329819379748,-1.43163722173074,-1.2532604230385,1.08470509328822,0.318710614699706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_30-34,-0.819026705004868,-0.415862094941505,0.113057255445807,0.61621939027237,0.252706083018976,0.208239637828625,-0.739543518040812,0.62700024579241,-0.427751521015622,-0.713146834777552,0.583356895227223,-0.986859154229546,-1.10814153323022,-0.94790250788242,-0.950463691405278,-0.455530438184018,-0.96983412385474,0.715187705291701,0.466760049213547,-1.7717582740328,-1.01144993059153,-0.0362492489589455,0.259975313068902,-0.0146144482876368,-0.138134363773157,0.175844807491403,0.908718469130876,-0.900843177692695,-0.944146279076066,-0.918214621230482,-0.957981198642625,0.864297160381839,0.457598898690413,1.42441381099951,0.151755377301077,0.889360462835262,-1.88661029935828,0.522284463540814,1.12802428547902,0.694449585644367,-0.993782057668196,-0.308519090878568,1.08093516180947,1.45053255605594,-0.796457782121126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_40-44,-0.0105604625653128,1.10831718987546,-0.00833074964530296,1.10081400769507,1.23621804850083,-0.197029827431979,0.915357577181538,1.19582214248386,0.396953666570153,0.9603950857342,0.984424697393025,0.201436244099827,-0.885192231033713,-1.41314445102688,-1.41888314270712,0.831913388945658,-0.291944838402766,0.826636665838252,0.763742635449725,-0.168984591851667,-0.780531858701589,0.151021536419844,0.648200957084884,1.02791759600026,1.49441112127737,0.834840277507438,0.687558373167143,-0.574019524095314,-0.662457291483823,-0.659953065230793,-0.918688278541963,0.986021694205277,0.698233204721041,2.04492738607961,0.551092811300353,0.863671297097309,-0.21875017944706,1.5947058946511,1.91835215747462,1.91386597584668,0.387609720493129,0.662443508536074,-0.556041440783625,0.509715845996494,-1.11624645879914,-1.32969253961803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_1-5,-1.37462677579345,0.210038033718512,1.03137192754053,0.99395694973781,-0.165642557172158,1.31217125341376,-0.313466272596832,0.926578612746589,0.40173644871086,-0.086762872632156,0.784358752926178,-0.433461420796467,-1.25008217578944,-1.02582901631427,-1.03162728732349,2.12658376523537,0.135402091900069,0.528622208173041,-0.857466378770135,1.07204507837199,-0.460731832459015,0.368124572348427,0.428959076710392,0.485210455555177,-0.330833236553898,-0.878235708075517,-0.152107238548546,-0.16080370805971,0.644856801432966,-0.762280767196527,-0.854685689839112,1.22900702383581,-0.478112301173967,0.785386540252918,-1.07986523791451,2.11004751996012,-0.528761528550748,-0.383835021090936,-0.344352082717836,-0.230174063652551,0.485121723934831,-2.3127061878057,-0.470251806414675,0.353613932614464,-1.20040541789064,1.08435676533771,1.74261291519627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_10-14,0.772419258922943,0.295805128333201,0.75249640552947,-0.267424786920113,-0.76344340126276,0.655565020293067,-0.0315061382688103,0.171886854098833,2.37504322255574,-0.387911305195451,-0.568302807422392,0.120147968052161,-0.198309646819798,-0.230776634107734,-0.220477416941009,-0.131357891794008,0.132500303926357,0.034919304073392,-1.3326750318835,0.730154646004302,-0.382051132153406,1.48610347770352,1.22385008357736,0.416352340378304,-0.386321387041933,0.277002724033848,1.61070572672719,0.922488913935585,-0.00233934550435676,-0.797528575544905,-0.448495167229783,0.735255612254272,2.2919073378632,0.950235052579216,-0.669409923269344,1.37078769505483,-0.705756383575905,1.27726233763737,0.957700819029583,-0.0476691131249707,0.337911037821983,-0.0759636176654008,2.29400220156885,0.421262959462291,1.81787179531578,1.25295709441437,1.5404816020008,0.954088484526845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_20-24,0.0143113471522156,-0.672808493008286,-0.639568368172492,-1.34485289467115,-0.648497397053618,-0.338793958566202,-0.221234937858886,-0.08367824397337,-0.110002642704765,0.23635675373841,-0.552138931275924,-0.0914787422324973,0.00515359443306192,-0.59463436342693,-0.599231945730292,0.630162934987283,0.644864511771308,-0.175507917719395,-0.628762009290277,1.38319501216835,-0.0715455757168846,-0.409948669426174,-1.16281427335233,-0.11793689972557,-0.289832885456433,-0.205897447660346,0.148281508550106,-0.606567303078126,-0.601538254861706,-1.11013350279507,-0.887599714630466,-0.368926996037424,-1.11980334214329,-0.845143443648785,-0.946102051637183,1.56646545587908,0.384360801835383,0.231670200828557,-0.160006722753447,-0.417557295457876,-0.290330374922465,-0.794363066418269,-0.186886710275127,-0.348254462984102,0.426946494230679,0.551923175976503,1.20796833367171,-0.839647789217699,-1.07314742587342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_30-34,-1.51009629293212,-1.72423233633688,-1.40497636234446,-0.790798587449101,-0.45446532700491,-0.963765561819369,-1.4511664888938,-1.35965067602956,-0.852408896350569,-0.965805023046995,-1.31398062856624,-2.10118418365554,-1.14649315625217,-1.15526300425546,-1.15793943399545,-1.40774025605811,-1.1676486721936,-1.06433655387008,-1.02523670977248,-0.304571707494006,0.909566749926294,-0.779103412805924,-0.83670583260749,-1.13960484847963,-0.981182554080694,-0.949890891836665,-1.32943585039543,-1.84352380853922,-1.79015201265742,-1.5880655243766,-1.39857392055001,-1.08868997088371,-1.33113572609159,-0.83412267637406,-1.44168309929066,-0.834486693886522,-1.84851085316741,-0.0647744632734556,-1.14843429836292,-1.40745284416793,-1.35318634200272,-0.931980819190781,0.927897371165724,-0.0478414294964103,-1.32556861241416,-1.02864277398192,0.201418267508029,-1.30257898052203,-1.02593372676268,-0.691397177603383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_10-14,-0.355809885454054,-1.36755197890123,-1.31752047804482,2.26362458653284,-0.754747021463765,-0.939173621759677,-0.0772630993167325,0.210037487634835,2.62120101121037,-0.468787389410329,-0.381559252619341,-0.885430775025532,-0.914832462617613,-1.08221764356009,-1.08627635318027,-0.640398977631998,-0.0128849210590766,-0.128396429192201,-1.11837979597141,0.262493874200362,1.15128278925903,1.48797193680863,2.043579408024,0.73262698662501,-1.25646342550017,-0.115348482318604,-0.168476158934837,-1.10115230004046,-1.48036912715786,-1.47786518723698,-1.19952940158588,0.599622545592496,-0.18110417815948,0.210764224640861,-0.724282350835904,1.59058633518335,-1.16160981453231,1.02311486208562,-0.412619246869369,-0.00935995864151506,-0.0604456864600905,-1.25204818950699,1.71417235079597,0.190136062935197,1.14299585689671,1.12876230700715,1.67343464259372,-0.282773334185359,1.74275645082657,-1.72935932334882,-1.02584101634687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_20-24,0.086162440142466,-0.625839561284485,-0.398182763712707,0.280558828195319,-0.903437746549213,-0.748844942835425,-0.627316634475773,-0.726369023707352,0.90860995039427,-0.398871317784781,-0.0804228523852422,-0.788811885986611,-0.658134471473247,-0.509518913569814,-0.501310781985457,-0.83674695753561,-0.559531729268969,-0.38609755992301,-1.21466321773598,-0.689851951936972,-0.842804439426853,-0.010327182391211,0.920003924702529,-0.0292058393527372,-0.818072064484039,-0.405772182323716,0.294126352752369,-0.105209761838257,-0.65669718316331,-1.20929598037876,-0.795575752816751,0.0485100188707441,-0.889364719683118,-0.804087095790564,-0.801384774610918,0.181451590801996,-1.61580468769801,0.271113667137237,-0.167477948003825,-0.240945468111158,-0.679299305812539,-0.0362880724993675,0.841026766238773,-0.0920572636324788,0.427553541522014,0.419236967812593,1.47120426714647,0.532891369906679,-0.46392602359186,-1.80864219838743,-1.33735212489315,-0.0879732330131014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_30-34,-0.399755413327034,-1.01717522101622,-1.02353660222189,-0.347396451405505,0.953799147413849,-0.500920328659022,-0.861738191132221,-0.821600245320191,-0.62572022379759,0.607045125035574,0.0525931319709605,1.43012688689269,-0.912634179639633,-1.24751755476664,-1.24672465023238,-0.37297457112278,-0.754157860276686,-0.699991833034514,-0.551645617982701,-1.10637361486832,-0.95431503416574,-0.980622538075167,-0.407775601949122,-0.0609291535727042,0.948921231435065,-1.08214934609515,-1.01340359486038,-0.763697827552308,-1.10916093539067,-1.15598003099159,-1.36014577132325,-0.503568938661524,-0.383582640486207,0.0266263469146153,-0.802131321067161,1.38672603404936,-1.21782950221737,1.49037892503579,-0.0675725878166532,-0.190404742814903,-0.953976543358408,-0.833634149054525,-0.243046740808596,-0.194186862919277,-0.289889085851556,-0.819685707932432,-0.225943975986562,-0.267720394947688,-0.143069942476743,1.57438341316731,-1.25304367771291,-0.550333880403337,-0.804191389406819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_20-24,-0.757221771506688,0.306497659040436,1.26040416655296,1.29649477315021,-0.27094198099506,0.23760954326248,0.320810579056016,-0.321607658264707,-0.440477828673793,0.237677596831363,0.790810653547374,0.58478199284393,-0.403022707579187,-0.380255066873467,-0.379855038238533,1.42990747238659,-0.814677051754651,1.74491028546698,-0.640664203656438,0.332268435483598,-0.694951406354055,0.65826093337028,0.490258156218606,-0.927748485750754,0.552733097153571,0.258106174221631,1.44387258959838,0.5411015249899,-0.666297242410638,-0.649086402087601,-0.48828449958348,1.55857835903053,0.85115968599139,1.05671195954973,0.00770597363221978,2.62361566266851,-0.705565624283135,1.42220605114412,2.24637007698066,0.483296457806368,-0.492799775466431,1.43280488942616,1.64675193105959,1.68032121723638,-0.456270959434752,0.461509399581335,1.11861269226096,2.58292035543758,1.26800961297594,-0.242029500113295,-0.219479248507171,1.20355387080409,-1.14410675552409,2.1262966593823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_30-34,-1.15667054536104,0.369503935866737,1.35892374666161,0.385860254391674,-0.0487594257520885,0.47157992695721,-1.22761133566504,-0.607699733615254,0.240930728164223,-1.16217406581218,1.06344520218507,-0.688909935924099,-1.52448047466691,-0.405831971629057,-0.406109580700452,0.710463729485593,-1.00356550814034,0.903934504581294,-0.964304128831427,0.608573670902299,2.02315760202954,0.572015908548756,0.291887477749773,-1.06451717616347,-0.185306110889156,-0.418615391071851,1.21483674161664,0.315316162676343,-0.525145659646691,-0.746369189267237,-0.562807687904685,0.851150193909553,0.273633681104493,1.25386706180457,-0.578300704358316,2.42837017142988,-0.399101085944182,0.495995856456288,1.25467859370308,0.209365423626581,1.00360751068743,-0.349246516375157,1.89251053748571,1.74747110571649,0.180638918476762,0.233272923520521,1.74466080669509,1.19463543191258,-0.123732140470266,0.00192719564916899,-0.892376368852275,0.933873352585613,-0.276708932966174,1.75494037337063,1.45472355906134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_1-5,-0.365661914477243,-0.898161028896364,-0.0340556928526672,-0.511079581583583,-0.893931350217825,0.069886337920138,0.181518320621198,0.362867018735049,-0.0770571465076839,-0.384126839474278,0.551087562677801,-0.617693136784496,0.736723303262252,-0.696708666220334,-0.650050305226988,-0.361784166591402,-0.749070711641737,-0.389631380566962,-0.524151250491824,-0.179622111831618,-0.866380256282939,-0.238434148313655,-0.000951790654181887,-0.430156056539015,-0.958953166495127,1.14349268313905,0.777965927201429,-0.155025500443082,-0.931336250330911,-1.50833671566749,-1.54300533146259,0.839017182820635,0.281080322888294,0.224095425149782,-1.24570300971855,-0.735218796579798,-1.11131597474611,0.829074184836967,1.09597917500303,1.25964545504067,-0.230357755713134,0.152712192727785,-0.304955007348046,0.159959877893356,0.0044926063190943,-0.0092436435229141,0.726082346871586,0.0646618115969157,0.131811701662472,0.186002052607161,0.166740899422881,0.541074930948334,-0.569193391309616,-0.268635975706058,-0.111511079995808,-0.27743295821999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
