,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-1-X2,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,713_S-3-X2,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S1_40-44,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S2_40-44,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,714_S3_40-44,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
716_S1_10-14,-0.174762151577739,-0.889068493940892,-0.10720626289358,-0.37482642867776,-0.740892581324869,0.304662698124092,-0.875386224982959,-0.222797814525416,0.990818072795705,-1.4328473300525,-0.881754783552522,-1.53892531848626,-1.18280226089126,0.289692115296801,0.293853688651434,-0.531520837848345,1.83367433151742,0.102625752122745,-0.578397003196165,-1.33312618897062,-1.00414821808779,0.894495131906768,-0.381918817805747,-0.423947289228313,-1.3052327139683,-0.231111115279121,1.02285305643433,-0.328384464683989,-0.345767752566025,-1.10637482619499,-0.816615833573628,1.09731641633092,-0.650372594979492,0.117001992625344,-1.402525248474,-1.07939534940934,-2.13423274859367,0.0476901629802317,-0.964975918894253,-0.500719608543503,-0.124876301507565,0.330984562990729,2.54150473507588,0.0293766330470805,3.21953129627705,-0.305128942949245,1.49859124804342,1.2647946168728,-0.697036548118215,-0.545517480853366,-1.56683861736176,-0.872374199811106,-0.174979590186997,-0.94577497328938,-0.253723129539739,-0.775663283025756,-1.07144399424561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_20-24,-1.30054159499773,-0.224488521787678,-0.146218348474258,0.143736524936268,0.68148609934785,-0.403699969129712,-0.92904853452202,-0.208263323430309,1.01225308685522,-1.41674090177477,0.963257449767896,-1.03761993063695,-2.06632520636719,-0.0124809271481766,-0.0493922785564613,-0.333146864440001,0.275882337949197,0.317900476623652,-0.935475073540728,-1.56365800456013,-0.699827903061357,-0.0182438069692808,0.708976398806705,-0.011477878618662,-0.573864915734719,-0.745663615630435,-0.22638064373587,-0.309033064450508,0.111593975234784,1.4868060434184,-0.421727418380555,0.61504558855062,0.155196332411861,0.41068138901023,-0.0386681603778122,1.05087422836895,-1.7685583635117,0.877576612393569,-0.5050387943669,1.4661457202375,0.141106099393654,-0.188993030483053,1.94279513904864,1.62905423027648,-0.400314113531942,0.483973463032966,1.31898043499497,0.575551160159657,0.408645045738737,-0.298695074422213,-0.760155594549373,-0.588214649961603,-0.506466090602457,-1.12895160790701,0.520822226747454,0.342124552764241,-0.0927007280158217,0.483668329006269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_30-34,-1.63551330368224,-0.422528427478532,-0.751230556168504,-0.111361433491377,-0.624287449604166,-0.990901751855393,-0.955484863488836,0.0632940742718837,0.443593961121742,-0.809508799518602,0.16893175851107,-0.77837631774091,-2.13041489329332,-0.545058434371311,-0.55702211351196,-0.220537582847967,-0.604225594387125,-0.543809239426697,-0.973110692790187,-0.522736472372794,-0.260499222320194,-0.0892727085750327,0.181623229780076,-0.467062191528965,-0.0168579043502771,-1.03651664172168,-0.686120731348655,-0.923330180947724,-0.450491445417773,0.508072936245943,-0.221070144763321,-0.0282649256541942,-0.209502282376739,0.0516721637991579,-0.583422922871414,0.382838105477791,-1.34170303675345,-0.219024344423458,-0.447164109400724,2.07542162492675,-0.0647736083886192,-0.0784231488865991,1.91342838436168,1.19220633912416,-0.928461204729215,-0.380518811319082,-0.0517998254706131,0.434504241736436,0.0908779611389971,-0.134153701148264,-0.333219345667701,-0.728580453927964,-0.728980032260208,-1.24015335145112,0.700864690421313,0.94092218418877,-0.714686690196244,-0.476536563725635,-0.819949707342165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_1-5,-1.34245175386058,-1.84135523143006,-1.3087063515366,-0.435519286532648,-1.03760200352245,-1.23361451792352,-0.856365181883428,-1.45368782979346,-0.533644793357821,-0.550639876192557,-0.124602287852249,-1.25531191259423,0.446582609490947,-1.60282321083498,-1.59585228651155,-1.75654727610629,-1.38004238580047,-1.02872119869217,-0.63245498647422,-1.10541715352936,-1.44375201176186,-2.24831700356678,-0.403152439188242,-0.77391197319766,-1.42988018146639,0.703553984345548,-1.45677537889911,-1.43608604854016,-0.714605284953437,-1.21634734134972,-1.14751385785656,-1.59669070967417,-0.399303451175196,-0.189815339587095,-1.58293555871004,-1.6169298206044,-1.78372123698225,-1.22162713659932,0.0121249535743325,-0.723276273653251,-1.28179090049501,1.04849269924686,0.297928285966747,-0.415546876729092,-1.05466149309307,-1.05278413127029,-0.644601301720243,-1.06272523915583,-0.00967179942976468,0.316432018235542,-0.842863027515943,-0.402395150637693,-0.466552002284687,0.272881326530244,0.164768437171619,-1.0798757703719,1.1990661473553,-1.14661170772526,-0.938617588907305,-1.85478296322721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_10-14,-1.4982607581251,-0.996461053792859,-1.17515409720896,-0.820985036265354,-0.856193510289915,-1.4508374482183,-1.16927000677478,-1.41855245429534,-0.301813620579756,-1.37669381658445,-1.00239493417877,-1.63632625778733,-1.59742464155551,-1.27958474482484,-1.27389394147905,-1.24429856179667,-1.74675404738336,-0.380810894508477,-0.0377481930463655,-1.97685130124243,-1.06666234035382,-1.0662404345347,-0.296209973255921,-0.640898993096813,-0.814713763349899,0.291744872154783,-0.632334024573859,-1.72215579899613,-1.06770990841174,-0.174667001590689,-1.16314635572668,-1.03124479085893,-1.07296710095472,-1.15958088490335,-1.15420184994197,-0.274700282494433,-1.93461592413621,-0.602564362454101,-1.39219380892581,-1.03600376988088,-1.535556875764,-0.405029986664468,0.950041977429795,-0.448854349179941,-1.06431556181493,-0.754469167311532,0.425459949909598,-0.00798696443212026,-0.993743239819216,-0.987099924010821,-1.99629008211221,-1.59395717889676,-1.40803254827666,-0.913294570552776,-0.309914617944779,-0.761679804463016,-0.350465611794228,-1.05780959804583,-0.881362576239989,-0.830530579711109,-1.95699700599211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_20-24,-1.45847248152916,-0.4240163937549,-0.37777825177523,-0.394309494586946,-0.772821566931809,-0.74545726908278,-0.931409342329217,-1.07142371154377,0.425527684986002,-0.943746520584674,0.505892393524964,-1.7511675027692,-1.70617515932456,-1.07304819440125,-1.08217408410403,-0.69159182453394,-0.667381193925342,-0.211650194087642,0.464041871360546,-1.52731696689006,-0.361639962089541,-0.900281776630426,0.137576502815303,-0.623570066651006,-0.464269070415228,-0.18716615712483,-0.461821975916419,-0.265800503700752,-0.862142445923076,-0.927543517054596,-0.992210361407968,-0.44585159177634,0.536301419651639,0.446340588961595,-0.63538495590402,-0.0561657432030604,-1.51238564606593,-0.775915888907137,0.511795900544525,1.21128486219228,-1.28546695991133,0.0384085997705633,1.22380638076665,0.962566526167608,0.645673434296648,-0.207129882897069,0.0247579528690563,0.0440566167753823,0.410423019976398,-0.0964362291227464,-1.48812425747164,0.0544978136070113,-1.05624460993864,-0.989226053549325,-0.332511938989166,-0.16769247813688,-1.21087129208464,-0.105092750390664,-1.45186610800694,-1.20759440585777,-2.3950666011606,0.285157369745475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_30-34,-0.945805636474184,-0.460095106041576,-0.643915482694402,-0.276532400628271,0.0246748297393389,-1.47199242537486,-0.272191075719834,-0.828333796415736,-0.0572860678141099,-0.498382414041363,-0.743512481106873,-1.90347311332781,-0.966655356370914,-1.25053946023655,-1.26831127389373,-1.10024755903855,-0.601480645009326,-0.139341479783809,-0.83539913032705,-1.39149689626673,-1.10896146079418,-0.725952259442121,-0.0217282550828822,-0.93995490242271,0.16633267015975,0.0729352708468137,-1.04993936811527,-1.33708628409047,-0.810249855145393,-1.50772736460946,-1.41863368923364,-0.83337055783862,-0.42718671024464,-0.680911928789204,-1.30089305412785,-0.7408689937572,-1.92862201119386,0.94476403516399,-0.567136676651509,-1.03476954287634,-1.44817054000872,0.595389861169436,0.855245317671705,-0.201338383356031,-1.58618085941271,-1.02325496385054,0.906792587144608,0.128618640412753,-0.443979116872277,-0.0579917052193863,-1.3719363772587,-0.76181016074244,-0.753251459659932,-0.833688750215917,-0.283734393065079,-0.614351150208598,0.0892270477323959,-0.0988541451802338,-1.09064489915024,-1.59041711776944,-0.989429413272156,-1.03682002965071,-1.3150112862091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_10-14,-0.480943044815477,1.01778231502211,0.366502414533837,-1.07320701144422,-1.04211902825272,0.581906978755135,-0.634021238228963,-0.298523072915216,-0.609466367490477,-0.690978555920473,0.806004693726962,-0.161157000449649,-1.49858324782798,-0.0339654236378975,-0.0317436982636707,0.780964159202669,0.213889163981784,0.209627442580327,-1.07870144808354,-0.206601273618415,0.511858491975986,0.273089910570482,-0.930462582927176,-0.291132874201652,-1.71571214337443,-0.026621798487094,0.459572549730661,1.13027501626459,0.1532174132818,-0.246557304187359,-0.258243891780429,-0.535579397724969,-1.77728761830557,-0.786377644673311,-1.41934517579585,1.25897397833416,-0.351627101006573,1.78988535055144,0.35768013270197,-0.835579775549165,0.302504056019369,-2.1779092916961,-0.0529891254271059,-1.28367500763351,-1.17965017266562,-0.0799379957529756,-0.169864193983878,-1.17692178277238,-0.928550912207335,-1.1474696242666,-1.93609615650748,-0.793536588490006,-0.915780522694861,-0.46476142626429,-0.35924132284487,-0.630063576526624,-1.02582626971488,-1.08814252293708,0.896410357218224,0.712941638848149,-0.03791432074635,0.0944743000537341,0.692184748842574,0.507943865533748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_20-24,-0.365447330406404,-0.73710748181718,-0.857521656012305,0.736283912209909,0.464501383941838,-0.254530891967939,-0.402913045713603,-0.361884891577152,0.0835501224749197,-0.0111890659191351,0.791851908973432,-1.10668678741731,-0.372615571042554,-0.806469817676152,-0.803699565446926,0.418763130566358,-0.773665528805417,-0.0319074784083918,-0.74831755940027,0.908792973320461,-0.180815073109405,-0.549938398406901,-0.00931939557184826,-0.0273511609198462,-0.620376970746179,-0.369571905692264,-0.360573956748752,-0.809143343702594,-0.848382561165319,-0.742412336003458,-0.801797331277201,-0.690687619630468,-0.996589574513543,-0.530440611469405,-0.214367314513303,1.70836724624669,0.00715798789940986,-0.0030001452171119,-0.267502353143844,-0.502789243453591,-0.91937782605619,-1.36779969751465,-0.4561617070274,-0.587992414843928,0.748806190666272,0.771933383942136,1.11184144605499,-0.680944162555415,-0.0105502137366355,-0.539449500353839,-1.04606855879373,-0.366361753555501,0.387561770194181,0.166286061634594,1.26593656574747,1.02276994912049,-0.136543613883482,0.50439218532681,-0.184744536287905,-0.757546869121621,-0.240399401761738,-1.21577785347943,-0.275292343107055,-1.33060749601736,-0.996952029313417,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_30-34,-1.25017658075539,-0.876722758159896,-0.854513416208145,-0.0924969883731819,0.73445268426583,-1.41147765805021,-0.600784770090827,-1.02739358579699,-0.255332447409123,0.00763696932275225,-0.89792055292099,-0.751916962441167,-0.904497672174993,-1.17396031093903,-1.18511022835764,-0.44916211612736,-0.33167906741677,0.0153273015283442,-0.781488020297321,-0.665013351751479,-0.897541489235107,-0.270758253346992,-0.478608656460457,-1.17198629625139,0.378440763829606,-0.362251441678948,0.367901677921458,-1.14369124885609,-1.10540206490207,-1.27768378632676,-1.03402738029528,-0.0136651274026031,-1.43137068330942,-0.345998077328928,-0.341192766729462,1.58243955870601,-1.21062160366631,0.816369974704115,1.19778795176183,-0.694647846767656,-1.43971968643156,-0.402626300783422,0.889936335405792,1.17006892637524,-0.270142660267944,0.0557038394994063,0.102531057126743,0.348608257346978,-0.159334175541085,-0.388274414767628,-1.6783425278303,-1.1711947731149,-0.607324577498255,2.00633393253761,0.87285784580514,1.3351378628833,-0.614660047852843,-0.984606980854354,-0.311265364084304,-1.25810180488068,-0.666692969207829,-1.14920546339212,-0.925355665872444,-1.64921573498246,-1.26119738866584,1.44496219148441,NA,NA,NA,NA,NA,NA,NA,NA
717_S2_1-5,-0.592100160451591,-1.40936961268649,-0.926339294751105,-0.418452567770137,-0.946947176480093,-0.357851052031019,0.260435087009043,-0.0204160437875138,-0.100341980297352,-0.165069921421291,0.284767281503798,-0.589284235935708,0.646688823808695,-0.669589831681118,-0.629617198328005,-1.30601997355877,-1.01802377867075,-0.362487908613383,-0.637291953324916,-0.355054198950223,-1.18462849251937,-0.997090091834534,0.0666977988856565,-0.325763278547197,-0.681984161410439,0.613585210675139,0.249974520285895,-0.664683486855725,-0.974455563658792,-1.26214711448873,-0.969557763450976,-0.853561979964649,0.266652083140725,0.172964805514344,-0.877230992621177,-0.820706818112462,-1.11857754664678,0.101758697333814,0.762169311035156,-0.0189451777522543,-0.620821681288552,1.81122881364998,0.89234751213687,0.401630684155301,-0.849747085306207,-0.343782640123982,0.0656394149081497,-0.828776727554862,0.36981113527038,-0.0282789324579298,0.0595009611218599,0.327993746723044,-0.55892161095753,0.664543837122841,0.0524229136143403,-0.496489934957545,-0.494609261528636,-0.902203599144436,-0.594186236069646,-1.45022173982232,0.244349360400257,-0.93767719911738,-1.72231338947677,-0.463496916248064,0.508910238451204,-0.665950502058596,-0.601417512241357,NA,NA,NA,NA,NA,NA,NA
717_S2_10-14,-0.597670182523752,-1.25063114467662,0.0258380239306959,0.756693038299722,-0.574336760063891,0.486782930966662,-0.609540959557545,-0.200652432588284,1.77005006250164,-0.586199973438892,0.981576479712905,-2.10698811803578,-1.55447116659686,-0.333856334531633,-0.314176918008567,-0.986231238275722,0.945772919918184,1.62166214837167,-0.0597725793091066,-1.84615045580657,-0.980914793657445,1.73729041558558,0.974633875630233,-0.41841484557697,-0.448478069909492,-0.489182317949787,-0.558378664859476,-1.09172580231959,-0.659058990480972,-0.813461469222952,-0.455811975462887,0.864977414144164,0.675946323860331,0.542652657039705,-0.794009778629424,-0.207936104341729,-2.5711796372919,-0.03039436230631,-1.42484106408201,0.617741775732866,-0.477543838327342,-0.235266654853361,2.10740186084302,0.331582449131181,-0.107204603016402,0.433388022054504,1.98093274535478,0.166101110042104,0.955450209748088,0.374391217834745,-1.95824540324572,-0.101288056052335,-0.162987125595034,-0.993360392708079,0.134348536285382,0.456351074149689,-1.16120596820935,-0.0388592840028551,0.316383510879681,0.18133689257642,-1.25446642202869,-0.870516917242999,-0.0520970111241775,0.107370462419072,0.811161871275715,0.672975543660042,-0.0540286542935,-1.24974919359486,NA,NA,NA,NA,NA,NA
717_S2_20-24,-1.96821915189102,-0.343946990605938,-0.443409575925548,0.652036456870562,-0.294165490787081,-0.341176640115597,-1.03934866350714,-0.638574084014378,1.05856513774482,-1.3138636698719,0.651170913434684,-1.40285154366147,-1.94000892906775,-1.08304951374183,-1.10039514130498,-0.927162470561691,-0.886416051592726,0.989706380042554,0.019356210334389,-1.78111240609491,-1.22727918737519,-0.815010376552481,0.855136409649242,0.328470154506771,-0.861124004126253,-0.772973941281683,-0.779909293254611,-0.0230471250220368,-0.380048492195313,-1.11346215904581,-1.39421781106989,-0.318992283631154,0.862725924367011,0.983308907379714,-0.241272605757847,-0.663678391759289,-1.61140527755776,-1.19953967445892,-0.0125624783085266,1.76503716389373,-0.524043511168798,-0.806843352768764,1.11220583586915,1.0099428600753,0.777788643724466,0.0321456022836604,0.871817723007852,-0.375387691451778,1.176331573878,0.0915928677635551,-0.814081959625762,0.366654082641723,0.0348520660833084,-1.00051659107419,0.168401361890292,0.253891702526473,-0.73905655372202,0.0880444090252915,-0.614365874447072,-0.967901036475421,-1.96622996822772,-1.0571122858711,-1.11248373050297,-1.51662896876875,0.767732564666811,-0.143862148255681,-0.768860400263475,-1.70669883561123,0.129352260846576,NA,NA,NA,NA,NA
717_S2_30-34,-0.63567043879793,-0.131996081027734,-0.517034293785051,0.352844766471477,0.831225768546637,-1.17576299883039,-0.591559794659968,-0.0944436258997991,0.305105066690649,-0.0217283570285909,-0.657556186515421,-0.342043236813193,-0.901617274746211,-1.75784934845292,-1.76702291628267,-0.0588791263294803,-1.31282041950244,-0.363088364003709,0.111429208813162,-0.752905774160453,-0.939464998860486,-1.0888449819451,-0.288994422239245,-0.76634196555169,0.861300614195569,0.411721613713714,-0.642407119654002,-1.38106150010103,-1.165983286325,-1.29531177963583,-1.05774269702632,0.139840499003988,-0.205611693516916,-0.266423254597538,-0.17934408160568,1.09709685074979,-0.0757726880571643,0.868199496702913,-0.465155005205362,0.78925229244531,0.311658768417881,0.78042031148492,0.651848292992502,-0.227487259504506,-1.87938161556645,-1.25717327579369,0.556341455515148,0.994459168009382,-0.0632065189242765,0.240305777029499,-0.0250992991197122,0.0267047537560702,-0.144607882022123,-0.496112877392121,-0.289520072888185,1.27801898750407,-0.0449747699362181,1.14917221670087,0.0456434175426936,-0.174466796980128,-0.810765753753798,-0.46027358747801,-1.8631267187842,-1.64492661502473,0.514388732645519,-0.937062870853439,-1.45491174206618,-0.270609451122168,0.982900205972888,-1.06283160581262,NA,NA,NA,NA
717_S3_1-5,-0.729226489334872,-0.288457385950249,-0.305524909869659,0.930738530615776,-0.264704672173652,-0.109662171423955,-0.00350517266292028,0.124309134620685,0.748364261558096,0.396857106616704,2.11335333323176,-0.341853714127053,-0.830894409657268,0.0594208587645825,0.052368497028814,0.343720127209695,0.236030489866545,-0.103437066678945,-0.700734792710454,0.0317792593736602,-0.275827562183345,-0.306568133566106,0.491383384340535,0.22384038015271,-0.190590155407961,-0.312526586109009,-0.0161284798777949,0.0879540629050933,-0.0415855771204112,-0.22214884945269,-0.137946170773199,0.136663386178212,-0.205779527691809,0.192270967821267,0.197486654295055,0.5936885960874,-0.238093736736877,0.113478893071191,0.968966358182294,0.261575156999098,0.186349524167682,-0.185298644942234,-0.453646495989564,-0.231203238484694,0.936671808866616,0.407885137813227,1.08512450012455,1.69883922499956,1.54693333745661,1.46221571822534,-0.226667021526175,1.77914896011616,0.77187888302002,-0.910512698295392,1.38646695294486,1.25184522226423,-0.416541285865431,0.156756732767532,-0.195370191029288,-0.2238031974723,-0.657369268684876,-0.479517737267615,-0.625830468371786,0.257790736351282,0.20253247322023,1.82116777799554,0.931435972675868,-0.84532451020103,0.171772976843457,-0.529729408569775,0.48844606458538,NA,NA,NA
717_S3_10-14,0.495476420349626,-0.583149471535951,-0.666681394398128,-0.35173383255471,-0.78571911143629,-1.05556064281877,-0.226989413111851,-0.0095626313546254,-1.09530016452923,0.227234804057387,-0.425176351130363,-0.84425132586326,-0.741347630517935,-0.548118500590169,-0.536759876707107,-1.0162735266378,-0.920536515000527,-0.410919973495528,-0.965993585762818,0.116761400896558,-0.64034090947776,0.514498734676592,-1.11302507569007,0.211086599908151,0.259504137638905,0.0611918414952676,0.154317834541295,-0.71331121885446,-0.898173524318255,-1.23601025359144,-0.910320732634669,-0.299771075832133,-1.22833011795653,-0.969194014872714,0.709994560291216,1.44698302480649,-1.45633047341881,-0.150245545691508,-0.658192078474727,0.189375865951958,-0.347642393882063,-1.52850719693859,0.217145770499388,-0.169028587155959,-0.0648332976292646,0.978094401249647,1.48035272335395,-0.104037980700908,-0.744971864614906,-1.46039730199372,-0.814761195209965,-0.857241816304428,-0.818805302188304,-0.354989951896291,1.83940191450001,1.37754424657297,0.68836192262873,-0.783883180377608,-0.0327765359982054,-0.332997161446128,-0.478673198038227,-1.60749882257272,0.0231468994558478,-0.923477853849899,-0.980951379505817,-0.533194684931279,0.29549601258918,0.279094452561642,-0.807282813955395,0.563389820939381,-0.433158851652488,1.68228104196872,NA,NA
717_S3_20-24,-1.270392889438,-0.533945486110457,-0.599636644458183,0.138285079352192,-0.89418288465972,-0.226987378349423,-0.268659149054488,0.0909893591814451,0.258562443873462,0.320147919078014,0.517151904484281,-0.243622452229003,-1.5595928629777,-0.738267696022308,-0.749536149375508,-0.0446095773017365,0.342055159073944,-0.0630015716768649,-0.394538988659653,-0.772817853398543,-1.12526296534821,-0.52742506184007,0.110627250800634,-0.303476499910245,0.508794030014903,-0.679690594222964,0.0301296822939721,-0.671842405671171,-0.835253871544007,-0.893889448167311,-0.873637429929959,0.133859734769101,-0.510972477244191,0.227593889280569,0.597160059915663,0.77953082376075,-0.589044663940449,-0.242361385221132,0.519142240744159,0.815424946977603,0.285395980441367,-0.670627444321442,-0.0736770803064389,0.85146424381297,-0.62559397077696,0.0200143001886171,0.892100909335514,0.179984305446405,0.194294990157657,0.353769074703645,-0.83996593301276,0.10405180426929,-0.0765300798605479,-0.140524116342957,0.591820257354549,1.19554504874987,-0.991674001170079,-0.474449420851444,0.472355313066956,-0.231101904976133,-1.53248240829971,-0.296403169267491,-0.633369875051313,-0.520773715852266,-0.578318210653847,0.255690978532617,1.09586465301119,-1.14562241461884,-0.533675379525203,-0.301275755667644,0.483519927724721,-0.159078931523538,0.748834027672758,NA
