,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_10-14,716_E3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34
714_E1_20-24,-0.28525010060772,-1.00447413721749,0.131251155669833,0.479467460039583,-0.283197161901172,0.28670347733052,0.268982139978271,1.11809280542478,0.543704703356369,-0.0168871559878412,-0.39409848989715,0.602998679876368,-0.798281780588193,0.0984196704520123,-1.06841565446033,0.316588749184433,1.68622309410159,1.16743036267527,1.05505275373353,1.05578214057465,-0.373221769842015,-0.685233087229142,0.316588749184433,-0.194698231281289,-1.06603006204255,-0.188688849238323,1.65366759999174,-0.379483827209475,-1.44955097436812,-0.410317363541309,0.119975480121045,-1.16450437223715,0.0391738563977843,-0.443258985343143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.355581956082785,-0.0842359965814281,3.56669856800972,0.94500892884235,-1.03943663434301,3.15952923060741,0.697119379023352,1.41068771605066,3.17146778697573,3.24832222356279,-0.154868549659422,2.5860186544773,-0.408492797592219,2.97540443712569,-0.489197021910973,0.495999093220743,0.635610654629659,3.09595883746756,2.53293161940204,2.60057934104505,-0.0775825050182028,-0.350752290583921,0.495999093220743,0.505458799862393,-0.382026108555953,1.65683699060106,0.895148921728435,-0.572960700290246,-0.586298346505307,-1.054127227218,-0.610090633430265,-1.16625988865136,0.223231776711762,-0.909963607828346,-0.399701764797082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,-0.320020143709106,-0.294693843176479,0.00854925964536716,-0.373584798042068,0.582395561637527,-0.111799155924784,-0.635798814911142,-0.395602521684664,0.240507667651071,0.261482784178516,0.787212212551924,0.311327831342841,0.393211013758112,0.133590440774772,-1.12823810766943,-0.851995585672694,0.105250643601312,-0.701658025796485,-0.320419136385204,0.152230181328157,0.922733939447092,-0.607023990551358,-0.851995585672694,-1.57585315189426,0.145826386981649,0.324390028240229,2.20083975867968,0.144974985121551,-0.330929342820786,1.80150906460987,1.68249484538406,0.929120949146657,-0.248366761477739,1.24788771719544,-0.193768869419716,0.119220104908922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,-1.08149740621059,-0.200264629328424,-0.903292555733891,-0.383231889060701,-0.144092588274902,1.03854238124654,-0.570145028098073,0.313691135412038,0.797597227607596,-0.551351874402679,-1.08423443679611,0.552204987069992,-0.585423768559643,0.756750572325093,-0.926480802079584,0.00766554539854226,2.19008335672899,2.05147626851777,0.202638146345766,0.0575704641605465,0.804821612331669,0.172829121290532,0.0076655453985429,-0.876815995756047,-0.868140949042944,-0.464019563338334,1.53123591157262,-0.128840426807393,-1.00481445427603,-0.132834898412631,0.647743913795617,-0.549704997024069,0.366989581710109,-0.870717723631996,-0.777843729481941,-0.663359100767628,0.925589155416478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,-0.84033859782745,-1.02713618204801,0.625607110213814,-0.211901408015731,0.066571572315167,-0.356137082808098,-0.333099566255665,0.523297604019733,-0.0787346429570582,0.553593219797452,2.55999047141127,-1.50750992812839,-1.32254046842558,-0.710682761372355,-1.70950480009928,-0.0182682598727466,1.52374580605686,0.288481360462991,-1.20836536010473,-0.396268478137443,0.777249805658187,-1.4045731704819,-0.0182682598727466,-0.83912751116168,-1.51711350936174,-1.0944914829922,2.20814107371063,-0.261575877653854,-1.5693616210557,1.41364754802014,2.00778599296283,0.034284612557395,-0.566634220333984,-1.50413101559383,0.978083618500707,3.70086563526483,-0.0521256122888847,-0.0834715720514058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E1_1-5,-1.20469439850664,-0.91916403926584,-1.08939943726524,-0.735618489022427,2.43849353984622,-1.5509352874914,-0.807390554361311,-0.212055835911956,-1.02342508692116,0.093334208766843,-0.288347419541784,-0.941323220582066,-1.43621666693415,-1.26182618339183,-1.04537782432905,1.00169744556098,-0.0193585446774799,-0.841757650287866,-0.967329213160409,-0.933501062185512,0.572255892732813,-0.887816141062403,1.00169744556098,-0.286223342586003,-0.94671438166589,-0.908979687268491,2.74619269135483,1.85057314370451,-1.40008004192393,2.08461035353495,1.76624767661535,-1.04899902996859,0.38715355293878,-0.541951809362822,-0.710342768571935,0.159049560707814,0.309166976078612,0.89152085831225,-1.25166455362266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_1-5,0.881227918361309,0.293150858190114,-0.641287317351803,-0.729531764059082,-1.1475005103996,-0.707910306531932,-0.272451882612537,-0.954373677654401,-0.17941513437322,-0.793916616461712,0.025501318397199,-0.759973870132079,-0.693950823944055,-0.386813389739228,0.0744347165859375,1.04486159660522,-0.303915937442116,-0.462557765744205,-0.434238280256422,-0.477518987769774,0.793738487370542,-0.129055978279061,1.04486159660522,NA,0.410559215780936,1.02416599401064,1.6314442224579,0.583559603679621,0.0124144300707667,1.42461203681461,0.985078650470829,0.392013652386966,-1.92684531069628,-0.794610512077149,-0.194698231281289,0.505458799862393,-0.714611974038176,-0.876815995756048,-0.83912751116168,-0.286223342586003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_20-24,-1.03092358450761,-1.2215995885623,-0.895387308544949,-0.674861886076548,-0.118668781708438,-0.681727107589724,-0.73580893646885,-0.331058114969247,-0.945428399605889,0.480272054944281,0.122704176238723,-0.769757856345483,-1.68544208324098,-0.312998229743857,-1.05412489019974,1.20041095044914,-0.752195846800602,-0.752454549366103,-0.54509289522185,-0.340524456382859,0.781445213674911,-1.31922187254157,1.20041095044914,0.129121562012322,-0.894328738726615,-0.518375305379613,2.45476699769374,2.17625643064637,-1.38253235595507,1.44844822320555,0.991219863801006,-1.31961142888231,0.0328060087988553,-0.630947071553732,0.226074219349563,3.01260170347298,0.0219112968925776,0.60063258183434,-0.165575026029298,-0.512141200657271,0.129121562012322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_30-34,-1.02029888661768,-1.6576980296785,-0.43525641310804,-0.61108726934396,1.64374478946447,0.246652671304904,-0.539500261383894,0.0155904965202052,-1.3089072501209,1.38433768224907,2.53399708414686,-0.200326943976995,-1.98782270232172,0.360969609773626,-1.66988655395513,0.978832371038979,-0.240658120572115,-1.35320738309793,-0.196419125263872,0.40865710677645,0.522978858093107,-1.45988528840842,0.978832371038979,-0.543016864351021,-1.41362199669414,-1.05166023726255,2.27956875052191,0.879814940082169,-1.73093551531001,1.80937430387239,1.77453356766151,-0.903357021210064,-0.420769046091635,-0.392670969929229,0.490297940914144,4.16184294688542,-0.328410491414057,2.72618246797132,1.59320490137185,-0.908983480980167,-0.543016864351021,-1.01382497242828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_10-14,-1.28418539571838,0.0921051637138082,0.942427926800234,-1.05945193901408,-0.150541258845575,0.643666641795717,-1.03027013908676,-0.841701106192329,0.378813892429612,1.11346760931522,0.941959684502755,0.0166487288589081,-0.888270970504331,0.735769523496273,-1.14295093974713,0.612315933431502,0.742986129257478,0.272807037417501,0.663052935086461,1.02394998977676,0.790117503830643,-0.11881270709251,0.612315933431502,-0.975513020961029,-0.631907063007114,-0.3588657940298,2.0340197317112,0.948994587214814,-0.691670944254589,2.0852351811553,2.06566113538546,-0.281971475328175,0.0250655596479723,1.13902417249542,1.32108947714351,1.66126301466524,0.061001213577611,0.652600173974931,0.755139967615133,0.761305113295127,-0.975513020961029,0.484695907506499,0.56292899635312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_20-24,-1.02066315493824,-0.768889166646362,0.18024404074558,-0.49423758845117,0.259530119623069,0.397575264266329,-0.585128983213012,0.23798050454527,0.498349858492903,0.139971776228003,2.47039724533331,-0.179625548062921,-1.0463147793803,0.536747010932106,-1.05489415712085,0.432400233498112,0.89971511741652,0.55712257356719,0.166615681735888,-0.0244086190393798,0.667741736365103,-0.432928776619922,0.432400233498112,-1.00608497669246,-0.994986470286899,-0.603025517341625,1.94596064659034,0.655995070645375,-1.05377037702523,1.67250033628951,1.69167301147616,-0.333317797753163,-0.0894819090886006,-0.742555111558781,-0.492787915139045,3.06766959205446,-0.0635730295960538,0.142155058230473,0.388831507347031,-0.690836702535566,-1.00608497669246,0.241290883929956,0.347186827762921,1.05263119420966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_30-34,-0.69463750856498,-1.2253262123036,0.573847826036427,-0.136487917861485,-0.131116084364898,0.0471876781685968,-0.304405917263842,0.386056193725675,-0.389977842448542,-0.396207128833457,2.80355901091924,-0.357364770830997,-1.54100453508212,0.328616991843101,-1.61937420811783,1.18630113080375,0.52061171687058,-0.0556690278526986,-0.194287437920464,0.124216188114563,0.326754345123353,-0.398917587933212,1.18630113080375,-0.277049360476942,-1.55598909302343,-0.901563070658256,2.20403651612124,0.0530455291289443,-1.90298582798463,1.29942296311153,1.52747864431781,-0.660879544692409,-0.573554487861016,-1.06341285367884,0.145059079769175,3.24051611600723,-0.141028798788468,-0.393089664252733,0.558697527674213,-1.01508203920298,-0.277049360476942,-1.05618451324033,-0.404026561298447,0.925293255890911,-0.594131457507394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_1-5,0.877864648933294,1.07562949578089,1.19856186898238,0.874191173911915,1.06847331952084,1.0467593007284,0.860873313002837,0.999242794519522,1.33667657521576,1.34692744536706,0.994796790288921,1.2594822674094,1.07815905084088,1.31288345153133,1.11092346905741,0.35529699409529,1.3296583668324,1.05871709152784,1.17280477922982,1.01157748611844,1.29760672996395,0.871350827229912,0.318779635226238,0.587744391375092,1.08990232738778,0.887753384892499,0.90497211013335,1.04623223818875,1.33478286488917,1.12280374148673,1.3164569581492,0.702738985092765,0.282313620959382,0.942287891466706,1.16175673262104,0.984680184774207,0.458039478999035,1.30046422635203,1.21888721622218,1.36735066293562,1.0877384086384,1.22663340223548,1.36759214640548,1.01298108735778,1.23443743870467,1.17077951564064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_10-14,-1.28027392017678,-0.894355564544903,0.221771380170899,-0.830175591094477,2.46517505735572,0.423927396261545,-0.988967916935658,-0.27081034586786,-0.177870995355744,1.09066485206944,0.973744720469018,0.221573421699378,-1.76053139390984,0.426754834636985,-1.42414816412057,0.13503117507378,-0.664162404359114,-0.515761409350949,0.11079512050682,0.165581115273522,0.797682750569681,-1.551356971516,0.135031175073779,-0.351306643975763,-1.10444165923088,-0.791064062193841,1.01973463839154,-1.50172276493835,-1.16822698738255,-0.597067061223347,0.0408049434366968,-0.385868689172591,-0.0555375341300362,-0.535248405093068,1.29436937339849,0.991014147840027,0.118433849362699,2.55926454932649,0.894703788647853,1.3376762358571,-0.351306643975763,0.708752412107697,-0.0601050797347086,0.40173254469067,1.08563444443434,0.714831157123336,1.10350254458228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_20-24,-0.871826364118311,-0.438954436650076,0.00800517860800338,-0.499113816951061,0.849839651278023,-0.629717313852068,-0.555994992705453,-0.0710910261564046,0.105952569992488,0.736595357456784,1.97536153415617,-0.998346715248483,-1.48096854826873,0.61634974932465,-1.7353889136999,1.3305171199273,1.87179020886399,-1.1060793908708,-0.733217372100853,-0.615338243002044,0.997846463506394,-1.24677794525794,1.3305171199273,-0.0571148281170785,-1.38629357343406,-0.959390644791102,2.17290642786535,1.60956728790036,-1.16850468492611,1.7634304080126,1.75585899335675,-0.106619913210365,0.0415846102772896,-0.75313241503619,0.991618936970627,2.82364421769964,0.203108436113812,1.19054902684793,-0.746687583376339,-0.363781470794809,-0.0571148281170785,0.954589281546692,0.533287287247021,0.617023448065145,0.411594228103707,0.640069082520102,1.34051208362198,0.584652987194662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_30-34,-0.619987908811386,-1.1122584240234,-0.691914825294089,-0.250304713501423,1.20186961763314,-0.0845368019743995,-0.261917744486613,0.225779228998585,-0.752570933282382,0.535491888126366,1.89881170532328,0.44858461731889,-1.71387193437679,0.281394443725045,-1.31511780769284,1.23628022609178,-0.115632523285224,-0.324532562128816,0.58875064516962,1.54076922921272,1.08098058700696,-0.83842083649396,1.23628022609178,-0.280575202272965,-0.959402901937903,-0.448233082568295,2.45508706107171,1.62807870915296,-1.42426271191799,1.96692891226716,2.20683518406574,-0.499522314314247,-0.447352977773472,0.0561550959284794,0.212394612969368,3.20216722127547,-0.20252142412415,2.29467315514753,1.1829426102928,-0.838209539535795,-0.280575202272965,-0.783577541182991,-1.05566437595601,0.530141058334228,0.0924777123357423,-0.72706725701838,1.37283347052293,0.775501578343216,1.42331780185924,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_10-14,-1.22643084929568,-1.76844096801936,-0.701293928136153,-0.778401450488831,-0.100727111651336,-0.779341446928535,-0.940787366158863,-0.159170152710574,-1.3873868139768,0.70714238411093,-0.625801694697637,-0.637600217601819,-1.56330570729392,-0.673172084073947,-1.46584045591586,0.923200562312214,-0.863325454347645,-1.15909373317645,-0.872019381828092,-0.591341642381757,0.575216560940806,-1.16800539531264,0.923200562312214,-0.531670109018684,-1.1654213720276,-1.2616019514492,1.85952982642715,1.08632401885402,-1.60055311691043,1.47550086052085,1.56983656432093,-0.44617676509653,-0.311988843986277,-0.244762320130131,-0.674730688862024,0.0691639944187301,-0.13099023823979,0.586796595302475,-0.635624033585697,0.415131355346638,-0.531670109018684,-1.03103500644639,-1.34913764108245,0.291736960297375,0.102242398787566,-0.96173066725429,1.1927609311836,0.358449904523748,0.139526837690751,-1.32645008882125,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_30-34,-0.591355457679833,-1.03126638393917,-0.760801815001793,-0.413715378129604,-0.356186413290615,-0.687854756026603,-0.361598734397207,-0.154699191060644,-1.0161681667557,0.58912487211221,-0.567338028952233,-0.708395804683657,-1.48676148721712,-0.612138670437786,-1.44490707669411,1.68007278143661,-1.0832473503675,-1.29636190010916,-1.08764377201423,-0.285765834352719,0.968959856631149,-1.06773927400637,1.68007278143661,-0.027421626363801,-1.25657769925929,-1.27076893679416,2.01612288368164,1.50279768267024,-1.69859124537666,1.69319402816008,1.85323979668179,-0.288743147197441,-0.0909427438978834,-0.376369941206599,-0.606050922463167,0.224370662487663,0.000308080999326383,0.325456031305729,-0.472538872160599,-1.07084918365035,-0.027421626363801,-1.28184443172944,-1.31002605268133,0.382227892920682,-0.205860215828158,-0.878175656196437,1.37230791573246,-0.821423119015308,-0.192612192656527,-0.913121835416574,-1.3161627092618,NA,NA,NA,NA,NA,NA,NA
717_E2_1-5,-0.7305850761945,-0.967330167429712,-1.39167136506645,-1.21841721904227,-1.51273983352001,-1.06974073328345,-0.905744992933681,-1.1967501671165,-0.803744602679187,-1.05031775108783,-1.56565619291944,-1.17911920105819,-1.35009276841432,-0.880343817878867,-1.27160697597923,1.37117028591559,-0.871479697979687,-1.12415438143413,-1.04219155506788,-0.959954896701283,0.76553888373967,-0.177166204641519,1.37117028591559,-0.106586647702665,-0.95324893224081,-1.29570767081522,1.14074196400052,-0.326131505977465,-0.320049173616949,1.17076875747877,1.07739598140084,0.0764703880472258,-1.83032083993181,-1.09718624317775,-0.469842626593119,0.26841038225441,-0.511239496062874,-1.35425482405237,-1.17363154177057,-1.45559575895091,-0.490355488085538,-1.21403582481116,-1.25204356682997,-1.24736880719393,-1.28125988534051,-0.94424245157273,1.08706628275815,-1.47301917243742,-0.974325038138931,-0.874485631541529,-1.38036208034771,-0.676893429387422,NA,NA,NA,NA,NA,NA
717_E2_10-14,-1.34711238908813,-1.17862325882988,-0.934399612980139,-1.56475667415775,-0.484069883164865,-0.5867792227535,-0.95592378342978,-1.05578263091364,-0.99721392211064,0.400622621728533,-0.595443026075356,-0.768157516518738,-1.29652790332354,-0.584302516449991,-1.62653259307514,1.32762744847233,-0.61749583773922,-1.45196656174697,-1.15428508942632,-0.725933784847643,-0.301422586566733,-0.336296953366696,1.32762744847233,-1.09264756555922,-1.55244057394352,-1.50761754489095,1.26889963728165,-0.128764515972516,-1.48144613531383,1.53638789776559,1.08788748715062,-0.407435767532571,-0.323730872133225,0.335043380767883,-0.350374034002483,0.0826274296646369,-0.0436369965109165,0.230512522522387,-0.546548110799509,-0.477751850855593,-1.09264756555922,-0.889110759091435,-1.09769754211068,-0.682168279033578,-0.841452057427318,-1.12458591608529,1.49521806465373,-0.776029046137401,-0.626281547213391,-0.873121332782083,-0.615603380978662,-0.98152511313954,-1.572811829056,NA,NA,NA,NA,NA
717_E2_20-24,-1.13441461457412,-0.667996171793516,-0.344059711216527,-0.888228962041641,-0.131736417883073,0.568575930841342,-0.602307429845396,0.508247111768376,-0.201234606850372,0.99688942581895,0.679530298598764,-0.0285233495107002,-1.56450146414301,0.741591920006656,-1.57747226468108,1.61412497503128,0.884153579750566,-0.777050395601443,-0.636451869876689,-0.393370382948283,0.107482273179475,-0.246624640924318,1.61412497503128,-0.873646714349902,-1.32921254523141,-1.04151703042034,1.6146792473471,0.397690738453679,-1.16833779991949,1.76311343279966,1.57941074665443,-0.297434957509188,-0.628408892710432,-0.532615803226112,1.44523602019511,3.03359069459016,-0.00254363473405693,0.479765751859968,0.0166139763635205,1.56513798573844,-0.873646714349902,0.361910103660615,0.337300800969793,0.551204576081243,-0.218846735536814,0.0688161508710543,1.5146560021406,0.304100825596377,0.794598342187861,0.597488504444915,0.333612577390144,-0.432615946065747,-1.35333351054087,-0.268692271096175,NA,NA,NA,NA
717_E3_1-5,1.44176995121997,1.24268978780586,0.634702063525941,0.43120314429163,-0.209056798062039,-0.247998791620841,0.79260712848438,-0.00571777548138621,1.48207080778008,0.933666200534163,-0.142531477596474,0.351399080816888,1.18091965070744,1.22064382807724,1.28767923935114,1.25563953886153,1.40100794589321,-0.208997820862631,-0.0606412280316832,-0.316798504131815,1.71424750676772,1.13081756147964,1.25563953886153,1.28454509055573,1.72256386050874,1.28673296630103,1.66953456043831,1.27362571505067,1.7908613939959,1.66158379910191,1.84106623852758,1.5367875766469,0.908333689929054,0.527590080675237,0.154421697372407,0.233478903012225,0.786925602049513,0.691556472425893,-0.382270189766023,1.31692678512341,1.45692141208317,1.41704449300265,1.30641711496522,0.848022622519757,0.421103595778207,1.11816150074866,1.08306240989689,1.12467078376667,1.47555871195909,1.42804843300261,1.29821058470444,1.69866333278514,1.490994051727,1.44923839289407,1.69998786711432,NA,NA,NA
717_E3_10-14,-1.35361399278182,-0.652025518283305,-0.928258789414789,-0.591045581360781,-0.670987022951243,-0.599101700016464,-0.864270025895586,-0.608279769977386,-0.39013123962335,-0.291696660349997,-0.913481237571398,-0.648419253409621,-1.19586615627613,-0.493777777336337,-1.38938213494614,0.573242244643349,-0.461511838524618,-1.43467992656463,-1.22500369688336,-0.687377370091625,0.20851975073418,-1.1877814267398,0.573242244643349,0.0687539857258335,-0.378758297857781,-1.19953160513453,0.815517157083098,0.398900288971391,-0.346016488353549,1.16611596201872,0.653788322399246,-0.427847977321761,-0.353091747255481,-0.528745279608719,-0.677005412300111,-0.0734369345143127,-0.235569496241657,-0.305433981071014,-0.901637875078828,-0.389127009144516,-0.0664527510965886,-0.416365266814947,-0.77642292063657,-0.509571654416846,-0.568735159335096,-1.26307963795494,0.871600404205375,-0.834141876930851,-0.447691775409992,-0.456427567598791,-0.835737648653575,-0.401404566859067,-1.28178159713859,-0.728203664529035,-0.653276456761241,1.23281024837523,NA,NA
717_E3_30-34,-0.634317287164025,-0.621964144088936,-0.821331400687333,-0.657456716584067,-0.555504814185443,-0.46128579608606,-0.556103764925838,-0.529051024439922,-0.325994935784736,-0.0877512364804133,-0.657302158142498,-0.791783270110047,-1.11564503556973,-0.565712343452639,-1.35659471414828,1.82965227552559,-0.590688793583768,-1.26781104992593,-1.12755931223217,-0.526645266583403,0.886137033139881,-1.24183487554771,1.82965227552559,0.0364548606841095,-1.49376153803797,-1.11257164765965,1.46311422128726,0.516172277393992,-1.14903067091321,1.54960157907196,1.5472869450359,0.158829737106212,0.0162341870852503,-0.563496687979398,-0.415629536557244,0.134633536553076,0.0793880840679435,-0.302552403761603,-0.787657673849742,-0.650417065321521,-0.0160785417802837,-0.578730101069166,-0.816059038244861,-0.393885300798015,-0.447505569214609,-0.995926047983577,1.33905858484425,-0.661011222297891,-0.696863805020758,-0.556732134429972,-0.691971232891323,0.0270281609959392,-0.661088619999776,-1.01737108028185,-0.767449290288877,1.83221161261944,-0.369259165188777,NA
