,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-M,711_P-1-D,711_P-2-M,711_P-2-D,711_P-3-M,711_P-3-D,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-D,712_P-1-M,712_P-1-D,712_P-2-M,712_P-2-D,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_5-9,714_S2_20-24,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_10-14,715_P1_30-34,715_P2_10-14,715_P2_20-24,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_20-24,716_P3_30-34,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_10-14,717_P1_20-24,717_P2_10-14,717_P2_20-24,717_P3_20-24,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-2-S,-0.59655616540458,-0.211961930682223,0.259322805302813,2.54144447022705,-1.08176238146163,-0.962881331095575,1.82967172615486,0.912791813760723,-0.808478246414134,-0.729862296170194,-0.0173297315748825,-0.729862296170194,0.215408615516899,-0.729862296170194,-0.181825498940256,0.154830286828428,0.547256517650981,-1.32469046757921,-1.03226194072837,-1.14143223337489,-1.09615955236936,-0.680754108497046,-0.266094087419198,-0.335166326031204,-1.02772694714025,0.525527517298829,-0.662634082325414,-0.729862296170194,0.124206826318812,-0.729862296170194,-0.10523484465715,-0.729862296170194,1.45456986208475,-0.909321653017496,-1.40705230936388,-1.18939491162365,-0.74516561886338,-1.17495003185657,-0.844009883887021,-0.0829733456007692,-0.127222932048169,-1.20957723982953,-1.18862149401144,-1.29025276489643,1.05363474397385,1.41003040015662,0.822333038206476,0.178497528472701,0.145192987317812,1.28859455981284,0.0948390767333802,-0.399352940672214,0.1553162623391,0.237404282447316,0.76174284475465,-0.255743295416063,-0.317938580877746,-0.729862296170194,-0.376048157236172,-1.44734258901539,-1.65590677924189,0.151554446479608,-0.98650781729801,-0.87304757219438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-M,-0.896874883035409,-0.264993682923188,0.568680988354443,3.17050190902633,-1.33488251423224,-1.1055571940238,2.61257614820754,2.06928785400876,-0.457166763723178,-0.410261708873115,0.102653804267398,-0.410261708873115,0.153130711012505,-0.410261708873115,0.683138674924576,0.296760275088206,0.733455551078206,0.954196320490839,1.19564949263239,-1.02727777737301,-0.681261287059473,-1.03828370602619,-0.580099474223156,-0.365581223061047,-1.11665531413454,0.65779721630512,-0.490528126615351,-0.410261708873115,0.163295455847983,-0.410261708873115,0.698269822561715,-0.410261708873115,0.980613928420039,-0.302959152648847,-1.48619693353596,2.14235907586017,1.20609844268661,0.548460313032609,0.311323737659503,-0.241900840550616,-0.249918298785488,-1.02576269398057,-0.512829347440939,-0.581895143209448,0.33847968160533,0.166305043966281,0.733127043861531,-0.186316586553427,0.227650015339524,0.285931729249831,-0.549239402499175,-0.416737961679626,0.227650015339524,0.231580147351271,-0.114703918410407,-0.386829244538176,0.259400119539564,-0.410261708873115,0.0503839363776641,-1.02770018731282,-1.9442072831944,-0.742947745016149,0.420129022636017,0.247523898930118,-1.39895702981418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-D,-1.05112793511953,-0.372243514110774,0.727552692780854,3.5954842234453,-1.43000703634566,-0.824275957972146,2.77634302458797,2.18474633439793,-0.676134829251957,-1.24187054909314,0.940570554729442,-1.24187054909314,-0.516650114729919,-1.24187054909314,0.651839398520609,0.757779367420751,1.11784448666229,0.280625907976017,0.141793280468443,-0.974911939722233,-0.824602389579452,-1.24723720986237,-0.258172310282744,-0.487853325343259,-0.824275957972146,0.595877084348296,0.042652411298065,-1.24187054909314,-0.766487566029734,-1.24187054909314,0.29752382833686,-1.24187054909314,-0.782324253940774,0.157956064913815,-1.06797080906304,0.835444507241929,0.333882224151923,0.785303445967702,0.26827777242002,-0.640859593054036,-0.641108124250141,-1.00265124661034,-0.78523782318192,-0.89052917377387,0.53451238834969,0.20644110448231,0.861602538347946,-0.202020777880777,0.288723262348291,-0.448613292101415,-0.399421211141406,-0.552751790060599,0.288723262348291,0.325441423354451,0.145495070199254,-0.364452291609376,-0.939319359363667,-1.24187054909314,-0.912330238019069,-0.660653960018591,-1.97142277542156,-0.546802238781584,0.122683835344686,0.231840844601199,-1.19366431461099,0.508025156944325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,-1.21451968991403,-0.388420133715679,0.672948894954104,3.01258998792065,-0.734990217830788,-0.5769019453884,2.65930854853805,2.12464141005004,-0.336154174464713,-1.13588059257466,0.962871455111966,-1.13588059257466,-1.20526373928214,-1.13588059257466,0.69415796099672,0.191050822049185,0.624949891333014,0.0916836466395238,0.0791942621490543,-0.788596892520776,-1.40664598563436,-0.704257426583416,0.0504325332775632,-0.49590437449129,-0.5769019453884,0.514098606747114,1.04924425614188,-1.13588059257466,-1.22418656962408,-1.13588059257466,0.395582189280576,-1.13588059257466,-1.40327041782357,-0.338908563898336,-1.44424591109124,0.738076060388375,-0.244651570969558,1.82355672711247,-0.260069458347075,0.72593440032828,0.72593440032828,-0.98581494020656,-0.973262417471114,-1.01897978654509,0.477838906011163,-0.209547343408538,0.87451570057794,-0.415389929292924,0.306578859244404,-0.166102428833592,-0.129253952011922,-0.533821969147617,0.306578859244404,0.263317509355014,0.318190740447232,-0.749706593832031,-1.1159320217515,-1.13588059257466,-1.3155663917616,-0.969111061525327,-2.04120137720033,-0.91268370728229,0.967448675146045,1.5363485808499,-1.07420359511066,1.11704112724487,0.352563322559677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,1.28777701578472,0.929408795613825,1.0861258298047,1.17576346140711,1.1386587130901,1.08931773930181,0.0572920108980615,-1.2054182371043,0.972572788257086,0.685734617606752,-1.93299707217731,0.685734617606752,0.786635317862588,0.685734617606752,-0.377431155823234,1.05866578586066,0.278655457285053,1.2507026676833,1.24846139820313,0.22879475441596,0.47375803066707,1.14256172882277,1.14305362370976,1.15624768930236,1.15846829171873,1.52367355231273,1.15675706603814,0.685734617606752,-0.932688849666663,0.685734617606752,-0.960398237840572,0.685734617606752,0.601222211313983,0.994084401953689,0.6296745902869,1.29347259489982,1.30108640579726,1.36824775355479,0.97843605591042,0.568746874782041,0.561714477776573,0.131585030489334,0.167464021568855,0.155415962695505,1.07842510789004,0.84326577362875,0.417508921326565,1.26425002320185,-0.0602864346281854,1.68054398512627,0.867302972095266,-0.0519982254140248,-0.0410710677362621,0.915134482683873,0.958782781143761,0.655280927308926,-0.793828202542537,0.685734617606752,-0.556173522036634,0.76611338288369,1.17627244379286,1.82113527795333,1.46908312512219,1.24652778577268,1.22305116377941,1.316053398567,1.39334813928607,1.36439413433402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,-0.361521886275172,0.723355141873206,1.16693555530627,2.17108246953069,1.27638933749684,1.39925311568204,1.34232339625704,1.16598943634136,0.793684516450107,-1.0629102617491,0.848041726719842,-1.0629102617491,1.23038736392455,-1.0629102617491,-0.347295609940958,-0.507517375268272,-0.138913720469508,-0.0827404022321826,0.419070220083281,0.177576119349133,0.487751537493164,0.887824941285876,1.2180157441146,0.915635712902614,1.40634333495812,1.05209674630562,1.39385561962651,-1.0629102617491,1.72052072134039,-1.0629102617491,0.121833734446043,-1.0629102617491,2.04146639280309,0.0363095522552708,-0.222230074040968,-0.457061601604347,-0.449240010955933,0.262621399800959,-0.385182166625764,0.889218919468829,0.911045571016099,1.37932546850003,1.34601903620396,1.31528419932951,0.635173214475527,-0.222430264778541,-0.00421852509672441,0.664300950855564,1.07595325920896,0.472571942284072,-0.582544408873626,0.876524880091141,1.05933365213844,-0.368487971735766,-0.394312458126318,-1.0469529185185,0.75204192797897,-1.0629102617491,1.38873140223111,-0.313814411549751,0.476237822850843,0.54188667024681,0.260831600811712,0.473216694439501,0.01311475083618,-0.200186728710335,0.256715105524221,-0.23011136938045,1.05031047261244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,0.24487194985849,-0.572551252326423,-1.1208634739486,0.976425056415903,-0.756564691609983,-1.30921218820263,1.46194042165878,1.41159752170859,-1.15983653897581,-0.691635091718858,-0.592721882135433,-0.691635091718858,0.59359617748281,-0.691635091718858,-0.0747111407374292,1.19585829348258,1.31917626922043,-0.832094717990275,-0.526714217969299,-0.656880223507458,0.37242440793185,-1.19064770063951,-1.26655744562645,-0.605720058773409,-1.35883205797753,-0.548845540057206,-1.08432751292094,-0.691635091718858,1.29178033900072,-0.691635091718858,0.010350392668466,-0.691635091718858,1.48574168123098,0.457837593913123,-0.891095200217883,-0.877480593481198,-1.30586850777551,-1.21285918252161,-1.5171339593664,-0.996581426067663,-1.02040240638948,-1.24489343518514,-1.24581563864455,-1.30671567656663,-0.231590689498266,-0.922277165376785,0.526277966485772,-0.479746612923229,-1.09699006467134,0.984481852736807,-1.00137819766715,-1.00142258278449,-1.1636568951375,-0.792037447868418,-0.957816525135602,-1.0353633138285,0.326225735836146,-0.691635091718858,0.499024827780521,0.0848935675879309,-0.61441901020845,1.32351136189411,-0.38736874603754,-1.03626736425682,-0.715089613128117,-1.24219298002466,-1.37442676183827,-1.61756782466177,-0.485874698074908,0.230155846668521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,0.539005939868042,0.53719867346794,0.896815843768321,2.9209607791829,-0.37202883241163,1.61137506110074,2.08163383156637,1.6404421238746,-0.0912202678708964,0.515138036126089,-0.104173624220496,0.515138036126089,-0.093763810181235,0.515138036126089,1.59902816362964,1.56714771425569,1.56390062271733,-0.755692389116981,-0.864729601745169,-0.385740810335969,0.351676079819299,-0.429825242319583,1.43222496080156,0.387191455670259,1.58027200907792,1.63740270476396,0.906440015275637,0.515138036126089,-0.21391448487588,0.515138036126089,1.47986765562124,0.515138036126089,-0.4600515597481,1.03651271684186,0.254740069266923,-1.01967201311092,-0.679955755612042,-0.695927443375225,-0.807867353475978,-0.514621864651679,-0.516934048176385,0.83453862305369,1.02072695361292,0.881732512911462,-0.265768972541797,-0.446998442984583,0.443370341315815,0.766650830750196,0.512542539970871,1.12894233803478,-0.725370986387856,0.324243797505847,0.512542539970871,-0.569757592906387,-0.659543015576482,-0.712102463539928,-0.483720296354291,0.515138036126089,-0.296568392835656,0.296277435056402,-0.0719357833809091,1.43153991752005,-0.758734586859377,-0.580107204446663,-0.473221134225225,-0.688845404785245,-1.1529029833805,-0.763022258310063,0.66189417123435,1.13797724566983,-0.919657462090178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,0.0317601287726121,0.182891518981475,0.957627077079551,3.07498452810132,-0.173593550876844,0.531426517164851,2.58719103285582,2.07717166692993,-0.511731721178519,0.350351742838103,-0.00123210365201903,0.350351742838103,-0.344075743507313,0.350351742838103,1.56696304001175,1.2196646998715,1.30629126049302,-0.736353761963091,-0.68175647201875,0.341988324766667,-0.0254333560396936,-0.422219343208097,0.379997956804651,0.0632526194637456,0.52266385105411,1.39427233929097,0.55958773663638,0.350351742838103,-0.459479971307185,0.350351742838103,1.49005076487149,0.350351742838103,-0.754311150543896,0.657131613380059,-0.286769692208048,-0.623614265295816,0.505233915747564,-0.783794868523027,-0.204775871297902,-0.133103870441474,-0.129932456209321,0.259012001709457,0.348336916926141,0.233465811544403,0.333772946681851,0.0953167915910963,0.72380028465187,0.569228563148052,0.568699016966327,0.948851422298975,-0.065126817630262,0.00804694444823145,0.568699016966327,0.204913070775217,0.151926517832595,0.0239521777251665,-0.790773424006718,0.350351742838103,-0.537340503969314,-0.0110976348490811,-0.724122249096214,0.807509996479327,-0.951546934176958,-0.280412237176416,-0.0583382964052916,-0.256569579083134,-0.595153215947412,0.264185008401144,0.864245205018966,0.761900447394978,-0.895272410922553,-0.320051520177971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_1-5,1.28777701578472,0.929408795613825,1.0861258298047,1.17576346140711,1.1386587130901,1.08931773930181,0.0572920108980615,-1.2054182371043,0.972572788257086,0.685734617606752,-1.93299707217731,0.685734617606752,0.786635317862588,0.685734617606752,-0.377431155823234,1.05866578586066,0.278655457285053,1.2507026676833,1.24846139820313,0.22879475441596,0.47375803066707,1.14256172882277,1.14305362370976,1.15624768930236,1.15846829171873,1.52367355231273,1.15675706603814,0.685734617606752,-0.932688849666663,0.685734617606752,-0.960398237840572,0.685734617606752,0.601222211313983,0.994084401953689,0.6296745902869,1.29347259489982,1.30108640579726,1.36824775355479,0.97843605591042,0.568746874782041,0.561714477776573,0.131585030489334,0.167464021568855,0.155415962695505,1.07842510789004,0.84326577362875,0.417508921326565,1.26425002320185,-0.0602864346281854,1.68054398512627,0.867302972095266,-0.0519982254140248,-0.0410710677362621,0.915134482683873,0.958782781143761,0.655280927308926,-0.793828202542537,0.685734617606752,-0.556173522036634,0.76611338288369,1.17627244379286,1.82113527795333,1.46908312512219,1.24652778577268,1.22305116377941,1.316053398567,1.39334813928607,1.36439413433402,NA,1.05031047261244,-0.485874698074908,0.66189417123435,0.864245205018966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,1.3955685964738,0.803080249488694,0.988283657231965,0.927194910132217,0.992292342127094,0.951646032025494,-0.738993925608148,-1.5535401416953,0.858941461589645,0.889468030075952,-1.47780079709949,0.889468030075952,1.6496586546677,0.889468030075952,0.290530588544905,1.04300736756826,0.395080363830596,1.52255648612401,1.60710003922016,0.511854943489204,0.365328783231376,1.0562223724803,0.98224722166785,0.870252174523126,1.02672170969508,1.60575446836378,1.03852406475977,0.889468030075952,0.444559245862178,0.889468030075952,-0.349393733309159,0.889468030075952,1.30055982146596,1.26479799318297,0.831070598882339,1.57326913659477,1.55170429194709,1.56762615653216,1.22619624279143,0.660019052455264,0.675627945365949,0.278350996436527,0.298386757859598,0.308296082275321,1.17968841716999,1.4649976661011,0.417508921326565,1.37641066926197,0.0951575118970405,1.83662217925137,1.08571703585928,0.0486088778234841,0.126089515196352,1.12154730879917,1.14203160180691,0.86448078246662,-0.0945691805713569,0.889468030075952,0.197082947210034,0.99638113379926,1.38536330536023,2.07229216456622,1.7882012474169,1.42330050599968,1.51493892577312,1.54686240097304,1.65692175921406,1.59494102783509,0.417508921326565,0.891055583598138,-0.093364698112753,0.720894111820773,1.09302364134906,0.417508921326565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,0.500551855690566,-0.0950495610073257,0.314374988856894,1.84500714957432,-0.326854020424516,-0.27835431175972,1.82646486806545,0.787360697595991,-0.297954419399778,-0.174578165266277,-0.428705359707426,-0.174578165266277,1.11579461495005,-0.174578165266277,0.697915660460754,1.57601814996478,1.93304429672538,-0.664761048297848,-0.280981722492125,-0.621669692935791,0.0326692607441835,-0.140958294851549,-0.126952478652346,0.0374996478095958,-0.569836464789291,1.8168019756468,0.250397778712986,-0.174578165266277,1.69699564963933,-0.174578165266277,0.611034779363404,-0.174578165266277,2.2105218041756,0.570681765706792,-0.16395511589976,-1.03011921035158,-0.725430076046655,-0.543473089460994,-0.866957790540781,0.519500961503749,0.542974238623668,-0.516324852054089,-0.479113067516591,-0.516558483841267,-0.400457802567933,-0.478306690294464,0.486014682556914,0.990868468266433,-0.595423980186934,2.21769960688073,-0.764600291880795,-0.67243253459054,-0.595423980186934,-0.71580328482526,-0.714181586757091,-0.876550428663998,0.40023264649887,-0.174578165266277,0.548913391787142,0.113912050890343,-0.24172688259327,2.07581229620959,-0.27604318064782,-0.608833540251624,-0.692451102320481,-0.873096784091633,-0.724420459532358,-0.762821783400215,0.726501790499778,0.613970896039447,-0.854808337549894,1.43795032281993,0.48883049011067,0.726501790499778,0.912731005378353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.547596647672586,1.04409425883897,1.4096569615344,2.1488674745911,0.562844296982584,1.17775629403918,2.0042125665947,1.29386759336886,1.25393007076879,0.0833955266041047,0.41503919938722,0.0833955266041047,-0.263172712254471,0.0833955266041047,0.770283534149216,1.78659718819518,1.83486555807001,-0.0152264252110903,0.517682723797375,-0.0535173129400089,0.193992163599228,-0.744311019175225,1.36685178429832,0.502612713640817,1.17532029772425,2.14998204711575,2.31608269526478,0.0833955266041047,-0.439385176523703,0.0833955266041047,0.773381950419071,0.0833955266041047,-0.877403125537398,0.859576482819698,0.104338894600801,0.493759931280724,0.364923349437889,0.56438700519035,-0.0464151657997176,0.478215644068763,0.454035113870866,0.315809645471018,0.377687987107879,0.264678956711019,-0.0915486699489796,1.09653034410221,0.57181398987746,1.42587222328493,0.427372684118708,2.5572230071481,0.318780868744471,0.325555517894449,0.427372684118708,1.95897334680014,1.04627266680904,0.786494921281486,-0.203062060057522,0.0833955266041047,-0.204631598364308,0.360077600573657,-0.80397475098905,1.82282119510222,1.09432036399159,0.775032806793923,0.632337352198656,0.205728881157037,-0.0927554666038764,0.271227586321679,0.944512653660627,0.948561812691878,-0.89729718652728,0.158906274864185,0.453514498887441,0.944512653660627,1.10605920658273,0.955406016474813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,0.764906765817108,1.27040947475469,1.07489090278683,0.490086117039814,1.36004281518667,1.52183989005369,1.59029598202471,1.42288044047919,1.3263909036428,1.41499088163811,1.1021114931767,1.41499088163811,1.05318316065042,1.41499088163811,2.3125923231258,1.94388204705236,2.11869924483073,2.48637792609706,2.6985701957063,2.38748018986869,1.35714120612083,2.25421869144295,1.43469653761865,0.726848234593867,1.49650764411275,1.25096313330283,1.21588130469055,1.41499088163811,0.972487501156801,1.41499088163811,2.43950559738284,1.41499088163811,0.853200750982353,1.83274375377832,1.38075374440469,2.65651575054196,2.25061590798835,2.13347503252915,2.19484687914418,2.22329602933153,2.2449824429422,1.14660205708699,1.23826596145631,1.60760724192125,1.7402383419413,1.76812138213315,0.435274737318377,0.542151598603786,1.04985321971857,1.74546127103922,1.55682899787592,1.04001001476924,1.06610697419357,1.51114518917111,1.48834131336887,1.2564577750782,0.8799649728838,1.41499088163811,0.920702850367773,1.39503796382524,0.685459779308368,1.97146564886089,2.47590337161227,2.295060115787,2.01156410472061,2.48047896227146,2.86870396536112,2.39585804917272,1.29456842395779,1.57486855204545,0.307323523710053,2.2634317822956,2.41660036583984,1.29456842395779,1.386317694417,1.84137863261586,2.1233535207369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
