,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-3-S,712_S-3-D,712_S-3-X,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S3_20-24,715_S3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14
715_S1_30-34,0.400397552545666,0.374929792432893,0.366239271392054,0.351656955535928,0.48799780052034,0.534929563284659,0.589810011914292,0.392823737739257,0.450435628446561,0.387906180158842,0.438638738475446,NA,NA,0.508591035568035,0.411121312480086,0.263524503526987,0.327655024122722,NA,0.457022153854519,0.2789829138074,0.346518158321541,0.151573196862488,0.48150008532598,0.440777905938582,0.340156037474559,NA,0.662085926195583,0.288034372184374,0.344219841292804,NA,NA,0.555246086068607,0.365210369587574,0.62362703001383,0.324196451219773,0.583521520312704,0.607171328067974,0.510101493919983,0.254753520047394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_10-14,-0.57206305681294,1.52480175011816,-0.000486600328661077,-0.679248794445457,1.9218856984604,1.74732215748576,1.2441225365348,2.00933791581257,1.21931723892696,1.40739887675108,0.30069252241748,0.522045303833091,0.522045303833091,0.89783716481773,1.7444194053132,-0.952867652224255,-0.952867652224255,0.522045303833091,0.935651468917076,1.27506862873207,1.40276686011087,-1.54082189812609,-0.308107330311424,-1.36804270677625,0.777733915353448,0.522045303833091,1.04958358918268,1.74080983391088,1.74080983391088,0.522045303833091,0.522045303833091,0.647069367991736,-0.131293154291412,-0.318759712838275,-1.39676780383172,1.24323967603702,-0.665243540024878,1.07667301347213,0.0672465844048674,0.522045303833091,0.522045303833091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_20-24,-1.02859433963223,-1.56480121990697,-1.30407157076099,-0.764351545293082,0.573966792827185,-0.590960023720256,-0.246189819016451,-0.694630207574163,-0.701308760334241,-0.233209176846507,-1.34428015799375,0.171003563885589,0.171003563885589,0.234746000652102,-0.761864774897431,-1.43342867357712,-1.47298513679919,0.171003563885589,0.25232788262352,-0.388469615542911,-0.384469024208774,-2.06163104154875,-1.20245260985894,-1.95625212075333,-0.788381395495992,0.171003563885589,-0.354508444811567,-1.38361811940074,-0.622070806798144,0.171003563885589,0.171003563885589,-0.937823268350156,-0.882007350099445,-0.814015386477508,-1.39724493649871,-0.907321826405446,-0.182146552409828,-0.277731192162453,-0.919173213744337,0.171003563885589,0.171003563885589,-0.437248492544846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_20-24,0.45905100277013,0.0309355063365499,0.221008676025067,-1.49172372325486,1.00841010163768,-0.108614127770916,0.442360804070001,-0.37414981132825,0.0409598825675593,-1.2097413538513,-0.569808279695252,0.35565601044102,0.35565601044102,0.832309680510866,0.0327115566196037,0.217392227095975,0.217392227095975,0.35565601044102,0.934033534182193,0.562663211817442,0.247930367213587,-0.711370864439193,-0.509972367242011,-0.0690861396987335,-1.42952204618357,0.35565601044102,0.387644582943302,-1.64437145327529,-1.77594953151288,0.35565601044102,0.35565601044102,-0.261358220345842,0.124764453611125,0.982562789218896,-0.216639258639799,-0.359527926285485,1.13020189237441,0.295951176406073,0.608143107095137,0.35565601044102,0.35565601044102,0.228725049979424,-0.162628666841711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_30-34,0.392152994214158,0.559530810227254,0.760007303733187,0.85196819375449,-0.167640509571439,-0.201247857305954,0.192000618417358,-1.05769653078153,-0.596088051642484,-0.561053224677332,-0.352621546168288,0.564356569949145,0.564356569949145,-0.0593085237540806,-1.02008749716682,0.750947184900127,0.750947184900127,0.564356569949145,0.0841324662032305,0.607970721905778,0.215639729962327,-0.21993600602761,-0.278492187162478,0.230868206058326,0.972397224025524,0.564356569949145,0.121094605037963,0.986732760356493,1.13747745298326,0.564356569949145,0.564356569949145,0.134696764894699,0.684471610635456,0.65610507254531,0.0335806073089301,-0.562329487859639,1.13652786889422,-0.0738880921538571,1.24300743742929,0.564356569949145,0.564356569949145,0.868171367496354,0.43815783420726,1.31673234463616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_1-5,-1.13423393045102,-0.685333239875416,-1.19371419638741,-0.104728776389757,0.0267438266070498,0.251946512217928,-0.171856415003887,-0.334152971922793,0.362949888025293,0.824919305612487,-0.852147700209881,0.52672545192841,0.52672545192841,-0.482484472326421,-0.0845336223493534,-0.774022616400047,-1.13690420677473,0.52672545192841,-0.377043482736633,-0.316371866134561,-0.141405828948166,-1.20304596620708,-0.908102817374381,-0.775281558336135,-0.262353821204735,0.52672545192841,0.501859152359736,-0.0481122420965285,0.221573168976236,0.52672545192841,0.52672545192841,0.864866447751688,-0.837415102386652,0.00737353841427011,-1.6539795297775,0.473552400128199,-0.563723197796099,-0.367281607500221,-0.829349922027997,0.52672545192841,0.52672545192841,-0.0580907040572191,-0.708122998043684,-0.00528778664849546,0.0279151157342812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_10-14,-0.677045921786702,-1.19211989987248,-1.59260769097359,-0.34123179997355,0.41219121548952,0.571087530780302,0.60692181025825,-0.0839233910664851,1.05528001344087,0.374056064426976,-0.738664397849963,0.317493686326688,0.317493686326688,0.789142619618926,-0.02953342173628,-1.5613199442989,-1.5613199442989,0.317493686326688,0.691261367988032,-0.86217344906734,-0.68381568776554,-1.7303155127716,-0.774582877369761,-1.49575991952502,-1.57037383628231,0.317493686326688,0.756374070832969,-0.980962797921008,-0.600276313725222,0.317493686326688,0.317493686326688,-0.0643230110373109,0.449540888918537,-0.0473195759840109,-1.92491786094878,-0.563115503179365,-0.712066563521698,0.349762583525201,-1.87528183866633,0.317493686326688,0.317493686326688,-0.00721855392651991,-1.72120186169748,-0.545590264626982,0.00106857212323478,-0.499396576954345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_20-24,-0.458606103451532,-1.64748026560232,-1.6185454936748,0.461316242707291,0.645216087487978,-0.450257093272905,-0.0794504367057641,-1.14395158304816,0.332644046697793,-0.21774664289949,-0.71173786872672,0.33088212294371,0.33088212294371,0.294719027331257,-0.398875748653509,NA,NA,0.33088212294371,0.139769450663485,-0.114318017607531,-0.103867787962164,-1.21805517211545,-0.954366270743339,-1.24512674011659,-1.53786284267627,0.33088212294371,-0.324000266779559,-1.96004569967655,-1.11241336082503,0.33088212294371,0.33088212294371,-0.671598050196775,-0.24519316431679,0.377288641157785,-1.23671463280905,-0.872534891444954,-0.384272686929249,-0.338016974221866,-1.70202993259596,0.33088212294371,0.33088212294371,-0.952867652224255,-1.30204263268551,0.217392227095975,0.750947184900127,-1.0207003550429,-1.5613199442989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_30-34,0.22173286867569,-1.64854422817186,-1.55746549092539,-0.380836856640526,-0.0806774643803383,-1.10004126498121,-0.810883704008815,-1.50598095576957,-0.650523345181713,-0.79940393374602,-0.518328896025033,0.324196451219773,0.324196451219773,-0.819578152127754,-1.12740763346313,-1.23671463280905,-1.23671463280905,0.324196451219773,-1.03058674831639,-1.18862241779084,-1.08032750045705,-1.45280523248419,-0.371833500863494,-0.947486782334415,-1.47781719537293,0.324196451219773,-0.855787160515172,-1.62914447678402,-1.45173907399665,0.324196451219773,0.324196451219773,-0.926943346676869,-0.422049688603719,0.888522523847672,NA,-0.581909403742972,-0.380329385860903,-1.23678574668293,-1.59076580578675,0.324196451219773,0.324196451219773,-1.39676780383172,-1.47381626269063,-0.2166392586398,0.0335806073089301,-1.6539795297775,-1.92491786094878,-1.23671463280905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_1-5,0.244867744305664,-0.998105584911142,-0.569267247131892,0.560198727279311,0.809423018838932,-0.32122654894951,-0.0800025194038867,-0.973119343397596,0.681851675902743,-0.204509693619762,-0.0273420017000028,0.394906358486363,0.394906358486363,-0.39929492047853,-0.271541368412526,-0.29845436989079,0.374573199570418,0.394906358486363,-1.06768551416282,0.529028996480894,0.544338794368043,-0.273803810709914,-0.538173440614444,0.465041888983275,0.270926189421248,0.394906358486363,-0.307400864976712,0.495657670652143,0.479015190731315,0.394906358486363,0.394906358486363,-0.104586825541302,-2.39481182872329,-0.0286303630846545,0.544422921179755,0.253779527081017,0.0470569513277095,0.189152391180728,0.0518162410767027,0.394906358486363,0.394906358486363,-0.475122718862391,-0.775824168570928,0.733971777329472,0.753248559069416,-1.06074431149975,-0.147833232934557,0.161013258323774,0.560238802001621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_10-14,-0.913114735722332,-0.918417877169215,-1.35482276310449,-0.834734609310625,0.613925701377975,0.977362904771119,0.754065604478028,0.759272099896666,0.674578222637586,0.801769121952385,-0.538582010478293,0.385939354703422,0.385939354703422,0.299411701286911,1.29050346407041,-1.70634009591376,-1.70634009591376,0.385939354703422,0.336581215534646,-0.379487243645465,-0.245850316198721,-1.96204149143776,-0.275475061557603,-0.853297227412137,-0.949965973566423,0.385939354703422,0.788508417909978,1.00116173787251,0.622358470484042,0.385939354703422,0.385939354703422,0.0866673974058081,-0.571856113637711,-0.943505738445177,-1.90950530865842,0.817626096396256,-0.956530808437993,0.429990902273798,-1.73077177736199,0.385939354703422,0.385939354703422,-0.173780586728788,-1.72068197526324,-0.880402604560763,-0.436334957086062,-0.812393473269221,-0.538850546935536,-1.70634009591376,-1.90950530865842,-2.18370971844258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_20-24,0.129458239410568,-1.43590370503233,-0.964230668092298,-0.2066157701378,-0.302015673038627,-0.74784784461332,-0.421278109491462,-1.52357450155494,-0.376261475205062,-0.74209146080726,-0.310772949973744,0.324196451219773,0.324196451219773,-0.491048404353083,-0.681520020546142,-1.58671358233057,-0.222684064157178,0.324196451219773,-1.18110762375172,-0.56565931972662,-0.700609699645402,-0.872384327520428,-0.343506286022372,0.103034746158421,-1.23045147942951,0.324196451219773,-0.5343044220217,-0.564643036943311,-0.805239600826824,0.324196451219773,0.324196451219773,-0.46898910616777,-0.975124658203779,0.71625642485501,0.324196451219772,-0.787981299357347,-0.0726317975739036,-0.0784889763994545,-1.11210171384881,0.324196451219773,0.324196451219773,-0.757183114425507,-1.35549666958386,0.0712804339699973,0.155607951477204,-1.31682341114643,-1.57236330844889,-0.853269116067643,0.324196451219773,0.178226098162481,-2.51712925586394,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_30-34,-0.875387254692182,-1.89447972526886,-1.72552385846316,-0.493291147177372,-0.285153540917569,-0.986994466149512,-0.562577658226692,-1.28820490579926,-0.58841512465455,-0.826674323133078,-1.05955085176565,0.151573196862488,0.151573196862488,-0.317968645770224,-0.551286520366316,-1.36938206465981,-0.542326601228813,0.151573196862488,-0.708129274732613,-0.192825794591955,-0.56867569247916,0.151573196862488,-1.02015358800338,-0.24092912209334,-1.84689454749861,0.151573196862488,-0.781032246841116,-0.334682435858455,-0.894895872490459,0.151573196862488,0.151573196862488,-0.758801262920452,-1.74788088101296,-1.27413195106517,-1.46431714451827,-1.64656188887585,-0.577552510399253,-0.080009243510387,-0.955468401577738,0.151573196862488,0.151573196862488,-0.834878255891292,-1.27942802565791,-0.305664833282627,-0.112890686759496,-0.74207329699691,-1.12174110270742,-1.23637039971295,-1.1060679398616,-1.2043813647823,-2.60916747568512,-1.83388408212315,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_10-14,-0.908612674650249,1.20073515821279,0.553215816131688,-0.340505188471684,1.88786538221714,1.22460584212003,1.0321493041027,1.73462398568747,0.830582017027664,1.58306662815752,-0.0721008810869918,0.392449836642921,0.392449836642921,0.498374446803923,1.50873671328578,-0.414790603896363,-0.414790603896363,0.392449836642921,0.629828165667175,1.31088900828824,1.39384419317331,-1.31340733486555,-0.800014579778523,0.0685564858777374,0.974724304291144,0.392449836642921,0.994365265168018,1.31139024228605,1.31139024228605,0.392449836642921,0.392449836642921,0.234232706349449,-0.765404920702609,-1.07200094433372,-0.975121409750652,1.00933773324081,0.496341853776149,0.753784856163118,0.30650553097054,0.392449836642921,0.392449836642921,0.339986572366937,-0.517985905466285,0.283861738360194,0.83191098194927,-0.165754062521951,0.11779961093056,-0.414790603896363,-0.975121409750652,-1.3492750126374,0.0523375046196407,-1.43514084619949,-1.79805299802339,NA,NA,NA,NA,NA,NA,NA
717_S2_1-5,-0.611529045438475,-0.897572157455767,-1.5382607356907,0.0396060654066392,0.408071370455108,-0.375507024352121,-0.241667523757455,-1.03832790699268,0.538307479634201,-0.590123202683068,-0.836360101321386,0.239663318079932,0.239663318079932,-0.9922504439684,-0.694843218370344,-0.493627907102298,-0.175094174997797,0.239663318079932,-0.826912970375478,0.361617053476673,0.370279771328516,-0.504578583044175,-0.146485289127733,0.305319499283997,0.151978059715024,0.239663318079932,0.29543489564293,0.677126018293221,0.599576157138249,0.239663318079932,0.239663318079932,0.287369556531759,-0.520654222603559,0.135382706218495,-0.0826887704582472,1.2069854032627,-0.320118804711749,-0.3827245004281,-0.312825692105784,0.239663318079932,0.239663318079932,-0.347012240113229,-0.631251730574122,0.279709770395045,0.337473721847133,0.159317743852978,0.0934338111166124,-0.274807849085452,-0.0826887704582472,-1.59568453185,-0.385605255057819,-0.501403075874782,-0.90313936862763,-0.814902033039283,NA,NA,NA,NA,NA,NA
717_S2_10-14,-1.0534862950595,-1.48007515410816,-2.00221947028054,0.72380166211952,1.19333780814853,0.485068389070189,0.447239996221685,0.0475153202420146,1.50697143059274,0.507137511015296,-0.961361260140576,0.253184293852967,0.253184293852967,-0.125185700989367,-0.00467544403484006,0.0261240874015589,0.0261240874015589,0.253184293852967,-0.171538098733624,0.748326752031883,0.715815896839333,-0.699115168709911,-1.39061561886793,-0.627530079173598,-0.700694862541542,0.253184293852967,0.222545839621438,0.75542105780595,0.314200703587832,0.253184293852967,0.253184293852967,-0.0769124875058398,-1.45204735693808,0.062208952236811,-1.17739684956824,-0.502244497000124,-0.87085462469144,0.23257585920417,-0.789813108369753,0.253184293852967,0.253184293852967,-0.580508338868802,-0.996221032706723,0.642268360802064,1.10306067721073,-0.780668964457329,0.72104719284235,0.0261240874015589,-1.17739684956824,-0.384499542679082,-1.28403419461799,-0.734277275466677,-0.27919403107497,-0.69407537601642,-1.09103396805963,NA,NA,NA,NA,NA
717_S2_20-24,0.0972300907550325,0.145616752359032,0.161144573261457,0.551422304106494,0.955967107518931,0.311209997158044,0.247152226659365,0.204186443747452,0.778961470781611,0.177608395022106,0.15129267565042,0.107677961384899,0.107677961384899,-0.0371136870417838,0.218728346851345,0.41288817568319,0.433385792792739,0.107677961384899,-0.00941894297413704,0.80719327235457,0.823686496380208,0.267522636450505,-0.391019378369978,0.374631508176219,0.72763697101952,0.107677961384899,0.135272833385813,0.791620711808182,0.802876062062118,0.107677961384899,0.107677961384899,0.20542359609573,-0.166113630599225,-0.0344922787169117,0.36540440328009,0.695363908672935,0.0260070423068859,0.152657387957708,0.531385505458219,0.107677961384899,0.107677961384899,0.0598687963001378,0.383729786220513,0.640731379973987,0.640706021004528,0.182915492955186,0.544998332769464,0.437423249860995,0.359185170944236,0.178226098162481,0.179512906483378,0.178226098162481,0.0138087876825691,0.106324357490552,0.250816379479208,0.117218917663275,NA,NA,NA,NA
717_S2_30-34,0.129458239410568,-1.43590370503233,-0.964230668092298,-0.2066157701378,-0.302015673038627,-0.74784784461332,-0.421278109491462,-1.52357450155494,-0.376261475205062,-0.74209146080726,-0.310772949973744,0.324196451219773,0.324196451219773,-0.491048404353083,-0.681520020546142,-1.58671358233057,-0.222684064157178,0.324196451219773,-1.18110762375172,-0.56565931972662,-0.700609699645402,-0.872384327520428,-0.343506286022372,0.103034746158421,-1.23045147942951,0.324196451219773,-0.5343044220217,-0.564643036943311,-0.805239600826824,0.324196451219773,0.324196451219773,-0.46898910616777,-0.975124658203779,0.71625642485501,0.324196451219772,-0.787981299357347,-0.0726317975739036,-0.0784889763994545,-1.11210171384881,0.324196451219773,0.324196451219773,-0.757183114425507,-1.35549666958386,0.0712804339699973,0.155607951477204,-1.31682341114643,-1.57236330844889,-0.853269116067643,0.324196451219773,0.178226098162481,-2.51712925586394,NA,-1.83388408212315,-1.43514084619949,-0.501403075874782,-0.734277275466677,0.178226098162481,NA,NA,NA
717_S3_1-5,-0.323722071508367,1.11329083542274,0.172836544267365,-1.41606450890783,1.55771374867936,1.19852438046781,1.36470359972314,0.870320998242967,-0.276231282104193,-0.0714736879780172,0.322184938091934,0.416863623245561,0.416863623245561,0.677696826562208,1.72325606272583,-0.972188321302974,-0.972188321302974,0.416863623245561,1.17726145466447,0.431116364720836,0.465352184472823,-1.68286065465338,0.966675977528141,0.709147843916461,-0.847226442682188,0.416863623245561,1.48924377886975,0.743786916959086,0.0537928319759601,0.416863623245561,0.416863623245561,0.329528650710152,0.412992969790069,-0.0827483069451131,-0.926736475023856,0.978670701305352,0.761716443283301,1.05923273130943,-1.02309092099517,0.416863623245561,0.416863623245561,0.270141905742934,-1.43644692839709,-1.38075599935534,-0.363526898619268,0.373415832244672,-0.41291910536752,-0.972188321302974,-0.926736475023856,-1.14784733595635,0.917737289761622,-1.60807018179058,-2.38470864231652,-0.601024700477296,-0.242450797296741,-0.485217367496859,0.141566779423707,-1.60807018179058,NA,NA
717_S3_10-14,0.0757420437239329,0.477306513123809,0.264096586102592,0.0115738655307888,0.298331357888332,-0.349812930636616,0.081256105715871,-0.635369552636883,-0.00199263600705159,-0.363875601560179,-0.427185030084042,0.401432514829884,0.401432514829884,0.297661476630814,0.0618415068909921,0.174046756799071,0.32209977511458,0.401432514829884,0.0457722174961075,0.279761772369079,-0.0125136802665272,0.435435250617117,-0.53877851808849,0.623912934649666,-1.263734291032,0.401432514829884,-0.0672435354098527,0.153286854539137,-0.327537269761478,0.401432514829884,0.401432514829884,-0.00947194396963367,-1.04000531350734,-0.176221466170678,-0.395277545579693,-0.986532337532978,0.713706639982025,0.383390297798577,0.338225416613801,0.401432514829884,0.401432514829884,-0.175184451854194,0.267680135059148,0.180296893816521,0.420038527821121,0.562566101716495,0.318818962402125,0.0902825169443792,0.0107383569565507,-0.108451140900609,-0.11516038344221,-0.80717158598937,-0.132357407808161,-1.19428309907555,-0.184210696364594,0.69270021192555,0.25656934937351,-0.80717158598937,-2.18321287711974,NA
