,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
49,-0.9444,-0.752,-0.2812,-0.8918,0.0069999999999999,-0.3968,-0.9634,-0.871,-0.6246,0.0209999999999999,0.0731999999999999,0.0223,0.0233000000000001,0.1928,0.0223,0.0923,0.0753999999999999,0.5343,0.3364,0.9238,0.9448,0.5964,-0.4048,0.0898000000000001,-0.7374,-0.9228,-0.3388,0.0448999999999999,-0.9802,-0.5016,0.185,0.0214000000000001,0.0229999999999999,0.0226999999999999,0.1866,-0.6498,-0.6776,0.8594,0.9642,0.9434,0.7904,0.6484,0.64,-0.1926,-0.0404,-0.3908,-0.712,-0.6122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-0.915,-0.9916,-1,-0.769,-1,-0.699,-0.9132,-0.9108,-0.7458,0.1192,-0.599,0.1129,0.1193,-0.356,0.119,0.402,0.3259,0.3146,0.4112,-1,-1,0.5006,-1,-1,-0.691,-0.9458,-0.9038,-0.7818,-0.8848,-0.9826,0.6604,0.1107,0.1209,0.1188,-0.0144,-0.6114,-0.2108,-1,-1,-1,0.7834,0.5686,0.5712,-1,-1,-0.5796,-0.905,-0.876,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.8042,-0.9856,-1,-0.9938,-0.1588,-0.9708,-0.8254,-0.6608,-0.9964,0.1151,-0.5638,0.1157,0.1211,-0.7822,0.1217,0.3988,0.3231,0.6006,-0.2212,-1,-1,-0.1352,-0.1208,0.0218,-0.9928,-0.8104,-1,-0.889,-0.818,-1,-0.602,0.1181,0.1209,0.1153,-0.4982,-0.4986,-0.3856,-1,-1,-1,0.3478,-0.0679999999999999,-0.0848,-1,-1,-0.9646,-0.7196,-0.7156,-1,-0.9396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.3174,-0.6116,-1,-0.6246,-0.0704,-1,0.2581,0.3755,-0.7694,0.0722,-0.7536,0.0693999999999999,0.0654999999999999,-0.607,0.0772999999999999,0.2636,0.1952,-1,-1,-1,-1,-1,-0.2344,-1,-0.9554,-0.779,-1,-0.9712,0.1394,-1,-0.3602,0.0651999999999999,0.0699000000000001,0.0725,-0.3444,-0.0482,-0.0194,-1,-1,-1,-1,-1,-1,-0.3262,-1,-1,-1,-0.9776,0.0706,-0.7574,-0.9126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-0.4186,0.1132,0.609,-0.381,0.8856,0.5036,-0.5956,-0.7882,0.47,0.2865,-0.8908,0.2812,0.2883,-0.314,0.2849,0.0254000000000001,0.6339,0.9298,0.624,0.9978,0.9938,0.9822,0.5908,0.5404,0.1206,-0.9238,0.5378,-0.2808,-1,0.5646,-0.6196,0.2682,0.2795,0.2728,0.1894,0.2724,0.124,0.9896,0.998,0.9986,0.6816,0.9428,0.9468,0.6176,0.6238,0.2776,-0.9172,-0.917,-1,-0.8328,-0.1866,-0.9604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.571,-0.9328,-0.905,-0.9568,-0.2616,-0.6946,-0.802,-0.841,-0.8628,0.2319,-0.4332,0.2338,0.229,-0.663,0.2374,0.6659,-0.1214,0.3638,0.0558000000000001,-1,-1,-0.6516,-0.1494,0.394,-0.948,-0.6406,-0.921,-0.8074,-0.6584,-0.8794,-0.2884,0.2264,0.2374,0.2296,-0.235,-0.4814,-0.4788,-1,-1,-1,-0.1088,-0.2312,-0.2104,-0.9978,-1,-0.7456,-0.4236,-0.3524,-1,-0.9658,-1,-0.7906,-0.1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-0.5242,-0.927,-1,-0.9618,-0.1972,-1,-0.5502,-0.367,-1,0.0940000000000001,-0.6154,0.0959000000000001,0.0926,-0.7592,0.0911999999999999,0.3299,0.2662,0.6848,0.2498,-1,-1,-0.0268,-0.233,0.19,-0.9986,-0.745,-1,-0.928,0.1812,-1,-0.4406,0.0971,0.0952,0.0931999999999999,-0.3896,-0.3754,-0.335,0.6482,-1,-1,-1,0.0462,0.0640000000000001,-1,-1,-1,-0.7204,-0.681,0.0996999999999999,-0.7726,-0.99,-0.9332,0.0513999999999999,-0.9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,-0.4224,0.249,-0.1556,-0.501,0.4282,-0.2702,-0.5794,-0.5498,-0.1178,0.2975,-0.2506,0.2977,0.2973,-0.292,0.3036,-0.18,0.6682,0.1752,0.4678,0.936,0.9836,0.6794,0.0608,-0.9928,0.0334000000000001,-0.8266,0.0207999999999999,-0.4888,-1,-0.0592,-0.2452,0.3005,0.3036,0.3099,0.4696,0.1988,0.3682,0.8824,-1,0.939,-1,-0.6208,-0.272,0.1198,0.3242,-0.1702,-0.9258,-0.826,-1,-0.8144,-0.4404,-0.7826,-1,-0.0794,-0.3044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,-0.3866,0.4392,0.557,-0.3564,0.9,0.3808,-0.5472,-0.3358,0.4202,0.292,-0.2206,0.301,0.2947,0.00879999999999992,0.2991,0.0127999999999999,0.6613,0.7654,0.9038,0.9764,0.986,0.8266,0.595,-0.0322,0.3208,-0.7706,0.6268,-0.1418,-1,0.4986,0.0649999999999999,0.3089,0.297,0.2988,0.6302,0.5482,0.5834,0.9706,0.8434,0.9944,-1,-0.00900000000000001,0.222,0.6826,0.796,0.4042,-0.606,-0.4634,-1,-0.5436,-0.1086,-0.3548,-0.8118,0.3284,0.087,-0.9994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-0.4596,-0.0898,-0.0526,-0.3916,0.468,0.107,-0.7244,-0.8872,0.116,0.2055,-0.8012,0.2036,0.2087,-0.7216,0.2088,-0.1056,0.5118,0.3028,0.137,0.5468,0.8632,0.7942,-0.1272,-0.2036,0.0906,-0.66,0.0866,0.3711,-0.6892,0.147,-0.5656,0.2054,0.2095,0.2067,-0.1208,-0.2072,-0.291,0.525,-1,0.611,-1,-1,-1,-0.4192,-0.4998,-0.3656,-0.808,-0.8334,-1,-0.743,-0.2688,-0.2964,-0.9972,-0.4762,-0.00880000000000003,-0.8278,-0.5926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.5419,-0.5144,0.715,-0.569,0.7326,0.357,0.4698,0.0182,0.2824,0.1314,-0.3956,0.1435,-1,-0.9088,0.1419,-0.775,0.3717,0.9116,0.8994,0.9976,0.926,0.5954,0.8202,0.6984,-0.122,-0.1284,0.6408,-0.5218,0.2575,0.5332,-0.6956,0.1401,0.1354,0.1425,-0.6124,0.3556,0.2452,0.9954,0.9622,0.8304,0.9736,0.6272,0.6624,-0.5226,-0.3822,-0.1396,-0.6554,-0.2622,0.1411,0.5405,-0.3644,-0.5072,0.0436000000000001,-0.08,-0.3174,-0.3608,-0.1602,-0.5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.8151,-0.6694,0.6254,-0.7364,0.641,0.3652,0.7389,0.5674,0.1344,0.278,0.0629999999999999,0.2781,-1,-0.5562,0.2785,-0.8148,-0.5818,0.826,0.5836,0.9972,0.8268,0.7448,0.9612,0.974,-0.715,-0.0522,0.5774,-0.186,0.4934,0.3964,-0.9058,0.2794,0.2762,0.2836,-0.2668,-0.622,-0.475,0.993,0.9976,0.9948,0.9232,0.7504,0.776,-0.3218,-0.3162,-0.1224,-0.402,-0.6708,0.2803,0.1356,-0.5896,-0.7008,-0.548,-0.5404,-0.5984,0.1012,0.4578,-0.303,-0.7808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,-0.3134,-0.2256,0.5978,-0.34,0.423,0.4208,-0.6568,-0.4274,0.0571999999999999,-1,-0.4106,-0.7626,0.1351,-0.3056,-0.7836,-0.2668,-0.88,-0.8408,-0.3124,-1,-1,0.285,0.4568,0.865,-0.2604,-0.5226,0.5394,-0.554,0.2655,0.3132,-0.804,-0.7826,-1,-0.787,-0.2914,-0.7854,-0.8788,0.3984,-1,-1,0.455,-0.2056,-0.1166,-0.3504,-0.2952,-0.1074,0.5638,0.255,0.1425,-0.5892,-0.475,-0.5266,0.2604,-0.2008,-0.4356,-0.0442,0.3366,0.000399999999999956,0.6195,-0.6798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.3454,0.5448,0.9868,0.3278,0.933,0.9784,-0.3022,-0.142,0.9378,-1,-0.3522,-1,0.5611,0.8418,-1,-0.2136,-1,-0.9988,0.9982,-1,-1,0.852,0.3484,1,0.5322,-0.2848,0.9818,0.1996,-1,0.9802,0.14,-1,-1,-1,0.7114,-0.7698,-0.9842,-0.6394,1,0.985,0.9998,-0.3372,-0.1802,0.9878,0.9778,0.962,0.4524,0.869,-1,-0.2724,0.3052,-1,0.932,0.2656,0.5508,0.2122,0.832,0.255,0.9458,0.8594,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.5474,0.2014,0.1822,-1,0.7496,-0.8444,0.3176,0.1022,-0.8046,-1,-0.2768,-1,0.6527,0.4562,-1,-0.0896,-1,-0.762,0.983,0.975,0.99,0.2938,0.7962,0.9714,-0.993,-0.6882,-0.6238,-1,-1,-0.1038,0.6044,-1,-1,-1,0.79,-0.9326,-0.905,0.8868,1,0.9688,1,0.8538,0.8782,0.6818,0.7066,-0.636,0.2954,0.7852,-1,0.00140000000000007,-0.6774,-1,0.9,-0.5648,-0.5328,-0.1732,0.7414,0.3108,0.9336,0.872,-0.0776,-0.9908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.9482,0.6316,0.9398,-1,0.3502,0.8874,0.7134,0.753,0.8704,-1,-1,-1,-1,0.149,-1,-1,-1,1,0.9946,1,1,0.9954,0.925,1,-1,-1,0.8952,-1,-1,0.9414,0.6164,-1,-1,-1,0.892,-0.0734,-1,1,1,0.9992,0.9998,0.999,0.9986,-0.0862000000000001,0.0573999999999999,-0.397,0.5988,0.9496,-1,0.7826,0.3242,-1,0.9884,-0.1192,-1,0.6446,0.9412,-1,-1,0.8622,-1,1,0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.7536,0.3752,0.5508,-1,0.4894,-0.1478,0.2468,0.6984,-0.7294,-1,0.5342,-1,-1,0.097,-1,-1,-1,0.9972,0.972,0.989,0.9818,0.5718,0.982,0.9856,-0.9446,-1,0.1426,-1,-1,0.2268,0.353,-1,-1,-1,0.8396,0.6096,0.5572,0.9954,0.9632,0.9902,-0.8174,-0.0768,-0.0232,0.3842,0.4024,-0.1978,0.6632,0.9232,-1,0.3138,-0.3906,-1,0.9882,0.239,-1,0.5782,0.7616,0.8178,0.6946,0.6522,0.0764,0.9998,0.1142,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,-0.156,-0.0928,0.402,-0.5954,0.2034,0.4642,-0.173,-0.4936,0.1592,-1,-0.1504,-1,0.3661,-0.1236,-0.3746,-0.1562,-0.6294,-0.5862,-0.0522,-1,-1,-0.2086,-0.2198,0.8276,-0.053,-0.3634,0.39,-0.27,-0.32,0.2844,-0.625,-0.3812,-0.398,-0.3626,-0.0396,-0.949,-0.9998,-1,-1,-1,-0.2538,0.455,0.5066,0.0771999999999999,-0.3618,0.2366,0.3684,0.3822,-1,-0.6936,-0.5182,-0.422,0.4114,-0.445,-0.451,0.5016,0.8252,-0.0486,0.5566,-0.3238,-0.802,-0.759,-0.4986,-0.383,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,-1,0.8846,0.9974,-1,-0.907,0.9828,-1,-1,0.9906,-1,-1,-1,0.9144,0.9594,-1,0.9174,-1,0.5722,1,0.9508,0.9986,0.9252,0.7222,1,0.8274,-1,0.9902,0.8514,-1,0.9978,0.9698,-1,-1,-1,0.99,-1,-0.2426,0.7016,1,0.917,1,0.9984,0.9998,0.9172,0.9186,0.9166,0.7564,0.9778,-1,-1,-1,-1,0.9912,-1,0.6848,0.8366,0.948,0.6334,0.997,0.9942,0.781,-0.4266,0.8314,1,0.899,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,-1,0.9566,0.999,-1,-0.4912,0.9968,0.8712,-1,0.999,-1,0.795,-1,0.9467,0.9828,-1,0.9578,0.7966,0.8634,1,0.9792,0.9866,0.9932,0.9006,1,0.9602,-1,0.9958,0.9586,-1,0.9994,0.9616,-1,-1,0.8974,0.9962,-1,0.4298,0.906,1,0.9978,1,1,1,0.9696,0.9618,0.9612,0.929,0.9888,-1,-1,0.758,-1,0.9936,0.7528,0.8974,0.8956,0.964,0.407,0.998,0.995,0.9126,0.0466,0.9424,1,0.947,-1,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.9162,0.703,0.996,-1,0.7542,0.9916,-1,0.792,0.9918,-1,-1,-1,-1,0.9096,-1,-1,-1,1,0.981,1,0.9676,1,0.9876,1,-1,-1,0.993,-1,-1,0.997,0.4148,-1,-1,-1,0.997,0.4656,-1,1,0.9856,1,0.9988,0.9466,0.9594,-1,0.4676,0.7074,0.6014,-1,-1,-1,-1,-1,0.9936,-1,-1,0.5656,0.956,-1,0.862,0.932,-1,1,1,0.9996,0.9748,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.7541,0.2972,0.9118,0.1906,0.6912,0.575,-0.1744,0.8136,0.5644,-1,-0.4272,-0.7174,0.2287,-0.1834,-1,-0.2358,-0.9944,-0.4452,-0.0128,-1,0.8856,0.26,0.7256,0.9782,0.2166,0.0875999999999999,0.69,-0.4046,0.4135,0.8968,-0.448,-1,-1,-1,0.0167999999999999,-0.359,-0.359,-1,0.9798,0.9658,0.8446,0.6984,0.6898,0.2772,0.4588,-0.00460000000000005,0.8058,0.7646,0.2321,0.749,0.2228,-0.3038,0.862,-0.0218,0.0738000000000001,0.8772,0.892,0.9298,0.4238,-0.4084,-0.6874,-0.4874,0.0542,0.7032,0.5884,-0.3354,0.8464,0.9518,0.9714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.4968,0.422,0.919,0.3028,0.9556,0.7996,-0.00380000000000003,0.164,0.7058,-1,0.1904,-1,-0.299,-0.2372,-1,-0.3584,-1,-0.5148,-0.285,0.234,-1,0.425,0.5972,0.9242,0.3806,0.0895999999999999,0.887,0.00419999999999998,0.6028,0.8426,-0.0878,-1,-1,-1,-0.2214,0.2164,0.1112,0.6284,-1,0.4786,0.107,-0.426,-0.4414,0.5446,0.6276,0.511,0.8496,0.8736,0.3649,-0.1328,0.2978,-0.1582,0.8726,0.1802,0.3214,0.6484,0.9258,0.6444,0.3736,0.1656,-0.4264,0.2782,0.0327999999999999,-1,0.4606,0.134,0.6774,0.9026,0.5842,-0.9208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
