,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,713_P-1-X1,713_P-3-M,713_P-3-X1,714_P1_20-24,714_P1_30-34,714_P1_40-44,714_P3_30-34,714_P3_40-44,714_P3_50-54,714_P3_60-64,714_P3_70-74,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_10-14,715_P2_20-24,715_P2_30-34,715_P3_1-5,715_P3_10-14,715_P3_20-24,715_P3_30-34,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,717_P1_1-5,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24
715_P3_10-14,-0.972014553892111,-1.64207235626076,-1.44149469364294,-0.0438787042493694,0.361387107526851,-1.04703676874243,-0.306791428116177,-0.262601927849319,0.181264250192684,-0.492224862941778,-1.17312781217811,-1.39220320166199,0.632954825339791,-1.05697666928532,1.48781633763001,-0.714690087994207,-1.28271449413657,-1.0947887379879,-1.30706299235249,-1.33860344732118,-0.749491590863577,-1.59109158844585,-0.922678504735983,-1.41607401490942,-0.345718951576809,0.0140440924294843,-0.851818297658844,-0.33246045742103,0.209930269585702,-0.11691816937129,2.33806948003733,2.35854328272034,-0.658144369882535,-0.48545971518967,-1.30311724280394,-2.04580466364887,-0.637783065057309,1.11272773663959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P3_20-24,-0.769346071003631,-0.971515661225621,-0.737264225236165,-0.365283921059687,-1.24341153605676,-0.791564477592132,1.18158563602003,-1.38418023744037,0.102726180172442,-0.77034099999287,-1.3414092971479,-1.20242901200545,-0.732529880369255,-1.61859845365899,0.472667331709984,-0.694312951055581,-1.12387600009352,-1.20376868531276,-1.38389247876662,-1.25874154663052,-0.533632341532972,-1.54612158826214,-0.171532000367924,-1.31969247686158,-0.969479312362043,0.274211426100354,-0.744977475098979,0.504101827711479,0.116697556234836,0.424606708646596,-0.854190710279715,-1.37430612501018,-1.32082618105923,-0.913334323140371,-0.0236763310140857,-1.63763012163541,-1.28747581592485,-0.817539490267204,-0.991016983988774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_P3_30-34,-1.06367191751048,-0.0261606142458338,-0.637396420792676,0.34238003829876,2.31861979484179,-0.244257610020755,2.38699262548112,-0.920202125925796,1.96612965019748,-0.751458071332006,-0.38794077344345,0.656266056048036,-0.812003724440842,-1.20666424362407,1.73291420658445,-0.123771811519967,-0.458900119137188,-0.849509583527626,0.869385598781352,0.0509751964492878,-0.0891408646570826,-0.943139760200355,0.278454470701211,-1.25746344657053,-0.852736712334413,0.75824188641903,-0.342157705002829,1.65718711494776,0.807006786135023,-0.486407525397631,-0.707851063166778,-1.73566111475945,-0.977674105914179,-1.15556813172718,0.332856276566473,1.16356193231038,-0.323664131269244,-0.822478135233623,-0.716440806875249,-1.87008710841375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P1_1-5,-0.593154052599372,-1.2996248811727,0.827637597295774,0.905169310154233,-0.0199125053797218,0.554985011858331,2.41861574600865,0.932468263955394,-0.469185137078828,-1.17991176153396,-0.242593070602808,-0.473396292256144,-0.647296164117605,0.0585592215262766,1.47776383498515,-0.850499700932248,-0.529444212603394,0.185177906410677,-0.81858741439622,-0.320141153437041,1.12536748159562,-1.28882710778025,-0.159188083657658,-0.752089278450662,-0.510778453806563,0.700158522222015,0.716527655675583,1.56592657312267,1.21780261918439,-0.214378276411265,-0.143690297944257,-0.0439231718305774,0.972625813876683,-1.14354622512324,-0.814297299282947,-1.00849170322555,-0.2444410285606,-0.79681607414151,-0.128332847326428,0.0434497126729574,-0.58824368043077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P1_10-14,1.20592696140614,-0.114005397244594,-0.45338293803621,0.859020440313321,2.49055948931115,0.237180258781427,1.62563547291429,1.34609502127101,1.99650152851421,-0.609771259626836,-0.217040868084067,-0.388135382220866,-0.00804300879603876,0.176916829129568,3.13805051191671,-0.382641708542269,0.797345385175366,-0.116500651157375,-0.251964332873668,-0.57123190101189,0.592491175083152,-1.21828575328091,-0.244525512780849,-1.09417526662025,-0.367486146732825,1.26065369846876,0.337707130321632,1.07421868906456,1.17965508835518,-1.01329564181779,0.511557839947216,0.500324955232902,0.601189612568517,-1.08104625375284,-0.47926095975571,-1.00811463876123,0.111901582392363,-0.763836794089453,-0.471985233302959,1.35125115518763,1.09548241872821,0.367893294866531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P1_30-34,-1.99652553358469,-0.660723926727041,-1.15280518436295,-0.797991446234398,0.0118641366537889,-0.88924910241396,0.894641277486985,0.67238534454387,-1.10262536095781,-1.17557170921999,-0.374905542985956,-0.869968388255884,-1.03273351319864,-0.106938470398312,-1.46249273425513,-0.270203058061124,-0.334351410476283,-1.05934666365535,-0.823191755597425,0.0224099636971824,-1.12954878064467,-1.73714189995419,-0.19318780416741,-1.50545785855398,-0.0234960978886456,-1.45013919465772,-1.04298312511983,0.292792059006282,-0.385739318321543,-1.26381452792067,-0.409866463748961,0.222178437363068,0.367200396619265,-1.12074441924151,0.707070632487819,0.349148306872577,-0.719111489985793,-0.803184940896148,-1.42761172236001,-0.172193005842453,-0.554313234698266,-0.858905671662258,-0.106594926311629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P2_1-5,-2.0364459247189,-0.531986953584036,-0.985478153884657,-0.683016258693842,-0.712303210247171,-0.653499935466459,1.03560059959687,0.980352928785051,-0.907019021346535,-1.86330391435271,0.314764932868366,-0.923787625294785,-2.05805235271876,-0.0970494849496349,-0.722416800644912,-1.78616955257838,-0.106092639133363,-0.941447741507978,-0.885449275255309,-0.0490878664563442,-0.978990182750443,-1.65884654004802,-0.100266143806892,-1.47774257544702,-0.0187733470538995,-0.0754160843969095,-0.881204099650351,0.698473786341461,-0.213033545969982,-1.98761908966296,-1.10421711250133,-0.812766292471087,0.109229409904425,-2.3715734958472,-0.0561739291486163,-0.0839632044009438,-0.685958527786214,-1.71871447313296,-1.41174381044376,-0.142885643338836,-0.765294455354425,-1.51602613457632,0.0185632681218466,0.445956576972299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P2_10-14,-1.06327055738354,0.0178468802475729,-0.418426312562216,-0.252572624479845,-0.814899859154974,-0.641402164909909,1.99177007004837,1.46972713505754,0.90017754254887,-0.82965454891688,-0.075215764131274,-0.822272278693157,-1.05706940393885,-0.998097795763609,-0.566890940112824,-0.931564279430796,0.178418615326724,-0.9564822607224,-1.28034269135135,-0.674681192104539,-0.372698642750974,0.224695273480657,0.040563319806215,-1.29922907345237,-0.596767652691284,0.0512175332334377,-0.488906347966429,0.503969834697284,0.39319426333206,-0.606143110384041,-0.54257176110152,-0.148730434361204,0.409379388177515,-1.25704806395095,-0.764034768692638,-0.900479718335412,-1.14049829576404,-1.04160840963061,-1.36824816985881,-0.94469447987147,-1.11887610182038,0.587270049476124,0.499965676970401,0.416617547281058,1.16393311620623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P2_20-24,-1.19767485925179,0.502759881348618,-1.1960144469182,-0.241253632114981,2.44463941302566,-0.316294682996703,1.75478250138966,1.63507403613136,1.06104931085525,-0.464748338859472,0.342434957025843,-0.137693617083828,-0.888863314562064,0.178912312972251,-0.537568565812892,-0.214215698808759,0.908873442992262,-0.986276029239114,0.58948947026229,0.417401466273098,-0.433711054159987,-0.455982867974166,0.536025787122047,-1.12455289580437,0.00306367939616684,-1.48089435743674,-0.524268299427166,0.978608220440597,0.937708987766766,-0.778162379102506,-0.674112744710882,-1.28921178189431,0.296179327268947,-1.49196273095049,0.567864076607047,1.07213409541021,-0.462424230428262,-0.73569569553231,-0.20310123748353,-0.987624651651906,0.694982057930246,-0.539513296542971,1.41089246000994,-0.28811254892245,-0.0365453063687774,-0.00343754539985908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P2_30-34,-0.633382467224531,0.358185185651239,-1.60822252852542,-0.845179040607176,0.893720181567255,-1.48142064944784,-0.140493140870164,-0.890648617983773,0.254781194124689,-1.01582870378581,-0.463642254430991,0.908391325905161,-1.28295206960822,-0.133284411152515,0.0484184860271002,-0.422946898204838,-0.532498331447976,-1.71157206820385,0.62079921437667,-0.667233306020742,1.8888332728135,-1.21482914918521,-1.10832142666524,-1.87856043223464,-0.437791763956894,0.498895969977702,-0.991353403935522,-0.390604872480292,-0.877030731005658,-1.53581746311931,-1.29360245219336,-1.03634711232626,0.505737327590131,-1.02351033002441,-0.154862138021165,-0.574896345710421,0.333976743643817,-1.20816874739539,-1.71132068794343,-1.40418517982857,1.00671055871695,-1.42202234877572,-0.808373498082601,-0.649392692535416,-0.90598039818555,-0.986308355421329,0.70466087954589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P3_1-5,-0.497383898720569,-0.00355155510056154,-0.302591175156564,0.825268672753383,-0.0704168975117103,0.0793345253359036,1.36849926806877,2.01515810029402,1.28189634532425,-0.541519209702894,0.729589539162947,1.04943989676217,-0.629295318122912,0.438063604872158,1.33254369403605,0.0686629974966829,-0.290375266518631,-0.62940815264871,1.44613240572662,0.437910043062002,0.15912483793718,0.135850549348065,0.800891027106875,-0.570630156922703,-0.370183019872861,0.770679274053563,-0.120477787774795,1.66887541697407,0.841710352727972,-0.600637859435777,-1.34893884589715,-1.31072621150072,0.548221907382081,-0.931159775956096,0.085454214319941,-1.27724723488667,-0.253411207186262,-0.577405048144073,-0.748075212385564,-1.05406699941121,-1.09449553511598,-0.289953236398436,-0.614011261104983,-0.332737691404723,-0.307500611130026,-0.101665753504141,0.465997804589203,-0.0292468908438977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P3_10-14,-0.921514002453759,-0.240423590339387,-0.150154558216445,-0.182248717598063,1.04270634149334,-0.0936556513170741,1.8831925061452,0.485362308395185,0.371679171373513,-1.16764526018733,-0.023732597354076,0.219977821302507,-1.017758634087,2.36875892573246,2.35721936402819,-0.601952200505295,-0.605785765712585,-0.545953833275458,-0.744585181386464,1.81998816621762,0.0108072475349761,-0.211453908213591,0.247071110197857,-0.920150073276337,-0.585394400863878,1.96989610476446,0.0034819907401067,1.91176406775584,2.13493073352257,-0.658581389332001,-0.922368647549949,-0.411302750249637,0.760902831211317,-1.18604963393171,-0.5057424843488,-0.713979859537301,-0.775754618923842,-1.07325258758129,-1.29295559174671,0.606133149711609,-0.348656214588323,-0.639053325527589,0.473548564485813,0.493326057377386,1.820605788994,3.07939022122786,1.11173259892977,-1.07145721918281,1.24175453911068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P3_20-24,-1.38529412819512,0.113526599199763,-0.741742196190782,-0.846723951102158,2.58449455055916,-0.419396078703799,1.57881789108246,-0.668683988295777,0.218477612046617,-1.23617733014453,0.0638606037572008,0.135792724053056,-1.08995435468268,0.495407873048542,0.512837528482372,-0.475415186285793,-1.01258777410902,-0.965132788258994,-0.0913773879986523,0.634237002652056,-0.38769210683718,-0.0260020014848511,0.154244567989536,-1.32659940646973,1.23815859428438,0.927372574733418,-0.481716369782335,1.49298588871768,0.555673197122134,-1.15950581584214,-1.31522196461636,-1.11624936109483,0.319578513396381,-1.31916539071797,0.298298901723982,1.24952668475875,-0.665493915817494,-1.06269281222246,-1.14199315224419,0.106198164708853,0.659695759192695,-1.04246724664645,1.17799582924634,1.03980931638108,0.402220867919061,0.807063923795431,2.42415576116899,-0.158525664076661,0.515618331257715,0.400754617893114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_P3_30-34,-1.31173066125964,1.84499368093844,-1.0757458704099,-0.756100428639553,2.36287700582278,-0.906767091064435,0.425304047125222,1.04164626827947,-1.21182156241422,-0.705813761666179,1.48465665717174,-1.06742607461274,-1.18841061956962,2.33437073327138,-0.433520853191274,-0.416473191070536,0.803512676967447,-1.05969510216083,-1.10675346023508,1.56300021420352,-1.34627345591235,-0.505321342719897,-0.167730544402137,-1.31844352230428,1.75495086240841,0.287395078417676,-1.16675477263345,0.214639147801786,-0.719219938075688,-1.33551969503169,-1.22162405833241,-0.711967186261104,1.20735178830606,-0.851557927279172,1.30106058816436,1.20501211830743,-1.06412917564614,-1.1697686688209,-1.46324861499257,-0.744300872830784,2.35912438188479,-0.929182474977622,-0.434156644013162,-0.800626936592608,-0.0920670830608921,0.789714051419463,2.30480380946397,-1.0488957413987,2.39154436921149,0.395027959761994,2.17229513533647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_P1_1-5,0.593318640938029,-0.692346934549742,-1.07454412043841,0.344051658376289,-0.314862241679805,-0.589678958293056,1.05849522510574,-1.10186866974738,-0.127636764281777,0.594783959665335,-1.25213933783675,-0.756059616767873,0.126892087191607,-0.552568064242823,-0.605189914463855,0.511298432056026,-0.683660736044369,-1.60750556701291,-0.615103745814753,-0.979415666150079,0.0802899094779394,-0.60737468118983,-1.14597299326016,-1.17686413999145,-0.471425427314608,-0.0465611388047745,-0.377267184616551,-0.0152568844188488,-0.496544638189976,-0.341425902713182,-0.00819538876009831,-0.563352365550616,0.275862168579083,0.207826145248036,-0.282589379152648,-0.880229167639342,-0.601263187693105,-0.289806414824592,-0.560612575040641,-0.891028593445522,-0.80626320535292,1.14026833769231,0.592491358867166,-0.400680463607061,-0.289139587877627,-0.572138384977621,-0.781511484383299,-0.706791672670169,-0.650011374698466,0.0809772643488213,-0.49487887851537,-0.574096512375607,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_P1_10-14,-0.51044318606966,-0.444530270855495,0.870563539917996,-0.260283755533136,-0.104812002366281,0.370442842407569,2.45954755908105,-0.70528103559344,2.87754741644686,-0.839696098450801,-0.234698247023834,1.0648696198197,-0.594057820436063,-0.18546033214217,2.75127372853423,-0.545345211207075,0.0454056588616552,-0.256909130750324,1.31146484764773,-0.162159013149447,0.918748985625836,0.000246595374389485,0.630079157411951,-0.486972778020374,-0.123010727733607,1.20819731955094,0.273354321218494,1.76825488952859,0.683230537293438,0.15003073223337,-0.853863797378816,-0.347037086942922,0.330736819690704,-0.868406082734829,0.240213516489162,-0.948144284599945,-0.451252961086814,-0.751416170674335,-0.88493230001541,-0.627468832599903,0.182789837815369,0.599317583936468,0.0645238564134482,0.744600834660481,0.0569200241574739,-0.244821996997855,0.823672193267111,1.07580363542807,0.111126405742792,1.98869123172403,0.552600269890081,2.6852341658028,0.0335335176180348,NA,NA,NA,NA,NA,NA,NA,NA
717_P1_20-24,-1.40543212060023,-1.02191141093666,-1.13936123013871,-0.936332394404511,-0.654938360933277,-1.10542237202116,0.120264878644846,-0.992633929085222,-0.911989747220405,-0.570202252491107,-1.13486757653026,-0.576933006027458,-1.14541853108227,-1.07723788681831,-0.959507816320761,-0.460012964674692,-1.33016866454408,-1.00681971039711,-0.762162034145849,-1.5662402007923,-1.21779789063946,-1.16570070433331,-0.150349824105133,-1.21062113339501,-0.740589103449202,-0.174145202368963,-1.09659958086729,-0.0349191128875253,-0.315241837069466,-1.06565573535359,-1.21286093208548,-1.22443873531384,-0.945284438905616,-1.28475867843311,0.287033374261269,-0.437412869339175,-0.937830180586136,-1.01385402986242,-1.38211459290861,-0.353815385759955,-0.996429634098816,-0.899397776609809,-0.955309547147001,0.31976841463506,-0.101540228884082,-0.91742863752313,-0.812057131910833,-0.674837912318234,-1.11592807452182,-0.374366935399296,1.09118592066978,0.58092943254507,-0.51938456811826,-0.391718175063899,NA,NA,NA,NA,NA,NA,NA
717_P2_1-5,-1.37613206999521,-0.201594180918822,0.400348437413677,-0.341981180842391,-0.447769623520415,0.78002839227192,0.8090273730791,0.477461316333796,1.99051553878639,-1.21987651665405,-0.324970137521609,0.199410749094579,-0.54251753119139,-0.389889010102965,1.91827047113715,0.460333454101693,-0.245252441850859,0.25195690742932,0.173355848920624,-0.777270369466383,0.956906899926717,-1.97728687877223,0.257242535107504,-0.329429720361249,-0.347362003693536,-0.444453720900869,0.381448837790778,0.85523896154204,0.445000539193088,-1.01296422391264,-0.415487223727245,0.269887462595672,-0.10823197986323,-1.01101568906794,-0.341777439000828,-1.92971104551023,0.56814980745229,-1.03355439186411,-1.21470998762249,-0.595025626488767,-0.465638741798688,-0.803464339913528,-0.644155313245688,-0.660676288366984,-1.19290443441559,-0.516945737127472,-0.290065300556559,-0.114955020811641,-0.142084270824377,-0.285840461011061,-0.470323778304261,0.829433168205308,0.122501948716996,-0.16452454823411,-0.876730596455756,NA,NA,NA,NA,NA,NA
717_P2_10-14,-0.374061088925346,0.831815763105154,-0.140718541276442,-0.780763288925352,-0.0597197191620778,0.161432247438894,2.83681778653543,0.171213376887791,2.79847859527324,0.973497776877947,-0.75403740096893,0.0452830187635924,0.944128357865498,-0.807835677544001,2.3328973798063,-0.152360940197279,0.267488864077677,-0.432305520196347,1.1936976318806,-0.640081879672264,0.0356231935725308,0.0404868084251378,0.974886636065509,-0.152779404800401,-0.718401774241419,-1.31311308802808,-0.16737743268574,1.55106506853124,0.804341356531545,-0.504378181854778,-0.452118510261807,-0.872193778506524,-0.394322912543087,-0.34319448675857,-0.12679172150385,-0.00252610070671554,-0.0487532706367819,0.204067007555174,0.27798179899463,-0.796868253643984,-0.441097509299489,0.105512812382653,1.47990819866702,-0.972899480668692,-0.874564931850588,-0.805958203386327,-0.622401255609865,0.582646885787045,0.100579679055472,2.4214801080674,1.90148371629072,2.28859265015364,-0.609412022024875,0.115994165251048,-0.690098945353005,-0.447376059318281,NA,NA,NA,NA,NA
717_P2_20-24,-0.792044197030968,-0.649357742989382,-0.138794990521108,-1.1206728900086,-0.291858283020434,-0.00178335640988918,2.30960666891431,0.174054531303958,0.00156360903957904,0.291872597922173,-0.61045146369753,-0.558860968807697,-0.358671263696788,0.833079608357994,-0.158826314979354,-0.316236679421299,-0.52242150052292,-0.535763327607398,0.0840782198889862,0.313693952165525,-0.443847613234659,0.142039561548206,0.566601353220285,-0.671648053597365,0.699938402125871,-0.967368013877823,-0.554266262999546,1.51475875003009,-0.258388496888436,-0.9301886395445,-0.904070601964758,-0.260542306214601,1.39893938263443,-0.32790971685455,0.889012199636392,0.94642997196008,-0.378323205391751,-0.300325949821787,-0.774095510440569,-0.673239121189732,0.398981736365223,-0.159555769630109,0.884563435095518,-1.20129410712499,-0.549120758066716,0.0209708030331377,-0.386374926493221,-0.137717461014401,1.24761885162519,2.11605036603278,2.03529850763988,2.15677075767577,-0.351285275855143,1.66760649163792,-0.314931814720656,-0.847881699454042,-0.312583694290646,NA,NA,NA,NA
717_P3_1-5,-0.000619067729459933,-0.687997200951755,-0.229768349497532,0.872267123758583,0.667773000273968,-0.23523904885474,1.40514409357703,-0.688491504193332,0.609165433433142,-0.789206394502284,-0.394522174156505,0.482163921314874,-0.378517185762105,0.943463537907148,1.74472116228033,-0.262802345837744,-0.486607512582404,0.257424244526292,-0.185037067319072,0.339812660431352,0.301032795655953,-0.260680780099301,0.110685172150911,-0.72800935104026,0.366849629749361,1.60080177464307,0.25267136282984,1.75861452188737,1.11178918675412,-0.503688958830381,-0.583633327848365,-0.418301173043825,0.443338080347377,-0.372428041175049,-0.50449175847845,-0.634353387397856,-0.129604192004638,-0.700028565473164,-0.691034083760968,-0.0244739303232947,-0.0390336083908615,-0.921929497167154,-0.0021926546961651,-0.283043348012007,-0.789794045981305,0.505130134645084,-0.0490400869363402,-1.0700924707919,0.229183837673088,-1.00766430329676,-0.164149749174178,-0.404804129327152,0.622792970270353,0.613776286981113,-0.268498783812458,-0.405246344755525,1.61297306282367,0.730429713122506,NA,NA,NA
717_P3_10-14,0.733215191163552,0.911552825009238,-1.02456319879952,1.7538804376203,2.27232785444018,-0.461783369915741,2.1376286191998,1.3350240506505,2.40817155487307,0.373720051118892,0.148289444213013,-0.192896060252431,0.328304359513856,-0.753863231918615,1.3108238519161,0.230042369521607,0.347176084426147,-0.890490654058633,-0.572488499623977,0.65841000085612,-0.623320732927169,0.679865943818643,0.606488935437944,-0.507246494878711,-0.743051302253292,0.263289777773409,-0.386777780670409,1.4919594040798,1.43066131156124,0.681039007631597,1.33149433833111,0.723615697420046,1.2305777896798,-0.00872672765497608,-0.89310881988742,0.711726676124112,-0.742641854331414,-0.122927838415363,1.00070498715688,-0.795465021195708,-0.274162486056318,1.23667006378961,2.294186692997,1.63354405786577,1.09959647268507,-0.901480587869292,1.78772985298727,-0.40655131552461,0.924248501294095,0.790198000907633,1.08959522296981,1.32015032019018,-0.418877805886542,-0.296664222288164,1.14517985546493,0.869747067594671,1.5860963531982,0.972773329468013,0.105194421699268,NA,NA
717_P3_20-24,-1.03801591716232,0.0760296218632728,-0.221056067999994,-0.850530600818676,1.85992411605132,-0.0762010427444977,2.32279299027815,-0.831183051668254,-0.150260598113071,-1.13562941561721,-0.1660348357286,-0.0109339143714394,-0.812963436680885,0.176597199995589,-0.4281463767771,-0.423014178360103,-0.907247615359215,-0.656804874095543,0.0411546555421582,0.812469997265294,-0.124603328570574,1.36940488216507,0.410881388802514,-0.952526920314334,0.30931175396412,0.0852074982504022,-0.172216526180881,1.45572207654741,0.63610577157556,-0.892924681565778,-1.23957303202895,-1.28976433636741,-0.0903364587065943,-1.37230629187495,0.0658956089304736,0.316211574903219,-0.53433032344433,-0.940425710784006,-0.824925864760772,-0.0856090016989849,-0.0807841462056683,-0.875547699920936,1.49528338672734,0.201138943914544,-0.083464706601813,0.852093850436803,1.24471012250882,0.148897741386495,0.389539977853684,0.823671633701283,-0.877265783785547,2.62841278098979,-0.160529339187233,0.209647721611257,0.402319892169275,-0.418667549268286,1.57356395868996,1.55918156591474,0.0931356780653588,1.83500893642198,NA
