,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
63,0.9646,0.944,0.9276,0.8292,0.672,0.97,0.9074,0.9734,0.9236,0.0663,-0.2284,0.0691999999999999,-0.5324,-0.7972,-0.9998,-0.9982,-1,0.9918,-1,0.9826,0.894,0.8884,0.9494,0.3586,0.9178,-0.7568,-0.3328,-0.9198,-0.8842,-0.9982,-0.9992,-0.9996,-0.9996,-1,-1,0.9864,0.9816,0.9836,0.6268,0.3032,0.8254,0.9434,0.9456,0.3886,0.767,0.9732,0.9608,0.2454,0.3086,0.0913999999999999,-0.9066,-0.9236,-0.9976,-0.9996,-1,-0.7392,-0.999,-0.9994,-0.9976,-1,-0.8396,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.9932,0.9886,0.9996,0.9998,1,0.886,-0.24,0.9068,0.69,0.7633,0.9996,0.7645,0.931,0.9562,0.999,0.999,0.8494,0.873,0.9942,0.9994,1,0.8592,0.9988,0.9808,0.8074,0.8206,0.9536,-0.2844,0.3694,0.9964,1,0.9168,0.9824,0.9254,0.9266,1,0.9998,0.9678,1,1,0.986,0.9484,0.9984,1,1,0.994,0.7264,1,1,0.9996,0.3494,0.8976,0.5448,0.8604,-0.2048,0.9322,0.9946,0.9992,0.9988,0.7684,0.9898,0.8238,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,1,1,1,1,0.9986,1,1,1,0.7606,1,0.7538,0.9224,0.7304,1,1,0.532,1,1,1,1,0.9986,1,0.9726,0.9994,0.909,0.9946,-1,-1,1,1,0.9798,1,0.9954,0.9914,1,1,1,1,1,0.8786,1,1,0.999,1,1,1,1,1,1,0.3578,0.718,0.5274,0.9836,-1,0.845,0.9998,1,1,0.8796,0.7672,0.3758,0.7792,-0.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,1,1,1,1,1,1,0.9998,1,-1,0.9884,-1,0.5882,-1,0.9436,0.9998,-1,1,1,0.9992,0.9998,1,0.9904,0.6196,1,-1,0.9222,-1,-1,0.8656,1,-1,0.9416,0.95,0.956,1,1,1,1,1,0.973,0.9998,1,0.9772,1,1,1,1,1,0.9978,-1,-1,-1,-1,-1,-1,-1,0.999,1,-1,-1,-1,-1,0.9218,0.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,1,1,1,1,1,1,1,1,0.5798,0.958,-1,0.5548,-0.3304,0.9456,0.974,-0.5302,1,1,1,1,1,1,0.9558,1,0.6432,0.8438,-1,-1,0.997,1,0.3028,0.0536000000000001,0.6808,0.7222,1,1,1,1,1,0.9988,1,1,0.7772,1,1,1,0.9976,0.9842,0.405,-1,-0.1254,-0.0604,-0.1608,-1,0.5104,0.978,0.9204,0.9956,-1,0.8786,-1,-1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.5774,0.4018,0.978,0.3206,0.9656,0.0326,-0.7844,0.7976,0.0766,0.7011,0.9988,0.7028,0.9686,0.9866,0.9996,0.9906,0.9118,0.9984,0.47,0.5698,0.6208,0.5098,0.3814,0.7318,0.3042,0.7266,0.8752,0.2664,0.5998,0.9992,0.9914,0.9754,0.9622,0.9286,0.9376,0.634,0.7596,0.4508,0.9034,0.9636,0.699,0.1642,0.6098,0.971,0.9798,0.6896,-0.6162,0.9554,0.885,0.842,0.1368,0.8982,0.8108,0.9252,0.5038,0.9222,0.9986,0.9992,0.9982,0.9103,0.9846,0.8878,0.762,0.5726,0.875,0.9602,0.9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,1,1,1,1,1,1,1,1,0.7346,0.9998,0.7396,0.69,-0.1154,0.996,0.9984,0.3086,1,1,1,1,1,1,1,1,0.901,0.9886,-1,-1,0.9866,1,0.9262,0.997,0.9928,0.9904,1,1,1,1,1,1,1,1,0.9998,1,1,1,1,1,1,-1,0.5956,0.235,0.9574,-1,0.7214,0.9522,0.9976,1,-1,0.7258,0.1352,0.6572,0.9998,1,1,1,0.7564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.8194,1,1,0.9914,1,1,1,0.9994,0.986,-1,0.9768,-1,0.9906,0.9198,1,1,0.862,1,1,0.324,0.5974,0.9998,-0.125,-0.9796,1,0.7556,0.763,-1,-1,1,1,0.997,0.9994,0.9992,0.998,0.4906,0.9974,-0.3462,1,1,-0.3118,-0.185,0.5106,0.0187999999999999,1,0.9836,0.4008,1,1,0.9876,-1,0.2334,0.3848,0.9998,-1,0.8218,1,1,1,0.7056,0.9834,-0.1034,0.9032,0.9986,1,1,1,0.3866,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.9998,1,1,1,1,0.9988,0.9998,1,0.9992,0.1247,-0.7374,0.1246,0.1406,0.1416,0.5788,0.1594,0.00679999999999992,1,0.9998,1,1,0.9992,0.9978,0.9552,0.9986,0.234,-0.7552,-0.8058,-0.9186,0.704,-0.996,0.3802,-0.8864,-0.147,-0.1482,1,1,1,0.9302,0.6576,0.9908,1,1,0.8462,0.9832,1,0.9978,0.8786,0.7982,0.4264,-0.4836,-0.1592,-0.2614,-0.1528,-0.6164,-0.3634,0.6362,0.5818,-0.6568,-0.657,0.1442,-0.4636,-0.5478,0.9998,1,1,0.9996,0.9988,1,0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.2016,0.6044,0.8054,0.3506,0.8056,0.6916,0.3974,0.6074,0.6348,0.00819999999999999,-0.8754,0.00710000000000011,-0.8888,-0.9032,-0.588,-0.5698,-0.8634,0.8206,0.7738,0.4022,0.5354,0.728,0.6817,0.5009,0.677,0.0164,-0.8938,-0.9684,-0.9932,-0.6416,-0.5146,-0.7662,-0.75,-0.7938,-0.8068,0.7004,0.7866,0.6422,0.5454,0.4292,0.6052,0.2168,0.433,0.5384,0.6063,0.5972,0.4578,0.4353,0.3812,0.2739,0.0249999999999999,-0.9478,-0.9188,-0.8434,-0.9282,-0.9608,-0.6738,-0.5656,-0.5896,-0.9828,-0.9036,-0.8916,-0.8892,0.3034,0.5992,0.9034,0.5788,0.6983,0.5486,0.8018,-0.7986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.8238,0.671,0.427,0.697,-1,0.4722,0.973,0.8854,0.5288,-0.8902,-0.4726,-0.8906,-0.9618,-0.9206,-1,-0.9744,-0.7218,-1,0.5956,0.8514,0.9862,0.4526,0.9402,0.9192,0.4588,-0.8176,-0.5132,-0.9978,-1,-1,-0.734,-0.9308,-0.6776,-0.5348,-0.531,0.7964,-1,0.4392,0.945,0.9616,0.887,0.9594,0.8908,0.859,0.9404,0.00780000000000003,0.9134,0.8664,0.7614,0.7908,-0.8508,-0.9122,-0.7338,-0.7874,-0.5932,-0.891,-1,-1,-0.8082,-0.8452,-0.796,-0.7312,-0.6466,0.8738,0.933,-1,-0.4982,0.9382,-0.184,0.241,-0.0620000000000001,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.9992,1,1,0.9982,0.9816,0.9998,1,1,1,-1,-0.379,-1,-0.9998,-1,-1,-0.9826,-1,1,0.9986,1,0.9992,0.9998,1,0.9498,1,-1,-0.4068,-1,-1,-1,-0.627,-1,-0.957,-0.9084,-0.9394,1,1,1,0.997,0.9754,0.9426,0.9994,0.9998,0.94,0.9914,0.9998,1,0.9236,0.9052,0.7142,-1,-1,-1,-0.8816,-0.998,-1,-1,-1,-0.847,-1,-0.9774,-1,-0.9996,0.9856,1,0.5228,0.8266,0.9948,0.9696,0.9996,0.5702,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,1,1,1,0.999,1,1,1,1,1,-1,-0.1738,-1,-0.6808,-0.9502,-0.9928,-1,-1,1,0.999,1,0.9996,1,0.9998,0.966,1,-0.754,-0.1726,-1,-1,-0.8812,-0.7962,-0.9974,-0.9994,-0.9936,-0.9898,1,1,1,0.9972,0.9438,0.976,1,1,0.8852,0.978,1,1,0.9062,0.877,0.5242,-1,-0.9984,-0.9994,-1,-1,-0.9262,-0.973,-1,-1,-1,-0.8228,-1,-1,0.9976,1,0.943,0.8502,0.9992,0.9994,1,0.3018,-1,-0.8784,-0.9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,1,1,0.9992,1,1,1,1,1,-0.5902,-0.5924,-1,-0.1572,-0.519,-0.9742,-0.9994,-0.9952,1,1,1,0.999,1,0.9992,0.8802,1,-0.567,-0.3322,-1,-1,-0.4984,-1,-0.9386,-1,-0.9928,-0.9834,1,1,1,0.987,0.8298,0.977,0.9998,1,0.569,0.7978,1,1,0.7312,0.5718,0.293,-1,-0.9554,-0.9746,-0.9894,-1,-0.7278,-0.6904,-0.999,-1,-0.7092,-0.4906,-0.9942,-0.9992,0.9984,1,1,0.9924,0.983,0.9998,1,-0.8958,-1,-0.8586,-0.8514,-0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.19,0.47,0.7598,0.3722,0.7374,0.6478,0.3292,0.4842,0.5888,0.00780000000000003,-0.856,0.00790000000000002,-0.9128,-0.9326,-0.613,-0.5896,-0.8924,0.727,0.746,0.243,0.5536,0.6958,0.688,0.4986,0.6468,0.0173000000000001,-0.8926,-0.9596,-0.9898,-0.6556,-0.5388,-0.8002,-0.7782,-0.8184,-0.8344,0.5536,0.697,0.551,0.5485,0.4241,0.6155,0.1776,0.446,0.5307,0.613,0.4694,0.4342,0.4235,0.3799,0.2736,0.0266,-0.9576,-0.932,-0.86,-0.9322,-0.9794,-0.6962,-0.5834,-0.6152,-0.982,-0.9246,-0.9128,-0.887,0.2918,0.4842,0.8706,0.5396,0.7082,0.4256,0.7674,-0.8124,-0.9826,-0.9446,-0.7332,-0.662,-0.6198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.9994,1,1,0.998,1,1,1,1,1,-0.73,0.1054,-0.7428,-0.9606,-0.9992,-0.7782,-0.9988,-1,1,0.9994,1,0.9986,1,0.9986,0.7882,1,-0.6076,0.0167999999999999,-1,-1,-0.904,-0.0772,-0.9948,-0.9748,-0.9998,-0.9994,1,1,1,0.9984,0.9902,0.9528,0.999,1,0.9032,0.9998,1,1,0.9684,0.975,0.907,-0.9488,-0.9974,-1,-1,-1,-1,-0.9704,-0.99,-0.9192,-1,-0.9734,-0.9996,-0.9996,0.9446,0.999,0.1308,0.9078,0.9654,0.9896,1,0.3034,-1,-0.8832,-0.9534,-0.9996,-0.8628,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,-0.035,0.3038,0.3668,0.1398,0.4158,0.1532,0.3016,-1,0.3958,-0.9506,-0.7754,-0.9488,-0.9934,-0.9386,-0.9986,-0.999,-0.8662,0.5724,0.411,0.5956,0.7156,0.271,0.593,0.3268,0.1534,-0.908,-0.7194,-0.9226,-0.9724,-1,-0.9886,-1,-0.8504,-0.7416,-0.7032,0.567,-1,-0.0649999999999999,0.727,0.9809,0.1934,0.272,0.4954,-0.0228,0.1966,0.6184,0.5828,0.6726,0.2568,0.897,-0.8292,-0.9464,-0.8276,-0.9782,-0.7754,-0.9022,-0.9992,-0.9988,-0.9988,-0.898,-0.923,-0.8678,-0.7434,0.5434,0.352,-1,-1,0.4748,0.3938,0.5792,-0.324,-1,-0.9752,-1,-0.9996,-0.985,-0.9562,-0.9736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.9556,0.9284,0.9768,0.9588,0.928,0.975,0.9922,0.996,0.9898,-1,-0.7214,-1,-0.9998,-0.9994,-0.9986,-0.9992,-0.9792,0.9818,0.949,0.9936,0.9912,0.9656,0.9742,0.7266,0.9846,-1,-0.7872,-1,-1,-0.9996,-0.5388,-1,-0.7004,-0.784,-0.8154,0.9798,0.982,0.987,0.9424,0.8994,0.7444,0.9774,0.9876,0.6596,0.9294,0.986,0.9846,0.8616,0.7136,0.7462,-0.9642,-1,-0.994,-0.964,-0.8728,-1,-1,-0.9998,-0.7736,-0.7406,-0.9758,-0.9834,-0.801,0.9114,0.9198,0.8736,0.4752,0.8606,0.7786,0.8994,-0.0672,-1,-0.9074,-1,-0.9856,-0.6768,-1,-0.9978,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.9896,0.9764,0.9454,0.972,0.8932,0.9936,0.981,0.9954,0.9866,-0.7812,-0.1642,-0.7796,-0.9014,-0.984,-0.998,-0.999,-1,0.9744,0.608,0.9926,0.9828,0.942,0.989,0.627,0.9764,-0.6506,-0.0874,-0.9892,-0.9598,-1,-0.978,-1,-0.9916,-0.9996,-0.9996,0.9908,0.9752,0.994,0.9246,0.7846,0.8978,0.9872,0.9956,0.8312,0.9568,0.991,0.9948,0.6674,0.6618,0.5986,-0.9754,-0.9974,-1,-0.9992,-1,-0.9714,-1,-1,-0.9858,-0.7032,-0.9248,-1,-0.9994,0.8292,0.6134,-1,0.4416,0.9226,0.5674,0.7406,-0.0145999999999999,-1,-0.846,-0.9996,-0.9996,-0.9858,-1,-1,-0.9766,-0.9902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.9904,0.9996,1,0.976,1,1,0.9968,0.9994,0.9998,-0.8004,-0.3088,-1,-0.7004,-0.8918,-0.8374,-1,-1,0.9998,0.9808,0.9974,0.9766,0.9998,0.9888,0.6202,0.9998,-0.8022,-0.3104,-1,-1,-0.9154,-0.5686,-0.9918,-0.9944,-0.9992,-0.9968,0.9996,1,1,0.9788,0.9408,0.821,0.9904,0.996,0.7252,0.9876,0.9996,0.9998,0.8576,0.8732,0.6688,-1,-0.9964,-0.9992,-1,-1,-0.9198,-0.9854,-0.9998,-0.998,-0.772,-0.8738,-1,-0.9996,0.861,0.9964,-1,0.3152,0.887,0.9856,1,0.0620000000000001,-1,-0.8094,-0.8952,-1,-0.9896,-1,-1,-1,-0.9746,-0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.9448,0.9914,0.9998,0.988,1,0.9986,1,1,1,-1,1,-1,0.9996,0.9966,1,1,0.9918,1,1,0.998,0.95,0.9842,-0.6346,-0.72,0.9964,0.9476,0.9958,-1,-1,1,1,0.9998,1,1,1,1,1,1,1,1,0.6138,0.9228,0.9412,0.878,1,0.9742,1,1,1,0.9992,-1,0.9106,0.889,1,-1,0.9794,1,1,1,-1,0.942,0.937,0.9956,1,1,1,1,0.9874,1,1,1,-1,0.8854,1,1,1,-1,1,0.8744,0.9942,0.991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,-0.004,0.972,0.8608,0.9974,1,-0.3566,-0.9686,0.9184,-0.728,0.4008,0.9986,0.3876,0.998,0.9982,1,1,0.9614,1,0.9984,0.9996,0.283,-0.7644,0.2466,-1,-0.874,0.7,0.8896,0.6176,0.6864,1,1,0.9944,0.9996,0.9946,0.995,1,1,0.9994,0.9986,0.9926,-1,0.6204,0.9674,-0.7858,1,0.993,0.6272,0.9906,0.9788,0.6126,-0.1672,0.9664,0.7354,0.9912,-0.0646,0.9794,1,1,1,0.7448,0.999,0.8812,0.8934,0.8472,1,1,1,-0.2574,1,0.8768,1,0.3892,0.9778,0.9998,1,1,0.3902,0.9996,0.5974,0.986,0.9802,0.9916,0.9908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,-0.2994,0.6184,1,0.2398,1,0.9996,0.9546,0.8284,0.9966,0.7396,0.9934,-1,0.9906,0.9454,1,1,0.9712,1,1,0.2584,0.1594,0.9204,-1,-0.999,0.9922,0.8172,0.953,-1,-1,1,1,0.9988,0.9994,0.9996,0.9994,0.5764,0.9996,0.9988,1,0.9984,-0.999,-0.856,-0.7542,-0.8814,1,0.036,-0.1764,0.9888,0.997,0.815,-1,0.8444,0.7968,0.9998,0.6248,0.945,1,1,1,-1,0.986,0.8054,0.9606,0.9948,1,1,1,0.757,1,1,0.9996,-1,-0.00339999999999996,1,1,1,-1,1,0.3116,0.9654,0.9826,1,0.8156,-0.0788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,-0.7924,0.9436,0.9946,0.5668,1,0.725,0.7212,0.9354,0.7554,0.6214,0.988,0.6494,0.9964,0.9786,1,1,0.9716,1,1,-0.0596,0.5202,-0.1514,-1,-1,-0.3848,0.7858,0.9372,-1,-1,1,1,0.9976,0.9992,0.999,0.998,0.9698,1,0.9946,0.9922,0.9934,-0.9998,-0.9132,-0.8796,-0.9902,1,0.3746,-0.8322,0.917,0.9874,0.355,-1,0.9212,0.714,0.9996,0.4682,0.9548,1,1,1,-1,0.9832,0.8156,0.918,0.9732,1,1,1,0.288,1,0.9998,0.9996,-1,0.1892,1,1,1,0.6378,1,0.3068,0.975,0.9846,0.9998,0.9862,-0.684,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-0.995,-0.9638,-0.525,-0.9888,-1,-0.9278,-0.9868,-0.818,-0.898,0.2369,0.9379,0.2377,0.4982,0.7564,0.4322,0.2458,0.1352,-1,-1,-0.9328,-0.9894,-0.886,-0.99,-1,-0.9244,0.4117,0.1916,-0.0458,0.5463,0.6668,0.4612,0.3458,-0.0828,0.369,0.3766,-1,-1,-1,-0.9934,-0.9198,-1,-1,-0.9886,-0.9834,-0.931,-1,-0.9956,-0.9786,-0.9682,-0.99,0.5524,0.688,-0.1254,-0.159,-0.5234,0.3054,0.4968,0.4122,0.181,0.4214,0.7734,0.0494000000000001,-0.1522,-0.3918,-0.8326,-1,-0.8586,-0.9432,-0.5488,-0.8244,-0.00900000000000001,0.2295,0.3802,0.5372,0.5892,0.1452,0.2292,0.361,0.0828,-0.0639999999999999,0.1142,0.1146,-0.2756,-0.9984,-1,-0.9356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,1,1,0.9942,1,0.7124,0.9986,0.998,0.9866,0.7584,1,0.7556,0.9998,0.9998,1,1,0.9954,1,1,1,0.7474,0.5648,1,-0.9192,0.9594,0.9114,0.9886,-1,-1,1,1,0.9994,1,1,1,1,1,1,1,1,-0.9674,1,1,0.925,1,1,1,1,0.9996,0.9976,-1,0.9834,0.9594,0.9994,-1,0.9866,1,1,1,0.9372,1,0.9734,0.9834,1,1,1,1,0.9692,1,1,1,-1,0.996,1,1,1,-1,1,-1,0.9992,0.9974,0.999,1,1,0.889,0.9934,-0.8524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.8616,1,0.9994,0.8396,1,0.9442,1,0.9998,0.9998,-1,0.9992,-1,0.994,0.9626,1,1,0.814,1,1,0.9856,0.7676,0.9842,0.8444,-0.9852,0.9956,0.767,0.9622,-1,-1,1,1,0.9954,0.9998,0.9994,0.9998,1,1,1,1,1,-0.9586,0.957,0.9382,0.435,1,1,1,1,1,0.9918,-1,0.8426,0.761,0.9968,-1,0.9736,1,1,1,0.8514,0.9958,0.4878,0.8984,0.9788,1,1,1,0.6492,1,1,1,-1,0.8136,1,1,1,-1,1,0.517,0.9616,0.875,0.9994,1,0.9954,0.994,0.9994,-1,0.7684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.9708,1,0.9988,0.9878,1,0.9948,0.9992,0.999,1,0.7688,0.998,0.7476,0.9962,0.9712,1,1,0.4726,1,1,0.939,0.771,0.968,-0.9192,-0.9934,0.983,0.891,0.9758,-1,-1,1,1,0.9876,0.9982,0.9942,0.982,1,1,1,1,1,-0.7742,0.8772,0.781,-0.9964,1,0.9992,0.9942,1,1,0.9812,-1,0.926,0.6604,0.9986,-1,0.964,1,1,1,-1,0.9862,0.2174,0.4182,0.9574,1,1,1,0.2968,1,1,1,-1,0.2242,1,1,1,-1,1,0.5788,0.9784,0.592,0.9998,1,0.9184,0.9992,0.9998,-0.8442,1,0.9984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
