,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
21,-0.9512,-0.935,-0.8678,-0.9358,0.0642,0.6428,0.3799,0.1482,0.6691,0.6004,0.0660000000000001,0.424,1,-0.8592,0.1782,0.1769,0.0306,0.1503,0.2364,0.0277000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,-0.9128,-0.939,-0.8786,-0.9372,0.0584,0.6528,0.3745,0.1505,0.6647,0.6138,0.0617000000000001,0.4345,1,-0.8836,0.1811,0.1744,0.0273000000000001,0.1514,0.2399,0.0295000000000001,-0.9344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,-0.8702,-0.9408,-0.8798,-0.9442,0.0562,0.6442,0.379,0.1514,0.663,0.606,0.0612999999999999,0.4234,1,-0.8528,0.1807,0.1817,0.0304,0.1557,0.2446,0.0296000000000001,-0.9304,-0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.0595000000000001,0.0328999999999999,0.0609999999999999,0.0291999999999999,-0.901,0.2374,0.3698,-0.7988,0.3282,0.8042,0.0591999999999999,-0.19,1,0.0965,0.1854,0.18,0.0302,0.1476,0.2377,0.0299,0.0296000000000001,0.0339,0.0297000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.5758,0.3553,0.5741,0.3464,-0.2242,0.9834,0.245,-0.0482,0.7722,0.5932,0.5664,-0.948,1,0.7382,0.8728,0.9363,0.3484,0.0226,0.3774,0.3474,0.3409,0.3502,0.3513,0.3468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,-1,-1,-1,-1,0.9614,0.9998,0.9994,0.9208,1,1,-1,0.949,1,-1,-1,1,-1,-1,0.9874,-1,-1,-1,-1,0.9888,0.9974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.0579000000000001,0.0317000000000001,0.0618000000000001,0.0301,-0.8926,0.1982,0.3719,-0.7946,0.3386,0.8065,0.0628,-0.1974,1,0.0943000000000001,0.1864,0.1811,0.0336000000000001,0.1452,0.2371,0.0321,0.0299,0.0367999999999999,0.0311999999999999,-0.9344,0.3495,0.9892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.1801,0.0876999999999999,0.1835,0.0948,0.1793,-0.44,-0.674,-0.2938,-1,-1,0.1802,-0.743,-1,0.2554,0.456,0.462,0.0963000000000001,-0.8936,-0.589,0.0886,0.0906,0.0944,0.0924,0.0861000000000001,-0.941,-1,0.0881000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,-1,-1,0.9968,-1,-1,-1,0.9876,-1,0.9942,1,0.9632,0.9948,1,-1,0.9488,1,-1,-1,0.9768,-1,-1,-1,-1,-1,0.9988,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.1178,0.0633999999999999,0.1256,0.0636000000000001,-0.807,-1,0.6113,-0.8788,-1,0.7428,0.1175,-0.6282,-1,0.176,0.3291,0.3339,0.0591999999999999,0.2891,0.4219,0.0631999999999999,0.0618000000000001,0.0625,0.0678000000000001,-0.9338,-0.1276,0.9898,-0.942,0.1752,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.6749,0.4313,0.6767,0.4339,-0.6662,-0.128,-0.5586,-0.4158,0.1596,0.3338,0.2606,-0.9166,-1,0.5866,0.8874,0.9292,0.4286,-0.413,-0.5558,0.4215,0.4378,0.428,0.4331,-1,-0.987,0.7684,-1,-0.906,0.9972,-0.6738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.4108,0.0236000000000001,0.5542,0.0462,-0.3368,1,0.524,-0.5246,1,-0.7424,0.492,0.6628,1,0.5134,0.9788,0.9878,0.5306,0.5776,0.9844,0.5269,0.0611999999999999,-1,-1,0.5331,0.8992,-1,0.5239,-0.362,1,0.7844,0.2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0637000000000001,0.0330999999999999,0.0604,0.0314000000000001,0.0661,0.2374,0.3761,-0.884,0.3424,0.6132,-0.9072,-0.221,1,-0.8838,-0.6704,-0.6326,0.0283,0.157,-0.529,0.0289999999999999,0.0324,0.0290999999999999,0.0328999999999999,0.0306,0.3507,0.974,0.0313000000000001,0.0974999999999999,0.979,0.0607,-0.3122,0.0484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.0598000000000001,0.0297000000000001,0.0627,0.0323,0.0630999999999999,0.2174,0.3836,-0.883,0.3334,0.6202,-0.9224,-0.2718,1,-0.9034,-0.671,-0.6328,0.0291999999999999,0.1449,-0.5256,0.0308999999999999,0.0308999999999999,0.036,0.0301,0.0307999999999999,0.3434,0.9754,0.0273000000000001,0.0942000000000001,0.9806,0.0638000000000001,-0.3024,0.0469999999999999,-0.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,-0.8844,0.0309999999999999,-0.873,0.0289999999999999,0.0593999999999999,0.0742,0.3725,0.1512,0.6767,0.5976,0.0596000000000001,0.4366,1,-0.8414,-0.9012,-0.7262,-0.9342,-0.8882,-0.6792,0.0301,0.032,0.0301,0.0305,0.0269999999999999,0.3487,0.9792,0.032,0.0929,0.9772,0.0577000000000001,0.4233,0.5273,0.0311999999999999,0.0308999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.2317,0.1235,0.2296,0.1174,0.2344,-0.691,-0.5052,-0.1092,-1,0.7274,0.2214,0.0114000000000001,-1,0.3249,0.0920000000000001,-0.516,0.1205,-0.9978,-0.9588,-0.9414,0.1276,0.1232,0.1203,0.127,-0.4012,-1,0.1168,-0.9466,-1,0.2366,-0.212,0.195,0.1246,0.125,0.1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,-0.1626,0.2443,-0.2246,0.2325,0.4222,0.95,0.6798,-0.00739999999999996,0.9746,0.9784,-0.222,0.6296,-1,-0.2432,-0.9238,0.1404,-1,-0.7814,-0.8892,-0.5248,0.2363,0.2326,0.2395,0.2446,0.5002,0.9398,0.239,-0.8764,-1,0.4367,-0.6376,0.9436,-0.5266,-0.5096,-0.622,-0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.1243,0.0604,0.1227,0.0616000000000001,0.1205,-1,-1,-0.5114,-1,0.3206,0.1246,-0.6434,-1,0.1807,0.3302,-0.3464,0.0609999999999999,-1,-1,-0.8696,0.0567,0.0610999999999999,0.0609,0.0639000000000001,-0.7496,-1,0.0618000000000001,-0.9754,-1,0.1196,-0.7408,-0.4282,0.0596000000000001,0.0640000000000001,0.0622,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,-0.5994,0.1191,-0.905,0.1174,0.2434,-0.219,0.8591,-0.2824,0.4254,-1,-0.9052,0.1734,-1,-0.9524,-0.9964,-0.979,-0.9598,-0.8182,-0.8802,0.1179,0.1203,0.1219,0.1216,0.1224,0.6052,-1,0.1192,-0.3684,-1,0.2322,0.7136,0.8528,-1,-1,-0.962,-0.2268,-0.8558,0.2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,-1,-1,-0.7062,-1,0.4219,-0.2144,0.9508,-0.0135999999999999,0.3984,0.9736,-0.7624,0.658,-1,-1,-0.094,-0.1562,-0.524,-0.7922,0.258,-1,-1,-1,-1,0.2313,0.9192,-1,0.2318,-0.1388,-1,0.4319,0.91,0.992,-1,-1,-0.5348,-0.7656,0.6672,-0.3408,-0.7944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,-1,-1,-0.769,-1,0.423,-0.1288,0.9446,0.0129999999999999,0.3378,0.963,-0.7622,0.648,-1,-0.9846,-0.1072,-0.1754,-0.5338,-0.7656,0.281,-1,-1,-1,-1,0.2379,0.9198,-1,0.2426,-0.1284,0.8092,0.4253,0.9298,0.9936,-1,-1,-0.5166,-0.7262,0.6754,-0.3074,-0.7492,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,-0.9884,-1,-1,-1,0.1184,0.6914,0.6038,0.291,0.8941,-1,0.1208,0.6832,-1,-0.8126,-0.4772,-0.4238,-0.896,-0.5838,-0.2616,0.0585,-1,-0.8876,-1,0.0651999999999999,0.5779,-1,0.0628,0.1754,-1,0.1233,0.6771,0.4284,0.0626,0.0628,-0.895,0.2338,-0.2844,0.1225,-0.8984,-0.8334,-0.8142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,-0.974,-1,-1,-1,0.1196,0.668,0.6192,0.2852,0.8929,-1,0.12,0.6738,-1,-0.8086,-0.479,-0.4434,-0.8962,-0.6052,-0.2846,0.0571999999999999,-1,-1,-1,0.0605,0.5846,-1,0.0634999999999999,0.1748,-1,0.1228,0.6764,0.4028,0.0636000000000001,0.0631999999999999,-0.8986,0.2315,-0.3126,0.1173,-0.9048,-0.811,-0.788,-0.9954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.1153,0.0639000000000001,0.1292,0.0601,0.1169,0.7498,0.2422,-0.5092,0.7786,-1,0.1204,0.356,-1,0.1791,0.3286,0.3269,0.0617000000000001,-0.4398,-0.1668,0.0653999999999999,0.0639000000000001,0.0572999999999999,0.0622,0.0648,0.1322,-1,0.0610999999999999,-0.6478,-1,0.1197,0.274,-1,0.0627,0.0581,0.0609999999999999,-0.56,-0.172,-0.7704,0.2315,-0.1652,-0.1646,0.1171,0.1193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.1162,0.0654999999999999,0.1154,0.0605,0.1172,0.8756,0.2104,0.2812,0.8948,-1,0.1208,0.6783,-1,0.1795,0.329,0.3254,0.0615000000000001,0.28,0.4296,0.0668,0.0634999999999999,0.0584,0.0629,0.0619000000000001,0.577,-1,0.0644,0.1708,-1,0.1203,0.6813,-1,0.0577000000000001,0.0632999999999999,0.0571999999999999,0.2371,0.4236,0.1243,0.2349,0.424,0.4275,0.1166,0.121,-0.9904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.1822,0.095,0.1789,0.0900000000000001,0.1699,0.6716,-0.131,-0.298,0.7684,-1,0.1723,0.0242,-1,0.258,0.4532,0.462,0.0952999999999999,-0.719,-0.227,0.0925,0.0884,0.0931999999999999,0.091,0.0939000000000001,-0.128,-1,0.0889,-0.8782,-1,0.1805,-0.5572,-1,0.0938000000000001,0.0926,0.0936999999999999,-0.8512,-0.285,-0.9802,0.3262,0.1332,0.1168,0.1764,0.177,-1,-0.9888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.1151,0.0609999999999999,0.1193,0.0658000000000001,0.1198,-0.1542,-0.7242,-0.4902,-0.0931999999999999,-1,0.12,-0.6098,-1,0.1699,0.3252,0.3334,0.0573999999999999,-0.9434,-0.8664,0.0624,0.0644,0.0640000000000001,0.0584,0.0623,-0.7238,-1,0.0651999999999999,-0.979,-1,0.1182,-0.7108,-1,0.0629999999999999,0.0620000000000001,0.0619000000000001,-0.9692,-0.872,-0.9916,0.2215,-0.2642,-0.2218,0.1192,0.1189,-0.7966,-0.774,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
