,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
49,-1,1,1,1,0.9896,1,-0.4118,0.8712,1,0.9968,1,0.9612,-1,1,1,0.00380000000000003,1,1,1,0.9662,0.9996,1,1,0.9834,-1,0.9944,1,1,1,0.884,0.9826,1,1,0.64,0.475,0.9784,1,-0.4298,1,1,1,1,-1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-1,1,1,1,1,1,-1,-1,1,0.994,1,1,-1,1,1,-1,0.9982,1,0.9998,-0.0514,0.9814,1,1,0.9978,-1,-0.025,1,1,1,-1,0.1622,1,0.9998,1,-1,0.9504,1,-1,0.9838,1,1,1,-1,0.9922,1,1,0.7536,1,0.9506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-1,1,1,1,1,1,-1,-1,1,0.996,1,1,-1,1,1,-1,1,1,1,-0.9936,0.9512,1,1,0.992,-1,0.4686,1,1,1,-1,-0.3138,1,0.9994,1,0.6042,0.918,1,-1,0.9502,1,1,1,-1,0.9996,1,1,0.311,1,0.9868,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-0.8798,-0.079,0.2652,0.9346,-1,0.00879999999999992,-0.309,-0.5334,0.8618,0.63,-1,0.6336,-0.9,0.8878,0.8932,-0.7258,0.0938000000000001,0.5594,-1,0.302,-0.0256,0.8804,0.969,-1,-0.8382,-0.4198,0.5162,0.8974,0.1816,-0.6774,-0.0958,0.8968,-1,-1,-0.871,-0.521,-1,-0.705,-0.3172,0.4076,0.8296,0.9046,-0.8632,0.639,0.8796,0.8508,-0.2682,0.9436,-1,0.7678,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-1,0.2702,0.7856,1,1,0.918,-0.9512,-0.9718,0.9896,1,0.9986,1,-1,1,1,-0.631,-0.1614,0.9086,1,1,0.8044,0.9996,1,1,-0.7148,-0.5334,0.4704,0.9998,0.9962,-0.9198,-0.9942,0.9914,1,1,-1,-0.916,1,-0.8934,0.4702,0.715,0.9908,0.9998,-0.3034,0.5588,1,1,-0.3558,1,1,1,1,0.6786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-1,1,1,1,1,1,0.2882,0.3458,1,1,1,1,-1,1,1,-0.5014,0.9998,1,1,1,0.3724,1,1,1,-1,0.6334,0.9998,1,0.9996,0.1064,0.1552,1,1,1,-1,-0.412,1,-1,0.8292,1,1,1,0.374,0.9998,1,1,0.7748,1,1,1,1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,-1,1,1,1,1,1,0.7024,0.6434,1,1,1,1,-1,1,1,-1,1,1,1,0.7006,0.8878,1,1,1,-1,0.9168,0.9998,1,0.9996,-0.4022,0.9098,1,1,1,0.2798,0.531,1,-1,0.943,1,1,1,0.3882,1,1,1,0.9374,1,1,1,1,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,-0.9104,-0.8458,-0.9528,0.7792,-1,-1,-0.7996,-0.8832,0.5472,-1,-1,-1,-0.9388,-1,-1,-0.9118,-0.757,-1,-1,-1,-0.911,0.5094,0.627,-1,-0.953,-0.9998,-0.8774,-0.1726,-1,-0.9202,-0.8622,0.5802,-1,-1,-0.957,-0.8718,-1,-0.9444,-0.992,-0.8716,0.2558,-1,-0.9198,-0.0332,-1,-0.1564,-0.9396,0.746,-1,-1,-1,-0.9254,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,-1,-0.4518,0.401,0.9982,1,0.3446,-0.7368,-0.8574,0.9796,1,0.9912,1,-1,0.952,0.9586,-0.9994,0.0391999999999999,0.4654,0.9994,0.9958,-0.288,0.978,0.9992,1,-0.9996,-0.9982,0.4814,0.6782,0.9044,-0.9978,-0.974,0.9586,1,1,-1,-1,0.9862,-0.9798,0.5038,0.4498,0.466,0.9944,-0.918,0.506,1,1,-0.9178,0.9962,1,1,1,-1,0.0256000000000001,0.9976,0.9972,-0.9814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-1,0.9532,0.989,1,1,0.9988,0.1226,0.00639999999999996,1,1,0.9998,1,-1,1,1,-0.698,0.8782,0.9972,0.9994,0.7672,-0.5336,1,1,1,-1,-0.9958,0.9146,1,0.9642,-0.904,-0.7538,1,1,1,-1,-0.9598,1,-0.818,0.9968,0.9992,1,0.9616,-0.6888,0.982,1,1,0.3688,1,1,1,1,-1,0.9988,1,1,-1,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,-1,0.9964,0.9954,1,1,0.9996,-0.0354,-0.097,1,0.9816,0.9964,0.9376,-1,1,1,-0.7822,0.9112,0.9998,0.9994,-0.3174,-0.4586,1,1,0.9658,-0.858,0.6892,0.9964,1,0.9908,-0.7774,0.5614,1,0.9992,0.9866,-1,-0.5304,0.9994,-0.7934,0.9996,0.9996,1,0.9976,-0.5082,0.9952,0.9952,1,0.948,1,0.8402,0.9858,0.995,-1,1,1,0.9994,-1,0.8948,0.9942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,-1,-0.0788,0.4554,0.9978,1,0.2932,-0.4402,-0.459,0.9604,1,0.9784,1,-1,0.7148,0.7252,-0.9648,0.7924,0.368,0.9994,1,-0.8096,0.9404,0.9992,1,-0.9356,-0.962,0.7566,0.8648,0.8896,-0.9976,-0.9204,0.895,1,1,-0.798,-0.6088,0.9992,-0.9572,-0.7694,0.2002,0.9702,0.9988,-1,0.9614,1,0.9786,-0.7188,0.9998,1,1,0.9914,-1,0.6676,0.9842,0.9946,-1,0.5252,0.9816,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,-1,0.9982,0.9992,1,1,1,0.7048,0.5918,1,1,1,1,-1,1,1,0.4028,1,0.9996,0.9996,1,0.7872,1,1,1,-1,0.5174,1,1,1,-1,0.6632,1,1,1,-1,0.7984,1,0.0824,0.8758,0.9996,1,1,-1,1,1,1,-0.1086,1,1,1,1,-1,1,0.9998,1,-1,0.9986,1,1,0.9798,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-1,1,1,1,1,1,-0.0996,-1,1,0.9988,1,1,-1,1,1,-1,1,1,1,0.9486,0.9858,1,1,0.999,-0.4508,0.985,1,1,1,-0.1238,0.9528,1,1,0.9944,-1,0.9318,1,0.6918,1,1,1,1,-1,1,0.9998,1,0.9994,1,0.7624,1,1,-1,1,1,1,-1,1,1,0.9964,1,1,NA,NA,NA,NA,NA,NA,NA,NA
63,-0.8184,-0.3606,-0.0702,0.6794,-1,-1,-0.7266,-0.905,0.6326,-1,-1,-1,-0.958,-1,-1,-0.9186,-0.3696,-0.182,-1,0.6186,-0.507,0.5512,0.8774,-1,-0.9374,-0.8844,0.1286,0.6996,-1,-0.9814,-0.538,0.6018,-1,-1,-0.8738,-0.4456,-1,-0.701,-1,-0.152,0.5792,-1,-0.8608,0.239,-1,0.6936,-0.7474,0.619,-1,-1,-1,-0.9148,-1,-1,-1,-0.831,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA
64,-1,-0.3992,-0.1568,1,1,0.2568,-0.9952,-0.996,0.4886,1,0.8238,1,-1,1,0.9994,-0.9862,-0.8256,0.2536,1,0.9998,-0.9992,0.8504,1,1,-0.4816,-0.7472,-0.7934,0.9844,0.9064,-0.951,-0.999,0.8242,1,1,-0.4838,-0.9984,0.9966,-0.9492,0.2108,-0.207,0.1316,0.8832,-0.7394,-0.2948,1,1,-0.8086,1,1,1,1,0.6134,-0.00339999999999996,0.9998,1,-0.0704,-0.7056,0.8932,1,0.7614,1,1,0.2196,NA,NA,NA,NA,NA,NA
65,-1,0.9472,0.957,1,1,0.9824,0.8382,0.6592,0.994,1,0.998,1,-1,1,1,0.2582,0.9774,0.9956,1,0.975,0.273,0.9992,1,1,-0.779,-0.788,0.8912,1,0.9252,-0.3604,0.2258,0.9954,1,1,-0.402,-0.6244,1,-0.666,0.601,0.9106,0.9996,0.8722,-0.2448,0.9752,1,1,0.1722,1,1,1,1,0.376,0.9754,0.9974,0.9996,-1,0.7474,0.8474,1,0.4616,0.9972,1,0.2522,0.992,NA,NA,NA,NA,NA
66,-1,0.9982,1,1,1,1,0.6704,0.5948,1,1,1,1,-1,1,1,-0.817,0.9964,1,0.9998,0.1122,0.4478,1,1,1,-1,-1,0.9996,1,1,-0.2548,-0.1794,1,1,1,-1,-0.232,1,-1,0.9992,1,1,0.9886,0.1458,1,1,1,0.619,1,1,1,1,-1,1,1,1,-1,0.9902,0.9994,0.8764,1,1,1,-1,0.9998,1,NA,NA,NA,NA
67,-0.82,-0.829,-0.7694,-0.1144,-1,-0.3008,-0.5416,-0.5834,0.4642,0.1598,-1,0.4006,-1,0.4242,0.4372,-0.741,-0.945,-0.4232,-1,0.4994,-0.2588,0.5098,0.8962,0.036,-0.9918,-0.912,-0.425,0.2782,0.3928,-0.7802,-0.6856,-0.1694,0.9334,0.0144,-0.7332,-0.861,0.6824,-0.9444,-0.9208,-0.6992,0.3342,0.7796,-0.9466,-0.5098,-1,0.5968,-0.7322,0.7032,0.4936,0.6266,0.317,-0.7882,-0.145,-0.142,-0.7902,-0.9642,-0.9102,-0.5522,-0.7282,-0.9368,0.5168,0.4444,-1,-0.2006,0.1162,-0.617,NA,NA,NA
68,-1,0.595,0.928,0.881,1,0.9884,-0.7284,-0.9344,0.9836,1,0.9956,1,-1,0.952,0.9568,-1,0.9178,0.8304,1,1,0.9288,0.8962,0.9992,1,-0.303,-0.8566,0.9768,0.9356,0.9974,-1,-0.952,0.809,1,1,0.2278,-0.744,0.9962,-0.3524,0.3844,0.8518,0.9484,1,0.3532,0.2836,1,1,-0.9008,0.9944,1,1,1,0.8618,0.9934,1,1,-0.1042,0.9812,1,1,0.9532,1,1,0.5498,0.9232,0.9992,1,-0.4134,NA,NA
69,-1,1,1,1,0.9996,1,-0.4334,0.5908,1,1,1,1,-1,1,1,0.2526,1,1,1,0.999,0.9988,1,1,1,-0.0292,0.9924,1,1,1,0.4222,0.9982,1,1,0.9976,0.351,0.9778,1,0.8178,1,1,1,1,-1,1,1,1,1,1,0.983,1,1,-1,1,1,1,-1,1,1,0.996,1,1,0.9898,-1,1,1,1,0.6554,1,NA
