,711_E-1-S,711_E-1-M,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-D,711_P-2-D,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-M,712_E-3-D,712_P-1-M,712_P-1-D,712_P-2-D,712_P-3-D,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-X1,713_S-1-M,713_S-1-D,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_S1_10-14,715_S1_20-24,715_S2_20-24,715_S3_20-24,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_30-34,716_P1_30-34,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S2_1-5,716_S2_10-14,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_20-24,717_P2_10-14,717_P2_20-24,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S3_1-5,717_S3_10-14,717_S3_20-24
711_P-3-D,0.0954779264297522,1.58028178164387,2.21768070890834,1.98254799919388,2.13674766695847,1.33878422230328,-1.56379268208954,2.15029017267432,0.84052356745508,-0.724459347712974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-1-S,1.24660719234088,0.948983596746852,1.27650866119668,1.39810466346667,1.56679855959545,0.320081540235785,-2.54589242646719,1.26333608133192,0.242052137294285,1.42972138513494,0.0515466279901147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-1-M,0.709318830227411,0.387399793639643,0.74143524734334,0.597082566921882,0.765323682713162,0.472568423764257,-1.61106250889507,0.726336941536605,0.288310404006021,-0.935146474771684,-0.189442907938602,0.845573273414465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-1-D,0.448812073570864,0.299939413784014,0.615905377954165,0.646722923183955,0.864058783173978,0.289284720951771,-2.03895145435075,0.60557576081824,-0.0100065370718085,-0.508279597350428,-0.158708407694843,0.49638400355462,0.0791151984040009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-2-M,-0.271333140768175,0.0280269692941421,0.293569629426868,0.0893383181744406,0.299519038685314,0.332358196285526,-0.845781803293608,0.289876971301967,0.988165523307005,-0.930418873314812,-0.272374104835356,-0.938427767706159,-2.04416337909314,-1.92471025371715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-2-D,-0.365635817334395,-0.412102102053282,-0.225384774415371,-0.347627956887218,-0.0947113608582128,-0.105351652329916,0.450018307746623,-0.221622666977075,0.663403428536914,-0.869805973684916,0.711231232258258,0.49638400355462,0.369869344587667,0.496384003554621,-0.00651149313362959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-1-M,NA,0.356504287618187,0.599722586961497,-0.230414076147177,-0.241364012209971,0.634189955675391,1.20290350894623,0.594991821744208,-0.0168444411237341,-1.42538774961467,0.0954779264297522,1.24660719234088,0.709318830227411,0.448812073570864,-0.271333140768175,-0.365635817334395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-1-D,0.0924267097534971,-0.122359896076961,0.739696094636534,-0.465730641338842,-0.54415100404636,0.918933626431623,1.61607541332896,0.739696094636534,0.791664312472369,-0.381314074313121,1.70026658843288,1.67400843041098,1.00349980540064,0.876182009177643,0.227931177236554,-0.227841379558176,0.0924267097534971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-S,0.85964739142568,-0.710173467746838,0.723124222124907,0.885374357000957,1.17222346519925,0.433301026491035,0.985912448270327,0.723124222124907,1.32315813923713,1.95445465917743,2.51023395271624,1.0484193572526,0.923664376794075,0.672901440644856,0.571822087047246,-0.016928785893989,0.85964739142568,1.30123991393229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-M,0.87722708513408,-0.390914850581455,0.723124222124907,0.878778659068576,1.16251735084722,0.434582835341459,0.943527966030501,0.723124222124907,1.3777949829263,1.94181805559366,2.48525200641047,1.00672272527676,0.945235539096564,0.694009221051,0.59356955972621,0.00315360372457987,0.87722708513408,1.29989743041318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-D,0.0306202723700567,-2.24511013874869,0.120668289296737,-0.644034779883328,-0.644195993752347,0.887966784311667,1.57095562628674,0.120668289296737,0.53634996290628,-1.26616666497557,2.49052070031684,1.61828412751286,0.966993748483551,0.944788523997576,0.466750089400498,-0.0453948220142447,0.0306202723700567,-0.324145699293019,1.05039559595937,1.04769993058554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-3-M,0.289970051641933,-2.31168566719626,-2.31168566719626,-2.24243962036798,-1.88509107281785,0.314097234990104,0.869661681267279,-2.31168566719626,-0.262800192477369,0.207210576425117,1.567607854679,0.932157934969011,0.344020529563736,0.277988412025852,-0.0196219871697511,-0.445801329006879,0.289970051641933,-1.28205929986114,-1.48955865989551,-1.09703956518902,-2.2940167821488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-3-D,0.605513793939565,-2.31168566719626,NA,0.258418561043976,0.611978040682367,0.620388966452008,1.23737492988773,NA,0.683013869826811,1.18309213036063,2.32490842803964,1.29525634072744,0.763454214238982,0.630926812297413,0.297635200181223,-0.231925296503991,0.605513793939565,0.739696094636534,0.723124222124907,0.723124222124907,0.120668289296737,-2.31168566719626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-1-M,1.24660719234088,0.948983596746852,1.27650866119668,1.39810466346667,1.56679855959545,0.320081540235785,-2.54589242646719,1.26333608133192,0.242052137294285,1.42972138513494,0.0515466279901147,NA,0.845573273414465,0.49638400355462,-0.938427767706159,0.49638400355462,1.24660719234088,1.67400843041098,1.0484193572526,1.00672272527676,1.61828412751286,0.932157934969011,1.29525634072744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-1-D,0.152851293892176,1.64746312049476,2.23373903881474,1.97888565088645,2.03123948839721,1.35732476441078,-1.67026341277303,2.17273097032574,0.894972151049506,-0.0623904993507932,-0.72638252857606,1.06132294242749,0.308178473210568,0.473236013544851,-0.490407848667007,0.785116773766236,0.152851293892176,1.68549672138223,2.42638394847826,2.40453421550142,2.38125717041462,1.62839893918791,2.32891021945465,1.06132294242749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-2-D,0.474243945091917,1.08627622781125,1.60512412688719,1.55275527113279,1.25655904718056,0.778574906160534,-1.8042940263465,1.56268091767067,0.843965250145689,-0.969697106704726,0.864099408684482,-0.448624141744632,-0.115081605075539,-0.305313588286808,-0.445789421207422,0.362156630417699,0.474243945091917,1.59694321874502,1.72354756565079,1.70722655092934,1.87480596537395,1.06962948709834,1.67165393113284,-0.448624141744632,-0.890418157443475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-3-D,-1.30829459821698,0.215320440874788,0.913989001799642,-0.638938439368932,-1.10515459640298,0.487832447776415,1.34305221969391,0.913989001799642,-0.367323173205554,1.56369314832762,-0.839237201828103,1.41301398208333,-0.523979185419355,-0.193741898940771,-0.499764211095655,-0.824468123133332,-1.30829459821698,-0.333401751200431,1.19493250886339,1.19493250886339,-0.837279983731652,0.177003527927454,0.913989001799642,1.41301398208333,-0.563825315651543,-0.869819353224205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-D,-0.365635817334395,-0.112095693279899,0.122497453024397,-0.185936761949883,-0.00478972197101995,0.20775723195015,0.830644845990013,0.123052335295057,0.798445546704675,-0.923047378566216,0.852928010196839,0.872510761452647,0.885415828574257,0.803117329890461,0.871920735906676,-0.365635817334395,-0.365635817334395,-0.00425955650555105,0.394052402475765,0.415274489310281,0.156587277362621,-0.171718375575142,0.119562149564585,0.872510761452647,0.917345403260603,0.653289337525041,-0.84182758907411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-X,-0.301208382190544,0.655906958875488,0.685091522202137,-0.132068026056092,-0.307223449102763,1.03274192876498,-0.919846458912049,0.859989931345972,0.185652657839913,-1.33195911624712,-0.880468109462117,-1.0634833742562,-1.38747953718963,-1.38930354116098,-0.0391860703922319,-0.0171984740293356,-0.301208382190544,0.0720643483529779,1.22429942885313,1.31158137877458,-0.560506825175117,-0.696622825612184,0.359038185179307,-1.0634833742562,-1.27638690502477,-1.36808067257911,-0.717225674211559,-0.0113509011693825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-D,0.481142052258845,0.327570970644555,0.64521846527473,0.68377433905452,0.89416045685977,0.297145158235787,-2.09490899605524,0.634512740453463,-0.072932983682669,-0.508279597350428,-0.235738879802048,0.49638400355462,0.0791151984040009,NA,-1.92211741519098,0.49638400355462,0.481142052258845,0.913272174797282,0.688056987763847,0.708930601645364,0.973718516808103,0.306115255914699,0.660788012514583,0.49638400355462,0.42436934384362,-0.350066591261007,-0.193741898940771,0.808230209755578,-1.43062858148077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-X,-1.07424058411792,0.232905401819809,0.483922393330737,-0.358960048684332,0.26955320791735,0.532335546612247,1.10294932078921,0.479754216944132,-0.772584190755468,-2.66215772893662,0.588295796257809,1.15107500214594,-0.068318662182355,0.34078752326619,-0.417701276954889,-0.452180207683236,-1.07424058411792,-0.543903870044936,0.738528677329811,0.755933201238054,0.292369467804933,0.206035725100579,0.48914745736077,1.15107500214594,0.466976273759579,-0.6408491092119,-2.17644257282876,-0.651573506554119,-0.622784879055412,0.373594036325745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-S,1.24660719234088,0.948983596746852,1.27650866119668,1.39810466346667,1.56679855959545,0.320081540235785,-2.54589242646719,1.26333608133192,0.242052137294285,1.42972138513494,0.0515466279901147,NA,0.845573273414465,0.49638400355462,-0.938427767706159,0.49638400355462,1.24660719234088,1.67400843041098,1.0484193572526,1.00672272527676,1.61828412751286,0.932157934969011,1.29525634072744,NA,1.06132294242749,-0.448624141744632,1.41301398208333,0.872510761452647,-1.0634833742562,0.49638400355462,1.15107500214594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-D,1.24660719234088,0.948983596746852,1.27650866119668,1.39810466346667,1.56679855959545,0.320081540235785,-2.54589242646719,1.26333608133192,0.242052137294285,1.42972138513494,0.0515466279901147,NA,0.845573273414465,0.49638400355462,-0.938427767706159,0.49638400355462,1.24660719234088,1.67400843041098,1.0484193572526,1.00672272527676,1.61828412751286,0.932157934969011,1.29525634072744,NA,1.06132294242749,-0.448624141744632,1.41301398208333,0.872510761452647,-1.0634833742562,0.49638400355462,1.15107500214594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-X,1.24660719234088,0.948983596746852,1.27650866119668,1.39810466346667,1.56679855959545,0.320081540235785,-2.54589242646719,1.26333608133192,0.242052137294285,1.42972138513494,0.0515466279901147,NA,0.845573273414465,0.49638400355462,-0.938427767706159,0.49638400355462,1.24660719234088,1.67400843041098,1.0484193572526,1.00672272527676,1.61828412751286,0.932157934969011,1.29525634072744,NA,1.06132294242749,-0.448624141744632,1.41301398208333,0.872510761452647,-1.0634833742562,0.49638400355462,1.15107500214594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-S,0.685029027924462,0.362187424326842,-0.355533201838527,0.249454019847186,0.42550786949551,0.362187424326843,0.785555189214447,-0.0993230917138236,1.20872484778446,1.28970643649549,1.94698179739328,0.841255981538718,0.632463366582764,0.43128205012807,0.360322358287901,-0.152586067765535,0.685029027924462,0.813527187708543,-1.74808780093471,-1.74808780093471,-0.452536810341632,-1.83961337848196,-0.744879245099108,0.841255981538718,1.93376959748163,1.29584994604753,0.767354050904626,0.210097874832737,1.28040345857192,0.44658639370112,0.55946152419755,0.841255981538718,0.841255981538718,0.841255981538718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-M,0.844482166913408,0.938900931415769,0.192048345336612,0.757931672635498,0.853929227189821,0.624460728713651,-1.42423616401222,0.472016916236511,0.457175237752309,0.468492606208262,0.176499300190003,-1.5495870195729,-1.1424283682942,-1.58605043865818,0.228444153596851,-0.0198265705003037,0.844482166913408,1.1918042022452,0.456541126318891,0.585020266256231,0.0368974178438261,-1.63695921120162,-0.270879182918525,-1.5495870195729,-0.22060652805057,-0.186358128202988,0.845442604392346,0.373039741117746,0.860646457044231,-1.63329133908597,0.71369779631906,-1.5495870195729,-1.5495870195729,-1.5495870195729,0.880479363451864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-D,-0.33633335482375,0.232905401819808,-0.592577113335015,-1.2325491715932,-1.73362506061767,0.670751553598244,1.28626275578667,-0.333062904674401,0.0413338748231571,-2.19424162781492,1.64590702213746,1.33794135929726,0.520101571996065,0.627739907161499,0.119726314111379,-0.231949432810326,-0.33633335482375,-0.9629036669691,0.293425961952214,0.461034396843133,-1.81121572336317,-1.94098647067781,-0.952439426263009,1.33794135929726,1.62281392306545,0.969747528162752,-1.53742404595912,-0.152363421941437,-0.203371258492116,0.658346901416249,0.232905401819809,1.33794135929726,1.33794135929726,1.33794135929726,0.863603386980787,1.27448093941655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
