,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
33,-1,-0.427,0.969,0.6028,-1,-0.607,0.5014,-0.8108,-0.9782,-1,-0.8422,0.8574,0.5614,-1,0.9474,0.8246,-0.7758,0.91,0.5256,-1,-1,-1,-0.8466,-1,-1,-1,0.9722,-1,-1,-1,-1,-0.8428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,-1,-1,-1,-1,-1,-1,-1,-0.9854,-0.8404,-0.9284,-0.9918,-1,-1,-1,-1,-1,-0.976,-1,-1,-1,-0.8948,-0.8894,-0.9916,-1,-1,-0.9906,-1,-0.99,-0.824,-1,-1,-0.9908,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.7214,-0.0948,0.892,-0.0135999999999999,-0.9584,0.5224,0.4216,-0.9166,-0.8116,-0.957,-0.9588,0.8684,0.4602,-0.9598,0.878,0.7354,-0.883,0.9106,0.2302,-0.9628,-0.9184,-0.942,-0.9602,-0.9568,-0.7578,-0.9582,0.8044,-0.9592,-0.8638,-0.9572,-0.956,-0.9554,-0.6004,-0.9272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.7164,-0.22,0.8786,-0.103,-0.958,0.4906,0.2806,-0.9268,-0.8766,-0.9606,-0.9558,0.8486,0.313,-0.9578,0.8902,0.6866,-0.9084,0.9132,0.1586,-0.9544,-0.9638,-0.9528,-0.957,-0.9572,-0.8364,-0.9566,0.7306,-0.9542,-0.8798,-0.9578,-0.9564,-0.957,-0.6512,-0.941,-0.9564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.4278,-0.8772,0.5666,-0.805,-0.9562,-0.054,-0.689,-0.9648,-0.9242,-0.9582,-0.96,0.4104,-0.6782,-0.9534,0.5466,0.048,-0.99,0.5894,-0.6442,-0.9548,-0.9168,-0.9272,-0.954,-0.9602,-0.9638,-0.9526,0.089,-0.957,-0.8184,-0.9566,-0.9562,-0.963,-0.9302,-0.975,-0.9564,-0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,-0.9746,1,-0.998,-1,0.9988,0.9066,-0.7992,-0.297,-1,-0.7362,1,0.3404,-1,0.9956,0.9978,-1,1,-0.9992,-1,-0.6348,-0.494,-0.7336,-1,-0.4678,-1,1,-1,-0.716,-1,-1,-0.7284,-0.2134,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,-1,-1,-1,0.0618000000000001,-0.8756,-1,-1,-0.7808,-0.6292,-1,-0.8868,-1,-1,-0.8834,-1,-1,-0.6778,-1,-0.8162,-0.8874,-0.9034,-1,-0.8864,-0.888,-0.89,-0.8914,-1,-0.8828,-0.994,-0.8826,-0.8868,-0.8858,-0.997,-0.8724,-1,-0.8852,-0.886,-0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.7252,-0.1134,0.8898,-0.0224,-0.9594,0.515,0.406,-0.918,-0.8368,-0.9556,-0.9522,0.8734,0.4334,-0.9564,0.8902,0.7332,-0.8872,0.9088,0.2382,-0.957,-0.923,-0.9454,-0.9606,-0.9576,-0.77,-0.9578,0.8064,-0.9614,-0.8934,-0.9592,-0.9542,-0.9582,-0.6286,-0.9246,-0.9586,-0.9544,-0.955,-0.6282,-0.8982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.0125999999999999,-0.9068,0.254,-0.8734,-0.9574,-0.6358,-0.738,-0.9698,-0.86,-0.9548,-0.9568,0.1976,-0.7404,-0.9582,0.2978,0.0284,-0.9726,0.5482,-0.6774,-0.9504,-0.861,-0.9196,-0.9582,-0.961,-0.9194,-0.9584,0.0942000000000001,-0.9598,-0.7764,-0.9648,-0.9554,-0.9576,-0.9038,-0.9368,-0.9584,-0.9552,-0.9528,-0.8152,-0.8204,-0.9562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,-0.0318000000000001,-0.9132,0.2528,-0.8854,-0.9582,-0.6404,-0.7506,-0.9802,-0.8876,-0.9544,-0.9586,0.1978,-0.7462,-0.9596,0.2978,0.0591999999999999,-0.9824,0.5614,-0.6866,-0.9558,-0.8784,-0.9222,-0.9578,-0.9606,-0.9326,-0.9566,0.095,-0.9578,-0.773,-0.9586,-0.9588,-0.953,-0.9166,-0.936,-0.9586,-0.9534,-0.9618,-0.8286,-0.8344,-0.9612,-0.9582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,-0.7534,-0.753,0.4038,0.7586,-0.7724,-1,-0.2584,-0.7442,-0.735,-1,-0.7634,-1,0.1206,-0.772,0.571,-0.0954,-0.5472,-1,0.5404,-0.7636,-1,-1,-0.7686,-0.7584,-0.83,-0.7708,0.7242,-0.7738,-1,-1,-1,-0.7726,-0.9926,-0.7014,-1,-1,-0.7666,-0.3372,-0.9982,-1,-0.7706,-0.7754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,-1,-0.4754,-1,-0.2292,-0.9828,-1,-1,-0.9634,-0.94,-0.9294,-0.9792,-1,0.1584,-0.9802,-1,-1,-0.9448,-1,-1,-1,-0.8934,-0.8944,-0.9806,-1,-1,-0.98,-1,-0.9788,-0.6782,-1,-1,-0.9754,-1,-0.967,-1,-1,-0.9804,-0.782,-0.7908,-1,-0.9818,-0.9824,-0.8766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.6372,-0.5668,0.8476,-0.3134,-0.9586,0.3342,0.0204,-0.9346,-0.9468,-0.9558,-0.9544,0.7348,0.0716000000000001,-0.9596,0.8134,0.4778,-0.9326,0.8746,-0.034,-0.952,-0.9642,-0.9372,-0.9534,-0.9558,-0.9286,-0.9612,0.5118,-0.9598,-0.8704,-0.9546,-0.9598,-0.963,-0.7716,-0.9676,-0.9526,-0.9596,-0.9582,-0.6816,-0.9188,-0.957,-0.9552,-0.9624,-0.9048,-0.9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,-0.7928,0.367,0.9922,0.8352,-1,-0.965,0.1778,-0.0734,-0.8014,-1,-0.4506,0.7768,0.3434,-0.4362,0.8782,0.8074,-0.0108,0.9902,0.2918,-1,-1,-1,-0.4418,-1,-0.9016,-0.4584,0.998,-0.4382,-0.9196,-1,-1,-0.4484,-0.7902,-0.441,-1,-1,-0.4706,0.2406,-1,-1,-0.4578,-0.4518,-0.956,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-1,-0.2726,0.7948,0.4178,-1,-1,0.0842000000000001,-0.8662,-0.8956,-1,-0.9248,0.2754,0.2324,-1,0.5324,0.7448,-0.9124,0.2776,0.0798000000000001,-1,-1,-1,-0.9322,-1,-0.9652,-1,0.9068,-1,-0.99,-1,-1,-0.9322,-0.9814,-1,-1,-1,-1,-0.6924,-1,-1,-0.9342,-0.9318,-0.9446,-1,-1,-0.9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,-1,-0.681,-1,-0.5864,-1,-1,-0.00519999999999998,-0.9876,-0.806,-0.9162,-0.9946,0.7952,0.0349999999999999,-1,0.823,0.7318,-0.9938,0.8978,0.0718000000000001,-1,-0.8836,-0.879,-0.9942,-1,-0.8884,-1,0.7864,-1,-0.8774,-1,-1,-0.9936,-0.7874,-1,-1,-1,-0.951,-0.8618,-0.8824,-1,-0.9918,-0.9922,-0.7258,-0.9636,-1,-0.2848,-0.8886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.998,-0.2276,1,-0.4154,-1,0.9794,0.7856,0.542,-1,-1,0.329,0.9998,0.7838,-1,0.9796,0.9972,0.4828,1,0.7882,-1,-1,-1,0.328,-1,-1,-1,1,-1,-1,-1,-1,0.3272,0.794,-1,-1,-1,-1,0.0311999999999999,-1,-1,0.336,0.3198,0.0716000000000001,-1,-1,0.2112,0.3256,0.5858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,-0.5372,1,-0.9496,-1,0.941,0.1508,0.2422,-0.2558,-1,0.2104,0.9998,0.0716000000000001,-1,1,0.8412,-1,1,-0.95,-1,-1,-1,-1,-1,-0.4574,-1,0.9998,-1,-0.2256,-1,-1,-1,0.834,-1,-1,-1,-1,-0.8784,-1,-1,0.2024,-1,0.0893999999999999,-1,-1,0.0478000000000001,0.0316000000000001,0.11,-0.4426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,-0.927,1,-0.774,-1,0.9208,-0.4978,0.4334,-0.3742,-1,0.3672,1,-0.26,-1,1,0.12,0.1486,1,-0.9692,-1,-1,-1,0.3758,-1,-0.1176,-1,1,-1,-1,-1,-1,0.3822,0.652,-1,-1,-1,-1,-0.8528,-1,-1,0.3658,0.3702,0.0562,-1,-1,0.2982,0.1392,0.3682,0.5238,-0.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.9922,-0.9886,1,0.4562,-1,0.8402,-0.223,0.1598,-0.5774,-1,0.0878000000000001,0.996,-0.1102,-1,0.9892,0.545,-0.047,1,0.7512,-1,-1,-1,0.0706,-1,-0.8536,-1,0.9998,-1,-1,-1,-1,0.0842000000000001,0.0207999999999999,-1,-1,-1,-1,0.564,-1,-1,0.0784,0.0738000000000001,-0.8322,-1,-1,-0.2306,-0.2996,0.2076,0.8854,0.0746,-0.6124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.9682,0.9992,0.9964,1,-1,0.9868,0.9686,0.8016,0.51,-1,0.4808,0.977,0.9948,-1,0.9802,1,0.8632,0.9962,1,-1,-1,-1,0.4762,-1,-1,-1,0.9998,-1,-1,-1,-1,0.4662,-0.115,-1,-1,-1,0.476,1,-1,-1,0.479,0.4746,0.3498,-1,-1,0.9484,0.5108,0.8174,0.9992,0.986,0.9992,0.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.8608,0.9118,1,0.9996,-1,0.9702,0.7724,0.6622,0.174,-1,0.3356,0.9802,0.8594,-1,0.9992,0.9992,0.688,1,1,-1,-1,-1,0.3292,-1,-1,-1,1,-1,-1,-1,-1,0.3422,0.1244,-1,-1,-1,-1,0.9956,-1,-1,0.3408,0.3374,-1,-1,-1,0.6938,-0.1102,0.7004,0.9986,0.9006,0.9234,0.8774,0.9954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.742,-0.4138,0.9634,0.328,-1,0.318,-0.444,-0.7248,0.2104,-1,-0.8682,0.9418,-0.981,-1,0.0664,-0.7994,-0.7066,0.973,-0.9128,-1,-0.5654,-1,-0.867,-1,-0.2272,-1,0.8752,-1,-0.9694,-1,-1,-0.8672,-0.5212,-1,-1,-1,-0.8728,-0.9172,-0.9724,-1,-0.8736,-0.8742,-0.481,-0.64,-1,-0.5626,-0.7786,-0.791,-0.4912,-0.772,-0.9738,-0.999,0.9062,-0.6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,0.981,1,1,-1,0.986,0.9898,-1,-1,-1,0.5586,0.9994,0.9774,-1,1,0.9984,-1,1,1,-1,-1,-1,0.57,-1,-1,-1,0.9766,-1,-1,-1,-1,0.5694,-1,-1,-1,-1,-1,0.9996,-1,-1,0.583,0.5572,-1,-1,-1,0.9362,-1,0.753,0.9984,1,1,0.9846,0.8896,0.717,0.1886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,0.7524,1,0.2306,-1,0.9998,0.9892,0.7884,0.5556,-1,0.5294,1,0.9814,-1,1,0.9994,-1,1,0.9788,-1,-1,-1,0.543,-1,0.514,-1,1,-1,0.424,-1,-1,0.5474,0.9874,-1,-1,-1,-1,0.7322,-1,-1,0.5506,0.5314,0.9532,-1,-1,0.9074,0.6998,0.7332,0.8374,0.9904,0.997,0.9286,0.9992,0.9994,0.3638,0.9998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,0.209,1,0.66,-1,1,0.9418,0.7826,0.2878,-1,0.5232,1,0.876,-1,1,0.9996,0.7964,1,0.3274,-1,-1,-1,0.5378,-1,-1,-1,1,-1,-1,-1,-1,0.5212,0.941,-1,-1,-1,0.5246,-0.3828,-1,-1,0.5058,0.5326,0.5228,-1,-1,0.8886,0.8268,0.8084,0.9986,-0.3984,-0.1822,0.8262,1,0.9982,-0.626,1,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.9186,-0.4926,0.9844,-0.0580000000000001,-1,0.7788,0.7078,-0.5142,-0.848,-1,-0.7206,0.9778,-0.0682,-1,0.9378,0.6938,-0.5772,0.9896,-0.668,-1,-0.801,-0.1476,-0.7396,-1,-0.7182,-1,0.9722,-1,0.0955999999999999,-1,-1,-0.7396,-0.1084,-1,-1,-1,-0.7348,-0.8008,-0.0864,-1,-0.7338,-0.7292,0.3854,-0.5968,-1,-0.035,-0.4574,-0.5778,0.5284,0.0786,-0.1258,-0.5676,0.9934,0.8544,-0.9848,0.9692,0.9498,0.7952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,-1,-1,-1,-1,-0.984,-1,-1,-0.9664,-0.9084,-0.937,-0.9808,-1,-1,-0.984,-1,-1,-0.9414,-1,-1,-0.9844,-0.9248,-0.9082,-0.9796,-0.9812,-1,-0.9806,-1,-0.9824,-0.8468,-1,-0.9816,-0.9784,-1,-1,-1,-1,-0.981,-1,-0.903,-1,-0.9798,-0.982,-1,-0.9762,-0.9776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.3942,-0.8868,0.5712,-0.8072,-0.9526,-0.0424,-0.6934,-0.97,-0.924,-0.9622,-0.957,0.4378,-0.6888,-0.9612,0.5452,0.0434000000000001,-0.992,0.5912,-0.6164,-0.9548,-0.9212,-0.9232,-0.9584,-0.9568,-0.963,-0.9578,0.0782,-0.956,-0.8278,-0.9564,-0.9598,-0.9604,-0.934,-0.9762,-0.9558,-0.9592,-0.958,-0.7414,-0.8802,-0.9576,-0.9566,-0.9612,-0.8832,-0.955,-0.9532,-0.7202,-0.9514,-0.9634,0.0136000000000001,0.3332,0.2544,-0.1562,0.0868,-0.0162,-0.9394,0.5622,0.5236,0.2166,-0.8854,-0.9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,-1,-1,-1,-1,-0.971,-1,-1,-0.9456,-0.8716,-0.955,-0.973,-1,-1,-0.9696,-1,-1,-0.9188,-1,-1,-0.9704,-0.9178,-0.9316,-0.9736,-0.9696,-1,-0.9742,-1,-0.9754,-0.9014,-0.9616,-0.9666,-0.9726,-1,-1,-0.9348,-0.9684,-0.9724,-1,-1,-1,-0.9754,-0.9714,-1,-0.9456,-0.9756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.9762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.4512,-0.8408,0.6804,-0.7078,-0.9544,0.1256,-0.4616,-0.9512,-0.9346,-0.9538,-0.9612,0.5324,-0.4234,-0.9604,0.6078,0.1374,-0.9724,0.7002,-0.3658,-0.9632,-0.9468,-0.9216,-0.9562,-0.9588,-0.9662,-0.9608,0.2118,-0.955,-0.8444,-0.9584,-0.962,-0.9564,-0.9062,-0.9908,-0.9578,-0.9548,-0.956,-0.7184,-0.8918,-0.9538,-0.9598,-0.9604,-0.897,-0.9666,-0.959,-0.7398,-0.9404,-0.9516,0.2038,0.3776,0.3506,-0.004,0.1938,0.1454,-0.923,0.6616,0.5918,0.4162,-0.8582,-0.9526,-0.9618,-0.9386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.456,-0.8428,0.691,-0.692,-0.9594,0.1396,-0.4166,-0.9544,-0.9284,-0.9524,-0.9582,0.5508,-0.384,-0.9562,0.6156,0.1474,-0.97,0.719,-0.341,-0.9556,-0.9384,-0.9298,-0.9594,-0.9526,-0.97,-0.9566,0.2148,-0.9606,-0.8468,-0.9574,-0.9624,-0.9604,-0.907,-0.9926,-0.959,-0.9544,-0.9608,-0.7274,-0.8866,-0.9606,-0.9558,-0.9612,-0.9004,-0.9714,-0.959,-0.7198,-0.93,-0.9482,0.2316,0.411,0.3546,0.00340000000000007,0.2066,0.1806,-0.9306,0.6542,0.5782,0.4186,-0.8572,-0.9444,-0.9592,-0.937,-0.9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.718,-0.1532,0.8888,-0.0590000000000001,-0.9582,0.5142,0.3426,-0.9174,-0.857,-0.958,-0.9542,0.87,0.3814,-0.9548,0.8858,0.713,-0.8892,0.9172,0.183,-0.9538,-0.9442,-0.9584,-0.9576,-0.955,-0.7908,-0.9548,0.7766,-0.9552,-0.8872,-0.9556,-0.9596,-0.9602,-0.6354,-0.928,-0.9598,-0.9508,-0.9524,-0.6274,-0.9224,-0.9558,-0.9602,-0.954,-0.6548,-0.9364,-0.9572,-0.2894,-0.6032,-0.9198,0.627,0.5014,0.4502,0.3218,0.8294,0.7476,-0.507,0.8792,0.8856,0.7908,-0.4384,-0.9616,-0.9592,-0.9712,-0.96,-0.9552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.9986,0.9844,1,1,-1,0.9542,0.7416,0.4082,-1,-1,0.3018,0.9972,0.8768,-1,0.9998,0.9896,0.284,1,1,-1,-1,-1,0.271,-1,-1,-1,1,-1,-1,-1,-1,0.29,0.5972,-1,-1,-1,-1,1,-1,-1,0.2862,0.2684,-1,-1,-1,0.782,-0.1964,0.4532,0.9992,0.9932,0.9974,0.9108,0.996,0.8818,0.7998,0.9288,0.9984,0.9992,0.9804,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.9974,0.7842,1,0.9992,-1,0.9516,0.7812,0.7388,-1,-1,0.4902,0.997,0.7262,-1,0.9992,0.9664,-1,1,1,-1,-1,-1,0.4976,-1,-1,-1,1,-1,-1,-1,-1,0.4832,-1,-1,-1,-1,-1,0.9988,-1,-1,0.499,0.4906,-1,-1,-1,-0.0906,-1,0.7528,0.9978,0.9846,0.9868,0.875,0.9762,0.8234,-0.382,0.9428,0.9998,0.9998,0.3618,-1,-1,-1,-1,-1,-1,0.9868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.9704,-0.9774,0.9964,-0.9308,-1,0.9144,0.5838,-0.8676,-0.586,-1,-0.909,0.997,-0.7504,-1,-1,0.805,-0.9764,0.9982,-0.8196,-1,-0.8238,-0.7018,-0.9016,-1,-0.6256,-1,0.9938,-1,-0.2542,-1,-1,-0.9052,-0.4958,-0.9516,-1,-1,-1,-0.9996,-0.4516,-1,-0.905,-0.9112,-0.3814,-0.8916,-1,0.2082,-0.736,-0.8796,-0.1924,-1,-0.5492,-0.7074,0.993,0.6058,-0.8836,0.8082,-1,0.3534,-0.9584,-0.894,-1,-0.8526,-1,-1,-1,0.977,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
