,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
75,-0.3952,-0.802,-0.9996,-0.7112,-0.7878,-0.9836,-0.43,-0.7532,-0.984,0.86,0.9386,0.7292,0.9446,-1,-0.9718,-0.6862,-0.6824,-1,-0.6162,-0.9802,-1,-0.6654,-0.9802,0.9628,0.8186,-0.6428,-1,-0.0570000000000001,-0.0427999999999999,-0.9734,-0.9854,-1,-0.0492,0.274,-0.5506,-0.5128,-1,-0.8426,-0.3102,-1,-0.9996,0.00180000000000002,0.1204,0.3658,0.3212,-1,-0.971,0.3197,-0.5052,-0.204,-0.8796,-0.3966,0.0844,-0.9202,-0.9506,1,-1,-1,-0.6868,0.3254,-0.9844,-0.519,-0.9814,-0.9924,-1,-0.791,-0.9892,-0.711,-1,-1,-1,-1,-0.495,-0.9962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,-0.3862,-0.7818,-0.977,-0.4878,-0.9082,-0.9532,-0.3464,-0.7324,-0.8754,0.8704,0.9766,0.7778,0.9437,-1,-1,-0.644,-0.8338,-1,-0.3602,-0.9404,-1,-0.6432,-0.9794,0.9656,0.845,-0.8754,-1,-0.0444,-0.048,-0.9698,-0.9766,-1,-0.3242,0.0858000000000001,-0.5538,-0.5056,-1,-1,-0.3034,-1,-0.9988,-0.1516,-0.0818,0.2418,0.3277,-1,-0.964,0.3264,-0.489,-0.118,-0.626,-0.5788,0.0893999999999999,-0.9234,-0.7806,1,-1,-1,-0.9666,0.3219,-0.8794,-0.2448,-0.856,-0.998,-1,-0.717,-0.9882,-0.9898,-1,-1,-1,-1,-0.509,-0.981,-0.9608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,-0.1514,-0.0214,-0.1566,-0.0436,-0.1454,-0.0512,-0.0818,-0.0756,-0.1468,-0.5022,-1,-1,-0.2294,0.3187,0.3082,-0.1914,-0.1364,-0.4402,-1,-0.1312,0.2292,-0.3754,-0.2406,-0.1542,-1,0.3169,0.319,0.2229,0.2249,-0.3094,-0.2814,-0.3404,-0.0728,-1,-0.5722,-0.3398,-0.4834,0.223,-1,-0.3306,-0.3076,0.242,-0.1582,0.3998,0.1122,0.3221,0.3173,0.1231,-0.3754,-0.2246,0.0609999999999999,-0.0224,-0.4246,-0.4484,0.0688,0.6266,-1,0.3244,0.3957,0.1175,-0.0504,-0.1768,-0.1528,-0.2644,-0.8212,-0.1368,-0.3102,-0.2664,0.224,0.319,0.2197,0.2212,-0.3354,-0.149,-0.1416,-0.1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,-0.146,-0.8656,-0.998,-0.8226,-0.9948,-0.9982,-0.4456,-0.5968,-0.9968,0.8714,0.8592,0.2292,0.9408,-0.9726,-0.9862,-0.5714,-0.9242,-0.9972,-0.6906,-0.9994,-1,-0.6734,-0.9894,0.9605,0.4156,-0.8786,-1,-0.1104,-0.0618,-0.9918,-0.9772,-0.9992,-0.4244,-0.7358,-0.5528,-0.753,-1,-0.9072,-0.52,-0.979,-0.9414,-0.4946,-0.4522,0.2576,0.3205,-1,-0.9848,0.3173,-0.0377999999999999,-0.1542,-1,-0.9776,0.0653999999999999,-1,-1,0.9982,-1,-1,-0.8564,0.3295,-0.993,-0.5792,-0.9792,-0.9778,-1,-0.8724,-0.9998,-0.9466,-1,-1,-1,-1,-0.5114,-0.9982,-0.977,-0.9774,-0.1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,-0.3998,-0.7754,-0.913,-0.6252,-0.952,-0.9824,-0.3968,-0.7338,-0.945,0.8713,0.9688,0.7714,0.9463,-1,-1,-0.8514,-0.9292,-1,-0.567,-0.9766,-1,-0.6578,-0.9938,0.9663,0.833,-0.8822,-1,-0.0488,-0.0206,-0.9676,-0.9522,-1,-0.2586,-0.0208,-0.549,-0.499,-1,-1,-0.2484,-1,-0.9984,-0.1092,0.0202,0.3178,0.3284,-1,-0.9686,0.3267,-0.517,-0.2874,-0.7402,-0.663,0.0908,-0.9248,-0.8876,1,-1,-1,-0.9642,0.3259,-0.892,-0.4578,-0.8298,-0.9672,-1,-0.7742,-0.9904,-0.9864,-1,-1,-1,-1,-0.5018,-0.9834,-0.9672,-0.9892,-0.1544,-0.9758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.3711,0.4172,0.3262,0.3693,0.3207,0.3562,0.373,0.3593,0.3196,0.2752,0.9216,0.7882,0.3723,0.1709,0.1687,0.3198,0.3275,0.2215,0.4092,0.3176,0.1194,0.2777,0.2815,0.4068,0.8474,0.175,0.1696,0.1178,0.1162,0.2798,0.2715,0.2852,0.5197,0.6402,0.2298,0.2797,0.2273,0.1178,0.628,0.2751,0.2805,0.4959,0.512,0.665,0.0582,0.1749,0.1798,0.0573999999999999,0.2743,0.2771,0.4143,0.3685,0.2756,0.2271,0.4016,0.6324,0.9242,0.1733,0.2303,0.0609,0.3695,0.3183,0.327,0.275,0.0624,0.3784,0.2822,0.288,0.1232,0.1698,0.1165,0.117,0.3251,0.3209,0.3212,0.3255,0.1176,0.331,0.3219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.3652,0.4144,0.3196,0.3664,0.3188,0.3713,0.3797,0.3644,0.3253,0.2766,0.9236,0.896,-0.5376,0.1745,0.1704,0.3212,0.3212,0.2193,0.4062,0.3187,0.1189,0.278,0.2785,-0.3632,0.8486,0.1716,0.1768,-0.8176,-0.823,0.2748,0.2804,0.2809,0.5353,0.6478,0.2265,0.2764,0.2223,0.1208,0.6094,0.2737,0.2803,0.4984,0.5227,0.663,0.0609,0.1743,0.1776,-0.8816,0.2824,0.2696,0.4062,0.3758,0.2761,0.227,0.4074,0.6184,0.9657,0.1719,0.2267,-0.8732,0.3598,0.3265,0.3194,0.2765,0.0568,0.3664,0.2713,0.2757,0.1151,0.1694,0.1167,0.1145,0.316,0.3251,0.3197,0.3246,0.1181,0.3158,0.319,0.0584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.9956,0.9678,0.968,0.9934,0.9908,0.9812,0.9944,0.9808,0.984,-1,0.8252,-0.2954,0.8626,-1,0.7962,0.9838,0.9984,0.8884,0.9748,0.9962,0.3854,0.9432,0.9718,0.6744,0.863,0.9092,0.8124,0.7446,0.7246,0.8112,0.8572,0.698,1,1,0.908,0.8764,0.6558,0.7368,1,0.803,0.9258,1,1,0.9984,-1,0.6512,0.7566,-1,1,0.9972,0.9998,0.9998,0.8862,0.8078,0.999,-0.4684,0.7466,-1,0.936,0.672,0.9732,0.9812,0.9638,0.9182,0.845,0.9758,0.8892,0.9676,-1,-1,-1,0.6328,0.9304,0.9392,0.9744,0.9878,0.7252,0.9622,0.9906,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,-0.1992,-0.1254,-0.145,0.5985,-0.1026,-0.0822000000000001,0.6044,0.0184,-0.1326,0.4767,0.8744,0.9206,-0.5158,-0.54,-0.514,-0.026,-0.0768,0.4069,0.6561,-0.0708,0.2182,0.4794,-0.2118,-0.3558,-1,-0.4408,-0.4354,-0.886,-0.8894,-0.3374,-0.3114,-0.41,0.3926,0.5984,0.3893,0.4771,-0.5834,0.2235,0.568,-0.3988,-0.2428,0.2902,0.3812,0.6508,0.111,-0.4564,-0.5266,-1,0.4685,0.4788,0.1508,0.0326,0.472,0.3998,0.0808,0.8226,0.9738,-0.5166,-0.333,-1,-0.103,0.544,-0.1378,-0.2526,0.1189,0.5962,-0.3544,-0.248,0.2202,-0.4818,0.2231,0.217,0.5473,-0.1828,-0.121,-0.1128,0.2187,-0.1938,-0.1108,0.1169,-1,0.7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,-0.6912,-0.648,-0.5724,0.3784,-0.5104,-0.5592,0.3619,-0.5244,-0.5306,0.2828,0.927,0.788,0.3687,-0.7958,-0.734,-0.5206,-0.4296,0.2221,0.4149,-0.4534,0.1161,0.2749,-0.5644,0.4207,0.8428,-0.68,-0.7068,0.1161,0.1164,-0.699,-0.6826,-0.7566,-0.09,0.2362,0.2217,0.2778,-0.8368,0.1206,0.145,-0.7516,-0.6342,-0.2266,-0.1306,0.3236,0.0584,-0.7152,-0.745,0.0592999999999999,0.2706,0.2763,-0.237,-0.337,0.2762,0.2287,-0.4004,0.8121,0.9214,-0.7796,-0.6434,0.0587,-0.5658,0.3189,-0.5686,-0.6076,0.0544,0.3711,-0.6996,-0.6362,0.1213,-0.7572,0.1158,0.1155,0.3247,-0.6146,-0.5602,-0.5198,0.1125,-0.6222,-0.5138,0.0583,0.0636000000000001,0.561,-0.8288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.3706,0.4201,0.317,0.3715,0.3222,0.3728,0.3644,0.365,0.3231,0.2813,0.9226,0.8892,-0.9512,0.1766,0.1673,0.3241,0.3273,0.2248,0.4037,0.3176,0.1162,0.2747,0.276,-0.7936,0.654,0.1727,0.1696,-0.8752,-0.8658,0.2676,0.2783,0.2736,0.517,0.6464,0.226,0.2784,0.2249,0.1168,0.6257,0.2741,0.2749,0.4934,0.5276,0.67,0.0610999999999999,0.174,0.1679,-0.8918,0.2798,0.2754,0.4089,0.3693,0.2703,0.2262,0.4131,0.6118,0.9598,0.1697,0.2283,-0.8832,0.3638,0.3098,0.3188,0.2758,0.0569999999999999,0.3729,0.2726,0.2701,0.1169,0.1723,0.1176,0.1143,0.3277,0.3208,0.3247,0.3225,0.1107,0.3249,0.3222,0.0617000000000001,-0.8766,0.5534,-0.87,0.0599000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,-0.6948,-1,-1,-0.4412,-1,-1,-0.4578,-0.8982,-1,0.629,-1,-1,0.7583,-0.9986,-1,-0.8776,-1,-0.7202,-0.362,-1,-0.8794,-0.674,-1,0.802,-1,-0.9972,-0.977,-0.5676,-0.575,-1,-1,-1,-1,-1,-0.6568,-0.7254,-0.9256,-0.8756,-1,-1,-1,-1,-1,-1,0.1752,-0.9728,-1,0.1753,0.6211,-0.607,-1,-1,-0.2422,-0.7392,-1,0.933,-1,-0.9944,-1,0.1739,-1,-0.5354,-1,-1,0.1684,-0.4956,-1,-1,-1,-0.9812,-0.8772,-0.876,-0.5346,-1,-1,-1,0.3191,-1,-1,0.1791,0.169,-1,-0.6172,-0.7988,0.1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-0.5098,-0.859,-0.3632,-0.9768,-0.6868,-0.587,-0.8866,-0.8442,-0.6868,0.8713,-1,0.7902,0.9437,-0.7052,-0.4978,-0.3268,-0.0956,-0.7166,-0.9516,-0.6954,-1,-1,-0.5316,0.9655,0.8774,-0.4548,-0.5396,-0.1184,-0.0622,-0.7642,-0.6788,-0.67,0.4996,0.5406,-1,-1,-0.5136,-0.6526,0.2334,-0.6574,-0.4948,0.1798,0.3528,0.8728,0.3242,-0.6378,-0.5496,0.3267,-0.2402,-0.0394,-0.4024,-0.478,-0.509,-0.8932,-0.6,0.9952,0.9388,-0.7432,-0.333,0.3207,-0.7214,-1,-0.5484,-0.4632,-1,-0.9976,-0.696,-0.418,-1,-0.7946,-1,-0.6902,-0.9356,-0.6242,-0.5104,-0.2584,-0.1728,-0.6068,-0.4246,0.3244,0.3251,0.988,0.5451,0.3275,0.3228,-0.5356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,-0.41,-0.8004,-0.7196,-0.8744,-0.9892,-0.9162,-0.5734,-0.6604,-0.7938,0.9392,0.949,0.5832,0.9788,-1,-0.8722,-0.2498,-0.8958,-0.983,-0.835,-0.9696,-1,-1,-0.962,0.9916,0.7016,-0.959,-1,0.1346,0.1568,-0.8126,-0.8128,-0.9226,-0.3274,-0.4392,-1,-1,-0.7596,-1,-0.4742,-0.8714,-0.7968,0.00520000000000009,0.1274,0.3708,0.4149,-1,-0.9344,0.4135,-0.2286,0.1298,-0.7282,-0.9584,-0.2672,-1,-0.7564,1,0.8182,-1,-0.958,0.4036,-0.8026,-0.792,-0.8028,-0.7852,-1,-0.9996,-0.9728,-0.9968,-1,-1,-1,-1,-0.8412,-0.92,-0.7382,-0.9502,0.0669999999999999,-0.9602,-0.9742,0.4173,0.4112,0.999,0.1014,-0.287,0.4113,-1,-0.7378,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,-0.1038,-0.753,-0.946,-0.8844,-0.9972,-0.9966,-0.4974,-0.5534,-0.9914,0.8702,0.8452,0.1478,0.9441,-0.9636,-0.9476,-0.5136,-0.778,-0.9954,-0.8026,-0.9962,-1,-0.67,-0.9844,0.9643,0.3552,-0.8178,-1,-0.081,-0.0684,-0.9644,-0.9612,-0.995,-0.1564,-0.4336,-0.561,-0.7466,-0.9924,-0.8764,-0.459,-0.9586,-0.9102,-0.2852,-0.17,0.4318,0.3149,-1,-0.9808,0.3221,0.0269999999999999,-0.0982,-1,-0.9896,0.0755999999999999,-1,-1,0.9966,-1,-1,-0.8134,0.3215,-0.9958,-0.7318,-0.9764,-0.9456,-1,-0.94,-0.9996,-0.9086,-1,-1,-1,-1,-0.5022,-0.9968,-0.9646,-0.9066,-0.1768,-0.9996,-0.9654,0.3287,0.3306,0.9754,-0.1816,-1,0.3184,-1,-0.78,-0.9768,NA,NA,NA,NA,NA,NA,NA,NA
90,-0.2166,-0.6486,-0.3514,-0.8876,-0.9226,-0.656,-0.7632,-0.2558,-0.6548,0.818,-1,0.5348,0.9041,-0.4386,-0.292,-0.4348,-0.049,-0.5398,-0.9282,-0.7582,-0.539,-0.8852,-0.605,0.9385,0.6656,-0.2816,-0.3062,-0.2576,-0.2544,-0.6032,-0.6008,-0.3044,0.523,0.3682,-1,-0.8156,-0.6576,-0.502,0.126,-0.451,-0.31,0.0713999999999999,0.285,0.9214,0.2705,-0.3398,-0.3132,0.2721,-0.2358,-0.2608,-0.8486,-0.8422,-0.3686,-0.5078,-0.8508,0.9578,0.8484,-0.4376,-0.0872000000000001,0.275,-0.8076,-0.982,-0.6648,-0.4464,-1,-0.8682,-0.5342,-0.3638,-1,-0.4362,-0.55,-0.5158,-0.869,-0.6358,-0.5148,-0.2608,-0.3206,-0.5714,-0.5024,0.2692,0.2732,0.9904,0.4883,0.2744,0.276,-0.5318,-0.9982,-0.8374,-0.913,NA,NA,NA,NA,NA,NA,NA
91,-0.432,-0.9812,-0.9332,-0.92,-0.9414,-0.9796,-0.9594,-0.8978,-0.971,0.9078,0.4596,0.7002,0.9667,-0.9624,-0.7476,-0.7762,-0.7506,-0.926,-0.9078,-0.9908,-0.9128,-0.9534,-0.9472,0.9823,0.7876,-0.7128,-0.7168,-0.0646,-0.069,-0.9548,-0.9454,-0.9384,0.0882000000000001,-0.3746,-1,-0.9896,-0.805,-0.763,-0.1326,-0.9762,-0.8908,-0.5416,-0.2664,0.7018,0.3731,-0.7878,-0.763,0.3664,-0.2302,-0.357,-0.9674,-0.887,-0.138,-0.8588,-0.965,0.9986,0.8116,-1,-0.6034,0.3643,-0.9676,-0.9562,-0.895,-0.8676,-1,-0.9996,-0.9278,-0.8092,-1,-1,-1,-0.7892,-0.7176,-0.9798,-0.9186,-0.8918,-0.1268,-0.976,-0.9156,0.3676,0.3733,0.9376,-0.1136,-0.4964,0.3739,-1,-0.9676,-1,-0.9884,-0.8436,NA,NA,NA,NA,NA,NA
92,-0.5172,-0.8204,-0.9466,-0.6622,-0.8174,-0.9512,-0.506,-0.839,-0.9486,0.8172,0.9516,0.7652,0.9075,-0.9762,-1,-0.9318,-0.9842,-1,-0.5398,-0.9994,-1,-0.7552,-1,0.9361,0.8488,-0.8062,-1,-0.173,-0.1512,-0.9538,-0.9536,-0.9998,-0.1756,-0.00980000000000003,-0.6554,-0.6076,-1,-1,0.0247999999999999,-1,-1,-0.1244,-0.00539999999999996,0.3912,0.2693,-1,-0.9868,0.2711,-0.6288,-0.426,-0.9752,-0.6116,-0.0649999999999999,-0.9548,-0.9912,0.9998,-1,-1,-0.9562,0.2812,-0.8506,-0.4516,-0.8438,-0.9182,-1,-0.8354,-0.9944,-0.9512,-1,-1,-1,-1,-0.6118,-0.9618,-0.9324,-0.976,-0.2444,-0.9902,-0.9998,0.2745,0.2726,0.9718,-0.2412,-1,0.2775,-1,-0.4224,-0.9104,-0.9606,-0.4032,-0.9524,NA,NA,NA,NA,NA
93,1,1,0.9998,1,0.9997,1,1,1,0.9997,0.0558000000000001,1,0.9824,0.694,0.9838,0.9878,0.9997,0.9998,0.9966,0.9998,0.9998,0.9342,0.9993,0.9996,0.2498,0.9984,0.9857,0.9834,0.7608,0.7626,0.9994,0.9988,0.9995,1,1,0.9968,0.9991,0.9979,0.934,1,0.9996,0.9989,0.9998,1,0.9998,-1,0.9844,0.9845,0.4872,0.9993,0.9989,0.9999,0.9999,0.9991,0.9971,1,0.58,1,0.9822,0.9961,0.484,1,0.9997,0.9997,0.9994,0.7356,0.9999,0.9995,0.9997,0.9331,0.9814,0.9345,0.9283,0.9997,1,0.9998,0.9999,0.4958,1,0.9999,-1,-1,-0.424,0.792,0.7318,0.486,0.9815,0.9996,1,0.9998,0.9991,1,0.9988,NA,NA,NA,NA
94,0.9685,0.9814,0.9422,0.9681,0.9463,0.9675,0.9649,0.9694,0.9421,-0.5008,0.8668,0.5104,0.3668,0.7582,0.754,0.9419,0.9414,0.8489,0.9232,0.9472,0.6086,0.9042,0.908,0.309,0.9654,0.7625,0.7555,-0.1346,-0.1482,0.9062,0.9148,0.9085,0.988,0.6074,0.8474,0.9085,0.8536,0.5944,0.9838,0.9058,0.9091,0.9208,0.8784,0.2258,0.3749,0.7608,0.7574,-1,0.9122,0.911,0.9793,0.9667,0.9098,0.8476,0.9825,0.1556,0.924,0.7582,0.8518,-0.414,0.9644,0.945,0.9428,0.9048,0.3718,0.9688,0.9123,0.909,0.5988,0.7576,0.6059,0.6009,0.9443,0.9439,0.9465,0.9411,-0.0308,0.9425,0.945,-1,-1,-0.5588,-0.0832000000000001,0.3642,-0.4064,0.7557,0.9407,0.9814,0.9437,0.9102,0.9677,0.9064,-0.1334,NA,NA,NA
95,-0.2006,-0.0754,-0.1318,0.5997,-0.1128,-0.0434,0.6038,0.0289999999999999,-0.1136,0.4805,0.8832,0.921,-0.5298,-0.5456,-0.516,-0.0294,-0.0574,0.4014,0.6531,-0.0432,0.2205,0.4815,-0.183,-0.3562,-1,-0.4442,-0.4554,-0.9044,-0.8824,-0.3116,-0.2814,-0.3796,0.405,0.6318,0.4011,0.4763,-0.555,0.2199,0.5794,-0.3676,-0.2476,0.3086,0.3916,0.6658,0.1143,-0.4358,-0.5102,-1,0.4854,0.4788,0.1522,0.0324,0.4721,0.4083,0.142,0.8226,0.9814,-0.5106,-0.3232,-1,-0.0584,0.5449,-0.117,-0.2532,0.1167,0.6026,-0.3022,-0.233,0.2253,-0.4724,0.2226,0.2175,0.5448,-0.1556,-0.1064,-0.1022,0.2211,-0.1604,-0.087,0.1214,-1,0.7268,-0.9964,-1,-0.9068,-0.625,0.5456,0.0822000000000001,-0.1794,0.4847,-0.1214,-0.2092,0.7824,-0.1046,NA,NA
96,-0.361,-0.5932,-1,-0.7416,-1,-0.9698,-0.383,-0.6622,-1,0.6229,0.777,-1,0.7598,-0.9988,-0.9984,-0.501,-1,-0.905,-0.6802,-1,-1,-0.5856,-1,0.8005,-1,-0.9748,-0.9862,-0.4672,-0.461,-0.8834,-0.9736,-0.96,-1,-1,-0.5818,-0.7116,-0.8384,-0.9608,-1,-0.8414,-0.9618,-0.7266,-1,-1,0.1703,-1,-0.9998,0.1684,0.6302,-0.2588,-1,-1,-0.1546,-0.95,-1,0.9814,-1,-1,-0.975,0.1717,-1,-0.5298,-1,-0.987,0.1681,-0.6384,-0.9948,-0.9824,-1,-1,-1,-1,-0.4204,-1,-1,-1,0.3194,-1,-1,0.1693,0.1671,0.7046,-0.5292,-1,0.1717,-1,-0.566,-0.8934,-1,-0.3128,-0.7716,-1,0.9844,0.7588,-0.5094,NA
