,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
16,-0.5134,-0.2418,0.1766,-0.406,0.915,-0.7696,-0.72,0.0828,-0.8894,-1,0.3216,-0.409,-0.662,-0.6736,-0.9558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,-0.2796,-0.4996,-0.8096,-0.7034,0.9638,-0.994,0.0888,-0.1112,-0.9996,0.792,-0.4918,0.3664,-0.7606,-1,-0.8596,-0.7394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.7662,0.8238,0.7222,0.4442,0.4926,-0.258,0.9664,0.9672,-0.1588,0.5114,0.8714,0.9542,0.00380000000000003,-0.1122,-0.133,0.00099999999999989,-0.4146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.9772,0.9628,0.987,0.421,0.9974,0.5082,1,1,0.8852,0.9998,0.9998,0.982,-0.1544,0.9316,0.5782,0.5232,0.7508,-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.0558000000000001,-0.1326,0.549,0.04,0.998,-0.964,0.8836,0.8324,-0.486,0.7364,0.6428,0.5138,-0.4758,-0.3354,-0.6696,-0.5226,-0.5476,0.4242,-0.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,-0.8136,-1,-1,-0.8302,-1,-0.9128,-0.5634,-1,-0.8586,-1,-1,-0.5672,-0.8832,-0.8608,-0.8912,-0.951,-0.882,-1,-1,-0.8342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,-0.3072,0.1398,0.3304,-0.3556,0.988,-0.6672,0.2578,0.728,-0.6,0.9824,0.2342,0.2958,-0.5352,-0.2574,-0.7042,-0.7966,-0.531,0.4168,0.9206,-0.2618,-0.9328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,-0.6036,-0.0104,0.4928,-0.2862,0.9386,-0.3468,0.0089999999999999,0.5338,-0.5188,-1,0.6936,0.071,-0.6496,-0.1534,-0.8482,-0.7616,-0.4988,0.4714,0.8394,-0.0138,-0.864,-0.5852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,-0.293,-0.651,0.1452,-0.452,0.5556,-0.7216,0.3242,0.0309999999999999,-0.4996,-1,0.515,-0.4342,-0.9014,-0.703,-0.751,-0.8848,-0.6766,-0.5988,-0.7824,-0.702,-0.9732,-0.724,-0.5304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,-0.653,-0.9412,-1,-0.9844,-1,-0.9918,-0.5872,-1,-0.9972,-1,-1,-0.6366,-0.8986,-0.9958,-0.8836,-0.9286,-0.9998,-0.7896,-0.0508,-0.9276,-0.9946,-0.9482,-0.7262,-0.8386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
