,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
67,-1,-0.336,0.7496,0.213,0.2934,0.847,-0.1944,-1,0.85,0.9025,-1,0.535,-1,0.969,-0.9136,0.9174,0.9254,0.9974,0.9934,0.8256,0.0902000000000001,0.7788,0.4418,-1,0.897,0.1644,-1,0.9252,-1,0.8248,-1,0.8912,0.6484,0.291,-1,-0.9394,0.9792,0.9984,0.9756,0.9774,0.0454000000000001,0.9654,0.971,0.6944,0.7856,0.7778,0.0247999999999999,-0.0644,-1,-0.2146,0.1112,-1,0.6928,-0.1354,0.6902,0.8534,0.8962,0.5226,0.9428,-1,0.9396,-0.999,0.8708,0.8838,0.9242,0.9848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,-1,-1,0.9196,0.5844,0.8878,0.9648,-1,0.8246,-1,0.9242,-1,0.95,-1,0.9974,-1,0.9764,0.998,0.981,1,0.9984,0.9552,0.984,0.655,-1,0.8604,-1,-1,0.2436,-1,0.989,-1,0.9888,0.9262,-1,-1,0.723,0.974,0.9942,0.9812,1,-1,1,1,0.9776,0.9844,0.9792,0.8236,-1,-1,-1,-1,-1,0.9652,-1,-1,0.7486,0.8366,-1,0.999,-1,0.9936,0.5582,0.981,0.9954,0.9996,0.978,0.9778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,-1,-1,0.7798,-1,0.6694,0.7082,-1,0.7782,-1,-1,-1,0.5012,-1,0.9374,-0.274,0.9706,0.9942,0.9108,0.9976,0.9504,0.9056,0.9762,-1,-1,-1,-1,-1,-1,-1,0.9262,-1,0.7568,-1,-1,-0.749,0.5894,0.9952,0.23,0.994,0.9862,-1,0.99,0.993,0.1588,-0.1322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9662,-1,0.9262,0.9488,0.999,0.9622,0.9966,0.8488,0.995,0.9786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,-1,-0.2892,0.6966,0.0960000000000001,-0.5806,0.5194,-1,0.3794,0.7672,-1,-1,0.3612,-1,0.9298,-0.7992,0.984,0.9306,0.8646,0.2982,0.9456,0.5594,0.6136,-1,-1,0.7134,-1,-1,0.8374,-1,0.671,-1,0.9248,0.3482,-1,-0.4272,0.679,0.9982,-0.9138,0.9422,0.455,-1,0.7618,0.8534,-0.3238,0.1312,-0.0778,-1,-1,-1,-1,-1,-1,-0.8502,-1,0.5242,0.395,0.5404,-1,0.9498,-1,0.633,0.6614,0.9994,0.9596,0.0673999999999999,0.3146,0.9934,0.987,0.6412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,-1,-0.4358,-0.398,-0.6172,0.0913999999999999,-0.245,-0.7436,-0.5708,0.1728,-1,-1,0.3426,-1,0.3782,-0.8414,0.9954,0.996,0.9746,0.9826,0.00740000000000007,-0.1362,0.7106,-0.6254,-1,0.2188,-0.5396,-1,0.339,-1,0.6512,-0.542,0.2866,-1,-0.0996,0.1658,0.6008,1,0.9606,0.9626,0.9776,-1,0.9986,0.999,-0.1006,0.054,0.1488,-0.4294,-0.4238,-1,-0.7348,-0.442,-0.5772,-0.1448,-0.6034,-0.1474,0.0582,0.2234,-0.3228,0.812,-0.4738,0.8814,0.4778,0.9994,0.8618,0.9722,0.9022,0.9252,0.9998,0.9974,0.9468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,-1,-0.6026,-0.3792,-0.1222,-0.655,-0.0145999999999999,-1,0.1126,-0.6876,-1,-1,0.436,-1,0.4918,-0.9156,0.3094,0.4664,0.55,0.4776,-0.6,0.3276,-0.3008,-0.285,-1,0.1196,-1,-1,0.00520000000000009,-1,0.6574,-1,0.4192,-1,-0.2762,-0.2734,0.3952,0.973,0.8498,0.5198,0.6814,-1,0.6036,0.6208,0.2336,0.4952,0.3712,-0.1266,-0.4424,-1,-1,-1,-1,0.4662,-1,-1,0.6242,0.7198,-1,0.8436,-1,0.7634,0.247,0.8852,0.4194,-0.5034,0.871,0.9106,0.8842,0.8758,0.6462,0.5914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,-1,-1,0.9702,-1,0.8284,0.9902,-1,-1,-1,-1,-1,0.98,-1,0.699,-1,0.98,0.909,0.998,1,0.9852,0.9752,0.9964,0.9624,-1,0.9624,-1,-1,0.8784,-1,0.9946,-1,0.7678,0.9222,-1,-1,0.8756,0.974,0.9992,0.9976,1,-1,0.9962,0.9992,0.9914,0.9942,0.995,0.6958,-1,-1,-1,-1,-1,0.993,-1,-1,0.9768,0.9916,-1,0.9898,-1,0.9942,0.9684,1,0.795,1,0.9944,0.9952,0.988,1,0.999,0.9998,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,-1,-1,0.2542,-1,0.2832,-1,-1,0.9116,-1,-1,-1,0.3144,-1,-1,-1,0.9638,0.9872,0.992,0.999,0.9874,0.9648,0.9714,-1,-1,-1,-1,-1,0.3786,-1,0.9366,-1,-1,-1,-1,-0.7066,0.8392,1,0.979,0.9434,0.9914,-1,0.9964,0.9996,0.1588,0.464,-1,-1,-1,-1,-1,-1,-1,0.7726,-1,-1,0.9682,0.9844,-1,-1,-1,0.661,0.9136,0.9938,0.9968,0.9922,0.7876,0.9934,0.9996,0.9624,0.9836,0.9978,0.5138,0.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,-1,-1,0.0648,-1,0.1206,-0.2926,-1,0.8218,-1,-1,-1,0.296,-1,-1,0.1408,0.9952,0.99,0.9998,0.988,0.9962,0.926,0.9896,-1,-1,-1,-1,-1,0.2064,-1,0.9518,-1,-1,-1,-1,0.8872,0.8338,1,0.9472,0.9742,0.9988,-1,0.9904,0.998,0.619,0.7878,0.2466,-1,-1,-1,-1,-1,-1,0.6966,-1,-1,0.9588,0.9722,-1,0.6702,-1,0.9236,-0.4446,0.9996,0.9792,0.9098,0.5836,0.974,1,0.996,0.9376,0.9362,0.154,0.9846,0.9906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,-0.964,-0.96,-0.7768,-0.9454,-0.79,-0.8078,-0.968,-0.9604,-0.8804,0.0344,0.018,0.2451,0.0178,0.2261,-0.7914,0.4724,0.545,0.522,0.3162,0.6092,-0.8894,-0.2424,-0.9168,-0.9778,-0.8258,-0.9558,-0.9674,-0.8512,0.0168999999999999,0.3384,0.0347999999999999,0.159,0.0358000000000001,0.0362,-0.7042,-0.5952,0.7714,0.1136,0.5176,0.316,-0.9136,0.8368,0.8218,-0.759,-0.7162,-0.7644,-0.9504,-0.9718,-0.9642,-0.9672,-0.9598,-0.9698,-0.947,-0.9558,-0.9218,-0.9466,-0.9222,-0.951,0.3829,0.0168999999999999,0.4517,-0.687,0.44,0.677,0.4224,-0.0814,-0.174,0.6282,0.5032,0.0948,-0.745,-0.1444,0.589,0.7502,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,-1,-0.945,-0.6532,-0.7892,-0.4582,-0.636,-1,-1,-0.7872,0.1642,0.0828,0.2978,0.091,0.7424,-0.3334,0.4812,0.8402,0.8538,0.776,0.8734,-0.9014,-0.1154,-0.8652,-0.9514,-0.6788,-0.9538,-0.9212,-0.6964,0.0871,0.6124,0.1735,0.5884,0.1696,0.1726,-0.0358000000000001,0.2942,0.914,0.6518,0.819,0.7036,-0.579,0.9604,0.963,-0.628,-0.7074,-0.6232,-0.8548,-0.8454,-1,-1,-0.9576,-0.9076,-0.74,-0.9316,-0.8904,-0.6838,-0.5048,-0.8092,0.6628,0.0843,0.6616,0.2834,0.8838,0.9222,0.854,0.3374,0.0775999999999999,0.9304,0.9146,0.5868,-0.2774,0.311,-1,0.9712,0.9372,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,-1,-1,-0.376,-0.2044,0.0236000000000001,0.1936,-1,-1,-0.9602,0.8448,0.6057,0.8404,0.607,0.9952,-0.5376,0.7792,0.9418,0.945,0.9998,0.9646,-1,-0.2612,-0.104,-1,-0.4098,-1,-1,-0.8644,0.6096,0.9682,0.8422,0.9978,0.8469,0.4138,0.0653999999999999,0.5806,0.9968,1,0.9938,0.9966,-0.1772,0.9726,0.975,0.3296,0.4062,0.2738,0.2858,-0.5194,-1,-1,-1,-1,0.432,-1,-1,0.089,0.0588,0.3282,0.9632,0.6031,0.9294,0.407,0.9674,0.9324,0.996,0.93,0.9224,0.9898,0.9906,0.9968,0.8946,0.7168,0.998,0.9676,0.9902,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,-1,-1,0.1678,-0.0610000000000001,-0.4672,0.2824,-1,-0.0326,0.5208,0.8207,-1,0.706,-1,0.9876,-0.5806,0.8972,0.873,1,1,0.997,-0.6832,-0.0874,-0.5468,-0.1944,0.4136,-1,-1,0.4858,-1,0.9134,0.2494,0.9914,0.8183,0.2732,0.0145999999999999,0.7536,0.9982,0.9978,0.9916,0.9902,-0.2864,0.994,0.9984,-0.0222,0.313,0.1544,-0.0696,-0.5866,-1,-1,-1,-1,0.3128,-1,0.3074,-0.1734,-0.1666,0.2176,0.8956,0.1044,0.9042,0.755,0.9912,0.9692,0.9996,0.9054,0.9568,0.9938,0.9988,0.9834,0.8604,0.8694,0.9976,0.9768,0.994,-1,0.0704,0.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,-0.9554,-0.8646,-0.8862,-0.962,-0.9048,-1,-0.9584,-0.9178,-0.8682,0.1395,0.0705,0.6768,0.0711999999999999,0.0528,-0.738,0.1296,-1,-1,-1,-1,-0.903,-0.5634,-1,-0.927,-1,-0.907,-0.9568,-0.9962,0.073,-0.0326,0.1375,-0.2426,0.1372,0.1353,-0.5028,-0.5024,-1,-1,-1,-1,-0.9338,-1,-1,-1,-1,-1,-0.878,-0.8688,-1,-0.9578,-0.9102,-0.8738,-0.7544,-0.9704,-0.8676,-0.7948,-0.7386,-0.888,0.478,0.0725,0.3362,-0.5254,0.7318,-1,-1,-1,-0.0466,-1,-1,-1,-0.7924,-0.183,0.926,-1,-1,-0.9524,-0.8306,-0.2964,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,-1,-0.91,-0.7088,-0.8736,-0.9994,-0.514,-0.7626,-0.6736,-0.1728,-1,0.2973,0.5568,0.2978,0.7438,-0.2726,0.3896,0.1544,-0.3136,-0.862,-0.2046,-0.6532,-0.9496,-0.926,-0.7728,-0.215,-0.6214,-0.6562,-0.1132,0.294,0.883,0.4982,0.7552,-0.5084,-0.1256,0.1564,0.5976,0.7876,0.1808,-1,-0.6712,-0.86,-1,-1,-0.7744,-0.7112,-0.7846,-0.6782,-0.6954,-1,-0.759,-0.685,-1,-0.442,-0.7888,-0.3428,-0.189,-0.0694,-0.3248,0.9142,0.293,0.9504,0.6562,0.698,-0.3926,-0.099,0.695,-0.1042,0.4718,-1,-0.9186,0.0471999999999999,-0.8612,0.7796,-1,-1,-1,-0.4482,-0.3204,-0.9252,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,-1,-0.9804,-0.976,-0.85,-0.989,-0.9986,-1,-0.5058,-1,-0.3066,0.3151,0.115,0.3186,0.7844,-0.9582,0.894,0.8636,-1,0.9316,0.9354,-0.8444,-0.426,-1,-1,-1,-1,-1,-1,0.3081,0.2912,0.5268,0.8742,-0.622,0.5363,-0.5896,-0.1864,0.9918,0.7054,0.9076,0.4918,-0.9366,0.00760000000000005,0.036,-0.9942,-0.999,-1,-0.7262,-0.6664,-1,-1,-1,-1,-0.5528,-1,-1,-0.3396,-0.2534,-0.2178,0.8016,0.3125,0.498,-0.4178,0.9864,0.9352,0.8952,0.3548,0.477,0.9732,0.8088,0.6548,-0.07,0.1888,0.9922,-0.00739999999999996,0.9162,-1,-0.515,0.4072,0.5998,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.0184,0.1045,0.2596,0.0692999999999999,0.2428,0.2741,0.0177,0.0351999999999999,0.1747,0.0336000000000001,-0.9646,-0.8114,-0.9646,-0.8078,-0.7688,0.3848,0.4284,0.4114,0.2096,0.483,0.2458,-0.1706,0.1853,0.0670999999999999,0.2559,0.0349999999999999,0.0187999999999999,0.2398,-0.9692,-0.604,-0.9528,-0.8534,0.0349999999999999,-0.9626,-0.2734,0.5256,0.6106,-0.00160000000000005,0.4366,0.2318,0.1272,0.7356,0.7124,0.2878,0.3207,0.2829,-0.947,0.0854999999999999,0.0154000000000001,0.0187999999999999,0.0564,0.0528,0.1412,0.0533999999999999,0.0842000000000001,0.0881000000000001,0.1347,0.0379,-0.621,-0.9636,-0.378,-0.5254,0.3272,0.5442,0.3172,-0.224,-0.362,0.5058,0.4034,0.0118,-0.572,-0.2852,0.4848,0.6138,0.5666,0.0173000000000001,0.0901000000000001,0.6045,0.018,0.0699000000000001,0.2873,0.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0690999999999999,0.3614,-0.3504,0.2568,0.6706,-0.3888,0.0720000000000001,0.1392,-0.444,0.132,-1,-0.7168,-1,-0.6026,-0.3748,-1,-1,-1,-1,-1,-0.4718,-0.0664,-0.056,0.2593,-0.484,0.1331,0.0740000000000001,-0.4448,-1,-0.7958,-0.8774,-0.6468,0.132,-0.9374,0.5118,0.5572,-1,-1,-1,-1,0.4195,-1,-1,0.2384,0.0448,-0.1388,-0.7312,-0.555,0.0691999999999999,0.0703,0.2015,0.1962,0.4514,0.2072,0.3146,0.3046,0.4625,0.1416,-0.5024,-1,-0.682,0.0114000000000001,-1,-1,-1,-1,0.3574,-1,-1,-1,0.0992,0.2996,-1,-1,-1,0.0692999999999999,-0.5214,0.3758,0.3718,0.2617,0.1934,-0.3212,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0730999999999999,0.3656,0.717,0.2606,0.2184,0.7413,0.0674999999999999,0.1321,0.5442,-0.8082,-1,-0.6858,-1,-0.9538,-0.4436,-1,-1,0.3182,-0.0512,-1,0.6753,0.7326,0.5729,0.2582,0.7051,0.134,0.0727,0.6797,-1,-0.9372,-0.991,-1,-0.7846,-0.9286,-0.254,-0.1274,0.8216,0.4638,-1,0.6494,0.4206,-1,-1,0.3694,0.4724,0.7344,-0.7128,0.3184,0.0685,0.0723,0.2008,0.1943,0.4569,0.2043,0.3039,0.3152,0.4595,0.1376,-0.6094,-1,-0.7476,0.0246,0.4972,-1,-1,0.2894,0.3534,0.6378,-1,0.6092,-0.3094,-0.4558,-1,-1,-1,0.0727,0.3258,0.9775,0.8602,0.2621,0.3882,0.7813,-1,-0.8666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,-0.3304,0.0509999999999999,0.1504,-0.3216,0.3868,0.3074,-0.3306,0.0744,0.5356,0.6882,0.4525,-0.0524,0.4532,0.571,-0.8578,0.5976,0.4304,0.8676,0.8566,-0.538,-0.1094,0.2432,0.0194000000000001,-0.3056,0.5074,-0.034,-0.3424,0.647,0.4437,0.7718,-0.0426,0.5202,0.1234,0.6983,-0.0164,-0.69,0.8056,0.834,0.907,0.887,-0.6216,-0.4438,-0.1924,0.2634,0.3928,0.3284,0.2734,0.1672,-0.3408,-0.3302,-0.0145999999999999,-0.1034,0.4906,-0.1996,0.306,0.4724,0.5142,0.0149999999999999,0.8536,0.4437,0.583,-0.82,0.168,-1,0.2976,0.7534,-0.8724,0.9126,0.951,0.8538,0.4852,0.2028,0.9362,0.968,0.63,-0.3392,0.3992,0.7036,0.7968,-0.3572,0.3724,-0.1314,0.4433,0.408,-0.1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-1,-0.2866,0.4752,0.206,0.0668,0.6332,-1,0.3184,-0.6952,0.595,-1,0.801,-1,0.9512,-1,-0.7024,-0.7366,-0.8432,0.4958,-0.3844,0.6278,-0.4924,0.1536,-1,0.371,-1,-1,0.1942,-1,0.7688,-1,0.7786,0.4896,-1,-0.9912,0.5298,-0.5618,0.924,-0.394,0.6012,-1,0.7816,0.826,0.6766,0.739,0.6282,0.2536,-0.0872000000000001,-1,-1,-1,-1,0.7012,-1,-1,0.6374,0.7144,-1,0.9366,-1,0.576,0.5542,0.5854,0.2194,0.026,0.794,0.9802,-0.9754,0.3846,0.5716,0.9504,-0.1144,0.5538,0.3488,0.7124,-1,0.5596,0.6736,0.7238,0.1476,-0.5178,0.4168,-1,0.4914,-0.1052,0.7916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,-1,-1,0.5588,-1,0.8332,-1,-1,0.8238,-1,0.7796,-1,0.911,-1,0.9612,-1,0.9612,0.992,0.9618,0.9994,0.9922,0.9522,0.9828,-1,-1,-0.339,-1,-1,-1,-1,0.9666,-1,0.8562,-1,-1,-1,0.6232,0.989,0.9834,0.9354,1,-1,0.9996,1,0.9406,0.962,0.9638,-1,-1,-1,-1,-1,-1,0.9296,-1,-1,-1,-1,-1,0.9316,-1,0.943,0.7164,0.977,0.959,0.9946,0.9558,0.981,0.924,0.9772,0.9826,0.9954,0.824,0.9702,0.9914,0.9986,-1,0.9306,0.9896,0.993,-1,-0.449,0.96,-1,-1,-1,0.9242,-0.9956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
