,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
45,-0.054,-0.7226,-0.4958,-0.325,-0.9972,-0.7886,-0.0891999999999999,-0.6838,-0.9906,0.4926,0.6478,0.5184,0.2816,0.5021,0.8801,-0.0936,-1,0.2726,0.5766,0.3074,0.686,-0.0324,0.2274,-0.992,-0.6562,-0.9974,-0.9982,0.2911,0.4917,0.152,0.2922,0.8242,0.6392,0.2893,-0.155,0.1416,-1,-0.6882,0.8146,0.7514,-0.3242,0.2636,0.1952,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,-0.3554,-0.858,-0.9762,-0.564,-0.9712,-0.995,-0.48,-0.9182,-0.9976,0.2902,0.405,0.5863,0.1493,0.2797,0.6542,-0.0496,-1,-0.0736,0.3802,-0.6922,-1,-0.6752,-0.563,-0.9304,-0.2288,-0.9914,-1,0.1589,0.278,-0.1752,0.1528,0.5784,0.4061,0.1507,-0.4584,0.0782,-1,-0.8216,-1,0.6504,0.0209999999999999,0.1072,-0.0252,-0.9856,-0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,-0.8192,-0.8218,-0.9278,-0.9282,-1,-0.9874,-0.8724,-0.968,-0.9414,0.0730999999999999,0.1121,0.1853,0.0399,0.0760000000000001,0.2175,-0.2066,-1,-1,-1,-1,-1,-0.8804,-1,-0.846,-0.7198,-0.9852,-0.9036,0.0410999999999999,0.0795999999999999,-0.5372,0.0364,0.1874,0.1157,0.0392999999999999,-1,0.311,-1,-1,-1,0.0105999999999999,0.3438,0.4236,0.339,-0.802,-0.8282,-0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.1703,-0.47,-0.5288,-0.5986,-0.49,-0.815,-0.7988,-0.7436,-0.6426,0.1186,0.1664,-0.7024,0.0632999999999999,0.1127,-0.5742,-0.029,-1,-1,-1,-0.4572,-1,-0.618,-0.7856,-0.7772,-0.7112,-0.7708,-0.7998,0.0597000000000001,0.1146,-0.423,0.0603,0.2673,0.1667,-0.916,0.1832,0.736,-1,-1,-1,-0.0484,0.4922,0.3894,0.3372,-0.4464,-0.3858,-0.6774,-0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.0580000000000001,-0.7922,-0.6414,0.16,-0.5122,-0.8218,0.0589999999999999,0.1023,-0.858,0.0389999999999999,0.0607,0.0924,0.0184,0.0401,0.114,-0.5898,0.8832,0.702,0.7486,0.12,0.689,-0.5624,-0.4574,-0.8848,0.1147,-0.847,-0.89,0.0192000000000001,0.0407,-0.7126,0.0205,0.0931,0.0636000000000001,0.0169999999999999,0.0486,0.5764,0.9776,-0.2186,0.842,-0.2118,-0.7518,0.2956,0.244,-0.7406,-0.6198,-0.8046,0.0387999999999999,0.0589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-0.6918,-0.6872,-0.8284,-0.8396,-1,-0.9482,-0.7348,-0.896,-0.8962,0.148,0.2252,-0.672,0.0824,0.154,-0.5296,0.1104,-1,-1,-1,-1,-1,-0.8994,-0.8134,-0.8008,-0.6348,-0.9518,-0.9582,0.0777000000000001,0.1527,-0.5208,0.0794999999999999,0.338,0.2192,-0.9172,0.232,0.6458,-1,-0.7608,-1,0.1608,0.5798,0.0644,-0.00560000000000005,-0.7794,-0.767,-0.9292,-0.9742,-0.9516,0.0810999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.5292,-0.9878,-0.9584,-0.474,-0.999,-0.98,-0.6222,-0.7106,-0.9488,0.2581,0.3603,0.5236,0.1348,0.2529,0.6074,-0.5918,-1,0.4602,-1,-0.1508,0.846,-0.8822,-0.7782,-0.8872,-0.2146,-0.983,-0.9616,0.1318,0.2527,-0.4406,0.1309,0.5292,0.3673,0.1332,0.2828,0.5218,-1,-0.2772,0.8348,0.3028,-0.3662,-0.3522,-0.4168,-0.9856,-1,-0.9688,-0.9004,-0.77,-1,-0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.117,-0.8002,-1,0.2941,-1,-1,0.1137,0.1836,-0.8114,0.0797000000000001,0.1136,0.1906,0.0402,0.0795999999999999,0.2186,-1,-1,-1,-1,-1,-1,-0.5706,-0.7822,-1,0.2275,-1,-0.939,0.0367999999999999,0.0823,-0.6982,0.0423,0.1809,0.1127,0.0407,-1,-1,-1,-1,-1,0.0234000000000001,-0.9392,-1,-1,-1,-1,-1,0.0764,0.1039,-1,0.1555,-0.9478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,-0.8012,-0.7814,-1,-0.9814,-1,-1,-0.8544,-0.9672,-0.9864,0.0732999999999999,0.106,0.1836,0.0401,0.073,0.2164,-0.23,-1,-1,-1,-1,-1,-1,-1,-0.845,-0.7272,-0.985,-0.9206,0.0378000000000001,0.0740000000000001,-0.4534,0.0394000000000001,0.1846,0.1191,0.04,-1,-1,-1,-1,-1,0.1586,0.3629,0.4012,0.359,-0.8324,-1,-0.9742,-1,-0.8856,0.0406,-0.9786,-0.8986,0.0755999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.7508,-0.7678,-0.869,-0.9368,-1,-0.959,-0.8042,-0.9394,-0.9668,0.115,0.1648,-0.591,0.0539000000000001,0.1089,-0.4662,-0.0698,-1,-1,-1,-1,-1,-1,-1,-0.8018,-0.6024,-0.9624,-0.949,0.0609999999999999,0.1154,-0.4674,0.0575000000000001,0.2661,0.1648,-0.9026,0.00960000000000005,0.4322,-1,-1,-1,0.1988,0.4768,0.2662,0.2054,-0.9044,-0.8328,-0.945,-0.9916,-0.9022,0.0578000000000001,-0.9994,-0.8662,0.121,-0.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.0597000000000001,0.2166,-0.6056,0.1538,-0.4768,-0.8128,0.0578000000000001,0.0968,0.1593,0.0389999999999999,0.0642,0.0975999999999999,0.0183,0.0350999999999999,0.1159,0.2822,0.898,0.709,0.7652,0.2114,0.7068,-0.5198,-0.3862,-0.8142,-0.874,-0.8204,-0.866,0.0206,0.0404,0.1563,0.0183,0.0938000000000001,0.0567,0.0241,0.1422,0.5956,0.9792,-0.1526,0.8698,-0.247,0.1924,0.321,0.253,0.1912,-0.554,-0.786,0.0375000000000001,-0.9186,0.0203,-0.9064,0.1399,0.0373000000000001,0.0384,0.0589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,-0.2232,0.5808,0.7106,0.4968,0.9186,0.2598,0.4383,0.6263,0.37,-1,-0.9076,-0.32,-1,-1,-0.9098,-0.036,0.854,0.9184,0.9474,0.8468,0.9898,0.908,0.621,0.8413,0.7047,0.2108,0.0296000000000001,-1,-1,-0.974,-1,-0.9534,-0.8412,0.1756,0.4902,0.9258,0.9998,0.6662,0.995,0.5334,-0.395,0.9414,0.9158,0.6166,0.855,0.4194,-0.4362,0.4536,0.1679,-0.1378,0.1834,0.3288,-0.4104,-0.2628,0.1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.0583,0.2097,-0.63,0.1559,0.3112,0.1215,0.0530999999999999,0.1009,0.1532,-0.9434,-0.9522,-0.9182,0.0194000000000001,-0.978,-0.8804,-0.7746,0.472,0.3928,0.0753999999999999,-0.506,0.0778000000000001,0.3203,-0.7856,0.1723,0.1157,0.1209,0.0981000000000001,0.0192000000000001,-0.9586,-0.8546,-0.9598,-0.959,-0.9412,0.0202,-0.6886,-0.1562,0.576,-0.7296,0.3472,-0.8476,-0.8696,-0.1826,-0.2238,0.198,0.2901,0.1573,0.0402,0.0591999999999999,0.0207999999999999,0.0828,0.1372,0.0382,0.0379,0.0612999999999999,0.0206999999999999,-0.7834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,-0.218,0.2792,0.339,0.505,0.6124,0.0968,0.4291,0.6308,0.3432,-0.7788,-0.6948,-0.6568,0.1777,-0.9376,-0.8886,0.546,0.9352,0.7846,0.8982,0.7468,0.6728,0.674,0.3866,0.8445,0.7063,0.1696,0.0484,0.1739,-0.7798,-0.9516,-1,-0.6774,-0.5738,-1,0.6884,0.7514,-1,0.5476,0.8926,0.002,0.1622,0.6616,0.65,0.0236000000000001,0.4148,0.1354,-0.4998,-0.3728,0.1733,-0.461,0.198,0.3212,-0.4154,-0.4086,0.1778,-0.8672,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.6516,0.809,0.9606,0.9444,0.6854,0.7114,0.9385,0.8544,0.365,-1,-1,-0.3208,0.6097,-1,-0.6092,-0.5174,0.00740000000000007,0.4576,0.9974,0.9842,0.8964,0.9874,0.9966,0.5526,0.7564,0.1948,0.263,0.6126,-1,-0.2208,-1,-0.6854,-0.309,0.1882,-0.909,0.0478000000000001,-1,0.5458,0.9376,0.9606,-0.2462,0.8972,0.876,0.0818000000000001,-0.000600000000000045,0.2964,0.5224,0.7326,-1,0.7172,0.3572,-1,0.6286,0.6624,0.6081,0.0588,-1,0.1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.9896,0.992,0.8288,0.9958,0.6804,-1,-1,-1,0.6484,-1,-1,-1,0.941,-1,0.914,0.3322,1,1,1,0.9712,1,0.97,0.8686,0.9082,0.9846,-1,-1,0.9376,-1,0.253,-1,-1,0.8436,-1,-0.7916,0.8988,1,0.1784,1,0.9876,-1,1,1,0.6324,0.2398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.886,-1,-1,0.1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.973,0.9742,0.6802,0.9862,0.8078,-1,-1,-1,0.3634,-1,-1,-1,0.8905,-1,0.506,0.9454,1,1,1,0.9846,1,0.9602,0.9952,0.8624,0.947,-1,-1,0.8887,-1,0.9578,-1,0.3946,0.6428,-1,-0.9602,0.9948,0.9986,0.079,1,0.6036,0.77,1,1,0.2454,0.601,-1,-1,-1,-1,-1,0.78,-1,-1,-1,-1,0.9932,-1,-0.2198,0.7862,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.2896,0.5248,0.857,0.7968,0.8822,0.7296,-1,0.7564,0.421,-1,-1,0.3574,0.7202,-1,0.0673999999999999,0.9532,0.9894,0.9496,0.9508,0.9292,0.6886,0.9992,0.9976,0.0118,-0.214,0.1718,0.0089999999999999,0.7177,-1,0.6942,-1,-0.0336,-0.1698,-1,0.8244,0.9966,0.9998,-0.0396,-0.2748,-0.2634,0.7286,0.8682,0.8266,-0.2562,0.6238,0.3572,0.457,0.1562,-1,0.3806,0.415,-1,0.5106,0.5242,-1,0.8704,-1,0.8776,0.9156,0.9984,0.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,-0.013,-0.217,-0.562,0.435,-0.3166,-0.1598,0.6101,0.1492,0.258,-1,-0.957,-0.0552,0.2632,-0.9318,-0.85,-0.5412,-0.00800000000000001,-0.0886,-1,0.1736,-1,0.437,-0.2904,-0.3212,-0.0296,-0.1164,-0.2158,0.2702,-0.973,-0.95,-0.8946,-0.8128,-0.9512,0.264,-0.9946,-1,-1,-1,-1,-0.6922,-0.3048,-1,-1,-0.4524,0.0640000000000001,-0.2802,-0.4212,0.6134,-1,0.1306,-0.3378,-0.8966,-0.214,-0.0454,0.2755,-0.7236,-0.8994,-0.7504,-0.291,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.9928,0.9944,0.9214,0.9966,0.9228,-1,-1,-1,-1,-1,-1,0.8792,0.9573,-1,0.557,0.9128,1,0.9994,1,0.9998,1,0.9976,1,0.9328,0.9798,-1,-1,0.9613,-1,0.9904,-1,0.6314,0.8104,0.8698,-1,0.9956,0.997,0.9494,1,0.997,0.944,1,1,0.2908,0.8476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9942,-1,0.9922,0.9406,0.968,0.9998,0.999,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.9936,0.9978,-1,0.9988,-1,-1,-1,-1,-1,-1,-1,-1,0.9814,-1,0.8398,0.9888,1,1,0.9976,0.9232,1,0.9994,0.8626,0.9732,-1,-1,-1,0.9819,-1,0.9788,-1,0.8434,0.9378,-1,0.9998,1,0.316,-1,1,0.9458,0.996,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9986,-1,0.9882,0.9982,1,1,0.9984,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.937,0.9172,0.8258,0.9518,0.5216,-1,-1,-1,-0.0638,-1,-1,-1,0.8348,-1,0.4224,0.909,0.9612,0.9932,0.828,0.3062,0.9982,0.9602,0.5144,0.69,0.9254,-1,-1,0.8375,-1,0.8488,-1,0.3618,0.5054,-1,0.9716,1,-1,-1,0.1988,0.508,0.7152,0.998,0.9972,-0.145,0.108,-1,-1,-1,-1,-1,0.2734,-1,-1,-1,-1,0.9646,-1,0.9266,0.9962,0.9988,0.9806,0.9686,-1,1,-0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
