,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-M,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-M,712_P-2-D,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-D,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_10-14,715_P2_20-24,715_P3_10-14,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_10-14,717_P1_20-24,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_E-3-M,-0.308435922225656,0.00299944500603709,-1.78484525626191,-0.457626090131932,-0.949931790266718,-0.957413024098779,0.015903249834153,-0.964827920120275,0.502571449514685,-1.44975664650616,-0.824202133968451,-1.239972648162,0.407057089081121,-0.972495901330426,-0.991420773991865,-0.178091273255673,-0.607809364281015,-0.165171317386072,-1.0606182824167,-2.0103470323525,-1.12881218568675,-2.31167489242203,-1.28176805381894,-0.74200204797597,-0.782860371507583,-1.18615504035386,-1.29877426256399,0.407057089081121,-1.31276837523705,-0.56045045927175,0.321629937348558,-0.618137509068963,-1.45584019143714,-0.742490927525313,-2.10036796701733,-2.0206539431944,-1.94380215373529,-1.84779198425004,-0.540892593765325,-2.5785885837724,-0.494143121595789,-1.97380624082419,-1.96535561801728,-1.25580561041602,-0.964680642354228,-1.0485974198152,-1.26771404164161,-1.5049018830574,0.260863389555774,-1.18698529621037,-0.618434784966489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,0.528218928013635,1.09363160277177,-1.38145630516478,0.87507156579537,-0.562782709996158,-1.97261701229614,0.888606987496796,-1.09567535004421,-1.44337905493495,-0.907064457698502,-0.170259762951329,-1.1394408054233,0.84918190528942,-0.360207747598714,-0.969844590404332,0.202579672372405,0.0711726809195726,0.405980934659756,-0.46704918199924,-2.08281879369283,-0.287020698493919,-2.74454247165329,-1.61124529442044,-1.00041414798867,-0.29563113234573,-1.88169262876673,-1.95719417774423,0.84918190528942,-0.743130051568798,-1.13770955454781,0.762855919280629,-0.372827191548879,-0.901811441069221,-1.53572419927486,-1.94038700350667,-2.03336960777679,-1.22969765962363,-1.64929659910018,0.124946626130254,-1.80892330088273,-0.0925454003661185,-1.51069817624479,-1.45797282390868,-1.33267691557557,-1.12818837111807,-1.40909972460479,NA,-2.14225855779372,-1.71894909121715,-1.76791462794287,-0.742278577451684,-1.13689592036105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,0.729582818141794,1.33220236074278,-1.00330085369033,0.881593065500502,-0.132760432124984,-1.63912037198048,0.880736761533468,-1.04644444841289,-1.15287428264269,-0.856268568727548,-0.0525603749399805,-0.961351076198067,1.00425137584178,-0.262147024167969,-1.03696299987708,0.517032176358548,0.514712519461548,0.709086464313515,0.000693049532715579,-1.81583484951342,0.206402061416395,-2.41488335945496,-1.20231422949183,-0.738119032580606,-0.112425891844636,-1.61530107773602,-1.70246412510112,1.00425137584178,-0.678036045250184,-1.29967731256035,0.922403259395471,-0.318778906493873,-0.860336179419952,-1.82116215103798,-1.66805652761668,-1.8052183011394,-0.842403792973874,-1.34010102721534,0.658787749110649,-1.59047654664087,0.0673676680157732,-1.19968533996269,-1.14419295805509,-0.994837980390685,-0.737902916495751,-1.07988091985998,-1.16770490988717,-1.79556828179946,-1.68396678986224,-1.52571916724384,-0.455371155253605,-1.1066267618191,-1.16770490988717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,-0.629154803524914,-0.775089367823873,-2.19971558703566,-0.781661901259604,-1.27618252545836,-1.86554926802657,-0.10663850719229,-1.3079870223432,-1.57825566558146,-1.70042990625447,-1.03651638326627,-1.49854117064487,0.63086060036437,-1.18625786224401,-1.30066390433906,-0.773475487746258,-0.606956490811382,-0.0492371607105189,-1.28338275798834,-2.64910709670996,-0.959966473605607,-2.82959651217071,-1.44981886524853,-1.32339680721323,-0.447059460312085,-2.45675542221431,-2.4888922507043,0.63086060036437,-1.54897348343743,-1.48971202967482,0.556320730403831,-0.85962535816449,-1.70105712229548,-1.07911408205531,-2.45746098984238,-2.48045619343738,-1.8114724085003,-2.17887841943458,-0.651034980415465,-2.43365179035924,-0.989943287508333,-2.12059362151619,-2.06532518933433,-1.74916574799079,-1.91613997336551,-2.1107949267762,-1.72233180752427,-1.26918484776052,-2.46846853655539,-1.5442263031517,-1.30927573229433,-1.9117610898912,-1.60957351830073,-1.57489940551183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-1-X1,0.584975187839038,0.355929980648559,-0.447077473727771,-0.361662410956967,-0.920077275162199,-0.678866743457029,-0.31478063500548,-0.648272528255006,-0.604340984087367,-0.631507261053079,-0.19373919833607,-1.62560662244421,0.387708271002436,-0.631507261053079,0.404036092711676,-0.0176564618262895,-0.0327652992844826,-0.34239767151348,-0.177442281788081,-1.40806260169971,0.731163188230297,-1.13949057256191,-0.91121698994292,-0.557551964339558,-0.552391511753563,-0.871454357822046,-0.993310820787254,0.387708271002436,-0.631507261053079,-0.318924669418892,0.377114165159855,0.204458856932003,-0.499158986759025,-1.54131233467752,0.00113898383411332,-0.328666025630617,-0.556349630646811,-0.505621275673751,-0.0841776138161594,-0.693687843354579,-0.255250207353139,0.414040246926646,0.452537563366428,-0.535341256366783,-0.523230854631857,-0.269365404912688,-0.778741893983388,-1.52458844352644,-1.21447490370699,-1.18632638837488,-0.542260383063538,-0.685112992475879,-0.755707769803475,-1.05474520233655,-1.12970251458169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-M,0.180446040969753,-0.0847472593148991,0.799939748428442,-0.176305885778693,-0.0687214953461087,0.878351060182467,0.151368309719638,0.518924403870911,0.957294881163103,0.56254866009558,0.43037622341146,0.748833447439753,-0.176972499801458,0.562548660095579,0.72693953303479,-0.857660770464254,-0.531154486287681,-1.16617055693705,0.309099902852159,0.761773334562821,0.0756668564452208,1.04173094023354,0.864048044275337,-0.0870168770204657,-0.348627449942036,0.858470707897622,0.782355463600164,-0.176972499801458,0.56254866009558,0.641507266667778,NA,0.653792170480488,0.510116018288413,0.463549897623462,0.634690434952568,0.734221600808546,0.491545010598016,0.510535620682934,-0.376590792257923,0.532046519276173,-0.734771944718139,0.445981929650924,0.423446459212081,0.0588801781480941,-0.0273295212471529,1.01944189290769,0.768580287070598,0.952731467157299,0.494515797727416,1.05746904100723,-0.167741374905933,0.321629937348558,0.762855919280629,0.922403259395471,0.556320730403831,0.377114165159855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-X1,1.05337195726761,1.37987116625865,0.43051737241402,0.376549968368459,0.117991662252241,-0.248785902276759,0.503767397877464,-0.249678400969856,0.14045379750512,-0.0645473256003749,0.424886044213529,-0.705928135215283,0.146059813205652,-0.0645473256003745,1.05158322867262,0.75460838583029,0.0772241489250983,-0.230050450483726,0.185309903331639,0.566463933050125,0.65259402410421,-0.206193391571489,0.032730316916574,0.0603131671125468,0.0665298048311177,-0.422710017070032,-0.561343651984568,0.146059813205652,-0.0645473256003749,1.44665231442053,0.843814669311813,1.03289311819239,0.208574995338212,-1.22926065903696,-0.849829125383809,-1.24771402362139,-0.35959708032947,-0.724458295507686,0.241686942555336,-0.802651853609121,0.358826432124917,0.745635900616691,0.775601611919246,0.207576980097261,0.277090527813634,0.30937611363771,-0.467641391401492,-0.997216396520679,-1.05995099188724,-0.463872895818833,0.125205966868149,-0.455303406753755,-0.475210844242354,-0.510610779310586,-0.971390624697661,1.5581531901834,0.843814669311813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-S,-1.52045032652875,-1.89246685575973,-0.812657789478277,-1.81257079789046,-1.6657789602926,-1.35649755826047,0.780192929510706,-1.19716406362086,-1.24407069124078,-2.04920207179799,-1.7446968349993,-2.55238436166298,1.56165202695042,-2.04920207179799,-1.28615561540493,-0.566213310220609,0.0718230826031962,1.7849845598593,0.936667152044989,-0.13781189052261,0.446920148377841,-1.05810140677072,-0.377186892537007,-2.25196977213839,-2.03182443276624,-1.46384275429577,-1.28870668254129,1.56165202695042,-2.04920207179799,-0.559385741274382,0.593853780433012,-1.15360609018985,-1.01641285691232,-1.37952848432724,-0.192479522769772,0.352098005211171,-0.0381473515698315,-0.770278679057283,0.714154852987598,-0.471826812302454,0.213892818743915,-0.225395146360744,-0.477279520061462,-1.70793254542133,-1.45859196385879,-1.1611250837519,-1.44654883936648,-1.72203454696378,-2.04484978987511,-1.45610197304045,-2.02277383573841,-1.7119514544336,-1.39624789143001,-1.39165941328686,-1.55846101736299,-0.11803967210475,0.593853780433012,-0.931622049992462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-M,-1.34219890505438,-1.47380420206577,-0.294019471341282,-1.33370263761943,-0.705280239345987,-1.03435733299767,-0.323847610236974,-1.66621971812739,-1.09727846569893,-2.23210348774067,-1.91899229586937,-2.35178852813975,0.6129618792111,-2.23210348774067,-1.80257600053519,-0.212899496286485,-0.315537278495363,-0.994751739117701,-0.730023352234278,0.841092687111819,0.0529076084709788,0.321039064154615,1.28195825076248,-1.63031225971687,-1.49693695626807,-1.03435733299767,-1.03584033438155,0.6129618792111,-2.23210348774067,-1.21474368740971,0.639746216209942,-1.82462878845451,-1.66220912396339,-1.30456642863481,-0.752929270374508,-0.399643778057159,-0.932605735748066,-0.930774621538291,-0.133898269498135,-1.28380253349675,-0.376722748234639,-1.18777817143592,-1.28640840470791,-1.25894408169939,-0.51327856810648,-0.364324381951866,-1.830686383201,-1.5427069710995,-2.335698249098,-1.08036508815748,-1.87592717915833,-2.05415154109664,-1.830686383201,-1.51140030639753,-2.21790869223035,-1.36032359075616,0.639746216209942,-1.49849247109309,-0.610985011455113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-D,-1.01097090690822,-1.76969522161654,-1.12497007630326,-0.621009672780092,-1.2375421149442,-1.53910193000399,-0.106873039779396,-0.746543056367124,-0.0579969631982084,-1.45797941346752,-1.04240791952648,-0.984424954702253,0.992117898783928,-1.45797941346752,-0.576106442369319,-0.711495241622724,-0.269129064661089,0.186572155923294,-0.211580737305621,0.728377365641033,-0.974111117396477,-0.163207451040976,1.1701282866891,-2.18170839253152,-0.725633893907579,-1.53910193000399,-1.37926672295499,0.992117898783928,-1.45797941346752,-0.112885095275767,0.462100566229717,-0.478658537292971,-0.762331106070812,-0.878722924814544,-0.26330653981248,-0.395670722326221,-0.657662186861965,-0.155548356903025,-0.0382950729238077,-0.917043034669804,-0.699806013862821,-0.767746439379207,-0.903842972154613,-1.77910387158054,-0.886525101701772,-1.05628220436291,-1.07814694597665,-0.696250967089795,-1.72427223833003,-0.291983353844636,-1.98451605088136,-2.2934766486826,-1.07814694597665,-0.689710046704214,-1.65222540815789,0.175695124389453,0.462100566229717,0.00633882934408895,-0.714651550216058,-0.209845558624379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-X0,-0.915469914051157,-1.02145085992161,0.296129657090123,-0.542687537026656,-0.414217602928346,0.232016382133877,-0.107667727879826,-0.744245891737124,0.10389147723833,-1.32880894780415,-1.18465742488345,-1.26567111543342,0.895931508644806,-1.32880894780415,-0.387035935531241,0.778406411130447,0.972130839544211,1.0528940289731,0.132842014047926,0.570935900586066,1.10801472232051,-0.415838047419953,1.85374768163518,-1.10343856518265,-0.85310911999227,0.232016382133877,0.14902151661031,0.895931508644806,-1.32880894780415,0.784029425350775,0.345302823532613,-0.317693771496984,-0.593125162801467,-0.674103629144848,0.297860182263482,-0.345195537802933,0.387981719850897,0.313875463781512,-0.135120790999083,1.88038176681785,0.582099132205177,0.713984437754433,0.612132978691432,-0.53521558119678,-0.148247716009494,0.610453144530295,-0.718284925567522,-0.380489250306826,-1.13964096144397,0.169257847306449,-0.872065719096596,-1.2048086032675,-0.718284925567522,-0.262712919122358,-1.41952080376575,0.559978842236955,0.345302823532613,0.56393893847646,0.999194111437276,-0.214106279852786,-1.40938013150561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-X1,0.716514032794537,0.466523951348374,-0.0833990859641166,0.371258204173245,-1.03101638802386,-0.744359799314412,0.914545429345946,-0.449865344096936,0.568476192230092,-1.72711582552768,-0.88125390327997,-1.80222647802277,1.10612701781761,-1.72711582552768,-0.919694308559787,0.382111536293373,1.46652437732121,1.26975545124059,1.29605997505885,0.392261323253639,0.875664039395845,-0.928221399451376,-0.227336430979787,-0.801524980929434,-0.240679053670032,-0.878174671828754,-1.10085694817122,1.10612701781761,-1.72711582552768,-0.315619093000665,0.572996701522911,-0.890760107173065,-0.849783326276425,-0.972963019419515,0.948510239623759,0.358219752818474,0.857204754790505,0.0846072872233104,1.32966382848356,-1.07326993817281,-0.674063561750117,1.19466128602883,1.27202709527061,-0.380604180560133,-0.560094311702629,-0.0267149124128335,-0.774463367348628,-1.44124649252324,-1.96652761142739,-0.866833945382619,-1.23110512310893,-2.1243571435936,-0.73672444222222,-0.7280759511823,-1.49542981177853,0.475892573114979,0.572996701522911,-0.173722503734268,1.12655620221467,-0.357725134120788,0.0961700472822918,1.85520843368177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-S,-2.11795597211167,-1.98885658739453,-1.42810956310225,-1.44205600021238,-1.42864935030252,-1.8192588364117,-0.336597120206833,-1.99106191194371,-1.55693722528496,-2.46115472738952,-2.15375638432856,-2.47867344347899,0.600116053554488,-2.46115472738952,-1.67738807239734,-0.799425781027778,1.11492992893462,0.266187775998929,0.400648291051607,-0.21802365797095,0.99906757173413,-0.744548350305372,0.635173081711958,-2.26917712007711,-1.77773658438894,-1.8192588364117,-1.65956106165379,0.600116053554488,-2.46115472738952,-1.23683982163661,0.671983063581948,-1.72908877345282,-1.89215702165855,-1.33108796978884,1.0162605216412,1.18864327426684,0.310159088764396,0.112151677999937,0.427938898990028,-0.295544526941642,-0.783675977766617,-0.740924361409695,-0.555324257003204,-1.86429789918416,-1.43225132068446,-1.41354663378572,-2.22129323841215,-1.89555535404845,-2.63695839880988,-1.65043497565907,-2.34358496500991,-2.42409776242097,-2.22129323841215,-1.9255391594569,-2.67405898930892,-1.32201188601256,0.671983063581948,-1.22020908295278,1.23084562914214,1.1453169619344,0.087269602623874,-0.684674493762614,1.52055847080085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-M,-0.341271837066345,-1.23021718848975,-0.33798779393457,0.44742195745592,0.3047918989645,-0.0748452459682249,-0.175977382249006,-0.510208891132113,0.634389749026143,-1.49118448465565,-1.08641592381529,-0.92859803365934,0.50199325648698,-1.49118448465565,-0.731611130028371,0.280672623421039,1.52939280859625,1.58027426705509,0.252926766690281,-0.370879798182581,1.62944374501587,0.783315200050361,0.359969604559353,-1.23519135468069,-0.0478889382862478,-0.0748452459682249,-0.202360465270946,0.50199325648698,-1.49118448465565,-0.0590245273616676,0.170840363675992,-0.717012863706647,-0.940906861577275,-0.846775626180971,-1.29781811444325,-0.448639644619652,-0.756457564503902,-0.860623850244271,0.664592011164164,0.771127615448943,-0.180326835290523,1.28841300671256,1.16603955313829,-0.466687135002305,0.391531102418171,0.490035320966449,-0.510584021732401,-0.235920519988191,-1.28829743104364,0.366403329671922,-1.47298683779067,-1.54519380106403,-0.510584021732401,-0.0808296935795915,-1.28008729820315,-0.136501122257166,0.170840363675992,0.103685685337378,0.462995333332075,-1.37584332982162,-0.91557640745676,0.373288644179825,0.911176694370953,-0.549148355359394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-D,-1.05032062979048,-1.40874073989496,-1.17703497858289,-0.784513872808247,-0.69122599093062,-1.02590557111456,-0.377649389271258,-1.22049891300984,0.111739944721769,-1.76250284384818,-1.368304942391,-1.39624807415921,1.01010712906914,-1.76250284384818,-1.17813160656878,-0.39235974478015,1.4152851315186,1.69282709343468,0.226691504277281,0.00758367383267114,0.554076299435061,-0.718323025674035,-0.0582601499702655,-1.89272297296279,-1.12142533226544,-1.02590557111456,-1.01561035994893,1.01010712906914,-1.76250284384818,-0.17410492043423,0.595776901496227,-1.09973499582161,-1.07368234086818,-1.29063291826138,-1.18567389985678,-0.345437553975772,0.398055299542359,-0.48791308812306,-0.204872213329307,0.0998990546657416,-0.309985367093524,1.18743032990337,0.459887865708526,-1.18397945241758,-0.3345042506643,-0.571659859078305,-1.20569031628164,-1.09962006610581,-1.7273754709836,-0.483674324207032,-1.84053913820763,-2.07176090542465,-1.20569031628164,-0.864209024421144,-1.91823749017654,-0.192222945626729,0.595776901496227,-0.260998151186931,-0.226382435437855,-0.788464921194916,0.159529659010648,0.114351451900375,0.181519530568827,-0.526747235787169,-0.715454332324269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
