,711_E-2-S,711_E-2-M,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-2-D,712_E-1-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,712_S-1-X,712_S-2-D,712_S-3-S,713_E-1-X0,713_E-1-X1,713_E-2-X1,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-X0,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_20-24,714_E1_30-34,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_10-14,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,715_E3_20-24,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_10-14,715_P2_20-24,715_P3_20-24,715_P3_30-34,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S3_10-14,716_S3_20-24,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_20-24,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_E-1-X0,1.12549284780509,0.698270871432665,0.588086404765996,1.62382292328388,1.72712498818326,1.11455410830172,1.8863318759109,1.42460423024093,0.727177100753233,1.7461626723044,-0.0649293885902215,-0.0649293885902215,0.698270871432665,0.53591073003864,1.30021828634804,0.855948155977398,1.14462935106375,0.588086404765996,1.06378087658276,1.02530338301273,1.23242104167992,0.803312746312285,2.01558736444592,0.53591073003864,-0.0649293885902215,-0.0649293885902215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X1,1.20487808060181,-0.190793836977798,0.608224877973775,1.80673300412893,0.0459595591190063,1.1905348901899,1.7746211458556,-0.392862040733244,1.33284143106391,1.67786880094759,0.329051476093932,0.329051476093932,-0.190793836977798,-0.854557682346696,0.767843892918607,1.29771673824486,-0.151297540460276,0.608224877973775,1.3338022236729,1.49309567305476,1.29348318394108,1.19922059019266,1.36314743875506,-0.854557682346696,0.329051476093932,0.329051476093932,0.926698299925541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X1,1.38743822419828,-0.0460598605924012,0.768477187191851,1.61156803112819,-1.32185332287673,1.35929793497104,1.90235006160134,-0.31339991995941,0.945229116141093,1.21909510917826,-0.66410386792876,-0.66410386792876,-0.0460598605924012,0.234378150512366,1.14295519833117,0.475320515295081,0.0176552095814761,0.768477187191851,1.02225734247963,0.102350747932023,1.47454688669089,0.472653694813045,0.875695555126292,0.234378150512366,-0.66410386792876,-0.66410386792876,0.803913120444747,-1.29718262451321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,0.731856034676452,0.348836051229669,0.259067999117373,0.751536060525951,0.321928065315475,0.721069537105466,1.28537414723243,0.494027810566329,0.566399197348725,0.409264022073966,-0.300217669987145,-0.300217669987145,0.348836051229669,0.234801956946902,0.77945281360294,0.393559632403531,0.364143264170633,0.259067999117373,0.566763880521254,0.321702178772052,0.759175714076824,0.338726467269381,0.866840377729008,0.234801956946902,-0.300217669987145,-0.300217669987145,-2.22346490700298,-1.38773640594696,-2.09005331856525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,1.03450724577621,-0.444314287747935,0.457067575052587,0.523312069085912,-2.14972705360781,1.01198137549454,0.969290604963636,-1.06436831901248,0.407354410081641,0.144438403929681,-0.943854412863276,-0.943854412863276,-0.444314287747935,0.303792744278684,0.575300768441535,-0.0511215454305997,-0.590366534048754,0.457067575052587,0.50934522362349,-0.552725589520627,1.10691904737151,-0.0525599394700534,0.0109373671797877,0.303792744278684,-0.943854412863276,-0.943854412863276,-0.759202703906566,-1.24941573357385,-1.40817543816265,-0.0961366260811802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,1.57868090036541,-0.385398630708277,0.874234449341814,1.4203813010266,-0.830525910255639,1.54110486227779,1.61683325322966,-0.918589438700213,1.04321699046609,1.23387601427877,-0.727874413074015,-0.727874413074015,-0.385398630708277,-1.07978675031084,0.0691136138832111,0.471088624447798,-0.770760536485207,0.874234449341814,1.13426987286706,0.205682298219415,1.72380699115142,0.466589966282553,1.14498380798622,-1.07978675031084,-0.727874413074015,-0.727874413074015,-0.15920345743241,-0.994231305678564,-1.8059693934381,-0.0556861456782063,-1.65041351609823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-1-X1,0.734509918554696,0.0335691791205147,0.653875925541275,0.839344581776129,-1.2606264519315,-0.288716175246109,2.18935406171497,-0.708621153354163,1.55447433096634,-1.17891450093446,-0.967540984290474,-0.967540984290474,0.0335691791205147,-0.359975953028816,-0.485463676022303,-0.250353176546846,-0.770548464601807,0.653875925541275,-0.883128252711819,-1.58741300569064,0.0792239717973963,-0.786498685495713,-0.914439899875625,-0.359975953028816,-0.967540984290474,-0.967540984290474,1.14242976184071,1.2945157708464,0.290134396351746,-0.151980353680771,-0.725515082466306,0.160600992101153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-M,-0.476185909431049,0.852314175443336,0.226322803423402,1.04474821182752,0.693071226964104,0.861143107645594,1.00375593179023,0.652271272877178,1.00639058699249,-0.597560785548261,-0.147187649147932,-0.147187649147932,0.852314175443336,0.6681056437408,0.331634745696515,-0.719386510136132,0.0372695794272925,0.226322803423402,NA,-0.885464386687839,0.891886781226903,NA,0.318168366468609,0.6681056437408,-0.147187649147932,-0.147187649147932,1.02273603619303,1.29991542738634,0.961951826268825,0.545463378132925,0.46229413592711,1.0570266542924,-0.881237261453707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-X1,0.820296106984918,-0.0843370572943778,1.24590737672488,0.658033268307645,-0.950799424141019,0.39969413654638,1.07870964653757,-0.650164426234164,1.32927867244301,0.948064847939343,-0.211655467196599,-0.211655467196599,-0.0843370572943778,0.728124668218763,0.621551162028,0.440408558094063,0.495298828111265,1.24590737672488,0.40334177068529,-0.766396375681209,1.0118739771797,0.453997372440605,-0.232225803241169,0.728124668218763,-0.211655467196599,-0.211655467196599,0.378671180831131,0.110091921846274,-0.236553503420431,0.173220992330523,-0.517669605518817,-0.504970651196937,-0.738992924143851,0.216447697252666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-X0,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,0.243605477942398,-1.51911408403726,-0.230849645685678,-0.375198776113894,-2.12011588969039,0.220036053942625,-0.637853599891081,-0.511813921410872,0.113842236483525,-0.0730978431205984,0.408688736552516,0.408688736552516,-1.51911408403726,NA,0.345358384479665,0.829236074406673,0.747726719398788,-0.230849645685678,0.657224540670046,0.141720435099838,0.182969821008618,0.676051787654403,-0.375912741183591,NA,0.408688736552516,0.408688736552516,0.53591073003864,-0.854557682346696,0.234378150512366,0.234801956946902,0.303792744278684,-1.07978675031084,-0.359975953028816,0.6681056437408,0.728124668218763,0.408688736552516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,0.737976426806233,0.47085393061752,0.449326675239245,0.38426078234178,-0.0276872687194237,0.714977138126297,0.353134548844718,0.39901034047539,0.105707600594189,-0.349220769675666,0.449326675239244,0.449326675239244,0.47085393061752,0.323640307222511,-0.988699288858268,-1.14255928234847,-0.44798684295559,0.449326675239245,-0.0879622978225427,-1.04389349339409,0.927442418413644,-0.876895296319512,0.334688286190707,0.323640307222511,0.449326675239244,0.449326675239244,0.298843128003621,0.64637033488279,-0.221102113878941,-0.0143434394597233,-0.639332673280482,-0.381666475930641,-0.673857003416322,-0.221436139789599,0.240023634629538,0.449326675239244,0.323640307222511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,-0.278742242810146,0.854200043692989,0.577610138571825,-1.05460959136057,0.774170290280223,-1.09557864604937,0.428421495596743,0.298959368597968,-0.471111955097777,-0.463648714778812,1.01571312099158,1.01571312099158,0.854200043692989,0.696019552357661,-0.1761500479585,-1.39040962641282,-0.0337948324586289,0.577610138571825,-1.95441396882696,-1.30437431617171,-0.542955845774352,-1.43906739183568,-0.0781984236311213,0.696019552357661,1.01571312099158,1.01571312099158,0.491089872054235,0.876249740510394,0.117768588500763,0.133942825636875,-0.27759830784675,0.143576351852938,-1.24640164146004,-2.10480589784972,-0.0656618015354761,1.01571312099158,0.696019552357661,0.757404621956845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,0.408688736552516,0.449326675239244,1.01571312099158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,0.408688736552516,0.449326675239244,1.01571312099158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,-0.00465889853509628,0.693337049929656,0.457770647185711,-0.409109811875105,0.380393492017255,-0.0190454138611536,0.286431693267042,0.164227197528253,-0.0967067966790248,-0.746947924182802,0.812012577434985,0.812012577434985,0.693337049929656,0.557627715025134,-0.567341989276086,-1.03627274109698,-0.204175733853832,0.457770647185711,-0.948555939755225,-1.25955428732832,0.308700276618248,-0.856422252550561,0.0132742295316528,0.557627715025134,0.812012577434985,0.812012577434985,0.278806572018744,0.673492609114605,-0.264292181497187,-0.0237114396846936,-0.632154538415383,-0.340588821469778,-1.3460773625804,-1.10933418446435,-0.262252502109229,0.812012577434985,0.557627715025134,0.507959542415623,-0.739889669587045,0.812012577434985,0.812012577434985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,0.243605477942398,-1.51911408403726,-0.230849645685678,-0.375198776113894,-2.12011588969039,0.220036053942625,-0.637853599891081,-0.511813921410872,0.113842236483525,-0.0730978431205984,0.408688736552516,0.408688736552516,-1.51911408403726,NA,0.345358384479665,0.829236074406673,0.747726719398788,-0.230849645685678,0.657224540670046,0.141720435099838,0.182969821008618,0.676051787654403,-0.375912741183591,NA,0.408688736552516,0.408688736552516,0.53591073003864,-0.854557682346696,0.234378150512366,0.234801956946902,0.303792744278684,-1.07978675031084,-0.359975953028816,0.6681056437408,0.728124668218763,0.408688736552516,NA,0.323640307222511,0.696019552357661,0.408688736552516,0.408688736552516,0.557627715025134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.243605477942398,-1.51911408403726,-0.230849645685678,-0.375198776113894,-2.12011588969039,0.220036053942625,-0.637853599891081,-0.511813921410872,0.113842236483525,-0.0730978431205984,0.408688736552516,0.408688736552516,-1.51911408403726,NA,0.345358384479665,0.829236074406673,0.747726719398788,-0.230849645685678,0.657224540670046,0.141720435099838,0.182969821008618,0.676051787654403,-0.375912741183591,NA,0.408688736552516,0.408688736552516,0.53591073003864,-0.854557682346696,0.234378150512366,0.234801956946902,0.303792744278684,-1.07978675031084,-0.359975953028816,0.6681056437408,0.728124668218763,0.408688736552516,NA,0.323640307222511,0.696019552357661,0.408688736552516,0.408688736552516,0.557627715025134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P1_20-24,1.01974713813863,0.11195394572827,0.607905822441576,-1.65582489471253,0.0335299497708769,0.856114755024146,-0.376785684801887,0.776389521888022,-1.63829069634732,-0.133219322492887,-0.286127416591132,-0.286127416591132,0.11195394572827,-0.108109569169442,-0.230469927944417,0.964016347849157,-0.0716889103377264,0.607905822441576,0.552529912532831,2.12262946917824,1.28481178377159,0.552529912532831,-0.455154842892766,-0.108109569169442,-0.286127416591132,-0.286127416591132,2.14652724767048,1.60688536491334,0.93869027922708,0.828111345639264,-0.0669164568032181,1.26504620833278,0.79003629956429,0.552529912532831,1.22219843340613,-0.286127416591132,-0.108109569169442,-0.265289280799755,-0.0714653436698841,-0.286127416591132,-0.286127416591132,-0.378815631367533,-0.108109569169442,-0.108109569169442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P1_30-34,0.845315665954761,-0.654638140553244,1.29144792333013,0.202701360950385,-1.26417694391233,-0.116573730592428,2.10226346863058,-1.61017061165162,0.8633329743152,0.32310848576805,-0.415926952925675,-0.415926952925675,-0.654638140553244,-1.17641363573407,-0.161701236306486,0.819371500512456,-1.45164045794119,1.29144792333013,0.396072788513031,-1.63296111486487,0.679434266742032,0.727567984617123,0.253977104758395,-1.17641363573407,-0.415926952925675,-0.415926952925675,1.03145430461893,-0.477905870108851,-1.56167368969683,-1.44229616342805,-2.27046236709827,-1.71621345216907,-0.769321478008017,0.221809845391721,-1.47823958410098,-0.415926952925675,-1.17641363573407,0.0405650358391266,0.0893274584066849,-0.415926952925675,-0.415926952925675,-0.0340995077181684,-1.17641363573407,-1.17641363573407,0.316660101585443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P3_30-34,-0.179005590127985,1.20897492026374,0.293916905824025,1.09077575422776,1.72361241947692,0.0390907247099824,0.801152745175653,1.55537860495692,0.758529589486646,0.0818026849770521,0.818640853651956,0.818640853651956,1.20897492026374,1.00372767483911,0.438297846803562,0.339373387734615,0.687606070114405,0.293916905824025,0.176900767106692,-0.105250690597455,0.460356067643507,0.176900767106692,1.11040966052318,1.00372767483911,0.818640853651956,0.818640853651956,1.49504721813593,1.84164376576332,1.40672888997137,0.870049741535143,0.815763396988755,1.61362923171768,0.315580612484323,0.176900767106692,1.26496850554268,0.818640853651956,1.00372767483911,0.318641687205014,-1.43299434194146,0.818640853651956,0.818640853651956,-0.641282845607215,1.00372767483911,1.00372767483911,0.636108671083593,1.46068541951991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,0.408688736552516,0.449326675239244,1.01571312099158,NA,NA,0.812012577434985,0.408688736552516,0.408688736552516,-0.286127416591132,-0.415926952925675,0.818640853651956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,0.243605477942398,-1.51911408403726,-0.230849645685678,-0.375198776113894,-2.12011588969039,0.220036053942625,-0.637853599891081,-0.511813921410872,0.113842236483525,-0.0730978431205984,0.408688736552516,0.408688736552516,-1.51911408403726,NA,0.345358384479665,0.829236074406673,0.747726719398788,-0.230849645685678,0.657224540670046,0.141720435099838,0.182969821008618,0.676051787654403,-0.375912741183591,NA,0.408688736552516,0.408688736552516,0.53591073003864,-0.854557682346696,0.234378150512366,0.234801956946902,0.303792744278684,-1.07978675031084,-0.359975953028816,0.6681056437408,0.728124668218763,0.408688736552516,NA,0.323640307222511,0.696019552357661,0.408688736552516,0.408688736552516,0.557627715025134,NA,NA,-0.108109569169442,-1.17641363573407,1.00372767483911,0.408688736552516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_1-5,0.046936861059604,-0.0924806881164277,NA,0.172037945302217,0.437477069581059,0.0220168200249248,-0.0432029051675531,2.39060760123768,0.0999819112609312,0.624941812504936,0.449326675239245,0.449326675239245,-0.0924806881164277,-0.230849645685678,0.463256358533812,0.480826074480303,0.383527672285793,NA,0.244874860890058,0.975832839645197,0.0220168200249242,0.509164496776294,0.314052604607177,-0.230849645685678,0.449326675239245,0.449326675239245,0.588086404765996,0.608224877973775,0.768477187191851,0.259067999117373,0.457067575052587,0.874234449341814,0.653875925541275,0.226322803423402,1.24590737672488,0.449326675239245,-0.230849645685678,0.449326675239245,0.577610138571825,0.449326675239245,0.449326675239245,0.457770647185711,-0.230849645685678,-0.230849645685678,0.607905822441576,1.29144792333013,0.293916905824025,0.449326675239245,-0.230849645685678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_5-9,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,0.408688736552516,0.449326675239244,1.01571312099158,NA,NA,0.812012577434985,0.408688736552516,0.408688736552516,-0.286127416591132,-0.415926952925675,0.818640853651956,NA,0.408688736552516,0.449326675239245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_20-24,0.914078036730159,0.535126103899028,0.449326675239245,0.64021303638093,-0.212217483029377,0.898752365428088,0.736103112251332,-0.270210681802461,0.384001456906972,-0.309395005564551,NA,NA,0.535126103899028,0.408688736552516,-0.738948915486728,-1.4627711875975,-0.594647854251332,0.449326675239245,0.125902136894848,-1.53658955124621,0.964556895969287,-0.840605904752676,0.262265635914443,0.408688736552516,NA,NA,-0.0649293885902215,0.329051476093932,-0.66410386792876,-0.300217669987145,-0.943854412863276,-0.727874413074015,-0.967540984290474,-0.147187649147932,-0.211655467196599,NA,0.408688736552516,0.449326675239244,1.01571312099158,NA,NA,0.812012577434985,0.408688736552516,0.408688736552516,-0.286127416591132,-0.415926952925675,0.818640853651956,NA,0.408688736552516,0.449326675239245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
