,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-M,712_E-3-D,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_10-14,716_E3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34
714_E1_30-34,-0.972096275384561,-2.46135551908011,-2.14868592513267,-1.90035668630634,-1.24878118644595,-0.726824065183457,-2.12835736589297,-2.52179317020514,-1.34650488817581,-0.749341468379837,1.65900020613765,-1.91029605247071,-1.90035668630634,-2.80632307977703,0.823810084005233,-3.03230581208539,-1.81755848982291,-2.18159800264069,-1.71949238447436,-0.945885481410503,-1.07760861517136,1.34143090717827,-1.72090291128124,-1.72090291128124,-1.52134730653867,-2.02465671221679,-1.46106914354135,-1.06145445655416,-0.667976029025996,-2.71637126450424,1.99402555661669,-0.0474922232570323,1.74234262299136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,-0.0483708641677015,1.54560237712417,1.34243959642486,-0.659014231427228,1.08048547047847,1.17157687504402,0.286092980905788,3.20219441584984,-0.747193605605484,0.335181844514987,0.805279987130988,0.209911963725362,-1.53953052273319,-0.581143373754445,-0.257737204486614,-0.320297593715183,1.32036548408913,0.870779468079729,0.983054224343166,-0.583996300588012,-0.48884414437306,1.12395198628509,-0.589793683009278,-0.589793683009278,-1.8967736017608,0.198300101578655,0.410777436953773,-0.72864883981746,-0.503834136208616,-2.4644466666226,0.355069692918692,-1.21777454523299,-1.30980200593172,-2.10355512580915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,-0.631078205036183,-1.15812694877025,-1.55633935086977,-0.860886359256155,-1.40822255779085,-0.85232363331917,-0.947502386425943,-0.4840615388785,-0.950671107847457,-0.872489438958831,2.1676948072856,-2.02730955291546,-1.21137519925314,-1.53711125903545,-0.0413034815644284,-1.55177310682867,-0.0160651129653408,-1.2627809099108,0.0899810639795322,-1.03246724551495,-0.872440753171417,1.24276967405477,-1.18102877569104,-1.18102877569104,-1.13056159997114,-0.982431396372704,-1.34681156880645,-1.05715088412068,-0.819952867437808,-1.6693260159197,2.28572256632078,1.37684812117252,1.08737841716112,-0.529020744737028,-0.711095118430844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,-0.941735963253462,-0.632828699426411,-0.415763428173939,0.428608613219257,0.969978222003448,0.805417600543112,-1.11161160277531,-0.408515051883713,0.343661802261504,-0.418253108342797,-0.0857716410411553,0.416247890537424,0.428608613219257,0.889359968033816,0.229134170364837,0.496382899272605,0.300711540631588,0.220477164002139,-0.13150703517421,-0.936169753510308,-0.430708395715532,0.946085809052381,-1.38890178760345,-1.38890178760345,0.545449067639633,-0.676175994845264,-0.347826201504546,-0.55579878894767,-0.451148700847537,-1.78309701169752,2.31223777573764,-0.060011387304752,-1.46136922065705,-0.968321593643192,-0.0203702360519807,-0.428392204935549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E1_1-5,-1.73539339933128,-1.03309150015547,0.641774927368394,0.740002891012788,0.794218080898759,0.191437489880683,0.365785765445469,0.00703592247203306,0.852688494024245,-0.0393778411208452,2.34254176266437,1.36927317960825,0.740002891012788,-1.24704465866173,0.872589402812278,-0.523745788507667,-0.188870039115019,-0.642463489219338,-0.0117089128411728,-0.828482678354801,-0.518859113464079,0.639734097682922,-0.906407203916327,-0.906407203916327,0.250021750291799,-0.747811039352279,-0.711492112829009,-0.714680438371784,-0.602648460866935,-1.68755825974832,3.41646579731882,1.25884855633175,-0.826975864258451,-0.736487338888597,0.926880785248252,-0.523563557532289,1.38914606916975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_1-5,1.01960842335816,0.0569532846229853,-0.0583564222749078,0.688455381734248,0.907168251771567,0.460019485779524,-0.0707678103078288,0.136165774793722,-0.195027245700041,0.22205838227389,0.893367297100949,1.03424861195711,0.957719771599461,0.514595102434657,NA,0.817336842388179,1.05747698166706,0.11555205223875,0.0806182783262514,0.534716128409994,-0.674932806799199,-0.564598589720536,-1.2439254073127,-0.763206926563601,0.694979071439188,-0.0496185481161905,0.462742140279571,0.640691259589051,0.634511679600069,-0.41441983040119,1.3364938237393,0.170494460760706,0.902740906082547,0.823810084005233,-0.156049308998615,0.0348924607259244,0.229134170364837,0.872589402812278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_20-24,-0.550682950224519,-0.594234168975985,0.970163670585539,0.992691299923634,0.954994433569811,-0.0259254367899946,1.86119524835977,1.08188852551987,1.48830304283515,0.438767689665628,1.37777998323637,0.966638442613517,0.684891019601644,-0.543774483962523,0.512027779955902,0.350332387668542,-0.760237455637411,-0.158163550635566,-0.347146829479166,-1.0061782491209,-0.984707815841968,0.926451794857311,-1.09170101339915,-1.09170101339915,0.752826378369173,0.232561643887553,-0.682472396264942,-1.03077452190966,-0.992798886402255,-1.28480977960668,2.6491297188076,1.65956699741933,-0.334398084114103,-0.2584341568333,1.46782700130861,0.556458217804548,0.875471378193755,1.67081002918286,0.512027779955903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_30-34,0.10771828924421,2.32023946102733,-1.16652175144558,0.725996359885386,-0.326558335098144,1.42388358488899,1.73819013535291,1.43076094348058,1.7752840532425,-0.325966301416642,-0.870537983760927,-0.420269875834181,0.34451711291611,0.372518282200219,0.711076612542822,0.658816537460931,0.931938785841415,-0.0321151212440413,1.99924500261049,-0.4534115782098,0.171196445945655,0.8450785404603,-0.588297631097582,-0.588297631097582,1.13001285139188,1.08530402378649,-0.588374020205465,-0.180770783666247,-0.0776519006053348,-1.14956662984292,1.31592342387312,0.445647445810038,-2.09130166932901,-2.91945636923195,0.399335753830235,-1.42476170500313,0.152591146792888,0.155340231273401,0.711076612542822,0.863514001722322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_10-14,0.0269198389784258,0.556768494921437,0.728561306978326,-0.779605680045877,0.524099730318414,-0.595087870770637,-0.152942920554908,0.0558044568780534,-1.08522772343209,1.6029048638542,-0.33473618149906,1.03048136152799,-0.779605680045877,-1.55399508836889,0.851680088675843,-1.77416781101067,1.36188792178469,0.717519165443544,1.15802581554889,-1.32852720256429,-2.12744506129635,1.16377881793617,-1.51425918551668,-1.51425918551668,-1.92378356309737,-0.624940581447117,-0.0849189178227739,-1.73856470005217,-1.69095951732775,-2.41629289332089,0.955716777918769,-1.20321096521712,-1.52482982815748,-2.57781157809536,-0.731974767650058,-0.288658930148534,0.635982027632068,1.29563587082434,0.851680088675844,0.85095217281696,-0.614214027683251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_20-24,-1.31854396210213,1.2615752601588,0.926560966312204,-0.650049993521122,2.64013498732467,-0.274979911615503,0.439279855605696,0.813369463632601,0.941900241627797,3.07479134324784,0.970583221029891,0.629896413394446,-0.650049993521122,-1.68535331336315,0.792357219732603,-2.17333663616598,2.18597075076132,2.07513420804566,1.6718900132725,-1.48841222402432,-1.48706028576765,0.660146032695953,-1.3528282340443,-1.3528282340443,-1.25164641681068,0.523349753809098,-1.29230718579266,-1.56569054430441,-1.42226308615002,-2.48487417729377,2.57629871414101,0.993375170244685,-0.462787156786459,-0.873250452509344,-0.900927753892227,0.801912422633502,0.411794415131061,1.70312208723272,0.792357219732603,1.08953333306737,-2.13265609279021,-0.69591550425632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E3_30-34,0.290135164256542,1.73594480945225,1.60135720395038,0.699649026056667,0.413708806458597,0.728901204957066,1.64746855689601,1.58041958150474,1.73862963984427,2.4542755241497,-0.230426633058959,0.90681294328175,-0.361931051569468,-1.53570473558314,0.0167079291807232,-1.82627108806769,1.44141865631847,1.83899789272149,2.20192335379373,-0.483240098349283,0.383630357745939,1.17321733195294,-0.301319129258246,-0.301319129258246,0.384947311489658,0.755426522066634,-0.619288433715678,-0.278524503350213,-0.0461943145475855,-1.1642297064666,2.17923483267739,1.90526960653586,-1.26124892955378,-2.43198834174026,1.08862121756334,0.0729977285391211,0.529830193406194,1.70151375528563,0.116542204202865,1.35325495454697,-1.78539871770672,-0.28522457243994,-1.31393212673467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_1-5,-0.443993935917326,0.369505752323913,-0.0706030801227036,-0.289930681849085,-0.0268750560702439,-0.38493029563956,0.387019763047147,0.319204746013079,-0.120040417268702,0.132105497349687,0.0407528047627855,-0.260544955168755,-1.8280739506878,-0.568821157579992,-3.25087008387295,-0.197980221066112,0.0791929954463507,0.192163801340185,0.25262206209998,-0.652574784461729,-0.170458060394707,-0.136716900757994,-0.0392294680276971,-0.0392294680276968,-0.582386227394599,0.10505199393521,0.129653362704877,-0.531813631371154,-0.378237844572498,-0.0152100901453656,0.753856766198074,0.0985966258296739,-0.112929993519748,-0.156245592455437,0.115967902548592,-0.0489866848401502,-0.816944456607979,-0.187616528201134,-3.25087008387295,-0.306348463367092,-0.225029181074301,-0.191883160800374,-0.0930795613127581,0.235291682791025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_10-14,-0.60982347580493,-1.39626428053014,0.636986872042175,0.222994683194442,-1.55551801515971,0.296202213603931,0.683631938806828,0.133095270347113,1.14688978242193,-1.40216316186028,1.72304745695319,-0.793795939072009,-0.0965209840249027,-1.83248739988773,0.947249018570286,-0.932358630211746,-0.86572935953669,-1.66192400598124,-0.184687329447483,-0.730376713253717,-0.18732183605514,1.1403132031592,-0.601894329861459,-0.601894329861459,0.464497215292113,-0.49331716426171,-0.842964681728573,-0.519335455443932,-0.406762812857867,-1.59541864893589,2.0343262961879,0.46771047563329,-1.34879782767539,-2.16803233058927,0.333814768802951,-2.00400271933011,0.209867831372871,-0.0461310284561974,0.947249018570285,1.08097730298693,0.0503998491182857,0.127203418639257,1.05545999658651,0.00490179847288811,-0.0164014204469251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_20-24,-1.37380612963151,-1.03645863508605,0.127784446779405,-0.468097916999396,-2.42461071845366,0.0819061982323415,0.0582196867657694,-0.395310025526731,0.552346094441989,-1.92527237129776,0.229777233687474,-1.27352631854926,-1.42694767244637,-1.85169402905826,-0.231308164200178,-0.306490790965658,-2.65596680507926,-1.33953096676859,0.522829313467247,-1.13802531344907,-0.244969895959979,0.922416485147653,-0.687355854440784,-0.687355854440784,0.287240814849664,-1.39777233411835,-0.861635181662784,-0.928451334993502,-0.772756220688486,-1.56723995830857,1.33737543574297,-0.423857532949714,-2.37466597833835,-3.35478856145768,0.161227152571629,-1.47141697259741,-0.134637605990837,-1.8846772330767,-0.142357127072749,-1.22072240781195,0.880881452834617,-1.41779370314195,-1.80444915066607,-0.787355920538127,-0.00292299519815867,-2.15582368580925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E1_30-34,-0.172074559855557,2.57924164724641,0.788129358556148,0.772074842414707,-0.0441289569255897,-0.0126209394600488,1.91305333475951,1.73522838502141,1.52727358821089,0.202051644502956,-0.697916879474143,-0.329528331358458,-0.0387467444647395,-0.782463358337894,-0.338447278911552,0.0724389799866254,0.659916482794547,0.245657883412561,2.11555145728797,-0.578800519209463,0.251973339630946,0.680120549235037,-0.275480901524763,-0.275480901524763,0.808198368443623,1.50177018001059,-1.01473073833105,-0.29869625508851,-0.115339272596009,-0.395767522705104,1.58208386926387,1.11716341233096,-1.55912503805425,-1.99263819120117,1.26836575093099,-1.13515776110232,-0.122417201227713,0.0279888822639069,-0.254346885491174,-1.1460522722547,0.585689145647991,-0.0784286390644206,-1.53536113684639,0.308275899796064,-0.146922781740289,0.365503742562091,2.31346356051312,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_10-14,-0.720768677378223,0.0773687046818434,0.25499419938858,0.867375126451528,-2.17407912620048,-0.169993830818482,1.11884267461883,0.523720545211892,2.07731753230669,-1.64437531684321,2.21095024192163,-0.725425323537836,-0.266887547362759,-1.75251282153414,0.000169114080734847,0.497060145626404,-1.19961015691566,-1.56020381673667,0.452459258163652,-0.452923647688016,0.703464936233132,1.13373913163431,-0.0120832956008335,-0.0120832956008335,1.37257883622596,0.841139951690349,-0.514590779981185,-0.108344596299663,0.146601308274606,-0.547146027324505,2.26592031048611,0.40686336391499,-1.96738291208717,-2.87295807178326,1.25675882552678,-1.35780467875676,-0.238189589523847,-1.32871266376753,0.099713328021257,-0.741737575783207,1.27830572873012,-0.660228781955642,0.404193794231423,0.22997595237412,0.225139257736668,-1.49454597193069,-1.03617090612323,1.62332275277765,NA,NA,NA,NA,NA,NA,NA,NA
716_E3_30-34,-1.17538321417651,0.950076253933337,1.05574141144995,-1.25793961746613,0.285950314533852,-0.135584712953635,0.887009291596509,0.577410439226836,0.544152850597273,-0.288022064809826,0.699306602837659,-1.03465828064285,-1.99983488489695,-0.231791385403815,-0.483288836482546,0.96104461464245,0.404599173931148,-0.0256985091908923,1.57035961513106,-1.73628582108,-2.55804503026729,0.767929719558564,-1.5350618996386,-1.5350618996386,-2.3872097624532,-0.0916043552956338,-0.0411781386208788,-2.33433893304192,-2.33618411031917,-2.30634838914223,0.887804397773896,-0.284733678575019,-1.60170075478938,-2.04209453570091,-0.0250670275353089,-1.30195194335764,-0.0685616733837252,-0.00882248821961395,-0.389642427407025,0.012685394798653,0.955466628397104,-1.87901414551357,-1.41923104305118,0.925299341626733,-0.0972598610373447,0.50527485478188,1.44893611094938,0.728639162278521,1.4234594653153,NA,NA,NA,NA,NA,NA,NA
717_E2_1-5,0.756306432382021,-0.878026308460732,-0.478084473323449,0.329426964455494,0.17252405399896,-0.568362206950429,-1.0573443511901,-1.26290557369407,-1.33407030595506,-1.27767036757503,1.30876948810469,1.26821657817071,0.709666292656374,-0.889546585202913,1.31602497158945,1.42278347272001,-1.08605209048569,-1.2419829441154,-1.42459776053068,0.230623627948437,0.261051755231825,0.889834564411119,0.291875877116236,0.291875877116236,1.31006212658589,-1.2851106088936,1.2560440171662,0.758618202189066,0.967297032155475,0.569793609038266,1.71939376864156,-1.50517072271676,-0.94936852029332,-0.890442152182421,0.168391381453578,-0.902807804771086,-0.760875505089361,-0.212317180998424,1.31602497158945,0.753578738798434,1.47972298423659,0.81555423941739,0.818328625985239,1.16078883437685,-0.204548288262407,0.09945443873813,-1.15593770171387,1.10062038849144,-0.0230839370688021,0.196630287959912,NA,NA,NA,NA,NA,NA
717_E2_10-14,-0.14904156310318,0.152920489268538,-0.102920216714229,1.37698042392941,0.526930715203892,-0.542514288553312,-0.852074917980767,-0.315068344074681,-1.26698957499135,-1.59697186796906,1.93640479883833,2.82548924984889,1.37698042392941,-1.48177822184097,1.19934046567577,0.271997816786206,-0.290092520882794,-1.0093585510223,-0.349284812633352,-0.407085230916272,-0.636415310536827,1.56081427229162,-0.0916233811927248,-0.0916233811927248,0.370208731542866,-0.672449632047505,0.681790855638727,-0.379787037268894,-0.245466461890143,-0.51821563239825,2.33867766126624,-0.886241620087905,-1.22939129542891,-1.74568972871087,1.30613585081955,-0.444781991328079,-0.123184371970008,0.901298311952284,1.19934046567577,0.961981248122119,1.09095595878043,2.47937431780081,2.4084994986468,2.50483951294765,0.267733928783367,0.180557293029576,-1.32807647387556,1.15262917410524,-0.505830553198767,-0.283864328070072,-0.580960923963776,NA,NA,NA,NA,NA
717_E2_20-24,-1.10368200036242,-0.383589512828087,-0.15246949737411,1.16635835317703,0.519245239908124,1.45760455230278,0.121276720940014,0.290765381170906,0.918307862054548,-0.735603766244194,0.921014430592935,1.0986757946171,1.16635835317703,0.0564432416542503,0.806874724866202,-0.269165101128551,0.417700531984563,0.135402969220569,1.2988678480373,-0.52665328600489,0.0690056453560093,0.539510675086748,-0.614266387007466,-0.614266387007466,0.856112610925573,-0.479313331584204,-0.410277786071475,-0.237282891185166,-0.101831366370628,-1.19140829547273,2.64740940589003,1.37450350277337,-1.36030240834575,-1.28360306965593,0.934222191787299,-0.432215252440236,1.62790902789362,0.235389432025924,0.806874724866202,1.69109188825309,-0.609621038447385,1.00734318141989,-0.69592384008857,0.866125414704382,-0.23836363039761,-0.0533122890609298,-0.660072359460065,0.180616243252596,-1.09974254876905,0.604462326338389,-0.260074685797639,0.165530979326891,NA,NA,NA,NA
717_E3_1-5,1.01960842335816,-0.267752996853308,-0.310401232593914,0.688455381734248,0.907168251771567,0.460019485779524,-0.399253520926293,-0.161891711151842,-0.446566540572761,-0.0184606507825885,0.893367297100949,1.03424861195711,0.957719771599461,0.514595102434657,NA,0.817336842388179,1.05747698166706,-0.163967426381049,-0.213397227696913,0.534716128409994,-0.935901455109199,-0.862941804394596,-1.58066688487757,-1.10391930030803,0.694979071439188,-0.312485891227307,0.473109340842414,0.640691259589051,0.634511679600069,-0.698594665997511,1.38560030589577,-0.0900786128419637,0.902740906082547,0.823810084005233,-0.456188304262024,-0.192119424074544,0.229134170364837,0.872589402812278,NA,0.512027779955902,0.711076612542822,0.851680088675843,0.792357219732603,-0.176855505329065,-3.25087008387295,0.947249018570286,-0.406684093980054,-0.505844856130398,-0.192344995895138,-0.67002383701666,1.31602497158945,1.19934046567577,0.806874724866202,NA,NA,NA
717_E3_10-14,-1.62693574790806,0.00875037364971614,0.760582302691289,1.27963904418805,0.542865445295226,-1.50980968587708,1.12896021583704,1.06990746564713,0.715286967487844,-0.420600060357751,2.11014452150789,1.06223375371394,-0.0590100809830588,-1.65520068316576,-0.152821662891828,1.32996145203516,-1.06537005188639,-0.216638243624923,-0.913560476147506,-0.843670262499561,-0.391590527986697,1.01301000656974,0.308807190046136,0.308807190046136,1.0447271373613,1.57654186337655,0.337094167818495,-0.767472627460801,-0.518587762375972,-0.0928861547560687,2.39902533875776,0.182838516178576,-1.02035404656843,-1.02355246853361,1.82496820432299,-0.710846353295956,-0.767272532774624,-0.0946705790699923,-0.0396611207770879,-1.12786315656167,2.05633320062768,0.663200005798645,2.04662744738984,1.93865374937077,0.387293537470419,0.80437822124255,-1.14206954163217,1.66321044333924,1.13613898879953,0.355940304959345,-0.805445846931216,0.0609672715485912,-0.000672304544443731,-0.368433107326435,NA,NA
717_E3_30-34,-0.90920666113532,-0.396590141827164,-0.482816388194659,-1.85913245201725,-0.783512883451117,-1.54672441796131,-0.101093323967128,-0.772776523903689,-1.2203437804802,-1.26773944470673,-0.927641441528261,-1.71764164680464,-2.16049335959323,-1.54497241930116,-0.783248803041622,-0.96759065645264,-0.60228027900268,-0.807562499390416,-0.515708966830569,-2.20509636293223,-2.59887686136797,0.59488226958186,-1.18390737037698,-1.18390737037698,-2.62405413980266,-0.819397803538108,-0.185776743500971,-2.35543404139698,-2.31929196875689,-1.35664073305174,0.557843048033198,-1.12787078113178,-2.19982384674317,-2.16774430107533,-1.06959611436224,-1.91606742655825,-1.38755004982538,-1.27195144559554,-0.679493567132977,-1.14692570666548,-0.645136886374128,-2.18412013955441,-1.90329686550577,-0.447556766077307,-0.155999768694813,-0.879134158985145,-0.621077386744967,-0.238738629431996,0.0089897676810995,-1.50783047572152,-0.104684911384775,-1.06213310108318,-0.697359452120109,-0.985019412129376,-0.660831867265278,NA
