,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
66,-1,0.7125,-1,0.7894,0.9936,-1,0.9696,0.2642,0.899,0.1326,-1,-1,0.7117,-1,-0.328,0.7476,0.8854,-1,-0.2778,-0.2488,-1,-0.0679999999999999,0.5668,0.1778,-1,-1,-1,-0.5564,-0.7378,-1,-0.125,0.3754,0.1778,0.1816,0.4908,-1,0.1742,-0.1492,-1,-1,-1,-0.2,0.1724,-1,1,0.2346,-0.1714,-1,0.1874,0.4272,-1,-1,-1,-1,0.099,-1,0.4012,-1,0.6496,-0.3176,-0.918,-1,-0.017,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.3988,0.4122,-1,-0.9242,0.6082,-0.7256,0.0556000000000001,0.5902,-0.1274,0.402,-0.5254,-0.5218,0.4085,0.4063,-0.274,-0.106,0.6234,-0.303,-0.4352,-0.3884,-1,-0.3464,0.4244,0.4044,-0.5316,-0.5294,-0.3118,-0.868,-0.7614,-1,-0.5852,-0.6918,0.1456,-0.2376,0.3336,-0.5252,0.4011,-0.4286,-0.7332,-1,-0.5188,-0.5018,0.4022,0.4136,-1,-0.2456,-0.2446,-0.5254,0.4107,-0.2872,-0.5186,-0.5294,-0.5382,-0.7052,-0.5846,0.4075,-0.2974,-0.2908,0.1684,-0.5142,-0.316,-1,-0.2686,-0.3052,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.1593,0.1569,-1,-1,0.9946,-0.9234,-0.853,0.9992,-1,0.8618,0.158,0.1628,0.1641,0.1598,-0.6386,-0.785,0.9104,-1,-0.9996,0.57,-1,-0.9332,0.9902,0.1605,0.1507,0.157,0.3056,0.5229,0.615,0.1591,0.4156,0.6915,0.6134,-1,0.8049,0.1476,0.1612,-0.5062,0.2992,0.1573,0.1567,0.2949,0.1626,0.1639,-1,0.8556,-0.872,0.1554,0.1564,-0.7224,0.1634,0.159,0.1537,0.3031,-0.2038,0.1602,-0.7284,-1,-0.8742,-0.9706,-0.5194,-1,-0.9338,-1,-1,0.135,-0.3938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,-1,0.7802,-1,0.2672,0.9882,-1,0.8204,0.8386,0.6758,0.7724,-1,-1,0.777,0.7896,0.4832,0.8014,0.994,-1,-0.3636,0.1766,-1,-0.2398,0.9652,0.78,-1,-1,-1,-0.5062,0.254,-1,0.503,0.41,0.7628,0.069,0.8222,-1,0.7834,-0.1664,-1,-1,-1,0.000399999999999956,0.7818,0.7847,-1,0.8326,-0.5072,-1,0.786,0.4902,-1,-1,-1,-1,0.1988,0.7864,0.48,-1,0.673,-1,-0.0288,-1,-0.7752,-1,-1,-0.5804,-0.8524,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,-1,0.4474,-1,0.9358,0.9626,0.4429,0.9312,0.2094,0.7542,-1,-1,-1,0.4452,0.4587,-0.4374,0.1566,-1,-1,0.3874,-0.7494,0.0751999999999999,-0.1768,-1,0.4593,-1,-1,-0.18,0.7006,0.752,-0.2148,-0.2444,0.4652,-0.6916,0.7024,-0.4346,-1,0.4455,-1,-1,-1,-1,-0.5846,0.4549,0.4579,1,0.9252,-0.4822,-1,0.4478,-1,-1,-1,-1,-1,-0.4614,0.4459,-1,-1,0.3594,0.47,-0.4842,0.4523,0.3914,-1,-1,-0.1282,-0.1558,0.5564,0.3336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.2617,0.2621,-1,-0.8976,0.9994,-1,-0.0344,1,-0.6668,0.989,-0.485,-0.4804,0.2695,0.2604,-0.3942,-0.5612,0.993,-1,-0.9968,0.9292,-1,-0.8736,0.998,0.2601,-0.4852,-0.4898,0.4658,0.7343,0.8106,0.2684,0.6168,0.8705,0.8372,-0.9578,0.8718,-0.4926,0.2586,-0.3332,-0.2034,-0.5006,-0.492,-0.0992,0.2626,0.2606,-1,0.964,-0.6226,-0.4894,0.2595,-1,-0.4836,-0.4926,-0.5076,-0.1014,0.0653999999999999,0.2636,-1,-1,-0.6202,-1,-0.7254,-1,-0.9674,-1,-1,-0.0788,-0.0238,-0.9054,-0.379,0.5696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0536000000000001,0.0541,-0.886,0.0626,0.816,0.0513999999999999,-0.1416,0.8871,-0.1658,0.7722,0.0475000000000001,0.0566,0.0524,0.0518000000000001,-0.9194,-0.584,0.8344,-0.893,-0.7646,0.4826,-0.8976,-0.7988,0.7746,0.0526,0.0545,0.0564,0.1093,0.2133,0.26,0.0541,0.1574,0.3102,0.0771999999999999,-0.622,0.4071,0.0575000000000001,0.0551999999999999,-0.8052,0.1063,0.0549999999999999,0.0536000000000001,0.1131,0.0546,0.0568,1,0.4481,-0.4942,0.0549999999999999,0.0539000000000001,-0.8988,0.0568,0.0570999999999999,0.0536000000000001,0.1097,-0.679,0.0558000000000001,-0.8862,-0.8976,-0.7522,0.1557,0.3997,0.0542,-0.3114,-0.9032,-0.8916,0.3644,-0.486,-0.7528,0.392,-0.1678,-0.5734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,-1,0.6719,0.658,0.2516,0.9904,-1,0.9196,0.7508,0.7262,0.7984,-1,-1,0.6665,-1,0.2414,0.7196,0.972,0.667,-0.0952,0.6132,0.1768,0.1434,0.8072,-0.7024,-1,-1,-1,-0.6268,-0.0824,-1,-1,0.1798,0.923,0.0147999999999999,0.576,-1,-1,0.312,-1,-1,-0.0794,0.211,-0.7012,-1,-1,0.7158,0.5116,-0.0674,-0.7062,0.6687,-1,-1,-0.0724,-0.6268,0.429,-1,0.6686,0.6691,0.7158,-1,0.134,-1,-0.7624,0.6665,0.6702,-0.3298,-0.9302,0.1782,-0.4684,0.4568,-0.3046,0.6676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,-1,-1,-1,1,1,-1,1,0.168,1,1,-1,-1,-1,-1,-1,0.9914,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0.6818,-1,-1,-1,0.2694,0.935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.9552,0.8712,-1,-1,-1,-1,-1,-1,-1,0.9736,-1,-1,-1,0.98,-1,-1,-1,0.9644,-1,-1,-1,-1,0.8786,0.952,-1,0.7588,-1,0.9212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.1075,0.107,-1,0.0633999999999999,-1,0.1085,-0.4136,0.6188,-0.4044,-1,-1,-0.8566,0.106,0.102,-0.7596,-0.7352,-1,-1,-0.696,-1,-0.7216,-0.9106,-1,0.1069,-1,-1,0.2155,0.3827,0.4675,0.1062,0.2945,0.5463,-1,-0.441,-0.6378,-1,0.1081,-0.992,-0.9046,-1,-1,-0.9406,0.1071,0.1065,-1,0.712,-1,-0.8848,0.1101,-0.792,-1,-1,-1,-0.8762,-0.9562,0.1118,-0.8128,-1,-0.6378,-0.5592,-0.6756,0.1171,-0.5344,-1,-0.7988,-0.1046,-0.4266,-0.5186,-0.1956,-1,-0.4068,-1,0.3144,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0582,0.0499000000000001,0.0567,-0.2988,-0.6602,0.0552999999999999,-0.5482,0.7724,-0.6488,0.4758,-0.8898,-0.8868,0.0572999999999999,0.0549999999999999,0.1607,-0.787,0.728,0.0528999999999999,-0.635,0.2136,0.1093,-0.8178,0.522,0.052,-0.9004,-0.8844,0.1053,0.2048,0.2603,0.0512999999999999,0.1614,0.3122,-0.9088,-0.6114,-0.9258,-0.8846,0.0529999999999999,-0.9694,-0.8274,-0.8926,-0.8888,-0.9736,0.0528,0.0579000000000001,0.8004,0.4535,-0.9558,-0.8946,0.0512999999999999,0.0512999999999999,-0.897,-0.8888,-0.8924,-0.8556,-0.9238,0.0556000000000001,0.0569999999999999,0.0565,-0.7144,-0.6938,-0.9468,0.0548999999999999,-0.7438,0.0587,0.056,-0.7872,-0.6732,0.1584,-0.756,-0.886,-0.5076,0.0552999999999999,-0.6272,0.5478,-0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.0515000000000001,0.054,0.0543,-0.3566,0.3,0.0529999999999999,-0.5528,0.7796,-0.6874,0.728,-0.893,-0.8848,0.0537000000000001,0.0487,0.1604,-0.8474,0.8332,0.0566,-0.6908,0.4294,0.1066,-0.9364,0.7404,0.0568,-0.891,-0.8896,0.1054,0.2129,0.2588,0.0557000000000001,0.1622,0.3043,-0.754,-0.617,-0.7444,-0.8966,0.0569999999999999,-0.9302,-0.9268,-0.8914,-0.8926,-0.8534,0.0544,0.0516000000000001,0.9952,0.4566,-0.8924,-0.8928,0.0546,0.0521,-0.894,-0.8896,-0.8928,-0.8592,-0.7728,0.0548999999999999,0.0552999999999999,0.0562,-0.7328,-0.7596,-0.8016,0.0533999999999999,-0.8004,0.0525,0.0542,-0.301,-0.777,0.1626,-0.649,-0.7344,-0.53,0.0529999999999999,-0.6572,0.8788,-0.9314,-0.8894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,0.1075,0.105,-1,-0.3426,-1,0.1105,-0.4854,0.9134,-1,-1,-0.8236,-0.8234,0.1035,0.1039,-0.8024,-1,-1,-1,-0.8336,-1,-0.7664,-0.8804,-1,0.1067,-0.8214,-0.818,0.2094,0.3761,0.4586,0.1088,0.299,0.5341,-0.2664,-0.7958,0.107,-0.8274,0.1116,-0.8886,-0.7158,-0.8214,-0.8212,-0.6626,0.1072,0.1034,-1,0.7108,-0.7716,-0.8218,0.1052,-1,-0.8274,-0.8258,-0.8366,-0.6576,-0.7472,0.1069,-0.9364,-1,-0.8634,-0.6086,0.1046,0.1096,-0.593,-1,-0.8128,0.23,-0.3528,-0.6458,0.4114,-1,-0.888,-1,0.6224,-1,-0.9486,-0.8242,-0.8318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0569999999999999,0.0527,0.0561,-0.3404,-0.0534,0.0588,-0.6008,0.7782,-0.6838,0.6662,-0.8772,-0.893,0.0563,0.0518000000000001,0.1589,-0.8322,0.8398,0.0565,-0.6944,0.4078,0.1099,-0.9236,0.6994,0.0524,-0.8876,-0.8948,0.1098,0.2147,0.2587,0.0542,0.1546,0.3081,-0.802,-0.5902,-0.822,-0.8928,0.0537000000000001,-0.9568,-0.8946,-0.8874,-0.8876,-0.877,0.0557000000000001,0.0607,0.9518,0.4636,-0.9226,-0.8874,0.0509999999999999,0.0557000000000001,-0.896,-0.8888,-0.8922,-0.8954,-0.7934,0.0547,0.0511999999999999,0.0537000000000001,-0.7088,-0.7374,-0.8582,0.0548,-0.7996,0.0535000000000001,0.054,-0.5492,-0.7568,0.1597,-0.7158,-0.8144,-0.5082,0.0558000000000001,-0.6596,0.7984,-0.965,-0.8852,-0.8924,-0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0572999999999999,0.0552999999999999,0.054,-0.2432,0.61,0.0595000000000001,-0.254,0.767,-0.3512,0.7904,-0.8928,-0.891,0.0528999999999999,0.0508,0.1573,-0.7734,0.8408,0.0555000000000001,-0.7216,0.4942,0.1077,-0.9468,0.7758,0.0543,-0.8942,-0.9006,0.1102,0.2154,0.2653,0.0551999999999999,0.1629,0.3131,-0.3666,-0.6164,-0.4532,-0.8948,0.0589999999999999,-0.8494,-0.9834,-0.8956,-0.8916,-0.8188,0.0546,0.0559000000000001,1,0.4458,-0.747,-0.8896,0.0536000000000001,0.0556000000000001,-0.8886,-0.8876,-0.8904,-0.8186,-0.7162,0.0533999999999999,0.0547,0.0551999999999999,-0.7176,-0.7992,-0.5354,0.0532999999999999,-0.6026,0.0539000000000001,0.0523,0.1762,-0.7982,0.1579,-0.0668,-0.4,-0.5394,0.0506,-0.129,0.9524,-0.8646,-0.884,-0.8864,-0.8496,-0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.1586,0.1579,-1,-0.4068,-1,0.1586,-0.7322,0.6174,-0.4636,-1,-1,-1,0.1565,0.1548,-0.655,-0.7346,-1,-1,-0.5848,-1,-0.5984,-0.8526,-1,0.1577,-1,-1,0.2953,0.5306,0.6168,0.1605,0.4212,0.6952,-1,-0.3584,-0.2408,-1,0.1613,-0.94,-1,-1,-0.9344,-0.8638,0.1614,0.1618,-1,0.6248,-0.7922,-0.939,0.1559,-1,-1,-1,-0.9388,-0.9638,-0.9856,0.1609,-0.7884,-1,-0.5856,-0.3714,-0.6674,0.1627,-0.8584,-1,-1,-0.2798,-0.6242,-0.3958,-0.084,-1,-0.3606,-1,-0.071,-1,-0.9482,-0.9416,-1,-0.9466,-0.9318,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.0550999999999999,0.0533999999999999,0.0546,-0.3292,-0.5494,0.0561,-0.584,0.7734,-0.6696,0.5502,-0.8878,-0.8914,0.0572999999999999,0.0532999999999999,0.1591,-0.8154,0.8156,0.0564,-0.657,0.3048,0.1068,-0.8756,0.5746,0.0556000000000001,-0.8918,-0.8856,0.1088,0.2086,0.2613,0.0492999999999999,0.1556,0.3094,-0.8518,-0.5972,-0.8926,-0.8948,0.0507,-0.9948,-0.8518,-0.8948,-0.8802,-0.9328,0.0563,0.0550999999999999,0.812,0.437,-0.9548,-0.8912,0.0516000000000001,0.0602,-0.885,-0.8926,-0.8914,-0.879,-0.8552,0.0531999999999999,0.0507,0.0523,-0.6926,-0.713,-0.9078,0.0541,-0.7728,0.0528,0.0535000000000001,-0.7324,-0.7324,0.1673,-0.7554,-0.878,-0.5012,0.0544,-0.6546,0.696,-0.983,-0.8894,-0.8942,-0.8002,-0.8928,-0.894,-0.9428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.1607,0.1616,-1,-1,0.9882,-0.94,-1,0.9999,-1,0.882,0.1657,0.1573,0.1598,0.1626,-0.6548,-0.7728,0.927,-1,-0.9996,0.6128,-1,-0.9334,0.9764,0.1639,0.1581,0.1561,0.3035,0.5281,0.6159,0.1513,0.4173,0.6879,0.4888,-1,0.8105,0.1634,0.1637,-0.5504,0.297,0.1585,0.158,0.3025,0.1577,0.1552,-1,0.8418,-1,0.1612,0.1565,-0.763,0.1717,0.1628,0.1597,0.2972,-0.268,0.1574,-0.7616,-0.7104,-0.82,-0.9774,-0.6382,-1,-1,-1,-0.7134,-0.15,-0.4504,-0.9996,-0.155,0.4472,-0.9858,-1,-0.000199999999999978,-1,-0.5864,0.1667,0.165,-0.6876,0.1588,0.1533,-0.4386,0.1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,-1,0.5504,-1,0.0995999999999999,0.9982,-1,0.683,0.9064,0.5734,0.8904,-1,-1,0.5367,0.5457,0.318,0.5698,0.941,-1,-0.3718,0.5172,-1,-0.144,0.8948,0.5373,-1,-1,0.0142,0.7524,0.9398,0.0566,0.597,0.7252,0.0165999999999999,-0.237,0.0589999999999999,-1,0.5433,-0.5964,-1,-1,-1,-1,0.5535,0.5452,1,0.964,-0.5636,-1,0.543,0.0466,-1,-1,-1,-1,-0.5556,0.5443,0.0513999999999999,-1,0.5518,-0.079,-0.9802,-1,-0.918,-1,-1,-0.1962,-0.2512,-0.0600000000000001,-0.2722,-0.3652,-0.5872,-1,-0.1562,0.9682,-0.5514,-1,-1,-0.2094,-1,-1,-0.7088,-1,-0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0495000000000001,0.0528,0.0543,-0.6744,0.9197,-0.8928,-0.51,0.8888,-0.6678,0.8897,0.0564,0.0549999999999999,0.0566,0.0531999999999999,0.1566,-0.593,0.9243,0.0536000000000001,-0.9746,0.7421,-0.8822,-0.727,0.8917,0.0598000000000001,0.0569999999999999,0.0557000000000001,0.1092,0.213,0.267,0.0555000000000001,0.1572,0.3143,0.6247,-0.8834,0.4099,0.0530999999999999,0.0564,0.1064,0.1058,0.0508,0.0529999999999999,0.11,0.0586,0.0489999999999999,0.999,0.4509,-0.8898,0.0559000000000001,0.0537000000000001,0.0528999999999999,0.0532999999999999,0.0543,0.0542,0.1103,0.1627,0.0535000000000001,0.0533999999999999,0.0528999999999999,0.1606,-0.9384,-0.7704,-0.8864,-0.8058,0.0539000000000001,0.056,-0.227,-0.8816,-0.9412,-0.6322,0.4511,-0.8912,0.0531999999999999,-0.6232,0.898,0.1104,0.0546,0.05,0.1058,0.0549999999999999,0.0530999999999999,0.1586,0.0566,-0.9764,-0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,-1,0.8565,-1,0.843,0.9878,0.709,-0.5714,0.9328,0.595,0.9912,-1,-1,0.8551,0.8546,0.6116,0.7754,0.9998,-1,0.5994,0.9086,-1,-1,0.9984,0.851,-1,-1,-1,-1,-0.0592,-1,0.7024,0.6266,0.9762,0.8412,0.9948,-1,0.8521,-1,-1,-1,-1,0.64,0.8514,0.8557,1,0.7032,0.722,-1,0.8537,0.6954,-1,-1,-1,-1,0.8454,0.8512,0.7104,-1,0.3786,-1,0.9516,-1,0.9284,-1,-1,0.6002,-0.2982,0.566,0.603,0.8622,0.9602,-1,0.9484,1,-1,0.322,-1,0.496,-1,-1,0.216,-1,0.524,0.969,0.7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,-1,-1,-1,1,1,-1,1,0.9852,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.1022,0.107,-0.8044,-1,-1,0.1123,-0.0386,0.8448,-1,-1,0.1101,0.1019,0.1077,0.1097,-0.7976,-0.5926,-1,-1,-0.5798,-1,-0.7198,-0.6858,-1,0.0973999999999999,0.1102,0.1147,-0.8402,-0.4838,-0.3466,-0.8612,-0.6966,-0.2858,-1,-0.4844,-0.0434,0.1073,0.1007,-0.7094,0.2108,0.1046,0.1031,0.2094,0.1061,0.1081,-1,0.0588,-0.4372,0.108,0.1049,-1,0.1095,0.1117,0.107,0.2028,-0.521,0.1135,-0.9164,-0.8222,-0.6386,0.3042,0.6673,0.1057,-0.1632,-1,-0.8122,0.1084,-0.5282,-0.6326,0.3056,-1,-0.5794,-1,0.4816,-1,-0.7934,0.1089,0.1135,-0.9086,0.1042,0.1078,-0.7788,0.1037,-0.671,-0.3328,0.0998000000000001,0.4622,-1,NA,NA,NA,NA,NA,NA,NA,NA
89,0.0550999999999999,0.0538000000000001,-0.8888,-0.211,0.5746,0.0556000000000001,-0.1894,0.885,-0.3986,0.7764,0.0490999999999999,0.0589999999999999,0.0543,0.0532999999999999,-0.9148,-0.812,0.8482,-0.8966,-0.8138,0.484,-0.847,-0.882,0.782,0.0533999999999999,0.0537000000000001,0.0566,0.1103,0.2193,0.2663,0.0528,0.1552,0.3116,-0.4,-0.692,0.4066,0.0535000000000001,0.0553999999999999,-0.8222,0.1033,0.0532999999999999,0.0508999999999999,0.1083,0.0532999999999999,0.0537000000000001,1,0.4528,-0.6866,0.0542,0.0547,-0.8846,0.0570999999999999,0.0539000000000001,0.0552999999999999,0.1067,-0.6952,0.0559000000000001,-0.8946,-0.8916,-0.7996,0.1599,0.4122,0.0522,-0.459,-0.8898,-0.8888,0.3166,-0.4604,-0.7822,0.3316,-0.4512,-0.7834,-0.9004,0.6603,0.9488,-0.8344,0.0511999999999999,0.0497000000000001,-0.9854,0.0538000000000001,0.0552999999999999,-0.8662,0.0532999999999999,-0.832,-0.0516,0.0535000000000001,0.6162,1,-0.9528,NA,NA,NA,NA,NA,NA,NA
90,-1,0.8831,-1,-1,0.9998,-1,-1,0.999,-0.4582,0.9892,-1,-1,0.8867,-1,-1,0.2658,0.9982,-1,-1,0.986,-1,-1,1,0.5618,-1,-1,-1,-1,0.5038,-1,0.5088,0.8658,0.989,-1,0.9488,-1,-1,-1,-1,-1,-1,0.7646,0.5414,-1,1,0.9804,0.5764,-1,0.5388,-1,-1,-1,-1,-1,0.9272,-1,-1,-1,-1,-1,0.8102,-1,-0.4004,-1,-1,0.0418000000000001,-1,-1,-0.313,0.734,-1,-1,-0.3394,1,-1,0.611,-1,-1,-1,-1,-1,-1,-1,0.6126,-1,0.6368,1,-1,-1,NA,NA,NA,NA,NA,NA
91,0.0509999999999999,0.0563,0.0556000000000001,-0.0244,0.7064,0.056,-0.2028,0.7754,-0.2322,0.7812,-0.8868,-0.895,0.0528999999999999,0.0545,0.1614,-0.7014,0.8376,0.0558000000000001,-0.7408,0.4932,0.1078,-0.896,0.7806,0.0576000000000001,-0.8944,-0.8898,0.1057,0.21,0.2619,0.0548999999999999,0.1598,0.3194,-0.072,-0.609,-0.3242,-0.8884,0.0528,-0.8404,-0.9364,-0.9028,-0.8862,-0.8,0.0530999999999999,0.0549999999999999,1,0.4462,-0.6182,-0.89,0.0530999999999999,0.0522,-0.8914,-0.8864,-0.8934,-0.8056,-0.7032,0.0548999999999999,0.0538000000000001,0.0553999999999999,-0.7328,-0.8202,-0.385,0.0567,-0.4268,0.0564,0.0524,0.2648,-0.7862,0.1616,0.2282,-0.2582,-0.5286,0.0522,0.0933999999999999,0.953,-0.8278,-0.8894,-0.8868,-0.8416,-0.8874,-0.891,-0.832,-0.8916,0.1659,-0.0746,0.0522,0.6522,1,0.1091,0.0545,0.7754,NA,NA,NA,NA,NA
92,0.0531999999999999,0.0548,0.0528,-0.00239999999999996,0.734,0.0544,-0.1696,0.767,-0.2016,0.7788,-0.8902,-0.8934,0.0521,0.0565,0.1562,-0.652,0.851,0.0512999999999999,-0.7474,0.4934,0.1068,-0.8722,0.7692,0.0580000000000001,-0.8832,-0.8864,0.1044,0.2147,0.2651,0.0524,0.1574,0.3011,-0.00319999999999998,-0.6042,-0.2988,-0.8956,0.0555000000000001,-0.8222,-0.923,-0.8898,-0.8936,-0.7978,0.0552999999999999,0.0546,1,0.4475,-0.597,-0.8912,0.0536000000000001,0.0563,-0.8946,-0.8896,-0.8918,-0.7928,-0.7084,0.0550999999999999,0.0522,0.0565,-0.7378,-0.8192,-0.3452,0.0565,-0.376,0.0525,0.0564,0.2822,-0.7188,0.1609,0.2858,-0.2258,-0.5296,0.0541,0.1408,0.9516,-0.8208,-0.8952,-0.8872,-0.849,-0.8884,-0.8928,-0.837,-0.89,0.1621,-0.024,0.0497000000000001,0.6664,1,0.1125,0.0523,0.7792,-0.8932,NA,NA,NA,NA
93,0.1073,0.1062,0.1128,-0.375,-1,0.1074,-1,-1,-0.4306,-1,-0.9576,-0.9596,0.114,0.103,0.2982,-0.7598,-1,0.1078,-0.4144,-1,0.2036,-0.8362,-1,0.1082,-0.9494,-1,0.2059,0.3917,0.4623,0.1084,0.3041,0.532,-1,-0.355,-0.515,-0.9634,0.1063,-0.9142,-1,-1,-0.9642,-0.9154,0.1086,0.108,-1,0.262,-0.6952,-0.9608,0.1163,0.1053,-0.952,-1,-0.9638,-1,-1,0.1093,0.107,0.1084,-0.4858,-0.5858,-1,0.1082,-1,0.105,0.1085,-1,-0.631,0.2958,-1,-1,-0.1724,0.1026,-1,-1,-0.9318,-0.961,-0.9632,-0.6906,-0.9664,-1,-1,-0.9678,0.2996,-1,0.1058,-1,-1,0.2023,0.1113,-1,-1,-0.8436,NA,NA,NA
94,0.0542,0.054,0.0544,-0.3144,-0.6518,0.0543,-0.5672,0.7788,-0.6398,0.4754,-0.8878,-0.8866,0.056,0.0575000000000001,0.1593,-0.795,0.7512,0.0539000000000001,-0.6348,0.2226,0.1039,-0.836,0.5304,0.0517000000000001,-0.8856,-0.8924,0.1057,0.2121,0.2652,0.0558000000000001,0.1597,0.3111,-0.8994,-0.6018,-0.923,-0.898,0.0536000000000001,-0.9708,-0.8348,-0.887,-0.8956,-0.9702,0.0570999999999999,0.0566,0.7978,0.4479,-0.9508,-0.8846,0.0510999999999999,0.056,-0.8908,-0.8904,-0.8788,-0.8626,-0.9212,0.0512999999999999,0.0569,0.0572999999999999,-0.6936,-0.7074,-0.9418,0.0512999999999999,-0.7614,0.0522,0.0522,-0.7756,-0.6646,0.1671,-0.7522,-0.8898,-0.5118,0.0528,-0.6368,0.5692,-0.9556,-0.894,-0.8984,-0.7798,-0.8882,-0.892,-0.9194,-0.8966,0.1645,-0.8646,0.0586,-0.4948,0.9904,0.1048,0.0538000000000001,0.3726,-0.8894,-0.898,-0.8596,NA,NA
95,0.0569999999999999,-0.8922,0.0521,0.5808,0.7718,0.054,0.4641,0.7788,0.4527,0.8876,0.0543,0.0546,-0.8842,0.0557000000000001,0.159,0.2529,0.9162,0.0549999999999999,0.2082,0.753,0.1043,0.2108,0.7714,0.0569999999999999,0.0544,0.0523,0.1046,0.216,0.2622,0.0538000000000001,0.1638,-0.4806,0.6239,0.2073,0.4082,0.0523,0.0511999999999999,0.1079,0.1059,0.0569,0.0521,0.1074,0.0506,0.0535000000000001,1,0.4576,0.3128,0.0599000000000001,0.0525,0.0539000000000001,0.0539000000000001,0.0537000000000001,0.0545,0.1129,0.1576,0.0558000000000001,0.0588,0.0546,0.1612,0.1556,0.4082,0.0508999999999999,0.4177,0.0532999999999999,0.0517000000000001,0.7118,0.4059,0.1551,0.7851,0.4498,0.2591,0.0544,0.6666,0.9526,0.1106,0.0549999999999999,0.0557000000000001,0.1099,0.0564,0.0551999999999999,0.166,0.0525,0.1589,0.534,0.0548,0.8522,1,0.1104,0.0526,0.8911,0.0522,0.0522,0.1068,0.0548999999999999,NA
