,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
32,0.3036,-0.4062,0.3111,0.0753999999999999,-1,0.3082,0.6894,-1,0.6498,-0.0856,0.3091,0.3094,-0.4162,0.3081,0.6878,0.8677,0.1896,0.3162,0.7964,0.3108,0.5403,0.7966,-1,0.3123,0.3098,0.3115,-0.465,-0.8514,-0.8472,-0.6192,-0.8666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,-1,0.6256,-1,0.9758,0.907,0.621,0.9528,-0.3952,0.9276,-1,-1,-1,0.6323,0.6188,-0.0168,0.53,-1,-1,0.4898,-0.386,0.4082,-0.0868,-0.7572,0.6183,-1,-1,-1,0.4158,0.442,-1,-0.3112,0.3738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.2051,0.2131,-1,-1,0.9994,-0.9636,-0.4828,0.9998,-0.9536,0.923,-0.5882,-0.5974,0.2135,0.2024,-0.4906,-0.8338,0.9682,-1,-0.9994,0.7372,-1,-0.9552,0.9976,0.2157,-0.5876,-0.5912,0.3839,0.6392,0.731,0.203,0.5172,0.7983,0.7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,-1,0.4099,0.4085,0.982,0.9332,0.3997,0.9584,-1,0.8646,-0.3742,-1,-1,0.4056,-1,-0.3858,0.4522,-1,0.4077,0.6416,0.494,0.653,0.1124,-1,-0.8664,-1,-1,-0.2734,0.7098,0.4148,-0.2272,-0.4038,0.2146,-0.5686,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.0583,0.0513999999999999,0.0543,-0.3654,0.2846,0.0592999999999999,-0.5532,0.7754,-0.6988,0.7386,-0.8898,-0.8926,0.0541,0.0550999999999999,0.1594,-0.8492,0.841,0.0535000000000001,-0.6804,0.4424,0.105,-0.94,0.7492,0.0567,-0.8972,-0.8962,0.1069,0.2114,0.2674,0.0556000000000001,0.158,0.3043,-0.7446,-0.6066,-0.7462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0524,0.0512999999999999,0.0545,0.583,0.6268,0.0548,0.4556,0.7712,0.4473,0.6884,0.0568,0.0563,0.0548,-0.8894,-0.8122,0.2659,0.8412,0.0553999999999999,0.2105,0.7429,0.108,0.2162,0.7132,-0.8936,0.0557000000000001,0.0563,0.1039,0.2141,-0.5412,0.0575000000000001,-0.784,0.3124,0.632,0.2159,-0.8098,0.0525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.1089,0.1099,-1,0.159,-1,0.1103,-0.3158,0.5928,-0.3,-1,-1,-1,0.1101,0.1059,-0.7492,-0.7012,-1,-1,-0.6552,-1,-0.7258,-0.8906,-1,0.1086,-1,-1,0.2088,0.3873,0.4603,0.109,0.2938,0.5363,-1,-0.416,-0.6926,-1,0.1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.1004,0.1137,0.1056,-1,-1,0.1125,-1,-1,-0.3828,-1,-0.9528,-0.951,0.1066,0.1055,0.3028,-0.7192,-1,0.107,-0.438,-1,0.2146,-0.8406,-1,0.1048,-0.9504,-0.9474,0.2034,0.3894,0.4572,0.1085,0.2928,0.5376,-1,-0.3772,-0.4468,-0.9534,0.1067,-0.9096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0567,0.0556000000000001,0.0557000000000001,0.0478000000000001,0.7902,0.0548,-0.1552,0.7784,-0.1766,0.7854,-0.8928,-0.8744,0.0526,0.0548,0.1627,-0.592,0.8398,0.0565,-0.757,0.486,0.1111,-0.8372,0.7694,0.0537000000000001,-0.8924,-0.8916,0.1076,0.2144,0.27,0.0537000000000001,0.1658,0.3051,0.0382,-0.6188,-0.2682,-0.8962,0.0563,-0.821,-0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.0538000000000001,0.0552999999999999,0.0547,-0.3656,0.0112000000000001,0.0570999999999999,-0.593,0.7688,-0.6828,0.6782,-0.8826,-0.8958,0.0558000000000001,0.0543,0.1606,-0.852,0.8396,0.0563,-0.6972,0.3878,0.1051,-0.9242,0.7072,0.0525,-0.8884,-0.8918,0.1093,0.211,0.2643,0.0507,0.1578,0.306,-0.7836,-0.6178,-0.8116,-0.888,0.056,-0.9558,-0.8864,-0.8964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.1024,0.1042,0.1064,0.4894,-1,0.1051,0.1316,-1,0.0633999999999999,-1,-1,-1,0.1092,0.1075,0.2998,-0.4428,-1,0.1053,-0.348,-1,0.2052,-0.743,-1,0.1023,-1,-1,0.2131,0.3904,0.4543,0.1116,0.2999,0.5289,-1,-0.253,-1,-1,0.1075,-0.9618,-0.8972,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.0537000000000001,0.0512999999999999,0.0517000000000001,0.5849,0.6802,0.0548,0.4507,0.5464,0.4511,0.0296000000000001,0.0517000000000001,0.0526,0.0549999999999999,-0.8928,-0.6946,0.2637,-0.2248,0.0524,0.2098,0.7505,0.1061,0.2108,-0.6712,-0.887,0.0504,0.0586,0.1027,0.2077,-0.5006,0.0532999999999999,-0.6984,0.3105,0.6177,0.2128,-0.9534,0.0545,-0.8892,0.1025,0.103,0.0521,0.0569,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0562,0.0542,0.0544,0.5856,0.6524,0.0549999999999999,0.4451,0.7756,0.4548,0.7758,0.0518000000000001,0.0557000000000001,0.0559000000000001,-0.8872,-0.9032,0.2651,0.8386,0.0547,0.2111,0.7462,0.1086,0.2102,0.779,-0.8968,0.0531999999999999,0.0573999999999999,0.1097,0.2053,-0.4862,0.0548999999999999,-0.8132,0.3159,0.6248,0.2043,-0.3696,0.0509999999999999,-0.8884,0.1047,0.1104,0.0550999999999999,0.0567,0.1101,-0.8892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,-1,-1,-1,-1,1,-1,-1,0.9998,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.4529,0.4538,0.4549,0.8406,0.6436,0.4549,0.9906,0.2188,0.9924,0.7994,0.4551,0.4465,0.4505,0.4486,0.8499,0.9696,0.9756,0.4552,0.9245,0.9312,0.712,0.9255,0.7434,0.4606,0.4548,0.4493,-1,-0.9494,-0.7546,-1,-0.654,-0.7532,0.286,0.9243,0.8766,0.4522,0.4499,0.7066,0.2098,0.4534,0.456,0.705,0.4417,0.4478,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.3129,0.3069,-1,0.0132000000000001,0.9762,-0.795,-0.4248,0.9106,-0.4574,0.7808,-1,-1,0.3092,0.3153,-0.237,-0.5688,0.8648,-1,-0.9968,0.3028,-1,-1,0.8626,0.3124,-1,-1,0.5306,0.7978,0.8701,0.318,0.6908,0.9221,-0.1726,-0.6772,-0.4516,-1,0.313,-0.94,-0.6398,-1,-1,-0.836,0.307,0.3093,-1,0.9852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.0532999999999999,0.0552999999999999,0.0529999999999999,-0.3544,0.1898,0.0586,-0.5912,0.7766,-0.6684,0.7176,-0.8866,-0.8874,0.0570999999999999,0.0502,0.162,-0.847,0.8448,0.0527,-0.6912,0.4394,0.1052,-0.9208,0.7358,0.0517000000000001,-0.897,-0.8822,0.1124,0.2126,0.2666,0.0553999999999999,0.1599,0.3092,-0.7674,-0.6158,-0.776,-0.8886,0.0532999999999999,-0.944,-0.9072,-0.8886,-0.8916,-0.8626,0.0583,0.0529999999999999,0.987,0.4557,-0.9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.0511999999999999,0.0542,0.0530999999999999,0.582,0.6712,0.0521,0.4526,0.7116,0.4528,-0.00680000000000003,0.0532999999999999,0.0523,0.0591999999999999,-0.889,-0.686,0.257,0.4242,0.0508,0.2167,0.7438,0.1057,0.2071,-0.4592,-0.8846,0.0549999999999999,0.056,0.1101,0.208,-0.5134,0.0589,-0.6966,0.3095,0.6238,0.2125,-0.9774,0.0552999999999999,-0.8852,0.1046,0.1064,0.0546,0.0572999999999999,0.1116,-0.8924,-0.8888,-0.1922,0.445,0.3079,0.0541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.0511999999999999,0.0528,-0.895,-0.1294,0.6618,0.0512999999999999,-0.2034,0.8891,-0.2682,0.7748,0.0515000000000001,0.0561,0.0582,0.0557000000000001,-0.9406,-0.7332,0.8276,-0.888,-0.8318,0.4888,-0.85,-0.8998,0.7678,0.0542,0.0516000000000001,0.054,0.1115,0.21,0.2599,0.0510999999999999,0.1585,0.3102,-0.186,-0.6818,0.4011,0.0581,0.0548999999999999,-0.8232,0.1051,0.0564,0.0521,0.1088,0.0561,0.0576000000000001,1,0.4468,-0.6968,0.0578000000000001,0.0495000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0538000000000001,0.0545,0.056,-0.379,0.5578,0.0537000000000001,-0.314,0.7714,-0.4768,0.775,-0.8936,-0.8962,0.0583,0.0519000000000001,0.1584,-0.8318,0.8332,0.054,-0.7102,0.4698,0.1105,-0.9496,0.7764,0.0519000000000001,-0.8882,-0.891,0.1079,0.2117,0.2633,0.0548,0.16,0.3071,-0.552,-0.626,-0.5798,-0.893,0.0528,-0.881,-0.9662,-0.8948,-0.8822,-0.8272,0.0546,0.0531999999999999,1,0.4502,-0.8074,-0.888,0.0587,0.0580000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0565,0.0561,0.0583,-0.3268,0.5766,0.0546,-0.2626,0.7804,-0.402,0.7718,-0.8838,-0.8942,0.0546,0.0592999999999999,0.157,-0.8054,0.8328,0.0531999999999999,-0.7274,0.492,0.1126,-0.9486,0.7604,0.0573999999999999,-0.89,-0.893,0.1084,0.2095,0.2639,0.0579000000000001,0.1582,0.3196,-0.455,-0.6292,-0.504,-0.8864,0.0545,-0.8692,-0.973,-0.8948,-0.886,-0.8214,0.0544,0.0523,1,0.4529,-0.778,-0.8944,0.0607,0.0561,-0.8938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0525,0.0536000000000001,0.0561,-0.3732,-0.196,0.0528999999999999,-0.5832,0.7748,-0.67,0.62,-0.8884,-0.8876,0.0535000000000001,0.0559000000000001,0.1578,-0.8252,0.8386,0.0563,-0.669,0.3548,0.1102,-0.906,0.6698,0.0541,-0.8924,-0.8892,0.1087,0.2104,0.2581,0.0522,0.1609,0.3064,-0.8014,-0.5976,-0.8496,-0.8878,0.0527,-0.9714,-0.8712,-0.8842,-0.8914,-0.8854,0.0547,0.0538000000000001,0.936,0.4501,-0.9294,-0.8872,0.0533999999999999,0.0569999999999999,-0.8934,-0.8832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.1108,0.1091,0.1114,0.0784,0.6704,0.1071,-0.0336,-1,0.0596000000000001,-1,-1,-1,0.1068,0.1077,0.296,-0.4574,-1,0.1064,-0.3502,-1,0.2045,-0.7276,-1,0.1043,-1,-1,0.2103,0.3903,0.4539,0.1077,0.3023,0.5318,-0.486,-0.259,-0.2766,-1,0.1091,-0.869,-1,-1,-1,-0.7576,0.107,0.1058,-1,0.4186,-0.655,-0.822,0.1117,0.107,-1,-1,-0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.1645,0.1584,-1,0.3684,-1,0.1566,0.2474,0.3656,0.2896,-1,-1,-1,0.1576,0.1542,-0.502,-0.3674,-1,-0.6816,-0.366,-1,-0.596,-0.779,-1,0.1555,-1,-1,0.3009,0.5209,0.6072,0.1623,0.4191,0.6891,-0.7062,-0.0746,-0.648,-1,0.1603,-0.9634,-1,-1,-1,-0.964,0.1615,0.1562,1,0.6942,-0.6902,-1,0.1683,-0.6824,-1,-1,-1,-0.7938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0531999999999999,0.0510999999999999,0.0550999999999999,0.5922,0.779,0.0549999999999999,0.4569,0.7772,0.4585,0.7736,0.0525,0.0566,0.0537000000000001,-0.886,-0.9214,0.257,0.8456,0.0528999999999999,0.2128,0.7506,0.1106,0.2232,0.776,-0.894,0.0531999999999999,0.0518000000000001,0.1098,0.2097,-0.4778,0.0564,-0.8568,0.3056,0.6184,0.2141,-0.2832,0.0545,-0.8964,0.1048,0.1073,0.0497000000000001,0.0576000000000001,0.1047,-0.8874,-0.8904,1,0.443,0.3076,0.056,-0.8854,0.0549999999999999,0.0530999999999999,0.0561,0.0564,0.1083,0.1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.0536000000000001,0.0528,-0.8982,-0.196,0.6288,0.0553999999999999,-0.1936,0.888,-0.3326,0.761,0.0541,0.0548999999999999,0.0559000000000001,0.0564,-0.9376,-0.767,0.839,-0.8954,-0.8262,0.4928,-0.8508,-0.8836,0.7732,0.0530999999999999,0.0504,0.0523,0.1071,0.2167,0.2584,0.0548,0.1655,0.3014,-0.2866,-0.6738,0.4013,0.0528999999999999,0.0548,-0.8126,0.1076,0.0578000000000001,0.0531999999999999,0.1041,0.0521,0.0567,1,0.4522,-0.6984,0.0521,0.0605,-0.8952,0.0528,0.0562,0.0508,0.1094,-0.683,0.0549999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0569999999999999,0.0543,-0.8918,0.0528,0.8262,0.0543,-0.1324,0.8892,-0.1636,0.783,0.0508999999999999,0.0542,0.0538000000000001,0.0552999999999999,-0.9032,-0.5694,0.8402,-0.892,-0.7642,0.498,-0.8912,-0.8094,0.773,0.0550999999999999,0.0548,0.0550999999999999,0.1072,0.2152,0.2607,0.0593999999999999,0.1608,0.3051,0.1022,-0.6306,0.4071,0.0517000000000001,0.0556000000000001,-0.8114,0.1036,0.0576000000000001,0.0567,0.1037,0.0528,0.0528,1,0.453,-0.4996,0.0551999999999999,0.0532999999999999,-0.8932,0.0557000000000001,0.0523,0.0504,0.1031,-0.6866,0.0517000000000001,-0.8914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.1644,0.1625,-1,-1,0.9818,0.1636,-0.834,0.9958,-1,0.4014,-0.6942,-0.683,0.1591,0.1594,-0.6532,-1,0.712,-1,-0.8316,-0.0296,-0.598,-0.9302,0.9686,0.1589,-0.6976,-0.6994,0.3051,0.5141,0.6181,0.1581,0.4276,0.6884,0.4166,-0.9916,0.5634,-0.6968,0.1569,-0.6426,-0.5106,-0.69,-0.6978,-0.4332,0.1597,0.1665,-1,0.85,-0.6092,-0.6962,0.1698,-0.7258,-0.6994,-0.6886,-0.6972,-0.4264,-0.3768,0.1621,-0.7422,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.1688,0.1529,0.1617,-1,0.9902,-0.9142,-1,0.9822,-1,0.8432,-0.7618,-0.7636,0.1614,0.157,0.4221,-0.8858,0.8918,0.1613,-1,0.5312,-0.8514,-0.929,0.9802,0.164,-0.769,-0.7606,0.3019,0.5203,0.6198,0.1583,0.4201,0.6861,0.3276,-1,0.3492,-0.7712,0.16,-0.5806,-0.6202,-0.7608,-0.7498,-0.5596,0.1604,0.1649,-1,0.8525,-1,-0.7704,0.166,0.1579,-0.7664,-0.759,-0.7628,-0.5428,-0.3424,0.1652,0.1602,0.1605,-0.8248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.4003,0.4057,0.404,0.2684,0.9846,-1,0.3322,0.822,0.1558,0.7686,-1,-1,0.4133,0.4079,0.8059,0.0871999999999999,0.8578,0.4078,-0.7886,0.23,-0.392,-0.5918,0.8166,0.4112,-1,-1,0.6491,0.7244,0.8572,0.4076,0.8066,0.7784,-0.5008,-0.6528,-0.2578,-1,0.4084,-0.7152,-1,-1,-1,-0.869,0.4045,0.4155,1,0.9166,-0.8896,-1,0.4038,0.4042,-1,-1,-1,-0.71,-0.7318,0.4123,0.4132,0.4166,0.151,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.0535000000000001,0.0528,0.0528999999999999,0.0955999999999999,0.9221,-0.8888,-0.1058,0.8849,-0.1402,0.8905,0.0548999999999999,0.0551999999999999,0.0533999999999999,0.0588,0.1565,-0.555,0.9173,0.0528,-0.7138,0.7425,-0.8746,-0.7606,0.896,0.0513999999999999,0.0551999999999999,0.0519000000000001,0.1111,0.2172,0.261,0.0529999999999999,0.1606,0.3129,0.6285,-0.6076,0.4053,0.0516000000000001,0.0587,0.1057,0.112,0.0501,0.0546,0.1072,0.0548,0.0557000000000001,1,0.4562,-0.4504,0.0532999999999999,0.0531999999999999,0.0569,0.0569,0.0546,0.0544,0.1102,0.1589,0.0527,0.0535000000000001,0.0528,0.1569,-0.82,-0.2532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.4143,0.4086,-1,-0.5846,0.9972,-1,0.1522,0.9942,-0.2296,0.9606,-1,-0.5084,0.4087,0.4017,-0.013,-0.3832,0.9894,-1,-1,0.78,-1,-1,0.9866,0.4035,-1,-1,0.6587,0.8948,0.945,0.4043,0.8035,0.9733,0.5974,-0.8978,0.7448,-0.5162,0.4089,-0.4784,-1,-1,-0.5032,-0.407,0.3958,0.4122,-1,0.9716,-0.5772,-0.4984,0.4095,-0.2744,-1,-1,-0.506,-0.5642,-0.3648,0.4001,-0.2662,-1,-0.5472,-1,-0.7316,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.0547,0.0551999999999999,-0.8886,0.0136000000000001,0.7528,0.0528999999999999,-0.154,0.8902,-0.2172,0.769,0.0541,0.0529999999999999,0.0547,0.0552999999999999,-0.9502,-0.6518,0.8412,-0.8834,-0.8212,0.4878,-0.8706,-0.864,0.7616,0.0567,0.0555000000000001,0.0561,0.1108,0.216,0.2605,0.0532999999999999,0.158,0.3091,-0.0112,-0.6784,0.4086,0.0516000000000001,0.0561,-0.813,0.1065,0.0557000000000001,0.0548999999999999,0.1058,0.0555000000000001,0.0512999999999999,1,0.4544,-0.5738,0.0552999999999999,0.0583,-0.8938,0.0568,0.0567,0.0538000000000001,0.1063,-0.688,0.0464,-0.8962,-0.89,-0.8062,0.1518,0.407,0.0543,-0.3812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0586,0.0511999999999999,-0.891,0.0920000000000001,0.8254,0.0547,-0.1156,0.8872,-0.139,0.7826,0.0504,0.0507,0.0506,0.0562,-0.879,-0.5502,0.8338,-0.8962,-0.7354,0.4976,-0.8962,-0.7794,0.7844,0.0528,0.0541,0.0544,0.1075,0.2121,0.2634,0.0510999999999999,0.1537,0.3135,0.1628,-0.6108,0.4074,0.0547,0.0544,-0.8046,0.1072,0.0531999999999999,0.0570999999999999,0.1035,0.0512999999999999,0.0551999999999999,1,0.4467,-0.4596,0.0556000000000001,0.0526,-0.8954,0.0582,0.0598000000000001,0.0517000000000001,0.1071,-0.6746,0.0575000000000001,-0.89,-0.901,-0.7516,0.156,0.4113,0.0531999999999999,-0.2724,-0.8902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
