,711_P-1-S,711_P-2-D,711_P-3-S,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-3-M,712_E-3-S,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_P-1-X1,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S2_10-14,715_S2_20-24,715_S3_20-24,715_S3_30-34,716_E3_1-5,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S3_10-14,717_P1_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5
712_P-1-M,0.567006506286886,-1.19875096786153,0.567006506286886,0.702622392879254,0.393160853638292,2.06042571348694,1.73469495112069,1.83744165669973,1.55280826417293,1.04497865827785,0.567006506286886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-1-D,-0.55862001099104,-0.136129888597658,-0.55862001099104,1.20515962003656,0.40128739319339,1.82555667198662,1.51822735135247,1.55450948536265,1.38396781878041,0.7621595700874,-0.55862001099104,-0.348640395362805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-2-S,NA,-1.65031380568231,NA,0.035682170660625,-0.585522595782714,1.16504207323596,1.01514597795368,1.3298406549747,1.19890466208808,0.700257909344454,NA,0.567006506286886,-0.55862001099104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-2-D,-0.266088243515931,0.0890418466800689,-0.266088243515931,-1.13762075156801,0.306934763773765,1.65533074941689,1.24871641836635,1.52192808565623,1.46105799341363,0.901294001969091,-0.266088243515931,0.327685857781567,1.19319471870285,-0.266088243515931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-S,-0.514506706641535,-1.02983667736616,-0.514506706641535,0.404655216018977,0.442953802946755,-1.28912453905437,0.0277427200646138,-0.623883760415187,-1.15413122828291,2.06448746035488,-0.514506706641535,0.441612208327754,0.174846241902977,-0.514506706641535,0.0360881304950433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-M,0.60654030714564,0.279587371867394,0.60654030714564,1.36010763458303,0.846567675514852,-1.40841348026073,-0.078121758732829,-0.840321438677648,-1.61808706204675,2.42463516675027,0.60654030714564,1.48218188821109,1.44978796694817,0.60654030714564,1.08121369053909,-0.682330459437977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-D,1.19137298985556,0.555560387213884,1.19137298985556,2.19705760276964,-0.642735209937162,-0.113548517061787,-0.859867092312017,-1.43910452336535,-2.57332068068149,1.95049597346992,1.19137298985556,1.6179377040218,1.4935661906749,1.19137298985556,1.57281755631857,-0.885766188995431,-0.149967429287967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-X,1.14452044144508,1.02368848472874,1.14452044144508,2.01960378431931,1.1569358842305,0.148551777767526,-0.284108069086373,0.86440531462879,-1.43886831354944,1.75219941073526,1.14452044144508,1.59387270138586,1.72472104792253,1.14452044144508,1.58703381379642,0.658671847846776,-0.209138974613958,0.731154487925698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-D,1.14500067284303,-0.383810626959366,1.14500067284303,1.20101120284258,-0.68883051241719,-1.54182203061856,-1.18467313090883,-1.78199754650233,-2.83506359724792,2.10020821179864,1.14500067284303,1.79354009979983,1.19022115061604,1.14500067284303,0.801809628667644,-0.51192232978519,0.828393101700325,0.697698951653945,-0.691155200692306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-X,1.19009793645682,1.07788421222883,1.19009793645682,2.10713696384497,1.47606971170054,-1.18612921640825,-0.545959439148281,-1.47795261342758,0.170288364979565,1.74664867366256,1.19009793645682,1.52309563663966,1.59136415199545,1.19009793645682,1.74696003288985,1.15818611511109,1.23949407519976,-0.0537660218126147,-2.28699434999345,-0.271172125965713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-S,-0.0613451623819919,-0.479145420588909,-0.0613451623819919,0.842809026593376,2.07383333636501,-1.40088581927688,0.272263548337205,-0.143650726269126,-0.913674286597509,1.6059740757293,-0.0613451623819919,1.02951820895408,0.840295720550347,-0.0613451623819919,0.292005523001047,-0.287696780931431,0.0320027823153144,0.315941010723673,0.932244952286265,-0.508692309164918,1.68832778073715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-D,1.0546848577995,0.925194197142161,1.0546848577995,2.24409099625352,1.51274701014174,-0.667782057426144,0.511479279805031,-0.292450750423957,1.03629322421498,1.65704758701324,1.0546848577995,1.47449261364484,1.59720574196602,1.0546848577995,1.81926167330268,1.50143122184554,1.26754716407941,0.32117760767607,-1.22298349700445,0.397451347932011,-2.45283808842129,1.74450155109982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-X,1.04670214465335,0.916859461064645,1.04670214465335,2.24369242620444,1.51274701014174,-0.667782057426144,0.511479279805031,-0.292450750423957,1.03629322421498,1.65047119606804,1.04670214465335,1.46802395614084,1.59272935859598,1.04670214465335,1.81637820152686,1.50143122184554,1.26754716407941,0.32117760767607,-1.22298349700445,0.397451347932011,-2.45283808842129,1.74450155109982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-1-X1,-0.524549980687939,0.131846989040005,-0.524549980687939,0.740813374071503,-0.0723253423767542,1.51413819627183,1.48763183403551,1.52826900894716,1.39649316550321,0.556010505565662,-0.524549980687939,0.0116331319270105,0.829106704572684,-0.524549980687939,0.698524954518001,-0.282545967476875,1.09201237301424,1.24793713990816,1.64974016792799,0.24847662096378,1.55173006947328,0.329722985848174,1.52264099789865,1.51703880273777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-X1,-0.969609265489131,0.193249393005537,-0.969609265489131,0.619214325754375,-0.562407355658632,1.36330576765595,1.00942912398891,1.0783491198492,1.03414128711322,0.479215338177667,-0.969609265489131,-0.454815249705873,0.251893661325023,-0.969609265489131,0.529993053401568,-0.581171042144509,0.880814116416184,1.13453284148869,1.57663536103363,-0.027984004027798,1.4869294608332,-0.0496398419765412,1.43110791930969,1.4243906757725,0.133904862383479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-S,0.617538235798551,0.309016401464609,0.617538235798551,1.63549667998132,2.01687488392674,-0.82238132151653,-0.546982162497851,-1.19703692506031,-2.2734935520476,2.20614202130803,0.617538235798551,1.54989456208593,1.61711198946612,0.617538235798551,1.19920287694257,0.15066134473011,1.00983654664486,0.26251125229928,-0.0452983447499539,0.111311858197877,0.506900221682516,0.44863931065712,0.596711360823128,0.596711360823128,1.22919229470569,1.02563750038165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-M,1.22426931302705,1.06285439903411,1.22426931302705,1.53250158667371,-0.318487886734752,-0.273651110653576,-0.793886953650963,-1.33767268231095,-2.51182733246264,2.11075469426032,1.22426931302705,1.67573386676599,1.77076228860243,1.22426931302705,1.71974351067921,-0.64175333903354,0.132912214546862,0.515448204520042,-0.686503073911965,0.309646660775746,-1.46914474145562,0.227882110888863,-0.642802993956766,-0.642802993956766,1.57635724493513,1.54110207873042,0.0307754645454791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-D,1.19009793645682,-0.716334257688098,1.19009793645682,1.35140147977495,-1.12692653207832,-2.29405276891781,-0.825948159530636,-1.61762918795519,-0.970085754203746,1.30445085480061,1.19009793645682,1.46782428788775,0.557644497104586,1.19009793645682,0.951366213039386,-1.27698135066519,-0.43657873588705,-1.99874655175954,0.160245876465708,-1.50638667475217,1.19009793645682,-0.490566156279056,-0.368426000332948,-0.431466029380518,0.565359869409145,0.112942559707479,-1.47007173149101,-1.98662063422552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-X0,1.04460644536729,0.92643396002348,1.04460644536729,1.69659045004581,0.937052620911365,-1.02793788276428,-1.50922166704247,-1.54765358884767,-1.21743606798695,1.6628999739411,1.04460644536729,1.49405399151068,1.6376926319561,1.04460644536729,1.34255590127873,0.396249625150885,-0.537563723292002,-0.0803978586097459,-2.28447626513738,-1.25039006500759,-0.0218775693684952,0.566799537413161,0.803847354794197,0.803847354794197,1.56448779863714,1.48500084492697,-0.593174810126412,-1.62323762033206,0.596556232391375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-1-X1,1.19009793645682,1.07788421222883,1.19009793645682,2.10713696384497,1.47606971170054,-1.18612921640825,-0.545959439148281,-1.47795261342758,0.170288364979565,1.74664867366256,1.19009793645682,1.52309563663966,1.59136415199545,1.19009793645682,1.74696003288985,1.15818611511109,1.23949407519976,-0.0537660218126147,-2.28699434999345,-0.271172125965713,NA,1.68832778073715,-2.45283808842129,-2.45283808842129,1.55173006947328,1.4869294608332,0.506900221682516,-1.46914474145562,1.19009793645682,-0.0218775693684952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-S,0.878857532663757,0.75782717448104,0.878857532663757,1.68491480651309,1.66329543865168,-0.643507559614841,-1.51443494030022,-2.53280361363374,-3.36158020074602,2.49868828622043,0.878857532663757,1.45480794269646,1.66632200774072,0.878857532663757,1.45014727817777,-0.180724659467634,2.53471297657546,0.0340701490607598,-1.02217692835452,1.27759908163482,0.312274917416817,2.41969196801875,0.681057030814884,0.681057030814884,1.41107570389488,1.31026856793969,1.55724520268924,-0.332182347345236,-1.79425703733557,-1.24967778590901,0.312274917416817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-M,1.36058910495714,0.0218869382569418,1.36058910495714,2.05093451865568,0.274940874854271,-0.0506383252833507,-1.9726537080996,-1.37094406932724,-2.36719583794312,1.92649709775988,1.36058910495714,1.89302110542989,1.55367060797739,1.36058910495714,1.64615816238787,-0.168103916313779,-0.261635719216595,-0.945147959428444,0.667992903212717,-0.973465431276412,-0.985477562915877,0.374455277219075,-0.0345616882302263,-0.0345616882302263,1.52991218401519,1.06219317315278,-0.570522003215314,-0.886496558458111,-2.30772815813331,-0.623744564839627,-0.985477562915877,-2.05518492556161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-D,1.3696542517094,0.198688687991779,1.3696542517094,2.23025090333953,0.274940874854271,-0.0506383252833507,-2.03013446125767,-1.37094406932724,-2.44830031577244,1.96041320813473,1.3696542517094,1.93229108164624,1.74916624434226,1.3696542517094,1.7769199480416,-0.168103916313779,-0.261635719216595,-0.945147959428443,-0.487249555601805,-0.973465431276412,-2.14312228517615,0.374455277219075,-1.1623001454,-1.1623001454,1.71620453725746,1.27163250732735,-0.570522003215314,-0.886496558458111,-2.0703945767224,-2.03074769772946,-2.14312228517615,-2.05518492556161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,1.19009793645682,1.07788421222883,1.19009793645682,2.10713696384497,1.47606971170054,-1.18612921640825,-0.545959439148281,-1.47795261342758,0.170288364979565,1.74664867366256,1.19009793645682,1.52309563663966,1.59136415199545,1.19009793645682,1.74696003288985,1.15818611511109,1.23949407519976,-0.0537660218126147,-2.28699434999345,-0.271172125965713,NA,1.68832778073715,-2.45283808842129,-2.45283808842129,1.55173006947328,1.4869294608332,0.506900221682516,-1.46914474145562,1.19009793645682,-0.0218775693684952,NA,0.312274917416817,-0.985477562915877,-2.14312228517615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,0.410646818224201,0.0664670782858641,0.410646818224201,1.81271676159031,1.87366999105718,-1.26793283557327,0.0218211600794106,-0.329866397030676,-1.56113407369529,2.34841484505628,0.410646818224201,1.24363864462075,1.35017822190292,0.410646818224201,1.1904463229568,0.446810117588667,0.307852662507103,-0.427516860530217,1.20220785072334,-0.463351877149289,0.624753699924038,2.57090027988857,0.636703122942942,0.636703122942942,0.986728064845191,0.686163082562075,2.20942820046992,-0.299597991973938,-1.69914422423734,0.107102792943401,0.624753699924038,1.15779086540327,0.0954483641356539,0.0954483641356539,0.624753699924038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,1.09448556183228,-0.687736260881898,1.09448556183228,1.85137252739193,-0.50207557403464,0.195150696381102,-1.24600934550049,-0.991137622550677,-2.27911486062081,1.4958741520379,1.09448556183228,2.23890761075682,1.53416239438446,1.09448556183228,1.20026140788138,-0.255271601645836,0.445128802462542,-0.519960524114103,0.95756988873312,-0.313212654712465,-1.40074005644696,0.0909276311282225,-0.481481760300072,-0.481481760300072,0.699703873763017,0.0739648511369199,-0.280916256611182,-0.265438804249813,-2.95029377464305,-0.677906977961451,-1.40074005644696,-1.4852493214698,-0.639156422059303,-0.639156422059303,-1.40074005644696,-0.343451894587886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,1.32477256088043,-0.230998841255105,1.32477256088043,1.57236221272416,-1.4414121969394,-0.735732596256584,-0.387334074399937,0.987644005742069,-1.04604177127149,0.736206212936073,1.32477256088043,1.90771314097466,1.10757938978366,1.32477256088043,1.01048248534067,-1.45700049806763,-1.04602895973177,-1.27548847369627,1.01213802633558,-1.6612956190926,-0.331523519722294,-0.903353500525476,0.468096743532632,0.468096743532632,0.864311995860129,0.466703566392695,-1.55083487505919,-1.22470484815897,-1.72314360301602,-0.043049890009971,-0.331523519722294,-2.86589332050472,0.593615362436329,0.12679614190421,-0.331523519722294,-1.61977511119348,-1.39969774538815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,1.04419132457673,0.92009458514953,1.04419132457673,2.02674731805932,1.1569358842305,0.148551777767526,-0.284108069086373,0.86440531462879,-1.3733286658003,1.6730541168665,1.04419132457673,1.51757491283534,1.68108565739136,1.04419132457673,1.5626763646699,0.658671847846776,-0.209138974613958,0.731154487925698,NA,-0.691155200692306,-2.68134359211628,0.932244952286265,-1.32081967606273,-1.32081967606273,1.58833213322284,1.49730855648865,-0.0452983447499539,-0.686503073911965,-0.727740966876992,-2.25442894895434,-2.68134359211628,-1.02217692835452,0.667992903212717,-0.487249555601805,-2.68134359211628,1.20220785072334,0.95756988873312,1.01213802633558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,0.912185705023104,0.783117161705341,0.912185705023104,1.9795085095799,1.51274701014174,-0.667782057426144,0.511479279805031,-0.292450750423957,1.03629322421498,1.51043950019852,0.912185705023104,1.298375377912,1.39584285760624,0.912185705023104,1.59171217103043,1.50143122184554,1.26754716407941,0.32117760767607,-1.22298349700445,0.397451347932011,-2.45283808842129,1.74450155109982,NA,NA,1.33269279734814,1.25129784147775,0.596711360823128,-0.642802993956766,-0.927896384743615,0.803847354794197,-2.45283808842129,0.681057030814884,-0.0345616882302263,-1.1623001454,-2.45283808842129,0.636703122942942,-0.481481760300072,0.468096743532632,-1.32081967606273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P3_30-34,0.391366580695168,0.29291680465664,0.391366580695168,-0.441819839487457,0.949666994191651,1.58466024860725,0.570630999049609,0.980772932319837,0.902690474388828,1.00890428942804,0.391366580695168,0.716057896613657,0.801753431352216,0.391366580695168,-0.119557545253162,0.495974989377878,0.523916137746996,1.51982632597657,0.944892143876955,0.973802460369547,1.21001369291473,0.618001898598934,1.10865671472038,1.1008733482688,0.771174730278844,0.701345646101611,0.873137419433214,1.31496495524775,0.985312661542126,0.497877358302195,1.21001369291473,0.866774705260721,1.05869709707437,1.08026703857093,1.21001369291473,1.3186335597595,1.11454373558054,0.944324485815899,0.809759241569968,0.938211333705174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,0.602306397640029,0.234544922081404,0.602306397640029,1.6594965547497,1.23230879105259,-0.878961020765065,0.212968162712876,-0.465245310699893,-1.42939762300516,2.11778776608294,0.602306397640029,1.61798094157144,1.61245842682748,0.602306397640029,1.06502869060402,0.499717295095491,2.05628792584393,1.08182514512013,0.469084576968816,-0.460655538070304,1.08475462157167,1.0094011304745,1.3111676270423,1.3111676270423,1.1814856033369,0.911774700525037,2.00883050086422,0.769155110370571,-0.745482278002686,0.0194238414242824,1.08475462157167,2.68914391614752,0.105098019104781,0.105098019104781,1.08475462157167,0.901649468859003,0.782834706161517,-0.893331637715086,0.469084576968816,1.3111676270423,0.72107956705322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
