,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-D,711_P-2-D,711_P-3-D,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-D,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-3-X1,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_5-9,714_S2_20-24,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P3_30-34,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P2_20-24,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
711_P-2-D,1.358040321207,2.15777792747966,1.92312331186283,2.26975294355064,2.24898770100766,2.40403090418726,1.6217350181949,1.41363322898327,2.62005405622309,0.028432311890638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_P-3-D,-0.862856749748104,-0.670500116302585,-0.443923280106495,-0.768037440137249,-0.588167006396637,-0.443573150257038,-0.544301739217231,-0.568222629212336,-0.471153935423826,NA,0.028432311890638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-1-M,1.89641948969657,1.83048592355816,2.21346026546779,1.99718575949921,1.63402262369696,2.05914112312655,1.89922157719573,1.84930209476083,2.19517286242535,-0.436172526800946,0.991247327620681,-0.436172526800946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-1-D,1.69438823936047,1.65299400282557,2.38676879432042,1.82004024888427,1.7587657630846,2.1095099329148,2.03634476946489,1.98772838437622,2.12990097663488,-0.469179825301027,1.1531243511521,-0.469179825301027,-2.04852883181248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-2-M,3.97498082091069,5.5884115477949,5.21823216366093,5.1049649764089,5.14865135295513,5.66865968457496,5.22525256367895,4.90567493188588,6.06541844758694,-2.71098149253673,-0.260917284023145,-2.71098149253673,-0.0866839159891958,-0.604916086039662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-2-D,4.31098009696378,5.44730243478687,5.62530743810786,4.96361196503832,4.99456001757243,5.50933819082556,4.37967424814729,5.21197877847683,5.73047576571729,-2.21839353329071,0.282166188708448,-2.21839353329071,-0.0814857713838877,0.343194711747475,0.162135222352056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711_S-3-M,1.09001388074218,1.46558675743303,1.92131371223063,1.44761408207531,1.66548278632987,2.06135267383897,1.44795397536155,2.07666062379459,1.83812612871275,-0.903467176754441,-0.0959351180552305,-0.903467176754441,0.279255543495751,0.55453772921715,-1.41332753891246,-1.75571431614154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-1-M,1.30580933575443,-0.103766333383986,0.682883962910801,0.330203899777545,-0.38282921737821,-0.145962815703322,2.5571456229813,-0.328479412317253,0.0378861734442677,-0.691858016178899,1.74645663279646,-0.691858016178899,1.58601039026585,1.79261726839362,5.0413016745379,5.60401943991646,1.96549220212538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-1-D,-0.212131979176829,1.01720962935541,0.256186798832199,-0.326012080021316,0.0966343619893536,0.709048692556055,-0.219453908820198,0.0952169019069732,1.79383923774999,-0.623207801298886,1.59674903108762,-0.623207801298886,1.83655758465185,1.92382458151789,3.84213472997155,4.04329466490903,1.50421424319648,2.6833095175127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-S,0.0846610190159305,-1.0511670726095,0.160370711532137,2.6737728102741,0.0582258467877344,-1.34060628711317,0.556483051369289,-1.0447467235601,-0.930697167603925,-0.510191256931151,2.48324372291994,-0.510191256931151,2.34853703406846,2.72197265672081,6.47089114628475,6.17558192018583,2.49940618238258,-0.0281140867444304,-0.413171657540943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-M,0.166923882691871,-0.463850443310196,0.735795577937382,0.616299106647577,1.22082192039392,-0.227786128759369,1.20423166785384,-0.839588968975962,-0.0952011590672927,-0.673372675207956,1.66964028659934,-0.673372675207956,2.13821666311647,2.28579922858057,5.40937190030993,5.20487371198395,2.06195589298368,0.294068322229305,-0.26658103341913,0.306325884823187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-2-D,1.64916154541972,-0.547849785648676,1.91949561609934,3.33983425014489,0.199775846573563,1.21928307837744,0.600094832695705,-0.29112277799566,3.19009491637032,-0.348302676749643,2.24900643076987,-0.348302676749643,2.15441808306741,2.2123790284058,5.9419955014993,5.76790621325176,2.13138799672184,0.341763464697925,0.706487630399629,-0.984553009471284,0.16170106188719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-3-S,3.33081756853849,3.33918019596619,3.33525198117285,3.50232988373382,1.32162273756446,2.46261740125668,0.867516202129272,2.37667976865845,2.74243405516626,-0.338178030950134,1.33322664652184,-0.338178030950134,3.59694165477627,3.88114401800147,6.82924771295697,5.99546138239519,2.44837629277254,3.01725242950694,0.354334083580998,0.846212417512081,0.764921636830679,2.05639175217009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-3-M,1.64311415693334,2.81887167098392,1.66991333220678,1.07923839808206,0.731302310619447,1.85772964050365,0.711582212659928,2.12799283856641,1.59567083321002,-0.558274435053133,1.04409665159507,-0.558274435053133,1.86584694721895,1.53458120723412,2.35603511657534,2.34923277606681,0.377430398893848,2.71062195714469,-0.160845208606789,1.03594132641575,0.960111368047057,1.1776013306091,2.06963858152446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_E-3-D,1.77921050637052,-0.84184750545718,2.25181490360785,2.85349276968778,0.158637707283716,1.5916451095878,0.51711458256341,-0.740720928833225,-0.140285123966707,-0.427853713095869,2.39455409336491,-0.427853713095869,2.07316615025014,2.10405232806544,5.57388528884837,5.45315361013187,1.8511635841099,-0.0158542805232844,1.9088134724396,-1.00920578669016,-0.128653352836146,2.48274341227717,2.20953797135781,1.58093383080532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-1-D,0.0360463888518529,0.332959336384831,0.635900024511193,0.1934157637288,0.408930181676272,0.592910756055716,0.449032075478332,0.443960751950944,0.626704708956588,-2.07408496823979,0.775845795254524,-2.07408496823979,-0.347196114454255,0.0878944753942835,-2.86927797147069,-2.20119490055285,-0.349617444944116,0.276919741237762,0.166268757508437,0.571396686410309,0.313953524140424,0.778806588953345,0.0153750342378112,-0.255995729822876,0.656277968791877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-3-D,-0.24821113136493,0.270193949235161,-0.488677117104875,0.831201760312944,0.706607134374973,-0.763992711521891,0.0446041767777813,0.132755188534398,-0.0594376412942782,-0.165258481665763,1.35890299957277,-0.165258481665763,1.06636562311569,1.13054346538142,-0.683635900935247,-0.566844283043434,-0.459318511798449,0.308900859251405,-0.599832083618364,-0.0721892038653795,0.701788143280933,-0.701661827196389,-0.602060599508176,-0.179629849316637,-1.13952595660314,-0.290184521338632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-S,-0.232054020601585,-0.0546275694646121,0.728501117251127,-0.145367188028282,0.0830924971643479,0.76032933517134,0.186849644389135,0.198139660646053,0.569207805257688,-1.81992628903242,0.196810443684693,-1.81992628903242,-1.08900173408644,-1.37021436905174,-1.43995762234569,-1.51465783485588,-1.44678881938835,0.0220451409355298,0.792297502820184,0.529953799628676,0.253331939212524,0.745552206365442,2.40882670672519,0.459105448109445,0.7142801301313,-1.68760332797633,-0.172719992008379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-M,0.37796113056878,0.518381678200855,0.874660477908337,0.596719430742545,0.479817987392067,1.01042709834321,0.890729105139151,0.734594562453578,1.02409266074756,-1.77284441869912,-0.297994089308709,-1.77284441869912,-1.43826592578889,-1.28092299645614,-1.30611505214479,-1.12350359595424,-0.513795194100098,0.260467303445458,0.815538660435408,1.07126268430883,0.868766395915655,1.13145667097064,3.05976872756101,2.11487816962123,1.05148912188852,-1.61883628986174,-0.572921344825535,0.2052195768275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-D,3.51561448910702,4.31424288540843,4.24073805196978,4.29816661496583,4.15715203322754,4.26293571294091,3.82119506023245,4.54394906771018,4.60139142690081,-2.29620956711725,-0.686356968795383,-2.29620956711725,0.340933854823743,-0.974245875556267,-1.50668703686976,-0.186241255446361,-1.64848451226227,4.93740813718145,3.34866382654791,5.25554102471574,4.64631544408986,4.43683811880866,4.70043327912783,1.45869630497392,4.04841586168604,-1.7483034029637,-0.706420622582558,-2.72122608801935,-0.95603653081592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-X,2.68001675977263,4.00308842503429,4.55904966041679,3.3791951080669,4.31477351584155,4.62652078453506,2.0162327000442,3.37901495248201,4.57035719909051,-2.05479453501434,-0.665743486713271,-2.05479453501434,0.473265123872231,0.414336901175821,2.22754066984511,2.36016346640226,-2.00749531934924,4.18746789026181,3.43599394262683,4.90675574227349,3.45760035786266,4.85150496576902,4.22121812019395,0.94174547225851,4.37315044224335,-2.79437725851626,-0.166572910005408,-0.610232325800559,-0.976967088799244,-1.01382980015194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-D,2.32200983761986,2.91485310413199,2.90734130234855,2.96647476951067,2.84577630999386,2.88659371858772,2.38605949638606,3.13343159810221,3.04804901638742,-1.80584175745756,-0.515678039931782,-1.80584175745756,0.362421552314498,-0.180398476570065,-0.639297297213536,-1.50011724959689,-1.85642744567286,3.35721612442632,2.41202726460198,3.41819280939892,3.26395105225616,3.03458733613495,3.53957074656461,1.65756928071105,2.73751597209398,-1.17584698492982,-0.653243957281331,-2.93935983981791,-1.4107008571143,-0.491165487003688,-1.57233746922991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-X,2.81017297617824,3.90818897846438,4.19013239073158,3.67090910603806,3.75250972306508,4.14262014129149,2.82552202681017,3.80448589493755,4.15342655693494,-1.64982710994823,0.367569940156949,-1.64982710994823,0.370591500456731,0.740207916718393,0.906297362001003,-0.763720535743189,-2.14460354458064,3.7492777186022,3.02949267524897,4.52281242845195,3.60243355913458,4.31284771029833,4.31173421961894,1.63272852865455,4.02816676166812,-1.51005161554627,-0.368629254024743,-0.703163132704492,-0.541038880458821,-1.29561546642571,1.06199584754378,-1.99673839758619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-D,1.90640670222693,2.62582086126571,3.21331618507182,1.37308038298336,2.66880733596896,3.17466644912119,2.27377830699877,3.00921457381891,3.10320963848924,-0.729938674262509,-0.39175559120148,-0.729938674262509,1.15933858079784,1.46032291436279,-0.633412669299592,-1.43224628473532,-1.77215400846433,3.02632116367349,2.39295785120704,3.49626247278989,2.78481268762208,3.31034375786232,3.48204778957852,1.09498212032356,3.09819921119489,-0.167119815767824,-0.962942592559507,0.275346153656874,0.239175055350748,-0.792775561496337,-0.597405026776948,-0.854982858951596,-1.32765121488072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-X,1.88987947834754,2.62582086126571,3.21331618507182,1.28913876103809,2.66880733596896,3.17466644912119,2.25728533237322,2.99146528584901,3.10280431650106,-0.744224482225762,-0.527311289010825,-0.744224482225762,1.18560185420306,1.50804183351767,-0.633412669299592,-1.46014162579375,-1.77554472446108,3.00700229634314,2.39295785120704,3.47766124258214,2.76805104282611,3.31034375786232,3.50386517277529,1.08437371148156,3.09819921119489,-0.181605174608015,-1.11511385026904,0.291281744991889,0.243231603818332,-0.816154646433927,-0.597405026776948,-0.89011362502981,-1.33805224932076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
