,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-D,712_S-3-X,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_20-24,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-3-M,0.527217168775951,0.997330574341987,-0.887680442294017,0.194104810773625,0.443895183552265,-0.544576691604676,0.399603084170018,0.32399875486789,0.411959387481923,0.374245281705047,0.513172117351486,-0.362589524351655,-0.392205521807295,0.662900601248315,1.19321028900973,0.890426659436731,-0.110735482210047,0.411754050035743,-0.145624935043556,-0.657541787641527,0.491382107020641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,-1.3347046040858,1.11568721131716,-0.182266841022631,1.53300601262373,0.614872844454262,-0.674195831571286,-0.738332167064568,0.0790136961785579,0.443731011418023,0.554309131113419,0.141082332849412,-0.872452420773115,-1.06485826801653,NA,1.065769970751,1.03817889524681,0.656826003999882,-0.276301484635279,0.375660897611087,0.0434911299338939,0.635017504071954,0.637489214674097,0.637489214674097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,-1.37115940344272,1.40306011303972,-0.86205096812784,-0.331082332144089,-0.699784047542345,-0.803197208795996,-0.937891761475991,-0.719312161255741,-0.435536120287981,-0.786501003725041,-0.512865290936377,-1.36514428786814,-1.64808243373826,1.25296230597326,0.97692978967916,-0.690812806103465,-0.334283555477523,-0.422270305069859,-0.314463031409383,-0.456599382087586,-0.440557222671932,0.711960173630599,0.711960173630599,1.25296230597326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,0.160752732265464,1.51167667990301,1.28039138720771,0.989421368469373,0.921501316397825,-0.143487289198371,0.153132327380732,-0.167835318549814,1.72818398375787,0.311651892759233,0.491745029686553,1.77408878826206,1.57834330253622,1.95394821086175,0.928886298586767,-0.155072637752722,-0.0417127320045707,0.951061520201008,0.324947313162939,1.29683730806109,1.93400851932821,1.32691422167669,1.32691422167669,2.05292161315998,0.110004790582121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,-0.984889760708378,-0.768550720509634,-0.450150894639439,0.130273514934946,-0.31371966651814,-1.13961368588154,-0.965796661042963,-1.44343118879227,-0.481676757569853,-1.21391600268882,-0.44062267133354,-1.30577445705551,-1.35468464910467,-0.246926065238265,-1.50495385977449,0.861835573609606,0.302319326637185,-0.194144686919125,-0.430891172731825,-0.686642610384652,0.0202341445647247,0.472184045890436,0.472184045890436,-0.545231139502651,-0.773805339753726,-0.690003224507479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_5-9,0.736696689035359,-1.15279319257559,1.40656934127551,1.88587694798131,-0.310888461399273,0.140195417080386,0.428516471141674,1.10636433369466,1.4035869337827,0.783402061940399,0.798042496660725,-0.668936495558777,-0.741110031997433,-0.116667100083659,-2.23727868429472,0.35434723387056,-0.0420529108256812,0.587379811916744,1.25398393535288,1.23786699031349,1.49568563660269,0.922820544827423,0.922820544827423,-0.679350940229079,-1.05273645784973,-0.371042652390244,-1.7759618694135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,-0.913785632908156,0.835265617468975,0.868190209025428,1.35015686282316,0.0993804574759867,-1.32514905799699,-1.37175943457752,0.333514361442385,1.48231827596993,0.109825917137639,0.831244365575287,-0.0827838056605708,-0.0525582405320757,-0.0827153145899228,0.546982298074793,-0.579953222429342,-0.326826953668731,-0.320344056651556,0.459677143249238,-0.117505550501434,2.17631180931669,-0.207626104320148,-0.207626104320148,-0.0827153145899228,-0.324637269286683,1.16330716281936,-0.947437197520876,0.427929963360859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,0.391789136933037,1.92458823605079,0.23403463371003,1.36547252556138,0.701186237270922,-0.246592773648031,-0.56678522246948,0.420300773596108,2.10653375753115,1.0158808735707,0.479985088900552,1.32320878320532,1.24238329976795,1.12290570991546,1.93076918394292,-0.340018126715827,-0.323311617000562,0.953981761414668,0.89701794913769,0.301484995391986,2.43775550899996,-0.0193464738367324,-0.0193464738367324,1.12290570991546,0.230781863252475,2.44772297651487,0.492778636640295,2.25583347592609,1.81836472305169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,-0.541420488220857,0.227805369049692,-0.229073619332274,1.2823436793602,0.0522486551095206,-1.09295534011153,-1.15403517551476,-0.452072118499376,2.26265685893959,-0.0546413447818697,-0.53213834516546,-0.260572958538044,-0.333571079006844,0.132535042074206,-0.580526625143176,-0.903944742823348,-0.39629975975072,0.0955279010659199,-0.349834966930442,0.15903092713628,2.27923907538149,0.34936505170766,0.34936505170766,0.132535042074206,-0.498373315394504,1.73213925213021,-0.10922178608899,1.63450872758623,1.87775210499745,-0.527770283398114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_20-24,0.591139631711679,1.49719226277773,-0.0772928357587044,0.816945156647386,0.772501804959469,-0.0656930811631099,-0.395370946746383,0.438557467094637,0.369068179921171,-0.14877128957283,-0.350472885333291,1.11458378120238,0.753965892965199,1.3262471075466,1.61964826213656,-2.16988239796133,-0.815763048972701,0.342071886525564,0.418234652695033,0.0373211822461819,0.369758802746173,0.67941529168271,0.67941529168271,1.3262471075466,0.244183802900001,1.12075521273122,-0.561061281151881,1.00780179678029,0.0552582133991879,0.299861401815972,-0.421253659790726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_5-9,-1.10076399507585,0.264386076569024,-1.85969144528022,-1.0844517789946,-0.629606865187809,-1.6707042142085,-2.07419448755633,-1.93011916279501,-1.22872055832042,-1.1908201277967,-0.985442289438061,-1.36269400664339,-1.41837847852062,-0.26452695004466,0.586051321231076,-0.559275092614155,-1.1615476561903,-1.36607229825387,-1.50386851895052,-1.4325129768401,-1.14097149876747,0.598682983910926,0.598682983910926,-0.396763816851633,-0.954134914269533,0.158402081824502,-0.61084005787944,-0.588444919981292,-1.053444688654,-0.807703360643056,-1.09968409649663,-0.94575817210317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_10-14,1.43482875685842,1.56975817057112,-0.205354417951134,0.229712335388877,0.0369154520783676,-0.566149236301737,-0.713914841496969,-0.155043841043852,-0.0497603909103181,0.461342071331822,-0.0468756684586089,-0.420205334715769,-0.590803395964621,1.33689613148994,2.27490388353808,0.122400028576968,-0.500898983708053,-0.20951135430436,0.0632244151194499,-0.0407269736362473,-0.0351677645800441,1.17762792279703,1.17762792279703,1.33689613148994,-0.409733498666654,0.336968663475842,-0.280090258201922,1.49351262733909,0.618651516300508,0.816782159936816,-0.258358325431851,0.736995586779381,-2.0237153095552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_20-24,-2.00132148101272,0.198374133557776,-0.814097468406592,-0.0373150420672169,-0.778495570127274,-1.25022620316173,-1.65422316334614,-1.23835208740326,-0.259103237811427,-0.26129582763248,-0.232475067354916,-1.11510356161152,-1.31491324120237,-0.764742617868121,0.796404746899563,-0.764161694499024,-0.477448221774163,-0.794007177042135,-0.585912847143108,-0.248962521637276,-0.2298156421798,-0.41451409532556,-0.41451409532556,-0.519544543903169,-1.41134117943335,-0.741958658723129,-0.693779432959239,-1.47586815565931,0.047472343350236,0.647550759341873,-0.291227843918708,-0.161698276028188,-1.14908223749298,-1.47867275260262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S3_30-34,1.38232261661119,1.19311983614864,2.06440401313481,1.574278372503,1.97746406011147,0.239003654320887,0.554302661128457,2.19322560000104,1.73557575547852,1.15473129340313,0.0354381391330165,2.41273853931642,2.22306991147299,2.00478337296431,1.46106228930305,-0.291443943809121,-0.335778047740275,0.877399357244996,1.59987718583258,1.9604964034346,1.81272179075379,1.45044390297949,1.45044390297949,1.86512372045702,0.975520619381444,0.968091578820978,-0.983995569093564,0.716179442649714,1.59296449129182,2.16113357285044,1.56090833080813,1.50452425153338,1.13195313518088,2.23215759596644,1.35120371733712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_1-5,0.527217168775951,0.997330574341987,-0.887680442294017,0.194104810773625,0.443895183552265,-0.544576691604676,0.399603084170018,0.32399875486789,0.411959387481923,0.374245281705047,0.513172117351486,-0.362589524351655,-0.392205521807295,0.662900601248315,1.19321028900973,0.890426659436731,-0.110735482210047,0.411754050035743,-0.145624935043556,-0.657541787641527,0.491382107020641,NA,NA,0.637489214674097,0.711960173630599,1.32691422167669,0.472184045890436,0.922820544827423,-0.207626104320148,-0.0193464738367324,0.34936505170766,0.67941529168271,0.598682983910926,1.17762792279703,-0.41451409532556,1.45044390297949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_10-14,0.878336739286134,0.876423498341185,-0.164091727487447,0.521360892110603,0.99226623519805,-0.134424372569704,-0.36078223496689,1.50944511951483,-0.0289343673563319,1.36372464990525,0.0170807445739288,0.472266874012515,0.472973119765301,0.882530255646635,0.91764120988365,0.157735277912097,0.113288255734085,0.183493681402651,0.351637577359121,0.0196780609838542,-0.00729462296607029,0.607760802921046,0.607760802921046,0.882530255646635,0.329382014309695,0.363126372032797,-0.331574686517517,1.05163799296792,1.46517768122429,0.0279545955664446,-0.0911007645411675,0.984502049760276,-0.384786047763261,0.868702845591725,0.281981948299531,1.57916732122851,0.607760802921046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_20-24,0.738098635391981,2.33752780181332,0.0217000171474296,1.0474271179915,0.50481728228034,-0.135512573343518,-0.306454536534635,-0.210570088031843,0.421476031158308,-0.193293346493011,0.530928268465079,0.617801961376224,0.544220330441861,1.30772780768727,2.85164830836241,-0.48329657564443,-0.434525304823717,0.801216751855326,0.578886776722447,-0.397051592572235,0.00526579843534063,-0.111517792427757,-0.111517792427757,1.30772780768727,0.222631949932897,1.76430273928366,0.364802345359499,2.20988108603408,0.513688822150444,-0.232605015787384,-0.263721864722123,0.226227857571185,-0.891373841295695,0.452456567959326,0.0167870585687871,2.57296416157453,-0.111517792427757,0.225398843270706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S1_30-34,-0.563237633505163,0.439496962488936,0.589224120117812,0.357235415915908,0.00404834207491918,-1.00743254635586,-1.0238768530753,0.018441338816571,2.00825905000906,0.327497172011416,1.07604709803946,0.386053125924004,0.397005310876899,0.405032284064898,-0.154416830717116,-0.331850021408332,0.21217058955118,0.559424391793237,0.944277208542111,-0.205884593268719,0.785807919006486,0.5816858665252,0.5816858665252,0.405032284064898,-0.545807688853157,0.765381530232531,-0.635370782701916,0.44090213344407,1.52123568351942,0.205823354358774,-0.381836315311053,0.0584685236353485,-1.09079046492053,0.211199955744795,-0.0293890417635189,-0.103428472303438,0.5816858665252,1.1074274555027,0.0294114531653108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_10-14,-0.439665989619384,-0.570876605201185,-0.751672030631832,0.561906331227339,-0.246701996064857,-1.67923176497167,-2.08549687255369,-0.318216958007755,-0.671745655387663,-0.0354879012110779,-0.747236230104813,-1.15200263145106,-1.20820134258839,-0.410977048085533,-1.281624110722,0.537284057630844,-0.561113020228887,-1.50731844346752,0.0984748453795796,-0.9138896472145,-0.385231242824586,0.506165530041239,0.506165530041239,-0.490314608684786,-0.908137617304008,-0.507088508284229,-1.39970669317241,-0.495871272664711,-0.622293398291905,0.0585718831904274,-0.795749884042835,0.289399500633294,-1.43979714594872,1.48602042598596,-1.11484950240085,0.757582136379201,0.506165530041239,0.798670914104589,0.479566514693424,-0.534690679263404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
