,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-D,712_S-3-X,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_20-24,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
715_S2_20-24,-0.583208121847046,1.95284696572075,0.294944567715996,0.0785792793326189,-0.0501835423701235,-0.945698049887267,-1.22275445774804,0.470979512794411,0.17465448669643,0.39002621840084,0.730643240045527,-0.20600967093211,-0.214242866067032,0.398473041104911,2.38771712467485,-0.373371191581857,-0.478236256000042,-0.23256852348351,1.22964717136503,-0.647405833004263,-0.114028681607525,-0.45182530348514,-0.45182530348514,0.398473041104911,-0.398401503183396,1.33439602983468,-0.411661235304443,1.204350683514,1.45543476137455,-0.446068990967561,-0.45513213797784,0.0820231974690937,-1.32981332317784,0.00626728582668973,-0.647270544147139,2.44449077012299,-0.45182530348514,0.0158455251535371,-0.361911024356337,-0.117442312880522,-0.35404192730274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S2_30-34,-0.377392789464251,0.776663395179194,0.0382147378510548,0.654480174657838,-0.0476779371596633,-0.929230343845327,-1.06892233227489,-0.266399801947154,1.95377258537346,-0.271604999263712,0.364267820092696,-0.40636521742203,-0.470901021117507,0.354027673089804,0.169166746676298,-0.739934240352729,-0.132225377789299,0.357859902863638,0.105532988711314,0.14065967566966,1.64545294424601,0.108149927109509,0.108149927109509,0.354027673089804,-0.577134913363044,0.894643713021334,0.390117176023883,1.80037167930106,0.11082146797926,-0.0257039811570588,-0.0114191017612242,-0.24114490983231,-1.29668175808141,-0.311738489785308,-0.421999252220367,2.05387962246533,0.108149927109509,-0.0662748932249478,0.00848912019689661,-0.253175534842407,-0.627858675343692,-0.231144903877875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_20-24,0.570395104814492,1.66555676860247,0.761741712604362,0.570741146950567,0.616990368625851,-0.224600924383447,-0.320003181269883,-0.355330482909098,2.61245955424122,0.483037972765705,0.726293519245146,1.36587938753484,1.31287733812543,1.29316515983772,1.61693189177935,0.0575264912816766,0.250913664361696,1.03701592418051,1.17729451314339,-0.124114054153133,2.33601517401822,0.320807719838405,0.320807719838405,1.29316515983772,0.190760496552316,1.96654238606569,0.230675787106863,1.71477334382459,1.4323686689727,0.875049174064597,1.58805482926753,0.764183446063058,-0.819386563018659,0.914057403217199,0.421955253146978,1.28470584873537,0.320807719838405,1.49156746496086,0.396487978145571,-0.900952806504098,0.223591427048484,-0.197712471301619,0.867559968516203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_S3_30-34,0.010747045170937,0.718401770547113,0.788557086076221,0.59438766660768,0.231432349759501,-0.694566242090063,-0.675542697318057,-0.138666589899852,2.69031464411113,0.617542806144968,0.710774400564876,1.20945593128084,1.13480724986513,0.713930319882614,0.106426137504738,0.0181786373364906,0.554286745062565,1.14196426131106,1.20569095458766,-0.0927790950315341,2.40684779852444,0.560084173557037,0.560084173557037,0.713930319882614,-0.333192266199556,1.33107105946146,0.318204970818888,1.67711611057206,1.82124769838343,0.941378464493569,1.6883469614539,0.75528595211326,-0.91717329183095,0.311334510120302,0.00454075986490809,0.417136292546467,0.560084173557037,1.05226549547542,0.514642456707947,-0.554462103546448,-0.246533822858673,-0.151053330812366,1.16544143526078,-0.993656636885847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_10-14,-2.40828045684758,0.097725547452518,0.0956887597801508,1.91720497114648,0.508833565793693,-0.802557462051714,-1.11293569008895,0.346376383451362,0.28798626946758,-0.0367019215920883,-0.0850130004850777,-0.867271395818515,-1.06388868155258,-1.27627857787673,-0.726009769053888,1.27455228412037,0.670611851702269,-0.443919161977196,0.670315685502632,0.135144969958785,0.544635960694154,0.634143537844427,0.634143537844427,-1.27627857787673,0.967442781186849,1.76927496143481,-0.840670000918786,-2.35217344648665,0.00959172831466784,1.2889034036489,-0.0901822212607332,1.20127229593141,-0.947007472745355,0.558893005499038,-0.996557061221409,1.17760792836368,0.634143537844427,0.757393577067465,1.53990518705039,0.347222580105262,-1.2521213426341,0.463383029604623,0.235982818388755,1.35730121218235,0.62257468770518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_20-24,-1.20268851457821,0.0437247244377774,0.033451745508683,0.979743640566393,0.316299192757576,-0.764590764946771,-1.37045382540205,0.724000694806984,-0.0528914245681601,-0.444581590002939,0.208700155992219,-0.0693929921819757,-0.275570189252007,0.136353155540255,-0.646305898864769,0.0436568955464356,-0.00810608994297442,-0.240260642716955,0.700262198471857,0.314734009408255,0.0917713820138242,0.601139293121765,0.601139293121765,0.136353155540255,-0.390087115564264,0.391667874167553,-1.63308407942108,-0.724405050415076,0.678146201641335,1.535718534847,-0.501399019816801,0.606689080781482,-1.28089546569771,-0.295653945730999,-0.474345935980698,0.930884473121329,0.601139293121765,0.878767228613092,1.16243432282711,0.483198658738866,-1.23136843776283,0.398007337021423,-0.29527312080676,1.25756670112949,1.2820307473883,0.00669989399064429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S1_30-34,-0.922109936599568,-0.13277750184665,-0.258123443759436,0.628786760165087,0.0552447559936857,-0.866927357499476,-1.18767417491664,-0.42902490665054,0.385272507814494,-0.209756343550812,-0.196615368140466,-1.72138395855899,-1.67698723323531,-0.287836742665361,-1.04365018621706,0.217057220152402,0.0638431486345168,-0.700463700657667,0.181780187832757,0.0262893282515718,0.463469476942472,-0.150174796745366,-0.150174796745366,-0.10972215313776,-0.452841615836845,0.529806522379396,-1.44305071030913,-0.454211623278384,0.26071932194616,1.39734868058757,-0.251691135582346,0.964549733706106,-1.06247865346112,-0.374532617948932,-0.340046543516454,1.30256352979751,-0.150174796745366,0.317828570069571,0.958011217323811,0.138750065819462,-0.959353416177794,0.00973603713007051,0.277200195249532,1.25093824389059,1.01047107817068,-0.335930922271119,-0.567871080177196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_20-24,0.487196662022822,-0.294506859554394,0.12756559616394,-0.615840388139743,-1.49389261882437,-0.0593650585948833,0.187893944597998,-0.855401903988437,-1.44245620476661,-1.07533302386255,-1.66793084907728,-1.53424240967489,-1.65393206849668,0.711352968595868,-0.0441551408850461,-0.601368485502272,-1.3498993080322,-0.378954696839003,-0.311397640059587,0.0237450930105689,-1.49106866859481,0.924634396890359,0.924634396890359,0.176328289774164,-2.10563437739429,-2.12505768207756,-1.14400908873596,-0.239790357973189,-0.672541503689616,-0.0514123750536784,-1.46458161066179,-0.377290513140308,-0.120521538051312,-0.1430977194608,-2.13219039919718,-0.756163056170946,0.924634396890359,0.0692442974736484,0.670564526206058,-1.91479488494383,-0.238550761560254,0.0583028939912954,-1.28454186402941,-0.431211361066715,-1.44391943552613,0.12020432214908,-1.66410929235119,-1.57637193340254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S2_30-34,0.870549597977929,1.0922597332452,1.14577177875419,0.829114774922814,0.146503586413724,0.350809021103044,0.684555673788881,-0.158108984647413,-0.520516318063564,0.00868852901765655,-0.886387084067906,0.726082627075685,0.531499301346356,1.79864821516593,1.31885455307277,-0.131024685878281,-0.815533872751731,0.359044419234146,0.601647855216549,1.21805239546455,-0.631628364171952,1.24838605535256,1.24838605535256,1.50199670038262,-0.544807422416524,-0.809593526397727,-0.498588053544863,0.182389050782488,0.498468007199202,1.1610973961122,-0.718877144998454,1.34690592453007,0.114232997410031,0.397799092007545,-1.09269206862509,0.34929615973413,1.24838605535256,0.6925323552777,2.20643441616865,-0.738993321002897,0.118241541014108,1.25456135529883,-0.427097635061642,0.976716151901741,-0.562291458806407,1.47094856387403,-0.601560280692174,-0.916011291504176,-1.27704242929444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_10-14,-0.985517329888277,-0.922295432430067,-1.9783817617669,-1.28308983164576,-0.827665232585806,-2.0254677167445,-2.24651483853668,-1.77075753827,-1.11662619172696,-1.69128918689999,-0.929191651287401,-1.34608341691955,-1.4169018226598,-0.578623258830672,-1.82631718693748,-0.101033764835189,-1.19494764306219,-1.54889406258082,-1.22392390004168,-1.3481749474637,-1.14304003969707,0.427602270480836,0.427602270480836,-0.752034403869522,-1.39955306157409,-1.10573745393763,-1.16149961499964,-1.39467703987591,-1.42171500827846,-0.70967688377377,-0.948924517444437,-1.09847691194869,-0.817697262958272,-1.35626328860683,-2.73451131235599,-0.212361109898957,0.427602270480836,-0.120784131843008,-0.928359808230906,-1.44615114855464,-1.33052485145678,-1.63377207638922,-1.24019965575241,-0.959693023193657,-0.980913339802034,-1.7983711877768,-1.33347011743871,-0.819946378636004,-0.985837313328443,-1.0517931752899,NA,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_20-24,1.35992071148683,0.925090165274432,-0.516091723333224,-0.675227223427907,-0.112998100721183,-0.43858969007446,-0.51768247832202,0.27632797695183,-0.560399675276612,-1.20152662716696,-0.598003064597825,-0.0130312739897536,-0.24621840190572,0.803274142360502,1.69239526694571,-0.458997393943312,-1.02269272079383,-0.293909991470822,0.525420916625977,-0.541035857773824,-0.635668704931383,0.317063825897583,0.317063825897583,0.611857031926859,-0.450981214136815,0.306589528833414,-0.478103808217086,1.92076390485718,-0.51026823151933,-0.618737615856956,-0.658685431420523,-0.3419021519433,-0.540456268638717,0.488034765711161,-0.457285476063457,1.66502834113104,0.317063825897583,1.36673270689719,-0.625790150229911,-0.929832480894138,1.03449180400948,0.0981801311808694,-0.694718297197098,-0.740527931772926,-0.697629384832012,0.440820969574434,-0.219190180197171,-0.34074852936843,0.292085091793121,1.01693171941793,-0.392180914805343,NA,NA,NA,NA,NA,NA,NA,NA
716_S3_30-34,0.546460379533025,1.81220021446608,0.100347313708513,2.06919012690915,-0.0995097825248739,-0.270164925801852,-0.357866491009299,0.331301138677266,1.95729876204656,0.037775016547177,0.145359409495659,-0.156330055239877,-0.239031411990005,1.33136120055284,1.82951712074147,-0.64443148151943,-0.285702118406639,0.790036862210566,0.804526385695637,0.231207543423358,1.65570409416429,0.282249173902744,0.282249173902744,1.33136120055284,-0.420809969447949,1.89995906111645,0.160368133343775,1.72028707003052,1.8118607202492,0.0798837307424802,-0.805000454332236,-0.0760113355155669,-1.23135094038986,0.307451351597343,-0.389040338145011,1.72336551989017,0.282249173902744,-0.0727865990726163,1.18418288633471,-0.02401718538952,0.209839384233277,0.160123815353832,-0.965789851328057,0.746479178076934,0.896591105104677,1.45446063525101,0.124864703167528,0.454080644300187,-1.02164595213093,0.474975388285676,-1.45031090044169,-0.655360917691597,NA,NA,NA,NA,NA,NA,NA
717_S2_10-14,-0.719314721975064,-1.56176971191825,2.02794365752012,2.47676046133882,1.75439541977395,-0.259684773611314,-0.0776195406811748,0.697309167896913,0.836334151083572,1.26901661646449,0.23798168038256,1.69312947443136,1.60336368106382,1.11664945884624,-0.564352919882955,1.04370271040735,0.809131676954198,0.0269122306304548,1.42911728251736,2.08469828335305,0.970904252174968,1.10408711907577,1.10408711907577,0.861645187492552,1.28012898254319,1.59594395429216,-0.693023002502938,-1.01936375121551,1.14842259833499,2.20534098223247,0.379676907748467,1.72137848270413,0.39058450995512,1.7144488401171,0.269265949965238,1.35648473604648,1.10408711907577,1.05456346956998,2.62183451978974,0.726498030514334,-0.461900799326746,2.19454566975783,0.96459509441053,1.92471109587515,0.955076629546946,1.12221668535323,0.179388138356339,-0.0252152769923446,-0.144128482437458,1.26065929170624,-0.783629490221852,1.21840551837569,2.06509755793947,NA,NA,NA,NA,NA,NA
717_S2_20-24,-0.0654628687280447,1.07939220390596,1.29013786268354,0.914272662607852,1.3015461880731,-0.14470940676437,0.0784555351773796,0.203771733745955,-0.711978683861375,0.160126761884422,-1.02241677423592,0.766180641785304,0.643371201440574,1.53286698824396,1.29866049314183,-0.546046856765772,-0.644940946812095,-0.389900629070796,0.711379255555698,1.20783688339868,-0.749024256447667,1.10836363258082,1.10836363258082,1.61511365997571,0.139181207957306,-0.709778649942068,-1.21033102243544,-0.665479982250382,0.706321222243116,0.919508383152883,-0.849579755883326,0.67410387046791,0.196461274793111,0.624412486934453,-0.351723180115425,0.684768578676178,1.10836363258082,0.884245195143649,1.97046372084103,-0.873554048183616,-0.337310387752478,1.74004699948587,-0.550922324838286,0.471454483498375,-0.733057224343754,1.40648920220604,-0.77168103851262,-0.998364370454499,-2.72655014993896,-0.797976458464048,-0.86344131679707,0.652183012829906,0.177057871594163,1.02332032070485,NA,NA,NA,NA,NA
717_S2_30-34,1.16580633472931,1.05887494427962,2.37761950464974,2.69442952418712,1.27689500515206,0.394303198540714,0.742323085982256,2.47636887598242,2.6720874484901,2.04686920808613,0.346520973958905,2.20820050000552,1.95388582143009,1.93759439282662,0.859937361225765,0.515446423518579,-0.0992634928116933,1.33812338754479,2.00212880622932,2.57904010892949,2.88705814567386,1.45700086316892,1.45700086316892,1.66749895867071,0.107961616925088,0.41915184573781,-0.589097508280918,0.855067598341024,2.21950326168195,3.27222144649418,2.41660028905249,2.75770049798437,0.69977352764811,1.44655873165294,0.279373146373113,1.9212989172814,1.45700086316892,1.87717922105434,3.88842377253827,0.898925613512278,0.277970300672678,3.37136157902857,2.6366986932267,2.72231671586155,2.06991449935889,1.35647198971422,1.58405169131439,-0.463552376303672,-1.56208921798737,-1.15217511046858,-0.903926208294154,1.42843227317679,2.70494385875739,1.23479251771486,-0.517913556622887,NA,NA,NA,NA
717_S3_1-5,0.527217168775951,0.997330574341987,-0.887680442294017,0.194104810773625,0.443895183552265,-0.544576691604676,0.399603084170018,0.32399875486789,0.411959387481923,0.374245281705047,0.513172117351486,-0.362589524351655,-0.392205521807295,0.662900601248315,1.19321028900973,0.890426659436731,-0.110735482210047,0.411754050035743,-0.145624935043556,-0.657541787641527,0.491382107020641,NA,NA,0.637489214674097,0.711960173630599,1.32691422167669,0.472184045890436,0.922820544827423,-0.207626104320148,-0.0193464738367324,0.34936505170766,0.67941529168271,0.598682983910926,1.17762792279703,-0.41451409532556,1.45044390297949,NA,0.607760802921046,-0.111517792427757,0.5816858665252,0.506165530041239,-0.45182530348514,0.108149927109509,0.320807719838405,0.560084173557037,0.634143537844427,0.601139293121765,-0.150174796745366,0.924634396890359,1.24838605535256,0.427602270480836,0.317063825897583,0.282249173902744,1.10408711907577,1.10836363258082,1.45700086316892,NA,NA,NA
717_S3_10-14,-0.306070345997614,1.83573013900669,0.910762138491644,-0.487799673390121,-0.145215855337487,-1.02891146299666,-1.12673116057352,0.0591552507397239,-0.490635633749252,-1.01473765941452,-0.589825502462438,0.0570351839159864,-0.191428312445835,0.00963322107228511,3.04015750169942,-1.39232154528503,-0.995593746972004,-0.756045384630913,1.06952013919637,-0.372204157466023,-0.558465809574556,-0.464209408936319,-0.464209408936319,0.400734434124481,-0.623207898991963,0.872854452569323,-0.576955409059452,1.41241106244758,-0.126074029928937,-0.526912282902601,-0.602947456253912,-0.609148205516683,-0.956428482075213,-0.0597182554612791,0.104881795100819,1.84548700488277,-0.464209408936319,1.01555405071563,-0.841940452661696,-0.555931598146604,-0.0483237177354058,-0.370734676950799,-0.632137522039654,-0.643839430236757,-0.582021285676805,0.37509405750118,-0.419020317226895,-0.439759625904204,-0.223137349287239,0.937706017270205,-1.50753612986407,-1.43599761992812,-0.492856190703023,2.23465417297472,1.15702660424393,2.01376318394738,-0.464209408936319,NA,NA
717_S3_20-24,0.617545515089972,2.18701579546895,1.3416905040165,0.177073936353145,0.0277287440741263,-0.238462163819809,-0.415762689508695,1.12610380319117,2.69792875646636,0.758490246685667,1.13543582434944,0.558844490388787,0.443854502470067,1.43139588983946,2.33158675809873,-0.361110682098049,-0.197700238120217,0.91293550437508,1.55028310814442,1.33203470480237,2.20446449485858,0.14862075061148,0.14862075061148,1.43139588983946,-0.440177587469614,1.86043685619119,0.360170065457091,2.30375262288508,2.03557280938866,1.81470706673964,1.07628977949633,0.596412874382885,-1.43607109033759,0.339116038742056,-0.305822513140218,2.45590629067191,0.14862075061148,0.269625269942172,1.05818328804572,1.30495511632312,0.26659061021297,0.877126608153783,0.874424474496495,1.71786193325188,1.77911858103081,1.65269271568648,0.517398308180871,0.617020618839099,-0.842856351120279,0.526939024732249,-1.50737391773225,-0.319546848391761,1.8329376443356,2.48206572992258,0.521603296709116,3.16773301117354,0.14862075061148,-0.0817587812942131,NA
