,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
37,0.3062,0.5214,-0.6758,-0.6942,-0.2336,-1,-0.284,0.6346,-1,-1,-0.8964,-1,0.2414,-1,-0.0238,-0.3978,-1,-1,-1,-1,0.3034,0.9444,0.2156,-0.6364,0.1028,0.0726,0.8572,-1,-0.9938,0.6746,0.8596,-0.3892,0.0593999999999999,0.2748,-0.5598,0.4994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,0.9912,0.243,0.999,0.9538,0.8518,1,0.998,0.9042,1,0.9608,1,1,-0.2518,0.9604,0.9966,-0.1152,0.9984,0.9626,1,0.9556,0.976,0.9976,1,1,0.8366,0.9662,0.9882,1,0.2912,0.2588,-0.00219999999999998,1,1,0.2944,0.6214,0.7804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.8936,0.9894,0.8274,0.8156,1,0.759,0.9866,0.9656,0.905,1,0.6418,-0.3552,0.542,0.361,-0.8164,-0.119,0.9558,0.397,0.9386,0.2288,-0.1298,0.4996,0.251,0.4568,0.8412,-0.5964,0.7434,0.9,0.204,-1,-1,-1,0.2294,0.8696,0.9596,0.6162,-0.9814,-0.6244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,1,0.9968,1,1,0.9998,1,1,1,1,1,1,1,0.9954,-1,0.9952,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,0.9982,1,0.9958,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.9942,1,0.7878,0.9982,1,0.8024,0.7482,0.9998,0.9282,1,0.95,0.9982,0.999,0.4788,-0.4652,-0.9876,0.5908,1,0.9988,1,0.9274,0.9104,-0.8502,0.9518,1,-0.182,0.9966,1,0.9168,0.984,0.9962,-1,0.8444,0.9998,0.9464,1,-0.8562,1,0.7966,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.9452,0.9506,0.8956,0.8394,1,0.9988,0.9976,0.9614,0.9472,1,0.9502,0.6924,0.9382,0.9656,-1,-0.578,0.992,0.9116,0.9898,0.9472,0.0831999999999999,0.381,-0.5054,0.6552,0.9348,-1,0.9308,0.9564,0.8444,-1,-1,-1,0.939,0.998,0.9742,0.5226,-0.5262,0.9168,0.992,1,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.7566,0.9996,-0.507,0.8572,0.9936,-0.0758,0.991,0.9938,0.2108,1,0.9728,0.6188,0.9638,-0.917,-1,-1,-0.7664,0.9996,0.979,0.9512,0.0394000000000001,0.5508,-0.9504,0.6702,0.8276,-0.9424,0.7842,0.9806,0.4118,-1,-0.8226,-1,0.81,0.9998,0.9496,0.8052,-0.894,0.8424,0.5746,1,0.8166,0.0482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.85,-0.9994,-1,-1,-1,-1,-0.9106,-0.0196,-1,-1,-1,-0.9032,-0.4826,-1,-1,-0.6886,-0.1844,-0.6782,-0.4618,-0.2822,-1,-0.9228,-0.929,0.1378,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.9762,1,0.9532,0.8536,0.9922,0.694,0.9998,0.9914,0.9994,1,0.9998,0.571,0.5316,0.6804,-0.5988,-0.2896,0.97,0.9984,0.972,0.9856,0.109,-1,-0.868,0.7964,0.9488,-1,0.8322,0.9936,0.7168,-1,-0.23,-1,0.9416,1,1,0.958,0.1916,0.9978,0.9938,1,0.9958,0.9676,0.9496,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.716,0.9958,0.9744,0.289,0.9766,0.9016,0.9908,0.9766,0.9948,1,0.9862,-0.0634,0.6268,0.9346,-1,-0.8744,0.9936,0.9648,0.992,0.9098,0.3914,0.7962,-0.9078,0.3994,0.8114,-1,0.8996,0.9312,0.4798,-1,-1,-1,0.6788,0.9984,0.9998,0.7772,-1,0.8742,0.9964,1,0.976,0.9914,0.7728,-1,0.8734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
