,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-M,711_P-1-D,711_P-2-D,711_P-3-D,711_S-2-M,711_S-2-D,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-D,712_P-3-D,712_S-1-X,712_S-2-X,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-3-X1,713_S-2-D,713_S-2-X0,713_S-3-S,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_S1_20-24,714_S1_30-34,714_S3_1-5,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_S1_30-34,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P1_30-34,716_P3_1-5,716_P3_30-34,716_S1_20-24,716_S1_30-34,716_S2_30-34,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P2_20-24,717_P3_20-24,717_S2_30-34,717_S3_20-24
712_E-3-D,-1.68115817545695,-2.27023058303213,-1.7268624266008,-1.12083392948552,0.474946235599296,-0.0582442610171096,-1.44661336424543,-1.7511343148379,-1.7268624266008,0.653433607672708,0.352272031928732,0.623101160288398,-2.15208108368242,-0.733020837538328,-0.733020837538328,-1.7268624266008,1.65526075661208,0.555005823337146,-0.707485163123132,-1.7268624266008,-0.740655500003959,-1.50327344219678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-1-D,-0.338278384947469,-0.998597915090169,-1.40153039681436,-0.22661902910373,-1.69201736057734,-1.45345040588422,0.338307646527669,-0.855545215829292,-1.55380501523989,-0.0931030543113871,-1.67335779736997,-1.29268580521862,-1.04677794851925,-1.91458935435881,-1.93526380784118,-0.867496857655983,-1.26089905638994,-0.93957864084235,-0.240941958882498,-1.10284398979149,-1.206983043254,-0.434118231571397,-1.50554944346481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_P-3-D,0.456345238777715,1.12784959074471,0.929254198229403,1.70978390446547,2.0262208936859,1.7096550051765,1.34641215245066,0.659919354086886,0.900065908200975,0.114471172375218,-0.373763221269869,-0.490376941482018,-1.39496904358078,0.804852729851494,0.804852729851494,0.35014367516931,1.4287919369756,1.2879218651723,1.14629237145995,0.507546631685799,1.56969249906486,1.22507415348006,0.493227591760185,-1.13715265606218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-1-X,0.457406706825767,-1.29569954340436,-1.20321663435865,-1.22153297693721,-2.87304158055589,-2.0454287736815,-0.616258452555113,0.0747180308699179,-1.89278643645171,0.817805908976235,-0.262858619869763,1.02501147015381,-2.51808022978609,NA,NA,-0.401017615597143,0.801096874668826,-1.71266547610185,-1.37184259982775,-0.566966776151342,0.219858091517185,-1.32333370486199,-0.733020837538328,-1.96496549312324,0.804852729851494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-2-X,0.457406706825767,-1.29569954340436,-1.20321663435865,-1.06662570087503,-2.87304158055589,-2.0454287736815,-0.522058830775843,0.0747180308699179,-1.89278643645171,0.786188862796469,-0.262858619869763,1.02501147015381,-2.52543324997941,NA,NA,-0.401017615597143,0.801096874668826,-1.55159774733596,-1.21087815374296,-0.566966776151342,0.219858091517184,-1.22506527294052,-0.733020837538328,-1.96420863696729,0.804852729851494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-D,-1.25725237788443,-1.89531151871594,-2.11136428626237,-2.29180447328974,-2.66007228743185,-2.35506192775668,-1.85913314097518,-1.70018022325334,-2.44494663644232,1.22540360437467,-0.373320840335651,-0.321873489165795,-0.018271275134795,-2.77486364291236,-2.84295421986979,-1.80759418869322,-2.18160713393844,-2.92862183663194,-2.19442187006236,-1.96996127081717,-3.33600831569008,-2.42667861579455,-2.27815565094487,0.482903595990299,0.0728677227035508,-2.96797025771874,-2.94430698756315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712_S-3-X,-1.25969450412749,-1.89276754177865,-2.10894974139545,-2.28722147240516,-2.65374541294768,-2.35005984368075,-1.85763917533401,-1.69958595340656,-2.44043744004241,1.22202856252398,-0.37332084033565,-0.325301329740142,0.0101711890942594,-2.77239558510483,-2.84011045425119,-1.80765684875047,-2.1787634046265,-2.92323101641625,-2.18988007491277,-1.9687310424617,-3.33321227747936,-2.42327565527653,-2.27556335947768,0.506943211791418,0.0728677227035517,-2.96412212790794,-2.94068926575709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-S,0.949275028065175,1.26280121674034,0.793540287035655,1.39172317235372,1.21071304712939,1.60631887253515,1.45658546772094,0.856141470432808,0.793540287035655,0.984818085018554,1.59478572269292,1.80546427782781,-2.42507039601626,-2.9897414485177,-2.9897414485177,0.793540287035655,0.718799376732818,0.211932037014821,1.60868406389719,0.793540287035654,-2.16115684747933,0.68967967214233,0.177106655461106,-1.76943196451899,1.60721858349548,-2.9897414485177,-2.9897414485177,-2.69129841385959,-2.68615854994289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-M,1.0383843860929,1.26280121674034,0.793540287035655,1.38874499249498,1.21071304712939,1.60631887253515,1.45566192819103,0.98123018393199,0.793540287035655,0.971635085832324,1.59478572269292,1.80546427782781,-2.40615228406803,-2.88031646190249,-2.88031646190249,0.793540287035655,0.927766692843587,0.370997694446629,1.60427852662034,0.793540287035654,-1.97083507244356,0.807066157628269,0.340549254751968,-1.75303496234076,1.60721858349548,-2.88031646190249,-2.88031646190249,-2.64008032906164,-2.63522786440532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-D,-1.68115817545695,-2.27023058303213,-1.7268624266008,-0.627856390445382,-0.206304340671293,-0.0582442610171096,-1.17040966218421,-1.7511343148379,-1.7268624266008,0.682264585735051,0.352272031928732,0.931696748781942,-2.33636850062004,-1.6922206072324,-1.6922206072324,-1.7268624266008,1.65526075661208,0.555005823337146,-0.181445810509625,-1.7268624266008,-0.983814215542674,-0.997716388781231,NA,-1.71298493229876,0.764322400238717,-1.6922206072324,-1.6922206072324,-2.48422872968011,-2.48032954423488,-0.704492053377331,-0.42733116841239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X0,2.28549423545879,1.84751582930523,1.38316727577937,2.45553407773271,0.821674185731726,0.996086676056936,2.50870421823669,2.26426391432837,1.46331332954435,1.50413209864702,3.28281505529506,3.58409626318272,-1.1737033220447,0.449969777440589,0.449969777440589,1.41187443666749,1.30270796461096,1.77501206568969,2.35534824342412,1.55131864087456,1.05827230166066,2.19934186806909,1.48061750167929,-0.290866289988883,3.58397617236275,0.449969777440589,0.449969777440589,-1.62313867206636,-1.62137798964515,0.645918235202556,0.747182023355593,1.24438257570733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X1,0.610329936007008,1.02102512195515,1.05388212951647,1.16911315917989,1.1631649377463,1.15039535722783,0.880228229965185,0.811079721361667,1.05388212951647,0.998398168387654,2.2195412957309,2.1662845141655,-0.155928987093177,0.58713545959816,0.58713545959816,1.05388212951647,1.03313775683981,0.98333627062034,1.25614188663274,1.05388212951647,0.747976109210151,0.751618446399987,0.918562345277655,0.650463847075925,2.13076452733732,0.58713545959816,0.58713545959816,-0.860093535434312,-0.862262320924302,0.971969091288619,0.971969091288618,0.918562345277655,1.77049228844862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-S,-2.16671335050293,-1.65362936054545,-1.10659937861381,-1.91251103323271,0.641144004586259,-0.934235851736011,-3.1459214481338,-2.34232449463016,-1.4098060927511,1.19544500664274,1.18188323760809,0.728418601517151,-1.52919295879019,-0.61444167138808,-0.679603938475903,-1.91941985832071,-1.10000549588593,-1.74481478017394,-0.860184714656918,-1.6756592374172,-1.2767797396425,-2.40468724412965,-1.47084583377222,-0.511215839551296,0.79711052269602,-0.933683981158382,-0.866828379779099,-2.44798521752017,-2.44593621037217,0.518119442469217,0.619493634336806,-0.996174133839464,1.80639907926036,0.542326332137915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-M,-2.21275406861052,-0.761341451214858,-0.727121118152731,-1.16031509851157,1.10035557142744,-0.502033999136426,-2.50012187817136,-2.39628990582807,-1.1700091789474,1.48174290578361,1.81299516412719,1.19442032759056,-1.59593724179339,-0.633465418452326,-0.737385750707044,-1.52325183189901,-1.40619661419722,-2.34249608269012,0.200360158992797,-1.42012018178804,-1.64325630033474,-2.58526913417462,-1.72628795656998,-0.545267069650527,1.28368153636572,-1.18131984584629,-1.05993355981936,-2.54961572220622,-2.54537272167988,0.95923068176032,0.958823906344167,-1.29239204850647,1.50946143943395,0.801061273709728,-1.9119042159263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-D,1.08335240301703,0.175068656069072,0.129422917216038,0.962699451638365,-1.44274165973589,0.280397612705148,1.01533250133458,1.11809101666827,0.346072148862356,0.593862787128719,0.945797611453513,1.43291616537454,-2.32732013265913,-2.3631501684623,-2.3631501684623,0.343564199957441,1.3515323898695,0.692642226853748,1.0012488735546,0.524442965659055,-1.44754981513249,0.957992034045123,0.674413844503709,-1.68909752982159,1.21494066308806,-2.3631501684623,-2.3631501684623,-2.4737829983749,-2.47159376313025,-1.91699020011254,-1.91699020011254,0.674413844503709,0.814723318375469,0.815735204083351,0.78184087610953,0.315311411984329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X0,0.419385541776422,-1.22342410340533,-0.693123638193434,-1.76646914998116,-2.6281802650139,-1.86963102144616,-1.00168231775326,-0.0328052444143266,-2.02641481507241,1.27371083553713,0.485104997386612,1.58712213834159,-2.11173040877823,0.219858091517184,0.219858091517184,-0.556474942926107,0.787051024005282,-2.29403798168126,-1.88006268759494,-0.689237183809606,NA,-1.77902975131016,-0.740655500003959,-1.21393648312881,1.56969249906486,0.219858091517185,0.219858091517184,-3.41462740714365,-3.41229964427921,-2.16115684747933,-1.97083507244356,-0.983814215542674,1.05827230166066,0.747976109210151,-1.2767797396425,-1.64325630033474,-1.44754981513249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X1,1.07286582717775,0.991960711161068,0.44880114905388,2.47430336438389,0.123537266355402,0.367224398491652,2.26424669882639,1.00380686326477,0.466613336348552,0.972057386443844,2.47533081170387,2.98450580557818,-1.42741890907672,-0.84776111760088,-0.84776111760088,0.674604652661089,0.348455793625867,1.66942750207917,2.50281362962538,0.634158582980848,0.82849655632827,1.87786281903596,0.355866474519233,-0.825217922469577,2.75244596866508,-0.84776111760088,-0.84776111760088,-1.39154336649136,-1.39029022776714,-0.0247870350057779,-0.0247870350057783,0.102102607405773,-0.210760079230303,0.961051399213758,1.49960290657778,1.78389538905952,-0.296384150166028,0.82849655632827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-S,-1.68115817545695,-2.27023058303213,-1.7268624266008,-1.09260696822244,0.377798498202842,-0.0582442610171096,-1.45215063860588,-1.7511343148379,-1.7268624266008,0.696982327954284,0.352272031928732,0.708380067311845,-2.25139580601633,-1.3848949628936,-1.3848949628936,-1.7268624266008,1.65526075661208,0.555005823337145,-0.652937010282702,-1.7268624266008,-1.41838827917184,-1.47017561009295,NA,-1.60931955161586,0.567834200324896,-1.3848949628936,-1.3848949628936,-2.40754503347686,-2.40408218565208,0.0412725277023419,0.235247466676745,NA,1.44244359874872,0.918562345277655,-1.40833687311897,-1.70521326436664,0.674413844503709,-1.41838827917184,0.296570359912034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-M,-1.68115817545695,-2.27023058303213,-1.7268624266008,-1.37642537109091,0.47136271753733,-0.0582442610171096,-1.76181721536792,-1.7511343148379,-1.7268624266008,0.750976362535865,0.352272031928732,0.62678030202083,-2.2014235941816,-0.706992549825658,-0.706992549825658,-1.7268624266008,1.65526075661208,0.555005823337145,-0.943016258220882,-1.7268624266008,-0.829344731218267,-1.73428947447776,NA,-1.56723991140594,0.496439889973613,-0.706992549825658,-0.706992549825658,-2.40062623634849,-2.39727327248087,0.172040986071653,0.336677234629343,NA,1.47927637937976,0.918562345277655,-1.62446653413692,-1.94269463456347,0.674413844503709,-0.829344731218267,0.353439909341669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,1.5776357659464,1.56825719409242,1.22269664852819,1.59571341403042,1.02988166891934,1.41092047117095,1.69751218484353,1.53098739873463,1.23100590974273,1.188659556229,2.7868641151238,2.71134487467055,-0.184597998933198,0.484604041195308,0.484604041195308,1.29022917527096,1.43666788658187,1.00672277272419,1.80467771589546,1.29395405469367,0.535678896276892,1.27823852894397,1.10050609132302,0.550161998656651,2.80350111628849,0.484604041195308,0.484604041195308,-1.08100250575196,-1.08333525729578,0.993760435811266,0.993760435811266,0.991205641191429,1.8343324162857,2.60435893199548,1.094219424065,1.25360544953303,0.803102614194395,0.535678896276892,1.20073841805603,1.07648628775613,1.09955105042364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,1.67279863686347,1.64154796993131,1.2665242656118,1.69818814263102,1.04215760699197,1.46183437527425,1.80621094716296,1.6209960653505,1.27567753617378,0.956302254477636,2.51701476752289,2.48586207439584,-0.210685684305476,0.569040293521336,0.569040293521336,1.3447624072511,1.50799971106053,1.08707118033632,1.72118333565194,1.34663450324868,0.672876243113111,1.37836093110598,1.1576902454625,0.549613562424016,2.54019119950876,0.569040293521336,0.569040293521336,-1.01433810414392,-1.01669656497735,1.02156037489142,1.02156037489142,1.03803264755432,1.90940479821604,2.05194730924543,1.18496866034751,1.33336678936496,0.840642545273917,0.672876243113111,0.876106315431535,1.13139950769751,1.15664463407941,1.46760749880085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,0.0701067206922197,0.270013825714449,0.456418658804529,0.647266674444465,0.77077938870873,0.39190964840596,0.112143356720329,0.202879087197199,0.0333478438073778,0.967940592859701,1.8696120028605,2.24022538268895,-0.594902766210455,0.76796277247389,0.76796277247389,-0.114007446909874,0.633719204610882,0.207378835235694,0.603184006658243,0.0241167368901206,0.962430538036681,-0.021314625963567,0.183340428546549,0.096022614118245,2.25447508442112,0.76796277247389,0.76796277247389,-1.23056643998248,-1.22994310829038,0.415204983198786,0.47878917976029,0.464223339423643,1.25263555377476,-0.191096515295282,-0.103142573971853,0.217895976733959,0.226212880446997,0.962430538036681,0.588175163782277,0.0863089982655143,0.196481271351909,0.759731833315865,0.542676178202392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-X1,-0.184726682299767,-0.22948788993908,-0.472621202921923,1.06175367218015,-0.291993860035435,-0.247535445266561,1.08196396890696,-0.133728808550543,-0.325870801595666,-0.956561735163071,0.17111973491763,0.617881172669725,-0.172856852326177,-0.715877730728498,-0.676546782539132,-0.193821463467831,-0.156490361086007,0.776293816325132,1.14970775764392,-0.275181599971494,0.503134197312914,0.891068780607374,-0.410471235130287,-0.616432997393897,0.374910042863066,-0.531278353803849,-0.568988399839439,0.51473161354341,0.514326938860385,-0.537581777095538,-0.542008339854219,-0.489904243621211,0.252053407131267,0.466080957258999,0.791365037284252,0.894218247178727,-0.780374717698442,0.504101462049017,-0.867765418602155,-0.413015655468463,-0.33673316221587,0.488826137977978,0.539543825962918,0.496681829139862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-D,0.457406706825767,-1.29569954340436,-1.20321663435865,-0.971442464828307,-2.87304158055589,-2.0454287736815,-0.464245351410296,0.0747180308699179,-1.89278643645171,0.765936098362972,-0.262858619869763,1.02501147015381,-2.53188402576323,NA,NA,-0.401017615597143,0.801096874668826,-1.44957123732414,-1.11135856365467,-0.566966776151342,0.219858091517184,-1.16261704909993,-0.733020837538328,-1.9647784041637,0.804852729851494,NA,NA,-2.95064587804607,-2.94717360130762,-2.9897414485177,-2.88031646190249,-1.6922206072324,0.449969777440589,0.58713545959816,-0.824393965417755,-0.98412832051094,-2.3631501684623,0.219858091517184,-0.84776111760088,-1.3848949628936,-0.706992549825658,0.484604041195308,0.569040293521336,0.76796277247389,-0.593684867027217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-2-X0,0.457406706825767,-1.29569954340436,-1.20321663435865,-0.795026151285009,-2.87304158055589,-2.0454287736815,-0.356036201786018,0.0747180308699169,-1.89278643645171,0.717209025247274,-0.262858619869763,1.02501147015381,-2.51530176945218,NA,NA,-0.401017615597143,0.801096874668826,-1.25669709682471,-0.925336764891868,-0.566966776151342,0.219858091517184,-1.04156440425214,-0.733020837538328,-1.94280829814235,0.804852729851494,NA,NA,-2.84266175984694,-2.83959244468793,-2.9897414485177,-2.88031646190249,-1.6922206072324,0.449969777440589,0.58713545959816,-0.741934575644719,-0.841068497513065,-2.3631501684623,0.219858091517184,-0.84776111760088,-1.3848949628936,-0.706992549825658,0.484604041195308,0.569040293521336,0.76796277247389,-0.638591952798702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,-1.54689055135917,-2.08769532466321,-2.38391697728852,-2.46897347308172,-2.89591641319634,-2.55937360772953,-2.06576500687786,-2.02569095726831,-2.59109740477617,0.819228433425463,-1.14470105939177,-0.887550139986057,0.667420863356813,-3.0256506116327,-3.07835284402997,-2.06026655775204,-2.5099136059222,-3.09175654023261,-2.3503370029801,-2.21833323833804,-3.47519433676098,-2.63098646881082,-2.53413303620001,0.778557067158197,-0.744183962706812,-3.24683979197218,-3.20683004254167,-3.44635563293188,-3.44635563293188,-2.80688511383074,-2.79694333097843,-2.71476618083987,-1.82123355425405,-1.16354032791821,-2.66264796599547,-2.74839568298444,-2.65795513035815,-3.48251026920926,-1.54827413709001,-2.62447704635742,-2.64480697249288,-1.34639999564138,-1.27644390333958,-1.31255702103454,0.292311367808859,-3.18183055502698,-3.12122226920575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_1-5,-1.969481017466,-1.51998604333546,-1.98243919690911,-2.00497308093404,-0.55983189975604,-2.17611826988721,-2.60974967481953,-2.70539324670524,-2.38906024876862,0.918000885393132,1.21446431645733,-0.138770279554573,-0.414142703486237,-1.38738209166355,-1.45754060670884,-2.5503092030603,-2.62040734442065,-3.08930548648157,-1.59400040540516,-2.42642269483787,-1.78676411349603,-2.46313462310766,-2.71147903254824,0.637288338630978,-0.0157452117806667,-1.67278976109908,-1.62367713535618,-1.63070861190189,-1.62583218823947,-0.215531612667336,-0.265171011661246,-2.58217411112716,0.602350227668368,0.149584992545972,-2.95960127990433,-2.72272962484349,-0.213097076885808,-1.79634768791011,0.665936827139335,-2.69921604367579,-2.91279898305013,0.990600667147026,1.06329859838553,-0.938535570988232,0.925444176140474,-1.59232391851049,-1.51398031076018,-1.61051494086402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
