,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-M,711_P-2-M,711_P-2-D,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-M,712_P-1-D,712_P-2-M,712_P-2-D,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_10-14,715_P2_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_10-14,716_E3_30-34,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_10-14,717_P1_20-24,717_P2_10-14,717_P2_20-24,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_S-2-X0,0.522412295856689,-2.12056977083898,-1.71471892771067,-1.34945485966227,-1.62920703833245,-1.10717708719114,0.522412295856689,0.178831320255932,-0.900515251751128,-2.39183949853456,-2.30797961313295,-0.907944205156708,-2.30797961313295,-1.97666001556371,-1.76733843596746,-0.357596030080159,-0.522935661274342,3.60234216819627,-0.485697722469206,1.13444579872816,-2.03730371379615,-0.983847513581535,-1.7460710921437,-2.23955235419009,-1.28044863239716,-2.49315911410836,0.522412295856689,-1.43586587972154,-2.30797961313295,-1.32356132844596,-2.38838765570614,-2.03543323147598,-2.36981047025549,-2.19493092656574,-0.812909209618676,-1.23214027141338,3.76963456043533,0.629239679606807,1.98225165610882,0.518372930468925,-2.30167089572468,-0.241282864431255,-0.231882001837613,-1.39824129529016,-1.23319481027526,-1.05200393710875,-2.4853612913735,-1.81333451966912,0.522412295856689,0.522412295856689,-2.4788673458221,-1.84507233516704,-1.01412547533655,-2.4788673458221,-2.12757599009725,-1.67947097748791,-1.37297184205492,-1.72782349563578,-1.26722624403867,-2.30797961313295,-1.13068385060421,-0.825834410547461,-0.374776756493258,-0.388431194355384,-0.627303209666682,-0.222447342695432,-0.535371246427298,3.47961850455835,0.48999444826392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-S,0.468117552357982,-1.72364760541871,-1.5271842435286,-1.69933205832295,-1.94518721904884,-1.52771836709926,0.468117552357982,0.0754884655866205,-1.52040661433617,-1.38570108699876,-1.768930547698,-1.11668948039952,-1.768930547698,-1.11740324427378,-0.863221054901547,-0.681277672803214,-1.32726524522807,0.743460576543319,-1.08150048469298,-0.409577813543135,-1.4847693063115,-1.03092116141844,-1.16718969427504,-1.56523190479316,-1.91882001237124,-1.99955604392969,0.468117552357982,-1.5345394740474,-1.768930547698,-1.08434213161207,-1.72126934878582,-1.06454771337236,-0.797888276971113,-1.36960012374659,-0.49057273020312,-0.724656997610771,0.861619053310181,-1.29460630633579,-0.476865452741452,-1.37947153714803,-0.822125838561659,-1.45776310463412,-1.44260684693582,-1.04117435903576,-0.730711276010877,-0.636386880970725,-1.91808524416955,-1.82730179979603,0.468117552357982,0.468117552357982,-1.90979411385156,-1.6411055251847,-1.63169947862633,-1.88832911987002,-1.60869213775989,-1.62991979722172,-1.3596587600932,-1.2344416395378,-0.995531678335602,-1.768930547698,-0.938875411602335,-0.711028961006193,0.145081330147434,-0.442695713504488,-1.88428000992794,-1.84370291530022,-0.734537084145082,0.976481433156613,-1.10625824317228,-1.43189230510902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-M,0.520586426229048,-1.5901519145045,-1.18169532452284,-1.6730671090996,-1.92862876255875,-0.929969385527427,0.520586426229048,0.288558076773672,-0.592897110037954,-1.27384620122863,-1.23262680523016,-0.375628424549017,-1.23262680523016,-0.986436974882145,-0.932963124447864,-0.333189771391743,-0.53808939794332,1.25675305209812,-0.917366631274683,0.181694147278352,-1.86663416191662,0.365836319258373,-0.920366802815132,-1.56037749520858,-1.45911665186533,-1.34529501828237,0.520586426229048,-1.69054451441211,-1.23262680523016,-1.10534608556545,-0.977878084506625,-1.00882206742589,-0.960163992466032,-1.16277060503798,0.717985367787127,-0.308742051702515,2.19537263427864,-1.09345179077871,-0.568869687309465,-0.787416604347386,-1.28462026717438,-1.19793699286877,-1.1965964392929,-0.895670945152569,-0.563938772960054,-0.350711658415758,-2.06131391430386,-0.652332472234714,0.520586426229048,0.520586426229048,-1.87728068790058,-0.36214274265859,-0.257911664864927,-1.87728068790058,-1.52404882397366,-0.741815733339543,-0.257367673300153,-0.866139917723565,-0.762911226702695,-1.23262680523016,-0.866173232102578,0.131839121631883,1.8912476024071,-0.0492086722568956,-1.42025115563836,-1.10324894431507,0.948738740880132,2.09700053619525,-0.870322343150012,-0.992670103493985,-1.19029585056146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-D,0.587877114810441,-1.70010033341465,-0.991873322255759,-1.85699319761205,-1.12960083837883,-0.521303797975561,0.587877114810441,0.687059277865421,-1.37030550660404,-1.8339347619723,-1.66938584408423,0.544198141051532,-1.66938584408423,-1.3709656406675,-0.86673208568025,0.702717402771319,-0.12461216979956,0.47629083998968,2.42302022887806,1.31955170765758,-1.30057393774015,0.951074948731601,-1.09294447761469,-1.90718072004746,-1.01065175063466,-2.02088661505366,0.587877114810441,-1.14188425180368,-1.66938584408423,-0.886351879409943,-1.68286396130528,-1.09782785211574,-1.73672352214406,-1.24984107764491,0.566699337672704,-0.0309195652622945,1.82063007808912,-0.139123092774085,-0.108330788025738,0.331471616879371,-1.63517602671041,-0.218112596363484,-0.216897730005024,-0.538650204198205,-0.428590418846055,-0.384086441388524,-1.7443617081645,-1.19974621077961,0.587877114810441,0.587877114810441,-2.20616076987213,-1.02606192452204,-0.0720831194499039,-2.20616076987213,-1.85180393648301,-1.52536180543117,-1.04091168999782,-1.21190870783853,-0.395886208699769,-1.66938584408423,-0.639608519507058,0.789284280676574,2.64361390364858,1.45220927645666,2.31012660752634,0.910011882990183,1.17870519212172,1.78876175307745,-0.272620145848568,0.790734591290195,-0.179864042278508,1.31683191259561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X0,0.669184749893585,-2.06096344903753,-1.19682996989942,-1.92784573050797,-1.21684400680397,-0.682780453946422,0.669184749893585,0.908785364961729,-1.38067090777567,-1.63572650564973,-1.51728233290804,0.542607148167288,-1.51728233290804,-1.42452940688364,-1.91311336798304,-0.766950773354214,-0.551784959124465,1.09138786000497,1.10378252107228,0.319504286195909,-1.4134902681763,0.159134819833856,-1.03772040941143,-2.03651418824311,-1.01819823201261,-1.85975204883309,0.669184749893585,-1.15398015675191,-1.51728233290804,-0.803146727350213,-1.39118934580634,-0.889054473725782,-1.42412262633726,-1.20259629390259,-0.648440268811134,-0.894096774954784,1.13567919136675,0.165722713116475,-0.462786588021785,1.03893668735692,-1.08549888021748,1.44186705768017,1.46138555561827,-0.274008319503019,-0.270315879989522,-0.106487153071955,-1.97704336844895,-1.1329355406214,0.669184749893585,0.669184749893585,-2.28848955048548,-1.00061729111716,0.168864273113091,-2.28848955048548,-2.16988183335501,-1.28863115623056,-0.63175675685626,-1.17759771072037,-0.361657745138226,-1.51728233290804,-0.861918944680972,-0.427229084937888,0.616364962968638,1.18035094120678,-0.0331982551758192,0.988673137715113,-0.0950593314712557,1.07628923923568,-0.394145960992724,0.895112717028999,-1.03791954816641,-0.77520462997647,-0.225106573490931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_S-3-X1,0.548421192673959,-2.09295949455739,-1.21448859020056,-2.1435634931465,-1.58045090556092,-0.879257832451376,0.548421192673959,0.710631403846586,-1.2782416166045,-1.91075686991888,-1.79121735974191,-0.190937772224096,-1.79121735974191,-2.23378678839982,-2.02959492829039,-1.10578240831561,-0.692341680905511,1.77883442508012,0.218982331668726,0.112214982710088,-1.47935634451031,0.148971396303793,-1.73955920442941,-2.30292252296673,-1.01870239826348,-2.2271922488539,0.548421192673959,-1.27938972387214,-1.79121735974191,-1.11060481907294,-1.75549168663995,-1.56187396179448,-1.7077538545289,-1.51169593622698,-0.787157200277828,-0.687986697362505,1.87328141104841,-0.536159923884984,-0.671997754996759,-0.239345250188706,-1.89247830162694,1.12850712288443,1.15072951996049,-1.70557203579621,-1.56995784331192,-0.844179383322158,-2.31306986707569,-1.45975720888148,0.548421192673959,0.548421192673959,-2.53043189066503,-1.45370652084927,-0.465829102763725,-2.53043189066503,-2.19473975849925,-1.63069862568963,-1.12812437631948,-1.45370313815578,-1.3084463124272,-1.79121735974191,-0.949540613767487,0.0280229689018896,1.63658021754144,-0.250122925651535,-0.234030844324125,-0.245252847882745,0.0286371001020541,1.71694996514349,-0.575217358526081,-0.184923255652461,-1.28719518532069,-1.67729760132727,-0.396158770724132,-0.534089530442971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_1-5,NA,0.499359146700732,0.556577394283139,0.584368305000153,0.568656290266655,0.488422645051198,NA,0.205926924090703,0.174911068054423,0.658092411870559,0.381730797526808,-0.325273472790784,0.381730797526808,-0.3315293270457,0.616155295992002,0.635269880714115,0.523987201393207,0.810053330850507,0.435310742460508,0.517282713978623,0.567895362573122,0.518476804666654,0.491780051536733,-0.716543285185255,0.29536490161267,0.320735270920597,NA,0.324832611510909,0.381730797526808,0.025324010517712,0.56829260332435,1.10801914339933,0.556689805522389,0.513688864855817,0.672546372381087,0.533811468218857,0.644941080118322,0.490221739433182,0.555196321197544,0.442184690715575,0.600937794966234,0.461169356897461,0.457553315061745,0.642407408894286,0.621800840003948,0.575764475449404,0.566520393748865,0.401375143717982,NA,NA,0.441422290952825,0.41796702024907,0.480767250527322,0.519610653749388,-0.0380523777155948,0.32364782193574,0.357344202391244,0.17160278059101,-0.202322472845699,0.381730797526808,-0.283628913982507,0.637273092347675,0.618159148523121,0.593969956044365,0.387290371710123,0.400563879209236,0.54402439908838,0.702967711848486,0.618993009121054,0.522412295856689,0.468117552357982,0.520586426229048,0.587877114810441,0.669184749893585,0.548421192673959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,0.328811393803484,-0.907195775903814,-0.139025040968345,0.190841730378355,-0.508455404048258,-0.53489774523535,0.328811393803484,0.650222205575333,0.0813643094286705,0.112327635567408,-0.821187967877389,-2.06706047844513,-0.821187967877389,-1.01313556714669,-0.860120837800663,-1.88955151122291,-1.98900530542555,-1.64278371271746,-1.97308305560188,-2.19253761809626,-2.48639438819168,-1.57098910638053,-0.113327682176298,-0.0707423443818997,-0.267252791114764,-0.365609521456194,0.328811393803484,-0.0661689670451133,-0.821187967877389,-1.07038544519952,-0.796758567049712,-0.0671848528795611,-0.644877981707016,-0.575229021173272,-1.79605035320266,-2.34730000778521,-1.77133723923776,-2.09163161870553,-1.97426824040003,-2.2386025598277,-2.50430795138865,-1.84560367411894,-1.80378508651928,-2.13654751323302,-1.76970659807101,-0.276223067475477,-0.955096600257978,-0.244400306213592,0.328811393803484,0.328811393803484,-0.491674874852089,-0.80649429193255,-0.817563770612208,-0.315034306850363,0.135728773808272,-0.795853973682496,-0.766442234679992,-0.514320304025167,-1.23026329318989,-0.821187967877389,-1.33305416010758,-1.97232229524884,-1.72364816253732,-2.071187042172,-1.97982108052174,-2.42021639267201,-2.50225851807552,-1.64513969091315,-2.48973195757378,-2.15624377126837,-1.70491744810537,-1.60245330543311,-1.84611646592627,-2.20257372398153,-2.38521650891623,0.328811393803484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,0.574848137441912,-1.79296884069381,-0.398221643287724,-1.31044166904154,0.486640694396797,-1.0243394023402,0.574848137441912,0.783882755969468,-1.03218258398632,-0.126182716240803,-0.883538201126809,0.766061240524379,-0.883538201126809,-0.0216572166229428,-1.48232968693657,-0.593305654602167,-0.816045261583178,-0.83012796132044,-0.947628436442386,-1.20007787457718,-0.869037746390831,0.0690803566556417,0.178323606410813,-1.42141018723795,-0.970870899443759,-0.88113511575656,0.574848137441912,-0.0251327485384509,-0.883538201126809,-1.27736125544331,-1.04269456173244,-0.827739535231854,-0.939419671013621,-0.693646147419268,-1.0276902395621,-1.13477475304869,-0.0887085746584789,-1.33210328563551,-1.13172721374237,-1.19967548371737,-0.572088513006085,-1.1570053738858,-1.09086526499567,0.289655718932096,0.10873150731042,0.214257277807031,-1.25431911908538,-0.158212503059576,0.574848137441912,0.574848137441912,-1.40047099156861,0.549844577562677,0.774410889714681,-1.40047099156861,-1.63386014779237,-0.342197461692723,0.224835132817247,-0.424315694752692,-0.349077164636564,-0.883538201126809,-1.17209153094448,-1.52895081491439,-0.592098799217922,-1.13417823959069,-0.471142212595024,-1.35574517079043,-0.702418875158586,-0.094841997581507,-1.13540221362621,-1.05351238329432,-0.981408511134,-0.899448570197367,-0.849786005725079,-1.04901466754378,-1.03309303453855,0.574848137441912,-1.37061939111005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.464102722418868,-1.40800281741626,-0.931514562937749,-1.21461822161588,0.646181676380536,-1.10666454616077,0.464102722418868,0.501881414966933,-1.75744678486057,-0.739152547892539,-1.79651959714054,0.274912792478468,-1.79651959714054,0.778251632876867,-1.14967316175905,0.613288203757479,0.759536202852206,0.518072989506772,-0.756330452522964,-0.203705329653711,-2.01189202493785,-0.762306633077673,0.359840032352717,-1.74471065749738,-1.81440431584259,-1.60327951454987,0.464102722418868,-1.77881040726489,-1.79651959714054,-0.751144363333141,-1.74091198666715,-0.991796678595634,-1.58194961844134,-1.24552544096674,0.0863348364527592,-0.679300914516401,0.814892141783751,-0.95732585396972,-0.278877954822767,-1.18083717193036,-0.747623885874799,0.0661669034121756,0.167252263512115,1.08510318645399,1.0726174992317,1.0019461093753,-1.12946036498138,-1.17033870775334,0.464102722418868,0.464102722418868,-1.4165437410163,0.361803865914976,-0.0676854723212195,-1.4165437410163,-1.37871773902696,-1.47489657505556,-0.901087893286128,-1.15081856602153,1.19176870623784,-1.79651959714054,-0.299955501546698,-0.0199528033412339,0.682674068841334,0.295624279995008,-0.0633910126554262,-1.0998095570821,0.309606105970248,0.781021896516231,-0.0825509525732788,-0.824477742234603,-0.991644522189596,0.326552631269142,1.14847634562064,0.641387358138625,0.344889114211615,0.464102722418868,-1.51652072965529,0.468091847907533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,0.537413540069982,-0.619252416089532,-1.49833528520027,-0.39739231607841,-0.571894886186371,-1.84990839521065,0.537413540069982,0.850284123181966,-1.25501717581459,0.1067865458617,-0.651640067483044,-0.94344891475875,-0.651640067483044,-1.07662543947659,-1.38513246295554,-1.44505629961441,-1.44638356443247,-1.24399914641547,-1.68201360900638,-1.94683944393698,-1.52200486319652,-1.06641632590331,-1.86359660774998,-1.44583363093614,-2.10522086273885,0.167319660270617,0.537413540069982,-1.65052398321392,-0.651640067483044,-1.66200922448393,-0.492573803318383,-0.4886613643561,-0.288115361102475,-0.721795343587861,-1.30942228946721,-1.57195048533202,-1.27617819188116,-1.85463792568822,-1.52762194107409,-1.51361206352471,-1.21988026906701,-1.83155866985176,-1.81322891783793,-1.43001703330627,-1.50933604122529,-2.05853309182603,-1.67710462569545,-0.0101067453497002,0.537413540069982,0.537413540069982,-1.10642545607946,0.0013666022878626,0.0240668301450682,-1.11049721147235,-0.791201813943101,-0.0819829489629018,0.0815260599877065,-0.345184966015131,-1.45721615940472,-0.651640067483044,-1.87912099713438,-1.76126443207808,-1.52998116749982,-1.75094388009062,-1.80342658006281,-1.86651088114689,-1.46690702400216,-1.24048959904168,-1.81505906367582,-1.88925598803969,-1.07831579202258,-1.4728021208969,-1.32288335021189,-1.56653072606014,-1.82598364738114,0.537413540069982,-0.103865349573378,-0.762122208348439,-0.879597502284342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,0.565360223690324,-0.76774455493692,-1.59124981261057,-0.530044859427073,-0.813465167423726,-1.24838600282975,0.565360223690324,0.832188959686474,-0.660019752533242,-0.226640691578426,-0.655508709077866,0.196902661506845,-0.655508709077866,-0.881719590802842,-1.23494795113206,-0.882357876371461,-1.07727439126412,0.887667924507244,-0.315360463911184,-1.08392586580856,-1.88002847745125,-1.36507183721647,-0.0698203211340695,-1.35174070420542,-1.50053112831998,0.179537928358587,0.565360223690324,-1.85122068012769,-0.655508709077866,-1.73869257654847,-0.612785184098419,-1.02161792156914,0.132663079756452,-0.551711682311359,0.509602929962649,-1.026342914615,0.856872614856063,-0.92479994660592,-0.478644229387702,-1.97409506354048,-1.88324496335033,-1.67720946039298,-1.66212739776812,-0.410132954983028,0.432067576505344,0.443316056427042,-1.57162459288439,0.695011319607531,0.565360223690324,0.565360223690324,-1.35246386104132,0.573380725060234,1.19177350331771,-1.35246386104132,-1.06909652350254,0.371008366133856,0.784022465772295,0.0521964600439904,-0.721488415390803,-0.655508709077866,-1.44923141013017,-0.914203214994024,-0.0401779596368018,-1.00993075490648,-2.13653413896823,-2.00784392400016,-1.13186547319721,1.11260661443884,-0.721751808631195,-1.51346176988959,-1.62035265639837,-1.67224781979747,-0.368510585129617,-0.855029748026307,-1.379380726664,0.565360223690324,-1.08162816841427,-1.2122507850423,-1.2237323906496,-1.55774032258668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,0.594241132558431,-0.979309470681255,-0.775529449447241,-1.07133310281805,0.0107518761970299,-0.492466437683864,0.594241132558431,1.1258337796626,-0.921976672359913,0.271649782232749,-1.13134234814161,-0.622263451057804,-1.13134234814161,-0.96350092527997,-1.3280905717278,-0.808739552753622,-0.840722680307028,0.0806294562120259,-0.285764106522791,-0.756644448337777,-0.587772093078305,-0.627908786654071,-1.74454893503042,-1.55862143717735,-1.37915555480799,-1.17427741257418,0.594241132558431,-1.44636127536162,-1.13134234814161,-1.51796349412126,-1.2408864927839,-0.836585129295021,-0.827352430205036,-1.23017630465894,-0.568859252429251,-0.853855909444713,0.113970838994267,-0.743015903594971,-0.417680018496542,-1.77951705167878,-0.727897004969026,-0.41311086417049,-0.321254230796116,0.82262261481828,1.59236341636535,-0.249038235876265,-1.9052070512014,-0.925812952336888,0.594241132558431,0.594241132558431,-1.78866908902211,-0.632758100964353,0.0862140402258827,-1.78866908902211,-1.38221001635534,-0.168698566382425,0.446321356656027,-0.538290067875832,-1.20151258592608,-1.13134234814161,-1.44099054261533,-0.71188349332055,-0.342942437979461,-0.835094190820171,0.170863979144095,-1.22277439297597,-0.345159739635722,0.272054364900997,-0.61867336661273,-0.534853882011337,-0.911885823868101,-0.526270767551123,-0.321625155560065,-0.359952395805673,-0.104881298535591,0.594241132558431,-0.252947391982539,-0.352651442096875,-1.68020009980678,-2.12944996365638,-0.505307427244336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
