,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
49,1,-0.5048,-0.1652,-1,-0.284,-0.9958,1,1,-0.9932,-1,-0.9998,0.0346,1,-0.9992,-0.9996,1,-0.0196,-1,-0.5004,-0.971,0.193,1,-1,-0.99,-1,1,-0.9292,-0.9928,-1,-0.9934,-0.601,1,-1,-1,-0.8552,-0.665,-0.7268,1,0.456,-0.9998,-0.4808,1,0.889,-0.9964,-1,-0.6888,-0.3088,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,-0.0442,0.2946,-0.9928,-0.8038,-0.8646,1,1,-0.0618,-1,-0.6028,-0.2488,1,-0.9956,-0.9864,1,-0.3444,-0.984,-0.7598,-0.944,0.4588,1,-0.99,-0.9934,-1,1,-0.9796,-0.7314,-0.9998,-0.9528,-0.2742,1,-1,-1,-1,-0.9912,-0.9716,1,0.6222,-0.986,-0.397,1,0.8468,-0.321,-0.9944,-0.7858,-0.276,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,0.8526,0.036,0.415,0.5938,-0.592,1,1,0.8832,-0.9938,0.25,-0.2554,1,-1,-1,1,0.8654,-0.0894,-0.1706,-1,-0.000199999999999978,1,0.5166,0.7292,-0.9734,1,-0.9762,0.5964,0.0156000000000001,-0.2684,-0.4652,1,-1,0.5134,-0.1548,-0.4612,-0.5036,1,0.7516,-0.0382,-0.1598,1,0.1302,0.5882,-0.3422,0.202,-0.369,1,-0.18,0.1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,-0.4842,-0.796,-0.9844,-0.1476,-0.8264,1,1,-0.534,0.6778,-0.1154,-0.4954,1,-0.7628,-0.7656,1,0.4866,-0.9586,-0.8692,0.4088,0.0422,1,-0.9908,-0.8324,0.00340000000000007,1,-0.9536,-0.509,-0.912,-0.9464,-0.6564,1,-0.9968,-0.9768,-0.336,0.2954,0.6208,1,0.6316,-0.9726,-0.304,1,0.913,-1,-0.978,-0.911,-0.7522,1,-0.8974,-0.8974,-0.3852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,-0.5502,0.6038,-0.9886,-1,0.3128,1,1,0.442,-1,-0.4216,-0.2538,1,0.5284,0.581,1,-0.3562,0.0222,-0.3028,-0.9852,0.7628,1,-0.4608,-0.9994,-1,1,-0.917,-0.3748,-0.8616,0.0316000000000001,0.443,1,-1,-0.429,-1,-1,-1,1,0.3094,0.3472,0.1454,1,0.8334,0.131,-0.011,-0.1222,0.0980000000000001,1,-0.9974,-1,0.7126,-0.9788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,0.2858,-0.6718,-1,-1,-1,1,1,-0.7968,-1,-0.891,-0.9706,1,-1,-1,1,0.5184,-1,-0.8132,-0.988,-0.5786,1,-0.9994,-1,-1,1,-0.238,-0.9602,-1,-1,-1,1,-0.9634,-1,-1,-1,-0.993,1,0.76,-1,-1,1,0.9918,-0.704,-1,-0.999,-0.967,1,-0.9886,-1,-0.9388,0.5186,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,0.6442,-0.5978,-0.7718,0.0648,-0.9918,1,1,0.0494000000000001,-1,-0.444,-0.5498,1,-1,-0.9992,1,0.7312,-1,-0.9124,-1,-0.1562,1,-0.8752,-0.288,-1,1,-0.817,-0.5516,-1,-1,-0.9046,1,-1,-0.9816,-0.8186,-0.9948,-0.9302,1,0.9628,-1,-0.8628,1,0.8836,-0.19,-0.993,-0.9492,-0.8334,1,-0.9094,-0.961,-0.3172,-0.3424,-0.8418,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,0.6622,-0.4824,0.0346,0.455,-0.9294,1,1,0.6386,-1,0.215,-0.1994,1,-0.941,-0.8354,1,0.9116,-0.955,-0.6778,-1,-0.0274,1,-0.7056,0.2488,-1,1,-0.8592,-0.2624,-0.9176,-0.9984,-0.1976,1,-1,-0.9036,-0.3092,-0.7494,-0.417,1,0.969,-0.9086,-0.3352,1,0.8848,0.4246,-0.7802,-0.9196,-0.7456,1,-0.144,-0.565,-0.257,-0.3802,-0.5928,-0.9998,-0.9722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.8046,1,1,1,1,1,0.7528,0.763,1,1,1,1,0.5946,1,1,0.554,1,1,1,1,1,0.975,1,1,1,-0.5768,1,1,1,1,1,0.814,1,1,1,1,1,0.5576,0.9988,1,1,-1,1,1,1,1,1,-0.6118,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,-0.9136,-0.956,0.508,0.235,-0.7912,1,1,-0.2898,-1,-0.8858,-0.9998,1,-0.1702,-0.2394,1,-0.5076,-0.724,-0.6914,-1,0.2306,1,-0.3208,0.0262,-1,1,-0.9612,-0.9972,-0.0878,-0.8936,-0.9706,1,-1,-0.724,-0.9908,-1,-1,1,0.2542,-0.6222,-0.812,1,0.2392,-0.8344,-0.624,-0.9752,-0.766,1,-1,-0.9934,-0.4228,-0.9646,0.3476,-1,-0.9982,-0.9948,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,0.459,-0.3108,0.8246,0.7004,-0.2028,1,1,0.7334,-0.986,-0.0222,0.0911999999999999,1,-0.1408,-0.0184,1,0.7604,-0.481,-1,-1,0.3326,1,0.5342,0.8024,-0.9924,1,-0.814,-0.4,0.2116,-0.8518,0.0162,1,-1,0.1152,0.0162,-0.2562,-0.00219999999999998,1,0.5452,-0.3036,0.2256,1,0.1676,0.399,0.3084,-0.5362,-0.4878,1,-0.1738,-0.1156,0.2638,-0.6868,0.6488,-0.8484,-0.5028,-0.9044,1,-0.7092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,0.707,0.00639999999999996,0.778,0.7696,-0.3806,1,1,0.916,-0.969,-0.0208,-0.049,1,-0.8574,-0.7654,1,0.8612,-0.2152,-0.9856,-1,0.1414,1,0.5204,0.8096,-0.9328,1,-0.4258,0.0513999999999999,0.1164,-0.787,-0.2698,1,-0.9968,0.3278,0.2312,-0.377,-0.1264,1,0.6184,0.1246,-0.0572,1,0.5396,0.417,0.1272,-0.0344,-0.3762,1,0.026,0.0993999999999999,-0.539,-0.4322,0.6148,-0.792,-0.5988,-0.8828,1,-0.428,-0.8768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,-0.7472,1,1,1,1,1,0.7658,0.9986,1,1,1,1,-0.9732,1,1,1,1,1,1,1,1,1,1,1,1,0.9648,1,1,1,1,1,0.9974,1,1,1,1,1,0.9984,1,1,1,-1,1,1,1,1,1,0.9928,1,1,1,1,1,1,1,1,0.8132,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,0.5638,-0.0138,-0.1318,0.7056,-0.9716,1,1,0.804,-0.537,0.7048,0.2016,1,-0.721,-0.6772,1,0.8244,-0.781,0.0184,-0.9818,0.2648,1,-0.043,0.0556000000000001,-0.5952,1,-0.9272,-0.2,-0.929,-0.688,-0.2592,1,-0.999,-0.3976,0.448,0.2488,0.4878,1,0.5542,-0.84,0.2212,1,0.9906,0.1466,-0.9858,-0.6348,0.1996,1,-0.0762,-0.359,0.438,-0.523,-0.3874,-0.551,0.278,0.4758,1,-0.9992,-0.1162,-0.047,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,0.4978,0.1284,0.9,0.816,0.3096,1,1,0.7832,-0.691,0.4918,0.0740000000000001,1,0.664,0.6998,1,0.6634,-0.26,-0.5948,-1,0.5172,1,0.6306,0.7678,-0.8008,1,-0.986,-0.322,0.3518,-0.5196,0.3168,1,-1,0.5388,0.237,-0.3304,-0.1712,1,0.5602,-0.2458,0.3798,1,0.9936,0.7318,0.2678,-0.654,-0.1756,1,0.125,-0.0942,0.7644,-0.297,0.5832,-0.676,-0.1938,-0.3696,1,-0.8872,-0.3216,0.2524,1,-0.6558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,0.324,-0.3116,0.644,0.4886,-0.4082,1,1,0.7938,-0.9778,0.1024,-0.9244,1,-0.5652,-0.478,1,0.1612,-0.491,-0.4784,-1,-0.215,1,0.4072,0.4802,-0.9564,1,-0.5254,-0.129,-0.593,-0.79,-0.7808,1,-0.9958,0.3382,-0.3122,-0.9076,-0.9268,1,0.214,-0.8082,-0.818,1,0.9944,0.4524,-0.6898,-0.45,-0.4198,1,-0.2384,-0.4908,0.4892,0.1034,0.0851999999999999,-0.9872,-0.729,-0.4166,1,-0.7238,-0.1382,-0.2746,1,-0.5114,-0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,0.913,0.0444,-0.00860000000000005,0.729,-0.9868,1,1,0.6772,0.8752,0.7472,0.7498,1,-0.9842,-0.98,1,0.9754,-0.876,-0.0658,0.0522,0.6714,1,-0.204,0.2476,0.6674,1,-0.9998,0.3182,-0.585,-0.7364,0.1164,1,-1,-0.6174,0.692,0.8782,0.9228,1,0.9204,-0.4824,0.657,1,0.8174,-0.2136,-0.3606,-0.2694,0.4398,1,0.3658,0.3404,-0.7456,-0.4022,0.212,0.888,0.461,-0.0648,1,-0.9448,-0.5914,-0.4184,1,0.6808,0.5536,0.7828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,0.819,-0.1596,-0.1228,-0.0154,-0.8034,1,1,0.7682,-0.9862,0.2208,-0.0639999999999999,1,-0.845,-0.8136,1,0.6438,-0.858,-0.99,-0.9968,0.5472,1,-0.0874,-0.1876,-0.9876,1,-0.9546,0.3158,-0.607,-0.903,-0.148,1,-1,-0.461,-0.6488,-0.1202,0.1582,1,0.5884,-0.6356,0.2452,1,0.2538,0.143,-0.1654,-0.446,0.0132000000000001,1,-0.483,-0.7448,-0.0748,-0.9448,-0.2456,-0.8334,-0.5106,-0.5784,1,-0.6502,-0.6978,-0.4946,1,0.1484,0.0642,-0.0108,-0.8002,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,0.4288,0.142,-1,-1,-0.9658,1,1,-0.0582,-1,-0.9726,-0.4754,1,-1,-1,1,0.298,-1,-0.5768,-0.994,0.1348,1,-0.999,-0.9994,-1,1,-0.3774,-0.9432,-1,-1,-0.3712,1,-0.9928,-1,-1,-1,-0.9964,1,0.731,-1,-0.9608,1,0.9802,-0.3392,-0.9998,-0.76,-0.5882,1,-0.9576,-1,-0.1988,0.373,-1,-1,-0.9986,-0.6526,1,-0.9994,-0.36,-0.257,1,0.171,-0.2284,-0.8998,0.8732,-0.7126,NA,NA,NA,NA,NA,NA,NA,NA
68,0.6388,1,1,1,1,1,-0.8542,0.936,1,1,1,1,-0.991,1,1,0.733,1,1,1,1,1,0.9972,1,1,1,0.2598,1,1,1,1,1,0.8136,1,1,1,1,1,0.253,1,1,1,-0.9996,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-0.8622,1,1,1,0.6418,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
69,1,-0.8562,-0.9898,0.595,0.3556,-0.769,1,1,-0.5426,-1,-1,-1,1,-0.2568,-0.2708,1,-0.502,-0.6712,-0.8876,-1,-0.6116,1,-0.6824,0.2304,-1,1,-0.9592,-1,-0.0332,-0.86,-1,1,-1,-0.6922,-0.864,-1,-0.9994,1,0.2372,-0.9906,-1,1,0.3688,-0.8352,-0.87,-0.9998,-1,1,-1,-0.9848,-0.1812,-0.9814,0.4424,-1,-1,-0.8642,1,-0.8952,-0.4036,-0.0682,1,-0.9996,-0.9828,-0.8544,-0.543,-0.3226,-1,1,NA,NA,NA,NA,NA,NA
70,1,-0.3148,-0.6986,0.7214,0.6022,-0.444,1,1,-0.269,-0.9262,-0.7608,-0.8296,1,0.1874,0.14,1,0.4282,-0.232,-1,-1,0.1734,1,-0.4648,0.4596,-0.9558,1,-0.9926,-0.8588,0.3166,-0.8996,-0.7926,1,-1,-0.523,-0.283,-0.5016,-0.1708,1,0.4504,-0.7514,-0.5832,1,0.2014,-0.525,-0.0804,-1,-0.8984,1,-0.6608,-0.5692,-0.5008,-0.8878,0.6218,-0.8508,-0.981,-0.9992,1,-0.6262,-0.9616,-0.8626,1,-0.86,-0.9258,-0.5772,-0.9948,-0.8768,-0.385,1,-0.5516,NA,NA,NA,NA,NA
71,1,0.3252,-0.4286,0.6206,0.6698,0.0573999999999999,1,1,0.65,-1,0.3032,-0.779,1,-0.3978,-0.2606,1,0.7224,-0.6442,-0.876,-1,-0.3022,1,0.2678,0.6548,-1,1,-0.9682,-0.3296,-0.5006,-0.9228,-0.358,1,-1,0.1278,-0.1382,-0.6398,-0.3514,1,0.6862,-0.9456,-0.4926,1,0.9094,0.741,-0.6228,-0.9178,-0.8692,1,-0.1194,-0.2848,0.4174,-0.6164,0.2076,-1,-0.6718,-0.6732,1,-0.6666,-0.6704,-0.3596,1,-0.1262,-0.6338,-0.899,0.6068,-0.1422,-0.568,1,-0.9956,-1,NA,NA,NA,NA
72,0.9928,1,1,1,1,1,0.998,-0.944,1,1,1,1,0.8744,1,1,-0.4988,1,1,1,1,1,-0.2916,1,1,1,-0.6496,1,1,1,1,1,-0.9278,1,1,1,1,1,-0.7806,0.979,1,1,0.538,0.9984,0.9982,1,1,1,-0.635,1,1,1,1,1,1,1,1,-0.6516,1,1,1,0.9186,1,1,1,1,1,1,-0.4784,1,1,1,NA,NA,NA
73,1,-0.1638,0.0162,-0.9748,-0.3784,-0.8134,1,1,0.0629999999999999,-1,-0.897,0.3086,1,-0.8898,-0.8844,1,-0.133,-0.9792,-0.6894,-1,0.444,1,-0.8534,-0.6288,-1,1,-0.997,-0.4082,-0.9958,-0.685,-0.1836,1,-1,-0.9964,-1,-0.9166,-0.9812,1,0.3712,-0.7776,-0.0268,1,0.1096,-0.6952,-0.9448,0.0162,0.0406,1,-1,-0.9922,-0.2732,-0.9806,-0.4852,-1,-0.6612,-0.0478,1,-0.9312,0.3256,0.3102,1,0.0466,0.713,0.4864,-0.7988,-0.7302,-0.9998,1,-0.7044,-0.3488,0.5716,1,NA,NA
74,1,0.4996,0.0564,-1,-1,-0.9998,1,1,-0.3042,-1,-1,-0.6068,1,-1,-1,1,0.5796,-1,-0.5534,-0.6602,0.28,1,-1,-0.9998,-1,1,-0.4364,-0.9196,-0.9998,-1,-0.6428,1,-0.8084,-1,-1,-1,-0.8734,1,0.7054,-1,-0.9798,1,0.9168,-0.9102,-1,-0.7778,-0.5948,1,-0.9858,-1,-0.3894,0.5522,-1,-1,-1,-0.7414,1,-1,-0.5118,-0.3422,1,0.1268,-0.0694,-0.869,0.9126,-0.8384,-1,1,-1,-0.4486,-0.6754,1,-1,NA
