,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34
713_E-1-X0,0.415635124930752,0.487168667001421,0.500696556328361,0.668263585141993,0.922924328081239,0.104677396170388,0.172190500448825,-0.156435788428034,0.240393849942099,0.769646926115701,0.257913938080202,0.75678073601685,0.661600823101927,-0.0955331260362655,0.397480432460431,0.262403757305784,-0.491975937116156,0.483284164540509,0.510729651657197,0.846468821429879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X1,-0.391148306960795,-0.546140545643036,-0.110199209293773,-0.41453804933615,-0.161966061866128,-0.560614040469787,-0.706186029088442,-0.77131580145477,-0.567778511613315,-0.0593872348681572,-0.0778585703567135,-0.0676305008754845,-0.220231463672448,-0.869225844849337,-0.373114198383017,-0.540552025642908,-0.988560527923004,-0.515792129682523,-0.341608397703612,0.0139004734792768,-0.475111164793484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-S,0.418009113554548,-1.23602658433313,0.265311020922339,0.315879003636983,0.0794556247680334,-0.162720426354889,0.381749332797631,0.842855637145014,0.267660636892997,1.13986225576595,0.55477073100119,-0.208273961330074,-0.000143201680999297,1.23165819868603,-1.67608554768329,-0.40019715022527,1.10471627575693,-0.48886666879346,-0.385161963854381,0.689940874183482,0.67976295731706,-0.703021783629383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-M,-0.157045927691623,-0.753440698607709,0.196741851104781,0.153202091684939,-0.111178252019461,-0.00045122423752972,1.31545146554817,1.28286809938237,1.9351423096981,0.920283745669399,0.44557508769244,-0.340728943118863,-0.0705667893281311,1.52007086138009,0.471841716681796,1.11037952081235,1.53433000404005,-0.732837410739342,-0.557555098928182,0.365511217192383,1.01669874613568,-0.886640584678546,-0.466042914779985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-D,0.0400166042623828,-0.36272033995817,0.131050604961974,0.151389889092421,0.407495957411974,-0.724308967314022,0.215511712085992,0.149537940820277,0.701962938406859,1.46553988010511,0.582119922535606,-1.86993608235302,-1.75871676224811,0.11495489259733,-1.76147736769201,-1.02423758889525,-0.0743786151120185,-0.852665451928232,-0.757533761613662,-0.868707973502391,0.0777653095415596,-0.821716255981351,-0.265007617223347,0.299611963084828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X0,0.281110284901727,-0.48546553875219,-0.487865955555619,0.0451291208841398,-0.0572500050065958,-0.701439494464604,-0.787031641724249,-0.625637417213835,-1.25321728488146,-0.572009579762548,0.252923080841647,0.672829106717479,0.653516790892946,-0.124456815547226,0.890654045872886,1.04404899863345,-0.241226374619656,-0.801434482154149,-1.10521049257036,0.06804737029005,-1.04748558147166,-1.14973186205959,1.67507182981257,1.19572331313106,-0.893822603088873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X1,0.595154028902107,0.629200840282087,0.670767634281822,-0.0461324518049323,0.581601497564283,-0.0653999894825112,0.423767573838336,0.259457834183499,0.528093007027984,0.629561478874341,-0.196521143472341,0.554937257513632,0.267792555656229,-0.0408648277826065,0.455995738020255,0.927893871445764,-0.110054598967691,-0.195732441700452,0.2878049518361,0.609371361305845,0.20584280512108,-0.336864321027728,0.78021613598777,0.38840042085523,0.253864691903349,-0.422015759252386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-S,0.368554959454825,0.332933509385959,0.0621737935985477,0.228462866352941,0.545259463519819,0.624865450270636,1.0339836342578,0.756927874482764,1.57782124223464,1.74121031125269,0.936146358674745,-2.09125232061449,-1.93371625969564,1.16369563162906,-2.15414157032858,0.871586879747539,1.08523997260389,0.00938537702943791,-0.119039063608067,-1.13791372948181,0.80603339546003,-0.361812159978793,0.645760942531976,0.632288384504136,0.186626921867045,-0.67835072812992,0.514906365011799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-M,0.478073839034965,-0.438198410184204,-0.381391810454275,-0.395345567848503,0.332899220714517,-1.05722290735349,0.416049845659912,0.736778885272208,0.0289212351334326,0.983331254288114,0.755256237598403,-0.380531283277107,-0.236319390491671,-1.59782087922575,-1.29763468347386,0.297846181736585,-0.723488865609358,-0.736360556349174,-0.614712501872131,-1.54004621037544,0.0830125050151973,-0.48425486862669,0.856757907588697,1.29339479545925,0.221721802797755,-1.35382458861942,0.429850782301373,0.180509731944687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,0.327906591905503,0.407391709657392,0.406310523629516,0.00428809722443983,0.361853486605493,-0.168080170323914,0.0487616374157345,-0.193896186813544,0.196628235684289,0.34616760888137,-0.282507700815257,0.535155551850878,0.309356040186543,-0.241794197416851,0.405716015050251,0.354481579874668,-0.350204385319144,-0.111951707133393,0.136160082014697,0.245481534158924,-0.0837827719011249,-0.0382639325312768,-0.0364900399912087,-0.225119151802476,0.0324285591801631,-1.00664539999926,-0.0171094787607015,0.367567192298453,0.153395065834783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,0.327906591905503,0.407391709657392,0.414004399124399,0.00428809722443983,0.370055188983432,-0.177838742819961,0.0487616374157345,-0.193896186813544,0.196628235684289,0.334574302339874,-0.284543890943911,0.541035275441274,0.309356040186543,-0.241794197416851,0.405716015050251,0.354481579874668,-0.350204385319144,-0.162792297583061,0.141626149057196,0.282827268790706,-0.0837827719011249,-0.0762162469627469,-0.0364900399912087,-0.225119151802476,0.0324285591801631,-1.00664539999926,-0.0171094787607015,0.367567192298453,0.153395065834783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,-0.391148306960795,-0.546140545643036,-0.110199209293773,-0.41453804933615,-0.226875116296119,-0.57602864062423,-0.706186029088442,-0.77131580145477,-0.567778511613315,-0.0930591527907123,-0.0609020595845958,-0.0676305008754845,-0.220231463672448,-0.869225844849337,-0.373114198383017,-0.540552025642908,-0.988560527923004,-0.584950193462762,-0.3848677094604,-0.00968430558420938,-0.475111164793484,NA,-0.703021783629383,-0.886640584678546,-0.821716255981351,-1.14973186205959,-0.336864321027728,-0.361812159978793,-0.48425486862669,-0.0382639325312768,-0.0762162469627469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,0.135666808156963,-0.265250656419755,0.960649124253041,0.690106720832965,-1.2460575537517,1.25860958353597,1.30659095757279,0.813337974674886,-1.20938740221556,-1.22893001862235,0.981777805362326,-1.90273962604029,-1.77157289056281,1.39094130993462,0.812578587267917,1.09748477393501,1.29164526730899,0.17950651570539,-3.485246182953,-2.26116644522525,0.822877561881783,0.818332864242809,0.338980344419728,0.078679114306815,-0.0343883207029531,-0.546735953653069,1.15940300496508,-1.93252854809814,-2.26506246228385,0.706244366101472,0.954178048481183,0.855253593804698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,-1.66708923434889,-2.73153805813745,-1.71523632446228,-1.22643682292971,-2.8800866955148,-0.433359156388234,-1.49251801551128,-1.74946516757866,-3.07409107416615,-2.37952257565134,0.29904919005434,-0.608822053758005,-0.754905787564311,-1.0610062211747,-1.44328122447812,-1.33116301021524,-1.31157038939762,-0.625349822706825,-3.03013381853406,0.0326973433365277,0.192652318473391,0.00850876227596798,-1.56559331419863,-1.68250186682615,-2.44502925965163,-0.985129388575062,0.280417777272635,-3.28271848237765,-2.5243127585518,-0.161549714756918,0.112341468944404,0.061672255255472,-2.46617771668036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,0.152321732631875,-0.777319091877081,-0.782122847005186,-0.0958962698087966,-2.12230449234646,0.0814361138431686,0.554439649042436,-0.676685358463262,-1.5248772689378,-2.84312588253655,1.01978875597643,0.946710178446872,1.09368856001439,0.923988044164554,-0.13724392253426,1.13873299621441,0.976394761431488,-1.39124472287549,-3.49204655297368,0.204205961031905,1.0752483468501,0.124638373924167,0.337177792885242,-0.0612917329773411,-1.09334140124943,-0.123641966822899,0.742077747413992,-2.17986013187424,-2.14944107888054,0.669496466211632,0.595152030381942,0.0565195549413782,-1.65611791537031,0.496676356212057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,1.57381728324108,1.65481155016092,1.49960219955886,1.30574998359409,1.50436311099573,1.7634007533815,1.96465143517412,1.92795328654746,1.61663268014135,1.69047964789977,0.945552783226225,1.10638908440661,1.31076054160969,1.61712163097799,1.65270581884148,1.84511209267242,1.62152502099777,1.54129783656014,1.68145713698908,1.52996617692498,1.61345659611447,0.774045853904946,1.33483710198283,1.2160880706605,1.48237255778601,1.58971724835324,1.18966158530201,1.62455531591854,1.73294489207108,0.851284453510032,0.880328918309348,0.772919922865416,1.72149413252022,1.15880481824376,1.46620904731686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,0.152321732631875,-0.777319091877081,-0.782122847005186,-0.0958962698087966,-2.12230449234646,0.0814361138431686,0.554439649042436,-0.597847814436709,-1.5248772689378,-2.84312588253655,1.01452847981388,0.946710178446872,1.09368856001439,0.923988044164554,-0.0420774765929844,1.13873299621441,0.976394761431488,-1.39124472287549,-3.49204655297368,0.204205961031905,1.12755715544309,0.14054052662698,0.337177792885242,-0.0612917329773411,-1.09334140124943,-0.0472696419047673,0.763132895047387,-2.17986013187424,-2.18820200838744,0.6862265532373,0.616254362501927,0.0660631820953182,-1.4862346615223,0.534659837611937,NA,1.46620904731686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,-1.25236053754377,-2.47529562961378,-2.58731533603299,-2.44699425535226,-2.8922353445633,-1.69107548768854,-1.29771579457105,-1.44391163101533,-3.02046093034511,-2.81040861595694,0.0105804533402361,-0.505614631632437,-0.732595455979228,-1.36346380667727,-0.892940289434359,-0.82380696009083,-1.34616848792639,-3.24329541692924,-3.18136544472529,-1.38196966077882,0.121574907361094,-0.85215498581169,-1.20068910763,-1.51056870744395,-2.6379666781767,-0.823288515647983,-1.04491172958331,-3.03634765023974,-3.08164016659979,-0.571361909330636,-0.718073441459226,-0.909543353529141,-1.00611915024715,0.482065542177946,0.53433461800183,1.08680794231873,0.53433461800183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E1_1-5,0.789536678150586,0.63813973881174,-0.168589761359426,0.60030609343688,0.621528049370094,-0.708288076398137,0.110067657779942,-0.720556204773276,1.39527770246427,1.05977211705242,0.808323983028183,-0.254527911324424,0.319193616235326,-0.271542046742735,-0.466751999390445,0.446940779538188,-0.647555365206804,-0.850864166386437,-0.938868240297585,-1.06354642152592,0.310452556023455,-0.541757431504556,0.464408925551616,0.272076902209803,-0.0350144904064375,-0.821021025406913,0.534996932784359,0.361529038218155,-1.26003987548694,0.205960058477608,0.205960058477608,-0.541757431504556,-0.109758013350257,-2.32006752559431,-1.30709174572085,1.59337553017918,-1.30709174572085,-3.10044830215433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_1-5,1.2989860730326,0.302109273590573,0.103335998098383,0.625140384479004,1.475973428664,-0.342908826334488,0.307112351528847,-0.488877577926604,1.07636145994421,1.98213311607948,0.742352304211431,-0.279156070049788,-0.0943228015334063,1.20835775304152,0.18179398937264,-0.640335972862886,0.453768179950755,0.473548032782579,0.67433693389511,0.676128550793658,0.209540565293808,-0.855166375804885,0.178942877283107,1.02061648263436,-0.460595271025794,0.285176834360052,0.247756089119955,1.17654374156919,-0.459359501061452,-0.0811431861668153,-0.0811431861668153,-0.855166375804885,1.86620968069361,-0.812003001152232,1.08185175500339,1.74217484223565,1.08185175500339,-0.785051663967512,0.271301116833093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715_E2_20-24,0.791151415007968,0.681899704674071,-0.100115977088006,0.666819565118337,0.721987202734268,-0.875429900391589,0.0164826060055074,-1.47030727419111,1.41753561847097,0.852051616133382,0.671204821183089,-0.127018458585227,0.398918973785625,-0.562874689270074,-0.183299770922455,0.495107049570843,-0.801370003415592,-1.12279170744843,-1.09062551555886,-0.729755716619593,0.255942208743667,-0.539008221944229,0.985025375679745,0.852797221676577,0.0729338157472721,-0.838191688759978,0.449540594239575,0.342388230856391,-1.37177970838848,0.162727271977266,0.162727271977266,-0.539008221944229,0.602151742995774,-2.11709934922652,-0.544512229878333,1.57454392205075,-0.544512229878333,-2.57604047215057,0.255658085985728,0.278512484725351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
