,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-3-S,711_E-3-M,711_P-1-S,711_P-1-M,711_P-2-M,711_P-2-D,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-D,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-2-S,713_E-2-M,713_E-3-S,713_P-1-X1,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_20-24,715_E2_30-34,715_E3_20-24,715_E3_30-34,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_10-14,715_P2_20-24,715_P3_10-14,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_10-14,716_E3_10-14,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_P1_10-14,717_P1_20-24,717_P2_10-14,717_P2_20-24,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
714_E1_1-5,0.0557408250784409,-0.0385326615388968,0.853569163896558,0.981420548219841,0.530968119103515,NA,-0.406714977422886,0.815220907708215,0.664044949964273,0.450408010242553,0.357894759922761,0.83133057200069,0.0454073769046524,1.24522456952277,1.48276071615389,1.46113360260779,0.438970112126711,0.200666487461392,1.46002644448309,0.794838661783385,1.18332614883347,-0.457897523626421,0.80139173944919,0.482682596094299,0.672029067017411,0.219785116562695,0.490072593724194,1.00552893177887,0.835488828798202,-1.72918980280567,1.10712230196697,1.21741622687189,1.12956553906343,1.19017639564976,0.919908348548381,1.2819599514652,0.882479554373609,1.42086476379699,1.43001974598941,-0.0441525383626483,0.029423822008376,-1.72918980280567,0.648536340630975,0.480969517763386,0.201004587566903,1.70309257639671,1.16230453209943,1.4250117353455,1.30349506207982,1.38411460509921,1.44338348101981,1.48225123161796,1.44508510628931,0.924731892035087,0.941882478074562,1.47765798134538,0.895704446982022,0.906640083276521,1.05629014072165,1.22763971817594,0.928673461695587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_5-9,1.30934231835897,0.463791105319681,-0.479299481614343,1.50973346573047,0.550892567596714,0.122272935624661,1.20978968254175,1.03851530303579,-0.105879630873591,-0.313999675786923,-0.607909946697193,0.0613038552176811,0.107323447270699,0.166483599223631,1.44870725123732,1.36055238070556,0.00932322830042655,-0.134728670213701,0.944677468305777,1.53355387551317,-0.254227358365798,1.40502102830395,0.989904067613893,-1.29730268986008,-0.110525763075766,0.689511204165591,-1.22235863487201,0.980852407168449,0.0909736344128251,0.867461677234567,0.340783740216333,0.59940244521207,0.505545670468864,0.763900086543423,0.0121335742941337,-0.125269363126137,-0.515438980111352,-0.133666748534769,0.12776347568367,1.02724302961236,1.02724302961236,0.867461677234567,1.19828895071695,1.10087431526094,0.89317809204336,2.0974852281391,1.41600247769869,1.37015234422243,1.10689638591067,-0.0168657187837653,1.29055741535967,1.44004213168979,0.657711856091719,-0.14462032401208,0.196109438663963,0.571709513312013,-0.477434831674444,-0.330769243171853,-0.174770585859369,-0.0977749487138091,-0.903467572902931,0.122272935624661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_20-24,2.1806462501637,0.915495595405739,0.237029879924838,1.20569878389466,0.462262423809694,-0.387184161821359,1.45667974558453,0.794361899726202,0.0365501805593131,-0.206566176083499,-1.93604323882761,0.242908705426618,-1.15222756957727,-0.632046114545288,0.00791735216424911,-0.022327397205507,-0.280275945294317,-0.026791355655047,-0.311862930492572,0.891475084429672,1.35022179396654,1.80252238166281,-0.274185688272795,-1.47112080451039,0.0361128144388115,-0.448966279444388,-1.39384696647832,-0.0447437805450126,0.185666625518524,1.26140015642668,-0.811241408714787,-0.240635895834448,-0.490654890832918,-0.726148232617887,-0.269699495975886,-0.642245608543385,-0.6114975499836,-0.59600174701807,-0.488942540372693,-2.30707731899164,-2.30707731899164,1.26140015642668,1.68397875206267,1.73247269439104,1.06857699008343,0.711842266587593,1.17359032882979,0.273772744934191,-0.365961142312009,-0.271410606621668,-0.0489283694367834,-0.647094646447847,-0.391126814418939,-0.499263020143199,-0.443296638424677,-0.758524005625869,-0.470139032998408,-0.324390807067464,-0.444940598212142,-0.570064089712537,-0.468913188370779,-0.387184161821359,-2.18081210496014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E1_30-34,1.81543550715885,0.382626406294756,-1.21014036000036,1.7424396424919,-0.5863770953626,0.996471864534973,1.50491816284245,0.953544771959395,-0.633190849825451,-0.798664327005129,-0.665085383093638,-0.522125364508077,-0.139193251393046,-0.0480173199314256,1.81856250345282,1.61424262741646,0.961496121892575,1.64089636572004,1.22435165223503,-0.591982474640095,-1.51208092850284,1.71818165024251,1.37832474065715,-2.60712500119806,-0.653087307448125,1.29508196001474,-2.1733986472553,0.271736137939704,-0.492035071329975,1.323987028932,-0.132590200013237,1.23879850846547,1.318000055612,1.79370690514896,0.686462452650224,1.51711080582404,-0.407414585622335,0.76115763499614,1.02438334110296,-0.456195733458833,-0.492169809120535,1.40537306727503,1.3475085257467,1.32897404285928,1.40828669926059,1.02822264044545,1.02137394988436,2.14842694572175,1.92331879145339,1.21630203939829,1.87714689834924,-0.093575670522793,1.32604441718123,0.371611884316328,1.24717866142904,1.68896689974877,0.0729234789951633,-0.00112043079196808,0.213317784859644,0.391170529102742,-0.333240733209449,0.996471864534973,-0.778230837693078,1.61102698083219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_1-5,0.0557408250784409,-0.0385326615388968,0.853569163896558,0.981420548219841,0.530968119103515,NA,-0.406714977422886,0.815220907708215,0.664044949964273,0.450408010242553,0.357894759922761,0.83133057200069,0.0454073769046524,1.24522456952277,1.48276071615389,1.46113360260779,0.438970112126711,0.200666487461392,1.46002644448309,0.794838661783385,1.18332614883347,-0.457897523626421,0.80139173944919,0.482682596094299,0.672029067017411,0.219785116562695,0.490072593724194,1.00552893177887,0.835488828798202,-1.72918980280567,1.10712230196697,1.21741622687189,1.12956553906343,1.19017639564976,0.919908348548381,1.2819599514652,0.882479554373609,1.42086476379699,1.43001974598941,-0.0441525383626483,0.029423822008376,-1.72918980280567,0.648536340630975,0.480969517763386,0.201004587566903,1.70309257639671,1.16230453209943,1.4250117353455,1.30349506207982,1.38411460509921,1.44338348101981,1.48225123161796,1.44508510628931,0.924731892035087,0.941882478074562,1.47765798134538,0.895704446982022,0.906640083276521,1.05629014072165,1.22763971817594,0.928673461695587,NA,0.122272935624661,-0.387184161821359,0.996471864534973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_5-9,0.996011437286311,-1.32950750878676,-0.133985311359221,1.12416579583995,-0.643725451392585,0.429302889049702,1.31336025351144,0.508832187431287,0.0490761318863988,-0.187637025773286,0.10741293497518,0.254440085746242,0.605400434349534,-0.223859132416526,-0.139989009090476,-0.103021062535323,-0.39524462802327,0.332096901472627,-0.423428206947775,1.00775100810158,-0.261266565032211,1.18596587871854,-0.568637111572207,-1.08283387081898,0.0493342981887614,0.632569378343822,-1.00688789632715,0.883393241123507,0.199751969561849,1.37206106909535,-0.649284915302083,-0.2930548011282,-0.599311148483403,-0.742470903930578,-0.582755494585394,-0.666009961218134,-0.668348391904037,-0.657656832413422,-0.52099485231751,-0.324967665372686,-0.324967665372686,1.37206106909535,1.06049379018344,0.497572280629601,0.674827028218718,0.550543197975799,1.409391265748,-0.276112826739706,-0.666269405336043,-0.703515041084638,0.162595918668081,-0.29606971858488,-0.719865286391217,-0.512615577215107,-0.763226840451104,-0.120274019801496,-0.282584731777968,-0.641299561290625,-0.577679296565613,-0.324141155933332,-0.555500623646304,0.429302889049702,0.23398635825077,-0.672878103741038,-0.733050702491436,0.429302889049702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_E2_20-24,1.52360510309215,0.444777988520699,1.49572943293748,0.700825245711613,-0.749284479733641,-0.433216032083241,0.979354335567666,0.461733816623865,-0.196571182575039,-0.394191512446484,-0.865895257977054,-0.0359275625547481,-0.206503998544137,-0.983583011514818,-0.563485759537391,-0.421885135330412,-1.09796587381934,-1.49961682883788,-0.877440327209271,-0.981228664343321,-0.881387288755313,1.19042520441764,-0.617891808664051,-1.51654839115246,-0.206091232476159,0.208582399412864,-1.44704715860155,0.6102340823726,-0.0365958727678722,0.941441339571674,-1.05834307146751,-0.639278475311721,-1.3089910532825,-1.36532797258923,-0.946320880861182,-1.95991241699675,-0.976308271235949,-1.20361644783844,-1.07906552783298,-1.62544589393203,-1.69322535491459,0.941441339571674,1.22266360472272,1.22145296635991,0.638138151722933,0.366829019235913,0.486016069066102,-0.607284270972945,-1.08695702746193,-1.73447639216393,-0.793898887008092,-1.23209094919373,-1.11320939419968,-1.13154385220683,-1.50579032706598,-1.49890394252669,-0.817645160057071,-0.902951954532042,-1.30259930856948,-1.14391987886106,-1.00457219240236,-0.433216032083241,-1.8277650448728,-1.81947947369549,-0.737145061612152,-0.433216032083241,-1.38187421428276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_P3_30-34,1.18904191873164,1.20471389062057,0.312749027489394,0.823568133207366,1.10168681705793,1.10970480039285,1.2667233953325,0.338553559304317,0.65563407447936,0.408910654588621,0.658320016162853,0.776813636822174,1.03497814058956,0.103806744644079,0.775136235016786,0.605394963072036,0.679733399948831,1.7600150524574,0.636826856572422,0.841450391135033,0.34270685229122,1.46020321745282,0.776660861541518,-0.373470147961321,0.350937419636028,0.268299199514767,-0.35930911990031,-0.990345631374128,-0.0427812237008729,1.54683299225884,0.83942002525348,1.78064415508201e-05,0.605969845233013,1.27390314498223,0.3936430819596,0.822641880845403,0.0227811005856677,0.731419477205512,0.70347849562896,0.692812616070735,0.706268687429284,1.66446581383413,0.05217129863372,1.10786543017986,1.20615181737845,1.04118275273053,0.370313947153611,0.302039072137158,1.1646420428478,0.708915934952433,1.42951160384231,0.789917888963987,0.287413052037262,0.0601878130224143,1.25517785872117,0.782138311857448,0.136016247919511,-0.0399594708981356,0.0253016231606366,0.0632663402948439,-0.0745485545158105,1.10970480039285,0.91724743406459,0.593602697239911,0.168118412958221,1.10970480039285,0.733478436342263,0.443947462660124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_1-5,2.74927277719032,-0.562642549275224,-0.377634383133156,0.880002836646164,-0.705349454797312,1.26734985847287,1.16650326540384,0.589728957192754,0.602052614252901,-0.250336348772769,-0.28318542377495,1.32011117819602,-0.888370471036047,-1.34071006428918,-0.514247820027995,0.22653012975683,0.648676939734202,-0.0795264885988607,-0.131291713731189,-0.943727292717892,2.25955894300773,0.973394623307411,0.273113480196395,-0.989533372440731,0.602052614252901,-1.79636998373709,-0.969760904034714,0.192003517950839,0.487767219176267,2.45367107552748,-0.594863633675299,3.07723165499048,-0.362743724777361,0.281028231091985,0.272000209829053,-0.0265649410026731,-0.528438380034484,0.425138484154558,0.0489318299377126,-1.08408036491508,-1.08408036491508,2.45367107552748,1.68539921620111,0.563205745227083,0.418601173312176,-0.345886811599822,0.96066398178843,2.56949170127613,2.16433828473928,2.70371501896182,1.85203818672075,-0.801444040237852,4.23861201016295,1.26903242312811,1.72029893040261,1.08307664233188,-0.364985676111791,1.06711958014702,1.31887049528356,0.0430478755720485,-0.797100739668501,1.26734985847287,0.436849308210094,0.0170901506136253,1.68697420702005,1.26734985847287,-1.14632274094693,-1.31146393283447,0.643421547813933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_5-9,1.93114325530597,-0.458236576300404,-0.249878714151294,0.588032211369174,-0.403854880040755,0.969057009992794,0.672207315012232,0.516916787214695,0.385842703021022,-0.315350112189893,-0.120687031044707,0.897916336864655,-0.399391975117053,0.554373734517491,3.58837858185181,0.388045268158265,-0.19087673024304,0.290393249299267,0.197705680773867,-0.867922015663832,1.22400331565843,0.629159911835493,0.0435210830924028,-0.718240161731531,0.385842703021022,-0.408500562843688,-0.735356338293389,0.198148668155867,0.428893647193375,1.78656641606611,0.199236371078663,0.683957441232481,-0.0186581922030392,-0.615023513854043,2.4446784800385,-0.0362343824943084,1.01871487262733,0.029173568939615,-0.310004165346726,-0.939575805638687,-0.939575805638687,1.78656641606611,1.44254492234486,0.556110078153084,0.271412831910396,1.49711262718821,0.724247930346214,0.539229426755059,0.330593290111018,2.82524645054473,1.95717499600073,-0.534692932502711,-0.268574815626091,0.0828293208363189,0.432887256470642,0.908549609278658,1.08219152889569,3.59654804658947,0.0733428686640521,-0.255159659632618,-1.01714228042343,0.969057009992794,0.159444512865946,-0.319117154255859,0.928573616218608,0.969057009992794,-0.709331861827079,-1.0206035146575,0.531624210212719,2.002202127938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_10-14,2.26309951835019,-0.356130141677437,-0.0464500738975819,0.624649182933695,-0.272684087809001,1.01539732181896,0.715439071689827,0.636176312608221,0.671165391579807,-0.0638870068619104,-0.0536298798146204,1.23923146873786,-0.507847905305212,-0.627027435695452,2.38384573848031,0.466160781750424,-0.587598341850783,-0.414664262010636,-0.349465408998391,-0.944735476917417,1.71137879344823,0.769216316695005,-0.126782214166474,-0.492041550368942,0.671165391579807,-0.496495957034771,-0.496418569538741,0.584068228083818,0.7660643837671,2.05603159412241,0.300998062982105,0.301472325141658,0.806450986761594,-0.292329073803393,0.471275863289072,-0.61893811630997,-0.471056138048714,0.295791925491796,-0.146532132775145,-0.987884911566453,-0.987884911566453,2.05603159412241,1.61950145508197,0.726942539574277,0.286521179710971,1.48338287908708,1.1880742556029,-0.970918943104134,0.468885330238251,2.65968941381241,1.92997610245133,-0.695444721872167,-0.919981179641691,0.00834280436633968,1.45429327809756,0.339811911835908,-0.767464514445859,-0.316857856000674,-0.314508979049406,-0.5018364749615,-0.737413747701748,1.01539732181896,0.365204399931116,-0.320870907492188,1.37025286269542,1.01539732181896,-0.593396664490944,-1.13554853082355,0.901046820355288,1.76789695875375,2.99477913084564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_20-24,0.306147165389519,-1.34832300066032,-0.0552978835471223,0.21512841198393,-0.988170180639768,1.16504508442815,0.633389043282996,0.763090725937462,0.335034969016587,0.0453508962099576,-0.996595361705608,0.594637327728062,-0.776999114799397,-0.723121184878023,0.513416792724943,-0.0847548953595104,0.0924029866422056,1.78499040332951,-0.59024349824916,0.494005707940713,1.40135389429578,0.0111908007881102,0.035151491032848,-0.907063985781584,0.34744071857498,-0.456104061617193,-1.0280885203083,-0.0624801878427008,0.312493438839179,2.08780899284134,-1.61001171593921,-0.964588616809095,-0.953796739361485,-1.22295757424649,-0.640157875175958,0.4948601630398,-0.694900167430745,-1.34461659584699,-1.07745765472601,-0.932325655473469,-0.967661343539687,2.08780899284134,0.725860285637236,-0.60031672169739,-0.597417349864386,1.01556698713003,1.43454843629112,0.153900626963105,-1.71665210142436,-0.372444062303022,0.146650433891817,-1.43134821875726,-0.993003735859416,-1.71073279816145,-0.474878678668404,-0.981941671551573,-0.0239803918909584,-0.275528838090101,-0.563975084772023,-0.390610471856854,-0.583199464849166,1.16504508442815,0.530645004045676,-0.428246447104948,1.74888994245807,1.16504508442815,-0.922140638822209,-1.68807830632091,0.644556244527983,-0.56880483311756,-1.51673763574937,-0.810376755413784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S1_30-34,2.19016173416294,1.19695580956715,0.252590019664649,1.06709646447712,0.547292998743156,1.46462142757889,0.200320697750431,1.04062948198247,0.410902345918347,0.137635792977096,-0.936845605489154,0.651777016440533,-0.686958515099678,0.599121795096494,1.41061547577254,-0.0993226815200734,0.129756100368351,0.427930518088169,-0.761745580876526,0.632098326786429,1.05004037076234,0.501921363155189,-0.357355189787542,-0.763537854208333,0.424767194359186,-0.377444359543497,-0.684425752853276,0.302332716232249,0.507439678586974,1.53730215309175,-1.18867099373555,-0.242097778953023,-0.81698722569503,-1.17257142045267,0.712313110471779,-1.15909882231785,0.455473981509809,-1.34603661140434,-0.956484875462785,-0.627817359513618,-0.672650765718241,0.710968430554639,1.55441176261225,1.25864405455729,1.07895159886463,1.41013860651346,1.50162926816344,0.454729537540383,-1.10115732011407,-0.879174670294719,0.164772344386664,-1.21874443823414,-0.833481015116355,-1.15328457068682,-0.587449688917124,-0.942221367132678,1.38368951868583,0.796643355625912,-0.251497368252339,-0.493876040877466,-0.907750510488709,1.46462142757889,0.607758766274276,-0.831088991438528,1.53501116945571,1.46462142757889,-0.0894959174031888,-1.46759272806209,1.05604303579893,0.513102635771035,0.337730685848542,-0.110859475946186,-0.724095948384413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_1-5,2.06430924103357,-0.182014139519164,-0.38620152328456,0.731475027392878,-0.103104729908528,1.23010355828786,0.831321742361105,0.436149359374197,0.448303917461031,-0.263385693859042,-0.00879212730973348,1.00134798116223,-0.251084192124896,-0.656708279616667,0.316627507046055,0.0608343572543563,2.11451746954598,0.979411137803268,1.29310291361875,-0.599354921153426,1.26659296117246,0.759117292643898,0.134067278097438,-0.644770489722917,0.448303917461031,-0.740304731251032,-0.626144844184516,-0.0469705546388864,0.213963738793172,2.09853245469344,0.118512989153615,0.448260341592977,0.0859921849224691,1.25006308261858,0.583650473265813,0.665106736822978,-0.128286157639619,1.59196183780044,0.976524345543137,-0.697182100662512,-0.697182100662512,2.09853245469344,1.36304185573407,0.446992691724576,0.374592774728553,-1.01148541965423,0.49069555632035,-0.936505493450015,-0.313337721606677,2.17166755317184,2.5126179670924,-0.423893595400621,-0.644989383166929,2.60056564422107,2.47843270632357,1.28437144883286,0.368585683210963,0.254602648874376,-0.0593658590928633,1.57228851185464,-0.077880997447858,1.23010355828786,0.529403216291398,-0.203952061854066,1.02195857042878,1.23010355828786,-0.38266974798889,-0.897393761819141,0.299366761591709,-0.51495015707259,3.45403478990004,0.69706889865428,-0.241342258138192,0.580994766571936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714_S2_5-9,1.90749097682278,-0.199491617705379,-0.166670537230299,0.317059047513105,-0.0770216072066719,1.25308542169724,0.342593540959149,0.315490086679573,0.68066493243624,0.0626858497323208,0.524572454697327,1.11725317326705,-0.096385345615941,-0.14275780252245,-1.22104242399565,0.243194338251634,1.84583245097148,0.582683665949521,2.03999437035888,-0.660279610576462,1.25418213436066,0.345265897213583,-0.301954586605797,-0.25916668123122,0.68066493243624,-0.473433266258793,-0.256930307312956,0.316398488402244,0.66731953086792,1.96075776825309,0.0525399634179531,0.182349200899121,-1.41414769500995,0.629733607189922,-1.04562211215107,0.519339955267811,0.271168799362435,0.00178326629919594,-0.222554440102783,-0.704033305501311,-0.704033305501311,1.96075776825309,1.38724191168731,0.121443569766025,0.0338131418004759,0.633933662482012,0.934433617252086,-0.582404616440208,-0.18258029533002,3.37361737208446,3.17241637647838,-0.329240012458613,-0.789419249371603,2.24982506749394,2.00500384046506,1.89842152998225,0.479585683954064,-0.768090165606846,-0.418341276802537,0.79487680393362,-0.303317257260373,1.25308542169724,0.792833184627171,-0.136568282741185,1.1590362220072,1.25308542169724,-0.302441927280298,-0.906689304499091,0.612328979121854,-0.600147070452732,3.51143098530247,-0.342948623121892,0.194234354810732,1.40800022135791,0.436893059148125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
