"OTU_ID"	"rank"	"raw_rank"	"MeanBC"	"proportionBC"	"IncreaseBC"	"OccupancyProp"	"AverageRelativeAbundance"	"CoreStatus"
"20120600_E1D_5"	"1"	1	0.000983804673655056	0.00184855068981443	0	1	0.00182342741810271	"core"
"PMAZ01"	"2"	1	0.00196232217501387	0.00368716688118917	1.99462579062915	1	0.00195495743766666	"core"
"20110800_E2D_12"	"3"	1	0.00257600006239474	0.00484025622140054	1.31273044518112	1	0.00283443248558198	"core"
"PMKW01"	"4"	1	0.00504402559382182	0.00947763030669461	1.95808442222346	1	0.00367916372149986	"core"
"PLGY01"	"5"	1	0.0060862342985023	0.0114359210848935	1.20662240611091	1	0.00283186156354907	"core"
"PMEE01"	"6"	1	0.0120389359958306	0.0226209368949668	1.97805989802153	1	0.0217881087480814	"core"
"20120600_E2D_39"	"7"	1	0.012531387285703	0.0235462437124386	1.0409048847874	1	0.000759887052233846	"core"
"PMNG01"	"8"	1	0.0149015919523809	0.0279998142116624	1.18914144241492	1	0.00608199917035524	"core"
"3300037104_19"	"9"	1	0.0174110234830742	0.0327149893997117	1.16840023124458	1	0.0114285082621163	"core"
"20110800_E2S_11"	"10"	1	0.0189546324734869	0.0356154019922134	1.08865699319246	1	0.00312056137805202	"core"
"20120700_S1X_2"	"11"	1	0.0353135253883393	0.0663534576166105	1.86305513640187	1	0.0231964086015349	"core"
"20110800_E3D_9"	"12"	1	0.0418288228398235	0.0785955803883408	1.18449864123834	1	0.0111393874126144	"core"
"20120600_E2D_24"	"13"	1	0.0431860950339784	0.0811458696052536	1.03244825223393	1	0.00381899552942665	"core"
"20120600_E1D_9"	"14"	1	0.0440961017688458	0.0828557553402188	1.0210717531685	1	0.00273857565499269	"core"
"20110800_E2D_31"	"15"	1	0.0446067252340016	0.083815207337171	1.01157978698055	1	0.00082338098646482	"core"
"20130700_C1D_14"	"16"	1	0.0451701007652446	0.0848737794854763	1.01262983391602	1	0.00107231579122369	"core"
"20100900_E3D_12"	"17"	1	0.0484519118140985	0.0910402414272159	1.07265449917657	1	0.0093165846819187	"core"
"20120600_E2D_16"	"18"	1	0.0496300515837909	0.0932539441491917	1.02431565082948	1	0.00320126552271454	"core"
"20110800_E2D_32"	"19"	1	0.0503219454976263	0.0945539999488324	1.01394102749757	1	0.00189851428617462	"core"
"20120800_E3X_3"	"20"	1	0.0518989639408947	0.0975171882820644	1.03133858255426	1	0.00214209796355991	"core"
"PMBT01"	"21"	1	0.0552626106143487	0.103837417840849	1.06481144165584	1	0.00894843996323469	"core"
"20120800_E1D_15"	"22"	1	0.0569178233018347	0.106947531705093	1.0299517642957	1	0.00228761308333965	"core"
"20130700_C2X_6"	"23"	1	0.0576481107037229	0.10831972815493	1.01283055745149	1	0.0015594972654777	"core"
"20170700_S34_41"	"24"	1	0.0580240321046269	0.109026077477683	1.00652096653845	1	0.000469081362024293	"core"
"20120800_E1D_21"	"25"	1	0.0581914805942537	0.109340710076304	1.00288584718354	1	0.000515946379070866	"core"
"20170700_S34_36"	"26"	1	0.058380616468529	0.109696092867445	1.00325023306408	1	0.000935131999693242	"core"
"20110700_P1D_2"	"27"	1	0.0584819353267867	0.109886469118279	1.00173548798191	1	0.000419331743105937	"core"
"20130700_S2Y_8"	"28"	1	0.0587955001997168	0.11047565168437	1.00536173899133	1	0.000953315224023591	"core"
"PMZK01"	"29"	1	0.0592030516415382	0.111241433265905	1.00693167743173	1	0.000706305492943947	"core"
"20120500_P26_12"	"30"	1	0.0594632952239843	0.111730426118585	1.00439577986658	1	0.000625797031233371	"core"
"20110700_P2D_27"	"31"	1	0.0597200585057703	0.112212879551035	1.00431801299977	1	0.000689729768074487	"core"
"20120800_E1D_8"	"32"	1	0.0599439505247543	0.112633568491858	1.00374902544616	1	0.000710840789069705	"core"
"3300036929_5"	"33"	1	0.0661982836194113	0.124385344089247	1.10433635154016	1	0.0131287399408198	"core"
"20110600_S1D_11"	"34"	1	0.0677608070389769	0.12732129654245	1.02360368478054	1	0.00339219139696029	"core"
"3300037085_4"	"35"	1	0.0726998149713803	0.136601600615943	1.07288885933077	1	0.0112423202214105	"core"
"PMBB01"	"36"	1	0.0733567016947307	0.137835878555555	1.00903560378536	1	0.0021169620040163	"core"
"20100900_E1D_8"	"37"	1	0.0751811968219243	0.141264070976523	1.02487155345106	1	0.00406086129227938	"core"
"20120600_E2D_27"	"38"	1	0.0769232922017655	0.144537435804282	1.02317195593424	1	0.0031349390620627	"core"
"20110700_E1D_5"	"39"	1	0.079168999613405	0.14875707827608	1.02919411464799	1	0.00791583372125939	"core"
"20120600_E1D_53"	"40"	1	0.0867515150370789	0.163004483774659	1.09577631978048	1	0.0141224557801915	"core"
"20150700_E34_4"	"41"	1	0.091463255423104	0.171857756354117	1.05431306166827	1	0.0104793835494991	"core"
"20100900_E2D_7"	"42"	1	0.0927089299254815	0.174198355583128	1.01361939826671	1	0.0030681317084527	"core"
"3300023254_4"	"43"	1	0.0931552785505208	0.17503703635057	1.00481451598458	1	0.001129993767718	"core"
"20120600_E3D_27"	"44"	1	0.0940461807665545	0.176711025049859	1.00956362569997	1	0.00358094081289214	"core"
"20120600_E3D_29"	"45"	1	0.0958885752489621	0.180172850026469	1.01959031687827	1	0.00676778441935901	"core"
"20140700_E14_2"	"46"	1	0.100491916089683	0.188822441875785	1.04800718780907	1	0.00804926140752229	"core"
"20120800_E3S_15"	"47"	1	0.105359805867651	0.197969116259402	1.04844061062209	1	0.0210568632431396	"core"
"20120600_E3D_38"	"48"	1	0.109129323064895	0.205051968985995	1.03577756399797	1	0.00601562321180699	"core"
"20110700_P2D_21"	"49"	1	0.10943711945964	0.205630312688831	1.00282047378377	1	0.000758598644927166	"core"
"20110800_E2D_9"	"50"	1	0.109944179839248	0.206583069714287	1.00463334910597	1	0.000602070862630101	"core"
"20120700_S1X_15"	"51"	1	0.111039028856963	0.208640270661931	1.00995822625004	1	0.00346238038457311	"core"
"20120800_E3S_6"	"52"	1	0.114286930812458	0.214743018047724	1.02925009331339	1	0.00564713805861076	"core"
"20120700_P3D_102"	"53"	1	0.118818338581287	0.223257448992415	1.03964939592494	1	0.00560910598189419	"core"
"20110600_S3M_2"	"54"	1	0.119072282708508	0.223734605285853	1.00213724691199	1	0.00142093303051419	"core"
"20130700_C2M_9"	"55"	1	0.119272263263521	0.224110365030463	1.00167948871445	1	0.000866139329040424	"core"
"20120600_S2D_6"	"56"	1	0.120055939902008	0.225582878863198	1.00657048518276	1	0.00141519998486205	"core"
"20140700_S16_20"	"57"	1	0.120202033577112	0.225857386162384	1.00121688002463	1	0.000509789497899515	"core"
"PLPO01"	"58"	1	0.121641934777813	0.228562933746266	1.01197900865609	1	0.00200213671105485	"core"
"20120700_P3D_35"	"59"	1	0.12175763195158	0.228780326584605	1.00095112901631	1	0.000414511352833953	"core"
"20100900_E1D_10"	"60"	1	0.124174462470053	0.233321506192434	1.01984951973634	1	0.00753574560143484	"core"
"20120600_E2D_12"	"61"	1	0.124751512677747	0.234405772803535	1.00464709245537	1	0.00146559302261021	"core"
"20110800_E1S_2"	"62"	1	0.126599806925211	0.23787868332899	1.01481580629998	1	0.00354933737690603	"core"
"20120600_E2D_11"	"63"	1	0.133289572885572	0.25044862918499	1.05284183382929	1	0.0132169112762906	"core"
"20120800_E2X_6"	"64"	1	0.13494729921753	0.253563466140459	1.01243702936449	1	0.00460580971238475	"core"
"20150700_E25_9"	"65"	1	0.136336786121707	0.256174286198531	1.01029651510059	1	0.00608271511797838	"core"
"20120600_E3D_17"	"66"	1	0.137473466684895	0.258310087842341	1.00833729909236	1	0.00284774146668252	"core"
"3300037198_12"	"67"	1	0.138545476766313	0.26032437485333	1.00779794172119	1	0.00231079111362298	"core"
"3300037132_9"	"68"	1	0.139807747435369	0.262696157970955	1.00911087607129	1	0.00166873284463145	"core"
"20160700_E13_6"	"69"	1	0.143767146568114	0.270135795323859	1.02832031275359	1	0.0180750980936417	"core"
"PLNV01"	"70"	1	0.144804816704458	0.27208555821654	1.00721771392919	1	0.00438048622411856	"core"
"20130700_E2Y_4"	"71"	1	0.147089111352417	0.276377705387926	1.01577499077687	1	0.00386237337635742	"core"
"20150700_E15_6"	"72"	1	0.147651499371607	0.277434422019445	1.00382345106323	1	0.00167216757626058	"core"
"20150700_E34_11"	"73"	1	0.150872411279535	0.283486455607689	1.02181428513517	1	0.0191240034557762	"core"
"20120600_E2D_15"	"74"	1	0.164667992060235	0.309408095391945	1.09143872404306	1	0.02273973505551	"core"
"20110800_E2S_4"	"75"	1	0.16747741034105	0.314686940105788	1.01706110729636	1	0.00560618541015318	"core"
"20110800_E3D_16"	"76"	1	0.167629633052026	0.314972963749418	1.0009089148839	1	0.000552437050819419	"core"
"20110800_E1D_6"	"77"	1	0.177297711894383	0.333139104134604	1.05767523716619	1	0.0229293278160882	"core"
"20130700_C2M_3"	"78"	1	0.177604933778576	0.333716368342794	1.00173280230698	1	0.000824302365158343	"core"
"PLLE01"	"79"	1	0.179397585305864	0.33708472723161	1.01009347819989	1	0.00381894520059544	"core"
"20110800_E3D_28"	"80"	1	0.184164112047599	0.346040942354799	1.02656962597132	1	0.00486282168663291	"core"
"20110800_E3D_40"	"81"	1	0.187288777220417	0.351912130117296	1.01696674307538	1	0.00333708962049278	"core"
"20110800_E1D_1"	"82"	1	0.191844387331462	0.360472036813014	1.02432398875499	1	0.0106873241413236	"core"
"20120800_E2D_18"	"83"	1	0.195618732606945	0.367563961408849	1.01967399374036	1	0.0112124127657627	"core"
"20130700_C1M_6"	"84"	1	0.201356503889589	0.378345126965954	1.02933139994406	1	0.0208168277225028	"core"
"20110800_E2S_1"	"85"	1	0.204955512473696	0.385107597178748	1.01787381343332	1	0.00720240940057913	"core"
"20160700_E33_2"	"86"	1	0.210126251798206	0.394823320229403	1.02522859357185	1	0.0152118781219901	"core"
"20111000_E3D_3"	"87"	1	0.216176530971187	0.406191682301961	1.02879354255456	1	0.0150012012980443	"core"
"20130700_E2M_4"	"88"	1	0.220855653781068	0.414983667062306	1.02164491579571	1	0.0138031941819271	"core"
"20120700_E2D_6"	"89"	1	0.224396893710762	0.421637591047555	1.01603418282062	1	0.00811109308372664	"core"
"20110800_E3D_17"	"90"	1	0.226515055191825	0.425617577087275	1.00943935295198	1	0.00540650727347652	"core"
"20120600_E3D_18"	"91"	1	0.227851789057402	0.42812927516666	1.00590130251804	1	0.00439645663363442	"core"
"20140700_E15_11"	"92"	1	0.228731437760741	0.429782118724834	1.00386061793492	1	0.00139697374469122	"core"
"3300036913_19"	"93"	0.4375	0.229636584426727	0.431482872480736	1.00395724643209	0.875	0.00154501336774659	"core"
"20120600_E3D_36"	"94"	0.4375	0.230190402968733	0.432523487223957	1.00241171738113	0.875	0.0014517873452728	"core"
"3300037365_14"	"95"	0.4375	0.231441899469903	0.43487502588045	1.00543678835012	0.875	0.00245302795076114	"core"
"PMGM01"	"96"	0.4375	0.231801970552939	0.435551592750637	1.00155577310704	0.875	0.000633055237872224	"core"
"20120600_E1D_41"	"97"	0.4375	0.232387107186987	0.436651053606506	1.00252429533991	0.875	0.000888677666150459	"core"
"20120600_E2D_33"	"98"	0.4375	0.234218318326682	0.440091865290092	1.00788000316309	0.875	0.00499286331231681	"core"
"PLTW01"	"99"	0.4375	0.234738020700112	0.441068376386887	1.00221888013347	0.875	0.00106440024053545	"core"
"20120600_E2D_38"	"100"	0.4375	0.236059781621667	0.443551940582849	1.00563079179765	0.875	0.00292011092340659	"core"
"20120600_E3D_49"	"101"	0.4375	0.236824083237484	0.444988049108229	1.00323774600894	0.875	0.00228790694474352	"core"
"20120600_E3D_20"	"102"	0.4375	0.237784581584371	0.446792807643384	1.00405574607851	0.875	0.00380519880567441	"core"
"20120600_E3D_25"	"103"	0.4375	0.238904780592621	0.448897640751907	1.0047109825237	0.875	0.00224697943725065	"core"
"20100900_E1D_13"	"104"	0.4375	0.241859935139736	0.454450321200437	1.01236959151585	0.875	0.0042665467286028	"core"
"PMCS01"	"105"	0.4375	0.243334607198917	0.457221202580907	1.00609721514367	0.875	0.00248449175470347	"core"
"3300037105_13"	"106"	0.4375	0.245270165710801	0.460858081036695	1.00795430840753	0.875	0.00277047331574289	"core"
"PLLM01"	"107"	0.4375	0.245591534093686	0.461461926252899	1.0013102628359	0.875	0.000576661717469917	"core"
"20100900_E1D_4"	"108"	0.4375	0.250290221489042	0.470290672505586	1.0191321228262	0.875	0.00857600795648497	"core"
"20120600_E1D_37"	"109"	0.4375	0.252831098763777	0.475064933662016	1.010151724105	0.875	0.00649117691644792	"core"
"20130700_C1D_9"	"110"	0.4375	0.252995610709256	0.475374048548783	1.00065067923322	0.875	0.000384101848295286	"core"
"20120600_E1D_13"	"111"	0.4375	0.254185046398782	0.4776089760941	1.00470140840069	0.875	0.0029913896896328	"core"
"20150700_E14_13"	"112"	0.4375	0.25452032377924	0.478238956058133	1.00131902873599	0.875	0.000825326537880094	"core"
"20150700_S15_1"	"113"	0.4375	0.254661601589895	0.47850441443756	1.00055507477186	0.875	0.000322103303275927	"core"
"20110800_E3D_41"	"114"	0.4375	0.254993113487521	0.479127319129365	1.00130177418015	0.875	0.000957074953215384	"core"
"3300038475_6"	"115"	0.4375	0.257013953473807	0.482924439889906	1.0079250767154	0.875	0.00296565297938125	"core"
"20110800_E3M_2"	"116"	0.4375	0.258132606454877	0.485026368042105	1.00435249902175	0.875	0.00198139921797931	"core"
"20110800_E3D_1"	"117"	0.4375	0.258564979515852	0.485838788984519	1.00167500366154	0.875	0.000821049248594642	"core"
"20130700_C2X_11"	"118"	0.4375	0.259712864963443	0.487995644397788	1.00443944670984	0.875	0.00270587886846652	"core"
"20111000_E3D_9"	"119"	0.4375	0.260161820927318	0.488839224306424	1.00172866278279	0.875	0.00110880754809781	"core"
"PMDB01"	"120"	0.4375	0.262170107434599	0.492612757313323	1.00771937442674	0.875	0.00341737834326098	"core"
"20120800_E2X_14"	"121"	0.4375	0.262898564335779	0.493981514286364	1.00277856582624	0.875	0.000812335177074534	"core"
"PMZI01"	"122"	0.4375	0.264535788685145	0.49705782839774	1.00622758954011	0.875	0.00315472064578827	"core"
"20120600_E2D_2"	"123"	0.4375	0.265591055692708	0.499040655484261	1.00398912756874	0.875	0.00274930681930745	"core"
"PMJR01"	"124"	0.4375	0.269101120738259	0.505636002441843	1.01321605140804	0.875	0.00623830642482645	"core"
"PMBF01"	"125"	0.4375	0.270134278367494	0.507577286417569	1.0038392914396	0.875	0.00161141247809968	"core"
"20120600_E3D_50"	"126"	0.4375	0.270959867246112	0.509128552570231	1.00305621664754	0.875	0.00260509023313392	"core"
"PMDY01"	"127"	0.4375	0.271149855104053	0.509485536222838	1.00070116604305	0.875	0.000670417252443798	"core"
"20130700_C1D_3"	"128"	0.4375	0.272964724464059	0.512895642006232	1.00669323374453	0.875	0.00446101674063511	"core"
"20130700_C2X_5"	"129"	0.4375	0.273997340026732	0.514835907448966	1.00378296340196	0.875	0.00213941191476659	"core"
"PMEC01"	"130"	0.4375	0.275635390035787	0.517913772959544	1.00597834274192	0.875	0.00366994534246245	"core"
"20120600_E1D_55"	"131"	0.4375	0.276842163550019	0.520181277955119	1.00437815156492	0.875	0.00369618025527608	"core"
"20140700_S12_11"	"132"	0.4375	0.277309006067597	0.521058466365597	1.00168631292138	0.875	0.000977004197484981	"core"
"PLCS01"	"133"	0.4375	0.277438046201283	0.521300930377536	1.00046532976161	0.875	0.000301283198199876	"core"
"3300023248_5"	"134"	0.4375	0.277931761463834	0.522228612176171	1.00177955139647	0.875	0.000979839483015063	"core"
"20130700_C2D_3"	"135"	0.4375	0.27948617012725	0.525149317153445	1.00559277088458	0.875	0.00308780748608221	"core"
"20160700_E25_27"	"136"	0.4375	0.280378673287961	0.526826313998017	1.00319337146559	0.875	0.00233615176900989	"core"
"20110800_E1D_22"	"137"	0.4375	0.284540327025098	0.534645983992034	1.01484297535306	0.875	0.00442963405922499	"core"
"20170700_S25_38"	"138"	0.4375	0.285792827786005	0.536999409633899	1.00440183918393	0.875	0.0023593941931468	"core"
