"OTU_ID"	"rank"	"raw_rank"	"MeanBC"	"proportionBC"	"IncreaseBC"	"OccupancyProp"	"AverageRelativeAbundance"	"CoreStatus"
"20160700_P15_13"	"1"	1	0.00276129716537271	0.00442333641267496	0	1	0.00601029172101737	"core"
"Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.5_93.42_1.45"	"2"	1	0.00556983490257421	0.00892234774514714	2.01710810861692	1	0.00584374140384179	"core"
"20120500_P23_4"	"3"	1	0.00898923756663556	0.0143999068080446	1.61391454574013	1	0.00508778897138433	"core"
"Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.239_79.17_2.28"	"4"	1	0.00966811441011933	0.0154874031844436	1.07552107044133	1	0.00135727434120709	"core"
"20170700_S34_32"	"5"	1	0.0100895297238516	0.0161624705859049	1.04358815957858	1	0.00198532362500629	"core"
"20120500_P23_5"	"6"	1	0.012450256318532	0.0199441309003284	1.23397786212966	1	0.00311594878534887	"core"
"Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_83.28_6.50"	"7"	1	0.0126230290412237	0.02022089643103	1.01387704142561	1	0.000541432732694633	"core"
"20150700_P15_9"	"8"	1	0.0196621497737771	0.0314969008538701	1.55764117388666	1	0.0195378959940302	"core"
"3300037228_7"	"9"	1	0.0201440224251405	0.0322688151815916	1.02450762795053	1	0.00116671484944913	"core"
"20120600_P3M_2"	"10"	1	0.0218893144740724	0.0350646076691238	1.08664069231544	1	0.00473987910711685	"core"
"20120700_P3D_40"	"11"	1	0.0233546980678546	0.0374120133341848	1.06694515698597	1	0.0036172660977652	"core"
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.152_78.26_8.29"	"12"	1	0.0246797686253804	0.0395346508105017	1.05673678819037	1	0.00423409505016464	"core"
"20110600_P1M_18"	"13"	1	0.0262580519372205	0.0420629111260977	1.06395049061428	1	0.00213561994427325	"core"
"20150700_P11_4"	"14"	1	0.0502186567788101	0.0804455296992108	1.91250504412423	1	0.0327414784357233	"core"
"20120600_P3M_11"	"15"	1	0.0561306225541031	0.0899159386838997	1.11772449034893	1	0.0158663678847392	"core"
"20120800_P2M_7"	"16"	1	0.0786302488482396	0.125958208058771	1.40084405392884	1	0.0368489266776414	"core"
"20120700_P1M_1"	"17"	1	0.0875287366040609	0.140212742268875	1.11316875993863	1	0.0174442809385119	"core"
"20160700_P15_3"	"18"	1	0.0983909369626952	0.157612957997424	1.12409867638979	1	0.0175188263243406	"core"
"Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57"	"19"	1	0.098651991473028	0.158031142586801	1.00265323736506	1	0.000645612093369695	"core"
"20110800_P3M_11"	"20"	1	0.104610353138028	0.167575873390566	1.06039778392744	1	0.0108642683929598	"core"
"20150700_P21_1"	"21"	1	0.106463915531933	0.170545104711606	1.01771872800638	1	0.00958633354764606	"core"
"20120700_P2M_1"	"22"	1	0.115783841289269	0.185474742666848	1.08754070062866	1	0.0223157666336788	"core"
"3300036901_8"	"23"	1	0.117743385656029	0.188613747066099	1.01692416096184	1	0.00525881991433353	"core"
"20120500_P31_6"	"24"	1	0.120267435790618	0.192657036215761	1.02143687410147	1	0.00583796994032498	"core"
