"OTU_ID"	"rank"	"raw_rank"	"MeanBC"	"proportionBC"	"IncreaseBC"	"OccupancyProp"	"AverageRelativeAbundance"	"CoreStatus"
"20120700_S3D_8"	"1"	1	0.00107420859871326	0.00201380420821261	0	1	0.0020832215315006	"core"
"3300037207_8"	"2"	1	0.0016249435000972	0.0030462594160233	1.51268897125161	1	0.00177383216910206	"core"
"PLGY01"	"3"	1	0.0251978643632521	0.0472380926325397	15.5069172323498	1	0.0504885588970739	"core"
"20120700_S1D_59"	"4"	1	0.0255108397272546	0.0478248232785707	1.01242070992568	1	0.000900527694183565	"core"
"20110700_S2D_21"	"5"	1	0.0268622144878319	0.0503582271099894	1.05297257068075	1	0.00227547824393719	"core"
"20120700_S1D_115"	"6"	1	0.0273589639752574	0.0512894765985926	1.01849249947917	1	0.000870375040833613	"core"
"PMWT01"	"7"	1	0.0281455156489811	0.0527640142930579	1.02874932232211	1	0.00181179111695972	"core"
"20120700_S3X_18"	"8"	1	0.031520343067433	0.0590907572230723	1.11990639860862	1	0.00522990388164205	"core"
"20120700_S1X_2"	"9"	1	0.0681102254188027	0.12768531059516	2.16083388664556	1	0.0745411897656912	"core"
"20140700_E14_11"	"10"	1	0.0784118273764006	0.146997583275152	1.15124897758383	1	0.0186129101747268	"core"
"20110800_S1D_5"	"11"	1	0.0870074287133022	0.163111639860721	1.10962123476144	1	0.0133488458879761	"core"
"20110800_E3D_9"	"12"	1	0.0942415197573411	0.176673291670741	1.08314337236509	1	0.0164351814279284	"core"
"20110800_S1M_17"	"13"	1	0.116265385690126	0.21796113273781	1.23369599715171	1	0.0377599112606826	"core"
"20140700_S15_2"	"14"	1	0.125287901974974	0.234875520953338	1.07760277258182	1	0.0203652901778823	"core"
"20120600_S3D_7"	"15"	1	0.125989876248538	0.236191502549326	1.00560288952483	1	0.00140473225339448	"core"
"20120600_S2D_17"	"16"	1	0.12711857449878	0.238307457764042	1.00895864242311	1	0.00251663783340817	"core"
"20170700_S25_36"	"17"	1	0.129207061260043	0.242222715409221	1.01642943818005	1	0.00461704892891866	"core"
