164,39,0.6051
294,39,0.563
113,39,0.5811
162,39,0.5687
173,39,0.5399
107,39,0.5094
41,39,0.5762
342,39,0.5272
349,39,0.6217
166,39,0.5014
36,39,0.5738
232,39,0.6159
78,39,0.5773
74,39,0.5266
235,39,0.6239
193,39,0.5718
104,153,0.5357
46,148,0.5007
307,148,0.4918
182,148,0.5641
183,46,0.499
208,46,0.4785
307,46,0.5215
138,46,0.4825
181,46,0.5553
38,46,0.4819
182,46,0.6568
161,125,0.4731
262,17,0.4989
192,17,0.5407
144,17,0.5886
128,17,0.533
194,81,0.6021
93,81,0.5229
85,81,0.5036
31,81,0.6662
202,81,0.5161
290,81,0.6503
194,230,0.6215
93,230,0.6664
85,230,0.5897
31,230,0.6195
266,230,0.5914
202,230,0.5873
176,230,0.5825
177,230,0.7086
290,230,0.6391
78,230,0.6822
74,230,0.6413
269,86,0.5309
340,86,0.4836
221,69,0.4599
174,223,0.4259
119,223,0.4536
138,223,0.5644
182,183,0.5003
93,194,0.5402
85,194,0.5919
31,194,0.8197
202,194,0.6031
113,194,0.6444
41,194,0.6366
100,194,0.5709
129,194,0.575
290,194,0.6612
232,194,0.6504
106,194,0.6092
74,194,0.5948
235,194,0.6413
193,194,0.6108
233,194,0.5763
85,93,0.5726
31,93,0.575
202,93,0.5259
176,93,0.5478
290,93,0.6045
31,85,0.6165
177,85,0.5518
290,85,0.5692
202,31,0.6439
290,31,0.6995
233,31,0.5493
269,189,0.5254
340,189,0.5119
307,339,0.5097
104,339,0.5349
181,339,0.5945
182,339,0.6582
270,266,0.5719
92,266,0.5712
269,266,0.5825
340,266,0.4905
269,286,0.4618
144,262,0.4904
128,262,0.4377
232,190,0.5859
193,190,0.6201
235,234,0.4578
269,157,0.5397
340,157,0.5505
343,197,0.4797
290,202,0.5641
343,338,0.504
329,338,0.5021
164,83,0.564
294,83,0.5676
173,83,0.5225
100,83,0.5116
349,83,0.5772
166,83,0.5028
78,83,0.543
74,83,0.5157
329,161,0.5308
154,311,0.4973
164,311,0.5847
294,311,0.6298
192,311,0.635
349,311,0.6332
309,311,0.6091
165,311,0.558
128,311,0.5517
304,311,0.7192
177,168,0.4838
76,168,0.4639
166,168,0.4473
128,154,0.5122
291,164,0.5264
294,164,0.8211
113,164,0.6897
283,164,0.62
162,164,0.7015
173,164,0.6958
107,164,0.8275
109,164,0.6885
192,164,0.6069
41,164,0.6765
100,164,0.6185
349,164,0.8656
309,164,0.7205
166,164,0.657
91,164,0.6986
36,164,0.6308
232,164,0.776
78,164,0.6626
165,164,0.5568
74,164,0.666
144,164,0.6842
235,164,0.7606
304,164,0.6211
193,164,0.6805
294,291,0.5319
162,291,0.5324
173,291,0.5018
41,291,0.4907
100,291,0.5322
349,291,0.5266
232,291,0.5583
235,291,0.544
113,294,0.666
283,294,0.5382
162,294,0.6906
271,294,0.5689
173,294,0.6009
107,294,0.8356
109,294,0.5863
192,294,0.5734
41,294,0.6102
100,294,0.582
349,294,0.8448
309,294,0.7193
166,294,0.6274
91,294,0.7632
36,294,0.5299
232,294,0.6902
108,294,0.5906
78,294,0.6255
74,294,0.6024
144,294,0.7023
235,294,0.7471
304,294,0.6825
193,294,0.6479
283,113,0.5238
162,113,0.6349
107,113,0.6552
147,113,0.5472
109,113,0.5216
41,113,0.6741
100,113,0.6268
349,113,0.6708
166,113,0.553
91,113,0.6264
36,113,0.5881
232,113,0.7477
78,113,0.5872
74,113,0.5951
235,113,0.7565
193,113,0.7323
107,283,0.5649
349,283,0.5498
232,283,0.5609
173,162,0.6986
107,162,0.6315
109,162,0.541
41,162,0.6583
100,162,0.6154
342,162,0.5543
349,162,0.722
309,162,0.6492
166,162,0.601
91,162,0.6898
36,162,0.5783
232,162,0.7188
78,162,0.6373
74,162,0.5964
144,162,0.6762
235,162,0.6818
304,162,0.5649
193,162,0.6091
107,271,0.5796
41,271,0.4998
349,271,0.565
91,271,0.5347
108,271,0.4899
235,271,0.516
13,155,0.5227
13,62,0.5962
221,62,0.5114
203,173,0.5896
177,173,0.5607
109,173,0.5299
41,173,0.6273
100,173,0.5804
342,173,0.6349
76,173,0.5322
349,173,0.6758
309,173,0.6258
166,173,0.5908
91,173,0.612
36,173,0.6137
232,173,0.6707
78,173,0.7347
74,173,0.6704
144,173,0.7564
109,107,0.5786
192,107,0.553
41,107,0.5819
100,107,0.5906
349,107,0.8487
309,107,0.6838
166,107,0.6445
91,107,0.7709
232,107,0.6712
108,107,0.5837
144,107,0.6407
235,107,0.7408
304,107,0.6732
193,107,0.6084
176,270,0.6551
340,270,0.5164
177,176,0.532
59,176,0.5607
