154,14,0.6989
263,14,0.7624
404,49,0.8144
93,49,0.8134
421,49,0.7174
74,49,0.7027
126,49,0.7298
25,49,0.7688
231,49,0.8128
112,49,0.7362
157,49,0.8158
109,49,0.777
315,49,0.7298
327,49,0.8789
325,49,0.7565
371,49,0.823
148,49,0.7084
375,49,0.7541
5,49,0.7083
344,49,0.8009
121,183,0.7431
240,183,0.878
107,183,0.8611
44,183,0.8925
111,183,0.6929
84,183,0.6284
213,183,0.6757
90,183,0.7757
300,183,0.7428
74,183,0.7304
126,183,0.7774
12,183,0.8278
25,183,0.89
112,183,0.8009
401,183,0.8356
283,183,0.7734
189,183,0.8739
109,183,0.7894
315,183,0.7657
324,183,0.7276
186,183,0.7102
3,183,0.8781
371,183,0.8272
204,183,0.8894
312,183,0.6931
27,183,0.8175
313,183,0.6314
375,183,0.766
5,183,0.7823
344,183,0.8639
44,272,0.5588
25,272,0.5925
211,377,0.6331
231,377,0.6576
59,377,0.7161
109,377,0.6816
327,377,0.72
259,377,0.756
154,270,0.6289
396,270,0.6978
394,270,0.7036
367,270,0.6408
363,270,0.6708
431,270,0.7048
149,270,0.674
398,270,0.6564
403,121,0.5938
240,121,0.7407
44,121,0.7416
289,121,0.6974
74,121,0.6702
25,121,0.7457
112,121,0.7374
401,121,0.7444
189,121,0.7562
109,121,0.726
315,121,0.6999
371,121,0.7603
204,121,0.7295
312,121,0.6864
27,121,0.7573
344,121,0.7904
398,106,0.6213
204,252,0.6245
115,389,0.9004
93,389,0.8782
346,389,0.8435
28,389,0.6908
59,389,0.8731
75,389,0.7675
218,389,0.8614
359,389,0.7575
259,389,0.8243
406,389,0.7936
418,389,0.8091
343,389,0.8655
48,389,0.7443
277,389,0.7462
323,389,0.7173
407,389,0.8924
10,389,0.7577
371,403,0.6435
107,240,0.7717
44,240,0.8395
213,240,0.6617
90,240,0.7023
300,240,0.7577
74,240,0.7024
126,240,0.8011
12,240,0.8291
25,240,0.8833
112,240,0.8039
401,240,0.8071
283,240,0.7388
189,240,0.8469
109,240,0.7431
315,240,0.803
236,240,0.6803
3,240,0.8222
371,240,0.8395
204,240,0.873
312,240,0.7076
27,240,0.7917
375,240,0.7997
5,240,0.8163
344,240,0.871
404,115,0.8233
93,115,0.9521
59,115,0.8694
75,115,0.7641
159,115,0.8796
157,115,0.7856
218,115,0.829
259,115,0.8074
325,115,0.8282
406,115,0.8665
418,115,0.7907
148,115,0.7522
323,115,0.7145
407,115,0.8089
10,115,0.7615
44,107,0.7917
41,107,0.6459
111,107,0.6903
84,107,0.6159
90,107,0.7951
118,107,0.681
12,107,0.8099
25,107,0.8009
112,107,0.6764
401,107,0.7749
283,107,0.766
189,107,0.8227
324,107,0.6971
3,107,0.8502
204,107,0.8301
165,107,0.6641
312,107,0.7131
313,107,0.6647
225,107,0.7122
5,107,0.7097
353,107,0.6485
344,107,0.7829
213,44,0.6652
90,44,0.7191
74,44,0.7395
126,44,0.8294
12,44,0.7899
25,44,0.8724
112,44,0.8128
401,44,0.8122
283,44,0.7347
189,44,0.9005
109,44,0.764
315,44,0.7851
324,44,0.735
186,44,0.6957
3,44,0.8128
371,44,0.8799
204,44,0.8335
312,44,0.7195
27,44,0.8568
375,44,0.8181
5,44,0.7395
344,44,0.8923
190,229,0.7824
285,229,0.734
34,229,0.8346
97,41,0.7016
324,41,0.7371
114,41,0.6994
165,41,0.6586
110,41,0.6772
225,41,0.6954
90,111,0.6886
12,111,0.657
189,111,0.644
97,111,0.608
3,111,0.7023
204,111,0.6644
165,111,0.6278
414,79,0.733
22,79,0.7137
373,79,0.7208
199,79,0.7011
431,79,0.7432
152,79,0.6127
146,397,0.5601
246,239,0.587
195,239,0.6305
357,239,0.7593
250,239,0.6954
288,239,0.5794
244,239,0.6378
202,239,0.7374
361,239,0.6739
360,239,0.5861
275,239,0.6457
332,239,0.6113
428,239,0.5972
181,239,0.6242
35,239,0.6637
237,239,0.6307
145,239,0.6056
46,239,0.5553
146,239,0.7607
17,239,0.7213
104,239,0.6821
89,239,0.629
208,239,0.587
318,239,0.6183
147,239,0.6872
242,239,0.6527
410,239,0.6258
247,239,0.5987
227,239,0.6126
287,239,0.7616
180,239,0.651
411,239,0.7434
301,239,0.6485
67,239,0.5597
413,239,0.5644
409,239,0.6368
154,351,0.6331
24,351,0.6384
367,154,0.7496
24,154,0.8158
263,154,0.7116
363,154,0.6705
319,154,0.7051
398,154,0.7165
22,414,0.724
199,414,0.7565
350,414,0.7609
288,246,0.5436
146,246,0.6332
17,246,0.5527
147,246,0.5765
287,246,0.5985
180,246,0.5601
409,246,0.5756
346,269,0.7462
28,269,0.6395
166,269,0.637
320,195,0.66
250,195,0.6508
298,195,0.6819
202,195,0.666
361,195,0.6267
275,195,0.6318
35,195,0.6068
237,195,0.6032
104,195,0.6359
318,195,0.5939
287,195,0.6746
411,195,0.65
413,195,0.5969
394,396,0.8829
367,396,0.7711
24,396,0.7758
384,396,0.7255
86,396,0.6694
314,396,0.6774
22,396,0.7714
373,396,0.8112
177,396,0.8309
137,396,0.8465
187,396,0.6873
199,396,0.7793
278,396,0.7107
220,396,0.8275
425,396,0.8269
363,396,0.8223
431,396,0.8936
149,396,0.7811
381,396,0.733
