value,Var1,Var2,Depth1,Depth2,Year1,Year2,Habitat1,Habitat2,year_comparison
0.75621568,X711_P.3.M,X715_P1_20.24,20-29,20-29,2011,2015,Palsa,Palsa,between
0.63150335,X711_P.3.M,X715_P2_20.24,20-29,20-29,2011,2015,Palsa,Palsa,between
0.52080407,X711_P.3.M,X715_P3_20.24,20-29,20-29,2011,2015,Palsa,Palsa,between
0.6697334,X711_P.3.M,X716_P2_20.24,20-29,20-29,2011,2016,Palsa,Palsa,between
0.57699778,X711_P.3.M,X716_P3_20.24,20-29,20-29,2011,2016,Palsa,Palsa,between
0.85156957,X711_P.3.M,X717_P1_20.24,20-29,20-29,2011,2017,Palsa,Palsa,between
0.92773836,X711_P.3.M,X717_P2_20.24,20-29,20-29,2011,2017,Palsa,Palsa,between
0.6583356,X711_P.3.M,X717_P3_20.24,20-29,20-29,2011,2017,Palsa,Palsa,between
0.57718104,X711_P.3.D,X712_P.1.D,30-39,30-39,2011,2012,Palsa,Palsa,between
0.43508888,X711_P.3.D,X712_P.2.D,30-39,30-39,2011,2012,Palsa,Palsa,between
0.93848664,X711_P.3.D,X712_P.3.D,30-39,30-39,2011,2012,Palsa,Palsa,between
0.60172303,X711_P.3.D,X713_P.1.X1,30-39,30-39,2011,2013,Palsa,Palsa,between
0.71441056,X711_P.3.D,X713_P.3.X1,30-39,30-39,2011,2013,Palsa,Palsa,between
0.98494522,X711_P.3.D,X714_P1_30.34,30-39,30-39,2011,2014,Palsa,Palsa,between
0.81939587,X711_P.3.D,X714_P3_30.34,30-39,30-39,2011,2014,Palsa,Palsa,between
0.93144452,X711_P.3.D,X715_P1_30.34,30-39,30-39,2011,2015,Palsa,Palsa,between
0.81814468,X711_P.3.D,X715_P3_30.34,30-39,30-39,2011,2015,Palsa,Palsa,between
0.57101492,X711_P.3.D,X716_P1_30.34,30-39,30-39,2011,2016,Palsa,Palsa,between
0.57040779,X711_P.3.D,X716_P2_30.34,30-39,30-39,2011,2016,Palsa,Palsa,between
0.58695987,X711_P.3.D,X716_P3_30.34,30-39,30-39,2011,2016,Palsa,Palsa,between
0.56367277,X711_S.1.S,X712_S.1.S,0-9,0-9,2011,2012,Bog,Bog,between
0.65981136,X711_S.1.S,X712_S.1.M,0-9,0-9,2011,2012,Bog,Bog,between
0.29517234,X711_S.1.S,X712_S.3.S,0-9,0-9,2011,2012,Bog,Bog,between
0.6774475,X711_S.1.S,X713_S.1.S,0-9,0-9,2011,2013,Bog,Bog,between
0.86807193,X711_S.1.S,X713_S.1.M,0-9,0-9,2011,2013,Bog,Bog,between
0.674237,X711_S.1.S,X713_S.2.S,0-9,0-9,2011,2013,Bog,Bog,between
0.92401266,X711_S.1.S,X713_S.2.M,0-9,0-9,2011,2013,Bog,Bog,between
0.57656083,X711_S.1.S,X713_S.3.S,0-9,0-9,2011,2013,Bog,Bog,between
0.8327695,X711_S.1.S,X713_S.3.M,0-9,0-9,2011,2013,Bog,Bog,between
0.67747924,X711_S.1.S,X714_S1_1.5,0-9,0-9,2011,2014,Bog,Bog,between
0.86814522,X711_S.1.S,X714_S1_5.9,0-9,0-9,2011,2014,Bog,Bog,between
0.62050214,X711_S.1.S,X714_S2_1.5,0-9,0-9,2011,2014,Bog,Bog,between
0.8120224,X711_S.1.S,X714_S2_5.9,0-9,0-9,2011,2014,Bog,Bog,between
0.56695357,X711_S.1.S,X714_S3_1.5,0-9,0-9,2011,2014,Bog,Bog,between
0.76801634,X711_S.1.S,X714_S3_5.9,0-9,0-9,2011,2014,Bog,Bog,between
0.66638933,X711_S.1.S,X715_S1_1.5,0-9,0-9,2011,2015,Bog,Bog,between
0.60172348,X711_S.1.S,X716_S1_1.5,0-9,0-9,2011,2016,Bog,Bog,between
0.51245119,X711_S.1.S,X716_S2_1.5,0-9,0-9,2011,2016,Bog,Bog,between
0.46469109,X711_S.1.S,X717_S2_1.5,0-9,0-9,2011,2017,Bog,Bog,between
0.68110844,X711_S.1.S,X717_S3_1.5,0-9,0-9,2011,2017,Bog,Bog,between
0.40354805,X711_S.1.D,X711_S.1.M,10-19,10-19,2011,2011,Bog,Bog,within
0.64212009,X711_S.1.M,X711_S.2.M,10-19,10-19,2011,2011,Bog,Bog,within
0.5307585,X711_S.1.M,X711_S.3.M,10-19,10-19,2011,2011,Bog,Bog,within
0.39356055,X711_S.1.M,X712_S.1.D,10-19,10-19,2011,2012,Bog,Bog,between
0.46023066,X711_S.1.M,X712_S.2.D,10-19,10-19,2011,2012,Bog,Bog,between
0.68618632,X711_S.1.M,X712_S.3.D,10-19,10-19,2011,2012,Bog,Bog,between
0.56110393,X711_S.1.M,X713_S.1.D,10-19,10-19,2011,2013,Bog,Bog,between
0.63849357,X711_S.1.M,X713_S.2.D,10-19,10-19,2011,2013,Bog,Bog,between
0.38091973,X711_S.1.M,X713_S.3.D,10-19,10-19,2011,2013,Bog,Bog,between
0.45508179,X711_S.1.M,X714_S1_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.37969921,X711_S.1.M,X714_S3_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.42162893,X711_S.1.M,X715_S1_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.55308416,X711_S.1.M,X715_S2_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.56252377,X711_S.1.M,X716_S1_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.50576878,X711_S.1.M,X716_S2_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.5088226,X711_S.1.M,X716_S3_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.55430922,X711_S.1.M,X717_S2_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.52131988,X711_S.1.M,X717_S3_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.66276049,X711_S.1.D,X711_S.2.M,10-19,10-19,2011,2011,Bog,Bog,within
0.48428008,X711_S.1.D,X711_S.3.M,10-19,10-19,2011,2011,Bog,Bog,within
0.50036438,X711_S.1.D,X712_S.1.D,10-19,10-19,2011,2012,Bog,Bog,between
0.48924777,X711_S.1.D,X712_S.2.D,10-19,10-19,2011,2012,Bog,Bog,between
0.55431132,X711_S.1.D,X712_S.3.D,10-19,10-19,2011,2012,Bog,Bog,between
0.4804602,X711_S.1.D,X713_S.1.D,10-19,10-19,2011,2013,Bog,Bog,between
0.68393624,X711_S.1.D,X713_S.2.D,10-19,10-19,2011,2013,Bog,Bog,between
0.38225958,X711_S.1.D,X713_S.3.D,10-19,10-19,2011,2013,Bog,Bog,between
0.47570755,X711_S.1.D,X714_S1_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.4708077,X711_S.1.D,X714_S3_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.43763889,X711_S.1.D,X715_S1_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.64549236,X711_S.1.D,X715_S2_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.49200589,X711_S.1.D,X716_S1_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.55594965,X711_S.1.D,X716_S2_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.62482673,X711_S.1.D,X716_S3_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.47092933,X711_S.1.D,X717_S2_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.52058917,X711_S.1.D,X717_S3_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.5398752,X711_S.2.M,X711_S.3.M,10-19,10-19,2011,2011,Bog,Bog,within
0.47746701,X711_S.2.M,X712_S.1.D,10-19,10-19,2011,2012,Bog,Bog,between
0.4296433,X711_S.2.M,X712_S.2.D,10-19,10-19,2011,2012,Bog,Bog,between
0.5724714,X711_S.2.M,X712_S.3.D,10-19,10-19,2011,2012,Bog,Bog,between
0.56240079,X711_S.2.M,X713_S.1.D,10-19,10-19,2011,2013,Bog,Bog,between
0.27996597,X711_S.2.M,X713_S.2.D,10-19,10-19,2011,2013,Bog,Bog,between
0.56655341,X711_S.2.M,X713_S.3.D,10-19,10-19,2011,2013,Bog,Bog,between
0.38069171,X711_S.2.M,X714_S1_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.65111312,X711_S.2.M,X714_S3_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.46260493,X711_S.2.M,X715_S1_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.75078179,X711_S.2.M,X715_S2_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.56120565,X711_S.2.M,X716_S1_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.73275214,X711_S.2.M,X716_S2_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.70363993,X711_S.2.M,X716_S3_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.57275706,X711_S.2.M,X717_S2_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.43044778,X711_S.2.M,X717_S3_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.44576916,X711_S.2.D,X713_S.1.X0,20-29,20-29,2011,2013,Bog,Bog,between
0.35653172,X711_S.2.D,X713_S.2.X0,20-29,20-29,2011,2013,Bog,Bog,between
0.61060685,X711_S.2.D,X713_S.3.X0,20-29,20-29,2011,2013,Bog,Bog,between
0.24964367,X711_S.2.D,X714_S1_20.24,20-29,20-29,2011,2014,Bog,Bog,between
0.5179696,X711_S.2.D,X714_S2_20.24,20-29,20-29,2011,2014,Bog,Bog,between
0.72363768,X711_S.2.D,X714_S3_20.24,20-29,20-29,2011,2014,Bog,Bog,between
0.38116041,X711_S.2.D,X715_S1_20.24,20-29,20-29,2011,2015,Bog,Bog,between
0.40934552,X711_S.2.D,X715_S2_20.24,20-29,20-29,2011,2015,Bog,Bog,between
0.35827156,X711_S.2.D,X715_S3_20.24,20-29,20-29,2011,2015,Bog,Bog,between
0.61298297,X711_S.2.D,X716_S1_20.24,20-29,20-29,2011,2016,Bog,Bog,between
0.66802307,X711_S.2.D,X716_S2_20.24,20-29,20-29,2011,2016,Bog,Bog,between
0.55895074,X711_S.2.D,X716_S3_20.24,20-29,20-29,2011,2016,Bog,Bog,between
0.69122745,X711_S.2.D,X717_S2_20.24,20-29,20-29,2011,2017,Bog,Bog,between
0.26518313,X711_S.2.D,X717_S3_20.24,20-29,20-29,2011,2017,Bog,Bog,between
0.40708378,X711_S.3.M,X712_S.1.D,10-19,10-19,2011,2012,Bog,Bog,between
0.38243761,X711_S.3.M,X712_S.2.D,10-19,10-19,2011,2012,Bog,Bog,between
0.42562956,X711_S.3.M,X712_S.3.D,10-19,10-19,2011,2012,Bog,Bog,between
0.33883509,X711_S.3.M,X713_S.1.D,10-19,10-19,2011,2013,Bog,Bog,between
0.54872895,X711_S.3.M,X713_S.2.D,10-19,10-19,2011,2013,Bog,Bog,between
0.4430821,X711_S.3.M,X713_S.3.D,10-19,10-19,2011,2013,Bog,Bog,between
0.38697731,X711_S.3.M,X714_S1_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.53607283,X711_S.3.M,X714_S3_10.14,10-19,10-19,2011,2014,Bog,Bog,between
0.4304919,X711_S.3.M,X715_S1_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.64256931,X711_S.3.M,X715_S2_10.14,10-19,10-19,2011,2015,Bog,Bog,between
0.39721325,X711_S.3.M,X716_S1_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.54633916,X711_S.3.M,X716_S2_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.52501107,X711_S.3.M,X716_S3_10.14,10-19,10-19,2011,2016,Bog,Bog,between
0.40046614,X711_S.3.M,X717_S2_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.39287785,X711_S.3.M,X717_S3_10.14,10-19,10-19,2011,2017,Bog,Bog,between
0.43939201,X712_E.1.M,X712_E.2.S,0-9,0-9,2012,2012,Fen,Fen,within
0.57658684,X712_E.1.M,X712_E.2.M,0-9,0-9,2012,2012,Fen,Fen,within
0.6423185,X712_E.1.M,X712_E.3.S,0-9,0-9,2012,2012,Fen,Fen,within
0.73623082,X712_E.1.M,X712_E.3.M,0-9,0-9,2012,2012,Fen,Fen,within
0.4690812,X712_E.1.M,X713_E.1.S,0-9,0-9,2012,2013,Fen,Fen,between
0.43618309,X712_E.1.M,X713_E.1.M,0-9,0-9,2012,2013,Fen,Fen,between
0.65565775,X712_E.1.M,X713_E.2.S,0-9,0-9,2012,2013,Fen,Fen,between
0.58233201,X712_E.1.M,X713_E.2.M,0-9,0-9,2012,2013,Fen,Fen,between
0.44584682,X712_E.1.M,X713_E.3.S,0-9,0-9,2012,2013,Fen,Fen,between
0.60407742,X712_E.1.M,X713_E.3.M,0-9,0-9,2012,2013,Fen,Fen,between
0.48462475,X712_E.1.M,X714_E1_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.34413452,X712_E.1.M,X714_E1_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.52512291,X712_E.1.M,X714_E2_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.51343627,X712_E.1.M,X714_E2_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.42353971,X712_E.1.M,X715_E1_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.59979288,X712_E.1.M,X715_E2_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.75980799,X712_E.1.M,X715_E3_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.66618005,X712_E.1.M,X716_E1_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.84198937,X712_E.1.M,X716_E3_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.58876554,X712_E.1.M,X717_E2_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.74043626,X712_E.1.M,X717_E3_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.61430317,X712_E.1.D,X712_E.2.D,20-29,20-29,2012,2012,Fen,Fen,within
0.61561981,X712_E.1.D,X712_E.3.D,20-29,20-29,2012,2012,Fen,Fen,within
0.76444418,X712_E.1.D,X713_E.1.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.75537037,X712_E.1.D,X713_E.2.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.79255699,X712_E.1.D,X713_E.3.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.58611065,X712_E.1.D,X714_E1_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.52397822,X712_E.1.D,X714_E2_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.60963123,X712_E.1.D,X715_E2_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.63471427,X712_E.1.D,X715_E3_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.60608211,X712_E.1.D,X716_E1_20.24,20-29,20-29,2012,2016,Fen,Fen,between
0.69043674,X712_E.1.D,X717_E2_20.24,20-29,20-29,2012,2017,Fen,Fen,between
0.34264766,X712_E.2.M,X712_E.2.S,0-9,0-9,2012,2012,Fen,Fen,within
0.52000556,X712_E.2.S,X712_E.3.S,0-9,0-9,2012,2012,Fen,Fen,within
0.59301255,X712_E.2.S,X712_E.3.M,0-9,0-9,2012,2012,Fen,Fen,within
0.34298339,X712_E.2.S,X713_E.1.S,0-9,0-9,2012,2013,Fen,Fen,between
0.33505198,X712_E.2.S,X713_E.1.M,0-9,0-9,2012,2013,Fen,Fen,between
0.50335339,X712_E.2.S,X713_E.2.S,0-9,0-9,2012,2013,Fen,Fen,between
0.47218433,X712_E.2.S,X713_E.2.M,0-9,0-9,2012,2013,Fen,Fen,between
0.32510783,X712_E.2.S,X713_E.3.S,0-9,0-9,2012,2013,Fen,Fen,between
0.44569197,X712_E.2.S,X713_E.3.M,0-9,0-9,2012,2013,Fen,Fen,between
0.49073299,X712_E.2.S,X714_E1_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.475877,X712_E.2.S,X714_E1_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.383624,X712_E.2.S,X714_E2_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.51202274,X712_E.2.S,X714_E2_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.34606302,X712_E.2.S,X715_E1_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.4411225,X712_E.2.S,X715_E2_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.62349899,X712_E.2.S,X715_E3_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.5002574,X712_E.2.S,X716_E1_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.68835754,X712_E.2.S,X716_E3_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.48956564,X712_E.2.S,X717_E2_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.5965742,X712_E.2.S,X717_E3_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.62864576,X712_E.2.M,X712_E.3.S,0-9,0-9,2012,2012,Fen,Fen,within
0.52212349,X712_E.2.M,X712_E.3.M,0-9,0-9,2012,2012,Fen,Fen,within
0.49910492,X712_E.2.M,X713_E.1.S,0-9,0-9,2012,2013,Fen,Fen,between
0.50660657,X712_E.2.M,X713_E.1.M,0-9,0-9,2012,2013,Fen,Fen,between
0.45917762,X712_E.2.M,X713_E.2.S,0-9,0-9,2012,2013,Fen,Fen,between
0.53138321,X712_E.2.M,X713_E.2.M,0-9,0-9,2012,2013,Fen,Fen,between
0.4319249,X712_E.2.M,X713_E.3.S,0-9,0-9,2012,2013,Fen,Fen,between
0.59887541,X712_E.2.M,X713_E.3.M,0-9,0-9,2012,2013,Fen,Fen,between
0.51953896,X712_E.2.M,X714_E1_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.58129133,X712_E.2.M,X714_E1_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.35709685,X712_E.2.M,X714_E2_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.63782988,X712_E.2.M,X714_E2_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.48531075,X712_E.2.M,X715_E1_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.38999983,X712_E.2.M,X715_E2_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.52613896,X712_E.2.M,X715_E3_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.33264306,X712_E.2.M,X716_E1_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.64026868,X712_E.2.M,X716_E3_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.47702763,X712_E.2.M,X717_E2_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.50734519,X712_E.2.M,X717_E3_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.12985807,X712_E.2.D,X712_E.3.D,20-29,20-29,2012,2012,Fen,Fen,within
0.75367334,X712_E.2.D,X713_E.1.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.65107279,X712_E.2.D,X713_E.2.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.81981415,X712_E.2.D,X713_E.3.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.61967793,X712_E.2.D,X714_E1_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.35900908,X712_E.2.D,X714_E2_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.25820083,X712_E.2.D,X715_E2_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.41582953,X712_E.2.D,X715_E3_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.2280978,X712_E.2.D,X716_E1_20.24,20-29,20-29,2012,2016,Fen,Fen,between
0.34901145,X712_E.2.D,X717_E2_20.24,20-29,20-29,2012,2017,Fen,Fen,between
0.57081441,X712_E.3.M,X712_E.3.S,0-9,0-9,2012,2012,Fen,Fen,within
0.59825958,X712_E.3.S,X713_E.1.S,0-9,0-9,2012,2013,Fen,Fen,between
0.60058657,X712_E.3.S,X713_E.1.M,0-9,0-9,2012,2013,Fen,Fen,between
0.53686722,X712_E.3.S,X713_E.2.S,0-9,0-9,2012,2013,Fen,Fen,between
0.45389296,X712_E.3.S,X713_E.2.M,0-9,0-9,2012,2013,Fen,Fen,between
0.50635122,X712_E.3.S,X713_E.3.S,0-9,0-9,2012,2013,Fen,Fen,between
0.36670678,X712_E.3.S,X713_E.3.M,0-9,0-9,2012,2013,Fen,Fen,between
0.70028557,X712_E.3.S,X714_E1_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.68806944,X712_E.3.S,X714_E1_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.65610661,X712_E.3.S,X714_E2_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.7376329,X712_E.3.S,X714_E2_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.48820716,X712_E.3.S,X715_E1_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.54086366,X712_E.3.S,X715_E2_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.76928436,X712_E.3.S,X715_E3_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.6612656,X712_E.3.S,X716_E1_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.74768992,X712_E.3.S,X716_E3_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.54280383,X712_E.3.S,X717_E2_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.66167849,X712_E.3.S,X717_E3_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.7299049,X712_E.3.M,X713_E.1.S,0-9,0-9,2012,2013,Fen,Fen,between
0.72818532,X712_E.3.M,X713_E.1.M,0-9,0-9,2012,2013,Fen,Fen,between
0.26910227,X712_E.3.M,X713_E.2.S,0-9,0-9,2012,2013,Fen,Fen,between
0.46089554,X712_E.3.M,X713_E.2.M,0-9,0-9,2012,2013,Fen,Fen,between
0.55361753,X712_E.3.M,X713_E.3.S,0-9,0-9,2012,2013,Fen,Fen,between
0.64573775,X712_E.3.M,X713_E.3.M,0-9,0-9,2012,2013,Fen,Fen,between
0.69500437,X712_E.3.M,X714_E1_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.75230227,X712_E.3.M,X714_E1_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.6441965,X712_E.3.M,X714_E2_1.5,0-9,0-9,2012,2014,Fen,Fen,between
0.80408013,X712_E.3.M,X714_E2_5.9,0-9,0-9,2012,2014,Fen,Fen,between
0.63842832,X712_E.3.M,X715_E1_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.38159684,X712_E.3.M,X715_E2_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.56496097,X712_E.3.M,X715_E3_1.5,0-9,0-9,2012,2015,Fen,Fen,between
0.4157348,X712_E.3.M,X716_E1_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.55357968,X712_E.3.M,X716_E3_1.5,0-9,0-9,2012,2016,Fen,Fen,between
0.40974163,X712_E.3.M,X717_E2_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.29460267,X712_E.3.M,X717_E3_1.5,0-9,0-9,2012,2017,Fen,Fen,between
0.74962912,X712_E.3.D,X713_E.1.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.6362855,X712_E.3.D,X713_E.2.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.81915226,X712_E.3.D,X713_E.3.X0,20-29,20-29,2012,2013,Fen,Fen,between
0.64880152,X712_E.3.D,X714_E1_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.41382989,X712_E.3.D,X714_E2_20.24,20-29,20-29,2012,2014,Fen,Fen,between
0.26742482,X712_E.3.D,X715_E2_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.43936556,X712_E.3.D,X715_E3_20.24,20-29,20-29,2012,2015,Fen,Fen,between
0.22958878,X712_E.3.D,X716_E1_20.24,20-29,20-29,2012,2016,Fen,Fen,between
0.31092666,X712_E.3.D,X717_E2_20.24,20-29,20-29,2012,2017,Fen,Fen,between
0.41341108,X712_P.1.S,X712_P.2.S,0-9,0-9,2012,2012,Palsa,Palsa,within
0.49308252,X712_P.1.S,X712_P.3.S,0-9,0-9,2012,2012,Palsa,Palsa,within
0.72570141,X712_P.1.S,X713_P.3.M,0-9,0-9,2012,2013,Palsa,Palsa,between
0.54084499,X712_P.1.S,X715_P1_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.39695214,X712_P.1.S,X715_P2_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.4341098,X712_P.1.S,X715_P3_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.29674737,X712_P.1.S,X716_P1_1.5,0-9,0-9,2012,2016,Palsa,Palsa,between
0.55759012,X712_P.1.S,X716_P2_1.5,0-9,0-9,2012,2016,Palsa,Palsa,between
0.79999842,X712_P.1.S,X716_P3_1.5,0-9,0-9,2012,2016,Palsa,Palsa,between
0.62654157,X712_P.1.S,X717_P2_1.5,0-9,0-9,2012,2017,Palsa,Palsa,between
0.32478479,X712_P.1.S,X717_P3_1.5,0-9,0-9,2012,2017,Palsa,Palsa,between
0.37838754,X712_P.1.M,X712_P.2.M,10-19,10-19,2012,2012,Palsa,Palsa,within
0.33978628,X712_P.1.M,X712_P.3.M,10-19,10-19,2012,2012,Palsa,Palsa,within
0.81386602,X712_P.1.M,X715_P1_10.14,10-19,10-19,2012,2015,Palsa,Palsa,between
0.44631224,X712_P.1.M,X715_P2_10.14,10-19,10-19,2012,2015,Palsa,Palsa,between
0.69606724,X712_P.1.M,X715_P3_10.14,10-19,10-19,2012,2015,Palsa,Palsa,between
0.64445117,X712_P.1.M,X716_P1_10.14,10-19,10-19,2012,2016,Palsa,Palsa,between
0.49726352,X712_P.1.M,X716_P2_10.14,10-19,10-19,2012,2016,Palsa,Palsa,between
0.53189466,X712_P.1.M,X716_P3_10.14,10-19,10-19,2012,2016,Palsa,Palsa,between
0.40749511,X712_P.1.M,X717_P1_10.14,10-19,10-19,2012,2017,Palsa,Palsa,between
0.86624956,X712_P.1.M,X717_P2_10.14,10-19,10-19,2012,2017,Palsa,Palsa,between
0.49459162,X712_P.1.M,X717_P3_10.14,10-19,10-19,2012,2017,Palsa,Palsa,between
0.54143336,X712_P.1.D,X712_P.2.D,30-39,30-39,2012,2012,Palsa,Palsa,within
0.86199076,X712_P.1.D,X712_P.3.D,30-39,30-39,2012,2012,Palsa,Palsa,within
0.5523581,X712_P.1.D,X713_P.1.X1,30-39,30-39,2012,2013,Palsa,Palsa,between
0.48694029,X712_P.1.D,X713_P.3.X1,30-39,30-39,2012,2013,Palsa,Palsa,between
0.98228847,X712_P.1.D,X714_P1_30.34,30-39,30-39,2012,2014,Palsa,Palsa,between
0.89631438,X712_P.1.D,X714_P3_30.34,30-39,30-39,2012,2014,Palsa,Palsa,between
0.9615979,X712_P.1.D,X715_P1_30.34,30-39,30-39,2012,2015,Palsa,Palsa,between
0.88645587,X712_P.1.D,X715_P3_30.34,30-39,30-39,2012,2015,Palsa,Palsa,between
0.75469796,X712_P.1.D,X716_P1_30.34,30-39,30-39,2012,2016,Palsa,Palsa,between
0.57773705,X712_P.1.D,X716_P2_30.34,30-39,30-39,2012,2016,Palsa,Palsa,between
0.75118576,X712_P.1.D,X716_P3_30.34,30-39,30-39,2012,2016,Palsa,Palsa,between
0.53751943,X712_P.2.S,X712_P.3.S,0-9,0-9,2012,2012,Palsa,Palsa,within
0.76286452,X712_P.2.S,X713_P.3.M,0-9,0-9,2012,2013,Palsa,Palsa,between
0.35115701,X712_P.2.S,X715_P1_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.47712694,X712_P.2.S,X715_P2_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.49337524,X712_P.2.S,X715_P3_1.5,0-9,0-9,2012,2015,Palsa,Palsa,between
0.47283199,X712_P.2.S,X716_P1_1.5,0-9,0-9,2012,2016,Palsa,Palsa,between
