Genome,715_P2_30-34,716_E1_30-34,716_P2_20-24,717_P3_1-5,717_P2_20-24,711_S-1-D,712_P-3-D,713_P-1-X1,717_E2_1-5,712_E-1-X,716_S2_1-5,712_P-3-S,712_E-3-M,717_S2_10-14,713_CPON1-2-D,715_S3_30-34,714_P1_30-34,713_CPON1-1-S,713_E-1-D,714_E1_1-5,715_P1_10-14,717_S3_10-14,713_CPN1-2-M,713_CPN1-1-S,711_P-2-S,713_S-1-X1,713_E-2-M,716_P2_1-5,713_E-2-X1,714_P3_40-44,713_CPN1-2-D,712_P-1-M,716_E2_1-5,716_P3_30-34,716_S1_20-24,711_E-2-M,717_S3_1-5,713_E-1-X2,716_S1_10-14,713_E-1-M,714_S2_20-24,715_P2_10-14,715_P1_20-24,713_S-3-M,713_E-3-M,712_E-2-D,713_CPON1-2-X2,713_E-3-X1,711_P-1-S,717_E2_20-24,713_S-2-D,714_S1_5-9,714_P1_40-44,713_C-1-S,713_CPON1-1-D,714_E2_1-5,713_P-3-X1,716_E3_30-34,713_S-3-D,716_S3_20-24,713_E-1-X0,714_E1_30-34,716_E2_20-24,716_E3_1-5,713_CPON1-2-X1,714_S2_1-5,716_P1_1-5,714_P3_50-54,712_P-2-M,714_E2_5-9,714_S1_10-14,712_E-1-D,714_S3_10-14,715_S1_30-34,715_P3_1-5,714_S1_30-34,712_E-3-S,713_S-3-X2,717_E1_30-34,717_E3_30-34,713_CPON2-1-X1,717_E1_1-5,713_CPON2-1-M,717_S2_30-34,713_CPON1-1-X1,713_CPN1-2-S,713_S-1-M,715_E2_1-5,715_E3_10-14,716_S3_10-14,717_P1_1-5,716_S3_30-34,714_P3_70-74,711_E-1-D,713_CPON2-1-X0,715_E3_1-5,715_P2_20-24,717_E2_10-14,713_CPN1-1-X2,714_E2_20-24,715_E2_30-34,711_P-3-M,713_S-1-D,715_P3_10-14,713_C-2-D,715_E3_20-24,716_P3_20-24,713_P-3-M,715_P1_1-5,711_S-3-M,713_S-3-X0,713_S-2-X0,712_P-3-M,713_CPN2-1-D,711_E-1-S,713_CPON2-1-D,716_S2_10-14,715_E1_20-24,715_S2_10-14,713_S-2-S,717_P2_10-14,711_S-2-M,716_E3_10-14,715_E2_20-24,711_S-1-M,717_S2_20-24,713_C-1-D,714_S3_20-24,713_E-2-D,713_E-2-X2,712_S-2-D,717_E3_20-24,715_S2_20-24,712_E-3-X,713_E-3-S,715_P2_1-5,713_S-3-X1,712_E-2-M,711_E-2-S,713_S-1-X2,713_CPN1-1-M,713_E-1-S,713_CPN1-1-X0,713_S-2-M,713_CPN1-1-X1,715_S2_30-34,713_CPON1-2-M,712_S-3-S,714_E1_5-9,711_P-1-M,714_S3_40-44,713_E-3-X2,711_P-3-S,714_S1_40-44,711_E-2-D,713_CPN1-1-X4,713_CPON1-1-M,711_P-2-D,711_S-2-D,713_C-1-X1,713_E-3-D,714_S2_5-9,716_P1_10-14,715_P1_30-34,714_E1_20-24,711_E-3-S,712_E-1-M,715_S1_10-14,717_P3_20-24,715_E2_10-14,711_E-1-M,716_S2_30-34,713_C-2-X0,714_P1_20-24,712_E-2-S,716_E1_20-24,713_CPON1-1-X0,711_P-1-D,713_CPN2-1-X1,712_E-2-X,713_C-2-M,713_C-1-X0,712_S-3-X,712_P-2-S,717_P1_20-24,713_CPON1-2-X0,713_CPN1-2-X1,716_E1_1-5,716_P3_1-5,713_CPN2-1-X0,715_S1_20-24,713_E-1-X1,715_E1_1-5,713_S-1-X0,716_E1_10-14,717_E1_10-14,714_S2_40-44,714_S1_1-5,715_S3_20-24,716_S1_30-34,713_CPN1-2-X0,713_CPN1-1-D,712_E-3-D,716_S1_1-5,712_S-1-M,712_S-1-X,713_E-3-X0,713_C-1-M,712_S-3-D,717_S3_20-24,713_E-2-S,714_P3_60-64,711_E-3-D,713_S-3-S,714_S3_1-5,715_S1_1-5,715_P3_20-24,717_S2_1-5,717_P3_10-14,716_S2_20-24,712_S-1-S,714_S1_20-24,712_S-1-D,715_E1_30-34,714_P3_30-34,712_S-2-X,713_C-2-X1,713_CPN1-2-X2,714_S3_5-9,717_E3_1-5,714_S3_30-34,717_P2_1-5,712_P-1-D,711_P-3-D,712_P-1-S,716_E2_10-14,712_P-2-D,716_P3_10-14,713_CPON2-1-S,713_E-2-X0,711_P-2-M,716_P1_30-34,713_CPN2-1-S,715_P3_30-34,717_E3_10-14,711_E-3-M,713_C-2-S,715_E3_30-34,713_S-1-S,713_CPN2-1-M,716_P2_30-34,717_P1_10-14,711_S-1-S,716_P2_10-14
20120700_P3D_74,0.0,0.0,1.1259511999999998,0.0,2.0124106,0.0,0.8072029000000001,0.17605777,0.0,0.21091713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27451748,0.0,0.82604814,0.0,2.2093682,0.0,1.8352786,0.07745564,0.0,0.0,0.0,0.0,0.0,0.0,0.24442026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18855387,0.0,0.0,0.0,0.0,0.0,0.0,0.10704615,0.0,0.0,0.0,0.0,0.06672525,0.0,0.0,0.44645002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0091314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5070964,0.0,0.24936321,0.0,0.0,0.0,0.0,1.6096313999999998,0.0,0.0,0.0,0.0,4.248854,0.0,0.0,0.0,0.0,0.0,0.99631697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084036134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18499452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3987002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1773293,0.0,0.0,0.0,0.0,0.30079484,0.0,0.0,0.0,1.2605158,1.0354743,0.0,0.0,0.0,0.0,0.0,0.735648,0.0,0.0,0.0,1.0521476,0.7493754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33451623,0.0,0.0,0.057810806,0.0,0.15631005,0.0,0.10817016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237257,3.0468535,0.0,0.0,0.25688067,0.081086956,0.0,0.0,0.0,2.0818307000000003,0.0,0.18983904,0.0,0.0,0.0,0.0,0.0,0.0,0.061012737000000004,0.0631201,0.0,0.0
20120700_P3D_75,0.0,0.0,0.15388179,0.0,1.3549016,0.0,8.708777,0.1397318,0.0,5.125033999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7361968999999997,0.0,0.0,0.0,4.5371222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09702559,0.0,0.0,0.0,0.25307035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27363828,0.0,0.0,4.217808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4028883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2809676,0.0,2.3777711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47549376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1070764,0.0,0.0,0.0,0.0,0.16254681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07057254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8926702000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81136185,0.0,0.0,0.0,0.0,0.72027296,0.0,0.0,0.0,0.29408598,0.0,0.0,0.0,0.0,0.0,0.0,0.18207368,0.0,0.07586992,0.0,0.0,0.112130255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.470391000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40415840000000003,0.09233531,0.0,0.0,0.0,0.0,5.586956,10.273223,0.0,0.0,1.1172861,0.0,0.0,0.0,0.0,0.16944243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6620997,0.0,0.0,0.0
20120700_P3D_78,0.0,0.0,0.0,0.0,0.0,0.0,1.1246628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8800745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06751288,0.0,0.0,0.0,0.0,0.0,2.5804365000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08993977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954396000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49677563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41231555,0.2506409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29058135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120700_P3D_79,0.0,0.0,0.0,0.0,1.3928192,0.0,0.5491010999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057403006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12750298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1015031000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158,0.0,0.0,0.0,0.0,0.58668256,0.0,0.0,0.0,2.8794112000000003,1.9051696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120700_P3D_7,0.0,0.0,0.0,0.0,0.0,0.0,3.2955687000000005,0.0,0.0,1.2698185,0.0,0.0,0.0,0.0,0.0,0.0,11.376648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.066631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.525606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.660234,0.0,0.0,0.0,0.0,0.6710433000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9897637,0.0,0.0,0.0,0.0,0.0,0.0,1.6471968999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8388294999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.035311,0.0,0.0,0.0,10.38954,0.0,0.0,0.0,0.058580622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8033094,0.0,0.0,0.0,1.5091914,0.0,0.0,0.0,0.0,10.170385000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.937002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.542133999999999,0.0,0.0,0.0,0.0,26.351877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5317379999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54588693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120700_P3D_81,0.0,0.0,0.0,0.0,0.16385853,0.0,0.7946113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44899428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06703634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.415854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10142638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3729126000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6433506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47398415,0.14958201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120700_P3D_82,0.0,0.0,0.0,0.0,0.0,0.0,0.8575163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37071413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120700_P3D_83,0.0,0.0,0.09037565,0.15049098,6.2896833,0.0,2.3658135,0.16691217,0.0,0.0,0.17002662,0.062147602,0.0,0.0,0.12229027599999999,0.0,0.0,0.11127387,0.0,0.0,0.15199627,0.0,0.0,0.0,0.0,0.0,0.0,0.06213688,0.0,0.37480855,0.0,0.24483633,0.0,2.6377528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07095342,0.0,0.0,0.0,0.0,0.0,0.061161596,0.0,0.0,0.0,0.0,0.0,0.16933958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09243478599999999,0.13594806,0.09937217,3.4843733,0.10548527,0.0,0.0,0.0,0.075668134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7677930000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423627,0.0,0.0,0.0,0.0,0.09063174,0.0,0.0,0.0,0.0,0.0,0.0,0.28864059999999997,0.0,0.0,0.0,0.0,0.0,0.10331847,0.0,0.0,0.0,0.0,0.11418478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12887357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08682874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15114133,0.0,0.0,0.0,0.0,0.0,0.0,0.12952375,0.0,0.0,0.0,0.0,0.0,0.060608193,0.10868594,0.0,0.0,0.0,0.0,4.6712956,0.0,0.0,0.0,0.0,5.5848184000000005,0.0,0.0,0.1704713,0.27976999999999996,0.40226635,0.0,0.0,0.0,0.0,0.08365932,0.1065883,0.21648598,0.0,0.0,0.24384761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12552749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812319,0.0,0.09455252,0.0,0.0,0.0,0.0,0.17584527,0.0,0.0,0.0,0.0,0.0,0.13758501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1237288,12.18661,0.0977932,0.0,0.18600054,0.07295503,0.0,0.0,0.12588732,0.09214789400000001,0.0,0.12268256400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.43570290000000006,0.10738767,0.0,0.103809506
20120700_P3D_84,0.0,0.0,1.0725949,0.10707218,35.756465999999996,0.0,24.240145000000002,0.325008,0.0,0.5518035,0.0,0.0,0.0,0.0,0.0,0.0,3.6234638999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6114921,5.076278,10.848539,0.0,0.0,0.0,8.95255,0.0,0.0,0.0,0.7959374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7364977,0.0,0.0,0.0,0.0,5.0048165000000004,0.0,0.0,0.0,0.114999615,0.0,0.0,0.0,0.077794775,0.0,0.0,0.0,0.98092616,0.0,0.0,15.068209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.105682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06008603,0.0,14.663975,0.0,0.0,0.0,0.0,0.0,0.0,0.119869255,0.0,0.0,0.0,0.0,1.1595495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9961138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.304823000000001,0.0,0.0,0.0,0.22008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88114274,0.0,0.45909336,0.0,0.0,0.0,0.0,0.0,37.717846,0.0,0.0,0.19027667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5044026,0.0,0.0,0.0,0.0,6.9475408,0.0,0.0,0.0,2.1046197,19.769371,0.0,0.0,0.0,0.0,0.0,0.094230756,0.0,0.0,0.0,0.0,1.1485063,0.0,1.0841615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27611735,0.0,0.0,0.0,0.0,2.6527882000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71138406,0.0,0.0,0.0,0.0,0.0,2.9845257000000003,5.0765443,0.0,0.0,3.4833255,0.0,0.0,0.0,0.0,4.046047,0.35114753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17512767,0.0,0.0,0.0
20120700_P3D_85,0.0,0.0,0.0,0.0,0.12559265,0.0,0.7554227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2658078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80582154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57235694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07332978400000001,0.0,0.0,0.0,4.071207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
