Genome,715_P2_30-34,716_E1_30-34,716_P2_20-24,717_P3_1-5,717_P2_20-24,711_S-1-D,712_P-3-D,713_P-1-X1,717_E2_1-5,712_E-1-X,716_S2_1-5,712_P-3-S,712_E-3-M,717_S2_10-14,713_CPON1-2-D,715_S3_30-34,714_P1_30-34,713_CPON1-1-S,713_E-1-D,714_E1_1-5,715_P1_10-14,717_S3_10-14,713_CPN1-2-M,713_CPN1-1-S,711_P-2-S,713_S-1-X1,713_E-2-M,716_P2_1-5,713_E-2-X1,714_P3_40-44,713_CPN1-2-D,712_P-1-M,716_E2_1-5,716_P3_30-34,716_S1_20-24,711_E-2-M,717_S3_1-5,713_E-1-X2,716_S1_10-14,713_E-1-M,714_S2_20-24,715_P2_10-14,715_P1_20-24,713_S-3-M,713_E-3-M,712_E-2-D,713_CPON1-2-X2,713_E-3-X1,711_P-1-S,717_E2_20-24,713_S-2-D,714_S1_5-9,714_P1_40-44,713_C-1-S,713_CPON1-1-D,714_E2_1-5,713_P-3-X1,716_E3_30-34,713_S-3-D,716_S3_20-24,713_E-1-X0,714_E1_30-34,716_E2_20-24,716_E3_1-5,713_CPON1-2-X1,714_S2_1-5,716_P1_1-5,714_P3_50-54,712_P-2-M,714_E2_5-9,714_S1_10-14,712_E-1-D,714_S3_10-14,715_S1_30-34,715_P3_1-5,714_S1_30-34,712_E-3-S,713_S-3-X2,717_E1_30-34,717_E3_30-34,713_CPON2-1-X1,717_E1_1-5,713_CPON2-1-M,717_S2_30-34,713_CPON1-1-X1,713_CPN1-2-S,713_S-1-M,715_E2_1-5,715_E3_10-14,716_S3_10-14,717_P1_1-5,716_S3_30-34,714_P3_70-74,711_E-1-D,713_CPON2-1-X0,715_E3_1-5,715_P2_20-24,717_E2_10-14,713_CPN1-1-X2,714_E2_20-24,715_E2_30-34,711_P-3-M,713_S-1-D,715_P3_10-14,713_C-2-D,715_E3_20-24,716_P3_20-24,713_P-3-M,715_P1_1-5,711_S-3-M,713_S-3-X0,713_S-2-X0,712_P-3-M,713_CPN2-1-D,711_E-1-S,713_CPON2-1-D,716_S2_10-14,715_E1_20-24,715_S2_10-14,713_S-2-S,717_P2_10-14,711_S-2-M,716_E3_10-14,715_E2_20-24,711_S-1-M,717_S2_20-24,713_C-1-D,714_S3_20-24,713_E-2-D,713_E-2-X2,712_S-2-D,717_E3_20-24,715_S2_20-24,712_E-3-X,713_E-3-S,715_P2_1-5,713_S-3-X1,712_E-2-M,711_E-2-S,713_S-1-X2,713_CPN1-1-M,713_E-1-S,713_CPN1-1-X0,713_S-2-M,713_CPN1-1-X1,715_S2_30-34,713_CPON1-2-M,712_S-3-S,714_E1_5-9,711_P-1-M,714_S3_40-44,713_E-3-X2,711_P-3-S,714_S1_40-44,711_E-2-D,713_CPN1-1-X4,713_CPON1-1-M,711_P-2-D,711_S-2-D,713_C-1-X1,713_E-3-D,714_S2_5-9,716_P1_10-14,715_P1_30-34,714_E1_20-24,711_E-3-S,712_E-1-M,715_S1_10-14,717_P3_20-24,715_E2_10-14,711_E-1-M,716_S2_30-34,713_C-2-X0,714_P1_20-24,712_E-2-S,716_E1_20-24,713_CPON1-1-X0,711_P-1-D,713_CPN2-1-X1,712_E-2-X,713_C-2-M,713_C-1-X0,712_S-3-X,712_P-2-S,717_P1_20-24,713_CPON1-2-X0,713_CPN1-2-X1,716_E1_1-5,716_P3_1-5,713_CPN2-1-X0,715_S1_20-24,713_E-1-X1,715_E1_1-5,713_S-1-X0,716_E1_10-14,717_E1_10-14,714_S2_40-44,714_S1_1-5,715_S3_20-24,716_S1_30-34,713_CPN1-2-X0,713_CPN1-1-D,712_E-3-D,716_S1_1-5,712_S-1-M,712_S-1-X,713_E-3-X0,713_C-1-M,712_S-3-D,717_S3_20-24,713_E-2-S,714_P3_60-64,711_E-3-D,713_S-3-S,714_S3_1-5,715_S1_1-5,715_P3_20-24,717_S2_1-5,717_P3_10-14,716_S2_20-24,712_S-1-S,714_S1_20-24,712_S-1-D,715_E1_30-34,714_P3_30-34,712_S-2-X,713_C-2-X1,713_CPN1-2-X2,714_S3_5-9,717_E3_1-5,714_S3_30-34,717_P2_1-5,712_P-1-D,711_P-3-D,712_P-1-S,716_E2_10-14,712_P-2-D,716_P3_10-14,713_CPON2-1-S,713_E-2-X0,711_P-2-M,716_P1_30-34,713_CPN2-1-S,715_P3_30-34,717_E3_10-14,711_E-3-M,713_C-2-S,715_E3_30-34,713_S-1-S,713_CPN2-1-M,716_P2_30-34,717_P1_10-14,711_S-1-S,716_P2_10-14
20120800_P1D_2,0.26377383,0.0,1.0032196,0.0,1.6428177,0.0,0.0,1.2047335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5749674,0.0,4.6957892999999995,0.0,0.0,0.0,56.482975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6332669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.749423999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5435429,0.0,4.0327459999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.248568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0926275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5097055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5747901000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5571704,0.0,0.0,0.0,0.0,0.09151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113258466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30292112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7332756999999999,129.66443,0.0,0.0,3.0846433999999996,0.0,0.0,0.0,0.0,26.964596000000004,0.0,1.6903772000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.3018155,0.0,0.0,0.0
20120800_P1D_3,0.0,0.0,0.0,0.0,0.9681198000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0900195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69535273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8270429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5842714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0670882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109134,0.0,0.0,0.0,0.5372531,0.06312281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20120800_P2D_2,3.2130375,0.0,0.18026797,0.0,3.1951292000000002,0.0,4.4073873,3.6709201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0353398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6306021,0.0,30.146079999999998,0.0,0.0,0.0,12.401912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242976000000001,0.0,0.0,0.0,7.691252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34430808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8492316999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.084368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06773581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4839602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2568603999999999,0.0,0.0,0.0,0.0,0.89420664,0.0,0.0,0.0,0.20655979,0.6832008,0.0,0.0,0.0,0.0,0.0,1.0596112,0.0,0.0,0.0,0.0,0.4341177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7302514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26429227,0.0,0.0,0.0,0.0,0.0,8.411334,27.288228999999998,0.0,0.0,2.0291243000000003,0.0,0.0,0.0,0.0,14.914319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1997042,0.0,0.0,0.0
20120800_P2D_5,0.0,0.0,0.2372795,0.0,9.830135,0.0,0.43183476,10.29852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3302395000000002,0.21216378,28.515038,0.0,0.0,0.0,20.305214000000003,0.0,0.0,0.0,0.4403397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7143939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6486466,0.0,0.0,2.3143257999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5060934999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117195316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09737946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52784705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666726999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57861596,0.0,0.0,0.0,0.0,10.073272,0.0,0.0,0.0,2.066369,0.8457295,0.0,0.0,0.0,0.0,0.0,1.0701094,0.0,0.0,0.0,0.0,1.1258374,0.0,0.096344955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7202156000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.326417999999999,100.25953,0.0,0.0,57.76387,0.0,0.0,0.0,0.0,14.139688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056694,0.0,0.0,0.0
20120800_P2M_7,0.0,0.0,6.0592303,5.560023,0.0,0.0,0.0,0.0,0.0,0.0,0.064968966,7.795727,0.0,0.0,15.542125,0.0,0.0,6.2480555,0.0,0.0,0.12203578,0.0,0.0,0.0,5.2266297,0.0,0.0,31.804256,0.0,0.13169546,0.0,24.985301999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.683903,2.2844594,0.0,0.0,0.0,0.0,0.0,3.841792,0.0,0.0,0.0,0.0,0.0,9.500771499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2033042999999999,0.0,22.870138,0.0,0.0,0.0,0.0,0.0,38.325768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956860000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.513702,0.0,0.0,0.0,0.0,30.107670000000002,0.0,43.275172999999995,0.0,0.0,4.381917,149.06296,0.25616086,0.0,0.0,0.0,12.838082,29.123403999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.060218785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.493785,0.0,0.0,0.0,7.946045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.186434299999999,0.0,0.0,7.082919599999999,0.0,0.0,0.81659657,0.0,0.0,0.0,9.642066,0.0,0.0,0.0,0.0,0.0,5.0479693,17.539063,0.0,0.0,0.0,0.0,1.250173,0.0,0.0,0.0,0.0,0.15681832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3944985,0.70137894,7.381492999999999,0.0,0.0,10.036561,4.4367046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.631718,0.0,36.14348,0.0,0.0,0.0,0.0,0.0,2.109018,0.0,0.0,0.0,0.0,0.0,0.0,9.800525,0.0,0.0,7.193491000000001,0.0,0.0,15.897539000000002,0.09081857,0.0,13.403867000000002,0.0,0.24012238,3.441007,0.0,0.0,0.0,0.0,0.0,10.918851,0.0,34.029090000000004,0.0,157.97539
20120800_S3X_7,124.03036499999999,0.0,0.0,0.0,0.0,2.0951104,0.0,1.4685711000000001,0.0,0.0,0.0,0.0,0.0,25.151188,0.0,15.018536,0.0,0.0,4.7342567,0.0,0.08621386,0.0988835,0.68957263,0.07708703,0.0,6.277449,0.0,0.0,0.0,0.0755709,0.0,0.0,0.0,0.0,2.7244177000000005,0.0,0.0,0.058174696,10.618189,4.963446599999999,39.60696,0.0,0.0,0.0,0.0,0.7874140000000001,53.447826,0.0,0.0,0.0,15.688066000000001,0.0,0.0,0.0,0.0,0.06936439,13.836568,0.0,0.0,0.15801273,0.0,2.070398,0.0,0.0,0.05846406,0.0,0.0,0.5339274,0.0,0.3051948,1.2794839,0.0,0.37248415,6.4019685,0.0,11.667455,0.0,81.3328,0.0,0.0,0.0,0.0,0.0,79.17533,63.398033,0.35583532,0.0,0.0,0.0,0.0,0.0,6.047784,22.196920000000002,0.0,0.0,0.0,0.0,0.0,155.5801,12.615234,0.0,0.0,0.70084685,0.0,1.2145902,0.0,0.0,0.0,0.0,0.14587916,37.301952,7.800878999999999,0.0,0.3840344,0.0,0.30033004,0.6805528000000001,0.0,0.0,0.0,0.0,16.501982,0.0,0.0,0.058741625,6.654928999999999,2.0183527,42.695568,0.0,0.0,6.132974,0.0,25.329649,0.0,0.0,0.0,7.8304977,0.0,0.0,14.199279,0.16204062,2.7287633,46.11913,0.24193336,198.66185,2.4707901000000003,0.0,0.0,0.0,0.0,56.455493999999995,0.0,0.0,70.15939,1.1639832,153.40200000000002,0.0,0.0,2.2740793,12.695162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0448,2.0403086999999998,0.0,0.38710853,0.18702392,0.0,0.0,0.0,0.0,0.0,17.89726,30.990564000000003,0.0,0.0,0.0,330.87642999999997,0.0,0.0,0.13740456,2.342622,0.0,0.0,1.1632696000000002,0.09369092,0.0,118.287704,0.0,29.458727000000003,35.866023999999996,158.64597,0.99147934,0.26391602,0.0,0.0,9.352324000000001,0.0,0.0,34.137836,3.8292985,0.0,3.6645885000000002,0.0,0.0,0.06294238,0.0,0.0,0.0,0.0,24.124308,0.0,3.9696078000000004,0.72324187,0.0,0.0,31.432003,0.3599466,237.52374,0.07148628,0.0,19.710299,0.0,8.483285,0.05752895400000001,0.0,0.0,0.09411658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20004006,1.3280459999999998,0.0,0.0,0.0
20130700_C1D_10,0.0,0.19732301,0.0,0.0,0.0,0.0,0.0,0.0,2.190903,0.0,0.0,0.0,0.36364043,0.0,0.0,0.0,0.0,0.0,0.47340779999999993,11.794295,0.0,0.0,0.0,0.0,0.0,0.0,0.15093061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43044832,0.0,0.0,0.0,0.0,0.4844535,0.7421013000000001,0.0,0.0,0.0,0.092016816,0.0,0.0,0.0,7.4482484,0.0,0.80088,0.0,0.24018623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37216115,0.0,0.0,0.0,0.0,0.21340863,0.0,0.0,0.50497603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6912303,0.58773965,0.0,0.0724728,0.0,0.0,0.2092505,0.0,0.06843101,0.0,0.09298503400000001,0.0,1.7465106,0.12661888,0.0,0.0,0.0,0.8325101999999999,0.10330388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20389889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11686171599999999,0.0,0.0,0.0,49.415775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08254609,0.0,0.0,0.0,0.36861023,0.0,0.0,0.0,0.0,0.0,0.0,4.075292,0.0,0.0,0.0,0.0,0.0,0.54147035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5445156,4.3505654,0.44447437,0.0,0.0,0.0,0.08834511,0.0,2.2284675,0.0,0.45746702,0.10306977,0.0,0.0,0.0,0.33562148,0.97308826,1.6504653999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08787198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46777070000000004,0.0,0.0,0.0,0.0,56.572025,0.0,0.0,0.077719964,0.0,0.75174797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21289650000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4102237,38.16624,0.23610169,0.0,0.0,0.0,0.0,0.0,0.0
20130700_C1D_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66353685,2.8468614,0.0,0.0,0.22816332,0.0,0.0,0.09578667,1.6859418999999998,0.0,0.13852386,0.78199184,0.0,0.0,0.0,0.0,0.0,0.0,0.194868,0.0,1.0694289,0.0,0.0,0.0,0.0,0.0,0.0,1.2448211,0.0,0.8202341999999999,0.0,0.66325146,0.0,0.0,0.0,0.0,0.0,0.18842827,0.0,0.99335915,0.0,0.2716611,0.0,0.0,0.8940905,0.55544484,0.0,0.49936092,0.0,0.0,0.0,0.0,0.36483073,0.63211596,0.0,0.10340689,0.0,0.0,0.0,0.0,0.0,0.54390514,0.0,0.06826436,0.0,0.0,0.0,0.21407612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09837773,0.0,0.0,0.0,0.2311839,1.4637905,0.0,0.4582895,0.2663822,0.20503025,0.19073856,0.0,0.13094136,0.0,1.1814626,0.0,0.07006842,0.05617735,0.0,0.0,0.0,2.9508395,0.7722741999999999,0.0,0.0,0.0,0.0,0.0,0.14981382,0.0,0.0,0.47515592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22421408,0.11184680000000001,0.0,0.0,18.277476999999998,0.0,0.085857,1.7838935,0.0,0.0,0.0,3.0155408,0.3788433,0.0,0.0,0.5178797,0.6098185,0.063724235,0.0,0.47147277,0.0,0.0,0.0,0.12637651,0.0,0.0,1.7704412,0.0,0.058995962,0.90483606,0.0,0.11353478,0.07067731,0.60041267,0.0,0.06491269999999999,0.122731514,0.0,0.660652,0.0,0.0,0.0,1.1072868999999999,1.044638,1.5489469,0.0,0.0,0.0,0.67229855,0.0,3.5002272000000003,0.0,0.5640125,0.062085285999999996,0.0,0.0,0.0,0.33921933,2.3708810000000002,7.2809167,0.0,0.0,0.0,0.0,0.0,0.20941238,0.0,0.0,0.0,0.12592728,0.30012128,0.0,0.26200464,0.0,0.2605811,0.0,0.0,0.0,0.0,0.0,0.12320045,0.0,0.0,0.15584873,0.8915304000000001,6.600585499999999,0.0,0.087242834,0.14742433,0.1010593,0.10753632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065266386,0.0,0.0,0.0,0.2200993,0.91238797,0.0,0.0,0.27386788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5235731,1.1754671,2.3151952999999996,0.2804639,0.0,0.0,0.0,0.0,0.0,0.0
20130700_C1D_16,0.0,1.0624305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13095005,0.0,0.0,0.0,0.0,0.0,0.0,1.1871942,0.0,1.3631499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060311477999999995,0.0,0.7467764,0.0,0.26672426,0.0,0.0,0.0,0.0,7.684391000000001,9.93195,0.0,0.0,0.0,0.08989361,0.0,0.0,0.08179798,0.9672094000000001,0.0,0.0,0.0,1.1624149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059054945,0.0,0.0,1.0569431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22851194,0.0,0.0,0.69537103,0.0,0.0,0.0,0.09064211,0.0,3.4256263,0.09817454,0.0,0.0,0.0,0.3166514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07979346,0.24732453,0.0,0.0,66.675446,0.0,0.17025235,0.20406786,0.0,0.0,0.0,0.06923109,0.0,0.0,0.0,0.19407493,0.106449746,0.0,0.0,0.3405375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19106634,0.0,0.0,2.5531308999999998,0.0870193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.429448000000001,0.0,0.0601928,0.0,0.0,0.0,0.0,0.0,1.8424644000000001,0.0,1.4581893999999997,0.101992026,0.0,0.0,0.0,0.0,0.0,0.8772216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9245352999999996,0.0,0.0,0.0,0.0,22.291477,0.0,0.0,0.0,0.0,1.9299877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89674103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17502914,0.062393554000000004,0.70580584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20130700_C1D_18,0.0,3.4163627999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61106145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7649393,0.45365295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103173000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.7572237000000002,0.0,0.7486328000000001,0.0,0.9915361999999999,0.0,0.0,0.0,0.0,0.8953049000000001,4.013636,0.0,0.22775170000000003,0.0,1.2931617,0.0,0.0,0.0,0.11388547,0.0,0.19069752,0.0,2.0291467,0.0,0.0,1.4998318000000002,17.283018,0.06458871,0.0,0.0,0.0,0.0,0.0,0.0,2.1028118,0.0,9.321353,0.0,0.0,0.0,0.0,0.24772023,0.0,0.16209869,1.7386342000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181863,0.0,0.17410016,0.0,0.0,3.8985457,0.0,0.0,0.0,1.1793453,0.0,8.449448,1.8360279,0.0,0.0,0.0,3.8628926,2.0443745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36072996,1.7030941000000002,0.0,0.0,20.127985,0.0,0.40383977,0.33526447,0.0,0.0,0.0,8.232683999999999,0.33022812,0.0,0.0,0.16258042,0.28651512,0.0,0.0,0.6046428,0.0,0.0,0.0,0.0,0.0,0.0,1.8040526999999997,0.0,0.0,0.28541094,0.0,0.0,4.125833999999999,0.0,0.0,0.0,0.0,0.0,0.96765757,0.0,0.0,0.0,21.631270999999998,0.0,2.2977605,0.0,0.0,0.0,0.12325971599999999,0.0,8.82644,0.0,0.91759765,1.7968544999999998,0.0,0.0,0.0,0.0,0.36441540000000006,2.461582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11420912,1.4495716,0.0,0.6739611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.329379,0.0,0.0,0.0,3.1669178,5.662011,0.0,0.0,0.0,0.0,1.762904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6785228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08983608,0.0,0.0,0.0,0.0,0.0,0.45617792,4.351018,1.7961963,0.0,0.0,0.0,0.0,0.0,0.0
