20110600_E1D,8736914
20110600_E1S,9846383
20110600_E2D,10959155
20110600_E1M,12392710
20120500_P18,11309300
20100900_E2D,57692890
20100900_E3S,58388028
20100900_E1D,60746793
20100900_E3D,64370995
20100900_E1S,65787333
20100900_E2S,69337788
20111000_P3S,10972208
20110600_E2S,8492998
20120500_P36,17442808
20110600_E3M,8831303
20110600_S3D,8946441
20111000_S2M,12930971
20120600_E1M,13040754
20110700_E3D,9621461
20120500_P38,14836331
20111000_S1S,10224933
20110600_E3D,11759255
20111000_P2M,10508803
20110700_E1D,10895831
20120500_P27,14019560
20110700_E2S,11053269
20120500_P16,13475565
20111000_P2S,11160093
20120500_P37,13814326
20111000_S3D,11345407
20120500_P35,19802336
20111000_S1M,11566499
20120500_P17,13175024
20110600_P2S,12571940
20110700_E2M,13049392
20111000_P1D,12279617
20111000_S2D,14217454
20110700_P1M,12867789
20111000_E2D,12348281
20110600_S2S,12943940
20120500_P34,12869721
20120500_P33,15029482
20110700_S1S,12028365
20110600_S2M,13534761
20120500_P25,20572045
20111000_P2D,13767301
20120500_P21,15567641
20111000_E2S,12654727
20111000_S1D,14060074
20111000_S3M,13176771
20110700_P1S,14591160
20120500_P14,14905233
20110700_E2D,14707667
20120500_P23,19311618
20110700_P2S,14847224
20110600_E3S,16103264
20120500_P22,18569396
20120700_P2S,11560017
20111000_E3S,13678794
20110600_S1S,15640496
20120700_P2D,16265110
20120500_P15,17645011
20110700_E3S,14833320
20110800_P1S,14660951
20110700_E1S,14486028
20120600_E1S,16363326
20120700_P3M,14145898
20120600_S3D,16928605
20110600_S2D,16480634
20120500_P32,21498372
20120600_P2S,21216747
20110600_S1D,16989089
20120500_P31,19104459
20120700_E3X,11310694
20120700_E2S,12545366
20110600_S3S,16645479
20120500_P11,18063697
20120600_E2S,16395037
20120700_S1M,15295680
20120700_E1X,13431721
20120500_P13,19698071
20110700_S2M,16014583
20110800_P2D,16523604
20120500_P39,17469502
20120500_P19,25802884
20111000_E3D,18185107
20120500_P24,18940991
20120500_P12,18461198
20110700_P3D,16880332
20110700_S1M,17117202
20120600_E2M,18037403
20110600_S3M,18349690
20110700_S1D,17570389
20120700_S2X,14445161
20120800_E1S,13534501
20120800_E3M,15780248
20120800_E1M,15166132
20120700_S2S,13687447
20120700_S2M,13920642
20111000_S2S,17697656
20120700_S2D,15013744
20110700_E1M,18214144
20111000_E3M,16227678
20120700_E3D,19023714
20110800_P3M,18642438
20110800_S3M,19305761
20120800_P2S,10953085
20110600_P1D,19987996
20120700_P3S,15967724
20120700_S3S,13783239
20120600_P3S,14249067
20120800_P1M,13302814
20120800_P2D,10658755
20120500_P28,22192308
20120800_P3M,12243875
20111000_E2M,19124995
20120800_P1S,10603097
20120800_P1D,16561760
20120700_P1S,15400383
20120700_P2M,16648759
20120800_S1D,14977415
20120500_P26,22615733
20110800_S1D,24277213
20120800_E2S,19417484
20120700_E1S,16269814
20120800_S1X,16052703
20120700_S3X,23750525
20120600_S3S,20153424
20120700_E1D,14091932
20120800_S2D,14742991
20110600_S1M,21790798
20120800_S1S,17122903
20110700_P2M,20559482
20120600_S1M,15401466
20120700_E2D,22924151
20120600_S2M,18643895
20120800_S3D,12713882
20120800_E2M,20568007
