"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-M" "711_P-2-M" "711_P-2-D" "711_P-3-M" "711_P-3-D" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-M" "712_P-1-D" "712_P-2-M" "712_P-2-D" "712_P-3-M" "712_P-3-D" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-1-X1" "713_P-3-M" "713_P-3-X1" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_20-24" "714_P1_30-34" "714_P3_30-34" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_P1_10-14" "715_P1_20-24" "715_P1_30-34" "715_P2_10-14" "715_P2_20-24" "715_P3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_10-14" "716_E3_30-34" "716_P1_30-34" "716_P2_1-5" "716_P2_10-14" "716_P2_20-24" "716_P2_30-34" "716_P3_1-5" "716_P3_20-24" "716_P3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P1_10-14" "717_P1_20-24" "717_P2_10-14" "717_P2_20-24" "717_P3_20-24" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20110600_S1D_11" 0.40445864 0.8973815 4.3910074 0.23121035 0.62966967 3.2367425 0.88263035 0.7658527 4.6626844 0 0 0 0 0 0.13756272 15.828448 73.894264 61.2623 1.3196108 129.50488 0.79907244 11.423197 1.1657208 0.32353193 5.1994934 1.4458308 0.3500864 5.3720765 0 0 0 0 0 0 0.7145366 0.32414013 50.09492 1.8710454 74.924194 4.705513 0.18188372 132.01964 123.76597 2.1772144 2.804487 3.4799774 0.6797121 0.49387476 0.24858905 1.0830431 1.0325487 0.60443765 0.6144058 0.9018468 2.9819613 0.18419056 0.20695499 0.19635463 0 0 0 0.3656413 2.902726 54.707424 19.281195 9.14466 0.8085643 48.76041 7.4516563 2.0166173 0.69258165 5.072614 35.54695 80.509605 54.671555 0.39601132 1.0913209 9.384839 1.5685397 0.26375124 0.7276409 11.70248 0 0 0 0.17964423 5.137898 50.889824 0.8910325 2.101904 0 0.36364746 110.27932 1.0490896 3.4733 48.21593 156.40318 14.256943 3.111852 0.74291664 5.367298 4.0237045 0.5172786 1.6261398 3.9870493 0 0 0 0 0 0 0.082540475 25.407812 1.9708804 93.29365 0 2.9654565 1.0352175 29.48473 13.242341 0.0726559 2.7585895 3.980064 5.2164836 4.2243996 5.1827927 0 0 0 0 0 0 0 0 0 50.911613 30.8485 42.565617 0 1.4215089 10.196301 4.0888095 13.043135 1.73385 0.68762267 0.81410563 1.3430766 2.0851529 0.15114005 1.1793725 4.161505 0 0 0 0 0 0 107.92091 50.90699 13.950821 1.0882454 63.62697 0.6686016
"20170700_S24_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13567431 0 0 0 0.1585327 2.8088584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23952731 0 0.6874337 0.6679963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36282894 0.22529551 1.4725351 0 0 0 0.81534153 0 0.1097853 0 0 0.20057914 6.1407824 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6709087 0.8771975 0 0 7.0318227 0.108299725 0 0 0 1.5221797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7910786 0 0 0.64073056 0.30076408 0.2879023 0.49515373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.89273316 19.33323 0.2871266 0 0.73959386 0.99475455 0 0 1.0906277 1.1484997 0 0 0 0 0 0 0 0 0 0 0 0 0.27602577 49.10542 2.539605 0 0 2.630198
"20120700_S1D_90" 0 0 0 0 0 0 0 0 0 0 0 0.30478567 0 0.2328305 0 1.6168091 2.9707856 0.5353796 0.08192942 1.3157464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06289514 0.3758099 2.8043451 0 2.8879519 0.124189325 0 2.2822526 2.0378675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8651963 0 0.5765339 0.064071484 0.305476 3.0770895 0.47386396 0 0.3364159 0.20107117 1.0386797 0 0 0 1.1706926 2.1036878 1.6087484 0 0 0 0 0 0 0 0 0 0 0.8491914 0.10933938 1.662075 0.13349083 0 0.17305979 0.98503345 3.5511377 0 0.28563306 1.7594638 2.1242483 0.39118946 0 0 0 0 0 0 0 0 0 0 0 0.07983666 0 0 0.69633853 0.1734054 0 0.34200245 0.3351048 0 0.119488046 0 0 0 0 0 0 0 0 0 0 0 1.3372769 0 0 0 0 0.8805802 0.8657215 0.9135321 0 1.1584115 3.9695008 5.766904 1.2347789 2.256553 0.3585385 0 0 0 0 0 0 0 0 0 0 0 0 1.7064517 5.643507 1.2786072 0.0732025 1.8453987 0.11491775
"20120700_S1D_107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.083748035 0.2602638 0.27508503 0.37822974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07873978 0 3.6657915 0.24752915 0.91301936 0.21648502 0 1.3235499 1.1465672 0.081786536 0.29818636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47174442 1.5928909 0.3901116 0.07045388 0.32047737 1.668943 1.9370348 0.11589124 0 0 0.79931724 0.48823422 0.16048001 0 0 0 0 0 0 0 0 0 0 0 0.07082175 1.5079538 0.56519 0.20920947 0 0 0.17937183 0 0.5690834 0.74825716 0.18949479 0.47019097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06582442 0 0.05805688 0 0.4137255 0.05942157 0.371905 0.30876365 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6860879 0.28556296 0.2535217 0 0 0 0.17809589 3.9270222 3.7907255 0.4148474 0 0 0 0 0 0 0 0 0 0 0 0 0.9265527 0.14935444 0.20063321 0 0.42400086 0.10221604
"Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4051993 0 0 0.17712511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13531205 0 0 0 0 0.13913085 0 0 0 0 0.08567865 0.08232663 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06250257 0 0.066185154 0 0 0.109003395 0 0.08472592 0.07635233 0.19062161 0.1891667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057013154 0 0 0 0 0.18027903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32130915 0.16813014 0.0996622 0 0.31439698 0 0 0.36100295 0.061394956 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8979857 0.20945455 0.13977574 0 0.11688994 0
"20120700_S1D_33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5929137 0.43951342 1.489422 0.48455197 0.32056344 0 0 0 0 0 0 0 0 0 2.5349686 0 0 0 0 0 0 1.7108727 0.112944946 0.6613605 0.2666033 0 0.14198533 0.123872116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06975844 0 0.9477364 0 0.3844485 0.35671774 0.21780263 0 0 0.67353576 0.6000581 0.14943297 0 0.08229691 0.41235155 0.39617845 0.18275234 0 0 0 0 0 0 0 0 0 0 0 0.18200941 0.82935697 0.36275557 0.24300902 0 0.14953898 0.54988337 0 0.072632894 0.34563944 0.13866845 0.2878346 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0741362 0.22803417 0.32954094 0 0.5180651 0.4170346 0.08890317 0.20590949 0.16430627 0 0 0 0 0 0 0 0 0 0 0.13983607 0 0 0 0 1.3927168 0.85644084 0.7653174 0 0.81315964 0.27783325 0.46589106 0.25650266 0.7031108 0.48389864 0 0 0 0 0 0 0 0 0 0 0 0 1.243631 0.5024163 0.83454424 0 0.61854297 0.5187899
"20110800_S3D_28" 0 0 0.06004817 0 0 0 0 0 0 0 0 0.7484279 0 0.21399316 0 2.354372 3.7762628 7.732744 7.341382 5.6693134 0 1.530474 0 0 0 0 0 0 0 0.9384257 0 0 0 0.5137424 0.074191995 0 10.647195 1.9196353 6.596593 4.5782356 0 6.1415076 5.8959775 0 0 0 0 0.22670096 0 0 0 0 0.10219897 0 0 0 0 0 1.9674214 0 3.5813425 0 9.087941 4.7748523 8.902772 1.5738447 0.16916846 14.719449 7.40593 8.745789 0 0.42930606 4.4746275 3.8779523 6.1405563 0 0 0.45207673 1.3372335 0 0.078678824 0 0 0 0 0 0.9153137 9.888246 8.410773 8.18229 0 1.8631142 22.241825 0 2.1788847 8.821265 8.370648 12.004858 0 0 0 0 0 0.09882781 0 0 0 0 0 0 0 0 3.1491208 10.632623 5.2134204 1.1521882 6.7263126 6.924943 7.977385 15.584617 0 0 0 0 0 0 0.13683426 0 0 0 0.49197704 0 0 0 0 6.880983 8.750514 8.010498 0 4.3565774 17.469215 11.816098 2.2966254 4.2174096 6.1072965 0 0 0 0 0 0 0 0 0 0 0 0 10.4992695 27.206367 13.275417 0 3.199061 7.319097
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00" 0 0 1.0842899 0 2.7766695 0.4479506 0 0 0 0 0 0 0 0 0.23714522 43.17169 85.198494 63.82349 55.321674 112.24829 0.08055851 28.680391 0.34504855 0 0.17328392 0 0 0.063537285 0 0 0 0 0 0 0.93234813 0.45565692 59.465027 36.898926 67.85896 39.226498 0.12641537 288.4948 271.45972 0.67539793 0.7213426 0.5666749 0.13745397 0.16757545 0 0 0 0 0.22810803 0 0 0 0.1479459 0 0 0 0 0.29728737 15.812318 83.46605 73.96266 9.223439 1.5495199 62.81483 49.74853 36.833927 1.01527 21.767923 40.144688 78.576744 88.11553 0 0 1.0407362 4.734892 0.07191044 2.3425434 6.302968 0 0 0 0.490754 17.916481 86.86121 50.92261 32.451694 0.4697125 9.453421 57.55412 0.59706885 72.45805 76.72397 55.498745 54.16606 0.08239437 0 0 0.12208855 0 0.10025801 0.6633639 0 0 0 0 2.1227424 0 0.23060179 48.123466 49.051907 202.53209 47.429485 44.032784 27.786795 71.45608 118.35984 0 0.16167596 0.08370644 0.39171955 0 0 0 0 0 0 0.08467943 0 0 0.083008744 0.14181353 112.18917 117.40672 183.4425 0.37280312 35.246548 25.30883 8.228584 110.41681 97.69187 30.124035 0 0 0 0 0 0 0 0.073510446 0 0 0 0 63.938717 123.26393 41.149704 3.0063777 77.82028 38.402084
"20120700_S1D_60" 0 0 0 0 0 0 0 0 0 0 0 0 0 1.186806 0 11.136361 9.862023 6.2574778 2.4064202 5.374584 0 0 0 0 0 0 0 0 0 7.293156 0 1.2498447 0 0 0 0 7.306393 0.89014095 4.6433635 1.1871685 0 3.0118487 2.852865 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.6361618 0 5.167851 0 9.569555 9.711314 2.3213403 0.5228758 0 2.7439957 2.6361525 1.1815237 0 1.2873987 3.47134 5.475568 2.5619538 0 0 0 0.107314184 0 0 0 0 0 0 0 2.1717994 5.147724 1.3846786 1.3057437 0 5.660471 5.6424055 0 1.6722256 3.1989954 2.1274018 2.1198597 0 0 0 0 0 0 0 0 0 0 0 0.70017177 0 0 5.63546 2.650327 1.3200184 1.5260601 6.0927935 1.428974 3.1183648 2.3227894 0 0 0 0 0 0 0 0 0 0 0.071759716 0 0 0 0 5.0774007 5.023731 4.437514 0 8.308685 4.1405306 4.1383133 2.5163455 2.5871196 2.1108198 0 0 0 0 0 0 0 0 0 0 0 0 5.8714466 4.5581303 3.9984777 0 5.066067 2.2035458
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5687338 0.12951763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06336732 0.14371447 0.38626066 0 0.1526874 0 0 0.7185577 0.6286089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.056494024 0.10528993 0 0 0.6923833 0.07885388 0 0 0 0 0.38946673 0.09619658 0.18929659 0 0 0 0 0 0 0 0 0 0 0.059237055 0 0.0875612 0 0 0 0 0.55047166 0 0.19319133 0.5036936 0.26933524 0.41152552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08413774 0.7395759 0 0.27358404 1.9416653 3.7623127 1.4547794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33363155 0.3844578 0.21078525 0 0 0
"20130700_S1Z_5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08159721 0 0 2.9544823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6148379 0.77892345 0 0.2733692 0.07565987 0 0.2540005 0.2289806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48708257 0.34757358 1.1323513 1.3233179 0.37520075 2.2277799 0 0 0 0 0 0.05770039 0 1.2495917 0 0 0 0 0 0 0 0 0 0 0.28772497 0 0 0 0.080685504 0 0 0.13560204 0 0.10539948 0.07234031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15214106 0.14493464 0 0 0 0.14672546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47428468 1.2181827 4.162956 0 0.09663077 1.2056073 0 0.25380751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4342395 0.8275962 4.371589 0.14311123 0 0
"20120800_E1D_14" 0 0 0.66855973 0 0.111202486 0.30015302 0 0 0.11558482 0 0 1.3825483 0 1.2780011 1.8844062 151.02579 200.01889 68.91297 27.059752 109.55818 0.14848928 39.96542 0.075426556 0 0.35415822 0 0 0.15262799 0 10.306527 0 0 0 0 3.9698567 2.860258 248.20378 18.913113 134.29988 88.205986 0.3993434 111.03681 100.81434 1.3830278 1.3171228 0.44435176 0 0 0 0 0 0.10265732 0.122854084 0 0 0 0 0 10.991887 0 32.78095 2.1659074 80.41846 218.8959 78.942726 33.08683 9.40115 150.87384 92.29195 35.37171 1.075749 20.060383 200.03221 150.15717 176.21152 0 0 46.555637 132.74467 0 0.5444109 2.6743734 0 0 0 1.8591142 30.093653 169.61185 41.27308 45.93813 4.18888 21.322065 216.31563 1.2798305 7.6257086 117.41976 155.9504 202.55853 0 0 0.07740919 0.27294883 0 0.5580736 4.2268867 0 0 0 0 0.44077572 0 0.44883737 77.01294 86.870964 37.451393 62.327236 126.42841 33.085342 109.28659 143.48012 0 0.24282773 0.17685774 0.28639325 0 0 0 0 0 0 28.82042 0 0 0 0.7197096 386.41733 225.17542 134.93019 0.60088813 99.30464 374.5717 124.56136 52.58511 78.044815 37.792053 0 0 0.083717905 0 0 0 0 0 0 0 0 0.2918128 367.3994 330.89322 173.58464 0.8754208 67.32612 19.634668
"20120600_S1D_7" 0 0.06629133 0.4228598 0 0.36021644 0.15657453 0 0 0 0 0 4.5746193 0 0 0.08598619 14.262393 14.621329 3.5842216 6.6001787 18.29625 0.3286737 1.4081048 0.117623374 0.072290935 0.14124106 0 0 0.06606748 0 0 0 0 0 0 1.0644561 4.5267897 30.020452 4.1359034 31.459501 13.369714 0 44.574093 40.98703 0.5840581 0.93341815 0.6236315 0 0 0 0 0 0 0 0 0 0 0 0 0.16613585 0 3.3234367 2.0923834 17.17327 91.045815 14.908121 10.17629 17.875547 19.361536 14.022715 2.9907207 0.14757137 2.0172017 42.37735 24.265915 22.69931 0 0.1028314 1.7548406 0.6496354 0 0.5408462 1.9871172 0 0 0 3.891035 1.2335086 19.253489 9.073356 7.609978 0.19748546 1.5102617 21.509655 0.35409003 2.8707628 11.081985 13.752082 15.759648 0.10274382 0 0 0 0.06732204 0.21974465 0.18510228 0 0 0 0 0 0 0 3.903668 4.037382 7.284805 3.1434681 10.109048 2.642447 12.091411 13.528506 0 0.13574505 0 0.06528383 0.19016725 0 0 0 0 0 0 0 0 0 0 7.223866 31.893387 40.411503 0.46606088 6.7532587 18.989923 27.615679 21.05446 16.267565 8.786506 0 0.08781394 0 0 0.24120484 0 0 0 0 0 0 0 65.07012 38.630127 32.942856 1.0140946 6.075965 4.386155
"20160700_E25_15" 0 0 0.06793029 0 0.06545907 0 0 0 0 0 0 0 0 0 0 1.0152655 0.121832654 0.9895193 0.17764425 0 0.22527824 1.1049318 0 0 0 0 0 0.06074745 0 0 0 0 0 0 0 0 1.8526831 0 0.13107245 0 0 0 0 0 0 0 0 0 0 0 0 0 0.068529904 0 0 0.21800447 0.5168861 0 0 0 0 0 1.8610398 0.38552582 0 0 0 2.0441258 0.9137131 0.06335665 0 0 0 0 0 0 0 12.512163 1.9623506 0 0 0.10612599 0 0 0 0 0.06588495 0.62297136 0.07093339 0 0 0 0 0 0 0 0.41468933 0.2588558 0.17417859 0 0 0 0 0 0.06323404 0 0 0 0 0 0 0 0 0 0 0 0.3308589 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5921241 0.25137377 0.06562309 0 0 0 0 0 0 0 0 0 0.1277708 0 0 0 0 0 0 0 0 0 6.97174 0.16393965 0.0694955 0 0 0
"20170700_E15_6" 0 0 0.087572254 0 0 0 0 0 0 0 0 0 0 0 0 0.58125395 0.105502 0 0 0.06637642 0.6833104 1.6037239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25886765 0 0 0.3584224 0 1.1575284 1.0321114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4605391 6.2519975 0.4730233 0.17505908 0 0 0.39806437 0 0 0 0.16436091 2.0106761 2.1267157 0 0 2.3867269 2.1675358 0 0 0 0 0 0 0 0 0.122301705 0.08021573 0.26275152 0 0 0.669356 0 0 0 2.607556 1.9439523 0 0 0 0 0 0 0.55424887 0 0 0 0 0 0 0 0 0 0 0 0.54212487 0 0.42014223 0.76957154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7161276 4.632391 6.529391 0 0 1.2149762 2.6816676 0.6077799 0 0.07596655 0 0 0 0 0 0 0 0 0 0 0 0 11.986516 13.857738 8.512687 0 0 0
"20150700_E14_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3571451 1.7285751 0.1633224 1.1474783 5.549761 0 0.2114047 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19565502 5.0118303 0 0.6783185 0 0 14.25128 12.93548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3210466 7.8479223 5.7734766 3.8817499 0.115023434 4.818978 2.0600214 0.21062341 0.42718166 0 1.9394346 6.110529 0.7241165 5.6496534 0 0 0 0.18992668 0 0 0 0 0 0 2.8365986 1.0361165 1.0114555 0.21810776 0.085665785 0 0 36.211063 0 8.05732 17.970903 45.132004 2.9345608 0 0 0 0 0 0 0 0 0 0 0 0 0 3.3292277 0.96797377 0.7150165 0.45048597 2.928765 0.3971197 0.18585472 1.0439429 2.726573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.22483812 5.9561105 9.910505 8.800657 0 0 0.12567502 0 3.1071832 0.72492886 0.17358653 0 0 0 0 0 0 0 0 0 0 0 0 4.7433743 43.42007 0.41539884 0.24421278 3.9583995 0.370805
"20110700_S3M_11" 0 0 0 0 0 0 0 0 0 0 0 0.17052506 0 0 0 3.9825401 11.352301 34.825825 34.49836 30.503468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29747108 0.16689241 11.925594 15.113759 24.240026 23.315062 0 31.978275 29.26268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.31532052 2.930216 22.842346 44.02937 5.823474 0.47234675 13.680789 18.886889 15.561815 0.17140827 1.6563612 12.017792 43.84973 56.503025 0 0 0 0 0 0.09260538 0.29161182 0 0 0 0.11602502 3.2936618 33.06558 25.616234 27.688324 0 3.0109272 64.514 0.19180918 1.1865839 10.462791 24.470266 48.301075 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10550678 13.934085 36.560642 20.517488 4.393763 35.595455 19.939068 36.450726 37.047005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21.935474 41.83322 41.55285 0.13487796 30.275991 53.07393 48.660366 2.298567 26.565306 30.074392 0 0 0 0 0 0 0 0 0 0 0 0 42.938587 108.63808 47.56678 0.14372888 17.800781 24.97357
"20150700_E15_20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.43468496 0.6216173 0.5562125 0.100661255 0.11503785 0 0.10920644 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14527085 0.96993834 0.09280167 0.42589092 0.08245784 0 2.308732 2.0664015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12021378 1.2149172 3.1653116 0.11850319 0.07224296 0.057819705 0.7246208 3.1315324 0 0 0.056745537 2.8210864 2.4627824 0.35184228 0 0 0.8417368 0.71061146 0 0 0 0 0 0 0.24948776 0.27670696 1.4862682 0.12587662 0.060088955 0 0.11142075 0.25504223 0 0.062242057 0.24759102 1.534288 0.86760134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38044372 0.33245033 0.05898669 0.8008823 3.1809306 0.11105952 1.3065588 1.0411874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3311439 0.05801763 0.24386129 0 0.12657098 0 0 1.6481293 1.1398538 0.1499694 0 0 0 0 0 0 0 0 0 0 0 0 0.11187807 0 0.087778516 0 1.7813132 0.15454201
"20110800_S2M_3" 0 0 0 0 0 0.090626106 0 0 0 0 0 3.1765141 0 0 0.753472 43.215816 148.46555 71.267334 23.271175 59.020256 0 0.49872917 0 0 0 0 0 0 0 12.157982 0 0.17562754 0 0 2.0346282 1.6452826 88.55267 24.561253 36.210175 167.58649 0.26890573 222.65392 202.18639 0.25011146 0.33025774 0.2554602 0 0 0 0 0 0 0 0 0 0 0.06756627 0 2.1779032 0 18.102585 0.8859999 21.233437 82.605965 23.44076 18.955576 2.600109 59.434967 50.5134 23.981798 0.818856 5.588737 53.33579 92.70866 72.27802 0 0 1.3619971 3.4979262 0 0.06256447 0.8377247 0 0 0 0.44418952 3.943005 53.889923 26.551954 54.32898 0.38289624 4.769017 147.52475 0.9521202 2.6021938 25.27909 155.50194 85.579315 0 0 0 0 0 0 0 0.108331576 0 0 0 2.2582698 0 0.06946058 24.227762 23.692219 97.038025 2.1533217 63.505653 23.421587 79.719864 61.17917 0 0 0 0 0 0 0 0 0 0 0.0826576 0 0 0 0 155.01683 43.72849 63.434025 0.12246534 33.833847 58.63265 135.14279 4.761914 17.254465 21.854458 0 0 0 0 0 0 0 0 0 0 0 0.05911005 215.75319 120.501854 106.44788 0.47095963 27.257858 18.815838
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5858144 0.1185247 1.1140481 0.3600832 0.35664907 0 0.06279003 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17161101 2.3218057 0.14237405 0.37306696 0.117788516 0 0.12895662 0.10915203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0913996 0.5549886 0.14780085 0 1.5577586 0.6399075 0.52065563 0.13008355 0 0 0.14950031 0.07748447 0 0 0 0.4764484 0.4395726 0 0 0 0 0 0 0.11080139 0.0664867 0.6541208 0.3972543 0.29551294 0 0.10271478 0.4798148 0 0.49668235 0.7856575 0.4567664 0.5839313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19273259 0.27510464 0.109919935 0.12735923 0.26700282 0.20689607 0.24595137 0.17678726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.52059513 0.4199058 0.3198026 0 0 0.12981461 0.11645341 0.15981388 0.103051424 0.16394314 0 0 0 0 0 0 0 0 0 0 0 0 0.6064656 0.41863123 0.27358213 0 0.12921436 0.1059354
"20170700_S25_7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09245056 0 1.325593 5.448577 0.18581441 0.1161812 1.2991842 0 0 0 0 0 0 0 0 0 0.18627737 0 0.15664998 0 0 0 0.34269798 1.1127988 0.082926534 0.91214013 3.729357 0 5.5962453 4.9064093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36785275 0 0.8191671 0.1757375 1.3033848 1.2818725 4.394739 2.077173 0.13116685 0.5090004 0.8936311 0.11758753 0 0 1.2699331 3.4208417 3.7657344 0 0 0 0 0 0 0 0 0 0.1500292 0.17221665 0 1.4854412 0.20612256 0.23227668 0.0953868 0.086778335 14.183763 0 0.11891848 0.24656256 3.6741705 6.644736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35384735 0.2679412 1.9758245 0 0.5206823 0.08510284 3.9080997 4.5789375 0 0 0 0 0 0 0 0 0 0 0.15209226 0 0 0 0 1.7710044 5.5397677 10.148029 0 0.3793305 22.744246 26.880503 0.56258035 0.60195434 0.3993711 0 0 0 0 0 0 0 0 0 0 0 0 5.5189805 12.711812 12.981771 0 0.33878794 0.06118132
