"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-D" "711_P-2-D" "711_P-3-D" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-D" "712_P-3-D" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-3-X1" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_30-34" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_5-9" "714_S2_20-24" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "716_P3_30-34" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P2_20-24" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20130700_E1M_4" 4.6907053 7.379065 24.979458 1.394913 3.1509311 29.441025 7.364049 9.094147 16.207453 0 0 0 0 0 0 0 0 7.377273 15.110321 7.6158934 2.787442 24.936377 2.7476287 0.7251895 19.577724 0 0 0 0 0 0 0 0 0 0 18.033762 25.792854 27.164623 0.3681373 0.09342766 1.8700439 4.5567985 4.3451753 0.4947906 0.29510868 7.762559 7.206487 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3180315 14.204523 14.103267 0 2.5288095 7.4357796 43.862587 0 0 0 0 0 0 0 0 0 0 0 0 8.979352 2.5620358 13.665575 11.514806 0.0929817 10.166224 16.870775 20.364725 0 0 0 0 0 0 0 0 0 0.81076956 13.249528 16.493439 22.041279 0.06587642 11.336086 19.942638 0 0 0 0 0 0 0 0 0 0 2.3570879 5.4209833 5.482914 0.156549 3.644009 8.054928 0 0 0 0 0 0 0
"20120600_E2D_1" 0.15295732 2.766628 1.3282254 1.8936734 34.382507 0.2569636 1.4102055 1.2790464 0.27483082 0 0 0 0 0 0 0 0 1.4436836 0.5089005 0.8686741 0.5292073 0.45324704 0.21000506 0.08585166 0.5756742 0 0 0 0 0 0 0 0 0 0 1.4285631 2.3173733 0.26692522 0 0 0.10249377 0.18012516 0.12793532 0.0833101 0 1.3278506 0.2642906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07537761 0.30872416 7.317582 0.2960297 2.1035056 11.111247 0.6671614 0 0 0 0 0 0 0 0 0 0 0 0 3.035108 0.5108633 0.9394213 0.8295933 0 2.0178404 3.7820446 2.0187917 0 0 0 0 0 0 0 0 0 0.49258375 4.6031003 1.2269473 0.7949036 2.5502858 2.6816373 0.67891395 0 0 0 0 0 0 0 0 0 0 0.31571245 9.670382 1.9159483 0.50412613 1.0792627 0.18512343 0 0 0 0 0 0 0
"20120600_E1D_31" 2.0591376 3.1741908 7.8994694 0.65665907 1.2303058 10.907093 4.8391047 4.982339 9.13007 0 0 0 0 0 0 0 0 16.781023 4.648888 4.769251 1.1768668 29.615328 1.8458575 0.62581474 18.201418 0 0 0 0 0 0 0 0 0 0 2.6408353 5.191277 3.5437362 0.08490581 0 0.6796632 2.4417095 1.752174 0.20496134 0.17330478 4.1522293 3.9208272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9469198 10.323854 38.552578 0.08309033 1.26822 0.7391459 9.759173 0 0 0 0 0 0 0 0 0 0 0 0 7.778122 5.4893966 13.115943 8.807592 0.09148369 6.9858456 6.67253 13.682485 0 0 0 0 0 0 0 0 0 0.2033226 2.2073 7.0812454 9.113746 0 9.313915 10.467666 0 0 0 0 0 0 0 0 0 0 8.682864 4.341545 5.8569384 0.089295045 1.4730115 5.784264 0 0 0 0 0 0 0
"20120800_E1D_12" 0.7449942 0.4914613 8.012101 0.17232557 0.6855067 3.7668934 1.2212174 0.67339385 2.5448012 0 0 0 0 0 0 0 0 3.0224547 117.957115 0.85861963 0.24674061 2.651874 0.7284952 0.27587876 2.3794625 0 0 0 0 0 0 0 0 0 0 1.2453544 1.330271 2.142733 0 0.77123517 0.33412585 1.0449774 0.20727101 0.17591646 0 0.5558473 1.4019557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4176307 8.324206 13.855419 0.27937827 1.0891135 2.7710454 11.512195 0 0 0 0 0 0 0 0 0 0 0 0 0.87775844 0.3496233 1.0684172 1.4811388 0 0.7708981 3.5261006 7.1839256 0 0 0 0 0 0 0 0 0 0.07853438 2.4282928 2.897102 3.0725527 0 1.0243161 2.164246 0 0 0 0 0 0 0 0 0 0 1.0763301 0.6263534 0.8720209 0.06947616 0.32253876 2.0132215 0 0 0 0 0 0 0
"20130700_C1D_5" 0 0 0 0.2998842 0 2.1223974 0.11718262 0 1.6952918 0 0 0 0 0 0 0 0 0 3.9637969 0.9600855 1.2198557 0.91495866 0 0.05973599 0.6893962 0 0 0 0 0 0 0 0 0 0 1.1327097 1.5633345 1.8857234 0 0.31147754 0 0 0 0 0 0 0.66755813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11721831 0.06543075 0.62899464 0 2.9311693 0.5428454 13.6685505 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10281338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19258608 0.20541005 0.43549952 0.72620326 0 0 0.3145572 0 0 0 0 0 0 0 0 0 0 0.08685623 0 0 0 0 0.64902276 0 0 0 0 0 0 0
"20140700_E22_1" 0 0.12004733 0 0 0.7203218 0 0 0 0 0 0 0 0 0 0 0 0 1.4306884 0.08412455 0.7120979 0.31043747 0 0 0.09572555 0 0 0 0 0 0 0 0 0 0 0 0.34008363 0.48614004 0.107427366 0 0 0.12967242 0.49267662 0 0 0 0.38441756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.39066207 1.8064848 1.2213681 0.11448205 0.149734 6.3800898 0.058354378 0 0 0 0 0 0 0 0 0 0 0 0 0.3622365 0 0.081524014 0 0.07006459 0.40285608 0.08723161 0 0 0 0 0 0 0 0 0 0 0.22787473 0.3192704 0.064933926 0 0 0.18481348 0 0 0 0 0 0 0 0 0 0 0 0 0.6412496 0.14445584 0.23054938 0.32940227 0 0 0 0 0 0 0 0
"20120600_E1D_18" 0 0 0 0.28105333 1.5681773 0 0 0.19531949 0 0 0 0 0 0 0 0 0 0.23982388 0 0.9479889 0.10465043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28803977 0 0 0 0 0 0 0 0 0.3361837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37503272 0.09054884 0.1408432 0 0.094206005 0.65706897 0 0 0 0 0 0 0 0 0 0 0 0 0 0.712567 0 0 0 0 0.3749733 0.64428973 0.56296843 0 0 0 0 0 0 0 0 0 0.11844135 0.360119 0 0.09799454 0 0.23353224 0 0 0 0 0 0 0 0 0 0 0 0 3.1692848 0.21709566 0.1143323 0.18171693 0 0 0 0 0 0 0 0
"20120600_E3D_8" 0.76221514 2.9429212 0.55933464 0.11304071 3.9834719 1.1828291 0.32313356 2.3196611 2.557715 0 0 0 0 0 0 0 0 9.126043 0 0.5421894 0.26751405 2.7722003 0 0 1.2944944 0 0 0 0 0 0 0 0 0 0 0.91329426 3.0465958 2.0008633 0.17446205 0 0.19609319 1.8695027 1.6631893 0.37789813 0 1.8726962 0.27684423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26919 0.7772206 10.678106 0.8865338 0.17216702 1.3096639 3.1322618 0 0 0 0 0 0 0 0 0 0 0 0 6.724111 0 4.5352087 0.7961863 0 1.4882351 1.5149341 0.3560658 0 0 0 0 0 0 0 0 0 0 1.9602797 1.29209 0.20165195 0 1.437711 1.0989935 0 0 0 0 0 0 0 0 0 0 1.1159017 2.8357522 3.4468312 0 0.70905393 0 0 0 0 0 0 0 0
"20120600_E1D_34" 0.34442267 2.2553709 0.62762266 0.06693837 1.7026132 1.1015941 0.12352455 0.6371025 1.2590599 0 0 0 0 0 0 0 0 2.8251805 0.1656862 0.27111807 0.09181604 1.2329992 0 0 0.7094562 0 0 0 0 0 0 0 0 0 0 0.57693774 0.92342895 0.6804518 0 0 0 0.5892746 0.30758178 0 0 1.2652993 0.122455984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07002604 1.060848 8.0085 0.24019374 0 0.42856327 0.5605684 0 0 0 0 0 0 0 0 0 0 0 0 2.3448741 0 1.5464265 0.32399735 0 0.33402994 0.29108128 0.080354765 0 0 0 0 0 0 0 0 0 0 0.53024197 0.50919884 0.14166701 0 0.6631575 0.1833022 0 0 0 0 0 0 0 0 0 0 0.54911673 1.7027985 0.34183905 0 0.6857605 0.3004847 0 0 0 0 0 0 0
"20170700_S35_4" 0.10410026 0.13723232 0 0 0.106787086 0 0.089249395 0.16433206 0.06760148 0 0 0 0 0 0 0 0 0.7013648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08648228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10705461 0.4378705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24214941 0 0.084938295 0 0 0 0 0 0 0 0 0 0 0.121643096 0 0 0 0 0.07334022 0 0 0 0.059612203 0 0 0 0 0 0 0 0 0 0 0 0.29057953 1.0608277 0 0 0.10116196 0 0 0 0 0 0 0 0
"3300037360_7" 0.17981985 1.1787881 0.9152498 0.1748701 1.5467191 0.6562292 0.23961031 0.4321624 0.44579846 0 0.14877035 0 2.0377047 0.8349156 0.7811586 1.0174515 0.39675954 2.617696 0.34564528 0.3054259 0.08163855 0.5629169 0 0 0.43519303 0 0.056432996 0.07842571 0.1732228 2.0569859 0.2568905 1.936949 0.3402319 0.41145155 0.44085476 0.7639602 1.2632364 0.34027028 0 0 0 0.20847322 0.10652763 0 0 0.49477705 0.0805846 0 0 0 0 0.82764316 1.1562252 0.4498944 0.080157064 1.2863164 1.4515685 1.2354038 0.30175072 0.1335352 1.3483927 0.4932615 0.15636356 0.09375852 0.7069245 6.6719713 0.8999329 0 0.9001452 0.96346545 0.16694298 0.1994437 0.2787944 1.5533851 0.73950243 0.42527637 0.2843761 1.5035996 0.23849301 1.176976 0.8057678 0.5002452 0.7583421 0.061622005 0.41587105 0.20836596 0 0.28293198 0.39453503 0.32771242 0.12552026 0.60412884 0.35000673 0.08436733 0.24688779 0.96051157 0.40640792 1.531011 0.49684027 0.056501895 0.8700451 0.43307933 0.20204401 0 0.8578709 0.18876004 0 0.58635193 0.3927918 0.13618296 0.13569789 0 0 1.5433851 0.74417305 0.37163803 0.0895046 0.83205503 0.52856165 0.096595824 1.077779 0.2864237 0 1.6781893 1.7600485 0.35300404 0.11850399 0.74069995 0.60794264
"20120600_E1D_32" 0 0.106786035 0.13952515 0.52491754 0.41470447 0 0.92467594 1.3612821 0.08979477 0 0 0 0 0 0 0 0 1.8334912 0.064032644 0.2675549 0.2132356 0.18053019 0 0.08570528 0.27172637 0 0 0 0 0 0 0 0 0 0 0.12041629 0.18216972 0 0 0 0.1235369 0 0.05873025 0 0 0.24826396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1812295 1.8580335 7.3006306 1.06457 0.23043038 2.3818593 0.09329464 0 0 0 0 0 0 0 0 0 0 0 0 0.19729516 0.23296958 0.067699164 0 0 0.563948 1.2960461 0.57749397 0 0 0 0 0 0 0 0 0 0.2845653 0.6579506 0 0 0 0.5465187 0.09575553 0 0 0 0 0 0 0 0 0 0 0.16978835 1.324917 1.2398928 0 0.20459132 0.072732024 0 0 0 0 0 0 0
"20120600_E2D_41" 0.5019832 0.6700148 4.5463653 0.4511821 1.2155831 10.587596 1.0559789 1.5927137 3.595956 0 0 0 0 0 0 0 0 8.432701 1.1108888 3.024789 0.49629292 25.367266 0.5460346 0 11.348298 0 0 0 0 0 0 0 0 0 0 3.0441084 3.4630232 4.407091 0.06815239 0.05918385 0.103295 0.3976746 0.87122643 0 0.058108836 0.73196065 1.8772622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26820102 0.73737013 12.394608 0.063716836 0.25544128 0.19483446 16.6391 0 0 0 0 0 0 0 0 0 0 0 0 5.046253 0.7599331 7.111425 3.0897918 0 0.47717318 1.0794785 1.0427372 0 0 0 0 0 0 0 0 0 0 1.2426914 2.993512 2.2247891 0 3.119674 1.775748 0 0 0 0 0 0 0 0 0 0 1.3124231 0.8670754 1.3529445 0.06808689 1.0859785 2.0505695 0 0 0 0 0 0 0
"20130700_C1D_19" 0.651436 1.6486082 10.833966 0.2850925 0.766397 39.39506 1.3448409 1.327943 13.304865 0 0 0 0 0 0 0 0 3.8366625 7.066732 3.8134854 0.48605758 22.775469 1.8434669 0.087702274 16.782907 0 0 0 0 0 0 0 0 0 0 4.2308073 5.1123185 12.687743 0.32580662 0.4798285 0.101962015 1.1696371 0.8461029 0.20800282 0.17183399 2.2787964 6.3591304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0212188 4.245097 10.951129 0.13614501 0.34509256 0.5825221 35.87992 0 0 0 0 0 0 0 0 0 0 0 0 3.4181645 0.6956403 9.261217 7.214755 0 1.1528008 1.0892404 1.8260516 0 0 0 0 0 0 0 0 0 0 1.5908538 6.277028 9.646993 0 3.5764065 11.995752 0 0 0 0 0 0 0 0 0 0 0.46897545 1.7227904 3.7357798 0 0.63881826 10.261355 0 0 0 0 0 0 0
"20120600_E1D_48" 0 0.18492317 0 0.19759504 1.4291999 0 0.21922234 0.7811741 0 0 0 0 0 0 0 0 0 0.9046821 0 0 0 0 0 0 0 0 0.089238346 0 0 0 0 0 0 0 0 0 0.089212336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3684728 2.1406345 5.5769005 0.066204876 0.39739397 1.9534912 0.064251654 0 0 0 0 0 0 0 0 0 0 0 0 0.05924013 0 0 0 0 0 0.8617452 0.37168056 0 0 0 0 0 0 0 0 0 0.09344943 0.19348131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9896526 0.47209236 0 0.21230054 0 0 0 0 0 0 0 0
"20120600_E2D_57" 0.072714806 0.1423437 0.11281123 0.1821177 0.35626084 0 0.6269026 0.9174225 0 0 0 0 0 0 0 0 0 1.1450508 0 0.7369149 0.12580176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.069861025 0.12831458 0 0 0 0.09635311 0 0 0 0 0.19962285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1241918 2.7901871 0.99001276 0 0.15950589 0.6892453 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2381084 0.10595143 0 0 0 0.3281563 0.11380306 0.1034785 0 0 0 0 0 0 0 0 0 0.46878108 0.057986055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3126211 2.061402 0.13570274 0.13704117 0.5940182 0 0 0 0 0 0 0 0
"20120600_E3D_48" 0.14616354 2.260081 1.3685815 0.643634 2.661316 0.7386862 0.08526234 0.36270636 3.0171816 0 0 0 0 0 0 0 0 0.5399659 0.13044958 0.5712783 0.451941 1.3957266 0.13277939 0 1.2172918 0 0 0 0 0 0 0 0 0 0 1.1070193 1.5717143 0.3341401 0.05676149 0 0.093807496 0.692302 6.2342787 0 0 1.813007 0.82976574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6632018 0 0 0 0 0 0 0 0 0 0 0 0 2.054793 0.40430424 1.4612126 0.6960365 0 1.7431973 1.7706871 0.30467835 0 0 0 0 0 0 0 0 0 0 2.3132243 1.531269 0.7113416 0 4.629744 1.3563076 0 0 0 0 0 0 0 0 0 0 1.2621323 2.8181002 0.72637236 0.240869 3.641381 0.13536385 0 0 0 0 0 0 0
"20120600_E2D_36" 0 0.079889625 0 0.19846435 0.39224198 0 0.2487379 1.0923241 0 0 0 0 0 0 0 0 0 1.0759813 0 0.6589421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10547508 0.33046633 0 0 0 0 0 0 0 0 0.1671885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40541023 1.0162761 1.5829227 0.862921 0 1.7814143 0 0 0 0 0 0 0 0 0 0 0 0 0 0.060661122 0 0 0 0 0.2123655 0.32141593 0.12104281 0 0 0 0 0 0 0 0 0 0.07278208 0.063833006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.524024 0.13132316 0 0.20988423 0 0 0 0 0 0 0 0
"20120600_E1D_30" 0 0 0 0 0.67535067 0 0 0 0 0 0 0 0 0 0 0 0 0.8143249 0 0.31098452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11411247 2.0925984 0 0 0 0 0 0 0 0 0.17558262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07333937 1.6080992 4.5144715 0.16846322 0 11.899061 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16902655 0 0 0 0 0.07806614 0.16004542 0 0 0 0 0 0 0 0 0 0 0 0.7869377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49110854 0.46308026 0 0 0 0 0 0 0 0 0 0
"20120600_E1D_52" 0.9914971 1.2586269 8.85242 0.23304756 0.713335 2.546661 0.5746371 1.6619234 1.2601187 0 0 0 0 0 0 0 0 3.1302733 0.6903515 0.40717465 0.116259344 6.163661 0.9767539 0 5.4013124 0 0 0 0 0 0 0 0 0 0 0.87910354 0.97251964 1.4474404 0 0 0.22999847 1.2648677 1.6681999 0.12860651 0.083054304 1.1108972 0.268029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16043343 1.1496243 0.12596118 0 0.06306537 2.9928734 0 0 0 0 0 0 0 0 0 0 0 0 4.8816857 0.34015 7.339859 3.4847746 0 0.40744963 3.182412 6.7897444 0 0 0 0 0 0 0 0 0 0 2.417546 4.723382 5.0283613 0 2.7410302 3.4054134 0 0 0 0 0 0 0 0 0 0 0.89916533 2.0491564 2.8422353 0.17692733 1.5534148 2.4707859 0 0 0 0 0 0 0
"20110800_E1D_6" 2.4831388 12.466937 45.827618 6.0750027 9.685609 28.135004 6.1522036 16.052095 15.572561 0 0 0 0 0 0 0 0 12.664397 27.49036 4.3454056 4.605939 37.268204 4.8693194 0.5719512 49.794052 0 0 0 0 0 0 0 0 0 0 7.3998847 8.044065 6.531256 0.51513755 0 0.7227758 4.47199 8.662157 0.56731516 1.7057703 12.138137 8.440905 0.15503015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.0069594 30.840624 23.751823 3.0007265 2.852311 8.399322 23.461914 0 0 0 0 0 0 0 0 0 0 0 0 14.380779 4.5135617 24.148514 17.282871 0.06151804 5.365013 11.400008 26.503763 0 0 0 0 0 0 0 0 0 1.1014444 22.774275 31.186628 30.697819 0.059622828 23.979939 30.973274 0 0 0 0 0 0 0 0 0 0 10.714083 22.96924 28.215166 0.29563636 10.452271 37.750275 0 0 0 0 0 0 0
"20130700_C2M_3" 0.17742859 0.4050713 0.48400554 0.29004186 1.1965147 0.7218176 0.09061025 0.1647248 0.89024234 0 0 0 0 0 0 0 0 0.3515957 2.5070724 0.2593737 0.1627909 1.0396398 0 0 0.87010854 0 0 0 0 0 0 0 0 0 0 0.89019907 1.103025 0.73616624 0.65319335 0.35954693 0 0 0.30135432 0.5188481 4.2232594 0.23077765 0.4801051 1.0035442 0.91658133 0.21449803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38568836 1.3335252 15.944321 0 0.5750362 1.1056654 0 0 0 0 0 0 0 0 0 0 0 0 0.18333788 0 0.17927052 0.23857366 0 0.16203952 0.29629228 0.6486768 0 0 0 0 0 0 0 0 0 0 0.60515547 0.5631661 0.7419281 0 0.23291741 0.8752864 0 0 0 0 0 0 0 0 0 0 0.062216166 0.22222687 0.34878194 0 0.30702612 0.9921174 0 0 0 0 0 0 0
"20120600_E1D_51" 0 0.16536824 2.9991682 0.20717154 1.218149 3.100786 0.19261412 0.2014886 3.299803 0 0 0 0 0 0 0 0 5.256654 0.37805086 0.45214745 0.4383594 6.4302855 0 0 2.672788 0 0 0 0 0 0 0 0 0 0 0.99600405 1.4925306 0.65417063 0 0 0 0 0.3524164 0 0 0.19044405 0.64268523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.35741526 1.8401158 0.37103313 0 0.14925434 0 4.671386 0 0 0 0 0 0 0 0 0 0 0 0 0.9823148 0.29252082 1.7459283 0.81128263 0 0.38161063 1.6783415 2.1351297 0 0 0 0 0 0 0 0 0 0 0.16047707 1.1007631 1.0735232 0 0.06791916 0.82855314 0 0 0 0 0 0 0 0 0 0 0.8365898 1.4575466 1.9359092 0 0.06630861 0 0 0 0 0 0 0 0
"PLLE01" 1.463663 1.0235529 2.0937648 0.082950294 0.19627473 9.169805 3.7881112 1.5497674 5.3675833 0 0 0 0 0 0 0 0 1.0029769 2.5026743 1.2049557 0.34467447 10.184012 1.7664155 0.2974578 9.324969 0 0 0 0 0 0 0 0 0 0 0.7097794 0.6172921 2.3881543 0.9023632 0.33945563 0.41171187 1.7204015 1.301634 0.6747948 0.8381155 1.5845954 4.257416 0.5881829 0.7140532 0.63008344 0 0 0 0 0 0 0 0 0 0 0 0 0 0.080785535 1.647039 0.28457445 0.53851354 0.09172899 0.0800058 5.1536007 0 0 0 0 0 0 0 0 0 0 0 0 2.0766652 1.946659 5.5765357 3.914778 0 0.33781245 0.28264287 0.7419339 0 0 0 0 0 0 0 0 0 0 1.770028 3.2752268 4.316973 0 6.359792 9.422067 0 0 0 0 0 0 0 0 0 0 1.0722225 1.1764649 1.9122907 0.25163892 2.706455 6.8117294 0 0 0 0 0 0 0
"PMKN01" 0 1.8994277 0 1.3446387 24.999939 0.2656584 0 0 0.11164313 0 0 0 0 0 0 0 0 0 0 1.3998227 0.76698875 0.41100818 0 0 0.15900284 0 0 0 0 0 0 0 0 0 0 1.416531 2.5545936 0.7609682 0 0 0 0 0 0 0 0.9881853 0.07935305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.30076435 0 1.0308868 3.2011793 1.1384201 0 0 0 0 0 0 0 0 0 0 0 0 0.9739086 0 0.243411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14222953 2.6434014 0.12701112 0.0597864 1.2798655 0.56636363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21048844 0.88080996 0 0 0 0 0 0 0 0
"20110800_E1D_1" 0.78652734 2.666958 21.230433 0.9755634 4.0117593 11.283582 1.2833052 4.59211 6.4771733 0 0 0 0 0 0 0 0 5.1891837 27.210093 3.0740795 0.774365 16.21894 2.2435958 0.13895635 18.907457 0 0 0 0 0 0 0 0 0 0 14.263841 11.118574 12.459602 5.8507104 7.5379205 0.40496084 0.3988794 4.4020867 0.61167747 1.9627167 4.7647753 3.0102801 1.7730173 0.41466904 0.07692118 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28272495 2.707823 12.182098 1.90263 0.57037616 3.1972528 27.401463 0 0 0 0 0 0 0 0 0 0 0 0 11.582956 0.7885512 17.85138 12.652923 0 1.1404761 9.113746 7.41112 0 0 0 0 0 0 0 0 0 0.23227762 9.812615 9.570388 13.564598 0 7.8939962 10.354674 0 0 0 0 0 0 0 0 0 0 1.1562282 4.755891 8.164506 0.15453702 2.7012467 8.794161 0 0 0 0 0 0 0
"20120800_E1D_19" 0 0.0642835 1.6250734 0 0.10357175 0.095496394 0 0 0.21579543 0 0 0 0 0 0 0 0 0.086998716 59.805378 0 0 0.30939075 0.15165034 0 0.41084883 0 0 0 0 0 0 0 0 0 0 0.076922245 0 0 0.12960008 0 0 0 0.31458366 0.34505114 0.3417835 0.083779834 0 0.06786384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.6074264 7.525521 0 0.84650236 0.60814303 0 0 0 0 0 0 0 0 0 0 0 0 1.2082042 0 1.9503918 0.6581344 0 0.056681324 0.2250898 1.7194403 0 0 0 0 0 0 0 0 0 0 0.9334169 0.96891636 0.46589923 0 0.31050014 0.42041042 0 0 0 0 0 0 0 0 0 0 0 0.22150238 0.20231164 0 0.08742896 0.25998935 0 0 0 0 0 0 0
"20120800_E2D_18" 4.235276 4.8025317 3.094875 4.153362 7.4640303 11.822326 2.500007 3.3127575 7.016574 0 0 0 0 0 0 0 0 3.5658197 2.1121778 2.9954538 4.155566 11.340934 1.3040621 0.65221524 9.612723 0 0.71039194 0 0 0 0 0 0 0 0 6.9173417 7.7225733 4.847498 26.325666 27.296497 1.004527 1.6747999 3.8278673 3.0720139 29.510315 4.506283 4.8492436 18.30417 21.568504 2.333126 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1505917 2.0651906 4.4799504 3.3663917 1.0633444 1.5348432 9.593198 0.0779727 0 0 0 0 0 0 0 0 0 0 0 6.2820745 3.8588998 10.236218 9.09774 0.25531512 2.568663 3.5766106 2.9674313 0 0 0 0 0 0 0 0 0 2.1710978 5.049365 7.2334566 10.563688 0.31716034 6.070097 13.797245 0 0 0 0 0 0 0 0 0 0 6.7731857 5.8264275 4.6547184 1.1801813 4.849017 7.057765 0 0 0 0 0 0 0
"20160700_E33_2" 3.2099824 5.6591463 21.522745 3.2031221 3.4941375 13.279653 11.758482 12.711752 15.136185 0 0 0 0 0 0 0 0 9.623107 4.5143523 2.7985308 2.3989098 21.145893 3.1983495 1.9177932 22.066006 0 0 0 0 0 0 0 0 0 0 5.6188755 7.3194046 5.712463 0.29594517 0 2.2612336 6.3930902 7.3822265 0.87449175 0.75970954 8.8301 7.38552 0.095620155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2232482 5.472875 15.04477 0.4304408 1.3381171 1.3658819 10.277216 0 0 0 0 0 0 0 0 0 0 0 0 16.625374 11.095811 19.64756 17.821966 0.11039395 5.4508257 11.681774 11.480481 0 0 0 0 0 0 0 0 0 1.2943703 12.867326 17.786663 15.698527 0.13024916 17.566595 16.217108 0 0 0 0 0 0 0 0 0 0 11.854209 8.647543 16.691877 1.2742057 6.4090276 17.168854 0 0 0 0 0 0 0
