WP_000062639.1_Staphylococcus_aureus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus
BAG66139.1_Geobacillus_stearothermophilus_qNor	qNor; d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus; s__Geobacillus thermophilus
CBE68939.1_Ca_Methylomirabilis_oxyfera_qNor	qNor; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
WP_003691589.1_Neisseria_gonorrhoeae_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria gonorrhoeae
WP_003113237.1_Pseudomonas_aeruginosa_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas aeruginosa
WP_011748763.1_Paracoccus_denitrificans_cNor	cNor; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus denitrificans
CBE69502.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
CBE69496.1_Ca_Methylomirabilis_oxyfera_Nod	Nod; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis oxyfera
A0A143PN64_Luteitalea_pratensis	unknown; d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Luteitalea; s__Luteitalea pratensis
B3DWW2_Methylacidiphilum_infernorum	unknown; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum infernorum
A0A221UVC1_Arenibacter_algicola	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Arenibacter; s__Arenibacter algicola
WP_009034367.1_Indibacter_alkaliphilus	unknown; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; 
CDX01088.1_Desulfitobacterium_hafniense_cNor	cNor; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfitobacterium; s__Desulfitobacterium hafniense
WP_010923475.1_Saccharolobus_solfataricus_qNor	qNor; d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Saccharolobus; s__Saccharolobus solfataricus
CBL45628.1_gammaproteobacterium_HdN1_qNor	qNor; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
CBL43845.1_gammaproteobacterium_HdN1_Nod	Nod; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Ketobacteraceae; g__HdN1; s__HdN1 sp000198515
UniRef90_A0A5D0R2T9	norZ_norB
UniRef90_A0A5D0UF30	norZ_norB
UniRef90_A0A5D4XK40	norZ_norB
UniRef90_A0A5D8Z8P6	norZ_norB
UniRef90_A0A5E4KXI2	norZ_norB
UniRef90_A0A5E4PIT3	norZ_norB
UniRef90_A0A5E6MP08	norZ_norB
UniRef90_A0A5E6NP55	norZ_norB
UniRef90_A0A5E7A987	norZ_norB
UniRef90_A0A5E7KF49	norZ_norB
UniRef90_A0A5J5HLI0	norZ_norB
UniRef90_A0A5J6MGN5	norZ_norB
UniRef90_A0A5J6NAJ2	norZ_norB
UniRef90_A0A5J6PYT6	norZ_norB
UniRef90_A0A5J6QBU3	norZ_norB
UniRef90_A0A5J6VA30	norZ_norB
UniRef90_A0A5K1I286	norZ_norB
UniRef90_A0A5K7YV86	norZ_norB
UniRef90_A0A5K8A2L8	norZ_norB
UniRef90_A0A5M3PYW4	norZ_norB
UniRef90_A0A5M3PZU0	norZ_norB
UniRef90_A0A5M6CXQ7	norZ_norB
UniRef90_A0A5M6D0W0	norZ_norB
UniRef90_A0A5M6I6S7	norZ_norB
UniRef90_A0A5M8RTL8	norZ_norB
UniRef90_A0A5N0T9N1	norZ_norB
UniRef90_A0A5P0ZI56	norZ_norB
UniRef90_A0A5P2WBA0	norZ_norB
UniRef90_A0A5P9D889	norZ_norB
UniRef90_A0A5P9ENI0	norZ_norB
UniRef90_A0A5P9P452	norZ_norB
UniRef90_A0A5Q0ENR8	norZ_norB
UniRef90_A0A5Q0Q9G2	norZ_norB
UniRef90_A0A5Q0SIQ0	norZ_norB
UniRef90_A0A5Q0UKW4	norZ_norB
UniRef90_A0A5Q2FEP2	norZ_norB
UniRef90_A0A5Q5BHG9	norZ_norB
UniRef90_A0A5R1NPN7	norZ_norB
UniRef90_A0A5R8Y419	norZ_norB
UniRef90_A0A5S9BV53	norZ_norB
UniRef90_A0A640X9K9	norZ_norB
UniRef90_A0A644SUG0	norZ_norB
UniRef90_A0A644UQG8	norZ_norB
UniRef90_A0A644YRF8	norZ_norB
UniRef90_A0A645A5A5	norZ_norB
UniRef90_A0A653R8U7	norZ_norB
UniRef90_A0A657AIB0	norZ_norB
UniRef90_A0A658ALU5	norZ_norB
UniRef90_A0A660MI40	norZ_norB
UniRef90_A0A660MJS4	norZ_norB
UniRef90_A0A660MKE0	norZ_norB
UniRef90_A0A660VUV6	norZ_norB
UniRef90_A0A661D6G0	norZ_norB
UniRef90_A0A661E6K2	norZ_norB
UniRef90_A0A661EE57	norZ_norB
UniRef90_A0A661F614	norZ_norB
UniRef90_A0A661FGH8	norZ_norB
UniRef90_A0A661HFK2	norZ_norB
UniRef90_A0A661N335	norZ_norB
UniRef90_A0A661ZDN5	norZ_norB
UniRef90_A0A6A4RAV6	norZ_norB
UniRef90_A0A6A8QGH0	norZ_norB
UniRef90_A0A6A9SSE4	norZ_norB
UniRef90_A0A6B0T2Z8	norZ_norB
UniRef90_A0A6B2CYA2	norZ_norB
UniRef90_A0A6B2KV51	norZ_norB
UniRef90_A0A6B3SPG9	norZ_norB
UniRef90_A0A6B8K9G6	norZ_norB
UniRef90_A0A6B8MAA0	norZ_norB
UniRef90_A0A6B9BHU0	norZ_norB
UniRef90_A0A6C0GWS7	norZ_norB
UniRef90_A0A6C0TT01	norZ_norB
UniRef90_A0A6C0TWU5	norZ_norB
UniRef90_A0A6C0TZM5	norZ_norB
UniRef90_A0A6C1B5Y2	norZ_norB
UniRef90_A0A6F8VFZ8	norZ_norB
UniRef90_A0A6F9WZN1	norZ_norB
UniRef90_A0A6G2EK61	norZ_norB
UniRef90_A0A6G7YTT4	norZ_norB
UniRef90_A0A6G8CLT5	norZ_norB
UniRef90_A0A6G8DFQ1	norZ_norB
UniRef90_A0A6G8TA46	norZ_norB
UniRef90_A0A6H9HS25	norZ_norB
UniRef90_A0A6H9KTE3	norZ_norB
UniRef90_A0A6H9LQF7	norZ_norB
UniRef90_A0A6H9URB8	norZ_norB
UniRef90_A0A6H9YEE3	norZ_norB
UniRef90_A0A6I0EE28	norZ_norB
UniRef90_A0A6I1R4C8	norZ_norB
UniRef90_A0A6I2H049	norZ_norB
UniRef90_A0A6I2M190	norZ_norB
UniRef90_A0A6I3STC6	norZ_norB
UniRef90_A0A6I4J0Q7	norZ_norB
UniRef90_A0A6I6H344	norZ_norB
UniRef90_A0A6I6IR47	norZ_norB
UniRef90_A0A6I7LGL0	norZ_norB
UniRef90_A0A6I7LVD3	norZ_norB
UniRef90_A0A6J4WRL9	norZ_norB
UniRef90_A0A6J4XCW3	norZ_norB
UniRef90_A0A6J5H3N2	norZ_norB
UniRef90_A0A6J5JZ95	norZ_norB
UniRef90_A0A6L3ELG7	norZ_norB
UniRef90_A0A6L4Z1T7	norZ_norB
UniRef90_A0A6L4Z7V3	norZ_norB
UniRef90_A0A6L6ISL7	norZ_norB
UniRef90_A0A6L6JKN8	norZ_norB
UniRef90_A0A6L6PFP4	norZ_norB
UniRef90_A0A6L7TZJ5	norZ_norB
UniRef90_A0A6L8ELY0	norZ_norB
UniRef90_A0A6L8L4C2	norZ_norB
UniRef90_A0A6L8UGH2	norZ_norB
UniRef90_A0A6L8W6M4	norZ_norB
UniRef90_A0A6L9K6U5	norZ_norB
UniRef90_A0A6L9Y451	norZ_norB
UniRef90_A0A6M0QV75	norZ_norB
UniRef90_A0A6M1PX43	norZ_norB
UniRef90_A0A6M1U2G1	norZ_norB
UniRef90_A0A6M1UKV4	norZ_norB
UniRef90_A0A6M8B7U3	norZ_norB
UniRef90_A0A6M8W6Q2	norZ_norB
UniRef90_A0A6M8WJP7	norZ_norB
UniRef90_A0A6N0HY10	norZ_norB
UniRef90_A0A6N3EHX9	norZ_norB
UniRef90_A0A6N4V269	norZ_norB
UniRef90_A0A6N6KH94	norZ_norB
UniRef90_A0A6N7PJ45	norZ_norB
UniRef90_A0A6N7PSD8	norZ_norB
UniRef90_A0A6N8HG13	norZ_norB
UniRef90_A0A6N8Z0I2	norZ_norB
UniRef90_A0A6N8Z0L8	norZ_norB
UniRef90_A0A6N9BW85	norZ_norB
UniRef90_A0A6N9D1B0	norZ_norB
UniRef90_A0A6P1ADT3	norZ_norB
UniRef90_A0A6P1KF84	norZ_norB
UniRef90_A0A6P1NEM7	norZ_norB
UniRef90_A0A6P1QCI4	norZ_norB
UniRef90_A0A6P1QRK5	norZ_norB
UniRef90_A0A6P2EC50	norZ_norB
UniRef90_A0A6S6Y1J9	norZ_norB
UniRef90_A0A6V8LX08	norZ_norB
UniRef90_A0A6V8MY32	norZ_norB
UniRef90_A0A6V8N3C3	norZ_norB
UniRef90_A0A776AJC9	norZ_norB
UniRef90_A0A7C1D6Q2	norZ_norB
UniRef90_A0A7C1EU44	norZ_norB
UniRef90_A0A7C1H9F1	norZ_norB
UniRef90_A0A7C1N3J7	norZ_norB
UniRef90_A0A7C1SLR5	norZ_norB
UniRef90_A0A7C1SXW7	norZ_norB
UniRef90_A0A7C1TGE8	norZ_norB
UniRef90_A0A7C1TLA2	norZ_norB
UniRef90_A0A7C1TML8	norZ_norB
UniRef90_A0A7C1TW94	norZ_norB
UniRef90_A0A7C1URU7	norZ_norB
UniRef90_A0A7C1XX08	norZ_norB
UniRef90_A0A7C1Y6H8	norZ_norB
UniRef90_A0A7C1YPT2	norZ_norB
UniRef90_A0A7C2GLX6	norZ_norB
UniRef90_A0A7C2JST9	norZ_norB
UniRef90_A0A7C2M317	norZ_norB
UniRef90_A0A7C2SNC8	norZ_norB
UniRef90_A0A7C2SPE0	norZ_norB
UniRef90_A0A7C2TND9	norZ_norB
UniRef90_A0A7C2UA27	norZ_norB
UniRef90_A0A7C3C759	norZ_norB
UniRef90_A0A7C3CX95	norZ_norB
UniRef90_A0A7C3HGM9	norZ_norB
UniRef90_A0A7C3L5J9	norZ_norB
UniRef90_A0A7C3MXC6	norZ_norB
UniRef90_A0A7C3Q5A0	norZ_norB
UniRef90_A0A7C3RRA4	norZ_norB
UniRef90_A0A7C3S2Q7	norZ_norB
UniRef90_A0A7C3TS09	norZ_norB
UniRef90_A0A7C3ZLE1	norZ_norB
UniRef90_A0A7C4A2M5	norZ_norB
UniRef90_A0A7C4BTV2	norZ_norB
UniRef90_A0A7C4SPW3	norZ_norB
UniRef90_A0A7C4X4W6	norZ_norB
UniRef90_A0A7C4YHK0	norZ_norB
UniRef90_A0A7C4ZBN9	norZ_norB
UniRef90_A0A7C5AFT3	norZ_norB
UniRef90_A0A7C5BR18	norZ_norB
UniRef90_A0A7C5BXU0	norZ_norB
UniRef90_A0A7C5GM22	norZ_norB
UniRef90_A0A7C5IBF7	norZ_norB
UniRef90_A0A7C5JEX3	norZ_norB
UniRef90_A0A7C5KBE7	norZ_norB
UniRef90_A0A7C5L2D6	norZ_norB
UniRef90_A0A7C5LHB8	norZ_norB
UniRef90_A0A7C5M1M3	norZ_norB
UniRef90_A0A7C5M2B1	norZ_norB
UniRef90_A0A7C5N4J9	norZ_norB
UniRef90_A0A7C5PXN6	norZ_norB
UniRef90_A0A7C5Q378	norZ_norB
UniRef90_A0A7C5SEJ1	norZ_norB
UniRef90_A0A7C5SIA2	norZ_norB
UniRef90_A0A7C5TWM9	norZ_norB
UniRef90_A0A7C5UW65	norZ_norB
UniRef90_A0A7C5X6N4	norZ_norB
UniRef90_A0A7C6AX73	norZ_norB
UniRef90_A0A7C6B4U6	norZ_norB
UniRef90_A0A7C6G4Q3	norZ_norB
UniRef90_A0A7C6HQ15	norZ_norB
UniRef90_A0A7C6LF79	norZ_norB
UniRef90_A0A7C6ML95	norZ_norB
UniRef90_A0A7C6TAE5	norZ_norB
UniRef90_A0A7C6YB11	norZ_norB
UniRef90_A0A7C7QF97	norZ_norB
UniRef90_A0A7C7V1S9	norZ_norB
UniRef90_A0A7C8LYJ7	norZ_norB
UniRef90_A0A7C9PHM4	norZ_norB
UniRef90_A0A7D4QHA8	norZ_norB
UniRef90_A0A7D5C7H2	norZ_norB
UniRef90_A0A7D5E313	norZ_norB
UniRef90_A0A7D5KL73	norZ_norB
UniRef90_A0A7D5S5K1	norZ_norB
UniRef90_A0A7D6Z864	norZ_norB
UniRef90_A0A7G6UIU9	norZ_norB
UniRef90_A0A7G6UPJ9	norZ_norB
UniRef90_A0A7G8BD94	norZ_norB
UniRef90_A0A7G8Q3H6	norZ_norB
UniRef90_A0A7G9NUB3	norZ_norB
UniRef90_A0A7G9RJ88	norZ_norB
UniRef90_A0A7G9S9X4	norZ_norB
UniRef90_A0A7G9SQF8	norZ_norB
UniRef90_A0A7H0HAV5	norZ_norB
UniRef90_A0A7H1MZ84	norZ_norB
UniRef90_A0A7H1NRA4	norZ_norB
UniRef90_A0A7H8PRW1	norZ_norB
UniRef90_A0A7H8PV48	norZ_norB
UniRef90_A0A7H9BHC5	norZ_norB
UniRef90_A0A7I7SCU9	norZ_norB
UniRef90_A0A7I8A905	norZ_norB
UniRef90_A0A7I9VKC3	norZ_norB
UniRef90_A0A7I9VLF1	norZ_norB
UniRef90_A0A7I9VNY6	norZ_norB
UniRef90_A0A7I9YKG7	norZ_norB
UniRef90_A0A7J4LM35	norZ_norB
UniRef90_A0A7J5AAS8	norZ_norB
UniRef90_A0A7J5E6N0	norZ_norB
UniRef90_A0A7J5EVJ9	norZ_norB
UniRef90_A0A7J5TTC7	norZ_norB
UniRef90_A0A7K1QJW9	norZ_norB
UniRef90_A0A7K1U579	norZ_norB
UniRef90_A0A7K3MUJ3	norZ_norB
UniRef90_A0A7K3XN13	norZ_norB
UniRef90_A0A7L5XUG4	norZ_norB
UniRef90_A0A7L5YHD0	norZ_norB
UniRef90_A0A7L5Z4B0	norZ_norB
UniRef90_A0A7L6ASC8	norZ_norB
UniRef90_A0A7R8L821	norZ_norB
UniRef90_A0A7S6N682	norZ_norB
UniRef90_A0A7S6S6Z2	norZ_norB
UniRef90_A0A7S7NK09	norZ_norB
UniRef90_A0A7S7RQJ1	norZ_norB
UniRef90_A0A7S9C8I8	norZ_norB
UniRef90_A0A7T4UT17	norZ_norB
UniRef90_A0A7T5E245	norZ_norB
UniRef90_A0A7T5UH10	norZ_norB
UniRef90_A0A7T5US57	norZ_norB
UniRef90_A0A7T5VD67	norZ_norB
UniRef90_A0A7T8YWA3	norZ_norB
UniRef90_A0A7T9DUW7	norZ_norB
UniRef90_A0A7T9G6R3	norZ_norB
UniRef90_A0A7T9I009	norZ_norB
UniRef90_A0A7T9JPS4	norZ_norB
UniRef90_A0A7U4RBT2	norZ_norB
UniRef90_A0A7U5XWH5	norZ_norB
UniRef90_A0A7U6GK16	norZ_norB
UniRef90_A0A7U6Y632	norZ_norB
UniRef90_A0A7U7D138	norZ_norB
UniRef90_A0A7U7ELD7	norZ_norB
UniRef90_A0A7U7GBE1	norZ_norB
UniRef90_A0A7V0Y1S5	norZ_norB
UniRef90_A0A7V1GH42	norZ_norB
UniRef90_A0A7V1IIE5	norZ_norB
UniRef90_A0A7V1PTT1	norZ_norB
UniRef90_A0A7V1Q9M0	norZ_norB
UniRef90_A0A7V1ZUA0	norZ_norB
UniRef90_A0A7V2S587	norZ_norB
UniRef90_A0A7V2TUK8	norZ_norB
UniRef90_A0A7V2TVG0	norZ_norB
UniRef90_A0A7V2WNF1	norZ_norB
UniRef90_A0A7V3DLA1	norZ_norB
UniRef90_A0A7V3F507	norZ_norB
UniRef90_A0A7V3JM65	norZ_norB
UniRef90_A0A7V3KC41	norZ_norB
UniRef90_A0A7V3KX97	norZ_norB
UniRef90_A0A7V3VK01	norZ_norB
UniRef90_A0A7V3VWW3	norZ_norB
UniRef90_A0A7V4M404	norZ_norB
UniRef90_A0A7V4SUW8	norZ_norB
UniRef90_A0A7V4U1X5	norZ_norB
UniRef90_A0A7V4W5Z2	norZ_norB
UniRef90_A0A7V4XI14	norZ_norB
UniRef90_A0A7V5BPX7	norZ_norB
UniRef90_A0A7V5JHP8	norZ_norB
UniRef90_A0A7V5K4S1	norZ_norB
UniRef90_A0A7V5K723	norZ_norB
UniRef90_A0A7V5WMN7	norZ_norB
UniRef90_A0A7V5YTD2	norZ_norB
UniRef90_A0A7V5ZJ27	norZ_norB
UniRef90_A0A7V6A4S5	norZ_norB
UniRef90_A0A7V6B4U6	norZ_norB
UniRef90_A0A7V6E7X2	norZ_norB
UniRef90_A0A7V6H295	norZ_norB
UniRef90_A0A7V6YYK4	norZ_norB
UniRef90_A0A7V7BFU4	norZ_norB
UniRef90_A0A7V7CVN9	norZ_norB
UniRef90_A0A7V7DD18	norZ_norB
UniRef90_A0A7V7KGF1	norZ_norB
UniRef90_A0A7V7N029	norZ_norB
UniRef90_A0A7V8BTL3	norZ_norB
UniRef90_A0A7V8GNH8	norZ_norB
UniRef90_A0A7V8J035	norZ_norB
UniRef90_A0A7V8NP14	norZ_norB
UniRef90_A0A7V8QJ04	norZ_norB
UniRef90_A0A7V9LC72	norZ_norB
UniRef90_A0A7W0VEM0	norZ_norB
UniRef90_A0A7W1WL35	norZ_norB
UniRef90_A0A7W1XAI7	norZ_norB
UniRef90_A0A7W2ETM7	norZ_norB
UniRef90_A0A7W2ICK1	norZ_norB
UniRef90_A0A7W2T1S7	norZ_norB
UniRef90_A0A7W3VFI5	norZ_norB
UniRef90_A0A7W4FHM9	norZ_norB
UniRef90_A0A7W4GQ19	norZ_norB
UniRef90_A0A7W4RDT4	norZ_norB
UniRef90_A0A7W4Z6Z9	norZ_norB
UniRef90_A0A7W5AYK9	norZ_norB
UniRef90_A0A7W5BD09	norZ_norB
UniRef90_A0A7W5BD15	norZ_norB
UniRef90_A0A7W5NSE9	norZ_norB
UniRef90_A0A7W7IWU8	norZ_norB
UniRef90_A0A7W7WR78	norZ_norB
UniRef90_A0A7W8DFF9	norZ_norB
UniRef90_A0A7W8HK85	norZ_norB
UniRef90_A0A7W9B265	norZ_norB
UniRef90_A0A7X0BT71	norZ_norB
UniRef90_A0A7X0DMM6	norZ_norB
UniRef90_A0A7X0HR76	norZ_norB
UniRef90_A0A7X0LX25	norZ_norB
UniRef90_A0A7X0NF75	norZ_norB
UniRef90_A0A7X0QN24	norZ_norB
UniRef90_A0A7X3CX24	norZ_norB
UniRef90_A0A7X6AI72	norZ_norB
UniRef90_A0A7X6DC49	norZ_norB
UniRef90_A0A7X6FYS8	norZ_norB
UniRef90_A0A7X6STG3	norZ_norB
UniRef90_A0A7X6U4U5	norZ_norB
UniRef90_A0A7X6UY61	norZ_norB
UniRef90_A0A7X6X144	norZ_norB
UniRef90_A0A7X6XKN5	norZ_norB
UniRef90_A0A7X6XPS7	norZ_norB
UniRef90_A0A7X7AL63	norZ_norB
UniRef90_A0A7X7CWG0	norZ_norB
UniRef90_A0A7X7CZT9	norZ_norB
UniRef90_A0A7X7GU37	norZ_norB
UniRef90_A0A7X7GVD2	norZ_norB
UniRef90_A0A7X7KGM5	norZ_norB
UniRef90_A0A7X7LVC3	norZ_norB
UniRef90_A0A7X7NR76	norZ_norB
UniRef90_A0A7X7UWY2	norZ_norB
UniRef90_A0A7X7WIY5	norZ_norB
UniRef90_A0A7X7YFB1	norZ_norB
UniRef90_A0A7X7ZH33	norZ_norB
UniRef90_A0A7X8BNZ6	norZ_norB
UniRef90_A0A7X8CE38	norZ_norB
UniRef90_A0A7X8Q3K8	norZ_norB
UniRef90_A0A7X8UD15	norZ_norB
UniRef90_A0A7X9BYX8	norZ_norB
UniRef90_A0A7X9DDV0	norZ_norB
UniRef90_A0A7X9DQR9	norZ_norB
UniRef90_A0A7X9FE33	norZ_norB
UniRef90_A0A7X9LVR2	norZ_norB
UniRef90_A0A7X9LZ51	norZ_norB
UniRef90_A0A7X9QT20	norZ_norB
UniRef90_A0A7Y0C6A7	norZ_norB
UniRef90_A0A7Y0D1P1	norZ_norB
UniRef90_A0A7Y0DLU0	norZ_norB
UniRef90_A0A7Y0G7R8	norZ_norB
UniRef90_A0A7Y0GC23	norZ_norB
UniRef90_A0A7Y2GWK4	norZ_norB
UniRef90_A0A7Y3D7R7	norZ_norB
UniRef90_A0A7Y3DSD3	norZ_norB
UniRef90_A0A7Y3IXV1	norZ_norB
UniRef90_A0A7Y4C9I8	norZ_norB
UniRef90_A0A7Y4P5M1	norZ_norB
UniRef90_A0A7Y4TQF7	norZ_norB
UniRef90_A0A7Y4WL79	norZ_norB
UniRef90_A0A7Y4X7N3	norZ_norB
UniRef90_A0A7Y4Y2E4	norZ_norB
UniRef90_A0A7Y4ZIJ6	norZ_norB
UniRef90_A0A7Y5A6N9	norZ_norB
UniRef90_A0A7Y5HBP3	norZ_norB
UniRef90_A0A7Y5HGQ4	norZ_norB
UniRef90_A0A7Y5LF20	norZ_norB
UniRef90_A0A7Y5PM61	norZ_norB
UniRef90_A0A7Y5PXM2	norZ_norB
UniRef90_A0A7Y5Q661	norZ_norB
UniRef90_A0A7Y5R5K2	norZ_norB
UniRef90_A0A7Y5V884	norZ_norB
UniRef90_A0A7Y5VT55	norZ_norB
UniRef90_A0A7Y6UFA2	norZ_norB
UniRef90_A0A7Y7NTH0	norZ_norB
UniRef90_A0A7Y8F0N8	norZ_norB
UniRef90_A0A7Y8HJL4	norZ_norB
UniRef90_A0A7Y8INT1	norZ_norB
UniRef90_A0A7Y8J9N0	norZ_norB
UniRef90_A0A7Y8LVS9	norZ_norB
UniRef90_A0A7Y8M7P2	norZ_norB
UniRef90_A0A7Y8MP72	norZ_norB
UniRef90_A0A7Y8S0F6	norZ_norB
UniRef90_A0A7Y8SLR8	norZ_norB
UniRef90_A0A7Y8VIE0	norZ_norB
UniRef90_A0A7Z0SKR3	norZ_norB
UniRef90_A0A7Z0SQ33	norZ_norB
UniRef90_A0A7Z0VIA0	norZ_norB
UniRef90_A0A7Z1R4Y9	norZ_norB
UniRef90_A0A7Z2G8N7	norZ_norB
UniRef90_A0A7Z2V256	norZ_norB
UniRef90_A0A7Z7HSS8	norZ_norB
UniRef90_A0A7Z7LZY8	norZ_norB
UniRef90_A0A7Z7VS99	norZ_norB
UniRef90_A0A7Z9CC58	norZ_norB
UniRef90_A0A821NP00	norZ_norB
UniRef90_A0A829Q7P1	norZ_norB
UniRef90_A0A829Y8I5	norZ_norB
UniRef90_A0A829ZQP9	norZ_norB
UniRef90_A0A830EA37	norZ_norB
UniRef90_A0A830EKH3	norZ_norB
UniRef90_A0A830EMN4	norZ_norB
UniRef90_A0A831KAK8	norZ_norB
UniRef90_A0A831TB98	norZ_norB
UniRef90_A0A831TCT8	norZ_norB
UniRef90_A0A831TDA8	norZ_norB
UniRef90_A0A831WSF5	norZ_norB
UniRef90_A0A832BCP4	norZ_norB
UniRef90_A0A832BQC5	norZ_norB
UniRef90_A0A832E7C1	norZ_norB
UniRef90_A0A832ETB5	norZ_norB
UniRef90_A0A832PK66	norZ_norB
UniRef90_A0A832Q1L5	norZ_norB
UniRef90_A0A832QXF0	norZ_norB
UniRef90_A0A833IP96	norZ_norB
UniRef90_A0A833LPP6	norZ_norB
UniRef90_A0A836RQ03	norZ_norB
UniRef90_A0A836W6T5	norZ_norB
UniRef90_A0A838J6T7	norZ_norB
UniRef90_A0A838JY42	norZ_norB
UniRef90_A0A838LYR7	norZ_norB
UniRef90_A0A839LK16	norZ_norB
UniRef90_A0A840BID2	norZ_norB
UniRef90_A0A840MHM2	norZ_norB
UniRef90_A0A840S2T3	norZ_norB
UniRef90_A0A840Y0M6	norZ_norB
UniRef90_A0A840Z3R7	norZ_norB
UniRef90_A0A841HIR6	norZ_norB
UniRef90_A0A841JQ97	norZ_norB
UniRef90_A0A841QJK4	norZ_norB
UniRef90_A0A843I752	norZ_norB
UniRef90_A0A845H3F4	norZ_norB
UniRef90_A0A845HDL1	norZ_norB
UniRef90_A0A846Z4I7	norZ_norB
UniRef90_A0A847DRU1	norZ_norB
UniRef90_A0A847DZ83	norZ_norB
UniRef90_A0A847F839	norZ_norB
UniRef90_A0A847HY04	norZ_norB
UniRef90_A0A847QJ40	norZ_norB
UniRef90_A0A847RZV3	norZ_norB
UniRef90_A0A848F9X7	norZ_norB
UniRef90_A0A848FAB5	norZ_norB
UniRef90_A0A848FD63	norZ_norB
UniRef90_A0A848L7R8	norZ_norB
UniRef90_A0A848VZ87	norZ_norB
UniRef90_A0A848ZHQ5	norZ_norB
UniRef90_A0A849M8U9	norZ_norB
UniRef90_A0A849MF49	norZ_norB
UniRef90_A0A849MHP1	norZ_norB
UniRef90_A0A849P406	norZ_norB
UniRef90_A0A849WY60	norZ_norB
UniRef90_A0A849Y6D3	norZ_norB
UniRef90_A0A850BNN1	norZ_norB
UniRef90_A0A850QL58	norZ_norB
UniRef90_A0A853GE57	norZ_norB
UniRef90_A0A853I1T4	norZ_norB
UniRef90_A0A853IG56	norZ_norB
UniRef90_A0A853JGJ7	norZ_norB
UniRef90_A0A854GUR7	norZ_norB
UniRef90_A0A855WWP3	norZ_norB
UniRef90_A0A892ZG99	norZ_norB
UniRef90_A0A898HVW0	norZ_norB
UniRef90_A0A8A2VC93	norZ_norB
UniRef90_A0A8A3BP77	norZ_norB
UniRef90_A0A8A3Q694	norZ_norB
UniRef90_A0A8A3XGB2	norZ_norB
UniRef90_A0A8A4G7A1	norZ_norB
UniRef90_A0A8A9EA98	norZ_norB
UniRef90_A0A8B5ZNR3	norZ_norB
UniRef90_A0A8D6P4P1	norZ_norB
UniRef90_A0A8E2IH74	norZ_norB
UniRef90_A0A8F2J2Q9	norZ_norB
UniRef90_A0A8H2LQV0	norZ_norB
UniRef90_A0A8H9CIP4	norZ_norB
UniRef90_A0A8I0VGD9	norZ_norB
UniRef90_A0A8I1DBN6	norZ_norB
UniRef90_A0A8I1R7S6	norZ_norB
UniRef90_A0A8I1RS44	norZ_norB
UniRef90_A0A8I1UR20	norZ_norB
UniRef90_A0A8I2A893	norZ_norB
UniRef90_A0L3V4	norZ_norB
UniRef90_A0LMF5	norZ_norB
UniRef90_A0SNT0	norZ_norB
UniRef90_A0SNT1	norZ_norB
UniRef90_A0SNT2	norZ_norB
UniRef90_A1JHG1	norZ_norB
UniRef90_A1JHG6	norZ_norB
UniRef90_A1JHH3	norZ_norB
UniRef90_A1JHH6	norZ_norB
UniRef90_A1JHH8	norZ_norB
UniRef90_A1JHJ1	norZ_norB
UniRef90_A1JHM7	norZ_norB
UniRef90_A1KA50	norZ_norB
UniRef90_A1WBC6	norZ_norB
UniRef90_A3MXF7	norZ_norB
