Habitat__,genome,tpm
Bog,20120800_E2X_16,0
Bog,20120800_E2X_21,0
Bog,20120800_E2X_3,0
Bog,20120800_E2X_5,0
Bog,20120800_E2X_6,0
Bog,20120800_E3D_2,0
Bog,20120800_E3D_4,0
Bog,20120800_E3D_5,0
Bog,20120800_E3D_7,0
Bog,20120800_E3S_10,0
Bog,20120800_E3S_15,0
Bog,20120800_E3S_17,0
Bog,20120800_E3S_18,0
Bog,20120800_E3X_14,0
Bog,20120800_E3X_15,0
Bog,20120800_E3X_18,0
Bog,20120800_E3X_22,0
Bog,20120800_E3X_23,0
Bog,20120800_E3X_26,0
Bog,20120800_E3X_28,0
Bog,20120800_E3X_29,0
Bog,20120800_E3X_3,0
Bog,20120800_E3X_6,0
Bog,20120800_P1D_2,0
Bog,20120800_P1D_3,0
Bog,20120800_P2D_2,0
Bog,20120800_P2D_5,0
Bog,20130700_C1D_1,0
Bog,20130700_C1D_10,0
Bog,20130700_C1D_16,0
Bog,20130700_C1D_18,0
Bog,20130700_C1D_19,0
Bog,20130700_C1D_3,0
Bog,20130700_C1D_5,0
Bog,20130700_C1D_6,0
Bog,20130700_C1D_8,0
Bog,20130700_C1D_9,0
Bog,20130700_C1M_6,0
Bog,20130700_C1X_10,0
Bog,20130700_C1X_17,0
Bog,20130700_C1X_5,0
Bog,20130700_C1X_6,0
Bog,20130700_C1X_8,0
Bog,20130700_C1Y_5,0
Bog,20130700_C1Y_7,0
Bog,20130700_C2D_3,0
Bog,20130700_C2D_7,0
Bog,20130700_C2M_13,0
Bog,20130700_C2M_16,0
Bog,20130700_C2M_17,0
Bog,20130700_C2M_20,0
Bog,20130700_C2M_3,0
Bog,20130700_C2M_8,0
Bog,20130700_C2X_10,0
Bog,20130700_C2X_11,0
Bog,20130700_C2X_12,0
Bog,20130700_C2X_3,0
Bog,20130700_C2X_5,0
Bog,20130700_C2X_6,0
Bog,20130700_C2Y_6,0
Bog,20130700_E1M_4,0
Bog,20130700_E1X_5,0
Bog,20130700_E1Y_1,0
Bog,20130700_E1Y_16,0
Bog,20130700_E1Y_3,0
Bog,20130700_E1Y_5,0
Bog,20130700_E1Z_4,0
Bog,20130700_E2D_3,0
Bog,20130700_E2M_2,0
Bog,20130700_E2M_4,0
Bog,20130700_E2X_2,0
Bog,20130700_E2Y_10,0
Bog,20130700_E2Y_17,0
Bog,20130700_E2Y_3,0
Bog,20130700_E2Y_4,0
Bog,20130700_E3M_6,0
Bog,20130700_E3X_9,0
Bog,20130700_E3Z_1,0
Bog,20130700_E3Z_10,0
Bog,20130700_E3Z_11,0
Bog,20130700_E3Z_4,0
Bog,20130700_E3Z_5,0
Bog,20130700_E3Z_8,0
Bog,20130700_P1Y_11,0
Bog,20130700_P1Y_12,0
Bog,20130700_P1Y_3,0
Bog,20130700_S1Z_14,0
Bog,20130700_S2Y_13,0
Bog,20140700_E14_1,0
Bog,20140700_E14_2,0
Bog,20140700_E15_1,0
Bog,20140700_E15_11,0
Bog,20140700_E15_14,0
Bog,20140700_E15_15,0
Bog,20140700_E15_18,0
Bog,20140700_E15_2,0
Bog,20140700_E15_7,0
Bog,20140700_E22_1,0
Bog,20150700_E15_13,0
Bog,20150700_E23_13,0
Bog,20150700_E23_7,0
Bog,20150700_E25_9,0
Bog,20150700_E34_11,0
Bog,20150700_E34_4,0
Bog,20150700_E35_2,0
Bog,20150700_P13_2,0
Bog,20150700_P13_7,0
Bog,20150700_P13_8,0
Bog,20150700_P14_12,0
Bog,20150700_P14_6,0
Bog,20150700_P14_8,0
Bog,20150700_P15_1,0
Bog,20150700_P15_12,0
Bog,20150700_P21_10,0
Bog,20150700_P21_2,0
Bog,20150700_P21_5,0
Bog,20150700_P21_8,0
Bog,20150700_P23_11,0
Bog,20150700_P23_12,0
Bog,20150700_P24_12,0
Bog,20150700_P24_7,0
Bog,20150700_P24_8,0
Bog,20150700_P31_13,0
Bog,20160700_E13_6,0
Bog,20160700_E25_11,0
Bog,20160700_E25_16,0
Bog,20160700_E25_5,0
Bog,20160700_E33_2,0
Bog,20160700_P15_10,0
Bog,20160700_P15_16,0
Bog,20160700_P15_19,0
Bog,20160700_P15_2,0
Bog,20160700_P15_9,0
Bog,20170700_E15_8,0
Bog,20170700_P23_1,0
Bog,20170700_P24_2,0
Bog,20170700_P24_4,0
Bog,20170700_P33_1,0
Bog,20170700_P34_1,0
Bog,20170700_P34_4,0
Bog,20170700_P34_5,0
Bog,20170700_S35_14,0
Bog,20170700_S35_18,0
Bog,20170700_S35_19,0
Bog,20170700_S35_7,0
Bog,20170700_S35_8,0
Bog,3300022824_1,0
Bog,3300022861_4,0
Bog,3300023232_1,0
Bog,3300023254_4,0
Bog,3300023254_8,0
Bog,3300024238_3,0
Bog,3300026366_1,0
Bog,3300026368_2,0
Bog,3300026450_3,0
Bog,3300028731_7,0
Bog,3300028776_13,0
Bog,3300028795_9,0
Bog,3300028857_5,0
Bog,3300031525_28,0
Bog,3300031726_16,0
Bog,3300031726_9,0
Bog,3300036884_16,0
Bog,3300036884_17,0
Bog,3300036884_7,0
Bog,3300036886_10,0
Bog,3300036886_17,0
Bog,3300036901_8,0
Bog,3300036913_19,0
Bog,3300037049_16,0
Bog,3300037049_8,0
Bog,3300037054_4,0
Bog,3300037054_6,0
Bog,3300037062_11,0
Bog,3300037076_10,0
Bog,3300037076_11,0
Bog,3300037076_20,0
Bog,3300037076_21,0
Bog,3300037076_25,0
Bog,3300037076_30,0
Bog,3300037076_33,0
Bog,3300037076_8,0
Bog,3300037076_9,0
Bog,3300037085_4,0
Bog,3300037089_14,0
Bog,3300037089_15,0
Bog,3300037090_15,0
Bog,3300037091_10,0
Bog,3300037104_11,0
Bog,3300037104_17,0
Bog,3300037104_19,0
Bog,3300037104_21,0
Bog,3300037104_22,0
Bog,3300037105_13,0
Bog,3300037109_9,0
Bog,3300037129_8,0
Bog,3300037132_13,0
Bog,3300037132_15,0
Bog,3300037132_8,0
Bog,3300037132_9,0
Bog,3300037136_8,0
Bog,3300037139_5,0
Bog,3300037140_10,0
Bog,3300037141_6,0
Bog,3300037149_6,0
Bog,3300037155_10,0
Bog,3300037155_12,0
Bog,3300037155_22,0
Bog,3300037156_10,0
Bog,3300037156_12,0
Bog,3300037156_13,0
Bog,3300037156_8,0
Bog,3300037159_6,0
Bog,3300037159_8,0
Bog,3300037165_5,0
Bog,3300037198_12,0
Bog,3300037200_7,0
Bog,3300037222_12,0
Bog,3300037224_12,0
Bog,3300037225_15,0
Bog,3300037225_16,0
Bog,3300037225_17,0
Bog,3300037226_12,0
Bog,3300037231_11,0
Bog,3300037231_14,0
Bog,3300037231_15,0
Bog,3300037231_17,0
Bog,3300037233_9,0
Bog,3300037237_7,0
Bog,3300037239_6,0
Bog,3300037241_7,0
Bog,3300037243_8,0
Bog,3300037316_10,0
Bog,3300037316_8,0
Bog,3300037353_11,0
Bog,3300037355_2,0
Bog,3300037361_6,0
Bog,3300037361_7,0
Bog,3300037365_14,0
Bog,3300037394_5,0
Bog,3300037401_3,0
Bog,3300037549_11,0
Bog,3300037549_12,0
Bog,3300037549_13,0
Bog,3300037549_14,0
Bog,3300038458_11,0
Bog,3300038461_13,0
Bog,3300038461_16,0
Bog,3300038461_4,0
Bog,3300038461_5,0
Bog,3300038473_8,0
Bog,3300038475_6,0
Bog,3300038476_2,0
Bog,3300038519_6,0
Bog,3300039216_15,0
Bog,Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.64_100.00_1.08,0
Bog,Bog.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.57_80.23_1.26,0
Bog,Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.103_71.98_4.06,0
Bog,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.102_98.52_1.39,0
Bog,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.118_92.33_1.72,0
Bog,Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.87_99.52_1.28,0
Bog,Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54,0
Bog,Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.98_100.00_0.89,0
Bog,Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.65_95.86_0.00,0
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.233_80.97_3.18,0
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.338_87.35_4.23,0
Bog,Bog.None.R1.T0.trimmomatic.megahit_bin.7_81.77_4.18,0
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.224_82.49_1.72,0
Bog,Bog.None.R2.T0.JGI.BFC.metaspades_bin.269_78.13_8.62,0
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.251_70.02_6.28,0
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.26_93.67_0.93,0
Bog,Bog.None.R2.T0.trimmomatic.megahit_bin.66_95.61_5.83,0
Bog,Bog.None.R3.T0.JGI.BFC.metaspades_bin.159_94.12_4.05,0
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.282_90.87_0.94,0
Bog,Bog.None.R3.T0.trimmomatic.megahit_bin.83_78.97_4.55,0
Bog,Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.7_97.93_0.48,0
Bog,Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.68_94.99_0.32,0
Bog,Bog.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.57_95.24_1.10,0
Bog,Bog.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.76_83.76_7.26,0
Bog,Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.65_71.70_0.05,0
Bog,Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.45_97.58_0.72,0
Bog,Bog.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.4_76.39_0.68,0
Bog,Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.11_95.85_2.84,0
Bog,Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.14_99.14_0.86,0
Bog,Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00,0
Bog,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.28_77.90_3.26,0
Bog,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.60_91.92_1.02,0
Bog,Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47,0
Bog,Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93,0
Bog,Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.134_78.37_6.24,0
Bog,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.139_76.75_2.07,0
Bog,Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.23_92.25_1.19,0
Bog,Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85,0
Bog,Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.66_96.66_1.53,0
Bog,Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.90_93.68_0.00,0
Bog,Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.66_94.31_0.76,0
Bog,Fen.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.20_82.87_0.54,0
Bog,Fen.Labelled.R1.T1.F4.trimmomatic.metaspades_bin.45_92.53_1.84,0
Bog,Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.4_83.95_1.23,0
Bog,Fen.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.30_79.47_0.07,0
Bog,Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.28_74.91_1.75,0
Bog,Fen.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.88_90.34_8.06,0
Bog,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.46_84.21_3.03,0
Bog,Fen.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.70_79.05_1.45,0
Bog,Fen.Labelled.R1.T3.F2.trimmomatic.megahit_bin.7_75.84_0.00,0
Bog,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.16_71.22_0.00,0
Bog,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.46_88.34_0.95,0
Bog,Fen.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.6_85.99_2.20,0
Bog,Fen.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.6_87.76_3.48,0
Bog,Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.13_78.28_1.12,0
Bog,Fen.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.24_70.69_0.16,0
Bog,Fen.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_86.00_4.84,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.11_96.90_2.95,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.27_99.16_2.15,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.2_97.58_0.54,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.31_81.88_4.50,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.57_91.40_0.54,0
Bog,Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_99.46_0.54,0
Bog,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.100_86.89_0.00,0
Bog,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.35_81.52_0.00,0
Bog,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.52_84.89_1.03,0
Bog,Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.61_79.72_3.54,0
Bog,Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.20_97.80_0.55,0
Bog,Fen.Labelled.R2.T3.F4.JGI.BFC.metaspades_bin.21_97.74_0.00,0
Bog,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.32_78.86_1.64,0
Bog,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.66_88.51_0.00,0
Bog,Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82,0
Bog,Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.10_100.00_1.55,0
Bog,Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00,0
Bog,Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.26_80.66_5.49,0
Bog,Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.3_94.09_1.88,0
Bog,Fen.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.15_97.73_2.19,0
Bog,Fen.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.2_79.14_1.91,0
Bog,Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23,0
Bog,Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.27_98.45_0.75,0
Bog,Fen.Labelled.R3.T2.F2.JGI.BFC.metaspades_bin.29_70.49_8.96,0
Bog,Fen.Labelled.R3.T2.F2.trimmomatic.megahit_bin.3_95.51_0.77,0
Bog,Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.21_76.66_1.58,0
Bog,Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.9_70.09_1.38,0
Bog,Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.48_70.31_1.37,0
Bog,Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.60_70.06_0.86,0
Bog,Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.15_79.61_4.68,0
Bog,Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.46_98.77_0.00,0
Bog,Fen.Unlabelled.R1.T1.F4.trimmomatic.metaspades_bin.21_75.31_0.26,0
Bog,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.10_78.91_3.92,0
Bog,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.29_98.61_0.00,0
Bog,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.79_78.95_1.72,0
Bog,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.80_90.94_1.07,0
Bog,Fen.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.83_76.02_7.93,0
Bog,Fen.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.52_100.00_0.46,0
Bog,Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88,0
Bog,Fen.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.11_98.90_0.00,0
Bog,Fen.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.8_84.91_1.42,0
Bog,Fen.Unlabelled.R1.T2.F4.trimmomatic.metaspades_bin.48_89.46_5.98,0
Bog,Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.49_93.05_1.83,0
Bog,Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.65_97.77_0.74,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.22_95.50_1.32,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.26_71.72_1.72,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.40_85.32_3.49,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.55_85.86_0.54,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.62_83.80_1.99,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.81_70.78_1.12,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.87_96.22_0.54,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.92_75.18_3.17,0
Bog,Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.99_86.69_1.22,0
Bog,Fen.Unlabelled.R1.T3.F2.JGI.BFC.metaspades_bin.1_98.39_0.54,0
Bog,Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.9_83.06_0.83,0
Bog,Fen.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.21_87.87_4.97,0
Bog,Fen.Unlabelled.R1.T3.F4.trimmomatic.megahit_bin.27_72.03_1.57,0
Bog,Fen.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.11_89.30_5.73,0
Bog,Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.14_96.98_1.02,0
Bog,Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.27_91.70_2.68,0
Bog,Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.11_81.20_0.61,0
Bog,Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.34_86.94_0.54,0
Bog,Fen.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.2_98.91_0.61,0
Bog,Fen.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.38_73.55_6.79,0
Bog,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86,0
Bog,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.5_78.34_3.47,0
Bog,Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.6_76.17_2.25,0
Bog,Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.37_73.98_5.96,0
Bog,Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.3_78.82_2.42,0
Bog,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24,0
Bog,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.16_100.00_1.08,0
Bog,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.22_97.12_0.14,0
Bog,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.23_78.59_2.20,0
Bog,Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.59_77.43_0.10,0
Bog,Fen.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.13_89.21_3.77,0
Bog,Fen.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.3_94.18_1.39,0
Bog,Fen.Unlabelled.R2.T3.F4.JGI.BFC.metaspades_bin.7_85.11_2.41,0
Bog,Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.17_87.24_2.27,0
Bog,Fen.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.1_88.35_4.39,0
Bog,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.29_98.04_1.00,0
Bog,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.61_70.90_1.88,0
Bog,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72,0
Bog,Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19,0
Bog,Fen.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.37_93.26_0.00,0
Bog,Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01,0
Bog,Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.39_71.68_0.00,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.3_98.45_1.59,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.54_72.13_0.00,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.59_95.75_1.35,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.86_81.81_1.08,0
Bog,Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.91_92.88_0.54,0
Bog,Fen.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.1_80.98_2.08,0
Bog,Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28,0
Bog,Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.1_78.97_1.10,0
Bog,Fen.Unlabelled.R4.T3.F4.trimmomatic.megahit_bin.1_91.07_1.12,0
Bog,PKWB01,0
Bog,PKWM01,0
Bog,PKWP01,0
Bog,PKWS01,0
Bog,PKWT01,0
Bog,PKXF01,0
Bog,PKXJ01,0
Bog,PKYA01,0
Bog,PKYK01,0
Bog,PKYU01,0
Bog,PLBN01,0
Bog,PLBP01,0
Bog,PLBS01,0
Bog,PLBY01,0
Bog,PLCN01,0
Bog,PLEI01,0
Bog,PLJD01,0
Bog,PLLC01,0
Bog,PLLE01,0
Bog,PLLH01,0
Bog,PLLM01,0
Bog,PLLP01,0
Bog,PLMA01,0
Bog,PLMN01,0
Bog,PLMQ01,0
Bog,PLND01,0
Bog,PLNQ01,0
Bog,PLNR01,0
Bog,PLNS01,0
Bog,PLNT01,0
Bog,PLNU01,0
Bog,PLUL01,0
Bog,PLWQ01,0
Bog,PLWZ01,0
Bog,PLXB01,0
Bog,PLXD01,0
Bog,PLXF01,0
Bog,PLXG01,0
Bog,PLXI01,0
Bog,PLXJ01,0
Bog,PLXK01,0
Bog,PLXM01,0
Bog,PLXO01,0
Bog,PLXR01,0
Bog,PLXW01,0
Bog,PLXY01,0
Bog,PLXZ01,0
Bog,PLYA01,0
Bog,PLYC01,0
Bog,PLYD01,0
Bog,PLYI01,0
Bog,PLYJ01,0
Bog,PLYL01,0
Bog,PLYM01,0
Bog,PLYN01,0
Bog,PLYO01,0
Bog,PLYP01,0
Bog,PLYR01,0
Bog,PLYW01,0
Bog,PLYZ01,0
Bog,PLZA01,0
Bog,PLZB01,0
Bog,PLZJ01,0
Bog,PLZO01,0
Bog,PMAZ01,0
Bog,PMBA01,0
Bog,PMBB01,0
Bog,PMBF01,0
Bog,PMBG01,0
Bog,PMBI01,0
Bog,PMBM01,0
Bog,PMBP01,0
Bog,PMBQ01,0
Bog,PMBR01,0
Bog,PMBS01,0
Bog,PMBT01,0
Bog,PMBU01,0
Bog,PMBV01,0
Bog,PMBW01,0
Bog,PMBX01,0
Bog,PMBY01,0
Bog,PMBZ01,0
Bog,PMCA01,0
Bog,PMCB01,0
Bog,PMCC01,0
Bog,PMCE01,0
Bog,PMCF01,0
Bog,PMCG01,0
Bog,PMCI01,0
Bog,PMCJ01,0
Bog,PMCM01,0
Bog,PMCN01,0
Bog,PMCP01,0
Bog,PMCR01,0
Bog,PMCS01,0
Bog,PMCY01,0
Bog,PMDB01,0
Bog,PMDG01,0
Bog,PMDK01,0
Bog,PMDM01,0
Bog,PMDS01,0
Bog,PMDT01,0
Bog,PMDX01,0
Bog,PMDY01,0
Bog,PMDZ01,0
Bog,PMEC01,0
Bog,PMIU01,0
Bog,PMJF01,0
Bog,PMJR01,0
Bog,PMJT01,0
Bog,PMKK01,0
Bog,PMKN01,0
Bog,PMKW01,0
Bog,PMLO01,0
Bog,PMMQ01,0
Bog,PMMV01,0
Bog,PMNG01,0
Bog,PMNO01,0
Bog,PMNP01,0
Bog,PMOF01,0
Bog,PMOL01,0
Bog,PMOM01,0
Bog,PMON01,0
Bog,PMOO01,0
Bog,PMSU01,0
Bog,PMSV01,0
Bog,PMTF01,0
Bog,PMUP01,0
Bog,PMXQ01,0
Bog,PMYM01,0
Bog,PMZI01,0
Bog,PMZX01,0
Bog,PNAG01,0
Bog,PNAZ01,0
Bog,PNBE01,0
Bog,PNBO01,0
Bog,Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.27_84.23_6.23,0
Bog,Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.68_91.15_5.94,0
Bog,Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.19_95.60_0.77,0
Bog,Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.45_95.70_1.53,0
Bog,Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.65_73.50_0.43,0
Bog,Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.25_97.16_1.95,0
Bog,Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.39_92.28_2.97,0
Bog,Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.27_89.55_3.74,0
Bog,Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_71.29_4.39,0
Bog,Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.45_99.51_0.25,0
Bog,Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.59_73.01_2.17,0
Bog,Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.92_78.45_5.29,0
Bog,Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.21_96.58_1.67,0
Bog,Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.30_87.36_0.57,0
Bog,Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.114_96.06_2.35,0
Bog,Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.38_84.70_3.10,0
