"","MEblue","MEgreen","MElightyellow","MEgrey60","MEturquoise","MEyellow","MEtan","MEcyan","MEmagenta","MElightgreen","MEpurple","MEbrown","MEred","MEmidnightblue","MEblack","MEpink","MEroyalblue","MEdarkred","MElightcyan","MEgreenyellow","MEsalmon","MEgrey"
"711_P-1-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858947,-0.0313447103880962,-0.0160442693560054,-0.0149527469969158,-0.023505024896793,-0.0447566833645946,-0.0530292137043786,-0.0515008606256663,-0.0453010927080036,0.0996674755076681,-0.0127825225570266,0.0144652762761363,-0.0220791520601361,0.0282960405955119,-0.0145331660822606,0.259321829073432,0.0351944575621615,-0.0409353699974286
"711_P-1-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792774,-0.0481613592858948,-0.0345612306521066,-0.0156624449632244,-0.0180890712149448,-0.0215598747444952,-0.0468548228200708,-0.0523077223340277,-0.0525198664644027,-0.0473974027866771,0.106686816853025,0.267532265162638,0.207586396200079,-0.0220791520601361,-0.0225844256408284,-0.0219069717513423,-0.0158811096373694,-0.0269512079600413,-0.0409353699974286
"711_P-2-D",-0.0132863969008326,-0.0308576471493738,-0.025704912477019,-0.0372768076792773,-0.0385662235079041,-0.0317449590751625,-0.0259950021397423,-0.0180890712149448,-0.0218044367129979,-0.00637140292215183,-0.0316874339594749,-0.035493586441788,-0.0397756037316174,-0.0330613675867582,-0.0237125027873208,-0.0303236008827842,0.321778382477558,0.311740955457955,0.19882268405919,-0.0207996411822307,0.116224183689623,0.0188700305958639
"711_P-2-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0342663644692759,-0.0216541871745939,-0.0180890712149448,-0.0235050248967929,-0.043989917045736,-0.0527019031884056,-0.0522607502691779,-0.0427599552905716,0.111906566435762,-0.0121054424018499,0.0142746721833052,-0.0220791520601361,0.0162961821043189,-0.0219069717513423,0.25285205809202,0.0610403989894686,-0.10821629567856
"711_P-2-S",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0130728383977259,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0522933283321091,-0.0525198664644027,-0.0473974027866771,0.120508494386004,0.108037585603308,0.233803898634789,-0.0220791520601362,-0.0196502246906151,-0.0219069717513423,-0.00427894127340188,-0.0229049060168291,-0.0781114855738365
"711_P-3-D",-0.0269778098201476,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0475594256570915,-0.0227253269009973,-0.00585657723447186,-0.0180890712149448,-0.0032475810675316,-0.0196296562695259,-0.049610428116162,-0.0381200643564636,-0.0327562716612667,-0.025881868215401,-0.0229077254719821,-0.0278527513190833,0.0413024940696237,0.143203747278574,-0.00574326065105543,0.0619456458148103,0.362856001621992,-0.0409353699974286
"711_P-3-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0311285767340981,-0.0232977888593164,-0.0180890712149448,-0.0235050248967929,-0.0445309750783969,-0.0530292137043787,-0.0521768784881919,-0.0452669753600911,0.197500087475647,0.00121432668258942,0.0483522960857887,-0.0220791520601361,0.0118660347437875,-0.0219069717513423,0.216884219852659,0.00447086056230477,-0.0409353699974286
"711_P-3-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.00883223473503284,-0.0180890712149448,-0.0213339583970316,-0.0468548228200708,-0.0519840908924316,-0.0525198664644027,-0.04661257896483,0.0723377235701134,0.354671037285522,0.1564338797529,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0189028523548533,-0.026143289882242,-0.0409353699974286
"711_S-1-D",-0.0271594918538603,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0430646642499608,0.0473917058389099,-0.0208072548715726,-0.0180890712149448,-0.0196348906359244,-0.0364003577097471,0.029811932991591,0.106852494351862,0.125144115147682,-0.0344761203083635,-0.0237125027873208,-0.0314171621532782,-0.0201521596885979,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0176416541169072,-0.0409353699974286
"711_S-1-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0421203718029464,0.16412713738251,-0.00180616610387899,-0.0125527776643448,0.025512109595211,-0.0436363400914095,-0.013944049654335,0.0931066499521931,0.193630204800006,-0.0344761203083636,-0.0237125027873208,-0.030964387259289,-0.016241669669191,-0.0221084176851449,-0.0219069717513423,-0.0320464861210967,-0.0232928408878285,0.00889266846070139
"711_S-1-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.0431773525780601,0.208956164482126,0.389220402062774,0.336227973471996,-0.0468548228200708,-0.0506406491697103,-0.0432595886224094,-0.0261496998597312,-0.028882657283387,-0.00658333905971671,-0.0227592060543297,-0.0208342232664817,-0.020283274785513,-0.0219069717513423,-0.0312289238418152,-0.0262787442457602,-0.0409353699974286
"711_S-2-D",-0.0224115290511758,-0.040334716833258,-0.025704912477019,-0.0372768076792773,-0.0267319355051536,-0.030145286412089,-0.0255015064391735,-0.0180890712149448,-0.0235050248967929,0.247397513214307,0.162294170290928,0.0596770049435104,0.009074945629418,-0.0344761203083635,-0.0237125027873208,-0.0283840060142595,-0.0160528746154665,-0.022804159245613,-0.0175101370320922,-0.0280009291561899,-0.025354397091879,0.066247922201378
"711_S-2-M",-0.0233431693531405,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0273020281044424,0.00696392562382014,-0.0207747069312789,-0.0163139293885916,-0.0207820842390661,0.0782361895899138,0.170441036589847,0.102093405370101,0.0921580311522215,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0113894971540945,-0.024455512936765,-0.0193813500019298,-0.0306791913778649,-0.0290699976683417,0.131601162748469
"711_S-3-M",-0.0268652755006076,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0420758320322717,0.0294838369701252,-0.0117574462576104,-0.0164137338660352,-0.0208403347551963,-0.00787084172049021,0.0782498925663571,0.139507972507221,0.107007053132239,-0.033855674604378,-0.0237125027873208,-0.0314171621532782,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0247766535255328,-0.0141937449973568,-0.0409353699974286
"712_E-1-D",0.0237324074783882,-0.00933439504530157,-0.025704912477019,-0.00271363312687819,0.115779910504536,-0.0315696628346326,-0.0254210464653816,-0.0180890712149448,-0.0235050248967929,0.0137513299163835,0.00950968164868828,0.00297024611323872,-0.0175012412867634,-0.0344761203083636,-0.0237125027873208,-0.0314171621532781,-0.0027189850037775,-0.0235760190838839,-0.00813286968560672,-0.0298861065567443,-0.0287519765033796,0.210454837623831
"712_E-1-M",-0.0101497209632486,0.0933535522432941,-0.0220704413933534,-0.0122454985064037,0.210910989765043,-0.0272731220286962,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0382729542982484,0.00344629083803244,-0.0358887271135522,-0.00128424235028061,-0.0344761203083635,-0.0237125027873208,-0.0314171621532782,-0.0175447481201014,-0.024455512936765,-0.00954169249903237,-0.0320464861210967,-0.0303514496774223,0.21994559472073
"712_E-1-X",0.219956691428742,-0.0143449612376728,-0.025704912477019,-0.0231838546612958,-0.0138399483055207,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.00367452960348214,-0.0229135162703085,-0.0344423982961482,-0.0436887164217982,-0.0344761203083636,-0.0237125027873208,-0.0314171621532781,0.178823667353467,0.0182812571188214,0.104223227152511,-0.0298607843395005,-0.0155565350965429,0.17251673469992
"712_E-2-D",0.0131472466083807,0.0436982079958558,0.00261177947846625,0.151302313236928,0.127751092361662,-0.0344723439808371,-0.0251087001221908,-0.0180890712149448,-0.0235050248967929,-0.00522140729276291,-0.0270768459165855,-0.0422789567826969,-0.0418488670958392,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.00658298931310506,-0.024455512936765,-0.00662579437357101,-0.0320464861210967,-0.0293198923231516,-0.00975663644157951
"712_E-2-M",0.000943859409840676,0.167162130660351,0.0815930862159325,0.027644670806368,0.0986425149494925,-0.0331980691294219,-0.0243912301024422,-0.0180890712149448,-0.0235050248967929,-0.0243118813962651,-0.0389007657749392,-0.0496373234902084,-0.0384186371468206,-0.0344761203083635,-0.0237125027873208,-0.0314171621532782,-0.00905838189452901,-0.024455512936765,0.00534892137507298,-0.0320464861210967,-0.0303514496774223,-0.0189577714686274
"712_E-2-S",-0.00440946491919947,0.13034834683308,0.0802142564455851,0.0302811244343455,0.140306784798449,-0.0312036976814118,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0124680780953647,-0.031452288451471,-0.0430399689614705,-0.033975830110162,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0116249995915057,-0.024455512936765,-0.0121172116304665,-0.0320464861210967,-0.0276291866085193,0.0367925851222143
"712_E-2-X",-0.00661343289998014,0.183960243607912,0.355939938475716,0.132476877311712,0.0309734947049882,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0419497167078132,-0.050709516961322,-0.051638953989479,-0.0473974027866771,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0186131502862481,-0.024455512936765,-0.00627579487903057,-0.0320464861210967,-0.0303514496774223,-0.0413617763772814
"712_E-3-D",0.0146789959424171,0.0392042642767662,0.0110338083126757,0.183601790940795,0.116655465075046,-0.0350996884643977,-0.0248708442523807,-0.0180890712149448,-0.0235050248967929,-0.0135822646951998,-0.0349133496403263,-0.0435695236222426,-0.0434259375875832,-0.0344761203083635,-0.0237125027873208,-0.0314171621532782,-0.0148454241849034,-0.024455512936765,-0.0100939857497776,-0.0320464861210967,-0.0297717785469702,-0.0143594458635674
"712_E-3-M",-0.00368265916799057,0.178841397262734,0.367069117668605,0.17546818249855,0.0115838424645815,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0485369818706341,-0.0516407219872715,-0.0473974027866771,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0185330052922603,-0.024455512936765,-0.00949972504231894,-0.0320464861210967,-0.0303514496774223,-0.0409353699974286
"712_E-3-S",0.0285069490310581,0.0578265255125881,0.178441333690988,0.22324454180945,0.0676090714799456,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.019333041383986,-0.0279747547423281,-0.0505801802644767,-0.0497320978064573,-0.0473974027866771,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0168874992942023,-0.0320464861210967,-0.0303514496774223,-0.0248428424742157
"712_E-3-X",0.244013679294629,-0.00904818655802061,-0.025704912477019,0.00680886536031868,0.00415256680573645,-0.0350996884643977,-0.0254872478094597,-0.0180890712149448,-0.0235050248967929,-0.0193244392983297,-0.0258550409995298,-0.0399979242591691,-0.0374294361319484,-0.0338619705099955,-0.0237125027873208,-0.0302715389719241,0.00619685688551881,-0.0183263195941425,0.00768949418195071,-0.0291974781666742,-0.0295861931078775,0.108002398118217
"712_P-1-D",-0.0245918853326935,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.046767366894315,-0.0183021059328211,-0.0205567373043176,-0.0162103951662566,-0.0143679510711192,0.0172309485505283,-0.029865241746613,-0.0139877308519673,-0.0296085605751482,-0.0299912136985127,-0.0237125027873208,-0.0301874872367549,0.0865551679374925,0.168022209459196,0.00293003139963787,0.0128739298165543,0.262007264071543,-0.0409353699974286
"712_P-1-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0306349678383944,-0.0222532855176546,-0.0163355945579567,-0.0213973414232925,-0.0444146578091745,-0.0530292137043787,-0.0521580658900221,-0.0443060981073584,0.193650034428981,-0.00659286854907889,0.0556332221401602,-0.0215929271705913,-0.00703782789486685,-0.0219069717513423,0.198999664510637,-0.000625525013755045,-0.0409353699974286
"712_P-1-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.000421640060758549,-0.0180890712149448,-0.0223061807672091,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0467639885855187,0.0803337104388561,0.341953097357676,0.209069487190647,-0.0220791520601361,-0.0205234020120137,-0.0219069717513423,-0.0184533678719591,-0.0290080739506948,-0.0409353699974286
"712_P-2-D",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0271765665360302,-0.025553504616142,-0.0180890712149448,-0.014595135821041,-0.0225285600144698,-0.0530292137043787,-0.0405019711966604,-0.0400949051202916,-0.0253267670343864,-0.0237125027873208,-0.0286113082551339,-0.00593658112648926,0.0936613370621966,-0.0219069717513423,0.0678549231556863,0.341230854021824,-0.0409353699974286
"712_P-2-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0157037520707696,-0.0180890712149448,-0.0235050248967929,-0.0449864197771581,-0.0523822374421925,-0.0513470224542356,-0.0457432521842756,0.216980847850775,0.0136210444028014,0.0688163897530261,-0.0220791520601361,-0.0146405088790542,-0.0219069717513423,0.118377211038908,-0.0251833514691717,-0.0409353699974286
"712_P-2-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0329276231558039,0.016555489417768,-0.0180890712149448,-0.0220198906938299,-0.0468548228200708,-0.0521026806180975,-0.0525198664644027,-0.0473974027866771,0.0680374302170314,0.250647936404043,0.239836545664428,-0.0220791520601361,-0.0223383102690226,-0.0219069717513423,-0.0166962402323437,-0.0288551630563685,-0.0409353699974286
"712_P-3-D",0.0166018219901963,-0.0243012192300551,-0.025704912477019,-0.0372768076792773,-0.0421152817464347,-0.0335241592011706,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.00598791627469593,-0.0309196343960537,-0.0499230144756538,-0.0454933271030983,-0.0312006653370276,-0.0237125027873208,-0.0301158356730728,0.411658939942879,0.204907448953393,0.305155785201636,-0.0320464861210967,0.0221132343341268,-0.0409353699974286
"712_P-3-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0288681613850019,-0.0158549940759518,-0.0180890712149448,-0.0235050248967929,-0.0452767721118589,-0.0530292137043787,-0.0505257201381063,-0.0424564455285225,0.153975881337094,-0.00826691035113947,0.0384106269972118,-0.0220791520601361,-0.0122676078192895,-0.0219069717513423,0.220550775429382,-0.00167103859636325,-0.0409353699974286
"712_P-3-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0200180605086406,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0517395601718576,-0.0525198664644027,-0.0473974027866771,0.0932968371905807,0.160124633808074,0.230551336416168,-0.0220791520601361,-0.0209435293667775,-0.0219069717513423,-0.0134026871239372,-0.028300537232173,-0.0409353699974286
"712_S-1-D",-0.0254820081233768,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0307913201143555,0.123664211994078,-0.0196948400517476,0.000646177936790746,0.0129057905013785,-0.00935827477698508,0.111898504116973,0.142230362162553,0.266564769191714,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0158820407990944,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0295511893347386,-0.0088166760277353
"712_S-1-M",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0471472828073842,0.279050158285044,0.0339251292810951,0.18426502725892,0.290882148464133,-0.0459697277139451,-0.0397184109879545,-0.0110273821171471,0.0839564325905994,-0.0344761203083635,-0.0226705418471849,-0.0304057485339731,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0294734811014402,-0.0409353699974286
"712_S-1-S",-0.0276837499421227,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0460972177550958,0.159431076217572,0.00688187618972116,0.574282297820154,0.214046762888471,-0.0442665479385398,-0.029758428094561,-0.00801997283971694,0.049495572044632,-0.0333297685089537,-0.0230362247385492,-0.0284599660449225,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0291676070697582,-0.0409353699974286
"712_S-1-X",-0.02130359249731,-0.0404192100825565,-0.025704912477019,-0.0372768076792773,-0.0232413811793046,-0.0176447933045249,-0.0259950021397423,-0.016269263903423,-0.0212490712368544,0.235636037802565,0.12980366214284,0.0283220589609787,-0.0131682139148412,-0.0344761203083635,-0.0237125027873208,-0.0285520066738088,-0.00595397304374004,-0.0223916062277644,-0.0166107723676978,-0.0293300068728743,-0.0267212796423744,0.0436435430816172
"712_S-2-D",-0.0267191563545177,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.036742235573783,0.1016777447436,0.00854142953300802,0.0214534713923918,0.0133218313182496,0.0472797213290739,0.146652627115897,0.107875488640697,0.160459368139666,-0.0344761203083635,-0.0237125027873208,-0.0304715681558991,-0.0196994242250685,-0.0221709497573131,-0.0219069717513423,-0.0289488829534287,-0.0200290891553668,-0.00359533190697607
"712_S-2-X",-0.0238515897789594,-0.040394292590358,-0.025704912477019,-0.0372768076792773,-0.0391666661665696,-0.0315001753183623,-0.0257308894627509,-0.0180890712149448,-0.0232844518261773,0.184354947622335,0.106935583010944,0.0391331297227664,-0.0175936520639562,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0180682466714654,-0.024455512936765,-0.0185044954281535,-0.0309399380579839,-0.0286420182489859,0.0609469042024193
"712_S-3-D",-0.0259240638186949,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.040187117080131,-0.0193545457117755,-0.0246348501030838,-0.0180890712149448,-0.022727541818372,0.0203365667472203,0.0890527345079404,0.148551479253159,0.0105760956192289,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.02159594566498,-0.024455512936765,-0.0182123767688098,-0.0305620557821087,-0.0193104072700648,0.0101775638008379
"712_S-3-S",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.059533280869982,0.264119696905268,0.404340844624536,0.326275188027981,-0.0468548228200708,-0.0530292137043787,-0.0476343528400156,-0.0340428317523764,-0.0255652790732862,-0.00793275399707635,-0.0189627146775279,-0.0210333537953453,-0.0203485427040515,-0.0219069717513423,-0.0312983262632865,-0.025073776592612,-0.0409353699974286
"712_S-3-X",-0.0263460345910043,-0.0413751452568413,-0.025704912477019,-0.0372768076792773,-0.0402560605388202,-0.0219143468432174,-0.0246060687590952,-0.0180890712149448,-0.0227320897471563,0.0189189688332973,0.086636889745511,0.148261651902943,0.00801894272038461,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0216192236692635,-0.024455512936765,-0.0181505121577876,-0.0305760673705238,-0.0191632511622135,0.00698826452092715
"713_E-1-D",-0.00465614795103295,0.012963870913938,-0.025704912477019,0.000769528695297038,0.140548490624583,-0.0337300069010731,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.00161140513716387,-0.0161724482588784,-0.0339210507834614,-0.0344271542732028,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0135849764254992,-0.024455512936765,-0.0123777615747393,-0.0320464861210967,-0.0303514496774223,0.0456707160309813
