"","MEblue","MEgreen","MElightyellow","MEgrey60","MEturquoise","MEyellow","MEtan","MEcyan","MEmagenta","MElightgreen","MEpurple","MEbrown","MEred","MEmidnightblue","MEblack","MEpink","MEroyalblue","MEdarkred","MElightcyan","MEgreenyellow","MEsalmon","MEgrey"
"714_S1_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0475249917010315,0.321341977811689,0.093582925340568,0.108463179779643,0.239047382960277,-0.0440733804002161,-0.0467338935797976,-0.0114706127379634,0.102272776889018,-0.0321059924031072,-0.0194478229668931,-0.0277710465839299,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0311415968210228,-0.0278439495226626,-0.0610303582374458
"714_S1_10-14",-0.0252749861078315,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0315189455465708,0.047904931006984,-0.0205190050288217,-0.0138113034688153,-0.016094713106535,0.00515065964527544,0.152884665507837,0.123503244140734,0.197805269351119,-0.0344761203083635,-0.0237125027873208,-0.0310155108649471,-0.0188716400347368,-0.0218346557394523,-0.0219069717513423,-0.0311830723640106,-0.0254293842214357,0.0280141774163868
"714_S1_20-24",-0.0235784484177338,-0.0405257879487454,-0.025704912477019,-0.0372768076792773,-0.0282181829373038,-0.0279704215181083,-0.0259950021397423,-0.0180890712149448,-0.0232796494192851,0.21024858760028,0.190147315952292,0.0772724821598704,0.00822919818057397,-0.0344761203083635,-0.0237125027873208,-0.0281822496696528,-0.0195911592590249,-0.024455512936765,-0.0187704897804619,-0.0281927192758782,-0.023980450442377,0.156629595200197
"714_S1_30-34",-0.0229346434066487,-0.0404303969022785,-0.025704912477019,-0.0372768076792773,-0.033162993399105,-0.0303135029782586,-0.0259950021397423,-0.0180890712149448,-0.0233366819198739,0.219525920232842,0.110700539385822,0.0298692039600165,-0.0196964593007003,-0.0344761203083635,-0.0237125027873208,-0.0292974344529412,-0.0137693335309446,-0.0220419623370125,-0.0173167024785695,-0.0292510141345724,-0.0269003861015662,0.0919365692518734
"714_S1_40-44",-0.0203832493385584,-0.040500422201212,-0.025704912477019,-0.0372768076792773,-0.0270490387385775,-0.0296343086268091,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.220815127859469,0.111329921063276,0.0304735855304787,-0.0297268665544055,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.00352268720377957,-0.018398305549328,-0.0165446088791534,-0.0320464861210967,-0.0303514496774223,0.107019289747928
"714_S1_5-9",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0416175346625054,0.176630072674691,-0.0146666599568378,-0.0154257832860141,0.00088339493463804,-0.0416335879277392,0.00898321753941524,0.0703913674648997,0.211600393497727,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0270635532599025,-0.0409353699974286
"714_S2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.192993200843925,0.22102836193567,0.146067551583658,0.219463923628696,-0.0468548228200708,-0.050503717684217,-0.0366885602225608,0.0258613173381819,-0.0258432219068919,-0.0147104792232158,-0.0134783905240907,-0.0216330548301263,-0.0222134935290526,-0.0219069717513423,-0.0273882416089162,-0.0263355632842582,-0.0409353699974286
"714_S2_20-24",-0.0267718061852483,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0391283411898621,-0.00997786739275437,-0.0198948988142267,-0.0163167478739664,-0.0200568040908895,0.0827428999978748,0.136126688974803,0.145708157179739,0.0656125013718255,-0.0344761203083635,-0.0237125027873208,-0.0306425962666627,-0.0205847746804528,-0.0226193444778832,-0.0219069717513423,-0.0287647532287575,-0.024085148404634,0.010681232454894
"714_S2_40-44",-0.024829124544688,-0.04057289782095,-0.025704912477019,-0.0372768076792773,-0.0417221109191869,-0.0254038449969781,-0.0218006264413972,-0.00354553791473667,-0.022769639339917,0.172868289058766,0.101188231356298,0.0660439026638778,-0.00292725190424692,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.00788787355829002,-0.024455512936765,-0.0204877900222446,-0.0311377922137122,-0.0277265490629545,0.0775562267187397
"714_S2_5-9",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0473784077899158,0.186779261576389,0.030701995926913,-0.0157599570788576,0.0397880035346291,-0.0445319308924718,-0.0335345650750439,0.0259052473001961,0.137671055235,-0.0338356064225508,-0.0237125027873208,-0.0292898372506163,-0.0214444681362521,-0.0213445781074311,-0.0219069717513423,-0.029533185614028,-0.0177645401372902,-0.0409353699974286
"714_S3_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,0.0108004039478686,0.432518171328189,0.134336127440016,0.14631916536705,-0.0468548228200708,-0.044529446283144,-0.0313624500534336,-0.0176659426481681,0.00469604623276604,0.0348339988667614,0.0200974648398581,-0.0213243684104469,-0.0180504500124051,-0.0155283499158133,-0.021291552229979,-0.021815128452868,-0.0409353699974286
"714_S3_10-14",-0.02732169250196,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0430622078791462,0.138333894879342,0.0393400877562843,-0.0162372441615504,0.00525563865618792,-0.026574958345147,0.0333360469148771,0.103321213662077,0.190384331989402,-0.0326645508772043,-0.0231019204587825,-0.0289293417722987,-0.0146325048562847,-0.0152822370302509,-0.0219069717513423,-0.0299742355450623,-0.0143454899697693,-0.062527002806511
"714_S3_20-24",-0.026941387174928,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0409304285244193,-0.00722978185819308,-0.0238523787495347,-0.0180890712149448,-0.023298062565451,-0.0169219557862048,0.0604130819206904,0.173895030141584,0.0943544370097429,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0197799945208735,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0299699563060386,0.0504662344410726
"714_S3_30-34",-0.0267399245538153,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0400430505683835,-0.0270475758082105,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.0561032630960944,0.131252520586236,0.152687825411624,0.0254390897823345,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0298503619929867,-0.0279831399856643,-0.001232142142328
"714_S3_40-44",-0.024792037065411,-0.0409362079045069,-0.025704912477019,-0.0372768076792773,-0.0404785722917759,-0.023854810688481,-0.022445096962512,-0.0173374442392454,-0.0231956387269921,0.150542963748561,0.10721729666306,0.108529944892142,0.00703217456100334,-0.0339665632141158,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0204437380535171,-0.0308284028939011,-0.0266832526905159,0.0846092647603415
"714_S3_5-9",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0451790384741022,0.191927021519471,0.199925962787366,0.0141299007469365,0.0647169676395418,-0.0412835047360916,0.00809087413764924,0.0747687796660706,0.162114594317465,-0.0200387349278358,-0.00908118249792267,-0.0162202463960397,-0.0125298407382957,-0.0156662314713665,-0.0219069717513423,-0.0254987751211192,-0.0131450926003643,0.0129531291027601
"715_E1_1-5",-0.00686225981542499,0.106951079205187,0.00763279733214319,0.0808640866279104,0.157604225429402,-0.0285926230664988,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0160603462134955,-0.0219660761787939,-0.0414056842580557,-0.0335643312831686,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0175758852353371,-0.024455512936765,-0.00587596719472244,-0.0320464861210967,-0.0303514496774223,0.0114456158379744
"715_E2_1-5",-0.00516516441889808,0.191029252598705,0.151311357835353,0.143996729119225,0.0659125228432266,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0414265800405084,-0.0493719193036058,-0.051553042434337,-0.0446837156861004,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0186357619945894,-0.024455512936765,-0.00447215238231096,-0.0320464861210967,-0.0303514496774223,-0.0277080341674623
"715_E2_20-24",-0.00107092360303888,0.0573689014199087,-0.00288853364640199,0.121848548669138,0.12512125566399,-0.0341185589842695,-0.0251327550395221,-0.0180890712149448,-0.0235050248967929,-0.0122548194781495,-0.0310737192845654,-0.0434660054152229,-0.0420628604538009,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0196675123566833,-0.024455512936765,-0.00832023074825906,-0.0320464861210967,-0.0303514496774223,-0.0118391269979564
"715_E2_30-34",0.0222269986886537,0.0491884633162669,0.0040603748589509,0.178835520944576,0.107118502345121,-0.0341905295730187,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0172518763028407,-0.035485695499023,-0.0442359809294347,-0.0402560889356637,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0203294407112087,-0.024455512936765,-0.0101496642179485,-0.0320464861210967,-0.0303514496774223,-0.0110978490956401
"715_E3_1-5",-0.0199069352448336,0.222871883247464,0.234138888433297,-0.0149411553158711,-0.0141706244831425,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0473974027866771,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.016380633151123,-0.024455512936765,-0.0182667536700029,-0.0320464861210967,-0.0303514496774223,-0.0409353699974286
"715_E3_10-14",-0.00180391011329003,0.185699177978401,0.0227094886885456,0.0530370702532989,0.128936601701148,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0400628171665007,-0.0388384132644473,-0.0513302274986575,-0.0447336358660137,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.00648174755297774,-0.0320464861210967,-0.0303514496774223,-0.0112939245621492
"715_E3_20-24",0.00333192343207997,0.0945148463212344,-0.0111924136224453,0.0415105772809649,0.156529888364514,-0.0307736249374211,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0269062066357735,-0.029919442810607,-0.0444630848341312,-0.0277242306784195,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.0233202624855411,-0.0102962703911861,-0.0320464861210967,-0.0296389078041656,0.0147717061165771
"715_E3_30-34",0.0369966218435458,0.0480929698048868,0.000261562885179205,0.132424607939899,0.128165907811674,-0.0333735723839124,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0126004120347903,-0.0240060609223936,-0.035154633445193,-0.0331528522295944,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0110920137238488,-0.0320464861210967,-0.0303514496774223,-0.0090713692385624
"715_P1_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0288105540364085,0.029092742116133,-0.0138040025298695,-0.0216449230511229,-0.0468548228200708,-0.0511610601728245,-0.0525198664644027,-0.0473974027866771,0.0295073879462828,0.24372015307463,0.185425293552996,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0219637475148206,-0.0303514496774223,-0.0876779550312305
"715_P1_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0304924639350691,-0.00326294763096507,-0.0121137399682727,-0.0182616006794469,-0.0454898328387543,-0.0511555460355958,-0.0520280390198377,-0.0451035603368697,0.109600019416698,0.0630419780288748,0.150826347441088,-0.0220791520601361,-0.021496319533599,-0.0219069717513423,-0.00893451804778854,-0.0219561573731322,-0.0409353699974286
"715_P1_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0293627042606129,-0.0146402907218212,-0.0169760290178166,-0.0201451102994553,-0.0468548228200708,-0.0521607223239889,-0.0498028837484161,-0.0441288809548713,0.158756822668213,-0.000853626321587284,0.0931553464936378,-0.0220791520601361,-0.0225223154538511,-0.0219069717513423,0.0309809158569358,-0.0168248061001176,-0.0409353699974286
"715_P1_30-34",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0307425807100632,-0.0139886450768365,-0.0180890712149448,-0.0224267290984619,-0.0447221720543783,-0.0530292137043787,-0.0468250528800576,-0.0443792481887992,0.198618687027475,-0.00784368251311828,0.0473545779953925,-0.0220791520601361,-0.0153655745702305,-0.0219069717513423,0.10734109947304,-0.0118912681680297,-0.0409353699974286
"715_P2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.00491326584104164,-0.0180890712149448,-0.0218556333980414,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0473974027866771,0.161182815570024,0.22758709560953,0.246474575858501,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0135662646412801,-0.0279110167746026,-0.0409353699974286
"715_P2_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0341304276183724,-0.0162890153340798,-0.0180890712149448,-0.0235050248967929,-0.0462393144667509,-0.0530292137043787,-0.0509432184976068,-0.0453741842827996,0.240807099137958,0.0187433370408347,0.119485790083219,-0.0220791520601361,-0.0171455408598296,-0.0219069717513423,0.0813240564247877,-0.0209068065262917,-0.0409353699974286
"715_P2_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0262091984347546,-0.00349452230665358,-0.0180890712149448,-0.0211187382249172,-0.0317354954373809,-0.0342156358137611,-0.0348649543990157,-0.0339307562725922,0.0728846909082962,-0.0226509005623692,-0.0124784760689936,-0.0220791520601361,0.0134789678789976,-0.0219069717513423,0.18446830726251,0.130286567474164,-0.0409353699974286
"715_P3_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,0.0213903194229759,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0524378179582586,-0.0525198664644027,-0.0473974027866771,0.103157660029053,0.208954965980961,0.263356588012519,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0110197623455068,-0.0290666340376932,-0.0409353699974286
"715_P3_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0334442250516577,0.00239260821344191,-0.0180890712149448,-0.0235050248967929,-0.0468548228200708,-0.0523043340164777,-0.0525198664644027,-0.0456808455202409,0.135879139060531,0.0791743579993911,0.233833439458201,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0158833928232318,-0.0303514496774223,-0.0409353699974286
"715_P3_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,-0.0132206164634287,-0.0180890712149448,-0.0235050248967929,-0.0460106485089699,-0.0530292137043787,-0.0525198664644027,-0.0450251807386709,0.232332067333664,-0.00593123118188816,0.103146225862091,-0.0220791520601361,-0.0233168989742344,-0.0219069717513423,0.0630443935373037,-0.0248502361398915,-0.0409353699974286
"715_P3_30-34",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0305221886975368,-0.0196822492278461,-0.0180890712149448,-0.0230413925938445,-0.0436856179571775,-0.0530292137043787,-0.0494090845391885,-0.043913422113596,0.0902003446452147,-0.0232404911926196,-0.0117314096124834,-0.0220791520601361,0.0059554933659855,-0.0219069717513423,0.253088536740158,0.0700305710546623,-0.0409353699974286
"715_S1_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0475824693258947,0.265560903261282,0.168071389822334,0.0835568060770835,0.217055076619768,-0.0458163174975525,-0.0414615935536209,-0.0313306778358295,0.0649912310099778,-0.0338012396304931,-0.0237125027873208,-0.0293700624640992,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0286109718747945,-0.0409353699974286
"715_S1_10-14",-0.0264559772297332,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0387133157132182,0.038049056463727,-0.0174861382138762,-0.0180890712149448,-0.0179589283361542,-0.0116859253701036,0.113871676077787,0.0868662553384855,0.167502194590251,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0200510058386653,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0266367590209197,-0.0409353699974286
"715_S1_20-24",-0.0259677650581564,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0367135199887355,-0.0217668906252362,-0.0242405630127875,-0.0180890712149448,-0.0232999385588729,0.141868310995384,0.193023250566019,0.0674605863425981,0.041224410705559,-0.0344761203083635,-0.0237125027873208,-0.029762703652175,-0.020431414205136,-0.024455512936765,-0.0219069717513423,-0.0293019156319012,-0.0239363025584985,-0.0165604118235422
"715_S1_30-34",-0.0237735401785993,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0392745119675806,-0.0311665999036759,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.139444749170216,0.089404403933778,0.0427796177918487,-0.0211333602256407,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0209585949854182,-0.0320464861210967,-0.0265081899693563,0.0752962635155928
"715_S2_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.044663627331445,0.19025647611642,0.0249673828558308,-0.0122768962581553,0.0265548924519099,-0.0445501311227786,-0.0107157173812924,0.0235369436918232,0.165061906274709,-0.0339007255875051,-0.0237125027873208,-0.0300816319520288,-0.0220791520601361,-0.024455512936765,-0.0219069717513423,-0.0320464861210967,-0.0250704623120136,-0.0409353699974286
"715_S2_20-24",-0.0253032279855066,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0323229382904522,-0.0193974890992631,-0.0256619827422061,-0.0180890712149448,-0.0226599950349799,0.0676588459265208,0.205590942875072,0.0938834435951349,0.0842730122617503,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0199673291218451,-0.024455512936765,-0.0219069717513423,-0.0302572875444026,-0.0273392612137135,0.0938948832516838
"715_S2_30-34",-0.0231893731236295,-0.0403274040696779,-0.025704912477019,-0.0372768076792773,-0.0341681191384141,-0.0321581592642949,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,0.246233478716485,0.123070464683867,0.0360959335031677,-0.00916391354269643,-0.0344761203083635,-0.0237125027873208,-0.0299031654549206,-0.0220791520601361,-0.024455512936765,-0.0186291715222259,-0.0291679863537907,-0.0250964918798344,0.0458308221789965
"715_S3_20-24",-0.02502530624614,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0363634252439405,0.00674135917351071,-0.0145209269365752,-0.00607634040658085,-0.016086841607747,0.162111221232177,0.179917082819493,0.0763716035372212,0.0324002475665156,-0.0344761203083635,-0.0237125027873208,-0.0302633597356002,-0.0197738560698929,-0.024455512936765,-0.0202644699581591,-0.0302887875715439,-0.0253134969185708,0.0443895091031494
"715_S3_30-34",-0.0243821158416826,-0.0408413958940635,-0.025704912477019,-0.0372768076792773,-0.0376448301335122,0.00748770170504387,-0.0124760626795311,-0.00430472604680497,-0.0153915919850003,0.201681113359904,0.13916463778573,0.065666127454089,0.0188181951573019,-0.0344761203083635,-0.0237125027873208,-0.0309671288160438,-0.0220791520601361,-0.024455512936765,-0.0199000648456698,-0.0308405971353979,-0.0260761799148121,0.04495008151322
"716_E1_1-5",-0.0147373853451066,0.220893418658002,0.229970537830376,0.0503813831120244,0.033919976647588,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0421150246841621,-0.0507289250425796,-0.0520325269814108,-0.0458237955529146,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.00311703629704917,-0.0320464861210967,-0.0303514496774223,-0.0409353699974286
"716_E1_10-14",-0.00491852574014516,0.105595334379324,0.0538751966767123,0.0761488039459472,0.136836449024213,-0.0308139681670178,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.0131682930354768,-0.0255389748438249,-0.0416563069192772,-0.0312858912752394,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0181245820425127,-0.024455512936765,-0.00791755061268586,-0.0320464861210967,-0.0286764672917319,0.00409654126317723
"716_E1_20-24",0.00818541224073367,0.0501209770566049,0.00386848944227308,0.117461462555165,0.123378724227893,-0.0350996884643977,-0.0250994837230729,-0.0180890712149448,-0.0235050248967929,-0.00918771008804613,-0.0311546621993081,-0.0430380495359254,-0.0392216768006573,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0137208215405772,-0.024455512936765,-0.00669376863078276,-0.0320464861210967,-0.0303514496774223,-0.0149787091088058
"716_E1_30-34",0.0401718877846472,0.0346834720734493,-0.00085690242329869,0.173648965646031,0.10068082534973,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0235050248967929,-0.00631075866250679,-0.0335598137360519,-0.0432695380622501,-0.0406624757163086,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0152775612980098,-0.024455512936765,-0.00759487801490029,-0.0320464861210967,-0.0303514496774223,-0.0134522312144871
"716_E3_1-5",-0.0257022841470723,0.126057598593176,0.383223268044892,-0.00966814319487841,-0.0206902630275647,-0.0350996884643977,-0.0259950021397423,-0.0180890712149448,-0.0194454013849089,-0.0446141132454493,-0.0530292137043787,-0.0525198664644027,-0.0456629756712194,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.0173103216872339,-0.0320464861210967,-0.0303514496774223,-0.0425430173734224
"716_E3_10-14",-0.00801061277096647,0.099287516580425,0.0547789609463168,0.162044836210456,0.127852090341167,-0.0301179261097604,-0.0250857502394784,-0.0180890712149448,-0.0235050248967929,-0.018954689292218,-0.0345093926612834,-0.0461478926796713,-0.0349192044600517,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0220791520601361,-0.024455512936765,-0.00939904756707232,-0.0320464861210967,-0.0298045574625374,-0.0226986412845123
"716_E3_30-34",0.0175925619072381,0.0347548384373355,0.0162609087124826,0.208265865129036,0.10049431785335,-0.0350996884643977,-0.0248165060562985,-0.0180890712149448,-0.0235050248967929,-0.018922864773106,-0.038853636040749,-0.0462288015637206,-0.045685871859168,-0.0344761203083635,-0.0237125027873208,-0.0314171621532781,-0.0153822537206504,-0.024455512936765,-0.00846732273162346,-0.0320464861210967,-0.0303514496774223,-0.0200510423208069
"716_P1_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0350996884643977,0.0096030783437102,-0.015253671452921,-0.0173348216074326,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0473974027866771,0.0709897647224034,0.367398342464581,0.19937148312357,-0.0220791520601361,-0.0218506678996353,-0.0219069717513423,-0.0206482868570621,-0.0281833323441541,-0.0409353699974286
"716_P1_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0336716052139918,-0.0178667479124686,-0.0127586875993605,-0.0224988410372006,-0.0468548228200708,-0.0515374217385614,-0.0525198664644027,-0.0467920501294828,0.177464373265723,0.184912078357212,0.21470253007684,-0.0220791520601361,-0.0223463300390257,-0.0219069717513423,-0.00707420150872947,-0.0303514496774223,-0.0915714703831878
"716_P1_30-34",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0244231660332112,-0.0186987110123205,-0.0150569411449921,-0.0198071446927129,-0.0362413098923024,-0.051701471099775,-0.0461211602638355,-0.043682593961572,-0.0179120454387738,-0.0237125027873208,-0.0256012907475893,-0.0213336426559267,0.0474847654484327,-0.0188305656098794,0.20591623896421,0.227208355217118,-0.0409353699974286
"716_P2_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0311103227508911,-0.00207718798970156,-0.0180890712149448,-0.0235050248967929,-0.042060294918246,-0.0524966718835419,-0.0499324235466292,-0.0460911155972268,0.155144386280017,0.144755120204262,0.173226241256048,-0.0220791520601361,-0.00372974013177649,-0.0219069717513423,0.0936227934231252,0.0881148065738967,-0.0409353699974286
"716_P2_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0347823874125349,-0.0155042865267359,-0.0180890712149448,-0.0235050248967929,-0.0454812028227894,-0.0530292137043787,-0.0521564992213713,-0.0456299302640221,0.211337481562702,0.0297248718273426,0.119221159043109,-0.0220791520601361,-0.0154586622306506,-0.0219069717513423,0.0800938271783745,-0.0198497512054007,-0.0409353699974286
"716_P2_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.028707983288828,-0.0220977270779521,-0.0180890712149448,-0.0212322953922547,-0.0397388698363386,-0.0503665949246955,-0.0481430248646674,-0.0429817381803057,0.0205588748816763,-0.0211019836938215,-0.016565311811274,-0.0212607551231849,0.0593161454512831,-0.0219069717513423,0.286011698496055,0.154079319787235,-0.0409353699974286
"716_P2_30-34",-0.0267542394817819,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0160504476919719,-0.0228577348906232,-0.0180890712149448,-0.000838891042998784,0.00130734920475423,-0.0297037205054851,-0.0121422278398781,-0.0177705210091839,-0.026155939443067,-0.0237125027873208,-0.0297045301243809,-0.000361339552636783,0.0245603513150811,-0.0219069717513423,0.00352480048516554,0.260561033724657,-0.0853385053728836
"716_P3_1-5",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0303835257029792,-0.0122986575011529,-0.015957443175095,-0.0204711008097862,-0.0439520981011515,-0.0523854138782169,-0.0520896851729363,-0.0466409276325958,0.180172481736243,-0.0059019912792979,0.0558794906527988,-0.0215192606543248,-0.00889551829298581,-0.0189828279873441,0.196677379386962,-0.00607078550145084,-0.0645076910312855
"716_P3_10-14",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0335265704662023,-0.00522151484770016,-0.0180890712149448,-0.0227183549558894,-0.0468548228200708,-0.0530292137043787,-0.0525198664644027,-0.0461096564188812,0.193698770878233,0.12331236318382,0.156484873416061,-0.0220791520601361,-0.0222697511190559,-0.0219069717513423,0.0683835356792205,-0.0222665269833863,-0.0409353699974286
"716_P3_20-24",-0.0276837499421227,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0481613592858948,-0.0284159488841355,-0.013821070912525,-0.0180890712149448,-0.0235050248967929,-0.0421572035269578,-0.0530292137043787,-0.049560753930519,-0.0435793825497838,0.0904935663221275,-0.00653385017485132,0.0023894061017559,-0.0214579212000452,0.0476873590824102,-0.0219069717513423,0.206989185474144,0.0680813286844867,-0.0409353699974286
"716_P3_30-34",-0.0271580334025103,-0.0413751452568414,-0.025704912477019,-0.0372768076792773,-0.0467671399639922,-0.0317477460912252,-0.0154556551624182,-0.0180890712149448,-0.0235050248967929,-0.0302459270779915,-0.0498060672083735,-0.0481203893368691,-0.0434505234357961,-0.0249579456938579,-0.0225191323144694,-0.0288869413502415,0.075866761291656,0.251368166133521,0.120737119092425,0.117582628141898,0.201777549141733,-0.0409353699974286
