"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.94_71.04_6.96" 0 0 0 0 0 0 0 0.07371554 0.2221939 0 0 0 0 0 0 0 0 0 0 0 0.14413115 0 0 0 0.15366419 0 0 0 0 0.16413821 0 0.058376774 0 0 0 0 0 0.27890682 0.30847415 0.22627066 0 0 4.4389424 0.1580726 0 0 0.29334965 0 0 0 0 0 0 0 0 0 0.1354334 0 0 1.6616869 0 0 0 0 0 0 0.28922448 0 0
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.32_77.74_4.21" 0 0.84441453 0.31039825 0 0 0.062167265 0.68646836 6.52272 0.9880114 0 0.37011155 0 0.08728739 0 0 3.5917568 2.473369 0.36206722 0 0 3.8617306 0.09465984 0.07082651 0 0.614623 0.645367 0.5296289 0.17741363 0 2.8577452 0.10577253 0.10977024 0 0 0.31301162 0.49044165 0 0 0.9018996 1.6827241 0 0 2.7902951 0.07001783 0 0 1.9151574 0 0 0 0 0 0 0.123533644 0 0 0.44249952 0.07176258 0 2.71145 0.11723487 0 0.16540572 2.1925302 0 0 1.2615438 0.06862272 0
"20120700_S1D_90" 0 1.6168091 2.9707856 0.5353796 0.08192942 1.3157464 0.06289514 0.3758099 2.8043451 0 2.8879519 0.124189325 0 2.2822526 2.0378675 0.064071484 0.305476 3.0770895 0.47386396 0 0.3364159 0.20107117 1.0386797 0 0 0 1.1706926 2.1036878 1.6087484 0.8491914 0.10933938 1.662075 0.13349083 0 0.17305979 0.98503345 3.5511377 0 0.28563306 1.7594638 2.1242483 0.39118946 0 0.69633853 0.1734054 0 0.34200245 0.3351048 0 0.119488046 0 0 0.8805802 0.8657215 0.9135321 0 1.1584115 3.9695008 5.766904 1.2347789 2.256553 0.3585385 0 1.7064517 5.643507 1.2786072 0.0732025 1.8453987 0.11491775
"20120700_S1D_108" 0 1.3495485 0.7042863 0 0 0.7552647 0.099561155 0.43752617 1.746086 0 0.642216 0 0 0 0 0.68258446 0.94929016 0.6462746 0 0 0.8627951 0 0 0 0 0 0.6272032 0.1217033 0 3.504859 0.19949411 0.32314783 0 0 0.65276885 2.8845556 0 0 0.28818047 1.5249548 0.24200739 0 1.2578682 0 0 0 0.6217828 0 0 0 0 0 3.7896798 0 0 0 4.709656 0.09512186 0 1.9770939 0.2679346 0 0 1.0061018 0 0 0.22140497 0.15998416 0
"20120700_S1D_49" 0 0.24535155 0 0.58216417 0.2727484 0.22480802 0.22082643 0.59035057 2.7438478 0.085969925 1.8807192 0.061584562 0 0 0 0.080423474 1.1955397 0.185135 0.12229753 0 1.2955954 1.0809 0.9068829 0 0 0 0.5764838 0.1374931 0 0.18102904 0 0.8049195 0.25642204 0 0 0 3.0856247 0 0.13577728 0.9143118 1.2449893 0.4283483 0.12179514 0.26388463 0.23303996 0 0.07581961 1.9151679 0.10580405 0.4182433 0.10353291 0 0.3860502 0.71752995 0.16990533 0 0 0 0.17965746 1.9452994 1.1559074 0.48368028 0 6.3054147 3.8807492 0.47814354 0 0.4204518 0.8900601
"20120700_S1D_9" 0 1.2839297 0.33748266 0.5686573 0.057100277 0.28298095 0 0 3.5782394 0 0.47620204 0 0 0.19005987 0.18023138 0.1140499 5.4855103 0.07862306 0 0 0.37311116 0.60943186 0.24007238 0 0.1657427 1.9849808 2.4082124 1.8263618 0.64301825 0.09402338 0.79815984 6.1858315 0 0 0 0 0.56651443 0 2.3748367 3.4092104 0.3900038 0 0 1.1843534 0.25770447 0 1.2065679 0.48574394 0 0 0 0 0 0.33003616 0 0 0 0 0.3965571 0.44217655 0 0 0 2.460244 1.6560129 0.16860652 0 0.17969587 0
"20160700_E23_20" 0 0 0 0.444924 0.10041162 0 0 0 0.55658364 0 0 0 0 0 0 0 0 0 0 0 0 0.8893224 0.108787455 0 0 0 0 0 0 0 0.35499808 0.23824719 0 0 0 0 0 0 0.3641601 0.4411629 0 0 0 0.3741523 0 0 0.4927993 0.24378446 0 0.063242525 0.07794253 0 0 0 0 0 0 0 0 0 0.121712044 0 0 0 0 0 0 0.7639282 0
"20120700_S1D_113" 0 0.13597335 0 0.11157137 0 0.18480836 0.10590501 0.11857419 1.4690934 0 1.017961 0 0 0 0 0 0 0.105079696 0.20683256 0 0.29853952 0.3957233 0.089064226 0 0 0 0 0 0 0 0.7195269 0.6095069 0 0 0 0.78145915 0.11378539 0 0.0980384 0.16144747 0 0 0.1164874 0.31485736 0.065011606 0 4.250811 1.3437839 0 0 0 0 0 0 0 0 0 0 0 1.1788405 0.84338677 0 0 0 0 0 0.1316933 0.66555417 0
"20130700_P1Y_10" 0.1130779 2.2308607 0.76164186 1.1736375 0.40466195 1.8174591 0 0 0.540331 0 4.6779776 0 0.29445085 0.11259485 0.09553207 0 0 2.1572092 1.144718 0 0 1.5577207 3.0795274 0.10661398 5.9186053 3.190287 3.878764 1.2788883 3.7896621 0 1.8030876 10.820903 0.25748932 0 0 3.8110476 2.369866 0.74370134 17.173998 26.355867 0.08121411 0 0.09969395 4.5679235 1.4168491 0.1979769 10.920233 5.234281 0.14673102 0.96790045 0.7620713 0.5398743 1.9639268 1.2150496 1.5743909 0 0 0 0 21.131186 8.860709 0.72287196 0 0.2897714 0 0 3.2482557 6.9852405 0.16347663
"3300036876_9" 0 2.21327 1.5198667 1.3846413 0 6.076536 0.45740467 1.3829309 11.476898 0.11989047 2.3376977 0.17063718 0 0.7555729 0.57673734 0.6707462 27.57247 5.79908 0.6292893 0.12466902 1.0567611 2.2556667 0.48872346 0 0 0.37518 2.098637 2.0594854 4.5297327 1.2720878 1.3515176 6.644844 0.07105267 0 0 0.45274886 2.208039 0 1.2462435 1.9809707 1.3966666 1.1478791 0 2.116407 0 0 0.28352597 0.34540758 0 0.59567785 0.41091427 0 4.861961 3.478307 1.4031713 0 5.0336356 1.4786407 3.8282669 1.344259 0.14246097 0.1831209 0 4.47363 0.98162264 6.5016675 0 0.33702046 0
"3300037231_11" 0 0.09983327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37725073 0 0 0 0.07748505 0 0 0 0 0 0 0 0 0 0.7626974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_S1D_5" 0 3.534371 2.7165465 0.6865213 0 0.56662124 0.88742757 2.1561697 1.9234663 0 1.5832002 0 0 0 0 1.2382089 3.530376 0.09673089 0 0 1.9235249 0.72440815 0 0 0 0.1384203 1.6773072 1.7438741 0.31960022 0.994521 1.3655013 0.52895314 0 0 0.8134195 1.8323637 0 0 0.09332732 1.3109896 0 0 0.37074542 1.7059865 0 0 2.1996238 0 0 0.12600708 0.2522704 0.12632519 0.4799214 0 0 0 4.9722943 0.34184268 0 2.1694882 0 0 0.21045054 0.13776806 0 0 0.35790694 0.19206916 0
"20140700_S22_6" 0 0.14258866 0 4.834326 1.3702922 0.46691 0.15178704 0.32278463 3.8876712 0.96341324 7.40677 1.438428 0 0.20368916 0.18641411 0 0.65660226 0.4548467 0.98191655 0.15444502 0.4301952 1.1707278 1.1097609 0.7381534 0.7054787 1.7325097 0.6729369 0.17347902 0.10306888 3.3345392 4.0384927 3.973497 0.7807791 1.4811031 1.228377 9.184607 1.0053756 0.07545335 1.6236365 5.298705 0 0.2374304 3.4320757 2.7224748 1.2759451 0.8325224 2.496299 1.0172945 0.6204129 1.5140641 1.5408341 0 1.856912 0.675096 1.17473 0 0.98449147 0 0 1.8516982 2.3103302 0.9211695 0 0.059592444 0.32221335 0.5459056 0.83927864 1.5331026 1.0969213
"20120700_S1D_46" 0 0 0 0.7910523 0 0 0 0.062679574 5.3185825 0 1.8013564 0 0 0 0 0 0 0 0 0 0.27285317 2.0170221 0.17568408 0 0 0 0 0 0 0.6941041 0.6574663 0.59567857 0 0 0 0 0 0 0 0 0 0 0.19537233 0.78679127 0 0 1.2410532 0.1074743 0 0 0.101114035 0 0 0 0 0 0 0 0 0.1468876 0 0 0 0 0 0 0 0.7278885 0
"20120700_S1D_55" 0 4.843742 0.939232 3.6274726 1.1266934 0.91615087 0.5522932 6.4626794 11.663824 0.1302574 3.4218328 0 0 0.056835428 0 0.87731045 11.338838 3.789106 0.55117494 0 1.2253797 3.7451913 3.135611 0.094800584 0.059311613 2.0917928 3.8772938 1.1366963 0.16019699 2.9022124 1.9662715 6.20773 0.5557137 0 4.5468197 3.8203316 0.6623707 0 3.659006 3.9023578 1.565486 0.2622092 1.8871384 3.0977037 0.908152 0 4.538195 5.415066 0.1284143 0.34901774 0.6031653 0 10.1413355 0.43925375 0 0 5.436831 0.5232202 0 6.2485585 2.229889 0.1851243 0 8.949253 1.2038308 0.09620865 0.5923262 2.841272 0.29817066
"20120700_S1D_102" 0 2.1303365 0.29481608 3.9121087 0.63725644 0.32143304 0 0 3.7172909 0.13783224 1.6409322 0.12940928 0 0.21825518 0.20343925 0.12536356 13.949654 0.6305227 0.2965149 0 0.17739256 1.720102 1.0976386 0.28816748 0 0.7424111 0.42936856 0.36840692 0.18836103 0 1.390815 2.6403334 0.7030655 0.29771042 0 0.8777558 0.41958377 0 0.93733674 5.094356 0.38065776 0.48003623 0 1.2232908 0.9054188 0.13938515 1.5261066 2.189727 0.689344 0.8197994 0.5904958 0 1.3722541 0.8247318 0.16468029 0 0 0 0 0.5888411 1.2204568 1.0335691 0 1.3609337 0.24062231 0.13520758 0 1.2536515 0.53929186
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53" 0 0.30131838 0 0 0 0.09719046 0 0.91389674 0.30599877 0 0.5040998 0 0.104866356 0 0 0.29968175 1.6773008 0.17061664 0 0 0.20251964 0 0 0 0.67622745 0.29745406 0.11168404 0 0 0.8142949 0.49216908 0.15896465 0 0 0.6191566 0.60205203 0 0.24051577 1.5602589 0.8854508 0 0 0.26069394 0.12068778 0 0 1.5547155 0 0 0 0.05839772 0.35930535 0.16890086 0 0 0 1.0115806 0.05767949 0 1.4723749 0 0 0.103896044 0.5586267 0 0 0.7153204 0 0
"20120700_S1D_19" 0 17.527338 10.37666 6.419069 1.9030662 2.863275 0.8753137 4.518745 10.939028 0.40194744 4.846275 0.5729375 0 2.5892634 2.4174042 6.9414234 17.765123 4.3390665 0.5876181 0.10303366 3.5818858 7.6079392 2.8424854 1.6662914 0 2.3693414 6.911264 4.9653993 1.494173 7.176176 2.725295 5.8382535 0.99004984 0.7078506 3.1173878 5.9496055 2.8337188 0.070398234 10.166741 15.260425 17.987864 2.5809062 1.8770043 4.69509 1.2111436 2.7947104 2.439684 3.5587509 1.2389952 1.2613676 2.259527 0 4.9701886 1.2615769 1.6247741 0 5.8381867 1.7364123 1.5970291 2.8635218 1.069937 1.0000961 0 5.937474 1.7811682 1.4096793 0.4722379 6.1924043 0.8603672
"20140700_S12_11" 0.14329797 13.851233 1.7512842 14.35632 4.3223224 1.4070661 0.6637336 0.62794644 43.622887 2.5097134 10.058913 0.0939104 0 0.29548946 0.2833035 0 12.247239 2.9695063 0.2311611 0 1.704599 23.770037 9.472688 2.5132704 0 5.3108454 4.8608356 0.5543708 0 0.41197568 11.170574 13.816241 2.2365456 0.47767878 0.12549472 1.2950068 1.5218763 0 3.7911358 12.499363 2.1070545 1.87056 0 10.101695 3.4481366 0.11953497 14.32323 7.832315 0.5634492 1.009957 1.4889501 0 11.373849 0.7326977 0.4434046 0 0.4777246 0 0 4.75342 4.4245024 0.7300586 0 6.910682 0.33609357 0.12546946 0.056615647 7.276075 1.9126009
"20120700_P3D_101" 0 0.09414354 0 0.1526331 0 0 0 0 0.14902936 0 0 0 0 0 0 0 2.4592152 0.13267437 0 0 0 0.09457048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06370364 0 0 0 0 0 0 0 0 0 0 0.27299887 0.10777684 0 0 0 0
"Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19" 0 0.30912837 0 0.31800714 0.27476862 0 0 0.21198946 1.0436585 0 0.13051265 0 0 0 0 0.39424008 3.8098857 0.43551844 0 0 0.55513424 0.6679728 0.32207772 0 0 0.29930395 0 0 0 0.11622057 0.36248872 0.325674 0.0958275 0 0 0 0 0 0.5613312 1.1083659 0.09951979 0 0 0.12714735 0.07016062 0 0.37563202 0.12409423 0 0.10816864 0.15965667 0 0.9195353 0.2551544 0.13125949 0 0 0 0 0.09841466 0 0 0 0.18962528 0.176059 0 0 0 0
"20150700_E15_22" 0 1.1013422 0.24722232 0.27753738 0.3789785 0.26956317 0.21365361 0.54923165 2.4306808 0.09494824 3.308024 0.36247468 0 0.49868664 0.43034366 0.863995 0.7754438 6.3835387 0.18152931 0 3.773037 1.4200429 1.4163426 0 0 0.12799846 6.38137 0.82688236 0.45272028 0.7708069 0 1.6627901 0.39083403 0.1935568 0.06582882 0.20798318 1.1530896 0 0.2584243 0.27122977 0.561595 1.3026597 0.1502286 0.24598332 0.12385653 0 0.5010931 1.1944573 0.062686995 0.44646248 0.5822457 0 0.108302996 0.7769928 0.34255365 0 0 0.32236972 0.92317003 8.535536 2.436103 0.32601064 0 5.1888084 0.14271508 0.69843656 0.1742794 0.28217536 0.27214807
"20120700_S1D_114" 0 10.9943695 3.5564108 12.031335 4.1710334 3.396942 0.8467535 1.5185149 37.3378 1.1220884 10.4083605 1.7913415 0 2.6647851 2.381178 0.40317246 21.769924 5.9154634 2.2324255 0.47189724 2.9715981 17.770653 9.125608 1.8110989 0 4.979947 4.0050044 6.170095 2.4549375 0.30315354 6.4762354 16.988535 3.8079786 2.134392 0.5276824 8.860566 9.125655 0.08668255 2.8813992 22.803566 8.242195 3.4468307 0.4162076 8.268944 5.1229196 1.3330168 12.437927 13.9913025 1.406526 2.8408024 4.086094 0 9.233583 2.9150407 3.5736382 0 1.7853901 3.1228373 3.6446323 3.4776547 4.1671476 3.3539886 0 16.040926 2.6569812 3.9485126 0.17725448 7.3099275 2.572032
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72" 0 1.739534 0 0 0 0 0.09978352 0.23325433 0.13730021 0 0.21321636 0 0 0 0 0.11664434 0 0.18517588 0 0 0.18709478 0 0 0 0 0 0.73034436 0 0 0.2613645 0 0 0 0 1.3677804 0.8034417 0 0 3.24121 0.2285896 0 0 0.36455116 0 0 0 0.0602923 0 0 0 0 0 0 0 0 0 0 0 0 1.953025 0 0 0 0 0 0 0.25875 0 0
"20120700_S1D_57" 0.06391482 15.930752 8.864694 4.603313 0.53645176 2.1992893 0.45257586 1.4688835 15.058664 0.16051292 5.318601 0.42380825 0 0.6239617 0.6017694 0.32279125 4.909772 4.79399 0.5385884 0.07359215 8.41736 4.556984 2.8765852 0.0984408 0 1.5336692 5.6700296 3.8794215 0.8339071 0.31008962 1.1104653 6.187592 0.38291663 0.14973457 0.24663897 3.9145823 4.5021267 0 0.13623738 3.6985044 5.533916 0.99066144 0.6609088 2.935015 0.55208564 0 0.6071055 3.8002226 0.21866156 0.87627226 0.41850665 0 10.6621 1.5985037 0.5064084 0 2.3696313 1.8760548 2.4062836 2.2310376 1.7814231 0.39409626 0 27.471249 3.3676615 1.4953082 0.21000303 1.6471275 0.20606352
"Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94" 0 8.383153 1.2335799 0.62260556 0.57255936 0.9913874 0.89669716 8.560315 19.807512 0.31247023 3.2965574 0.7087642 0 0.92633045 0.83512443 21.187105 27.232876 17.978315 0.6733985 0.14373977 22.869297 5.6010866 1.7633455 0.45377928 0 2.7073157 25.240381 1.3327786 1.1335564 29.356174 1.9730049 3.2417583 0.7754466 0.57999027 1.6085283 2.8032017 2.2960322 0 2.9631207 2.605408 3.3193624 1.7870857 1.8977557 0.63556224 0.8244234 0.32564554 10.191646 1.3866068 0.38953817 0.95749533 2.4529803 0.8031443 14.806277 1.3690522 1.0274671 0 8.371885 2.30984 1.0160199 24.862759 2.6005661 0.6739281 0.46180943 13.569321 2.6937745 1.4939598 0.6716261 1.4123994 0.4527184
"20140700_S11_11" 0 1.7493296 0.32570344 0.7039206 0.301093 0.64441526 0 0.15053363 0.79510677 0.1421482 2.292809 0.42176867 0 0.4279547 0.3885774 0.41088635 0.61740416 23.27744 0.27903545 0 1.9120967 0.33556393 0.8251762 0.31274366 0.11165373 4.8573337 4.974921 0.48213744 0.38462105 32.73984 2.4431415 1.9771821 0.43287075 0.38135237 5.016571 3.6115828 1.1272275 0 5.8837743 2.3268514 0.4437008 0.56797826 2.199548 0.27634963 0.43982914 0.18039241 2.208265 0.46584305 0.15325911 0.65257156 1.3097612 0 10.281004 0.5468533 0.6565684 0 3.7031755 1.2080995 0.34946007 18.387268 0.8038915 0.34802523 0.24368338 1.6843923 1.1630856 0.6651329 2.2172165 1.2347815 0.19767438
"20160700_E23_21" 0 0.831607 0.14796339 0 0 0.1275773 0.10332038 0.11787006 5.481605 0 0.21367098 0 0 0 0 0.07357426 21.487583 0.48313636 0 0 0.8649704 1.0364076 0 0 0 0 0.38844296 0 0 0 0.4459884 0.82983476 0 0 0 0 0 0 0 0 0 0 0 0.41731846 0 0 0.27150255 0 0 0 0 0 1.6259284 0 0 0 0 0 0 0.9978578 0 0 0 5.2902126 0 0 0 0 0
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77" 0 0.6830592 0 0.09276005 0.06445083 0.06688563 0 0.51542246 3.1734273 0 0.27856216 0 0 0 0 0.36164054 3.2883956 0.5375553 0 0 0.93250734 0.89825314 0.2713792 0 0 0 2.20222 0.09696385 0 0.1794046 0.118779555 0.4804413 0 0 0 0 0.061313268 0 0.11975796 0.15884538 0.7482949 0.0658733 0 0.0741016 0 0 0.49094355 0.14924945 0 0 0.09641013 0 0.46668547 0 0 0 0.18161859 0 0 1.6485679 0.08144721 0 0 2.5664847 0 0.06640794 0 0.06940858 0
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59" 0 2.7399025 1.778159 0.7456729 0.3456854 0.7662093 0.3860375 0.25686362 21.976278 0.4369314 1.7159315 0.2163976 0 0.11357369 0.1104911 0 16.192268 3.6788037 0.26368952 0 0.7263323 4.66014 1.4765478 0.15675779 0 0.12237244 4.2393613 1.0467049 0.27421644 0 0.4560289 3.201171 0.38053632 0.41822186 0 0 0.8298483 0 4.6294346 11.79773 6.1457796 1.5513649 0 0.80842066 0.17649454 0.059942912 0.06442681 0.6874314 0.14518914 0.5214294 0.5947015 0 2.9467225 0.75714743 0.4180353 0 0.34962416 1.0681212 0.20097438 2.4992578 0.67257214 0.10214471 0 16.15006 0.29850146 0.30642852 0 1.2154348 0
"Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.122_96.77_0.86" 0 1.9263213 1.1878483 0 0 0 0.12514345 3.6345017 0.363922 0 0.3373201 0 0 1.5031234 1.3826045 6.7264795 3.816059 0.6444858 0 0 1.6478797 0.48482192 0.21135068 0 0 1.2305666 5.8983335 1.0540239 1.0710524 8.048632 0.08061075 0.21650271 0 0 0.09223797 0 0.06278084 0 3.5672097 5.373997 0.38139397 0.5710311 0.1896483 0 0 0 1.4208833 0.1835586 0 0.06358356 0.8907057 0 0.4095476 0 0 0.14801471 0 0 0 6.3844595 0.7273259 0.24984312 0.63497 0.8663872 0 0 0.25108504 0 0
"20150700_E15_4" 0 1.1742442 0 0 0 0 0 0 1.0327833 0 0.3594147 0 0 0 0 0 0.21820608 2.5272107 0 0 0.07019493 0.19518732 0.11919021 0 0 0 2.8171608 0 0 0 0 0.4835527 0 0 0 0 0 0 0.3153717 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.097853 0 0 0 0 0 0 0 0 0
"20140700_S11_6" 0 0 0 0 0 0 0 0.6773855 0 0 0.22317986 0 0 0 0 6.6166644 1.7495419 0.25457966 0 0 0.5796352 0 0 0 0.25136685 1.3640339 0.35058868 0 0 13.006208 0.16888407 0.106583595 0 0 1.1779294 1.1192895 0 0.078506485 11.209854 5.5472245 4.4869113 0 5.948939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9952292 0 0 0 0.53933835 0 0 6.845568 0 0
"20150700_E14_2" 0.06270208 11.956612 8.516919 1.2832518 0 4.1649804 0.2805612 0.32196778 17.94279 0.2148528 1.4807295 0 0 2.7770731 2.4955997 0.49234807 17.29898 4.0470867 0.1821843 0.15268946 4.354821 5.5055323 0.42098457 0.07539707 0.05593862 2.7914178 5.6958055 3.1887426 5.3675714 0.9221859 1.2427844 3.0174224 0.1199877 0.21348956 0.10893901 1.45497 0.8590201 0.14024642 10.514326 21.168598 26.145933 0.45061904 0 0.96914035 0.08272056 0.35759127 2.3939402 0.35689822 0 0.75375307 1.1401716 0 7.2617183 1.6769943 3.6463842 0 0.87165546 0.8670579 0.6284186 5.515112 0.17937988 0.33785135 0 30.904894 1.739345 0.40469712 0.5309659 5.7429333 0.38928393
"20160700_E25_15" 0 1.0152655 0.121832654 0.9895193 0.17764425 0 0 0 1.8526831 0 0.13107245 0 0 0 0 0 1.8610398 0.38552582 0 0 0 2.0441258 0.9137131 0.06335665 0 0 0 0 0 0 0.06588495 0.62297136 0.07093339 0 0 0 0 0 0 0 0.41468933 0.2588558 0 0 0 0 0 0.3308589 0 0 0 0 0.5921241 0.25137377 0.06562309 0 0 0 0 0 0 0 0 6.97174 0.16393965 0.0694955 0 0 0
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16" 0 0 0 0 0 0 0 0 1.0326684 0 0.07412878 0 0 0 0 0 0.22237338 0.24978872 0 0 0.16593507 0.124525376 0 0 0 0 0.6314067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.63291353 0 0 0 2.996488 0 0.058134563 0 0 0
"20140700_S11_15" 0 3.619281 0.17461804 0.13315621 0 0.31001613 0.3635952 3.6500087 4.2944508 0.068049535 1.3487879 0.16357875 0 0.101925634 0.087519504 11.90391 15.756713 2.0157592 0.099027015 0 7.202835 1.4923825 0.20979276 0 0 1.8082321 1.0303595 0.32957858 0.4623676 9.519126 1.8860531 0.9439041 0.05703212 0 2.7058907 2.266163 0.6052333 0 2.8928974 6.9898634 0.6365561 0.09376361 5.834924 0.5932716 0.078418754 0 3.5336275 0.19667597 0 0.056894388 0.277077 0 4.206758 0.19699769 0.20638269 0 1.1070673 0.27138934 0.14865187 3.4072618 0.20808144 0 0.26126766 8.86536 0.78632414 0.4434448 1.5985183 0.36196002 0
"20160700_E25_13" 0 0 0 0 0 0 0 0 0.18695208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063239135 0 0 0 0 0 0 0.09654839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.69438845 0 0 0 0 0 0 0 0 0
"20130700_S2M_1" 0 9.474455 1.2926788 1.5384815 0.27939454 0.71568054 1.2248881 3.208059 22.694246 0.386822 5.6020722 0.26415116 0 0.114633776 0.101051874 2.9497786 41.373005 8.727206 0.29352003 0.08719086 12.704766 11.607819 2.9944222 0.20469843 0 0.97891825 20.422268 0.52805394 0.22445104 7.822557 3.6862411 7.390387 0.75651854 0.22748856 0.7457226 2.0996928 1.3744246 0 3.413895 5.0272517 1.6231905 0.28226557 2.5800579 2.4585726 0.71046746 0.11547004 4.6873193 2.2609696 0.18803255 1.5749063 2.1620243 0 0.74327064 0.44612986 0 0 1.159339 1.8739778 4.0436916 8.755999 0.9002741 0.29059428 0 8.301171 0.16499089 0.2114793 0.23766029 0.8740017 0.3510684
"20110800_S3M_18" 0.13202032 9.155816 12.333137 0 0 15.985038 1.5073785 8.341577 8.593857 0 1.644394 0 0.08083625 0.064831376 0 4.24014 16.43166 11.7511215 0.1937099 0 8.47098 2.6622617 0.14149156 0 1.1912051 7.5282254 5.9086056 4.480025 1.1453189 3.6716213 1.797931 2.5409377 0 0 8.747969 6.5693026 0.7439203 0.07074057 2.9911437 12.605084 5.169674 0 1.2394916 0.4122933 0 0 0.8921058 0 0 0.22737953 0.34888974 4.7005606 2.622395 0.30757388 0 0 11.08926 0.59415305 0 5.589458 0 0 3.0527186 16.765223 0 0.21797328 3.4093206 1.7832097 0
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86" 0 0.34732795 0 0 0 0.07618977 0.6876079 7.7110853 1.4672108 0 0.72843766 0 0 0 0 2.6289132 5.3791733 1.1920711 0 0 6.5799294 0.34475812 0.0977519 0 0 0.46194986 0.58542275 0 0 7.476482 0.7237852 0.41645503 0 0 0.5864885 0.82252866 0 0 1.038524 1.5093788 0 0 1.9533774 0.06786324 0 0 1.4273362 0 0 0.07950771 0.1439766 0 0.072546974 0 0 0 0.117616296 0 0 1.8596401 0 0 0.10088011 0.09895965 0 0 0.35351297 0.23504975 0
"20150700_S23_11" 3.0925033 2.0689366 0.14010745 0.09649765 0 0.111864366 0.60587734 2.4711092 7.8614635 0 0.9232136 0 3.3616946 0 0 2.300296 0.5722888 0.27224377 0 0 2.9673765 0.61983055 0.08452996 0 7.426336 3.0333633 0.5124479 0 0 6.0951357 0.64101595 0.17183365 0 0 5.062905 4.9206815 0 3.212273 7.785557 3.1418722 0 0 2.9436784 0.18352632 0 0 20.214725 0 0 0.40861705 0.4289812 7.2669125 0 0 0 0.9669963 10.377668 0.44425595 0 2.9180903 0 0 5.5291967 0 0 0 6.361822 0 0
"20150700_E14_10" 0 1.3571451 1.7285751 0.1633224 1.1474783 5.549761 0 0.19565502 5.0118303 0 0.6783185 0 0 14.25128 12.93548 1.3210466 7.8479223 5.7734766 3.8817499 0.115023434 4.818978 2.0600214 0.21062341 0.42718166 0 1.9394346 6.110529 0.7241165 5.6496534 2.8365986 1.0361165 1.0114555 0.21810776 0.085665785 0 0 36.211063 0 8.05732 17.970903 45.132004 2.9345608 3.3292277 0.96797377 0.7150165 0.45048597 2.928765 0.3971197 0.18585472 1.0439429 2.726573 0.22483812 5.9561105 9.910505 8.800657 0 0 0.12567502 0 3.1071832 0.72492886 0.17358653 0 4.7433743 43.42007 0.41539884 0.24421278 3.9583995 0.370805
