"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20110800_S3D_14" 0 0 0.7689034 1.5881892 2.0339556 0 0 0 0 0.913474 0.3562564 0.21053678 0 1.0978281 0.9900261 0 0 0 4.8383126 0.40918034 0 0 2.1563118 0.6420696 0 0 0.633893 4.8894386 3.490405 0 0 0 3.5714133 0.63198036 0 0 6.446879 0 0 0 0 0.869809 0 0.122245334 1.444769 0.87097925 0 0.48579156 0.60906976 3.9222865 3.1538022 0 0 0.30028206 0.68784857 0 0 0 0 0.16978137 3.9905105 1.1032265 0 0 0 0 0 0.3282553 1.7142236
"PLGF01" 0 0.21414691 6.058017 4.8306284 22.39834 4.751121 0.11704459 0.063474976 3.5568817 36.898487 5.8746877 19.623611 0 4.4813666 4.1975102 0 0.199307 11.232872 26.476093 9.021839 0.14601156 11.470467 15.015309 25.745598 0 0 4.6866183 4.9823675 6.6694474 0 0.078593075 11.867169 29.625795 20.504288 0 0 24.957233 0.0805227 0.101719856 3.2900903 3.737521 19.662018 0 7.6680555 16.763308 17.505735 0 13.149776 14.285362 54.256332 33.438526 0 3.7961802 86.315 34.135777 0 0 0.4266153 2.412674 0.6604583 23.428955 18.979692 0 2.9887462 2.4610662 20.56148 0 10.86869 15.253599
"20170700_S25_32" 0 1.4820722 2.5540066 1.041048 1.3171123 3.790207 0.077004656 0 3.845876 0.5170463 1.7616911 3.1372147 0 2.632709 2.4091246 0 4.475142 2.122832 1.5381266 0.1345266 0.08725063 1.4840729 2.3681905 0.54976434 0 0.12506768 1.237189 1.9128865 3.1190603 0 0.36332095 1.2002009 1.2638882 0.7042897 0 0.22864886 5.904254 0 0.45187354 3.665149 1.4957876 1.5700214 0 1.0344042 0.90403366 0.6289928 0 1.2164232 0.32288286 1.792779 0.723275 0 4.393076 4.227952 2.8733826 0 0.4103423 7.322561 5.1546593 0.9489702 1.728549 1.4112875 0 11.731937 17.95615 15.430263 0 1.0614241 0.6811738
"20110700_S2D_14" 0 0 0 3.7834103 23.739252 0 0 0 0.33359948 1.683766 0.792859 5.801364 0 0.1384736 0.119319804 0 0 0 0.84015733 0.07044757 0 0.32276464 2.4501011 5.5545 0 0 0 0 0 0 0 0.13495402 7.114031 1.8637512 0 0 1.6595755 0 0 0.09197846 0.23524892 9.287749 0 0 5.7197323 4.427598 0 0.109514505 5.2742906 5.378389 10.42593 0 0 0 0.24155504 0 0 0 0 0 0.5007173 4.106569 0 0 0 3.0405006 0 0.1324811 4.8469243
"20120700_S1D_61" 0 0.4188364 0.84972 5.419736 6.5450444 2.3774557 0 0 3.21196 2.5878882 5.698871 3.1247187 0 2.6351209 2.4328303 0 0.09689404 1.0065285 5.440909 0.30004522 0 5.909823 3.76123 4.5074015 0 0 1.2500485 1.9732864 3.2236946 0 0.32279098 5.3731427 5.44991 3.939356 0 0 6.847851 0 1.3911018 5.8745947 1.1595584 2.9053724 0 2.390865 6.539892 1.552203 1.0665737 4.7795825 3.3818016 9.159988 5.2711115 0 1.7269951 4.4098773 1.434416 0 0 0 0 1.8421204 9.895087 9.652522 0 0.10170326 0.8002473 1.1145976 0.1041557 5.137614 7.707843
"20120800_E1D_21" 0 0 0.08077636 10.088955 9.410125 2.9892023 0.17015955 0.09741852 6.8419747 6.368434 2.052777 5.4319806 0 5.161444 4.735326 0 0.62470233 1.0054039 3.0053144 0.25055215 0.11281123 10.184163 7.323606 3.0680728 0 0 0 1.2780998 1.9441024 0 0.7110476 5.5916724 3.5491493 5.6336913 0 0 2.6194837 0 0 0.24993604 3.4144096 9.555825 0 1.8454859 6.5991325 2.9199293 0.060925346 6.2072906 3.1272275 7.6252737 6.1785097 0 4.6428666 6.241687 6.286757 0 0 0 0 0 2.523418 2.514868 0 0 2.6423883 3.5743558 0 4.4385905 2.3963006
"20120700_S2X_13" 0 0 0.3143474 1.5596335 1.4005094 0.08156009 0 0 0.103732504 10.7068615 0.38764763 72.816086 0 17.2363 16.11081 0 0 0 1.1585431 3.3323066 0 0.27245542 1.0901444 9.817094 0 0 0.3851795 3.9792619 5.3657284 0 0 0.608954 0.85294443 8.930752 0 0 2.2541287 0 0.0692775 1.5429434 0.25594887 0.5345749 0 0.31074777 0.82000875 5.6462893 0 7.774359 2.4419103 16.195496 6.482175 0 0.24812499 14.679958 21.747423 0 0 2.5044065 34.85353 0.12493758 2.8357673 3.2800217 0 0 4.3872366 36.694202 0 3.6687636 5.408474
"20170700_S24_9" 0 0.084355384 0.55446994 0.93368757 9.89537 6.201922 0 0 1.0604346 2.6720011 0.78764147 4.5589366 0 13.464457 13.074884 0.056533445 0.30295905 3.6480994 10.487567 1.1989655 0 0.4545326 3.341052 2.656791 0 0 0.2833147 3.3369594 12.198049 0 0 0.8179353 4.9859233 6.077401 0 0 13.470856 0 0 0.26486722 5.9112473 3.9901214 0 0.28440228 1.1606971 1.9685067 0 0.26142943 2.5710459 3.2876673 3.0709236 0 6.3776445 38.602844 22.961555 0 0.06923934 4.7033796 3.7497928 1.6839702 2.7913897 2.5095472 0 4.113434 96.70409 7.447972 0 0.78397715 4.0391335
"20120800_E1D_8" 0 0 0 0.33932924 0.6039928 0 0 0 0 0.8120825 0 1.056608 0 1.6331187 1.5410563 0 0 0 0.3226528 0.13236463 0 0 0.40985546 0.4773258 0 0 0 0.60471725 0.8753641 0 0 0 1.3349801 2.2077947 0 0 0.18959525 0 0 0 0.31086406 0.25890657 0 0 0.17140995 0.8773801 0 0.073097125 2.0389438 1.1766673 1.5847325 0 0.6458786 7.4691787 11.529419 0 0 0 0.06455213 0 0 0.5049676 0 0 0 0.11611754 0 0 0.92024076
"20110600_S1D_11" 0.13756272 15.828448 73.894264 61.2623 1.3196108 129.50488 0.7145366 0.32414013 50.09492 1.8710454 74.924194 4.705513 0.18188372 132.01964 123.76597 0.3656413 2.902726 54.707424 19.281195 9.14466 0.8085643 48.76041 7.4516563 2.0166173 0.69258165 5.072614 35.54695 80.509605 54.671555 0.17964423 5.137898 50.889824 0.8910325 2.101904 0 0.36364746 110.27932 1.0490896 3.4733 48.21593 156.40318 14.256943 0.082540475 25.407812 1.9708804 93.29365 0 2.9654565 1.0352175 29.48473 13.242341 0 50.911613 30.8485 42.565617 0 1.4215089 10.196301 4.0888095 13.043135 1.73385 0.68762267 0 107.92091 50.90699 13.950821 1.0882454 63.62697 0.6686016
"20150700_E14_13" 0 0 0 0.28339124 0.1065556 0.3260321 0 0 0.273807 0.20613857 0.097615905 0 0 5.8075337 5.499208 0 0 0.25635204 0 0 0 0.4293905 0.792223 0.084507585 0 0 0 0 0 0 0 0.34854 0.06432761 0 0 0 2.419862 0 0 0 1.5018746 0 0 0 0.07693145 0.4261957 0 0 0 0.19673264 0.12267718 0 0 0.07362681 0.063714996 0 0 0 0 0.059956416 0 0 0 0 0.14241374 0 0 1.8263229 0
"20120700_S1D_85" 0 1.0041038 3.1366239 3.7371175 4.310394 2.24713 0 0 4.2728424 1.6213249 2.2493634 13.3701315 0 2.4796011 2.3493538 0 0.29847664 0.59422773 1.1059549 1.0558184 0 3.353182 3.0219235 1.5971215 0 0 0.84768784 3.6348858 1.8059599 0 0.27316025 4.572773 1.5117022 4.279081 0 0 6.1746764 0 0 1.8362287 5.356194 1.7657856 0 0.9066785 0.6398269 5.7735558 0 1.4247925 1.6318567 3.6885734 5.52071 0 1.8827308 0.89276695 1.387185 0 0 0.7614748 4.9561768 0.2936154 0.79061586 2.581052 0 6.1373534 3.9937713 2.7291985 0 1.0507902 1.2805943
"20170700_S24_16" 0 0 0 0.1585327 2.8088584 0 0 0 0 0 0 0.23952731 0 0.6874337 0.6679963 0 0.36282894 0.22529551 1.4725351 0 0 0 0.81534153 0 0.1097853 0 0 0.20057914 6.1407824 0 0 0 1.6709087 0.8771975 0 0 7.0318227 0.108299725 0 0 0 1.5221797 0 0 0.7910786 0 0 0.64073056 0.30076408 0.2879023 0.49515373 0 0.89273316 19.33323 0.2871266 0 0.73959386 0.99475455 0 0 1.0906277 1.1484997 0 0.27602577 49.10542 2.539605 0 0 2.630198
"20120700_S1D_67" 0 0 0 0.54038167 0.4262221 0.20628045 0.08281777 0.062048305 1.4551867 0.35014498 0.73605686 0.38338125 0 0.38540643 0.3530625 0 0.074750796 0 0.34039405 0 0 1.148436 1.0070422 0.106825545 0 0 0.2957314 0.104905024 0.27317274 0 0 0.8998244 0.43847585 0.30101275 0 0 2.1060526 0 0 0.26152113 0.35545984 0.49746937 0 0 0.13314243 0.07230753 0 0.31056628 0.109562665 0.35809454 0.16122468 0 0 0.66300166 0.48390633 0 0 0.16975029 2.1398053 0.24918397 0.2979197 0.5021968 0 0.5623657 0.5356608 1.5850378 0 0.14667825 0.57018876
"20120800_E1D_7" 0 0 0.07011597 1.2817736 5.6277595 0 0 0 0.6645217 2.4975083 0.14256991 2.3929803 0 0.8118441 0.79822206 0 0 0 0.47331437 0.15462343 0.08044217 0.2614158 1.7282778 5.6179347 0.113042235 0 0 0.61016476 0.52049553 0 0 0.30844775 2.3735077 3.2207122 0 0 1.1720797 0 0.13624963 0.51755375 0.93854195 2.0628428 0 0.10477724 2.4832497 0.7094304 0 1.9666324 0.89618367 0.9831384 0.7504496 0 0 0.7592621 1.2709733 0 0 0.14325102 1.1886755 0 0.31847927 3.8189073 0 0 1.2939786 6.234887 0 0.16447715 2.7056634
"20150700_E14_5" 0 0 0 0.7379312 1.4101355 0 0 0 2.7171364 0.9804135 0.9499886 2.5664356 0 0.76646316 0.7276242 0 0 0 0.46625623 0.12254878 0 1.8607484 1.5232908 0.87334824 0 0 0 0 0 0 0 4.4556146 0.4675979 1.384828 0 0 1.3229734 0 0 0 1.4583434 0.16794325 0 0.08122001 0.9989055 0.6041616 0 0.5983639 0.8005996 2.39876 1.3878487 0 0 0.2766828 0.5785218 0 0 0 0 0 0.101022296 0.25839958 0 0 0 0.8612489 0 0.09856365 0.10014605
"20120700_S1D_107" 0 0 0.083748035 0.2602638 0.27508503 0.37822974 0.07873978 0 3.6657915 0.24752915 0.91301936 0.21648502 0 1.3235499 1.1465672 0 0.47174442 1.5928909 0.3901116 0.07045388 0.32047737 1.668943 1.9370348 0.11589124 0 0 0.79931724 0.48823422 0.16048001 0 0.07082175 1.5079538 0.56519 0.20920947 0 0 0.17937183 0 0.5690834 0.74825716 0.18949479 0.47019097 0 0.06582442 0 0.05805688 0 0.4137255 0.05942157 0.371905 0.30876365 0 0.6860879 0.28556296 0.2535217 0 0 0 0.17809589 3.9270222 3.7907255 0.4148474 0 0.9265527 0.14935444 0.20063321 0 0.42400086 0.10221604
"20150700_S15_12" 0 0 0 0.12795319 0 0 0 0 0 0.8861123 0.237127 8.003403 0 0.5761051 0.38004133 0 0 0 0.20923878 0.3642771 0 0 0.10707934 0.43776667 0 0 0 0 0 0 0 0 0.24330743 0.7117562 0 0 0 0 0 0 0.61383086 0.26541838 0 0 1.0694965 32.84283 0 0 0.369543 1.126229 2.149866 0 0 0 1.5455666 0 0 0 0 0 0.23210964 0 0 0 0 0 0 0.114704154 0.39484164
"20120700_S1D_33" 0 0.5929137 0.43951342 1.489422 0.48455197 0.32056344 0 0 1.7108727 0.112944946 0.6613605 0.2666033 0 0.14198533 0.123872116 0 0.3844485 0.35671774 0.21780263 0 0 0.67353576 0.6000581 0.14943297 0 0.08229691 0.41235155 0.39617845 0.18275234 0 0.18200941 0.82935697 0.36275557 0.24300902 0 0.14953898 0.54988337 0 0.072632894 0.34563944 0.13866845 0.2878346 0.0741362 0.22803417 0.32954094 0 0.5180651 0.4170346 0.08890317 0.20590949 0.16430627 0 1.3927168 0.85644084 0.7653174 0 0.81315964 0.27783325 0.46589106 0.25650266 0.7031108 0.48389864 0 1.243631 0.5024163 0.83454424 0 0.61854297 0.5187899
"20110800_S1D_14" 0 0.14866123 0.4120008 30.817797 40.947773 2.360141 0.06952705 0 4.4886107 33.105507 7.448131 46.68475 0 6.9952602 6.604166 0 0.11691251 1.3579113 18.23653 6.0000663 0.17275575 5.703071 19.773872 26.813944 0 0.06522366 0.5690154 4.7435093 3.1031358 0.16753837 0.21136679 5.545021 21.779287 51.13827 0 0.27150598 27.599268 0 1.2920793 8.54724 1.3165201 8.991286 0.1096054 0.22944559 20.362127 26.723476 0.31046835 19.055235 22.529703 35.946922 31.525608 0 4.309447 18.271183 37.843494 0 0 0.30487916 1.8680817 4.776917 9.405108 32.081234 0 1.7152452 8.761676 19.134066 0.18976074 12.550173 39.721203
"20110800_S3D_28" 0 2.354372 3.7762628 7.732744 7.341382 5.6693134 0.074191995 0 10.647195 1.9196353 6.596593 4.5782356 0 6.1415076 5.8959775 0 9.087941 4.7748523 8.902772 1.5738447 0.16916846 14.719449 7.40593 8.745789 0 0.42930606 4.4746275 3.8779523 6.1405563 0 0.9153137 9.888246 8.410773 8.18229 0 1.8631142 22.241825 0 2.1788847 8.821265 8.370648 12.004858 0 3.1491208 10.632623 5.2134204 1.1521882 6.7263126 6.924943 7.977385 15.584617 0 6.880983 8.750514 8.010498 0 4.3565774 17.469215 11.816098 2.2966254 4.2174096 6.1072965 0 10.4992695 27.206367 13.275417 0 3.199061 7.319097
"20170700_S34_29" 0 0 0 8.015893 7.7388396 2.0843575 0 0 2.2565463 0.94509906 5.964041 0.09865641 0 2.4930694 2.3854618 0 0 0.6935856 3.1609535 0.11072922 0 5.1962175 4.9790244 2.130564 0 0 0.1413926 0.93156445 3.7297416 0 0 2.5832152 4.658022 1.5406228 0 0.20475481 3.9162822 0 0 0 0 2.3811426 0 3.437348 9.22384 0.9438447 0.18705334 11.09899 3.0616574 4.546186 3.6429036 0 1.5452057 4.356926 2.757552 0 3.1305363 1.4037782 1.5753912 1.0754468 10.749398 5.2636495 0 3.0301359 6.5377445 2.4658062 0 5.2220902 5.9590416
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00" 0.23714522 43.17169 85.198494 63.82349 55.321674 112.24829 0.93234813 0.45565692 59.465027 36.898926 67.85896 39.226498 0.12641537 288.4948 271.45972 0.29728737 15.812318 83.46605 73.96266 9.223439 1.5495199 62.81483 49.74853 36.833927 1.01527 21.767923 40.144688 78.576744 88.11553 0.490754 17.916481 86.86121 50.92261 32.451694 0.4697125 9.453421 57.55412 0.59706885 72.45805 76.72397 55.498745 54.16606 0.23060179 48.123466 49.051907 202.53209 47.429485 44.032784 27.786795 71.45608 118.35984 0.14181353 112.18917 117.40672 183.4425 0.37280312 35.246548 25.30883 8.228584 110.41681 97.69187 30.124035 0 63.938717 123.26393 41.149704 3.0063777 77.82028 38.402084
"20120700_S1D_60" 0 11.136361 9.862023 6.2574778 2.4064202 5.374584 0 0 7.306393 0.89014095 4.6433635 1.1871685 0 3.0118487 2.852865 0 9.569555 9.711314 2.3213403 0.5228758 0 2.7439957 2.6361525 1.1815237 0 1.2873987 3.47134 5.475568 2.5619538 0 2.1717994 5.147724 1.3846786 1.3057437 0 5.660471 5.6424055 0 1.6722256 3.1989954 2.1274018 2.1198597 0 5.63546 2.650327 1.3200184 1.5260601 6.0927935 1.428974 3.1183648 2.3227894 0 5.0774007 5.023731 4.437514 0 8.308685 4.1405306 4.1383133 2.5163455 2.5871196 2.1108198 0 5.8714466 4.5581303 3.9984777 0 5.066067 2.2035458
"20170700_S25_8" 0 0.74511707 7.021534 2.5635185 7.704445 0.20000635 0 0 2.48644 4.3101616 1.69518 8.240292 0 2.1493092 2.0447369 0 0.31594232 0.45832223 2.0861328 0.18167685 0 1.5313895 1.8608044 6.5843506 0 0.07440416 1.4988856 4.324589 1.3752595 0 0.16627917 0.84406227 1.938623 5.9240046 0 0.10418824 6.2059608 0 0 0.08691537 2.2016795 5.0832043 0 0.7292502 2.2077177 1.7552837 0.18584797 2.8017821 3.1617792 2.8407118 8.031922 0 2.4393258 1.3022887 1.429253 0 5.8381295 3.6497073 4.168625 0 0.3122072 6.677828 0 5.624473 3.1643353 7.2660446 0 0.32142812 4.084951
"20170700_S25_3" 0 0 0.46837962 0 1.1585041 1.4568733 0 0 0 0.5158843 0.14774324 0.05912642 0 7.4924407 6.9452515 0 0 0.50293255 3.1019552 0.24982795 0 0 0 1.2002242 0 0 0 1.4951638 6.112058 0 0 0 0.94158715 0.6973451 0 0 0.62425685 0 0 0 0 0.16250493 0 0 0.20974725 0.9035073 0 0 0.7755494 2.4496918 1.1152744 0 0.47446477 40.581665 18.223104 0 1.062221 9.784448 19.724384 0 0.53035617 1.8719907 0 0.19298854 7.017039 13.6455965 0 0 1.31984
"20120500_P32_6" 0 0 0 0 3.9804761 1.9814912 0 0 0 0 1.1222953 0 0 0 0 0 0 0.8681922 3.244041 0 0 0 0.10492505 0.2173351 0 0 0 0.121240556 8.392081 0 0 0 1.0214168 0 0 0 0.24663848 0 0.059330568 0 0 0.073174946 0 0 0.1342818 0 0 0 0.16044381 0 0 0 0.2297472 5.263633 0.18579984 0 1.6020281 0.4342181 0 1.1827079 8.408658 0.2903488 0 0 5.8247066 0 0.12175921 0.5752202 1.0115389
"20120600_S2D_6" 0 4.6644244 1.6814871 23.29234 7.8591313 5.7628274 1.714746 1.8072289 21.051985 5.183314 7.2827797 6.7996435 0 2.150191 2.0353062 0.23789664 5.1225486 2.1781769 5.0346947 0.56886107 2.9767494 21.60973 26.82268 4.972605 0 0.35035273 1.5620581 1.964765 1.1178216 0.11616085 1.823936 18.985943 8.047148 9.060719 0 0.23325847 7.0642934 0 0.07896704 1.5804832 4.3540673 1.4492675 0 6.9303627 5.4266505 2.7515614 1.3568717 22.007214 3.1593225 6.0666523 2.4441454 0 1.9530629 1.2680339 0.5437549 0 0.2046266 0.15055877 1.1200528 0.10784587 1.9902048 6.3976746 0 8.182638 0.34776962 0.7113759 0 6.217085 5.148533
"20170700_S25_9" 0 0.2549884 0.17290345 11.769983 41.79296 3.8786418 0.09404871 0.160175 2.3008685 18.300316 28.637287 42.759144 0 3.8155706 3.6723118 0.11859442 1.085537 2.4048035 21.592552 7.696152 0.36600193 1.0004036 20.762894 51.77692 0 0.07199185 0.14270507 0.39812207 3.8456078 0 0.22436541 3.227319 52.030403 50.88623 0 0.10488113 54.013954 0 0 0.5316565 0.9113114 12.243537 0 0.08550512 28.787472 19.307722 0 10.676142 34.96198 44.210995 58.80054 0 4.3395314 4.096695 10.354932 0 0.7400556 20.073355 40.131332 0.08368476 2.5872502 46.61516 0 16.43312 5.2454114 23.867388 0 0.6671735 53.489857
"20120800_E1D_14" 1.8844062 151.02579 200.01889 68.91297 27.059752 109.55818 3.9698567 2.860258 248.20378 18.913113 134.29988 88.205986 0.3993434 111.03681 100.81434 2.1659074 80.41846 218.8959 78.942726 33.08683 9.40115 150.87384 92.29195 35.37171 1.075749 20.060383 200.03221 150.15717 176.21152 1.8591142 30.093653 169.61185 41.27308 45.93813 4.18888 21.322065 216.31563 1.2798305 7.6257086 117.41976 155.9504 202.55853 0.44883737 77.01294 86.870964 37.451393 62.327236 126.42841 33.085342 109.28659 143.48012 0.7197096 386.41733 225.17542 134.93019 0.60088813 99.30464 374.5717 124.56136 52.58511 78.044815 37.792053 0.2918128 367.3994 330.89322 173.58464 0.8754208 67.32612 19.634668
"20170700_S34_24" 0 1.4448189 2.6407633 10.353341 13.203431 3.7161496 0.28986534 0.20685844 26.311365 8.874883 15.932973 14.752617 0 2.5275822 2.319584 0 2.6395552 4.3367352 3.1367683 1.3149546 0.4882006 24.97947 15.392052 9.776281 0 1.2133546 5.5636806 4.8739276 5.1207433 0 0.35909075 16.618187 13.731909 15.369716 0 0.55232656 18.615316 0.0598986 1.6912066 16.546179 6.5947413 9.185939 0 6.3643613 9.90467 2.7657437 0.91749275 21.41189 6.0281863 24.466646 12.618289 0 2.249278 6.02981 4.917812 0 0.98132676 2.7820742 21.807611 2.521297 10.203999 10.305181 0 30.219461 8.6172495 18.188454 2.0492637 7.5757136 22.189568
"20170700_S34_23" 0 0 0 0.45389566 1.5492401 0.061845716 0 0 0.22344987 3.4877415 0.26744434 1.6375468 0 0.12305458 0.10029396 0 0 0 0.45690715 0.7982198 0 0.20448071 0.5387607 4.2783246 0 0 0.07082308 0.11267981 0 0 0 0.19672395 1.5489264 3.1306744 0 0 0.8456025 0 0 0 0.08103049 0.2516414 0 0 0.56673235 1.4095912 0 0.29180261 0.7581057 0.6503738 4.826555 0 0.07763251 0.109383434 0.7503112 0 0 0.36539653 2.5249116 0 0 1.6508716 0 0.4879218 0.16595781 1.0923005 0 0 23.540348
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92" 0 0.06183722 0 0 0.12823987 0 0 0 0.2693016 0 0.20728709 0.4567676 0 0 0 0 0.06755418 0.0919937 0 0 0 0.5165124 0.13218597 0.068984814 0 0 3.5821066 0.27011698 0.44535384 0 0 0.06574819 0.13074772 0.078433126 0 0 0.6139855 0 0 0.17109358 0.31671166 0.4702009 0 0 0 0 0 0.9780066 0.12536867 0.11070952 0.49982023 0 0.13330823 5.4028563 0.0734423 0 0 0 0.30995348 0.95627624 0 0.07393059 0 1.7250947 1.2469894 1.5667261 0 0 0.0639229
"20120600_E1D_19" 0 0 0.08609291 0.44933212 0.36223662 0.48281482 0 0 1.2819306 0.9198322 0.64536095 0.75674033 0 0.5254085 0.4622999 0 0.28614596 0.41548407 0.28415433 0.1328535 0.06471459 1.2169174 1.0211744 0.6973033 0 0 0.24710856 0.13975182 0.15226485 0 0 0.526159 0.6310956 0.7491582 0 0 0.51540387 0 0.056904726 0.3089669 1.1280915 0.5101875 0 0.11287645 0.15319903 0.84868765 0 0.67475903 0.1731542 0.86020166 0.6711121 0 0.25916564 0.33021525 0.25412259 0 0 0 0.12830098 0.13378689 0.3527941 0.23535244 0 0.24077871 0 0.12189957 0 0.5550467 0.23462735
"20120600_S1D_7" 0.08598619 14.262393 14.621329 3.5842216 6.6001787 18.29625 1.0644561 4.5267897 30.020452 4.1359034 31.459501 13.369714 0 44.574093 40.98703 2.0923834 17.17327 91.045815 14.908121 10.17629 17.875547 19.361536 14.022715 2.9907207 0.14757137 2.0172017 42.37735 24.265915 22.69931 3.891035 1.2335086 19.253489 9.073356 7.609978 0.19748546 1.5102617 21.509655 0.35409003 2.8707628 11.081985 13.752082 15.759648 0 3.903668 4.037382 7.284805 3.1434681 10.109048 2.642447 12.091411 13.528506 0 7.223866 31.893387 40.411503 0.46606088 6.7532587 18.989923 27.615679 21.05446 16.267565 8.786506 0 65.07012 38.630127 32.942856 1.0140946 6.075965 4.386155
"PLCS01" 0 0.1518766 0.23756678 0.86541444 0.7881635 1.1490251 0 0 2.3401682 1.9265712 1.3722636 1.6476744 0 1.2421468 1.1233772 0 0.63445336 1.3275436 0.87030065 0.39024812 0.18153687 2.331003 2.2007067 1.4195633 0 0.075963415 0.6136511 0.43991044 0.6282762 0 0.07556161 1.1483169 1.5277702 1.9088099 0 0 1.3355162 0 0.23277394 0.7616381 2.0659912 1.4100225 0 0.28618538 0.39708862 1.6487817 0.0620008 1.5329239 0.45262757 1.8509318 1.5021607 0 0.54719126 1.1296554 0.8395397 0 0 0.10398289 0.48140946 0.415227 1.3258137 0.5673073 0 0.53717333 0.18688811 0.33663833 0 1.1373618 0.4920939
"20110700_P2D_11" 0 0.18522465 0.4962388 2.2329235 4.25533 10.087372 0.07755581 0.073984064 4.4570265 7.9797463 9.12311 10.12643 0 11.4229 10.338918 0.0687221 1.9121836 17.230736 11.350911 4.3809032 0.49882093 8.688566 18.386978 5.6771107 0.12769404 1.9116739 4.828306 5.1531663 9.86549 0.06529634 0.4593868 6.21245 12.235748 9.886122 0 0 13.564726 0.07100594 3.8916082 6.227245 2.7058947 18.494335 0 1.0601536 2.055406 7.9315534 0.8472038 10.039045 3.6911218 11.943443 10.2440815 0 1.6031253 16.716047 10.04835 0.41660234 0.3123065 0.8883616 6.3549223 5.1322722 26.858656 3.4966414 0 0.96280104 1.0961509 2.003947 0.19204831 7.1130433 2.3341548
"20170700_E15_6" 0 0.58125395 0.105502 0 0 0.06637642 0 0 0.25886765 0 0 0.3584224 0 1.1575284 1.0321114 0 1.4605391 6.2519975 0.4730233 0.17505908 0 0 0.39806437 0 0 0 0.16436091 2.0106761 2.1267157 0 0 0.122301705 0.08021573 0.26275152 0 0 0.669356 0 0 0 2.607556 1.9439523 0 0 0 0 0 0.54212487 0 0.42014223 0.76957154 0 3.7161276 4.632391 6.529391 0 0 1.2149762 2.6816676 0.6077799 0 0.07596655 0 11.986516 13.857738 8.512687 0 0 0
"20150700_S15_15" 0 0 0 14.800749 6.4335604 1.6821162 0 0 2.6656337 6.616839 5.6585326 15.54046 0 0.32907134 0.29449117 0 0 0 0.9738459 2.1729124 0 3.8448756 4.624663 4.5972495 0 0 0 0.12407967 0.07625657 0 0 1.8855367 2.0084848 6.9049053 0 0 10.491347 0 0 0 0.25553104 0.27266032 0 0.47795382 4.85776 44.904305 0 6.074359 3.6729436 18.514423 16.268406 0 0.060526803 0.07053514 1.7345253 0 0 0.13076967 3.7597966 0 0.28040496 3.2631087 0 0.13727205 0.114191435 2.0715356 0 0.37848338 5.5510116
"20130700_S2D_2" 0 0.086911134 9.565511 2.810826 3.3027918 0 0 0 2.7359262 9.7844925 5.597832 0.5791117 0 3.4576607 3.0978267 0 0 1.2996006 2.8287487 0.056512907 0.5259778 16.513493 18.649258 4.962407 0 0 1.2637177 0.104768686 0 0.08195719 0.49172753 6.2467895 8.376459 4.5702753 0 0 0.15811472 0 1.4493701 10.173883 1.2402316 7.6686254 0.0939819 6.8288527 4.914138 2.1630523 4.1128078 10.331893 0.76738244 7.997664 10.754952 0 0 0 0 0 0 0 0 0.5814624 9.059669 1.2459984 0 0 0 0 0 5.079967 1.6233766
"20110700_S3M_11" 0 3.9825401 11.352301 34.825825 34.49836 30.503468 0.29747108 0.16689241 11.925594 15.113759 24.240026 23.315062 0 31.978275 29.26268 0.31532052 2.930216 22.842346 44.02937 5.823474 0.47234675 13.680789 18.886889 15.561815 0.17140827 1.6563612 12.017792 43.84973 56.503025 0.11602502 3.2936618 33.06558 25.616234 27.688324 0 3.0109272 64.514 0.19180918 1.1865839 10.462791 24.470266 48.301075 0.10550678 13.934085 36.560642 20.517488 4.393763 35.595455 19.939068 36.450726 37.047005 0 21.935474 41.83322 41.55285 0.13487796 30.275991 53.07393 48.660366 2.298567 26.565306 30.074392 0 42.938587 108.63808 47.56678 0.14372888 17.800781 24.97357
