"genome" "711_S-1-S" "711_S-1-M" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_S-1-S" "712_S-1-M" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-S" "712_S-3-D" "712_S-3-X" "713_S-1-S" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-S" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-S" "713_S-3-M" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_S1_1-5" "714_S1_5-9" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_1-5" "714_S2_5-9" "714_S2_20-24" "714_S3_1-5" "714_S3_5-9" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_S1_1-5" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_10-14" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_S1_1-5" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_1-5" "716_S2_10-14" "716_S2_20-24" "716_S2_30-34" "716_S3_10-14" "716_S3_20-24" "716_S3_30-34" "717_S2_1-5" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_1-5" "717_S3_10-14" "717_S3_20-24"
"20110700_S3M_15" 0.7114925 0.12964386 0 0.27387553 0.099520646 9.180766 0 0 0 0 4.7216167 0 2.6428163 0 0 0.22471519 0 3.5059688 0.110306285 0 0 0 0 0 26.143076 3.0567303 0.49693203 0.744996 1.4553121 0.4173888 0.16755345 0.0781312 0 0 1.1144799 5.8478293 0.22251812 8.084185 43.109276 9.432265 0.061244197 0 4.707072 0.060989775 0 0 0.22826223 0 0 0.1613346 0.33770037 4.8912315 9.151909 0.13319068 0 0.6086767 38.360332 1.2053355 0 32.33559 3.504774 0 5.75823 0.31662694 0.17367816 0 16.171944 0.81357205 0
"Palsa.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.54_83.78_8.12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11660872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0811408 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110600_P3S_4" 0.055571683 0 0 0 0 0 0.115195565 0 0 0 0 0 0.24000679 0 0 0 0 0 0 0 0 0 0 0 0.3060182 0 0 0 0 0 0 0 0 0 1.3930465 0 0 6.794524 0.78921926 0 0 0 0 0 0 0 0 0 0 0 0 0.5681838 0 0 0 3.4234953 0 0 0 0 0 0 0 0 0 0 2.2833815 0 0
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.70_95.73_0.85" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0626463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0066918 0 0 0 1.3665382 0 0 0 0 0 0 0 0 0 0 0 0 0
"Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.33_89.65_1.71" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34570497 0 0 0.19192456 0.09351642 0 0 0 0 0 0 0 0 0 0 0 0 0.75345296 0 0 0 1.2998408 0 0 0 0 0 0 0 0 0 0 1.4771612 0 0
"Palsa.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.45_71.69_6.46" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07409455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16979398 0 0 0 0 0 0 0 0 0 0 0.18422237 0 0
"20120700_P1M_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08950335 0 0 0 0 0 0 0 0 0 0.062154915 0 0 0.8980045 0.57495505 0 0 0 0 0 0 0 0 0 0 0 0 0.17447194 0 0 0 1.7382507 0 0 0 0 0 0 0 0 0 0 1.0052073 0 0
"20170700_P31_1" 0 0 0 0 0 0 0.063404255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.40079817 0 0 0 0 0 0 0 0 0 0.3059306 0 0 2.810906 1.5325752 0 0 0 0 0 0 0 0 0 0 0 0 0.7519161 0 0 0 6.98163 0 0 0 0 0 0 0 0 0 0 2.2640007 0 0
"20160700_P15_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11141957 0 0 0 0 0 0 0 0 0 0.085757345 0 0 1.095252 0.76542664 0 0 0 0 0 0 0 0 0 0 0 0 0.2151654 0 0.1214419 0 2.053421 0 0 0 0 0 0 0 0 0 0 1.2909983 0 0
"20140700_S31_3" 5.791211 0 0 0 0 0 0.44776404 0 0 0 0 0 5.906943 0 0 0.12626868 0 0 0 0 0.056373335 0 0 0 11.26958 0.06274101 0.056148462 0 0 0.41214994 0 0 0 0 0.500532 0 0 12.864185 12.145426 0.1762256 0 0 0.13358326 0 0 0 0 0 0 0 0 2.5640392 0 0 0 9.600944 0 0 0 0 0 0 1.0528194 0 0 0 10.444321 0 0
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.96_88.84_2.56" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07601528 0 0 0 0 0 0 0 0 0 0 0 0 0.115214996 0.5476896 0 0 0 0 0 0 0 0 0 0 0 0 0.1512986 0 0 0 0.76055187 0 0 0 0 0 0 0 0 0 0 0.42685825 0 0
"20120600_P3M_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10705046 0 0 0 0.12897965 0 0 0 0 0 0 0 0 0 0 0.15717953 0 0
"20150700_P15_13" 0.17814076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14458248 0 0 0 0 2.079962 0 0 1.5270984 0.3614107 0 0 0 0 0 0 0 0 0 0 0 0 0.17037421 0 0 0 0.67460674 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_P3D_83" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09455252 0 0 0 0 0 0 0 0 0 0.13594806 0 0 0 0 0.075668134 0 0 0 0 0 0 0 0 0 0 0 0.12552749 0 0 0 0.17002662 0 0 0 0.1423627 0 0 0 0 0 0 0 0 0
"Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.30_89.06_2.80" 0 0 0 0 0 0 0 0 0 0 0 0 0.200359 0 0 0 0 0 0 0 0 0 0 0 0.34617907 0 0 0 0 0 0 0 0 0 0.069600075 0 0 2.8301682 0.093006544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.1645646 0 0 0 0 0 0 0.114840314 0 0 0 0.6879074 0 0
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0357945 0.08317004 0 0 0 0 0 0 0 0 0 0 0 0 0.29026872 0 0 0 0.48837525 0 0 0 0 0 0 0 0 0 0 0.45358637 0 0
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.21_97.13_1.25" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5195708 0 0 0.65094614 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14209789 0 0 0 3.4944925 0 0 0 0 0 0 0 0 0 0 0.10529356 0 0
"20160700_S23_8" 0.28096294 0.25272474 0 0 0 0 0 0.49637818 0 0 0 0 0.1456965 0 0 0.12820244 0 0 0 0 0.16585736 0 0 0 1.9681481 1.4048667 0 0 0 1.3694601 0 0 0 0 4.1642685 0.3641006 0 0 2.072157 0.46539658 0 0 0.81032264 0 0 0 0.20004295 0 0 0 0 2.1300402 0 0 0 0.13969979 16.995596 1.0074382 0 1.585121 0 0 0.9145155 0 0 0 8.436998 0 0
"Palsa.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.58_71.79_7.57" 0.21435368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14358845 0 0 0.07262668 0.2610245 0 0 0 0 0 0 0 0 0 0 0 0 0.08329771 0 0 0 1.0365329 0 0 0 0 0 0 0 0 0 0 0.15020335 0 0
"20140700_S31_11" 3.4441547 0 0 0 0 0 0 0 0 0 0 0 1.1850778 0 0 0 0 0 0 0 0 0 0 0 2.5201278 0 0 0 0 0.17393321 0 0 0 0 0.27617484 0 0 11.388664 2.7447662 0.05626015 0 0 0 0 0 0 0 0 0 0 0 3.7911518 0 0 0 8.143806 0 0 0 0 0 0 3.618782 0 0 0 2.4156508 0 0
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.82_91.99_3.21" 0.7050952 0 0 0 0 0 0 0 0 0 0 0 0.2238818 0 0 0 0 0 0 0 0 0 0 0 0.5420702 0 0 0 0 0 0 0 0 0 0.1093323 0 0 1.5410082 0.36414942 0 0 0 0 0 0 0 0 0 0 0 0 3.7293053 0 0 0 2.2614388 0 0 0 0 0 0 0.8917783 0 0 0 0.41136572 0 0
"Palsa.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.36_77.59_1.72" 0.11455649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08019937 0 0 0 0.06387915 0 0 0 0 0 0 0 0 0 0 0 0 0.12260292 0 0 0 0.31410697 0 0 0 0 0 0 0 0 0 0 0.0849908 0 0
"20120500_P32_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10075893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1327605 0 0 0 0 0 0 0 0 0 0 0.0587178 0 0
"20120600_P3M_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13995671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.77694327 0 0 0 0 0 0 0 0 0 0 0 0 0
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_87.01_6.92" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29068217 0 0 0 0.99220294 0 0 0 0 0 0 0 0 0 0 0.1425739 0 0
"20120500_P31_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29201514 0 0 0 0.28791854 0 0 0 0 0 0 0 0 0 0 0.20606478 0 0
"20150700_S23_2" 0.7918683 0.3251823 0 0.4990362 0 0 0.055646386 0.14231782 0 0 1.6456137 0 1.8775841 0.059537042 0.06966277 0.16753967 0 0 0 0 0 0 0 0 7.9628043 6.420448 0.1535889 0.062424712 0 0.9317745 0 0 0 0 4.221351 1.2492753 0 1.889744 20.645235 12.243088 0 0 18.98038 0.9212813 0 0 20.211329 0 0 0.83764386 0.63209325 4.4954615 0 0 0 0.26635155 6.071196 0.116681546 0 33.07177 0 0 1.6876124 0 0 0 16.372044 0.1195887 0
"20150700_P21_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16080198 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11707598 0 0 0 0.84723866 0 0 0 0 0 0 0 0 0 0 0 0 0
"Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.16_70.72_6.45" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96441853 0.06728936 0 0 0 0 0 0 0 0 0 0 0 0 0.14685811 0 0 0 0.87828004 0 0 0 0 0 0 0 0 0 0 0.26457208 0 0
"20160700_S33_6" 1.4999589 1.1860071 0 0 0 0 0.12496861 0.46595398 0 0 1.5519207 0 1.823322 0 0 1.025941 0 0 0 0 0.12257456 0 0 0 11.947341 4.1293526 0.21366623 0 0 1.4593722 0.20051962 0 0 0 7.166908 4.0155373 0 3.1014125 19.929003 18.010876 0 0 8.476879 0.43101728 0 0 6.223846 0 0 0.25089398 0.23196319 9.765403 0 0 0 2.454309 19.901142 0.42158112 0 20.595818 0 0 4.727071 0 0 0 17.148115 0.35694382 0
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.94_89.19_4.42" 0.75202775 0 0 0 0 0 0.0683613 0 0 0 0 0 0.4760347 0 0 0.52902323 0 0 0 0 0 0 0 0 1.0213511 0 0 0 0 0.102009445 0 0 0 0 0.77500474 0 0 1.4125689 0.7457289 0 0 0 0 0 0 0 0 0 0 0 0 13.544704 0 0 0 9.554481 0 0 0 0 0 0 1.3560709 0 0 0 3.8989432 0 0
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.203_90.06_2.84" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14666712 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05731637 0 0 0 1.293452 0 0 0 0 0 0 0 0 0 0 0 0 0
"Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.241_91.03_4.38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3595932 0 0 0 1.379806 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300022861_3" 0 0 0 0 0 0 0 0 0.064788885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103379056 0 0 0 0 0 0 0 0.36413023 0 0 0 0 0
"3300037262_8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07263626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08910757 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_P2D_11" 0 0.09709251 0 0 0 0 0 0 0 0.07933227 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12977521 0.4265881 1.9197668 0 0 0.4379245 0 0 0 0.12333361 0.07582067 0 0.05873201 0 0 0.41179085 0.24335927 0 0 0 0 0 0 0 0 0 0 0 3.7684283 0 0.1782429 0.11618602 0.20412186 0.07367648 0 0 0.102009594 0 0.120257504 0.5476712 0 0 0 0.5662731 0 0.4212042
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.320_77.36_1.34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15342553 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6160106 0 0 0 1.2190512 0 0 0 0 0 0 0.12837769 0 0 0 0.091052346 0 0
"20120700_P2M_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08227658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.73285747 0 0.5524108 0 1.4050634 0.4667707 0.36787 0 0 0 0 0.10848098 0 0 0 0 0 0
"20130700_S1X_7" 3.0069318 4.732267 0.69698524 0.28962937 0 4.3524356 0.103558294 0.46218958 0.16962053 0 5.70688 0.07644361 6.9793243 1.1452026 1.0356412 1.7637348 1.231024 0.44860697 29.434092 0.27697116 0.0783392 0 0 0 20.32891 14.67003 3.5440538 1.5022022 0.65902126 2.0350108 0.095290974 0.28755665 0 0 2.0977492 2.1585855 2.925379 2.8544562 20.344786 11.396905 0.24384128 0 1.5414013 0.12884687 0.6029566 0 4.1155543 0 0 0.53875005 0.23766275 15.740488 3.4874926 4.052903 3.3220298 2.963117 36.854267 2.76863 0 35.97882 29.419424 0.91446257 3.7185395 1.3769687 0.5498913 1.1817293 51.534748 3.7583184 0.056708883
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.298_98.43_2.66" 0 0 0 0 0 0 0 0 0 0 0 0 0.13488002 0 0 0.06486361 0 0 0 0 0 0 0 0 1.0929655 0 0 0 0 0 0 0 0 0 0.12604432 0 0 14.36282 4.0434947 0.19240779 0 0 0 0 0 0 0 0 0 0 0 2.687577 0 0 0 0.69512296 0 0 0 0 0 0 0.76078916 0 0 0 2.8289669 0 0
"20120700_P3S_1" 0 0 0 0 0 0 0.107069224 0.17809013 0 0 0 0 0.13203274 0 0 0.37654445 0 0 0 0 0 0 0 0 0.3981477 0 0 0 0 0.4487137 0 0 0 0 0.6012158 0 0 1.2079087 0.5886967 0 0 0 0 0 0 0 0 0 0 0 0 2.443874 0 0 0 5.815509 2.157234 0.11478988 0 0.0718768 0 0 1.1267184 0 0 0 2.32613 0 0
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.132_81.32_1.30" 0.16725965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07198525 0 0 0 0 0 0 0 0 0 0 0 0 0.12063655 0.19865707 0 0 0 0 0 0 0 0 0 0 0 0 1.027973 0 0 0 0.13335662 0 0 0 0 0 0 0.6560376 0 0 0 0 0 0
"Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.144_72.18_2.39" 0 0 0 0 0 0 0 0 0 0 0 0 0.090252824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.72811466 0.17048842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.45560044 0 0 0 0 0 0 0.069192 0 0 0 0.14320843 0 0
"Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.307_96.20_1.65" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092459954 0.30593228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.30823764 0 0 0 0 0 0 0 0 0 0 0.12824453 0 0
"20120700_P3D_74" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057810806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07745564 0 0 0 0 0 0 0.10704615 0 0 0 0 0 0 0 0
"20160700_P15_15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10926419 0.15102291 0 0 0 0 0 0 0 0 0.44635725 0 0 0.1836978 3.2501583 1.737045 0 0 0 0 0 0 0 0 0 0 0 1.5928149 0 0 0 0.42081016 0.11113665 0 0 1.6003481 0 0 0.8592754 0 0 0 3.3072555 0 0
"Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.162_74.65_1.37" 0.36703342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24491566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09571129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.069962 0 0 0 0 0 0 0 0 0 0 1.0236362 0 0 0 0 0 0
"Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.77_83.91_2.81" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17166795 0 0 0 0 0 0 0 0 0 0 0.070969686 0 0 0 0 0 0
"Palsa.None.R2.T0.JGI.BFC.metaspades_bin.128_97.22_0.00" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38223615 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122302964 0 0 0 0.29980618 0 0 0 0 0 0 0 0 0 0 0 0 0
