genome,anaerobe
Palsa.Labelled.R1.T1.F1.trimmomatic.megahit_bin.57_87.07_7.20,FALSE
Palsa.Labelled.R1.T1.F1.trimmomatic.megahit_bin.63_86.55_4.68,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.megahit_bin.6_97.59_1.81,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.10_96.94_2.56,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.13_89.70_2.64,FALSE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.32_93.35_2.56,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.33_89.65_1.71,FALSE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.35_77.58_5.37,FALSE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.36_75.74_4.98,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.40_98.12_2.85,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.51_97.16_2.94,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.53_77.50_1.86,FALSE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.61_85.81_6.54,TRUE
Palsa.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.73_86.94_0.85,FALSE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.12_98.93_2.56,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.13_97.44_1.57,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.14_84.27_4.98,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.19_100.00_7.69,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.27_84.27_3.03,FALSE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.28_70.99_5.94,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.69_84.55_6.41,FALSE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.7_86.36_5.84,TRUE
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.8_93.16_8.55,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.100_81.77_0.57,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.101_76.87_1.85,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.11_98.29_1.57,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.14_87.02_5.13,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.16_70.72_6.45,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.27_77.38_4.27,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.28_77.44_0.99,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.32_86.01_3.83,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.3_76.27_6.41,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.47_90.60_1.71,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.4_76.90_6.03,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.50_88.89_1.98,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.68_72.62_4.12,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.69_96.56_3.42,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.76_79.16_5.98,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.megahit_bin.77_95.73_2.56,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.100_93.16_1.99,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.105_86.66_2.56,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.107_84.35_4.27,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.108_82.12_2.05,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.118_79.47_7.18,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.119_77.25_1.06,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.16_87.07_9.48,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.18_91.07_4.27,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.31_88.20_0.57,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.41_88.26_1.39,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.4_72.91_2.78,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.50_88.06_3.48,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.53_87.85_1.83,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.58_72.70_8.86,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.66_81.07_3.79,FALSE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.72_74.57_5.03,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.75_95.99_1.71,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.77_89.81_8.00,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.92_85.02_7.13,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.94_98.22_1.28,TRUE
Palsa.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.98_82.47_7.41,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.10_91.13_3.62,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.12_78.60_5.00,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.13_95.02_5.66,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.20_93.80_1.85,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.22_91.03_0.17,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.27_84.23_6.23,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.35_98.82_2.43,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.46_92.42_0.52,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.4_91.05_5.81,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.60_81.77_1.45,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.61_96.30_4.17,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.65_89.74_2.99,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.68_91.15_5.94,TRUE
Palsa.Labelled.R1.T1.F3.JGI.BFC.metaspades_bin.77_98.29_1.57,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.13_71.72_3.45,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.16_82.30_3.08,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.19_95.60_0.77,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.23_79.28_2.90,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.28_77.41_1.28,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.29_96.42_4.63,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.30_71.28_5.56,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.42_81.00_2.21,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.45_76.90_3.45,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.46_82.36_0.68,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.50_98.29_1.57,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.51_96.30_0.93,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.58_77.07_2.90,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.69_74.48_1.28,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.6_93.36_1.57,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.70_93.02_2.17,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.71_93.41_6.09,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.74_95.88_1.85,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.75_97.37_1.60,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.89_97.01_2.56,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.8_80.82_2.99,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.110_92.81_1.57,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.113_78.79_0.00,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.114_78.62_0.00,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.117_90.11_0.00,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.11_77.29_0.85,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.19_86.32_2.56,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.27_85.91_3.87,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.34_88.43_0.95,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.45_95.70_1.53,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.47_74.07_8.12,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.53_71.53_3.70,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.54_96.30_4.35,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.56_91.47_0.17,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.59_86.22_3.17,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.60_74.08_4.28,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.65_73.50_0.43,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.67_90.25_1.37,FALSE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.69_74.02_7.42,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.83_86.88_3.70,TRUE
Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.94_91.42_1.11,TRUE
Palsa.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.25_84.83_0.68,TRUE
Palsa.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.7_88.30_4.05,TRUE
Palsa.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.8_98.35_1.36,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.13_98.35_0.58,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.17_97.70_1.71,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.18_74.19_0.52,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.26_80.28_1.60,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.42_84.40_6.55,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.46_91.88_1.83,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.4_70.13_3.10,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.50_78.60_1.76,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.megahit_bin.53_76.57_0.41,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.10_72.68_0.78,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.28_81.65_1.01,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.29_81.81_5.56,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.32_77.42_1.71,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.33_81.68_1.21,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.43_80.44_1.40,FALSE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.45_98.03_1.71,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.58_81.19_0.00,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.64_70.27_0.57,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.68_98.35_1.16,TRUE
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.71_82.56_1.81,TRUE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.15_83.33_0.58,FALSE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.2_70.53_3.28,TRUE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.35_77.77_6.96,FALSE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.38_98.35_1.55,TRUE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.43_93.02_6.94,TRUE
Palsa.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.45_93.73_1.57,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.16_96.30_1.57,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.19_84.28_1.74,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.21_85.37_0.00,FALSE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.29_71.90_6.90,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.30_83.23_5.94,FALSE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.37_85.68_3.42,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.49_79.15_4.31,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.64_98.35_0.97,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.65_98.69_3.42,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.megahit_bin.69_76.75_8.04,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.13_78.04_8.56,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.16_96.84_1.65,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.33_84.87_2.14,FALSE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.39_85.95_0.00,FALSE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.53_95.50_1.15,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.66_87.23_3.29,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_90.93_8.40,TRUE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.90_83.69_1.71,FALSE
Palsa.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.94_74.03_1.76,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.12_97.44_1.57,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.13_96.87_1.82,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.1_85.42_2.75,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.20_79.14_6.22,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.25_97.16_1.95,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.28_95.53_0.93,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.29_94.01_6.19,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.2_80.34_0.86,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_74.29_6.90,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.39_92.28_2.97,FALSE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.45_91.20_0.96,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.52_91.72_5.74,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.58_73.21_0.00,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.59_80.16_4.22,TRUE
Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.6_83.62_3.54,FALSE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.15_93.70_3.24,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.24_75.17_0.00,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.27_89.55_3.74,FALSE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.29_90.43_5.49,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.42_98.29_1.57,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.71_81.72_7.17,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.72_92.61_1.94,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.7_78.92_0.53,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.11_72.59_0.00,FALSE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.1_70.19_4.72,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.2_97.96_1.74,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.41_94.96_3.14,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.43_95.16_1.13,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.44_71.10_2.59,FALSE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.66_81.03_0.00,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.71_91.99_4.74,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.80_87.90_5.68,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.83_82.27_0.95,TRUE
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.94_73.62_0.00,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.19_87.36_1.15,FALSE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.1_94.42_2.38,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.20_93.02_0.15,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.21_98.93_1.71,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.23_85.94_5.00,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.24_77.37_3.33,FALSE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.28_92.67_2.62,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.2_75.71_8.62,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.31_95.26_1.67,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_71.29_4.39,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.3_71.29_0.00,FALSE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.44_83.62_1.79,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.45_99.51_0.25,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.49_71.72_0.00,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.7_77.26_1.70,TRUE
Palsa.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.9_93.68_2.11,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.12_70.30_0.00,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.21_75.15_7.24,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.23_84.12_3.01,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.28_78.31_3.94,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.2_96.51_0.00,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.30_81.65_0.52,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.32_98.93_2.56,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.3_75.16_6.03,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.40_74.71_2.78,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.42_83.16_6.27,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.44_81.03_0.86,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.45_99.51_0.26,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.47_97.77_1.55,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.4_94.75_1.81,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.61_97.62_2.08,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.65_82.86_7.49,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.71_80.62_2.00,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.72_90.40_4.21,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.megahit_bin.80_87.36_1.15,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.13_75.31_1.72,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.14_98.35_1.74,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.16_71.29_0.00,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.32_90.26_2.40,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.33_73.37_9.48,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.38_100.00_5.17,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.42_83.59_2.31,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.43_98.51_1.19,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.47_98.93_2.56,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.48_74.29_0.00,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.52_87.53_1.59,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.59_73.01_2.17,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.66_71.79_8.31,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.67_94.33_1.13,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.6_82.09_3.47,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.73_84.07_6.59,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.78_94.89_1.70,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.7_83.53_3.94,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.86_97.09_0.58,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.87_83.33_1.15,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.89_90.16_0.27,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.92_78.45_5.29,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.11_96.80_0.19,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.17_95.86_1.43,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.21_96.58_1.67,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.27_90.78_3.81,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.31_98.35_0.97,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.34_98.93_1.71,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.3_85.15_0.57,FALSE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.6_76.54_2.59,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.11_97.09_0.58,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.21_70.16_0.00,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.28_98.93_1.71,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.29_98.35_0.78,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.30_87.36_0.57,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.31_73.61_2.59,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.33_79.76_1.71,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.35_86.31_2.60,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.50_70.87_4.73,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.54_76.90_0.00,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.9_81.52_9.43,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.22_88.73_1.90,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.24_86.93_2.24,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.31_88.51_1.23,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.37_87.08_2.56,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.38_72.73_1.89,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.41_70.30_0.99,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.43_86.17_5.21,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.47_95.47_0.57,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.50_87.36_1.15,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.56_83.39_3.57,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.59_71.55_5.17,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.63_98.93_2.56,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_74.21_7.18,FALSE
