genome,anaerobe
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.47_84.95_7.99,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.48_93.87_0.05,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.49_74.73_5.33,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.4_79.94_5.00,FALSE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.54_80.52_1.72,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.60_98.25_0.68,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.76_70.41_2.59,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.81_78.60_6.64,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.86_76.10_1.29,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.89_77.49_7.04,TRUE
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.93_77.76_1.48,FALSE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.11_96.74_0.85,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.12_87.36_1.72,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.18_97.41_9.72,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.19_96.77_1.33,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.1_86.89_7.26,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.23_77.22_9.80,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.27_89.29_0.86,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.2_92.62_5.17,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.37_96.46_6.55,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.40_97.30_5.44,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.45_97.41_0.86,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.46_71.76_0.91,FALSE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.49_87.11_9.05,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.51_99.14_0.86,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.52_99.56_0.89,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.56_81.14_4.69,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.59_96.80_4.79,FALSE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.5_75.36_2.74,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.66_83.71_2.99,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.73_81.03_2.64,TRUE
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.8_87.88_4.96,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.102_100.00_0.89,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.106_79.45_2.08,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.11_76.21_7.86,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.12_78.25_4.72,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.13_93.75_0.00,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.19_79.84_5.70,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.21_74.26_1.28,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.22_97.60_7.67,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.24_81.79_0.43,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.31_86.63_4.60,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.35_87.59_4.76,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.38_91.86_1.05,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.3_85.06_6.82,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.44_83.90_7.23,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.47_98.28_0.86,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.48_78.69_2.56,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.51_72.72_7.93,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.52_74.16_1.01,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.73_94.09_1.72,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.77_77.55_1.01,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.79_91.22_4.91,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.8_92.14_2.16,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.90_89.39_7.43,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.91_84.91_5.34,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.92_71.73_3.45,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.megahit_bin.97_80.55_3.50,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.100_72.84_6.93,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.108_79.53_7.00,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.109_84.52_1.28,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.111_74.14_6.99,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.117_95.33_8.14,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.118_94.83_0.93,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.121_88.58_5.60,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.123_74.17_0.43,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.28_92.58_0.45,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.2_93.39_1.74,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.34_72.23_5.17,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.42_84.44_9.91,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.43_85.90_7.50,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.51_95.89_1.37,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.56_86.56_1.71,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.58_90.31_1.26,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.61_75.31_4.02,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.71_79.48_0.00,FALSE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.72_75.63_5.27,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.76_87.58_1.71,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.78_89.19_0.28,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.79_79.01_5.27,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.81_86.41_2.84,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.87_86.55_4.47,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.89_71.13_0.86,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.95_91.79_1.77,TRUE
Bog.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.96_93.51_1.72,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.102_82.71_1.77,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.106_99.14_0.86,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.110_89.86_6.77,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.12_80.21_1.10,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.15_82.91_5.56,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.16_92.90_1.30,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.1_88.86_1.72,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.25_73.68_5.26,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.28_75.36_2.56,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.29_93.13_8.48,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.32_72.14_2.59,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.34_89.82_5.17,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.35_94.02_3.85,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.36_97.86_0.85,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.38_81.76_5.67,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.39_79.94_6.97,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.3_88.82_4.81,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.40_84.50_2.63,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.41_94.44_8.48,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.46_90.68_4.31,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.47_94.18_1.72,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.53_97.95_4.79,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.55_78.19_5.83,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.59_94.32_0.00,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.62_91.88_2.99,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.66_82.35_2.80,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.67_88.28_8.32,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.71_94.66_8.50,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.72_98.69_0.89,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.77_89.21_1.53,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.7_86.90_3.87,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.80_94.83_3.45,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.83_94.51_2.31,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.87_89.53_7.33,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.88_96.96_4.73,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.93_74.88_6.11,TRUE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.96_89.32_7.03,FALSE
Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.9_92.24_4.31,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.100_75.31_4.31,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.105_86.44_7.37,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.106_89.66_3.02,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.113_77.66_4.91,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.115_88.68_4.38,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.117_97.86_0.00,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.118_94.40_5.13,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.119_87.28_4.63,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.120_99.56_0.89,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.121_93.08_7.44,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.127_96.80_8.08,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.128_83.51_3.51,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.12_95.67_1.92,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.133_97.31_1.18,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.147_94.94_8.67,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.148_95.60_0.00,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.14_80.59_8.02,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.153_80.73_1.24,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.20_83.06_5.87,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.22_97.75_2.09,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.23_92.34_7.26,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.24_92.59_2.42,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.27_98.45_0.86,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.28_78.70_7.76,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.37_83.00_4.17,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.41_97.30_5.54,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.49_74.71_4.45,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.51_81.36_4.31,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.52_79.58_6.41,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.54_82.38_8.62,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.59_94.52_5.37,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.68_89.91_2.27,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.72_94.34_4.21,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.75_95.12_1.72,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.85_72.34_2.33,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.87_77.76_1.72,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.92_91.20_4.93,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.94_96.87_2.56,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.100_83.11_2.16,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.102_98.67_1.01,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.106_85.11_4.11,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.111_91.30_0.88,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.116_93.07_6.45,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.118_94.63_4.73,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.124_93.76_6.15,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.125_79.31_9.25,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.126_82.99_3.45,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.129_79.40_3.55,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.136_74.09_1.51,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.13_85.03_4.66,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.145_91.88_6.84,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.146_92.90_3.87,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.150_76.03_4.31,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.151_94.83_1.90,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.153_79.41_4.31,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.155_88.07_5.58,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.159_81.42_8.86,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.18_90.76_1.29,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.30_98.69_0.87,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.33_98.08_2.13,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.44_86.10_1.17,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.60_75.78_4.09,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.63_76.12_4.31,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.67_89.55_4.70,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.71_93.68_2.20,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.75_94.25_1.03,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.77_74.01_5.17,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.78_97.26_1.37,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.79_88.08_1.71,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.81_90.90_0.85,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.89_96.02_1.10,FALSE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.91_72.76_1.72,TRUE
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.94_94.99_5.66,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.megahit_bin.17_95.39_0.85,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.megahit_bin.20_92.95_2.16,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.megahit_bin.48_75.83_0.91,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.megahit_bin.4_82.51_2.50,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.megahit_bin.50_75.89_1.33,FALSE
Bog.Labelled.R2.T1.F1.trimmomatic.metaspades_bin.11_94.15_0.00,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.metaspades_bin.19_85.44_1.72,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.metaspades_bin.42_83.06_1.90,TRUE
Bog.Labelled.R2.T1.F1.trimmomatic.metaspades_bin.50_72.44_1.35,FALSE
Bog.Labelled.R2.T1.F1.trimmomatic.metaspades_bin.52_76.95_0.86,TRUE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.12_71.67_2.23,TRUE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.1_93.99_3.50,TRUE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.21_94.75_2.56,TRUE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.30_72.99_2.16,TRUE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.32_89.26_6.02,FALSE
Bog.Labelled.R2.T1.F2.JGI.BFC.metaspades_bin.5_79.72_1.20,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.21_96.02_2.59,FALSE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.24_79.22_1.45,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.30_91.40_3.45,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.33_81.32_1.94,FALSE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.44_85.90_3.71,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.67_94.32_4.56,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.megahit_bin.6_81.87_1.65,FALSE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.15_95.88_2.64,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.26_93.64_2.05,FALSE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.27_77.64_3.88,FALSE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.33_71.03_3.45,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.34_81.29_1.86,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.46_78.48_9.18,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.52_72.69_1.77,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.66_90.76_0.09,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.71_84.33_1.77,TRUE
Bog.Labelled.R2.T1.F2.trimmomatic.metaspades_bin.72_76.34_0.09,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.17_92.20_5.46,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.19_96.36_1.74,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.1_82.91_3.11,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.23_81.59_3.62,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.26_96.15_5.48,FALSE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.32_95.13_5.53,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.34_94.82_0.05,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.36_91.10_3.87,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.3_74.36_1.22,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.41_94.45_2.13,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.46_79.46_4.20,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.51_73.58_1.68,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.53_83.41_1.08,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.58_84.21_8.77,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.64_87.55_0.37,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.6_94.16_0.86,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.70_88.43_2.59,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.75_88.56_4.12,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.11_94.97_0.86,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.13_94.62_1.00,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.24_79.97_1.11,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.27_80.07_2.28,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.33_73.93_1.29,FALSE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.34_88.27_7.26,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.38_88.31_5.56,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.39_83.63_4.27,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.40_90.11_1.17,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.42_72.07_0.00,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.43_97.39_1.03,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.46_86.08_4.24,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.58_94.93_3.12,FALSE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.5_71.77_0.88,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.64_91.38_0.83,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.68_87.60_1.72,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.6_86.16_5.60,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.74_93.12_1.40,TRUE
Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.87_90.76_0.05,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.11_92.80_0.91,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.20_79.53_4.21,FALSE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.21_90.76_1.84,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.22_84.74_6.16,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.26_76.51_1.12,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.2_83.21_2.48,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.36_92.74_1.88,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.37_80.54_1.82,FALSE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.51_97.34_0.99,FALSE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.59_75.39_2.48,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.63_90.75_6.22,FALSE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.69_72.67_1.94,TRUE
Bog.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.73_98.49_2.53,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.101_76.00_3.95,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.108_87.44_3.23,FALSE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.18_97.54_0.99,FALSE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.19_94.19_2.17,FALSE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.21_71.20_0.04,FALSE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.29_73.07_1.72,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.35_82.16_4.20,FALSE
Bog.Labelled.R2.T2.F1.trimmomatic.megahit_bin.38_81.28_5.17,TRUE
