genome,slp,etc,aerobic
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.72_82.10_0.86,4,5,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.80_89.75_0.93,4,5,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.81_99.91_1.58,4,5,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.82_96.24_1.61,4,5,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.83_88.89_1.76,4,5,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.84_85.47_9.05,4,4,TRUE
Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.97_96.47_1.08,3,1,FALSE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.10_84.82_2.56,4,4,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.11_79.21_1.80,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.21_89.15_3.19,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.30_90.30_1.69,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.34_87.28_7.88,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.36_96.53_1.92,3,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.38_91.67_9.67,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.3_96.77_1.72,3,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.41_74.66_6.74,3,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.48_85.46_2.16,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.49_82.46_5.12,3,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.4_97.95_3.08,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.51_84.36_2.78,4,4,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.57_94.40_0.86,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.60_88.00_1.72,4,4,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.66_91.59_1.20,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.79_85.05_6.18,4,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.87_87.74_3.94,3,5,TRUE
Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.88_75.13_4.58,4,2,FALSE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.102_82.75_4.23,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.17_75.65_4.39,4,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.22_96.52_4.30,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.25_87.51_3.82,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.30_77.24_0.86,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.41_80.61_4.73,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.42_92.96_0.86,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.43_80.22_2.59,4,4,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.4_97.63_2.96,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.56_72.37_5.17,4,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.7_84.10_4.04,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.82_86.34_6.84,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.90_93.96_1.85,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.91_95.74_3.42,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.93_86.52_2.56,4,4,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.94_89.83_1.27,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.95_85.15_0.85,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.96_79.22_0.00,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.megahit_bin.97_77.99_1.29,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.101_78.24_6.44,3,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.109_89.79_6.20,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.10_71.72_8.62,4,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.111_78.18_1.72,3,2,FALSE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.118_80.48_2.35,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.130_88.83_1.52,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.18_92.64_1.38,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.19_90.67_2.99,4,4,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.24_96.78_1.42,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.41_90.67_2.19,3,4,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.43_72.03_1.49,4,2,FALSE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.46_83.38_2.56,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.48_96.83_4.74,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.4_87.60_0.00,3,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.50_76.67_3.05,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.51_88.31_1.29,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.52_85.58_7.33,4,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.65_75.74_0.86,4,3,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.67_80.03_0.15,4,5,TRUE
Bog.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.69_74.62_2.74,3,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.14_83.19_9.41,4,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.17_82.08_1.16,2,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.28_88.93_3.45,3,3,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.2_85.62_4.93,3,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.31_70.25_7.85,3,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.34_73.86_1.51,3,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.36_80.30_2.63,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.42_85.96_1.17,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.47_85.58_1.72,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.51_93.16_6.27,2,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.54_97.62_1.72,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.56_83.04_1.28,4,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.61_93.65_2.44,3,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.65_70.99_2.81,4,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.70_70.14_0.10,3,4,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.76_82.97_4.17,3,3,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.82_97.41_0.86,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.83_95.48_8.08,4,5,TRUE
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.87_73.15_2.59,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.100_91.45_6.51,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.104_92.24_0.86,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.107_97.49_4.20,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.111_82.81_3.51,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.116_90.96_3.79,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.11_88.54_2.70,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.123_94.83_2.60,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.14_80.31_1.08,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.15_98.61_2.44,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.21_87.99_4.41,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.29_92.97_1.00,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.33_83.10_2.48,3,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.39_87.46_7.60,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.46_95.18_6.81,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.51_74.59_1.77,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.58_82.78_2.59,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.75_94.43_0.88,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.80_72.41_3.45,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.81_72.87_0.00,3,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.85_77.75_1.53,2,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.87_80.22_5.17,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.89_81.50_9.83,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.91_83.33_9.40,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.95_89.74_6.03,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.97_87.58_0.00,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.98_72.55_2.13,4,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.99_71.75_1.29,3,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.104_96.20_8.50,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.113_93.37_0.86,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.11_82.82_0.55,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.123_80.46_0.00,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.124_77.35_1.72,4,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.15_70.55_1.03,4,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.16_94.09_0.05,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.18_84.15_8.69,2,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.19_80.57_8.49,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.25_79.55_2.40,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.29_86.37_6.47,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.30_71.80_0.43,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.32_91.04_3.56,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.35_74.14_2.56,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.38_86.17_1.37,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.3_75.59_4.19,3,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.40_84.82_1.75,2,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.4_84.60_1.72,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.56_83.91_1.14,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.5_87.30_7.05,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.63_88.17_1.77,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.66_86.03_2.46,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.67_88.93_2.03,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.6_93.17_0.97,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.72_81.07_5.41,4,2,FALSE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.73_90.57_0.00,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.74_80.18_1.75,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.80_90.83_1.72,3,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.83_79.91_5.17,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.88_76.92_2.56,3,3,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.90_97.61_1.01,4,4,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.93_85.78_3.74,4,5,TRUE
Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.95_88.91_2.19,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.18_97.38_0.85,3,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.19_92.62_2.95,3,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.38_89.78_3.45,3,3,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.39_95.11_1.00,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.48_81.00_1.19,3,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.49_81.64_0.78,1,2,FALSE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.4_76.13_2.05,2,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.58_95.63_1.54,3,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.megahit_bin.7_93.32_2.16,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.11_91.60_2.59,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.13_94.52_1.43,3,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.15_82.27_0.58,1,2,FALSE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.17_97.04_2.15,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.18_96.94_1.11,3,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.1_72.18_0.02,3,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.24_89.84_0.89,3,4,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.27_92.34_1.23,3,3,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.31_89.15_2.78,4,5,TRUE
Bog.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.5_97.74_0.00,3,5,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.16_92.05_3.45,4,4,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_100.00_1.52,4,5,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.24_93.24_4.85,4,4,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.35_82.72_2.05,3,4,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.36_96.53_0.28,3,5,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.3_99.91_1.32,3,5,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_74.75_8.65,4,3,TRUE
Bog.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.44_78.04_8.78,3,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.16_77.87_6.03,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.17_71.35_5.17,3,3,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.18_75.21_8.03,4,2,FALSE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.25_87.21_4.31,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.30_96.31_0.95,3,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.31_76.57_3.15,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.35_100.00_1.32,3,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.46_97.95_2.10,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.4_74.36_1.26,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.megahit_bin.53_99.46_1.52,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.32_89.34_1.72,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.34_86.93_4.27,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.38_74.54_2.14,3,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.42_96.77_0.54,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.48_98.63_0.89,3,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.57_85.02_1.74,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.68_80.13_6.01,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.75_72.71_3.49,4,5,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.78_72.06_3.01,4,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.81_71.86_1.72,3,4,TRUE
Bog.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.8_92.90_0.00,3,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.107_81.90_8.78,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.113_97.86_0.85,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.122_95.04_1.72,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.128_82.79_2.59,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.130_92.57_3.98,4,2,FALSE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.135_79.65_4.31,3,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.18_84.62_0.55,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.19_77.26_4.58,3,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.1_82.41_2.93,3,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.32_92.24_7.52,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.33_87.24_0.88,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.3_88.82_6.45,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.42_85.82_2.41,2,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.43_70.00_0.00,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.4_71.39_2.59,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.51_73.47_3.42,3,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.52_98.49_1.72,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.56_74.96_6.90,3,3,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.58_90.32_7.40,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.59_74.91_1.00,3,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.5_91.65_7.18,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.63_77.19_0.00,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.64_81.47_6.97,4,3,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.66_73.59_1.92,3,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.69_82.19_4.86,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.71_98.91_3.57,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.73_82.97_3.93,3,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.76_93.53_5.39,4,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.84_81.88_1.32,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.88_80.41_1.72,4,4,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.98_100.00_0.89,3,5,TRUE
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.99_95.69_0.86,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.100_70.93_3.32,4,3,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.101_80.34_8.91,4,2,FALSE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.107_85.61_0.86,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.10_79.41_4.91,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.124_91.98_2.19,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.128_70.83_3.03,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.129_89.53_3.25,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.139_78.80_3.66,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.13_74.63_0.88,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.140_95.14_5.26,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.150_91.93_2.95,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.151_87.39_1.28,2,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.157_89.11_8.73,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.159_91.57_0.86,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.165_93.44_2.69,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.166_73.97_1.44,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.167_94.95_2.97,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.170_84.02_1.99,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.1_83.49_0.85,2,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.23_89.51_1.28,3,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.29_78.83_0.00,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.30_75.24_1.46,4,3,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.39_96.15_0.00,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.40_71.19_4.39,4,3,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.43_82.82_2.81,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.48_93.38_3.08,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.53_95.53_6.85,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.5_85.94_3.70,3,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.62_80.99_4.79,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.70_91.46_3.79,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.7_97.80_1.10,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.84_79.84_6.03,4,3,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.90_82.05_2.14,3,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.95_88.03_6.89,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.97_100.00_0.89,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.99_97.64_4.73,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.102_74.52_0.43,2,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.108_80.16_9.83,3,2,FALSE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.109_85.58_3.07,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.10_88.32_2.81,4,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.127_78.72_2.20,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.138_92.69_7.80,4,4,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.144_98.69_0.89,3,5,TRUE
Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.155_86.35_0.83,4,4,TRUE
