genome,slp,etc,aerobic
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.16_71.29_0.00,2,2,FALSE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.32_90.26_2.40,4,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.33_73.37_9.48,4,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.38_100.00_5.17,3,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.42_83.59_2.31,4,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.43_98.51_1.19,3,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.47_98.93_2.56,4,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.48_74.29_0.00,4,3,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.52_87.53_1.59,3,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.59_73.01_2.17,3,3,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.66_71.79_8.31,4,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.67_94.33_1.13,4,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.6_82.09_3.47,4,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.73_84.07_6.59,4,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.78_94.89_1.70,3,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.7_83.53_3.94,4,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.86_97.09_0.58,2,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.87_83.33_1.15,2,5,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.89_90.16_0.27,4,4,TRUE
Palsa.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.92_78.45_5.29,4,3,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.11_96.80_0.19,2,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.17_95.86_1.43,4,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.21_96.58_1.67,4,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.27_90.78_3.81,4,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.31_98.35_0.97,2,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.34_98.93_1.71,4,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.3_85.15_0.57,2,5,TRUE
Palsa.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.6_76.54_2.59,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.11_97.09_0.58,2,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.21_70.16_0.00,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.28_98.93_1.71,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.29_98.35_0.78,2,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.30_87.36_0.57,3,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.31_73.61_2.59,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.33_79.76_1.71,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.35_86.31_2.60,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.50_70.87_4.73,3,3,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.54_76.90_0.00,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.megahit_bin.9_81.52_9.43,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.22_88.73_1.90,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.24_86.93_2.24,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.31_88.51_1.23,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.37_87.08_2.56,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.38_72.73_1.89,3,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.41_70.30_0.99,2,2,FALSE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.43_86.17_5.21,4,3,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.47_95.47_0.57,2,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.50_87.36_1.15,3,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.56_83.39_3.57,4,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.59_71.55_5.17,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.63_98.93_2.56,4,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.65_74.21_7.18,3,4,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.69_98.35_1.16,2,5,TRUE
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.70_74.48_0.00,4,5,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.16_81.27_0.98,4,5,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.1_94.31_3.48,4,5,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.20_92.27_8.77,4,5,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.2_84.35_5.33,3,4,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.33_84.45_3.39,4,4,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.38_92.34_5.21,3,4,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.58_96.60_3.67,4,5,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.63_96.88_1.93,4,4,TRUE
Palsa.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.67_89.28_1.86,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.106_75.33_1.97,3,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.13_77.73_6.18,4,3,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.21_93.20_1.65,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.3_79.52_3.43,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.48_81.16_7.58,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.55_93.07_9.88,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.62_87.92_2.63,4,3,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.66_90.50_5.36,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.74_80.52_3.45,4,4,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.89_92.67_1.26,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.megahit_bin.93_83.49_1.65,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.103_89.19_1.41,4,4,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.114_75.76_1.72,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.116_77.44_6.75,3,3,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.16_83.58_3.25,4,4,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.32_74.77_6.30,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.34_88.20_1.13,3,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.36_89.54_1.57,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.41_94.04_6.46,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.44_94.70_1.23,4,5,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.5_70.00_0.00,3,4,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.84_83.72_0.86,4,3,TRUE
Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.8_80.52_1.19,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.13_83.44_2.74,4,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.15_91.07_2.24,3,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.20_87.77_4.05,4,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.21_71.06_2.39,3,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.24_96.37_1.71,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.26_82.40_3.63,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.27_99.35_1.93,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.32_97.04_0.57,4,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.35_97.44_1.57,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.3_74.79_5.56,3,2,FALSE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.52_98.35_1.55,2,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.53_73.52_1.38,4,4,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.56_85.23_1.71,4,3,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.61_91.75_5.95,4,5,TRUE
Palsa.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.63_95.61_0.60,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.104_78.43_1.14,3,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.13_86.20_4.13,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.25_74.49_2.58,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.2_95.92_1.13,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.39_97.04_0.57,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.40_98.79_1.71,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.48_92.85_6.46,4,3,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.49_84.97_5.13,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.51_98.35_0.78,2,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.54_91.94_1.70,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.55_75.58_3.81,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.56_97.25_1.81,3,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.5_84.03_2.99,3,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.62_95.54_2.69,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.66_97.44_1.57,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.71_93.22_3.71,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.7_71.73_3.45,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.83_87.98_9.98,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.86_77.91_1.15,2,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.megahit_bin.99_87.21_5.16,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.107_98.69_0.99,3,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.114_96.06_2.35,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.38_84.70_3.10,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.42_90.87_4.27,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.43_93.57_3.56,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.46_98.35_1.16,2,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.4_98.22_1.57,3,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.51_91.91_1.42,3,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.53_87.29_5.56,4,3,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.56_82.91_2.56,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.61_84.80_1.47,4,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.62_80.68_1.15,2,5,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.77_97.04_0.57,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.82_76.10_1.72,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.83_83.42_7.83,4,4,TRUE
Palsa.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.87_95.64_1.67,4,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.12_79.68_0.57,2,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.15_87.78_2.56,4,4,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.17_74.02_3.03,4,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.27_98.08_2.56,4,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.29_82.70_2.83,4,4,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.31_74.71_2.96,1,2,FALSE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.32_96.07_1.34,2,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.36_73.20_3.40,4,4,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.39_87.96_1.69,4,5,TRUE
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.42_95.48_2.84,3,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.1_70.81_1.71,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.20_89.40_5.13,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.30_98.35_0.97,2,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.35_96.38_0.57,3,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.36_83.53_3.42,4,3,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.39_94.16_3.28,4,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.54_98.93_2.61,4,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.55_85.07_5.79,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.megahit_bin.57_82.70_0.61,2,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.10_70.98_1.37,4,3,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.11_87.55_4.27,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.23_98.86_0.57,3,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.34_71.26_1.71,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.36_86.78_0.85,4,3,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.37_97.22_2.14,4,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.4_83.62_0.00,2,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.65_95.01_2.93,4,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.68_98.35_1.16,2,5,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.70_80.53_1.20,4,4,TRUE
Palsa.Labelled.R2.T2.F2.trimmomatic.metaspades_bin.80_73.63_2.74,4,4,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.11_90.46_6.60,3,4,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.16_98.35_1.55,2,5,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.17_79.51_2.35,4,4,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.20_75.34_0.00,4,4,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.28_88.01_1.37,3,4,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.29_95.20_2.07,4,5,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.33_98.04_1.32,4,5,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.35_81.83_4.18,4,3,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.43_98.29_1.57,4,5,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.45_94.43_1.27,4,5,TRUE
Palsa.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.49_71.90_3.45,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.16_72.41_1.72,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.29_74.31_1.72,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.30_72.74_2.16,4,3,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.42_93.65_2.43,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.45_98.29_1.57,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.56_77.99_6.59,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.58_83.70_3.02,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.65_96.67_1.37,3,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.megahit_bin.7_98.35_0.97,2,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.31_93.59_2.05,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.33_93.32_1.00,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.37_97.83_1.57,4,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.42_72.41_4.31,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.50_98.35_1.16,2,5,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.64_88.21_6.95,3,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.7_84.01_7.43,4,4,TRUE
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.9_90.42_0.91,4,4,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.13_97.46_0.87,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.15_72.92_1.72,4,3,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.17_89.75_2.71,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.20_92.24_3.33,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.22_71.29_0.00,2,2,FALSE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.23_92.91_3.10,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.25_97.67_0.00,2,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.27_97.77_1.36,2,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.30_71.00_3.45,4,4,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.34_93.79_1.70,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.37_72.26_1.56,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.38_70.49_4.38,3,4,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.3_86.64_2.78,3,3,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.48_89.31_4.76,4,4,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.51_88.19_5.00,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.52_89.29_1.55,3,4,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.58_98.50_1.71,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.60_90.96_5.27,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.61_86.06_1.15,3,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.6_95.26_1.90,4,5,TRUE
Palsa.Labelled.R2.T3.F1.JGI.BFC.metaspades_bin.7_83.40_1.52,4,3,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.10_71.29_0.99,2,2,FALSE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.13_73.04_5.98,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.22_77.82_9.72,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.25_95.29_0.93,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.2_82.24_7.26,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.35_95.08_6.16,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.3_85.74_8.46,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.46_95.35_1.22,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.51_95.98_0.00,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.54_72.18_0.00,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.60_96.63_0.40,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.62_86.71_6.84,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.68_78.03_2.70,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.6_97.27_1.71,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.72_94.51_2.84,3,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.81_97.19_0.78,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.83_71.03_6.90,4,3,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.87_87.36_1.15,3,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.89_84.47_5.51,3,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.91_95.35_2.24,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.megahit_bin.93_98.03_0.99,3,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.105_85.50_0.00,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.12_89.74_0.85,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.13_93.43_1.70,3,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.14_82.17_6.84,4,3,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.15_73.42_3.33,4,2,FALSE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.20_94.68_2.99,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.21_81.57_4.27,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.29_93.43_2.78,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.31_87.45_2.00,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.33_98.51_0.02,3,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.57_96.16_1.39,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.60_95.44_0.00,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.65_96.07_1.15,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.71_87.36_3.02,3,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.72_97.97_1.26,4,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.74_82.78_7.26,4,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.7_78.34_1.16,2,5,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.90_81.34_1.19,3,4,TRUE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.97_71.29_0.00,2,2,FALSE
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.98_72.34_0.16,3,5,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.10_86.20_3.83,4,5,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.16_94.69_2.65,4,5,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.17_71.13_6.07,3,4,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.19_72.25_3.02,3,5,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.20_74.31_3.45,4,5,TRUE
Palsa.Labelled.R2.T3.F2.JGI.BFC.metaspades_bin.25_97.46_1.35,4,5,TRUE
